lamore|true|2402
-748.5498046875,680.52880859375,-226.0140838623047|-0.09957315772771835,0.0026829438284039497,0.9950266480445862|-0.0011880113743245602,0.9999953508377075,-0.0028152265585958958|Running
-748.5474243164062,680.56201171875,-226.0191192626953|-0.12075020372867584,0.001140819163993001,0.9926822781562805|-0.0006494760746136308,0.9999990463256836,-0.001228230306878686|Running
-748.5454711914062,680.5765991210938,-226.0216064453125|-0.12969505786895752,0.0004786628996953368,0.991553783416748|0.00012000877904938534,0.9999998807907104,-0.00046704302076250315|Running
-748.5448608398438,680.5808715820312,-226.0223846435547|-0.13222163915634155,0.00019257784879300743,0.9912201762199402|0.00008709445683052763,1,-0.00018266585539095104|Running
-748.5444946289062,680.5826416015625,-226.02279663085938|-0.13310550153255463,0.00006207230035215616,0.991101861000061|0.000005145490831637289,1,-0.00006193853914737701|Running
-748.54443359375,680.5831909179688,-226.02291870117188|-0.13340064883232117,0.000015828814866836183,0.9910621643066406|-0.0000024528728772565955,1,-0.000016301730283885263|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1334623396396637,0.000004906395588477608,0.9910538792610168|-2.3472725274586992e-07,1,-0.000004982295195077313|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13347984850406647,0.0000013618291632155888,0.9910515546798706|1.4086910482546955e-07,1,-0.000001355152448923036|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13349391520023346,0.000001551449940961902,0.9910496473312378|7.198644169648105e-08,1,-0.000001555764924887626|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13350354135036469,0.0000016879913573575323,0.9910483360290527|4.4785476660536006e-08,1,-0.0000016972052208075183|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1335180699825287,0.000001689502028057177,0.9910463690757751|3.870034959163604e-08,1,-0.0000016995520581986057|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1335325539112091,0.0000016765905002102954,0.9910444021224976|4.097118377899278e-08,1,-0.0000016862205711731804|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13354703783988953,0.0000016773932429714478,0.9910424947738647|4.1660122462872096e-08,1,-0.0000016869404362296336|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13356634974479675,0.0000016778994904598221,0.9910398721694946|4.1575653142444935e-08,1,-0.0000016874662378540961|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13358083367347717,0.0000016778229792180355,0.991037905216217|4.1545590079294925e-08,1,-0.0000016873958657015464|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1336001455783844,0.0000016778295730546233,0.9910353422164917|4.1524735650000366e-08,1,-0.0000016874089396878844|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13361945748329163,0.000001677788873166719,0.9910327196121216|4.145470455796385e-08,1,-0.000001687380972725805|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13363394141197205,0.000001677803197708272,0.991030752658844|4.1430375574691425e-08,1,-0.0000016874014363565948|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13364842534065247,0.000001677735781413503,0.9910287857055664|4.1397228756068216e-08,1,-0.0000016873406138984137|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13366290926933289,0.0000016777257769717835,0.9910268783569336|4.137249476343641e-08,1,-0.0000016873365211722557|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1336725652217865,0.0000016777228211140027,0.9910255670547485|4.137133657877712e-08,1,-0.0000016873354979907162|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13368704915046692,0.0000016777023574832128,0.991023600101471|4.136537157251041e-08,1,-0.0000016873183312782203|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13370153307914734,0.000001677708041825099,0.9910216331481934|4.1314091703270606e-08,1,-0.0000016873336790013127|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13371601700782776,0.0000016778205917944433,0.9910196661949158|4.133007891482521e-08,1,-0.000001687447934273223|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13373532891273499,0.0000016778780036474927,0.9910171031951904|4.1380761928166976e-08,1,-0.000001687502617642167|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1337498128414154,0.0000016778004692241666,0.9910151362419128|4.132225583930449e-08,1,-0.0000016874349739737227|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13376429677009583,0.0000016778138842710177,0.9910131692886353|4.1328814148755555e-08,1,-0.000001687450321696815|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13377878069877625,0.0000016778926692495588,0.9910112023353577|4.13134060295306e-08,1,-0.0000016875346773304045|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13379326462745667,0.0000016778949429863133,0.9910092353820801|4.129357833448921e-08,1,-0.0000016875424080353696|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13380774855613708,0.0000016778458302724175,0.9910073280334473|4.128908059897185e-08,1,-0.0000016874962511792546|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1338222324848175,0.0000016778650433479925,0.9910053610801697|4.12917700032267e-08,1,-0.0000016875179653652594|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13383671641349792,0.0000016778408280515578,0.9910033941268921|4.126503228008005e-08,1,-0.0000016874998891580617|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1338631808757782,0.0000031636802759749116,0.9909998178482056|8.185394761994758e-08,1,-0.0000031813558507565176|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1338825225830078,0.000003450736812737887,0.9909971952438354|8.73281180702179e-08,1,-0.0000034702873108471977|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13392125070095062,0.0000033599542348383693,0.9909919500350952|8.304336773790055e-08,1,-0.0000033792734939197544|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1339382529258728,0.0000018649218418431701,0.9909896850585938|4.1466719835625554e-08,1,-0.000001876273699963349|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13395749032497406,0.000001622551621949242,0.9909870624542236|3.8129886803517365e-08,1,-0.000001632154294384236|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13397197425365448,0.000001682163428995409,0.990985095500946|4.093804406579693e-08,1,-0.0000016919314020924503|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1339913159608841,0.0000016784011904746876,0.9909825325012207|4.117175578244314e-08,1,-0.0000016881070905583329|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13400831818580627,0.000002750492512859637,0.9909802079200745|7.220040743050049e-08,1,-0.0000027657636110234307|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1340371072292328,0.0000034501990739954636,0.9909763336181641|8.687919006433731e-08,1,-0.000003469864850558224|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1340661644935608,0.000003379467671038583,0.9909723997116089|8.365385895103827e-08,1,-0.000003398936769372085|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13410478830337524,0.000003350647375555127,0.9909671545028687|8.167082654608748e-08,1,-0.000003370136937519419|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13412410020828247,0.000003354433374624932,0.9909645318984985|8.173729781901784e-08,1,-0.000003373955678398488|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1341530829668045,0.0000033556466405570973,0.9909605979919434|8.18019074699805e-08,1,-0.0000033751823593775043|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13418209552764893,0.0000033552557852090104,0.9909566640853882|8.173159216084969e-08,1,-0.0000033748083296814|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13421107828617096,0.0000033555256777617615,0.9909527897834778|8.166861675817927e-08,1,-0.000003375100050106994|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1342400461435318,0.000003355306489538634,0.9909488558769226|8.155295461165224e-08,1,-0.00000337490564561449|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13426901400089264,0.000003355288527018274,0.9909449219703674|8.156079189802767e-08,1,-0.000003374897460162174|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1343076378107071,0.000003354994078108575,0.9909396767616272|8.135838669431905e-08,1,-0.0000033746423468983267|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13433660566806793,0.0000033550948046467965,0.990935742855072|8.137903506622024e-08,1,-0.0000033747521683835657|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13437528908252716,0.0000033551359592820518,0.9909304976463318|8.129626394293155e-08,1,-0.0000033748196983651724|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13440430164337158,0.000003355177113917307,0.9909265637397766|8.121106986891391e-08,1,-0.000003374883590367972|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.134433314204216,0.0000033552030345163075,0.9909226298332214|8.116804650626364e-08,1,-0.000003374926791366306|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13447199761867523,0.0000033550891203049105,0.9909173846244812|8.107367222009998e-08,1,-0.000003374839479874936|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13450101017951965,0.0000033552460081409663,0.990913450717926|8.09855862371478e-08,1,-0.000003375020696694264|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13453000783920288,0.0000033550486477906816,0.9909095168113708|8.084813174491501e-08,1,-0.0000033748510759323835|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13455899059772491,0.000003354941554789548,0.9909055829048157|8.079103963609668e-08,1,-0.0000033747617180779343|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13458795845508575,0.000003354747150297044,0.9909016489982605|8.070146861882677e-08,1,-0.000003374588686710922|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1346169263124466,0.000003354722139192745,0.9908977150917053|8.058069056460226e-08,1,-0.000003374591187821352|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13465555012226105,0.0000033549220006534597,0.9908924698829651|8.066835732734035e-08,1,-0.0000033747955967555754|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1346845179796219,0.0000033550372791069094,0.9908885359764099|8.061821432647776e-08,1,-0.000003374929747224087|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13471348583698273,0.0000033548978990438627,0.9908846020698547|8.054519184952369e-08,1,-0.0000033748101486708038|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13475210964679718,0.000003354765112817404,0.9908793568611145|8.042588461876221e-08,1,-0.000003374707148395828|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13478107750415802,0.000003354736008986947,0.9908754229545593|8.033698151166391e-08,1,-0.000003374701009306591|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13481004536151886,0.000003354467708049924,0.9908714890480042|8.024331776823601e-08,1,-0.0000033744540814950597|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1348390430212021,0.0000033545304631843464,0.9908674955368042|8.013292784880832e-08,1,-0.000003374543439349509|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.1348680555820465,0.000003354377895448124,0.990863561630249|8.001364193432892e-08,1,-0.000003374416792212287|Running
-748.54443359375,680.5833129882812,-226.02296447753906|-0.13489706814289093,0.000003354395857968484,0.9908596277236938|7.993393325023135e-08,1,-0.000003374456809979165|Running
-748.54443359375,680.488037109375,-226.02296447753906|-0.13493086397647858,0.0000033544633879500907,0.9908550381660461|7.980298022403076e-08,1,-0.0000033745557175279828|Jumping
-748.5149536132812,680.225830078125,-225.95864868164062|-0.035132043063640594,-0.0000050406829359417316,0.9993826746940613|-6.161909027468937e-07,1,0.000005022135155741125|Freefall
-748.3426513671875,680.4166259765625,-225.7809600830078|-0.16633658111095428,0.025985445827245712,0.9857265949249268|-0.01085272803902626,0.9995439052581787,-0.028181040659546852|Landed
-747.9158935546875,680.7236938476562,-225.63880920410156|-0.2983550429344177,0.013281747698783875,0.9543625116348267|-0.0031803457532078028,0.999883770942688,-0.014909510500729084|Running
-747.5524291992188,680.8715209960938,-225.51722717285156|-0.6106440424919128,0.03321843221783638,0.7912082076072693|0.0011063262354582548,0.9991546273231506,-0.04109509661793709|Jumping
-747.238037109375,680.846923828125,-225.1696014404297|-0.49455034732818604,0.00600970396772027,0.8691282272338867|0.00002692404632398393,0.9999762177467346,-0.006899149622768164|Freefall
-746.989501953125,681.5426025390625,-224.828125|-0.29416489601135254,-0.00478513864800334,0.9557427167892456|0.0000493235384055879,0.9999873638153076,0.005021840799599886|Landed
-746.4723510742188,682.6280517578125,-224.3831787109375|-0.23664353787899017,0.0168658085167408,0.97145015001297|0.004721679259091616,0.999857485294342,-0.01620880886912346|Running
-745.9581298828125,683.0377807617188,-224.03488159179688|-0.2453986406326294,0.006279251538217068,0.9694018959999084|0.0013359508011490107,0.9999802708625793,-0.006139133125543594|Running
-745.2900390625,683.9940795898438,-223.72898864746094|-0.2011544555425644,-0.004317939281463623,0.9795500040054321|-0.0025625047273933887,0.9999892115592957,0.0038818162865936756|Running
-744.7442626953125,685.765869140625,-223.18716430664062|-0.14874134957790375,-0.008591544814407825,0.988838791847229|-0.007480213884264231,0.9999434351921082,0.007562852464616299|Jumping
-744.3348999023438,687.0947265625,-222.7808380126953|-0.10918774455785751,-0.011490046046674252,0.9939547181129456|-0.011144587770104408,0.9998844861984253,0.010334339924156666|Jumping
-743.9254760742188,688.423583984375,-222.37454223632812|-0.06949739903211594,-0.014111796393990517,0.9974822998046875|-0.01478862576186657,0.9998046159744263,0.013114286586642265|Jumping
-743.5160522460938,689.75244140625,-221.96827697753906|-0.029735280200839043,-0.016445260494947433,0.9994224905967712|-0.01841251365840435,0.9997040033340454,0.015902075916528702|Jumping
-743.1066284179688,691.081298828125,-221.56204223632812|0.010033810511231422,-0.018479790538549423,0.9997788667678833|-0.02201647125184536,0.9995827674865723,0.01869712397456169|Jumping
-742.6289672851562,692.631591796875,-221.08815002441406|0.05635383725166321,-0.02046264335513115,0.9982011318206787|-0.02619624137878418,0.9994154572486877,0.02196645364165306|Jumping
-742.1512451171875,694.1818237304688,-220.6143035888672|0.10249374806880951,-0.022011518478393555,0.9944900870323181|-0.030349694192409515,0.9992204904556274,0.025244107469916344|Jumping
-741.55126953125,695.832275390625,-220.00840759277344|0.2360232174396515,-0.0022084475494921207,0.9717448949813843|-0.003942819777876139,0.999987006187439,0.003230287926271558|Freefall
-741.008056640625,697.0968017578125,-219.35025024414062|0.33840513229370117,0.00020345834491308779,0.9410004615783691|0.000441782089183107,0.9999998211860657,-0.0003750897594727576|Freefall
-740.46533203125,698.1942749023438,-218.6632843017578|0.41262486577033997,0.00003317590744700283,0.9109010696411133|0.00011302142956992611,1,-0.00008761803474044427|Freefall
-740.0780639648438,698.8759765625,-218.17250061035156|0.45210039615631104,-0.0000025984450076066423,0.8919670581817627|0.000005960320777376182,1,-1.0786652637762018e-07|Freefall
-739.5397338867188,699.6873168945312,-217.48239135742188|0.4936583340167999,-0.000002811480953823775,0.869655966758728|-0.0000037982802041369723,1,0.00000538895119461813|Freefall
-739.0797729492188,700.2499389648438,-216.88978576660156|0.5201457738876343,-0.0000011240700814596494,0.8540775179862976|-1.025686131583825e-07,1,0.0000013785876262772945|Freefall
-738.6210327148438,700.68994140625,-216.29638671875|0.5401222705841064,-5.839649475092301e-07,0.8415865898132324|3.9772879745214595e-07,1,4.3862721099685587e-07|Freefall
-738.0868530273438,701.0482177734375,-215.6033935546875|0.5577771663665771,-3.312249248210719e-07,0.8299907445907593|2.0107164289129287e-07,1,2.6394479846203467e-07|Freefall
-737.4788818359375,701.2533569335938,-214.80946350097656|0.5721725821495056,-2.185728362746886e-07,0.8201332688331604|1.134862444018836e-07,1,1.8733433648776554e-07|Freefall
-737.0247802734375,701.26416015625,-214.2125244140625|0.5795618295669556,-1.7812065777889075e-07,0.8149282932281494|9.54513552642311e-08,1,1.5068894754222129e-07|Freefall
-736.497314453125,701.1217651367188,-213.5143280029297|0.5854073166847229,-1.6535118163574225e-07,0.8107393383979797|9.333083283991073e-08,1,1.36560089458726e-07|Freefall
-736.0471801757812,700.8668212890625,-212.9144287109375|0.5886927843093872,-1.4206950993411738e-07,0.8083568811416626|8.23788184334262e-08,1,1.1575789216067278e-07|Freefall
-735.5997314453125,700.4893188476562,-212.3124237060547|0.5904941558837891,-1.2102577784389723e-07,0.8070418834686279|7.193953877049353e-08,1,9.732566752518323e-08|Freefall
-735.152587890625,699.9891967773438,-211.710205078125|0.5916933417320251,-1.1211897543716987e-07,0.8061631321907043|6.836612698180033e-08,1,8.889912095355612e-08|Freefall
-734.6309204101562,699.2506713867188,-211.0076141357422|0.5927606821060181,-1.0955890417108094e-07,0.8053786754608154|6.863539425694398e-08,1,8.551820940283505e-08|Freefall
-734.03466796875,698.2022705078125,-210.20465087890625|0.5936790704727173,-1.1266011057387004e-07,0.8047019243240356|7.236392463028096e-08,1,8.661488237748927e-08|Freefall
-733.553955078125,698.1165771484375,-209.55706787109375|0.5943446755409241,-1.1935388499750843e-07,0.8042104244232178|7.813346769580676e-08,1,9.06674131329055e-08|Landed
-733.1461181640625,698.1165771484375,-209.01023864746094|0.5951502919197083,-1.2793975656677503e-07,0.8036144375801086|8.473271861930698e-08,1,9.64530428859689e-08|Running
-732.6719970703125,698.1165771484375,-208.37493896484375|0.5959629416465759,-9.00362877587213e-08,0.803011953830719|6.002434105312204e-08,1,6.7575584239421e-08|Running
-732.1934814453125,698.2103881835938,-207.7394561767578|0.5973958373069763,2.7222762710721327e-08,0.8019465208053589|-1.831392282269917e-08,1,-2.0303225767293043e-08|Running
-731.300537109375,698.7236938476562,-206.5693359375|0.6020060181617737,3.2790769211032966e-08,0.7984915375709534|-2.5509384826705173e-08,1,-2.1833626462353095e-08|Running
-730.4183959960938,699.82666015625,-205.43035888671875|0.6072178483009338,-1.0305053166348443e-07,0.7945353984832764|6.221529247341095e-08,1,8.215153002311126e-08|Running
-729.7238159179688,700.783203125,-204.61915588378906|0.622382402420044,-1.31621433752116e-07,0.7827133536338806|7.803782153814609e-08,1,1.0610789757947714e-07|Running
-729.074462890625,701.6116943359375,-203.88589477539062|0.6364871263504028,-1.3234428308805946e-07,0.7712873220443726|8.060430189971157e-08,1,1.050719617978757e-07|Running
-728.6417846679688,702.2021484375,-203.36221313476562|0.6379902362823486,-6.861033341465372e-08,0.7700444459915161|4.2834546576386856e-08,1,5.361030019912505e-08|Running
-728.1259155273438,702.9120483398438,-202.6717529296875|0.6274381279945374,-1.1493255414052328e-07,0.7786664366722107|7.109495925305964e-08,1,9.031450076690817e-08|Running
-727.8154907226562,703.4309692382812,-202.2137451171875|0.6149358153343201,-1.753879956822857e-07,0.7885771989822388|1.0500254177259194e-07,1,1.405292664458102e-07|Running
-727.4324951171875,704.1268310546875,-201.61647033691406|0.5953243970870972,-2.3117790703963692e-07,0.8034854531288147|1.3406045695774083e-07,1,1.883897766674636e-07|Running
-727.1397705078125,704.7640380859375,-201.1195526123047|0.5752986073493958,-2.978778468332166e-07,0.8179434537887573|1.6697813975952158e-07,1,2.467353397150873e-07|Running
-726.8501586914062,705.40380859375,-200.60574340820312|0.555561363697052,-2.8277767682993726e-07,0.831475555896759|1.5284908272406028e-07,1,2.3796326331648743e-07|Running
-726.562744140625,706.0453491210938,-200.0889434814453|0.5388481616973877,-1.944033698464409e-07,0.8424029350280762|1.0136028549823095e-07,1,1.6593671148257272e-07|Running
-726.3158569335938,706.6079711914062,-199.6449737548828|0.5276173949241638,-1.4767664424653049e-07,0.8494821190834045|7.490663733733527e-08,1,1.273182732575151e-07|Running
-726.02734375,707.248779296875,-199.1255645751953|0.5174139142036438,-1.23104740623603e-07,0.8557352423667908|6.100610505654913e-08,1,1.0697155516936618e-07|Running
-725.820068359375,707.7196044921875,-198.75270080566406|0.5117284655570984,-1.1370857322390293e-07,0.8591472506523132|5.564718819073278e-08,1,9.920572097144031e-08|Running
-725.5159301757812,708.3473510742188,-198.20541381835938|0.5054184794425964,-1.1200755523077532e-07,0.8628743290901184|5.395946445219124e-08,1,9.820137591987077e-08|Running
-725.1882934570312,708.9406127929688,-197.6091766357422|0.4997522532939911,-1.2106175972803612e-07,0.8661683797836304|5.7602768777087476e-08,1,1.0653199211674291e-07|Running
-724.8502807617188,709.4973754882812,-196.98727416992188|0.49446624517440796,-1.0941420924837075e-07,0.8691968321800232|5.155833804337817e-08,1,9.654930721580968e-08|Running
-724.4148559570312,710.13671875,-196.17724609375|0.48810020089149475,-1.0714694553826121e-07,0.872787594795227|4.97975030100406e-08,1,9.491515839954445e-08|Running
-723.7645874023438,711.1691284179688,-194.92575073242188|0.4747123122215271,-1.0771768899076051e-07,0.880141019821167|4.878260639884502e-08,1,9.607549600332277e-08|Running
-723.431884765625,712.1183471679688,-194.2388458251953|0.46317997574806213,-1.2728422404961748e-07,0.8862642645835876|5.62785764657292e-08,1,1.142064718351321e-07|Running
-723.0919799804688,713.1260375976562,-193.4947509765625|0.4473881125450134,-1.278497023804448e-07,0.894339919090271|5.456402973891272e-08,1,1.1565893487386347e-07|Running
-722.8162841796875,713.8948974609375,-192.8566436767578|0.4337901473045349,-1.3013823263463564e-07,0.9010139107704163|5.372738698383728e-08,1,1.185684368465445e-07|Running
-722.602294921875,714.4584350585938,-192.34414672851562|0.42385995388031006,-1.2818900074762496e-07,0.905727744102478|5.163110827766104e-08,1,1.173693178202484e-07|Running
-722.3773193359375,715.1090698242188,-191.78143310546875|0.41156938672065735,-1.3343914417873748e-07,0.9113784432411194|5.207843045695881e-08,1,1.2289655160202528e-07|Running
-722.1016235351562,716.0446166992188,-191.062255859375|0.39358198642730713,-1.400247526817111e-07,0.9192895293235779|5.216682907871473e-08,1,1.2998388854157383e-07|Running
-721.9304809570312,716.7042846679688,-190.6142120361328|0.3855242431163788,-1.1976506186783809e-07,0.9226977229118347|4.3343426625597203e-08,1,1.1168893365720578e-07|Running
-721.7095336914062,717.4407958984375,-190.03660583496094|0.3785248398780823,-1.1708363700790869e-07,0.9255911111831665|4.1137834472237955e-08,1,1.0967255548166577e-07|Running
-721.41943359375,718.1565551757812,-189.28843688964844|0.373538613319397,-1.051229574500212e-07,0.9276146292686462|3.613418186887429e-08,1,9.877533813096306e-08|Running
-721.083740234375,718.9660034179688,-188.43673706054688|0.370895117521286,-6.02634742108421e-08,0.9286747574806213|2.0342813655815917e-08,1,5.676737302451329e-08|Running
-720.832763671875,719.8875122070312,-187.81027221679688|0.3709857165813446,3.3664306897662755e-08,0.9286385774612427|-1.198270815905289e-08,1,-3.1464225003219326e-08|Running
-720.5432739257812,720.9370727539062,-187.09921264648438|0.37289002537727356,9.559880709275603e-08,0.9278755187988281|-3.3213392924835716e-08,1,-8.968214615379111e-08|Running
-720.2926635742188,721.7678833007812,-186.50291442871094|0.37655261158943176,2.287674910617099e-10,0.9263952374458313|8.967199205400789e-11,1,-2.833927814638315e-10|Running
-719.9239501953125,722.691650390625,-185.6744384765625|0.386219322681427,-1.1570530489279918e-07,0.9224069714546204|4.082479065914413e-08,1,1.0834477848220558e-07|Running
-719.681884765625,723.4215087890625,-185.1472930908203|0.3936830163002014,-1.1244168263147003e-07,0.919246256351471|4.057302049886857e-08,1,1.0494333935184841e-07|Running
-719.26318359375,724.3856201171875,-184.28929138183594|0.4099898934364319,-1.288008775190974e-07,0.9120900630950928|4.867544234343768e-08,1,1.1933518351270322e-07|Running
-718.8633422851562,725.2915649414062,-183.53672790527344|0.4297800362110138,-1.3872512738544174e-07,0.9029335975646973|5.49763754520427e-08,1,1.2747047151151492e-07|Running
-718.119873046875,726.5106201171875,-182.31956481933594|0.47865766286849976,-3.0340640932990937e-07,0.8780016303062439|1.3424488543023472e-07,1,2.7237885547037877e-07|Running
-717.2118530273438,727.8807373046875,-180.98114013671875|0.5244368314743042,-2.569151433817751e-07,0.8514493703842163|1.2605183030700573e-07,1,2.2409896871522506e-07|Running
-716.2146606445312,728.7142333984375,-179.90194702148438|0.5937227606773376,-0.0000011345590564815211,0.8046696782112122|6.249901502997091e-07,1,9.488218211117783e-07|Running
-715.3429565429688,729.2859497070312,-179.1818084716797|0.6579580307006836,-0.0000017046425000444287,0.7530546188354492|0.000001048199919750914,1,0.0000013478052096616011|Running
-714.5619506835938,729.7269287109375,-178.70913696289062|0.718238115310669,-0.000002649662292242283,0.6957973837852478|0.0000017830947172114975,1,0.0000019674919258250156|Running
-713.3218383789062,730.3268432617188,-178.10565185546875|0.8013581037521362,-0.0000027210639927943703,0.5981849431991577|0.0000020753311673615826,1,0.0000017686513729131548|Running
-711.6356201171875,731.1494750976562,-177.41722106933594|0.8767593502998352,-0.0000017173576907225652,0.4809293746948242|0.0000014600793747376883,1,9.09113794023142e-07|Running
-710.3751831054688,732.1771850585938,-176.94886779785156|0.9078243970870972,-5.347818614609423e-07,0.4193505346775055|4.767419170548237e-07,1,2.431949610581796e-07|Running
-709.8564453125,732.6555786132812,-176.7564697265625|0.910667359828949,3.351222588321434e-08,0.4131403863430023|-2.8921016692606827e-08,1,-1.736649046790717e-08|Running
-709.8201293945312,732.8966064453125,-176.7429656982422|0.9106892347335815,9.18950888717518e-08,0.41309216618537903|-8.273148210946601e-08,1,-4.006955478530472e-08|Running
-709.8201293945312,733.0050659179688,-176.7429656982422|0.9106894135475159,1.2657801562454551e-07,0.4130916893482208|-1.1611456329774228e-07,1,-5.0433598630661436e-08|Running
-709.8201293945312,733.0218505859375,-176.7429656982422|0.9106894135475159,4.75347903261536e-08,0.4130916893482208|-4.420245502956277e-08,1,-1.762340318123279e-08|Running
-709.8201293945312,733.0254516601562,-176.7429656982422|0.9106894135475159,-1.0318095888806056e-07,0.4130916893482208|9.392876165748021e-08,1,4.2704883185251674e-08|Running
-709.8201293945312,733.0261840820312,-176.7429656982422|0.9106894135475159,-6.559755405532997e-08,0.4130916893482208|6.025667431686088e-08,1,2.5956561344742113e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-3.558862715635769e-08,0.4130916893482208|3.3370785246233936e-08,1,1.2583655895070933e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,1.8504324739154754e-09,0.4130916893482208|-1.7197032686766534e-10,1,-4.100350725622093e-09|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,5.413083670191554e-08,0.4130916893482208|-4.701152178654411e-08,1,-2.7398129986977438e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,8.393517703098041e-08,0.4130916893482208|-7.371410504219966e-08,1,-4.067988257361321e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,1.1368859276217336e-07,0.4130916893482208|-1.0037106079607838e-07,1,-5.393894042526881e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,7.854094974391046e-08,0.4130916893482208|-6.960340215300675e-08,1,-3.668401760137385e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-6.481771919197854e-08,0.4130916893482208|5.703314798211068e-08,1,3.117524727258569e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-7.539232171893673e-08,0.4130916893482208|6.653744577533871e-08,1,3.5821020816229066e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-3.9340985580338383e-08,0.4130916893482208|3.501707368513962e-08,1,1.8037901838852122e-08|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,-9.36877775359335e-09,0.4130916893482208|8.811793961172043e-09,1,3.2534426264163585e-09|Running
-709.8201293945312,733.0263061523438,-176.7429656982422|0.9106894135475159,1.4562895778169604e-08,0.4130916893482208|-1.2112129077479494e-08,1,-8.551388930300163e-09|Running
