pargoy|true|979
9.189812660217285,478.6514587402344,-75.05594635009766|0.7463489770889282,-3.624255953127431e-07,-0.6655547618865967|2.656963715708116e-07,1,-2.465963291342632e-07|Freefall
9.586100578308105,478.39276123046875,-75.3593978881836|0.7535215020179749,-3.132320500753849e-07,-0.6574232578277588|2.32218127393935e-07,1,-2.1029178753906308e-07|Freefall
9.983543395996094,478.0701904296875,-75.66277313232422|0.7595323324203491,-2.406697774404165e-07,-0.6504695415496826|1.8011357383329596e-07,1,-1.5968107902608608e-07|Freefall
10.470022201538086,478.1515808105469,-76.0344009399414|0.7614646553993225,3.899808476148792e-08,-0.6482064723968506|-2.719407810047869e-08,1,2.821748701364868e-08|Landed
10.690013885498047,478.2552795410156,-76.20250701904297|0.7615344524383545,1.2689503137153224e-07,-0.6481244564056396|-9.337435358247603e-08,1,8.607489121459366e-08|Landed
10.795038223266602,478.2911376953125,-76.28276062011719|0.7615395188331604,9.180506310713099e-08,-0.6481184959411621|-6.82766767567955e-08,1,6.142344943782518e-08|Running
10.858590126037598,478.31072998046875,-76.3313217163086|0.7615397572517395,4.505502815277396e-08,-0.6481181979179382|-3.483918220581472e-08,1,2.858059922061784e-08|Running
10.863260269165039,478.3194885253906,-76.33489227294922|0.7615397572517395,-1.6550469883469532e-09,-0.6481181979179382|-1.4302656836662209e-09,1,-4.234183226259347e-09|Running
10.86335277557373,478.3238525390625,-76.3349609375|0.7615397572517395,-4.832520872355417e-08,-0.6481181979179382|3.195010478407312e-08,1,-3.7020921439534504e-08|Running
10.863354682922363,478.327392578125,-76.3349609375|0.7615397572517395,-1.0309479847592229e-07,-0.6481181979179382|7.175886906907181e-08,1,-7.475113505961417e-08|Running
10.863354682922363,478.3280334472656,-76.3349609375|0.7615397572517395,-7.279247427049995e-08,-0.6481181979179382|5.1355321772916795e-08,1,-5.1971003500739243e-08|Running
10.863354682922363,478.3285217285156,-76.3349609375|0.7615397572517395,-2.7387530465716736e-08,-0.6481181979179382|2.078269467631344e-08,1,-1.783730496640601e-08|Running
10.863354682922363,478.3286437988281,-76.3349609375|0.7615397572517395,2.8501001558822736e-09,-0.6481181979179382|4.2271186551090523e-10,1,4.8941877217600904e-09|Running
10.863354682922363,478.3287048339844,-76.3349609375|0.7615397572517395,3.306189100271695e-08,-0.6481181979179382|-1.9919873750495753e-08,1,2.760625505970893e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,7.8331176212032e-08,-0.6481181979179382|-5.040116235477399e-08,1,6.163796939517852e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,1.2354244915968593e-07,-0.6481181979179382|-8.084339242486749e-08,1,9.562607061752715e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,8.105794080393025e-08,-0.6481181979179382|-5.337530595284079e-08,1,6.235055138859025e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,1.7399235829884674e-08,-0.6481181979179382|-1.2217178380069527e-08,1,1.249057390850794e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,-4.6177891732668286e-08,-0.6481181979179382|2.8888202052712586e-08,1,-3.730550446334746e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,-8.851736765791429e-08,-0.6481181979179382|5.6262518199901024e-08,1,-7.04674292251184e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,-9.534883105288827e-08,-0.6481181979179382|6.091458715218323e-08,1,-7.554169201284822e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,-6.671778152167462e-08,-0.6481181979179382|4.287353760901169e-08,1,-5.256429602695789e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,-3.8111195976853196e-08,-0.6481181979179382|2.4847903290492468e-08,1,-2.9606530560499777e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,-9.529060207569273e-09,-0.6481181979179382|6.837672206216894e-09,1,-6.66838451124363e-09|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,3.329835251975055e-08,-0.6481181979179382|-2.0148821278098694e-08,1,2.7702085958480893e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,4.7561957927655385e-08,-0.6481181979179382|-2.913663088577323e-08,1,3.9149117725401084e-08|Running
10.863354682922363,478.3287658691406,-76.3349609375|0.7615397572517395,7.607088292616027e-08,-0.6481181979179382|-4.710073042701879e-08,1,6.202850499903434e-08|Running
10.942584037780762,478.3145446777344,-76.3437728881836|0.804646372795105,-0.000005281046924210386,-0.5937543511390686|0.000004120115136174718,1,-0.000003310815827717306|Running
11.236876487731934,478.2972717285156,-76.38023376464844|0.8618329167366028,-0.000008660332241561264,-0.5071923136711121|0.000007127274329832289,1,-0.000004964217168890173|Running
12.22958755493164,478.2373962402344,-76.50061798095703|0.9249693155288696,-0.000004761703621625202,-0.38004186749458313|0.000004327069291321095,1,-0.000001997930439756601|Running
12.746387481689453,478.4441223144531,-76.54383087158203|0.9453737139701843,-0.000003719532060131314,-0.3259885907173157|0.0000034664114991755923,1,-0.0000013573412616096903|Running
13.235787391662598,479.5362854003906,-76.57714080810547|0.9618220329284668,-0.000009518370461591985,-0.27367573976516724|0.000009067785867955536,1,-0.000002911380079240189|Jumping
13.874995231628418,480.7295227050781,-76.61664581298828|0.9742252826690674,-0.000005940745722909924,-0.22557735443115234|0.000005705631338059902,1,-0.0000016942087768256897|Freefall
14.599044799804688,481.77899169921875,-76.64818572998047|0.9824057221412659,-0.0000020024776858917903,-0.1867590993642807|0.0000019489862097543664,1,-4.7003061354189413e-07|Freefall
15.098587989807129,482.3988037109375,-76.66664123535156|0.986222505569458,-0.000001240026449522702,-0.16542404890060425|0.0000012174471066828119,1,-2.3788952319137024e-07|Freefall
15.72322940826416,483.0837097167969,-76.68978881835938|0.98969566822052,-8.243345632763521e-07,-0.1431870460510254|8.136127007674077e-07,1,-1.3343135663035355e-07|Freefall
16.72280502319336,483.9718933105469,-76.7215805053711|0.9936102032661438,-5.334843535820255e-07,-0.1128658801317215|5.28797556853533e-07,1,-7.146252301026834e-08|Freefall
18.72188377380371,484.9815979003906,-76.78475189208984|0.9976534843444824,-2.5810919623836526e-07,-0.06846541166305542|2.5721226393216057e-07,1,-2.191595349643194e-08|Freefall
19.720815658569336,485.1031494140625,-76.83084869384766|0.9981911778450012,-1.8592501760394953e-07,-0.060120053589344025|1.8554992209374177e-07,1,-1.182194075965981e-08|Freefall
21.718568801879883,484.57952880859375,-76.9256362915039|0.9985973238945007,-5.682658255068418e-08,-0.05294688045978546|5.708215411459605e-08,1,3.3147078415396436e-09|Freefall
23.718332290649414,483.03369140625,-76.9543685913086|0.99945467710495,-1.6258923096756916e-07,-0.03302081674337387|1.6243990330622182e-07,1,-7.205116503428144e-09|Freefall
24.71787452697754,481.87744140625,-76.92682647705078|0.9998587965965271,-1.7538859253818373e-07,-0.01680387556552887|1.753096796619502e-07,1,-6.169638577802061e-09|Freefall
25.21775245666504,481.2034912109375,-76.91563415527344|0.9999426007270813,-1.741749997563602e-07,-0.010712796822190285|1.7414018316230795e-07,1,-4.1828029928581145e-09|Freefall
25.717693328857422,480.46563720703125,-76.9078369140625|0.9999773502349854,-1.6214437437156448e-07,-0.006731095258146524|1.621321388256547e-07,1,-2.3626269829435387e-09|Freefall
26.467615127563477,479.23907470703125,-76.89685821533203|0.9999974966049194,-1.52437138467576e-07,-0.0022327695041894913|1.5243631423800252e-07,1,-5.384865886526313e-10|Freefall
26.90194320678711,478.3415222167969,-76.89054870605469|0.9999991059303284,-7.092606324476947e-08,-0.0013489326229318976|7.092683063092409e-08,1,5.188293128455257e-10|Landed
27.29720687866211,477.6670837402344,-76.88482666015625|0.9999992251396179,2.958694800270223e-08,-0.001241174410097301|-2.9584704464014067e-08,1,1.8257870770810314e-09|Landed
27.541851043701172,477.77960205078125,-76.88128662109375|0.9999992251396179,1.0659434224180586e-07,-0.0012352988123893738|-1.0659136506774303e-07,1,2.4764594819259855e-09|Running
27.573867797851562,477.8443603515625,-76.88082122802734|0.9999992251396179,9.997784644610874e-08,-0.001235278556123376|-9.997583561016654e-08,1,1.6902819144348769e-09|Running
27.574708938598633,477.8929138183594,-76.88081359863281|0.9999992251396179,9.006370760289428e-08,-0.0012352779740467668|-9.006314627413303e-08,1,5.122755553088609e-10|Running
27.574710845947266,477.9014587402344,-76.88081359863281|0.9999992251396179,8.676182261524445e-08,-0.0012352779740467668|-8.676173735011616e-08,1,1.1994251425395674e-10|Running
27.574710845947266,477.9156494140625,-76.88081359863281|0.9999992251396179,7.686462311085052e-08,-0.0012352779740467668|-7.686598735290318e-08,1,-1.0560504692946893e-09|Running
27.574710845947266,477.919921875,-76.88081359863281|0.9999992251396179,7.027354342881154e-08,-0.0012352779740467668|-7.027586690355747e-08,1,-1.839208119136515e-09|Running
27.574710845947266,477.9222106933594,-76.88081359863281|0.9999992251396179,6.368809124523978e-08,-0.0012352779740467668|-6.369138105810634e-08,1,-2.6216961934721894e-09|Running
27.574710845947266,477.9234313964844,-76.88081359863281|0.9999992251396179,5.7108270112848913e-08,-0.0012352779740467668|-5.711251915840876e-08,1,-3.4035154694578296e-09|Running
27.574710845947266,477.924072265625,-76.88081359863281|0.9999992251396179,5.053407292621159e-08,-0.0012352779740467668|-5.0539277651751036e-08,1,-4.184666391182645e-09|Running
27.574710845947266,477.9244384765625,-76.88081359863281|0.9999992251396179,4.396548902718678e-08,-0.0012352779740467668|-4.3971656538133175e-08,1,-4.965149624780452e-09|Running
27.574710845947266,477.9246826171875,-76.88081359863281|0.9999992251396179,3.412314342199352e-08,-0.0012352779740467668|-3.413074622926615e-08,1,-6.134623475873013e-09|Running
27.574710845947266,477.92474365234375,-76.88081359863281|0.9999992251396179,2.7568587412929446e-08,-0.0012352779740467668|-2.7577147676538516e-08,1,-6.913439154487833e-09|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,2.1019634033336843e-08,-0.0012352779740467668|-2.102915175328235e-08,1,-7.691589587466297e-09|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,1.1206696903798274e-08,-0.0012352779740467668|-1.1217647255534757e-08,1,-8.857568012388128e-09|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,7.938513846283968e-09,-0.0012352779740467668|-7.94994114983183e-09,1,-9.245894716514158e-09|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,1.4063381570394995e-09,-0.0012352779740467668|-1.4187192531878168e-09,1,-1.0022050744851185e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-8.381459970507876e-09,-0.0012352779740467668|8.367649684259959e-09,1,-1.1185041337569146e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-1.4899688594027793e-08,-0.0012352779740467668|1.4884926180513958e-08,1,-1.1959540024975013e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-2.791943742863623e-08,-0.0012352779740467668|2.7902775201482655e-08,1,-1.3506550544661877e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-3.4420967409687364e-08,-0.0012352779740467668|3.440335660798155e-08,1,-1.4279064153299714e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-4.41628493774715e-08,-0.0012352779740467668|4.414381393758049e-08,1,-1.5436596001450198e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-5.0650495353465885e-08,-0.0012352779740467668|5.063051489173631e-08,1,-1.6207460262762652e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-5.713259909612134e-08,-0.0012352779740467668|5.7111670059839525e-08,1,-1.697766371933085e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-6.684537368073507e-08,-0.0012352779740467668|6.682302711169541e-08,1,-1.813173788889344e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-7.331363605089791e-08,-0.0012352779740467668|7.32903444600197e-08,1,-1.8900296439028352e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-7.977637039857655e-08,-0.0012352779740467668|7.975213378585977e-08,1,-1.9668199513489526e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-8.623358382919832e-08,-0.0012352779740467668|8.620840219464299e-08,1,-2.043544533592012e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-9.268527634276325e-08,-0.0012352779740467668|9.26591567917967e-08,1,-2.120203568267698e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-9.913145504469867e-08,-0.0012352779740467668|9.910439047189357e-08,1,-2.1967970553760097e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-1.0879038825351017e-07,-0.0012352779740467668|1.0876191680608827e-07,1,-2.3115646285987168e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-1.1522280374265392e-07,-0.0012352779740467668|1.1519339437882081e-07,1,-2.38799451324212e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-1.216497196310229e-07,-0.0012352779740467668|1.2161937945620593e-07,1,-2.464359027953833e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-1.280711501294718e-07,-0.0012352779740467668|1.2803985782738891e-07,1,-2.5406581727338562e-08|Running
27.574710845947266,477.9248046875,-76.88081359863281|0.9999992251396179,-1.344870810271459e-07,-0.0012352779740467668|1.3445486501950654e-07,1,-2.6168923028535573e-08|Running
27.632144927978516,477.92095947265625,-76.91371154785156|0.9988665580749512,-0.0000020331453924882226,-0.04759818688035011|0.0000020320603653090075,1,-7.118487133084273e-08|Running
27.832233428955078,477.9161376953125,-77.0281753540039|0.992157518863678,-0.000005889944077352993,-0.12499382346868515|0.000005878505362488795,1,-4.603499803579325e-07|Running
28.19172477722168,479.4619140625,-77.23426818847656|0.9724469780921936,-0.000036359040677780285,-0.23312410712242126|0.00003602686047088355,1,-0.000005682921255356632|Jumping
28.48111343383789,480.5061950683594,-77.3987808227539|0.9584225416183472,-0.000022577261916012503,-0.2853528559207916|0.000022363314201356843,1,-0.0000040082163650367875|Freefall
28.901731491088867,481.6275634765625,-77.6322250366211|0.945389986038208,-0.000004060396349814255,-0.32594144344329834|0.000003961092261306476,1,-9.683310508989962e-07|Freefall
29.314815521240234,482.45220947265625,-77.85393524169922|0.9369375109672546,-7.866627811381477e-07,-0.34949690103530884|7.163300779211568e-07,1,-3.3049292369469185e-07|Freefall
29.785968780517578,483.1770324707031,-78.09748077392578|0.9304249286651611,-3.987932757354429e-07,-0.3664824962615967|3.480751900042378e-07,1,-2.0447212989438412e-07|Freefall
30.883474349975586,484.32720947265625,-78.61639404296875|0.9224913120269775,-2.182076173085079e-07,-0.3860178589820862|2.0399471623022691e-07,1,-7.777947530485108e-08|Freefall
31.457305908203125,484.7525634765625,-78.86397552490234|0.9211694598197937,-1.7537477958740055e-07,-0.38916173577308655|1.6473981645503954e-07,1,-6.069839741940086e-08|Freefall
32.03398132324219,485.07806396484375,-79.10494995117188|0.9212269186973572,-1.4814571613896987e-07,-0.38902559876441956|1.3981561153286748e-07,1,-4.972375933220974e-08|Freefall
32.614715576171875,485.3037414550781,-79.33594512939453|0.9223925471305847,-1.3635337836603867e-07,-0.38625383377075195|1.290651283625266e-07,1,-4.480125426198356e-08|Freefall
33.08099365234375,485.4124450683594,-79.51646423339844|0.9237359762191772,-1.4944841097985773e-07,-0.3830297887325287|1.4087730448864022e-07,1,-5.0426823605675963e-08|Freefall
33.66553497314453,485.4584655761719,-79.73768615722656|0.9256882071495056,-1.6055238916123926e-07,-0.37828734517097473|1.4964976458031742e-07,1,-5.8218624587880186e-08|Freefall
34.36794662475586,485.38189697265625,-80.00061798095703|0.9279601573944092,-1.6035542671488656e-07,-0.3726794123649597|1.4794203195833688e-07,1,-6.190607848566287e-08|Freefall
34.95335388183594,485.2082824707031,-80.21955871582031|0.92952960729599,-1.5399028541196458e-07,-0.36874744296073914|1.4160495709347742e-07,1,-6.064928470550512e-08|Freefall
35.53981018066406,484.9348449707031,-80.43565368652344|0.9310490489006042,-1.5941287756504607e-07,-0.36489397287368774|1.4670803238914232e-07,1,-6.25400815579269e-08|Freefall
