age|true|1209
-203.79977416992188,671.9435424804688,-321.94122314453125|0.5468075275421143,1.0097693348143366e-07,0.8372583389282227|-6.646531147680435e-08,1,-7.719624051105711e-08|Running
-203.79977416992188,671.9435424804688,-321.94122314453125|0.5468075275421143,7.774446686426018e-08,0.8372583389282227|-5.5007561172715214e-08,1,-5.693095772585366e-08|Running
-203.79977416992188,671.9435424804688,-321.94122314453125|0.5468075275421143,6.227270432646037e-08,0.8372583389282227|-4.737721681635776e-08,1,-4.343520032534798e-08|Running
-203.79977416992188,671.9435424804688,-321.94122314453125|0.5468075275421143,4.681416143625938e-08,0.8372583389282227|-3.97533916896009e-08,1,-2.995097858615736e-08|Running
-203.79977416992188,671.9435424804688,-321.94122314453125|0.5468075275421143,3.1368827535516175e-08,0.8372583389282227|-3.213608223973097e-08,1,-1.6478278297427096e-08|Running
-203.79977416992188,671.9435424804688,-321.94122314453125|0.5468075275421143,1.593669551880339e-08,0.8372583389282227|-2.4525283137677434e-08,1,-3.017092797819032e-09|Running
-203.73196411132812,671.9435424804688,-321.95257568359375|0.6560577154159546,-0.00002077741919492837,0.7547107338905334|0.000012482447345973924,1,0.000016679521650075912|Running
-203.59799194335938,673.2725219726562,-321.9747009277344|0.8056354522705078,-0.00018359272507950664,0.5924115777015686|0.0001264262682525441,1,0.0001379771128995344|Jumping
-203.50918579101562,674.1585083007812,-321.9898376464844|0.8838512301445007,-0.0003865269245579839,0.46776798367500305|0.0002888907620217651,0.9999999403953552,0.00028046051738783717|Jumping
-203.4208221435547,675.0444946289062,-322.00518798828125|0.942886233329773,-0.0006512139807455242,0.3331142067909241|0.0005288068205118179,0.9999997615814209,0.00045812854659743607|Jumping
-203.31101989746094,676.1519775390625,-322.0246276855469|0.987882137298584,-0.001043393975123763,0.15520250797271729|0.0009446916519664228,0.9999992847442627,0.0007097130292095244|Jumping
-203.20199584960938,677.2560424804688,-322.0441589355469|0.9996141195297241,-0.0014660554006695747,-0.02773943543434143|0.001493516843765974,0.9999983906745911,0.0009692846797406673|Jumping
-203.09136962890625,678.09423828125,-322.06170654296875|0.9964330196380615,-0.0008184913895092905,-0.08438342809677124|0.0008665804634802043,0.999999463558197,0.0005332623259164393|Freefall
-202.89785766601562,679.0653686523438,-322.0914306640625|0.9945701360702515,-0.0001391911500832066,-0.1040685698390007|0.0001490114227635786,1,0.00008658870501676574|Freefall
-202.69873046875,679.7809448242188,-322.1226806640625|0.9935315251350403,0.000006230540748219937,-0.1135566309094429|-0.000006987265805946663,1,-0.000006265842785069253|Freefall
-202.46046447753906,680.442138671875,-322.1612854003906|0.99254310131073,0.00001867996616056189,-0.12189416587352753|-0.000020411373043316416,1,-0.000012955518286617007|Freefall
-202.1833953857422,681.0487060546875,-322.20831298828125|0.9914582371711731,0.000007918292794784065,-0.1304243505001068|-0.000008695491487742402,1,-0.000005389516900322633|Freefall
-201.782958984375,681.7302856445312,-322.28118896484375|0.9898898005485535,6.981190949773008e-07,-0.14183863997459412|-7.860826372052543e-07,1,-5.641348366225429e-07|Freefall
-201.32330322265625,682.3267211914062,-322.3724365234375|0.988161563873291,-4.870890961683472e-07,-0.15341700613498688|5.213159965933301e-07,1,1.828695843641981e-07|Freefall
-200.91571044921875,682.7425537109375,-322.4632873535156|0.9866074323654175,-3.831858634839591e-07,-0.16311293840408325|4.034240248529386e-07,1,9.09508983681917e-08|Freefall
-200.38980102539062,683.1857299804688,-322.59063720703125|0.9845061898231506,-2.495138176072942e-07,-0.1753496676683426|2.506551481928909e-07,1,-1.5638953243524156e-08|Freefall
-199.96914672851562,683.4789428710938,-322.6947021484375|0.9828532338142395,-2.0645035192501382e-07,-0.18438953161239624|2.0293541069804633e-07,1,-3.7933933327849445e-08|Freefall
-199.44398498535156,683.768798828125,-322.82745361328125|0.9808464646339417,-2.0025468927542533e-07,-0.19478248059749603|1.9575024623463833e-07,1,-4.2374189490601566e-08|Freefall
-199.02442932128906,683.9393920898438,-322.9359130859375|0.9792878031730652,-1.9145225849115377e-07,-0.20247314870357513|1.872720361006941e-07,1,-3.980297691441592e-08|Freefall
-198.50018310546875,684.0759887695312,-323.0722351074219|0.9774883389472961,-1.918142373824594e-07,-0.21098950505256653|1.8764107778679318e-07,1,-3.979952367672013e-08|Freefall
-197.97640991210938,684.12744140625,-323.2102966308594|0.9758189916610718,-1.8359600062467507e-07,-0.21858011186122894|1.7932326557001943e-07,1,-3.938580306339645e-08|Freefall
-197.6621856689453,684.117431640625,-323.2932434082031|0.9749268293380737,-1.7533812979309005e-07,-0.2225256711244583|1.7107106486946577e-07,1,-3.8451101858072434e-08|Freefall
-197.2432098388672,684.056396484375,-323.4038391113281|0.9738743305206299,-1.636132367366372e-07,-0.22708769142627716|1.5938061892484257e-07,1,-3.6974892481111965e-08|Freefall
-196.82432556152344,683.9408569335938,-323.51483154296875|0.972922682762146,-1.569044627558469e-07,-0.23113074898719788|1.5260907559877523e-07,1,-3.646262669576572e-08|Freefall
-196.196044921875,683.6653442382812,-323.6814270019531|0.9716720581054688,-1.4877072374019917e-07,-0.23633335530757904|1.4441815210375353e-07,1,-3.572770879145537e-08|Freefall
-195.5677490234375,683.2672119140625,-323.84796142578125|0.9706416726112366,-1.6238251987488184e-07,-0.24053014814853668|1.573931740495027e-07,1,-3.9954024089183804e-08|Freefall
-195.1488800048828,682.9337158203125,-323.958984375|0.9700793027877808,-1.4344702492508077e-07,-0.2427881807088852|1.3894826622617984e-07,1,-3.565325812360243e-08|Freefall
-194.72999572753906,682.545654296875,-324.07000732421875|0.9696046710014343,-1.4236348988561076e-07,-0.24467682838439941|1.3780125129869703e-07,1,-3.5764543326877174e-08|Freefall
-194.31112670898438,682.1030883789062,-324.1809997558594|0.9691961407661438,-1.5407691478230845e-07,-0.24629004299640656|1.4904621536970808e-07,1,-3.9067341361942454e-08|Freefall
-193.78753662109375,681.4732666015625,-324.31976318359375|0.9687588810920715,-1.6383050649437791e-07,-0.24800461530685425|1.5839533773487346e-07,1,-4.186867386124504e-08|Freefall
-193.05380249023438,680.448486328125,-324.5112609863281|0.9684395790100098,-9.02204959629671e-08,-0.24924840033054352|8.716025234889457e-08,1,-2.3314314034905692e-08|Freefall
-192.52920532226562,679.6143188476562,-324.6461486816406|0.9684117436408997,-3.971418394144166e-08,-0.24935653805732727|3.828456485166498e-08,1,-1.0583089959936842e-08|Freefall
-191.8993377685547,678.5008544921875,-324.80682373046875|0.9685108661651611,2.0534663747184823e-08,-0.2489713877439499|-2.001919163774346e-08,1,4.602374037432355e-09|Freefall
-191.47898864746094,677.6904296875,-324.9120178222656|0.9686965942382812,5.9452759160194546e-08,-0.24824771285057068|-5.7681642573470526e-08,1,1.4407996573595483e-08|Freefall
-191.05828857421875,676.8255004882812,-325.015869140625|0.9689730405807495,9.474657503005801e-08,-0.24716641008853912|-9.183850124827586e-08,1,2.3294168371990054e-08|Freefall
-190.53115844726562,675.667724609375,-325.1405334472656|0.9696316719055176,1.229761181775757e-07,-0.24456988275051117|-1.1915849995602912e-07,1,3.040548435251367e-08|Freefall
-190.0028839111328,674.4248046875,-325.2602233886719|0.9705758690834045,1.0730947508363897e-07,-0.24079561233520508|-1.0396264116252496e-07,1,2.6602821279197997e-08|Freefall
-189.55450439453125,674.5560302734375,-325.3613586425781|0.970834493637085,5.455411766774887e-08,-0.2397507280111313|-5.281703252535408e-08,1,1.3670542919896889e-08|Landed
-189.29183959960938,674.944091796875,-325.4206237792969|0.9708510041236877,1.128525983773443e-08,-0.23968392610549927|-1.086716761022899e-08,1,3.065954601311205e-09|Landed
-189.08888244628906,675.2359619140625,-325.4664001464844|0.970852792263031,-4.275421261468182e-08,-0.23967649042606354|4.1525090921368246e-08,1,-1.017815254300558e-08|Running
-189.01828002929688,675.3574829101562,-325.4823303222656|0.9708528518676758,-8.594611955459186e-08,-0.23967623710632324|8.340044388432943e-08,1,-2.0763687658131857e-08|Running
-189.01150512695312,675.4303588867188,-325.4838562011719|0.9708528518676758,-9.397794542564952e-08,-0.23967622220516205|9.116943999742944e-08,1,-2.2805076937970625e-08|Running
-189.01136779785156,675.4739379882812,-325.48388671875|0.9708528518676758,-6.689477771715246e-08,-0.23967622220516205|6.487582027148164e-08,1,-1.6313276063328885e-08|Running
-189.01136779785156,675.4984741210938,-325.48388671875|0.9708528518676758,-3.983477014912751e-08,-0.23967622220516205|3.86046821176933e-08,1,-9.82702808016711e-09|Running
-189.01136779785156,675.511962890625,-325.48388671875|0.9708528518676758,-1.2797904069827837e-08,-0.23967622220516205|1.2356010437031273e-08,1,-3.3463312121284616e-09|Running
-189.01136779785156,675.5205688476562,-325.48388671875|0.9708528518676758,2.0965662983485345e-08,-0.23967622220516205|-2.0423261304358675e-08,1,4.746742110484092e-09|Running
-189.01136779785156,675.5233154296875,-325.48388671875|0.9708528518676758,4.120647645322606e-08,-0.23967622220516205|-4.0074002782830576e-08,1,9.598431383039951e-09|Running
-189.01136779785156,675.5255126953125,-325.48388671875|0.9708528518676758,6.817403175318759e-08,-0.23967622220516205|-6.625538873095138e-08,1,1.6062505991953913e-08|Running
-189.01136779785156,675.5266723632812,-325.48388671875|0.9708528518676758,9.511852994137371e-08,-0.23967622220516205|-9.241438192475471e-08,1,2.252105169020524e-08|Running
-189.01136779785156,675.52734375,-325.48388671875|0.9708528518676758,1.2203997812321177e-07,-0.23967622220516205|-1.185510072332363e-07,1,2.8974069365972355e-08|Running
-189.01136779785156,675.5276489257812,-325.48388671875|0.9708528518676758,8.932328654509547e-08,-0.23967622220516205|-8.676300922161317e-08,1,2.123351805494167e-08|Running
-189.01136779785156,675.5279541015625,-325.48388671875|0.9708528518676758,3.48421025364587e-08,-0.23967622220516205|-3.3828328582785616e-08,1,8.343640445218625e-09|Running
-189.01136779785156,675.5279541015625,-325.48388671875|0.9708528518676758,-8.70091287907826e-09,-0.23967622220516205|8.478675539436153e-09,1,-1.958336381946424e-09|Running
-189.01136779785156,675.5279541015625,-325.48388671875|0.9708528518676758,-5.220668697347719e-08,-0.23967622220516205|5.074949527283934e-08,1,-1.2251498482385159e-08|Running
-189.01136779785156,675.5279541015625,-325.48388671875|0.9708528518676758,-9.56752472802691e-08,-0.23967622220516205|9.298415903913337e-08,1,-2.2535854071747963e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-8.007815210930858e-08,-0.23967622220516205|7.78177806637359e-08,1,-1.8894404263392062e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-6.685742448553356e-08,-0.23967622220516205|6.496632209973541e-08,1,-1.5790813989724484e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-4.0432919234945075e-08,-0.23967622220516205|3.927988956320405e-08,1,-9.587614258066424e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-1.4031003026104827e-08,-0.23967622220516205|1.36154181262782e-08,1,-3.389718283841603e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,1.2348341904555582e-08,-0.23967622220516205|-1.2027113527324218e-08,1,2.8028794840651017e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,3.8705135096961385e-08,-0.23967622220516205|-3.76477231611716e-08,1,8.990182820411974e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,6.503939431468098e-08,-0.23967622220516205|-6.324643209154601e-08,1,1.5172197720403346e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,9.135113998581801e-08,-0.23967622220516205|-8.882324920023166e-08,1,2.1348926182440664e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,1.3077658422844252e-07,-0.23967622220516205|-1.271474872055478e-07,1,3.060412012700908e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,1.0664777505553502e-07,-0.23967622220516205|-1.0368687242134911e-07,1,2.4963151545875917e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,5.8421100845862384e-08,-0.23967622220516205|-5.6795737890524833e-08,1,1.3688452149551722e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,1.0235658542967485e-08,-0.23967622220516205|-9.944688628138465e-09,1,2.423390377259693e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-6.196527380097905e-08,-0.23967622220516205|6.025679510912596e-08,1,-1.4456146502084266e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-9.731087402542471e-08,-0.23967622220516205|9.462173977681232e-08,1,-2.2726831971908723e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-7.185334993664583e-08,-0.23967622220516205|6.98655640007928e-08,1,-1.6790020040957643e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-4.6417593324576956e-08,-0.23967622220516205|4.513054463473054e-08,1,-1.085828138513989e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-8.304724019581045e-09,-0.23967622220516205|8.067667423006242e-09,1,-1.9701822395745694e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,2.9759281261476644e-08,-0.23967622220516205|-2.894769401962094e-08,1,6.906522020955208e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,5.5108170471385165e-08,-0.23967622220516205|-5.3598231630758164e-08,1,1.2818001771108811e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,8.043538457513932e-08,-0.23967622220516205|-7.822769987342326e-08,1,1.872442823014353e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,1.0574095199444855e-07,-0.23967622220516205|-1.0283611118211411e-07,1,2.4625803618505415e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,1.3102487628202653e-07,-0.23967622220516205|-1.2742347621497174e-07,1,3.05221341534434e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,8.207769042201107e-08,-0.23967622220516205|-7.982074379242476e-08,1,1.9123692851508167e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,3.317235197641821e-08,-0.23967622220516205|-3.2258707705068446e-08,1,7.734996643193881e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-1.5691176358245684e-08,-0.23967622220516205|1.5262667574234e-08,1,-3.6439624651052327e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-8.890815195172763e-08,-0.23967622220516205|8.646856031191419e-08,1,-2.069416460415141e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-9.997049943422098e-08,-0.23967622220516205|9.722645444298905e-08,1,-2.3272729521295332e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-7.334271145964522e-08,-0.23967622220516205|7.13288486053898e-08,1,-1.7076754232903113e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-4.673768572160952e-08,-0.23967622220516205|4.54533868321505e-08,1,-1.0886076040605985e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-2.015540623290235e-08,-0.23967622220516205|1.9600047806989096e-08,1,-4.700690503511851e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,6.404145658223115e-09,-0.23967622220516205|-6.23118845410886e-09,1,1.4794069302936919e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,3.2940992156227367e-08,-0.23967622220516205|-3.204034015880097e-08,1,7.654221256814253e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,5.945515013650038e-08,-0.23967622220516205|-5.7827428179280105e-08,1,1.382375636183042e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,9.918389309859776e-08,-0.23967622220516205|-9.646672793905964e-08,1,2.3068169596740518e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,1.256414208228307e-07,-0.23967622220516205|-1.2219874179209e-07,1,2.9224528574900432e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,7.999443596418132e-08,-0.23967622220516205|-7.780219135611333e-08,1,1.8608242058348878e-08|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,1.1597117044459537e-08,-0.23967622220516205|-1.1278530109848361e-08,1,2.7008277836415573e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-1.1182494930039866e-08,-0.23967622220516205|1.0877064582359708e-08,1,-2.5971100825472604e-09|Running
-189.01136779785156,675.528076171875,-325.48388671875|0.9708528518676758,-5.6712504914457895e-08,-0.23967622220516205|5.515983758641596e-08,1,-1.31861916941034e-08|Running
-189.01136779785156,676.6013793945312,-325.48388671875|0.9708528518676758,-1.1357634832620533e-07,-0.23967622220516205|1.1046596881669757e-07,1,-2.6411219877786607e-08|Jumping
-189.02432250976562,677.5895385742188,-325.5221862792969|0.9340688586235046,-0.000012360675100353546,-0.35709288716316223|0.000011798282685049344,1,-0.0000037532699934672564|Freefall
-189.05780029296875,678.4925537109375,-325.62017822265625|0.8634105920791626,-0.000031641895475331694,-0.5045018196105957|0.000029232633096398786,1,-0.00001269000131287612|Freefall
-189.09915161132812,679.1536254882812,-325.74078369140625|0.7888365983963013,-0.00003796231248998083,-0.6146029829978943|0.000033386786526534706,1,-0.000018915616237791255|Freefall
-189.1849365234375,680.0430297851562,-325.9919128417969|0.6511052250862122,-0.00003942097464459948,-0.7589874863624573|0.000030358200092450716,1,-0.000025895807993947528|Freefall
-189.27767944335938,680.6905517578125,-326.265625|0.5162438154220581,-0.000039241604099515826,-0.8564416766166687|0.000025434101189603098,1,-0.000030488248739857227|Freefall
-189.38833618164062,681.2529296875,-326.5979919433594|0.384620726108551,-0.00003454821853665635,-0.9230747222900391|0.00001797018740035128,1,-0.000029939625164843164|Freefall
-189.4884033203125,681.6415405273438,-326.9064025878906|0.2917627692222595,-0.000027418154786573723,-0.956490695476532|0.000011486251423775684,1,-0.000025161660232697614|Freefall
-189.6267852783203,682.0505981445312,-327.3455810546875|0.1917407363653183,-0.000018487506167730317,-0.9814456105232239|0.0000054999291023705155,1,-0.00001776251883711666|Freefall
-189.80397033691406,682.4290771484375,-327.9483337402344|0.09345528483390808,-0.000011309423825878184,-0.9956234693527222|0.000001930393182192347,1,-0.000011177939086337574|Freefall
-189.9225616455078,682.61328125,-328.3654479980469|0.04026041924953461,-0.00000819613069324987,-0.9991891980171204|8.442406738140562e-07,1,-0.000008168763997673523|Freefall
-190.07041931152344,682.7669067382812,-328.8869934082031|-0.014876330271363258,-0.000005288565716909943,-0.9998893141746521|1.8446142746597616e-07,1,-0.000005291895377013134|Freefall
-190.24752807617188,682.8388671875,-329.51275634765625|-0.06921964138746262,-0.0000033089149837906007,-0.9976014494895935|-1.0663369209851226e-07,1,-0.000003309471821921761|Freefall
-190.3892822265625,682.8051147460938,-330.0356750488281|-0.1041172593832016,-0.000002211060291301692,-0.9945650100708008|-1.6489020993049053e-07,1,-0.000002205881173722446|Freefall
-190.52728271484375,682.6862182617188,-330.5595397949219|-0.13110637664794922,-0.0000013548070683100377,-0.991368293762207|-1.4708130890994653e-07,1,-0.0000013471519650920527|Freefall
-190.66102600097656,682.482177734375,-331.08453369140625|-0.15188908576965332,-8.073134267760906e-07,-0.9883975386619568|-1.1006942202129721e-07,1,-7.998755791049916e-07|Freefall
-190.79136657714844,682.1929931640625,-331.6103210449219|-0.16779620945453644,-4.755245868182101e-07,-0.9858217239379883|-7.49908437569502e-08,1,-4.695995414749632e-07|Freefall
-190.99440002441406,681.5531005859375,-332.4529113769531|-0.1864253282546997,-2.3703802298769006e-07,-0.9824691414833069|-4.352059335133163e-08,1,-2.330095298930246e-07|Freefall
-191.12002563476562,681.04248046875,-332.9798583984375|-0.19483745098114014,-1.9139473295126663e-07,-0.9808355569839478|-3.724630204260393e-08,1,-1.877356083923587e-07|Freefall
-191.2203826904297,680.5726928710938,-333.4014587402344|-0.2001170516014099,-1.760833185926458e-07,-0.9797719717025757|-3.552275984475273e-08,1,-1.724631886190764e-07|Freefall
-191.37088012695312,679.7658081054688,-334.03387451171875|-0.20665383338928223,-1.5822742227555864e-07,-0.9784141182899475|-3.3156613454821127e-08,1,-1.547151526892776e-07|Freefall
-191.5009002685547,680.9203491210938,-334.5596618652344|-0.21228498220443726,-1.1531859200886174e-07,-0.9772077798843384|-2.5087411259505643e-08,1,-1.125583608541092e-07|Landed
-191.6371612548828,681.99658203125,-335.0838928222656|-0.21880178153514862,-1.2993069731237483e-07,-0.9757693409919739|-2.907928653428371e-08,1,-1.2663657855682686e-07|Landed
-191.78224182128906,682.5529174804688,-335.6058044433594|-0.22687578201293945,-1.3900654494136688e-07,-0.9739236831665039|-3.157994044045154e-08,1,-1.3537182042000495e-07|Running
-191.9060821533203,682.8179931640625,-336.04840087890625|-0.22907252609729767,-1.170103516301424e-07,-0.9734093546867371|-2.7088120191365306e-08,1,-1.138320726568054e-07|Running
-192.00601196289062,682.9575805664062,-336.40576171875|-0.22922508418560028,-9.794631949944232e-08,-0.9733734726905823|-2.339953297791908e-08,1,-9.511514775795149e-08|Running
-192.0417022705078,682.9998779296875,-336.5334167480469|-0.22922970354557037,-8.526969708100296e-08,-0.9733723402023315|-2.094748907666144e-08,1,-8.266919593324928e-08|Running
-192.0526885986328,683.0307006835938,-336.57269287109375|-0.22922980785369873,-6.627612947340822e-08,-0.9733723402023315|-1.727354614899923e-08,1,-6.402125762861033e-08|Running
-192.052734375,683.0401611328125,-336.5729064941406|-0.22922980785369873,-5.362727506508236e-08,-0.9733723402023315|-1.482686684539658e-08,1,-5.1602572881392916e-08|Running
-192.052734375,683.0468139648438,-336.5729064941406|-0.22922980785369873,-3.467425102599009e-08,-0.9733723402023315|-1.1160763868645063e-08,1,-3.299443562809756e-08|Running
-192.052734375,683.0494384765625,-336.5729064941406|-0.22922980785369873,-1.574551156124926e-08,-0.9733723402023315|-7.4993566911985e-09,1,-1.4410145077192738e-08|Running
-192.052734375,683.0504760742188,-336.5729064941406|-0.22922980785369873,3.1589726390279793e-09,-0.9733723402023315|-3.842638207629534e-09,1,4.150333854369137e-09|Running
-192.052734375,683.05078125,-336.5729064941406|-0.22922980785369873,1.574850294616681e-08,-0.9733723402023315|-1.407428062982774e-09,1,1.6510771416733405e-08|Running
-192.052734375,683.0509643554688,-336.5729064941406|-0.22922980785369873,2.832727830082149e-08,-0.9733723402023315|1.025702633938863e-09,1,2.886064720541981e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,4.7175291228995775e-08,-0.9733723402023315|4.671502740194455e-09,1,4.7365681155042694e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,7.226840637031273e-08,-0.9733723402023315|9.5253058773892e-09,1,7.200217311265078e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,8.479889146428832e-08,-0.9733723402023315|1.1949098599473018e-08,1,8.430463793729359e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,9.7318668679236e-08,-0.9733723402023315|1.4370820089482095e-08,1,9.659658672944715e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,1.1607827588022701e-07,-0.9733723402023315|1.799952542569372e-08,1,1.1501482077846958e-07|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,1.2857131537202804e-07,-0.9733723402023315|2.041607949365698e-08,1,1.2728052922739153e-07|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,7.656937839328748e-08,-0.9733723402023315|1.2521780057284104e-08,1,7.571513549464726e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,-1.0704016339957434e-08,-0.9733723402023315|-1.1163522328772046e-09,1,-1.0733934630025033e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,-9.100723019628276e-08,-0.9733723402023315|-1.3800496745375312e-08,1,-9.02468073604723e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,-7.729931894573383e-08,-0.9733723402023315|-1.1928651844073102e-08,1,-7.660472078896419e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,-6.360311743947022e-08,-0.9733723402023315|-1.005840655210477e-08,1,-6.29742942237499e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,-4.991862212477827e-08,-0.9733723402023315|-8.189756428578221e-09,1,-4.935550634854735e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,-4.308075673975509e-08,-0.9733723402023315|-7.256030443159034e-09,1,-4.2550478696057326e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,-2.2584691450333594e-08,-0.9733723402023315|-4.457242575028886e-09,1,-2.215283601003648e-08|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,-8.935240103369324e-09,-0.9733723402023315|-2.5933755143370263e-09,1,-8.56893223044608e-09|Running
-192.052734375,683.0510864257812,-336.5729064941406|-0.22922980785369873,4.702549016855073e-09,-0.9733723402023315|-7.31099736306362e-10,1,5.003367054001728e-09|Running
-192.052734375,684.9217529296875,-336.5729064941406|-0.22922980785369873,3.53482754178458e-08,-0.9733723402023315|3.4536593584988395e-09,1,3.550193028445392e-08|Jumping
-192.052734375,685.841796875,-336.5729064941406|-0.22922980785369873,5.2348244850008996e-08,-0.9733723402023315|5.775055544887664e-09,1,5.242026190899196e-08|Freefall
-192.10263061523438,686.8333740234375,-336.54718017578125|-0.37686941027641296,-0.000016804806364234537,-0.9262663722038269|-0.0000052278119255788624,1,-0.000016015483197406866|Freefall
-192.23171997070312,687.7023315429688,-336.4775085449219|-0.5518255233764648,-0.00003571246634237468,-0.8339595794677734|-0.000015648151020286605,1,-0.000032468502467963845|Freefall
-192.39830017089844,688.3328247070312,-336.3851623535156|-0.682418167591095,-0.00003924782504327595,-0.7309620380401611|-0.000022320624339045025,1,-0.00003285509592387825|Freefall
-192.5693817138672,688.7759399414062,-336.2876892089844|-0.7734882831573486,-0.00003939629823435098,-0.6338106393814087|-0.00002656652213772759,1,-0.00002973664777528029|Freefall
-192.8290557861328,689.253173828125,-336.1342468261719|-0.867874264717102,-0.000039213420677697286,-0.49678394198417664|-0.00003104250572505407,1,-0.000024703751478227787|Freefall
-193.2064666748047,689.71337890625,-335.90203857421875|-0.9492380619049072,-0.000039146234485087916,-0.31455862522125244|-0.00003528832530719228,1,-0.00001795917341951281|Freefall
-193.5753936767578,690.0032348632812,-335.6684265136719|-0.9861325621604919,-0.000035841767385136336,-0.1659596711397171|-0.00003446405389695428,1,-0.0000111812869363348|Freefall
-194.1771240234375,690.2659912109375,-335.2862548828125|-0.9999441504478455,-0.00002491934174031485,0.010568940080702305|-0.000024951221348601393,1,-0.000002884558398363879|Freefall
-194.54443359375,690.3411865234375,-335.0552062988281|-0.995865523815155,-0.00001891832289402373,0.09084005653858185|-0.00001902315125335008,1,-2.8815924224545597e-07|Freefall
-195.0035858154297,690.3585815429688,-334.7662353515625|-0.9850437045097351,-0.000012040090950904414,0.17230460047721863|-0.000012032415725116152,1,0.0000010889722261708812|Freefall
-195.3707275390625,690.3111572265625,-334.5351257324219|-0.974075973033905,-0.000008539386726624798,0.2262212187051773|-0.000008444290870102122,1,0.0000013880481901651365|Freefall
-195.6460723876953,690.2398071289062,-334.3619079589844|-0.9654400944709778,-0.00000663480432194774,0.26062503457069397|-0.000006501224106614245,1,0.000001374626094730047|Freefall
-196.37994384765625,689.8997192382812,-333.89996337890625|-0.9411742091178894,-0.0000037743513985333266,0.33792170882225037|-0.0000036026422094437294,1,0.0000011352847195666982|Freefall
