age|true|1209
622.9149780273438,271.1257629394531,-306.14520263671875|0.12040569633245468,-8.171740262241656e-08,0.9927247762680054|1.0318000676079464e-08,1,8.106482596303977e-08|Running
622.9889526367188,271.1684875488281,-305.60906982421875|0.12311654537916183,-8.335397438941072e-08,0.9923922419548035|1.0933944416535724e-08,1,8.263650386197696e-08|Running
623.0659790039062,271.1898193359375,-305.0728759765625|0.12626519799232483,-1.190108775972476e-07,0.9919965267181396|1.5922489993158706e-08,1,1.1794438847800848e-07|Running
623.1278076171875,271.1978454589844,-304.6439208984375|0.12859471142292023,-9.851550686335031e-08,0.9916972517967224|1.3228580897362008e-08,1,9.762494102005803e-08|Running
623.1741333007812,271.20257568359375,-304.3223571777344|0.13011766970157623,-9.578326398695935e-08,0.9914985299110413|1.2891804956893793e-08,1,9.491270702710608e-08|Running
623.2359619140625,271.2119445800781,-303.89398193359375|0.13189657032489777,-1.0463991628739677e-07,0.9912635087966919|1.4130828951408603e-08,1,1.0368192704390822e-07|Running
623.2977905273438,271.22882080078125,-303.46636962890625|0.13343662023544312,-1.2452117914563132e-07,0.9910573363304138|1.688033002267275e-08,1,1.2337198995737708e-07|Running
623.3593139648438,271.25604248046875,-303.0399475097656|0.13476118445396423,-8.189554279169897e-08,0.9908781051635742|1.11488631659995e-08,1,8.11331943850746e-08|Running
623.4053344726562,271.28436279296875,-302.7212829589844|0.13562442362308502,-5.40253495273646e-08,0.990760326385498|7.418125669289566e-09,1,5.351371967776686e-08|Running
623.4666137695312,271.33154296875,-302.2969055175781|0.13663214445114136,-2.0910860598633008e-08,0.9906218647956848|3.00843550071761e-09,1,2.0693882163413946e-08|Running
623.55859375,271.41522216796875,-301.6607971191406|0.13792110979557037,2.2308771718826392e-08,0.990443229675293|-2.698809176138184e-09,1,-2.214821392954036e-08|Running
623.621826171875,271.47589111328125,-301.237060546875|0.13915975391864777,4.6141195753079955e-08,0.9902699589729309|-5.795722124446456e-09,1,-4.578010859290771e-08|Running
623.6856079101562,271.5384826660156,-300.8133544921875|0.1404455304145813,6.322863299601522e-08,0.9900884032249451|-7.924122691349567e-09,1,-6.273755559504934e-08|Running
623.7653198242188,271.6180114746094,-300.2837219238281|0.14186038076877594,7.63523857472137e-08,0.9898867011070251|-9.391061261965206e-09,1,-7.578662319929208e-08|Running
623.8463134765625,271.6873474121094,-299.7508239746094|0.14330770075321198,8.144855456748701e-08,0.9896782040596008|-9.681611956580127e-09,1,-8.089610048500617e-08|Running
623.9486694335938,271.75018310546875,-299.11029052734375|0.1460743099451065,6.839851351969628e-08,0.9892736077308655|-7.178711847188879e-09,1,-6.808014063608425e-08|Running
624.0253295898438,271.7760009765625,-298.68389892578125|0.14981049299240112,2.3616761879452497e-08,0.9887147545814514|-2.8880987879009723e-11,1,-2.3881948862936042e-08|Running
624.1290893554688,271.7926025390625,-298.1523132324219|0.15656054019927979,-9.038447501552582e-08,0.9876683354377747|1.6825614679305545e-08,1,8.88458657755109e-08|Running
624.2401123046875,271.8004150390625,-297.62213134765625|0.16458898782730103,-1.1585827053295361e-07,0.9863622188568115|1.8753649300151665e-08,1,1.1433084523559955e-07|Running
624.3551025390625,271.80401611328125,-297.0927734375|0.17272283136844635,-1.2352836620266316e-07,0.9849704504013062|2.0461289551576556e-08,1,1.2182520947590092e-07|Running
624.4846801757812,271.80572509765625,-296.5669250488281|0.18351556360721588,-1.290201794290624e-07,0.9830167889595032|2.3279866923076042e-08,1,1.2690318840213877e-07|Running
624.5960693359375,271.806396484375,-296.148193359375|0.1934085190296173,-1.5003807618541032e-07,0.9811183214187622|2.8644690175383403e-08,1,1.472788113687784e-07|Running
624.7128295898438,271.8067626953125,-295.73089599609375|0.2037552297115326,-1.7306378197190497e-07,0.9790218472480774|3.468750975343937e-08,1,1.6955291926024074e-07|Running
624.8992309570312,271.8070373535156,-295.10821533203125|0.2205132097005844,-2.0699665981283033e-07,0.975383996963501|4.477047355067043e-08,1,2.0209905926549254e-07|Running
625.0894775390625,271.80712890625,-294.48663330078125|0.2356451153755188,-1.7905526306094544e-07,0.971839189529419|4.151941368490952e-08,1,1.7417637820926757e-07|Running
625.229736328125,271.80712890625,-294.07666015625|0.24735583364963531,-2.0142883272455947e-07,0.9689247012138367|4.912893203368185e-08,1,1.953469563886756e-07|Running
625.4103393554688,271.80712890625,-293.5659484863281|0.2621469795703888,-2.4176529223041143e-07,0.9650279879570007|6.219470805035598e-08,1,2.3363169532331085e-07|Running
625.6298828125,271.80712890625,-292.95416259765625|0.2779742181301117,-1.993715414982944e-07,0.9605885148048401|5.458648644207642e-08,1,1.917552623353913e-07|Running
625.8057861328125,271.83978271484375,-292.4510803222656|0.2876552939414978,-1.4506348122722557e-07,0.9577339887619019|4.168611766885988e-08,1,1.3894489825361234e-07|Running
625.986572265625,271.9241943359375,-291.9625244140625|0.2976667881011963,-1.2969923091077362e-07,0.9546698331832886|3.858010089174968e-08,1,1.238283715565558e-07|Running
626.1582641601562,272.06353759765625,-291.4888000488281|0.30554527044296265,-1.2185887499072123e-07,0.9521775245666504|3.718001551078487e-08,1,1.1604841176904301e-07|Running
626.285888671875,272.21649169921875,-291.1206970214844|0.30915239453315735,-1.0632835767410143e-07,0.9510124921798706|3.3107596664194716e-08,1,1.0104290026902163e-07|Running
626.4882202148438,272.5183410644531,-290.4683532714844|0.307258665561676,-6.907033167635745e-08,0.9516260623931885|2.2725048509641965e-08,1,6.524397377916102e-08|Running
626.5985717773438,272.6994323730469,-290.0907897949219|0.30398860573768616,-7.927325640366689e-08,0.9526756405830383|2.6593907520577886e-08,1,7.472534235830608e-08|Running
626.7351684570312,272.923828125,-289.6138916015625|0.2992132902145386,-1.1386492815290694e-07,0.9541862607002258|3.6973588635191845e-08,1,1.0773781156103723e-07|Running
626.8702392578125,273.1386413574219,-289.13226318359375|0.2942955493927002,-1.2273791583083948e-07,0.9557144641876221|3.7546762143847445e-08,1,1.1686342560324192e-07|Running
627.0256958007812,273.3890686035156,-288.5522155761719|0.2873280346393585,-1.206349935500839e-07,0.9578322172164917|3.516531066338757e-08,1,1.1539705013774437e-07|Running
627.130126953125,273.559814453125,-288.1705322265625|0.28378453850746155,-1.113861713974984e-07,0.958888053894043|3.192066699853058e-08,1,1.067148289735087e-07|Running
627.2335205078125,273.73870849609375,-287.7947082519531|0.28111565113067627,-1.0598503763503686e-07,0.9596738815307617|3.0033810105578596e-08,1,1.0164083619201847e-07|Running
627.3599243164062,273.97314453125,-287.3326721191406|0.2781478762626648,-9.066329909046544e-08,0.9605382680892944|2.5402961512099864e-08,1,8.703194964709837e-08|Running
627.4862060546875,274.2233581542969,-286.8793640136719|0.2762938439846039,-1.0241500802976589e-07,0.9610732197761536|2.843953161857371e-08,1,9.83872396886909e-08|Running
627.6144409179688,274.4910888671875,-286.4355773925781|0.2761690020561218,-1.209220812370404e-07,0.9611091017723083|3.3375318508888085e-08,1,1.1622494611174261e-07|Running
627.7243041992188,274.7143859863281,-286.0829772949219|0.27852317690849304,-1.0905668546001834e-07,0.9604294896125793|3.0053712407607236e-08,1,1.048343776233196e-07|Running
627.839111328125,274.9410400390625,-285.7314758300781|0.2825413942337036,-1.0822859763948145e-07,0.9592550992965698|3.0182437882331214e-08,1,1.0393565474942079e-07|Running
627.9931030273438,275.2168884277344,-285.2861633300781|0.2896740734577179,-1.2931749893141387e-07,0.9571253657341003|3.711923923788163e-08,1,1.2387616266096302e-07|Running
628.1248779296875,275.43017578125,-284.9251403808594|0.29670876264572144,-1.2931246828884468e-07,0.9549680352210999|3.811452842228391e-08,1,1.2356805711988272e-07|Running
628.2645263671875,275.6348571777344,-284.56219482421875|0.3049975037574768,-1.399471614149661e-07,0.9523531794548035|4.2391366861238566e-08,1,1.3337268001123448e-07|Running
628.412841796875,275.8272399902344,-284.196044921875|0.31442418694496155,-1.4683790539038455e-07,0.9492825865745544|4.5785032654066526e-08,1,1.395179793917123e-07|Running
628.5774536132812,276.00439453125,-283.827392578125|0.32660380005836487,-2.1849461973033613e-07,0.9451613426208496|7.052454975564615e-08,1,2.0680177215126605e-07|Running
628.7988891601562,276.23040771484375,-283.3883972167969|0.3470291197299957,-4.331219258801866e-07,0.9378543496131897|1.4701726058774511e-07,1,4.074221635619324e-07|Running
629.0269775390625,276.4836730957031,-282.98284912109375|0.3713913559913635,-6.648145927101723e-07,0.9284764528274536|2.3953469963089447e-07,1,6.202133135957411e-07|Running
629.3193359375,276.81884765625,-282.53155517578125|0.40674489736557007,-0.0000010223131994280266,0.9135417938232422|4.011565692962904e-07,1,9.404548109159805e-07|Running
629.63525390625,277.1895446777344,-282.1207275390625|0.44914647936820984,-0.0000015285337440218427,0.8934581279754639|6.589361873921007e-07,1,0.0000013795552149531431|Running
630.0116577148438,277.54425048828125,-281.6851806640625|0.4931543171405792,-0.0000017841380213212688,0.8699418306350708|8.443593060292187e-07,1,0.0000015722183661637246|Running
630.2877197265625,277.7572326660156,-281.3940124511719|0.521903932094574,-0.0000017967092844628496,0.8530042767524719|9.032318075696821e-07,1,0.0000015536957107542548|Running
630.6565551757812,277.9832763671875,-281.0306701660156|0.5567101836204529,-0.0000017569653891769121,0.830706775188446|9.467165682508494e-07,1,0.000001480568812439742|Running
631.041259765625,278.15570068359375,-280.66717529296875|0.5883209705352783,-0.0000015772554888826562,0.8086274862289429|9.023151505971327e-07,1,0.0000012940500937475008|Running
631.4347534179688,278.2941589355469,-280.3106689453125|0.6166682839393616,-0.0000013288274658407317,0.7872231602668762|8.012347620933724e-07,1,0.00000106034929103771|Running
631.8392944335938,278.40338134765625,-279.9571533203125|0.6419377326965332,-0.0000011120007457066095,0.7667567729949951|7.009564910731569e-07,1,8.6341628957598e-07|Running
632.1724243164062,278.4714660644531,-279.6822814941406|0.6610802412033081,-0.000001019978753902251,0.7503151893615723|6.634168698838039e-07,1,7.748835741949733e-07|Running
632.6793823242188,278.54376220703125,-279.2764892578125|0.6873454451560974,-9.064143000614422e-07,0.7263306379318237|6.139972583696363e-07,1,6.668947207799647e-07|Running
633.0206909179688,278.5719909667969,-279.0095520019531|0.7025287747383118,-7.78573848947417e-07,0.7116553783416748|5.400852955972368e-07,1,5.608731612483098e-07|Running
633.3632202148438,278.5928955078125,-278.7452087402344|0.7157941460609436,-6.163837724670884e-07,0.6983113884925842|4.3686472395165765e-07,1,4.3487557377375197e-07|Running
633.79443359375,278.62005615234375,-278.4190673828125|0.7306926250457764,-4.825201358471531e-07,0.6827065944671631|3.500778973375418e-07,1,3.320911048376729e-07|Running
634.313232421875,278.656005859375,-278.02960205078125|0.7458254098892212,-3.6366128597364877e-07,0.6661415100097656|2.696963861126278e-07,1,2.439644788410078e-07|Running
634.7496337890625,278.6885681152344,-277.71087646484375|0.7570604681968689,-3.0091104008533875e-07,0.6533448100090027|2.2676069022509182e-07,1,1.9781205651270284e-07|Running
635.1896362304688,278.7236633300781,-277.3975524902344|0.7674294710159302,-2.654853972217097e-07,0.6411333680152893|2.0291204805289453e-07,1,1.7120417794558307e-07|Running
635.632080078125,278.7612609863281,-277.08782958984375|0.7767933011054993,-2.2932252363716543e-07,0.6297556161880493|1.7749866287886107e-07,1,1.452035576221533e-07|Running
635.9906616210938,278.785888671875,-276.8451232910156|0.7841419577598572,-2.16873189629041e-07,0.6205815076828003|1.6951743475601688e-07,1,1.3527223075016082e-07|Running
636.4425048828125,278.7941589355469,-276.5468444824219|0.7931146621704102,-2.1755413115442934e-07,0.6090723872184753|1.7198119905970088e-07,1,1.3324084591204155e-07|Running
636.8059692382812,278.7596740722656,-276.31463623046875|0.8002318739891052,-2.1962810592413007e-07,0.5996906757354736|1.7516796901873022e-07,1,1.32490157511711e-07|Running
637.2662353515625,278.6624755859375,-276.0358581542969|0.8099169731140137,-2.5926647140295245e-07,0.5865445137023926|2.092023834165957e-07,1,1.531510349650489e-07|Running
637.735107421875,278.61285400390625,-275.7681884765625|0.8203708529472351,-3.2234660807262117e-07,0.5718318819999695|2.6323459678678773e-07,1,1.860627776295587e-07|Running
638.2109985351562,278.58929443359375,-275.5105895996094|0.8310763239860535,-3.6573138118001225e-07,0.5561584234237671|3.0242102866395726e-07,1,2.0569038383655425e-07|Running
638.693359375,278.5849609375,-275.26434326171875|0.8419528007507324,-3.9777393112672144e-07,0.5395511388778687|3.3321674663966405e-07,1,2.1725678323036846e-07|Running
639.1827392578125,278.5820617675781,-275.0323791503906|0.8532793521881104,-4.5280299332262075e-07,0.5214540362358093|3.84345298698463e-07,1,2.394249065673648e-07|Running
639.5772094726562,278.5628967285156,-274.8542785644531|0.8620566129684448,-4.7288077098528447e-07,0.5068120360374451|4.054643056861096e-07,1,2.433793895306735e-07|Running
640.0713500976562,278.51336669921875,-274.63818359375|0.8722052574157715,-4.372402031549427e-07,0.4891400933265686|3.795377949700196e-07,1,2.1712662601203192e-07|Running
640.5695190429688,278.4375915527344,-274.4394836425781|0.8827413320541382,-4.7074883013920044e-07,0.46985924243927|4.1370219605596503e-07,1,2.2465617632860813e-07|Running
640.962158203125,278.3460388183594,-274.28466796875|0.8901584148406982,-4.528087629296351e-07,0.4556511342525482|4.012656518170843e-07,1,2.0985082471725036e-07|Running
641.255859375,278.24969482421875,-274.1689147949219|0.894875705242157,-3.766520819681318e-07,0.44631537795066833|3.3575770430616103e-07,1,1.7071039337679395e-07|Running
641.6497802734375,278.15203857421875,-274.0137023925781|0.9002607464790344,-2.669877687822009e-07,0.4353511333465576|2.398075196197169e-07,1,1.1737299132619228e-07|Running
642.1461791992188,278.0535888671875,-273.8204040527344|0.9061309695243835,-1.9257271333117387e-07,0.42299729585647583|1.7431909782317234e-07,1,8.183687327800726e-08|Running
642.642822265625,279.12689208984375,-273.62725830078125|0.9117059707641602,-5.676519663211366e-07,0.41084325313568115|5.170217605154903e-07,1,2.34347524497025e-07|Jumping
643.0460205078125,279.9242248535156,-273.47125244140625|0.9150744080543518,-4.913960651720117e-07,0.40328502655029297|4.481858866256516e-07,1,2.0152651813987177e-07|Freefall
643.4508056640625,280.66705322265625,-273.31640625|0.9178486466407776,-2.8556391384881863e-07,0.3969305455684662|2.6144212483814044e-07,1,1.1488056372854771e-07|Freefall
643.8556518554688,281.3553771972656,-273.1619873046875|0.9202487468719482,-2.1153158513698145e-07,0.3913339674472809|1.9529485939528968e-07,1,8.129053696848132e-08|Freefall
644.260498046875,281.98919677734375,-273.007568359375|0.9222976565361023,-1.8945590340990748e-07,0.3864803910255432|1.760502215120141e-07,1,7.008171110101102e-08|Freefall
644.6653442382812,282.5685119628906,-272.8532409667969|0.9240562319755554,-1.6905769939512538e-07,0.3822565972805023|1.5738375225282653e-07,1,6.180736988881108e-08|Freefall
645.3742065429688,283.4512023925781,-272.583251953125|0.9266244769096375,-1.7023347709255177e-07,0.37598809599876404|1.582349540285577e-07,1,6.279213238258308e-08|Freefall
645.7798461914062,283.8806457519531,-272.43072509765625|0.927964448928833,-1.533171598566696e-07,0.3726687431335449|1.4235095591175195e-07,1,5.6942102588664056e-08|Freefall
646.287353515625,284.3408203125,-272.2413635253906|0.929526686668396,-1.598803009983385e-07,0.3687548339366913|1.4835636363841331e-07,1,5.960356475043227e-08|Freefall
646.5925903320312,284.5760498046875,-272.1297912597656|0.9305232763290405,-1.6384814216507948e-07,0.3662327527999878|1.521134151971637e-07,1,6.089860704605599e-08|Freefall
647.1034545898438,284.89996337890625,-271.94964599609375|0.9326196908950806,-1.6176760198050033e-07,0.3608608543872833|1.504982662936527e-07,1,5.933025093440847e-08|Freefall
647.6165161132812,285.13873291015625,-271.7758483886719|0.9351114630699158,-1.7517793082788558e-07,0.35435372591018677|1.6360320387320826e-07,1,6.262303031689953e-08|Freefall
648.028564453125,285.2684326171875,-271.6417541503906|0.9373230338096619,-1.837860850173456e-07,0.34846168756484985|1.7210655300914368e-07,1,6.44738094024433e-08|Freefall
648.649658203125,285.36077880859375,-271.45013427734375|0.9411413073539734,-1.9136122375584819e-07,0.33801332116127014|1.7986731393193622e-07,1,6.532484064791788e-08|Freefall
649.2766723632812,285.3305358886719,-271.27886962890625|0.9461504220962524,-2.131137790684079e-07,0.32372739911079407|2.0124406319155241e-07,1,7.014118352799414e-08|Freefall
649.6962280273438,285.2422180175781,-271.1704406738281|0.9494929909706116,-2.385076527389174e-07,0.3137883245944977|2.25972542011732e-07,1,7.631998499846304e-08|Freefall
650.2222900390625,285.0552062988281,-271.0411071777344|0.9535232186317444,-2.4632902295707026e-07,0.3013196289539337|2.3435052298736991e-07,1,7.590062978124479e-08|Freefall
650.6442260742188,284.84429931640625,-270.9423828125|0.9565959572792053,-2.4441155233034806e-07,0.2914176285266876|2.332930506554476e-07,1,7.290009307325818e-08|Freefall
651.1727905273438,284.5039978027344,-270.8243713378906|0.9602494835853577,-2.378441337214099e-07,0.2791433036327362|2.2792828247020225e-07,1,6.797990437235057e-08|Freefall
651.7020874023438,284.07855224609375,-270.7093811035156|0.963485598564148,-2.1577845643605542e-07,0.2677600681781769|2.07523100925755e-07,1,5.913100054044662e-08|Freefall
652.3394775390625,283.4555969238281,-270.5818176269531|0.96732097864151,-2.101619713812397e-07,0.253555029630661|2.0297406422287168e-07,1,5.4508490165972034e-08|Freefall
652.8713989257812,282.8428039550781,-270.47979736328125|0.9701768755912781,-2.0112422305373912e-07,0.24239802360534668|1.9483564983602264e-07,1,4.991449031876982e-08|Freefall
653.404541015625,282.1448669433594,-270.3834228515625|0.9728214144706726,-1.8390346667729318e-07,0.23155657947063446|1.7866611301542434e-07,1,4.358868466169952e-08|Freefall
654.0485229492188,281.1949157714844,-270.2965393066406|0.9771465063095093,-3.1395478572449065e-07,0.21256698668003082|3.063088342969422e-07,1,6.890149251148614e-08|Freefall
654.5883178710938,280.30963134765625,-270.2654724121094|0.983238935470581,-9.338762652078003e-07,0.18232181668281555|9.158366083283909e-07,1,1.8313832583771728e-07|Freefall
655.237548828125,279.1348571777344,-270.2928771972656|0.9904651045799255,-0.0000018186733541369904,0.13776397705078125|0.0000017971120769288973,1,2.8089075954085274e-07|Landed
656.3157958984375,278.59619140625,-270.39495849609375|0.9982030987739563,-0.000001558209078211803,0.05992136523127556|0.0000015535732700300287,1,1.23953256547793e-07|Running
657.168701171875,278.6540832519531,-270.5464782714844|0.9999903440475464,-0.0000016584289141974295,-0.004388242959976196|0.0000016585639741606428,1,2.7141881631109754e-08|Running
658.8613891601562,278.6793518066406,-270.9183654785156|0.9928804636001587,-0.0000012814307410735637,-0.11911507695913315|0.0000012749170537063037,1,-1.3088553885154397e-07|Running
659.7073364257812,280.35577392578125,-271.1053771972656|0.9845227599143982,-0.000008414014700974803,-0.17525669932365417|0.000008329186130140442,1,-0.0000012195907856948907|Jumping
660.3386840820312,281.4700012207031,-271.2597961425781|0.9808812737464905,-0.0000037567454000964062,-0.194607213139534|0.0000037163551951380214,1,-5.726525955651596e-07|Freefall
660.7606201171875,282.14471435546875,-271.35888671875|0.979708194732666,-9.045074307323375e-07,-0.20042920112609863|8.936751214605465e-07,1,-1.4452302821155172e-07|Freefall
661.1834716796875,282.764892578125,-271.45361328125|0.9790840148925781,-1.4527590685986524e-08,-0.20345646142959595|1.3539114718241763e-08,1,-6.250283846043203e-09|Freefall
661.607666015625,283.3305969238281,-271.5419006347656|0.9789590835571289,1.0677631223643402e-07,-0.2040565311908722|-1.059338003983612e-07,1,1.5051972113155898e-08|Freefall
662.033935546875,283.841796875,-271.61956787109375|0.9794970750808716,1.437221612832218e-07,-0.20145849883556366|-1.420744837332677e-07,1,2.2638031893507105e-08|Freefall
662.5692749023438,284.4041442871094,-271.7016296386719|0.981024444103241,6.19849558347596e-08,-0.1938842087984085|-6.19885938135667e-08,1,6.048129108648936e-09|Freefall
662.9994506835938,284.792724609375,-271.7542724609375|0.9827788472175598,-1.12787851946905e-07,-0.18478554487228394|1.0983855247559404e-07,1,-2.619709604800846e-08|Freefall
663.5388793945312,285.2018127441406,-271.80401611328125|0.9854636192321777,-2.7012271175408387e-07,-0.16988657414913177|2.6532256924838293e-07,1,-5.09574249463185e-08|Freefall
663.9713134765625,285.4677429199219,-271.8325500488281|0.9877224564552307,-3.700472177570191e-07,-0.15621905028820038|3.644213109055272e-07,1,-6.465346302775288e-08|Freefall
664.512451171875,285.7235412597656,-271.8554382324219|0.990505576133728,-4.7490908627878525e-07,-0.13747234642505646|4.690434138865385e-07,1,-7.506210408791958e-08|Freefall
665.4874877929688,285.9693908691406,-271.8733215332031|0.9947935342788696,-5.669399456564861e-07,-0.10191074013710022|5.626611141451576e-07,1,-7.073131058632498e-08|Freefall
666.5709228515625,285.9189453125,-271.8698425292969|0.9978093504905701,-4.6135482989484444e-07,-0.0661555677652359|4.5968741346769093e-07,1,-4.042659895731049e-08|Freefall
667.4376831054688,285.63336181640625,-271.8787536621094|0.9987810254096985,-2.4222487127190107e-07,-0.049360841512680054|2.4177893465093803e-07,1,-1.500549196009615e-08|Freefall
667.8707885742188,285.4088134765625,-271.89239501953125|0.9989513754844666,-2.1119923587775702e-07,-0.04578429460525513|2.1100163394294214e-07,1,-9.14877240631995e-09|Freefall
668.411865234375,285.0514831542969,-271.91656494140625|0.9989871978759766,-1.996501168832765e-07,-0.04499497637152672|1.9970623554854683e-07,1,-3.2476841216322327e-09|Freefall
668.844482421875,284.7043151855469,-271.9405822753906|0.998938798904419,-1.9273547025022708e-07,-0.04605688527226448|1.9300253484288987e-07,1,1.3515956132081897e-09|Freefall
669.38525390625,284.1936950683594,-271.9733581542969|0.9988312125205994,-1.6288235826777964e-07,-0.048334453254938126|1.633050459304286e-07,1,4.796127495154678e-09|Freefall
669.926025390625,283.5979309082031,-272.0069580078125|0.9987162947654724,-1.0272810868627857e-07,-0.0506528876721859|1.0309803144537e-07,1,4.690350330349702e-09|Freefall
670.466796875,282.9170227050781,-272.04058837890625|0.9986128211021423,-6.129725704795419e-08,-0.052653439342975616|6.157029730502472e-08,1,3.56357099384752e-09|Freefall
670.899169921875,282.31097412109375,-272.0699157714844|0.9985089302062988,-4.121461572026419e-08,-0.05458851158618927|4.138096443284667e-08,1,1.9170343090735287e-09|Freefall
671.3312377929688,281.6504211425781,-272.1023254394531|0.9983651638031006,-4.125002206478712e-08,-0.057157259434461594|4.126446384589144e-08,1,-9.275936130315188e-10|Freefall
672.0870361328125,280.36334228515625,-272.1646423339844|0.9980222582817078,-1.2696385454091796e-07,-0.06286125630140305|1.2650123437651928e-07,1,-1.1339268191079555e-08|Freefall
672.949951171875,278.68798828125,-272.2445068359375|0.9975046515464783,-1.4867966058318416e-07,-0.07060115784406662|1.4817661053712072e-07,1,-1.236265401161063e-08|Freefall
673.38134765625,277.7685852050781,-272.2847595214844|0.9972687363624573,-1.550107242564991e-07,-0.07385819405317307|1.5454961044270021e-07,1,-1.1958407597489895e-08|Freefall
674.0284423828125,276.2872619628906,-272.3450927734375|0.9969688057899475,-1.3792151776215178e-07,-0.07780257612466812|1.3756383054897015e-07,1,-9.956909963193539e-09|Freefall
674.4584350585938,275.820556640625,-272.3851013183594|0.9967987537384033,-7.291291126421129e-08,-0.07995161414146423|7.273728641621346e-08,1,-5.109075384979178e-09|Landed
674.995849609375,275.96514892578125,-272.43505859375|0.996617317199707,-1.2808476945735947e-08,-0.08218201249837875|1.2783994307596913e-08,1,-8.241094473504518e-10|Landed
675.5345458984375,276.5818786621094,-272.4871826171875|0.9964191913604736,2.697935030937515e-08,-0.08455068618059158|-2.693169598444456e-08,1,1.7042145472601078e-09|Running
676.1812744140625,277.859619140625,-272.550048828125|0.9961680173873901,4.428592959015987e-08,-0.08746037632226944|-4.427916167060175e-08,1,2.0174675263717745e-09|Jumping
676.8269653320312,279.0147399902344,-272.62493896484375|0.9956938028335571,-4.093484662348601e-09,-0.09270298480987549|3.755042055075819e-09,1,-3.825255223688373e-09|Freefall
677.36279296875,279.8836669921875,-272.70489501953125|0.9948668479919434,-1.0797155169939288e-07,-0.10119267553091049|1.0716665599375119e-07,1,-1.3390239139710047e-08|Freefall
677.8954467773438,280.66741943359375,-272.80316162109375|0.99347984790802,-1.9199707423922519e-07,-0.11400792747735977|1.907872757556106e-07,1,-2.1522666315831884e-08|Freefall
678.214111328125,281.0968017578125,-272.86712646484375|0.992479145526886,-2.435224075725273e-07,-0.1224140152335167|2.418676103843609e-07,1,-2.837798263044533e-08|Freefall
678.743896484375,281.74432373046875,-272.9798583984375|0.9906032681465149,-2.907491420955921e-07,-0.13676683604717255|2.88343414922565e-07,1,-3.740096587989683e-08|Freefall
679.1668090820312,282.2010192871094,-273.0741882324219|0.9890022873878479,-2.9402892209873244e-07,-0.14790038764476776|2.9116603172951727e-07,1,-4.100783002058961e-08|Freefall
679.9063110351562,282.8691101074219,-273.24200439453125|0.9862201809883118,-2.424667400191538e-07,-0.1654379516839981|2.394261855442892e-07,1,-3.832123596225756e-08|Freefall
680.4359130859375,283.2441101074219,-273.355224609375|0.9847874641418457,-1.9605738543759799e-07,-0.1737631857395172|1.931783941699905e-07,1,-3.3480795025297994e-08|Freefall
680.9668579101562,283.5339660644531,-273.4627685546875|0.9839321970939636,-1.7195375789924583e-07,-0.17854252457618713|1.6903457833450375e-07,1,-3.1562176872057535e-08|Freefall
681.4988403320312,283.7386779785156,-273.5648498535156|0.9835421442985535,-1.8068058693643252e-07,-0.18067875504493713|1.7717903233460675e-07,1,-3.5519096996949884e-08|Freefall
682.1390991210938,283.8719177246094,-273.6773376464844|0.9837231040000916,-1.3133545451182727e-07,-0.17969085276126862|1.2850898656324716e-07,1,-2.7370333555154502e-08|Freefall
682.8886108398438,283.87237548828125,-273.7926940917969|0.9847729206085205,-9.794949562547117e-08,-0.173845574259758|9.573577841592851e-08,1,-2.111927521752932e-08|Freefall
683.4254760742188,283.7705078125,-273.8648986816406|0.9858940839767456,-1.380943928097622e-07,-0.1673705279827118|1.354835745814853e-07,1,-2.7017478032576037e-08|Freefall
683.7477416992188,283.66851806640625,-273.907470703125|0.9865331053733826,-1.465444228188062e-07,-0.1635618507862091|1.4408745130367606e-07,1,-2.6885180304248024e-08|Freefall
684.1774291992188,283.48486328125,-273.9642333984375|0.9872685670852661,-1.5901882477464824e-07,-0.15906210243701935|1.5671892583668523e-07,1,-2.7002966973554976e-08|Freefall
684.822021484375,283.1071472167969,-274.0494079589844|0.9881821870803833,-1.6133714098032215e-07,-0.153283953666687|1.5932192809486878e-07,1,-2.5430267669435125e-08|Freefall
685.3220825195312,282.69873046875,-274.1156005859375|0.9883700609207153,-1.335906034682921e-07,-0.15206776559352875|1.320742626376159e-07,1,-2.0072276285532098e-08|Freefall
685.6778564453125,282.3106994628906,-274.1626892089844|0.9883820414543152,-1.1286112311381657e-07,-0.15198998153209686|1.1172451053198529e-07,1,-1.601829602293492e-08|Freefall
685.9188232421875,281.98388671875,-274.194580078125|0.9883832931518555,-9.733167871672777e-08,-0.15198181569576263|9.647957455172218e-08,1,-1.2981050900862101e-08|Freefall
686.2711791992188,281.37109375,-274.2412109375|0.9883835911750793,-7.147156821929457e-08,-0.1519799381494522|7.109322552878439e-08,1,-7.923335765269712e-09|Freefall
686.56201171875,280.67315673828125,-274.27972412109375|0.9883835911750793,-4.563908362342772e-08,-0.15197981894016266|4.573401213292527e-08,1,-2.8710254174058036e-09|Freefall
686.6892700195312,280.2135009765625,-274.2965393066406|0.9883835911750793,-3.0152847330100485e-08,-0.15197981894016266|3.0531488448559685e-08,1,1.577693392595947e-10|Landed
686.7928466796875,279.3793029785156,-274.31024169921875|0.9883835911750793,-4.364512751209304e-09,-0.15197981894016266|5.2156141627790475e-09,1,5.201446828806411e-09|Landed
686.7999267578125,278.5035705566406,-274.3111572265625|0.9883835911750793,2.654511810362692e-08,-0.15197981894016266|-2.512773278340319e-08,1,1.1246748421456232e-08|Running
