mount prambanan|true|43504
1030.1893310546875,187.43113708496094,942.0805053710938|-0.9965894222259521,0,-0.08252014219760895|-5.471361697040322e-10,1,6.607721036999692e-09|Running
1029.5665283203125,187.4306640625,942.0286865234375|-0.9967342615127563,0,-0.08075195550918579|-2.9878469143262976e-10,1.0000001192092896,3.687947280894832e-09|Running
1029.0679931640625,187.43055725097656,941.9881591796875|-0.9971460103988647,0,-0.07549697905778885|-8.678310153831248e-11,1,1.1462104598791711e-09|Running
1028.5694580078125,187.4309539794922,941.9500122070312|-0.997525155544281,0,-0.07031014561653137|1.1297155572131956e-10,1.0000001192092896,-1.6027839055965387e-09|Running
1028.0709228515625,187.43121337890625,941.9144287109375|-0.9978814125061035,0,-0.06506064534187317|2.971645984839455e-10,1.0000001192092896,-4.557824784257036e-09|Running
1027.5718994140625,187.4312286376953,941.8815307617188|-0.9979913234710693,0,-0.06335096806287766|4.808899944919176e-10,1,-7.575638782952865e-09|Running
1027.0728759765625,187.43057250976562,941.8497314453125|-0.9979913234710693,0,-0.06335096806287766|4.923411123236576e-10,1,-7.756032260886059e-09|Running
1026.5738525390625,187.42947387695312,941.8179931640625|-0.9979913234710693,0,-0.06335096806287766|3.2382163617228343e-10,1,-5.101282507524729e-09|Running
1026.0748291015625,187.42868041992188,941.7862548828125|-0.9979913234710693,0,-0.06335096806287766|1.5544636411402024e-10,1,-2.4488042704717827e-09|Running
1025.5758056640625,187.42811584472656,941.7545166015625|-0.9979913234710693,0,-0.06335096806287766|-1.2785003958293295e-11,1,2.0140691892045481e-10|Running
1025.0767822265625,187.42776489257812,941.7227783203125|-0.9979913234710693,0,-0.06335096806287766|-1.8087265019062215e-10,1,2.8493540860097255e-09|Running
1024.5777587890625,187.42762756347656,941.6910400390625|-0.9979910850524902,0,-0.06335482746362686|-3.4882136068503655e-10,1,5.494776189607364e-09|Running
1024.2034912109375,187.4274139404297,941.667236328125|-0.9979910850524902,0,-0.06335482746362686|-4.746868453864295e-10,1,7.477460428617633e-09|Running
1023.5797119140625,187.42681884765625,941.6275634765625|-0.9979910850524902,0,-0.06335482746362686|-5.034218042432315e-10,1,7.930105461184667e-09|Running
1023.2054443359375,187.42620849609375,941.603759765625|-0.9979910850524902,0,-0.06335482746362686|-3.5792502295350914e-10,1,5.638180589073727e-09|Running
1022.5816650390625,187.4252166748047,941.5640869140625|-0.9981019496917725,0,-0.06158410385251045|-1.0737282590822517e-10,1.0000001192092896,1.740205979317011e-09|Running
1022.0826416015625,187.42437744140625,941.533203125|-0.998310387134552,0,-0.058106597512960434|8.780978028033459e-11,1,-1.5086309979039925e-09|Running
1021.58349609375,187.42369079589844,941.50390625|-0.9985069632530212,0,-0.05462492257356644|2.673319898782722e-10,1,-4.886649307422886e-09|Running
1021.2090454101562,187.42337036132812,941.483154296875|-0.9986912608146667,0,-0.05114607512950897|3.8496647536412354e-10,1.0000001192092896,-7.516953282049599e-09|Running
1020.5849609375,187.42300415039062,941.4508666992188|-0.9987802505493164,0,-0.04937748983502388|5.073728659432675e-10,1.0000001192092896,-1.0262855454357123e-08|Running
1020.085693359375,187.42276000976562,941.4260864257812|-0.9987802505493164,0,-0.04937748983502388|3.4383637603774275e-10,1.0000001192092896,-6.954929965274914e-09|Running
1019.586181640625,187.42251586914062,941.4014282226562|-0.9988660216331482,0,-0.047608647495508194|1.7109005878701566e-10,1,-3.5896008387936718e-09|Running
1019.086669921875,187.42233276367188,941.37744140625|-0.9989461898803711,0,-0.04589769244194031|7.499515765341247e-12,1.0000001192092896,-1.6322415641312205e-10|Running
1018.587158203125,187.42225646972656,941.3544311523438|-0.9990259408950806,0,-0.044128529727458954|-1.4672327242060135e-10,1.0000001192092896,3.3216687178594384e-09|Running
1018.087646484375,187.42242431640625,941.3322143554688|-0.9990999698638916,0,-0.04242008924484253|-2.9139421431345625e-10,1.0000001192092896,6.8630674476821696e-09|Running
1017.588134765625,187.42276000976562,941.3109130859375|-0.9990999698638916,0,-0.04242008924484253|-4.416667032103305e-10,1.0000001192092896,1.040236341509626e-08|Running
1017.088623046875,187.42318725585938,941.2896728515625|-0.9991735219955444,0,-0.04065055400133133|-4.185697066727556e-10,1.0000001192092896,1.0288268015301583e-08|Running
1016.589111328125,187.42367553710938,941.2692260742188|-0.9992415904998779,0,-0.03893941640853882|-2.489684569617623e-10,1,6.388889861597136e-09|Running
1016.089599609375,187.4242706298828,941.2496337890625|-0.9992415904998779,0,-0.03893941640853882|-9.725165811547143e-11,1,2.495617934528127e-09|Running
1015.590087890625,187.42498779296875,941.2301025390625|-0.9993089437484741,0,-0.0371696799993515|5.432865268772957e-11,1.0000001192092896,-1.4606288400997869e-09|Running
1015.09033203125,187.42608642578125,941.21142578125|-0.9993089437484741,0,-0.0371696799993515|2.0138604672759186e-10,1.0000001192092896,-5.414275250359424e-09|Running
1014.590576171875,187.42750549316406,941.19287109375|-0.9993089437484741,0,-0.0371696799993515|3.483177912766422e-10,1.0000001192092896,-9.364543807066639e-09|Running
1014.0908203125,187.42913818359375,941.17431640625|-0.9993089437484741,0,-0.0371696799993515|4.2412076628473017e-10,1.0000001192092896,-1.1402510935454302e-08|Running
1013.591064453125,187.43096923828125,941.15576171875|-0.999373197555542,0,-0.03539980947971344|2.7121366263926916e-10,1.0000001192092896,-7.656641543007936e-09|Running
1013.09130859375,187.43304443359375,941.1378784179688|-0.999373197555542,0,-0.03539980947971344|1.3852234637123928e-10,1.0000001192092896,-3.910629153835998e-09|Running
1012.591552734375,187.4351806640625,941.1200561523438|-0.999373197555542,0,-0.03539980947971344|5.94458596930858e-12,1.0000001192092896,-1.6782179812491194e-10|Running
1012.2167358398438,187.4368896484375,941.106689453125|-0.999373197555542,0,-0.03539980947971344|-9.341433876430827e-11,1.0000001192092896,2.6371833605765005e-09|Running
1011.592041015625,187.44000244140625,941.0844116210938|-0.999373197555542,0,-0.03539980947971344|-2.588708136741502e-10,1.0000001192092896,7.308190497212763e-09|Running
1011.09228515625,187.44326782226562,941.0665893554688|-0.9994323253631592,0,-0.033690787851810455|-3.74122538504551e-10,1,1.1098291174960195e-08|Running
1010.592529296875,187.44729614257812,941.0496826171875|-0.9995955228805542,0,-0.028443031013011932|-3.1478902817738685e-10,1.0000001192092896,1.1062875060474653e-08|Running
1010.0927734375,187.4519500732422,941.0350952148438|-0.9998056888580322,0,-0.01971413381397724|-1.3218820482663318e-10,1.0000001192092896,6.703947175168423e-09|Running
1009.593017578125,187.4577178955078,941.0245971679688|-0.9999396800994873,0,-0.010986335575580597|-2.2316143724609994e-11,1.0000001192092896,2.031141033143058e-09|Running
1009.218017578125,187.4622802734375,941.0198974609375|-0.9999396800994873,0,-0.010986335575580597|1.6165171631832287e-11,1.0000001192092896,-1.471300081767879e-09|Running
1008.718017578125,187.4683837890625,941.0143432617188|-0.9999396800994873,0,-0.010986335575580597|6.743519631591255e-11,1.0000001192092896,-6.137726771271446e-09|Running
1008.093017578125,187.4761505126953,941.0076293945312|-0.9999396800994873,0,-0.010986335575580597|1.3146105037886713e-10,1.0000001192092896,-1.196514709533858e-08|Running
1007.718017578125,187.48086547851562,941.0036010742188|-0.9999396800994873,0,-0.010986335575580597|1.6984372241957146e-10,1.0000001192092896,-1.5458610391760885e-08|Running
1007.093017578125,187.49008178710938,940.9968872070312|-0.9999396800994873,0,-0.010986335575580597|1.237011743038252e-10,1.0000001192092896,-1.125886850417146e-08|Running
1006.593017578125,187.49867248535156,940.9915161132812|-0.9999396800994873,0,-0.010986335575580597|6.482028802601292e-11,1.0000001192092896,-5.899726929214921e-09|Running
1006.2182006835938,187.50119018554688,940.9874877929688|-0.9999396800994873,0,-0.010986335575580597|2.0692666330424103e-11,1.0000001192092896,-1.883377453992807e-09|Running
1005.7184448242188,187.50462341308594,940.9821166992188|-0.9999396800994873,0,-0.010986335575580597|-3.8100106403149425e-11,1.0000001192092896,3.467744980056864e-09|Running
1005.09375,187.5133514404297,940.9754028320312|-0.9999396800994873,0,-0.010986335575580597|-1.1152041096140763e-10,1.0000001192092896,1.0150216667170753e-08|Running
1004.593994140625,187.52281188964844,940.9700317382812|-0.9999396800994873,0,-0.010986335575580597|-1.7020006237711272e-10,1.0000001192092896,1.5491043114934655e-08|Running
1004.09423828125,187.53318786621094,940.9646606445312|-0.9999396800994873,0,-0.010986335575580597|-1.4312268037386389e-10,1.0000001192092896,1.302654961676808e-08|Running
1003.594482421875,187.54356384277344,940.9592895507812|-0.9999396800994873,0,-0.010986335575580597|-8.751168539822274e-11,1.0000001192092896,7.965022419398338e-09|Running
1003.0945434570312,187.5537109375,940.9539184570312|-0.9999396800994873,0,-0.010986335575580597|-3.194825307084592e-11,1.0000001192092896,2.9078237595570045e-09|Running
1002.5947875976562,187.56398010253906,940.9485473632812|-0.9999396800994873,0,-0.010986335575580597|2.356763048605437e-11,1.0000001192092896,-2.14504725093434e-09|Running
1002.0950317382812,187.5751953125,940.9431762695312|-0.9999575614929199,0,-0.00921647995710373|6.683482239866478e-11,1.0000001192092896,-7.251356848314572e-09|Running
1001.5952758789062,187.58786010742188,940.9384765625|-0.999983549118042,0,-0.0057372101582586765|7.151734066068727e-11,1,-1.2465320331500607e-08|Running
1001.220458984375,187.5981903076172,940.9360961914062|-0.9999921321868896,0,-0.00396725395694375|6.513527911478079e-11,1,-1.6418098880421894e-08|Running
1000.5957641601562,187.6163787841797,940.9334716796875|-0.9999974966049194,0,-0.0022582951933145523|3.2627296697729236e-11,1.0000001192092896,-1.4447719465238151e-08|Running
1000.0960083007812,187.630859375,940.9321899414062|-0.9999998807907104,0,-0.0004882811917923391|4.0131886529237715e-12,1,-8.219010361187884e-09|Running
999.7210693359375,187.64085388183594,940.931884765625|-0.9999998807907104,0,-0.0004882811917923391|1.7331061715961105e-12,1,-3.5494014394288342e-09|Running
999.2210693359375,187.6525115966797,940.931640625|-0.9999955892562866,0,0.0029907093849033117|8.382067609447041e-12,1.0000001192092896,2.8026896359278908e-09|Running
998.5960693359375,187.66456604003906,940.9332275390625|-0.9999955892562866,0,0.0029907093849033117|3.2104572472713144e-11,1.0000001192092896,1.0734721556104887e-08|Running
998.0960693359375,187.6724395751953,940.9346923828125|-0.9999886751174927,0,0.004760688170790672|8.160697118064775e-11,1,1.7141649877316922e-08|Running
997.5960693359375,187.67999267578125,940.9369506835938|-0.9999886751174927,0,0.004760688170790672|8.219234320927526e-11,1,1.7264607521383368e-08|Running
997.0960693359375,187.68780517578125,940.9393920898438|-0.9999886751174927,0,0.004760688170790672|5.290603372065661e-11,1,1.1112979869665196e-08|Running
996.5960693359375,187.69581604003906,940.9418334960938|-0.9999886751174927,0,0.004760688170790672|2.3644758026519774e-11,1,4.966611566459278e-09|Running
996.2210693359375,187.7017059326172,940.9436645507812|-0.9999886751174927,0,0.004760688170790672|1.7152068610901128e-12,1,3.602814158121248e-10|Running
995.5960693359375,187.7104034423828,940.9467163085938|-0.9999886751174927,0,0.004760688170790672|-3.48028168783987e-11,1,-7.310376304303645e-09|Running
995.0960693359375,187.7156982421875,940.9491577148438|-0.9999886751174927,0,0.004760688170790672|-6.398914731420291e-11,1,-1.3441002977288008e-08|Running
994.5960693359375,187.71922302246094,940.9515991210938|-0.9999886751174927,0,0.004760688170790672|-9.315054283476343e-11,1,-1.956639117395298e-08|Running
994.0960693359375,187.72137451171875,940.9540405273438|-0.9999886751174927,0,0.004760688170790672|-6.487720777270667e-11,1,-1.3627540873528687e-08|Running
993.5960693359375,187.7227325439453,940.9564819335938|-0.9999886751174927,0,0.004760688170790672|-3.6628037408670266e-11,1,-7.693766512772982e-09|Running
993.0960693359375,187.7236785888672,940.9589233398438|-0.9999886751174927,0,0.004760688170790672|-8.403001384993392e-12,1,-1.7650613193254117e-09|Running
992.5960693359375,187.72442626953125,940.9613647460938|-0.9999886751174927,0,0.004760688170790672|1.9797913308750026e-11,1,4.158577038282374e-09|Running
992.0960693359375,187.7250518798828,940.9638061523438|-0.9999886751174927,0,0.004760688170790672|4.797473529549734e-11,1,1.007715511036622e-08|Running
991.5960693359375,187.72555541992188,940.9662475585938|-0.9999886751174927,0,0.004760688170790672|7.612747238150419e-11,1,1.5990673674082245e-08|Running
991.0960693359375,187.7259521484375,940.9686889648438|-0.9999886751174927,0,0.004760688170790672|8.951070440410547e-11,1,1.8801838308490915e-08|Running
990.5960693359375,187.7262420654297,940.9711303710938|-0.9999886751174927,0,0.004760688170790672|5.866505892182516e-11,1,1.232267088369099e-08|Running
990.0960693359375,187.72642517089844,940.9735717773438|-0.9999886751174927,0,0.004760688170790672|2.7845772562762328e-11,1,5.8490403631594745e-09|Running
989.5960693359375,187.7265167236328,940.9760131835938|-0.9999886751174927,0,0.004760688170790672|-2.9471837297012637e-12,1,-6.190597479083237e-10|Running
989.0960693359375,187.72657775878906,940.9784545898438|-0.9999955892562866,0,0.0029907093849033117|-2.09830243458331e-11,1.0000001192092896,-7.016037972817912e-09|Running
988.7210693359375,187.72659301757812,940.9796752929688|-0.9999998807907104,0,-0.0004882811917923391|5.7198638186983786e-12,1,-1.171428110069428e-08|Running
988.0960693359375,187.72659301757812,940.9796142578125|-0.999983549118042,0,-0.0057372101582586765|1.106897559721709e-10,1,-1.9292988540087208e-08|Running
987.5960693359375,187.72779846191406,940.9771118164062|-0.9998056888580322,0,-0.01971413381397724|2.592140391222131e-10,1.0000001192092896,-1.3146084221205001e-08|Running
987.0962524414062,187.7310333251953,940.96826171875|-0.9989461898803711,0,-0.04589769244194031|3.6271341485871744e-10,1.0000001192092896,-7.894322529011788e-09|Running
986.5968017578125,187.7369384765625,940.947265625|-0.9964465498924255,0,-0.08422738313674927|3.349148458564599e-10,1,-3.9621883551888004e-09|Running
986.0985717773438,187.7462158203125,940.9080200195312|-0.9918226003646851,0,-0.12762467563152313|1.9808581164237893e-10,1.0000001192092896,-1.5394043817451575e-09|Running
985.6025390625,187.75820922851562,940.847412109375|-0.983455240726471,0,-0.18115156888961792|1.8045973049218844e-10,1.0000001192092896,-9.796993216681926e-10|Running
985.1104736328125,187.7720489501953,940.7608642578125|-0.971806526184082,0,-0.23577995598316193|5.568139282985385e-10,1.0000001192092896,-2.295001744201386e-09|Running
984.7584838867188,187.78311157226562,940.7837524414062|-0.9571059942245483,0,-0.2897380292415619|1.3994206904399675e-09,1,-4.622775495732867e-09|Running
984.3137817382812,187.7978515625,940.9866333007812|-0.9357761740684509,0,-0.3525944948196411|2.0165609182498656e-09,1,-5.351898035854674e-09|Running
983.7501220703125,187.83058166503906,941.2465209960938|-0.9160228371620178,0,-0.4011262059211731|1.7667425300516015e-09,1.0000001192092896,-4.034582001821718e-09|Running
983.290283203125,187.87738037109375,941.4304809570312|-0.8921945691108704,0,-0.451651394367218|5.830441685006349e-10,1.0000001192092896,-1.1517485853929088e-09|Running
982.82080078125,187.9349365234375,941.5887451171875|-0.8699095845222473,0,-0.49321120977401733|-1.7512690186904933e-09,1.0000001192092896,3.0888303026443964e-09|Running
982.3438720703125,187.9967041015625,941.7241821289062|-0.8493977189064026,0,-0.5277532339096069|-5.2004409667461005e-09,1,8.369902104732319e-09|Running
981.8615112304688,188.05967712402344,941.8399047851562|-0.8304599523544312,0,-0.5570783615112305|-9.700869441076065e-09,1,1.4461489783457182e-08|Running
981.375,188.1222381591797,941.9384155273438|-0.810487687587738,0,-0.5857557058334351|-8.253990380069354e-09,1,1.1420729251199191e-08|Running
980.8851318359375,188.18357849121094,942.0198974609375|-0.79273521900177,0,-0.6095662713050842|-5.9568927568420804e-09,1.0000001192092896,7.746883134984728e-09|Running
980.392822265625,188.24334716796875,942.08642578125|-0.7787025570869446,0,-0.6273933053016663|-2.94672553025066e-09,1,3.657391056677284e-09|Running
979.8991088867188,188.30194091796875,942.1412353515625|-0.7664774656295776,0,-0.6422712802886963|6.517533734928804e-10,1.0000001192092896,-7.77793274231442e-10|Running
