wasabi|true|3418
-1708.8809814453125,1099.9949951171875,2911.33203125|0.0139724500477314,1.7411253550037031e-09,0.9999023675918579|6.313405354063661e-11,1,-1.7421775133641404e-09|Running
-1708.8778076171875,1099.9949951171875,2911.55712890625|0.013971691019833088,1.8108777810610377e-09,0.9999023675918579|6.565702842520338e-11,1,-1.8119720168741082e-09|Running
-1708.876220703125,1099.9949951171875,2911.669677734375|0.013970729894936085,1.7046271061360585e-09,0.9999024271965027|6.180239653374997e-11,1,-1.7056569490137008e-09|Running
-1708.873046875,1099.9949951171875,2911.894775390625|0.013970201835036278,1.796982673774039e-09,0.9999024271965027|6.514540989988049e-11,1,-1.7980682498475176e-09|Running
-1708.869873046875,1099.9949951171875,2912.119873046875|0.013969318941235542,1.7751859981984808e-09,0.9999024271965027|6.435074695332332e-11,1,-1.7762582515956638e-09|Running
-1708.8682861328125,1099.9949951171875,2912.232421875|0.013968808576464653,1.7260125551032957e-09,0.9999024271965027|6.256632018031283e-11,1,-1.7270550545234187e-09|Running
-1708.8651123046875,1099.9949951171875,2912.45751953125|0.013968267478048801,1.7650700900873062e-09,0.9999024271965027|6.397818386183474e-11,1,-1.7661361262355513e-09|Running
-1708.863525390625,1099.9949951171875,2912.570068359375|0.013967783190310001,1.6904141419971097e-09,0.9999024271965027|6.127059276606062e-11,1,-1.6914349920682525e-09|Running
-1708.8603515625,1099.9949951171875,2912.795166015625|0.01396734919399023,1.733047261254228e-09,0.9999024271965027|6.281253295270517e-11,1,-1.7340937574772397e-09|Running
-1708.857177734375,1099.9949951171875,2913.020263671875|0.013966959901154041,1.7711375699391851e-09,0.9999024868011475|6.419013237612958e-11,1,-1.7722070477788066e-09|Running
-1708.85400390625,1099.9949951171875,2913.245361328125|0.01396661065518856,1.8051590222611935e-09,0.9999024868011475|6.542055785985212e-11,1,-1.806248928204468e-09|Running
-1708.8524169921875,1099.9949951171875,2913.35791015625|0.01396629773080349,1.7261558848957748e-09,0.9999024868011475|6.255639062313634e-11,1,-1.7271980512489904e-09|Running
-1708.8492431640625,1099.9949951171875,2913.5830078125|0.013966056518256664,1.790470105511588e-09,0.9999024868011475|6.488491688383391e-11,1,-1.791551018648363e-09|Running
-1708.84765625,1099.9949951171875,2913.695556640625|0.01396576501429081,1.6862338192424886e-09,0.9999024868011475|6.1106647519793e-11,1,-1.6872517827337674e-09|Running
-1708.844482421875,1099.9949951171875,2913.920654296875|0.013965572230517864,1.7539797392274181e-09,0.9999024868011475|6.355976162053523e-11,1,-1.7550385589260031e-09|Running
-1708.84130859375,1099.9949951171875,2914.145751953125|0.013965324498713017,1.7493514414823608e-09,0.9999024868011475|6.339041791481037e-11,1,-1.7504073746010818e-09|Running
-1708.838134765625,1099.9949951171875,2914.370849609375|0.013965172693133354,1.81046355685055e-09,0.9999024868011475|6.56034254697957e-11,1,-1.8115563493736886e-09|Running
-1708.8365478515625,1099.9949951171875,2914.4833984375|0.01396498829126358,1.7025745258081315e-09,0.9999024868011475|6.169342120498911e-11,1,-1.703602259262027e-09|Running
-1708.8333740234375,1099.9949951171875,2914.70849609375|0.013964866288006306,1.7677528330040104e-09,0.9999024868011475|6.405392882768979e-11,1,-1.7688198683529777e-09|Running
-1708.831787109375,1099.9949951171875,2914.821044921875|0.013964718207716942,1.6649145395675191e-09,0.9999024868011475|6.032712523973416e-11,1,-1.6659194024271073e-09|Running
-1708.82861328125,1099.9949951171875,2915.046142578125|0.01396463718265295,1.7582906242097351e-09,0.9999024868011475|6.370947519540593e-11,1,-1.7593518863989743e-09|Running
-1708.825439453125,1099.9949951171875,2915.271240234375|0.013964517042040825,1.7655247264158902e-09,0.9999024868011475|6.397068291752461e-11,1,-1.7665903184749254e-09|Running
-1708.8238525390625,1099.9949951171875,2915.3837890625|0.013964397832751274,1.6363780330763689e-09,0.9999024868011475|5.929091939638198e-11,1,-1.637365576456773e-09|Running
-1708.8206787109375,1099.9949951171875,2915.60888671875|0.013964341022074223,1.7316593714511441e-09,0.9999024868011475|6.274246400206351e-11,1,-1.7327044243842238e-09|Running
-1708.8175048828125,1099.9949951171875,2915.833984375|0.013964256271719933,1.7418535502855548e-09,0.9999024868011475|6.311114131296591e-11,1,-1.7429047094452699e-09|Running
-1708.8143310546875,1099.9949951171875,2916.05908203125|0.01396419107913971,1.7768366777914935e-09,0.9999024868011475|6.43780445619413e-11,1,-1.7779090422109789e-09|Running
-1708.812744140625,1099.9949951171875,2916.171630859375|0.01396414078772068,1.7258869888792105e-09,0.9999024868011475|6.253178530535308e-11,1,-1.7269286001209139e-09|Running
-1708.8095703125,1099.9949951171875,2916.396728515625|0.013964087702333927,1.7624056658505083e-09,0.9999024868011475|6.385440093348294e-11,1,-1.7634692595080992e-09|Running
-1708.806396484375,1099.9949951171875,2916.621826171875|0.0139640336856246,1.768587831740831e-09,0.9999024868011475|6.407794433949121e-11,1,-1.7696552001567056e-09|Running
-1708.8048095703125,1099.9949951171875,2916.734375|0.013963991776108742,1.6944216030267967e-09,0.9999024868011475|6.139063563059821e-11,1,-1.6954441184324764e-09|Running
-1708.8016357421875,1099.9949951171875,2916.95947265625|0.013963958248496056,1.7595526147218266e-09,0.9999024868011475|6.375001221359256e-11,1,-1.7606145430448805e-09|Running
-1708.7984619140625,1099.9949951171875,2917.1845703125|0.01396392472088337,1.7923965645039175e-09,0.9999024868011475|6.493964394005403e-11,1,-1.7934782547968098e-09|Running
-1708.796875,1099.9949951171875,2917.297119140625|0.013963893987238407,1.7131390750435571e-09,0.9999024868011475|6.20679549423464e-11,1,-1.714172914724088e-09|Running
-1708.793701171875,1099.9949951171875,2917.522216796875|0.013963866978883743,1.7507080229961502e-09,0.9999024868011475|6.34288246925685e-11,1,-1.7517645112263835e-09|Running
-1708.7921142578125,1099.9949951171875,2917.634765625|0.013963842764496803,1.6757499832209533e-09,0.9999024868011475|6.071294855747311e-11,1,-1.6767611743517818e-09|Running
-1708.7889404296875,1099.9949951171875,2917.85986328125|0.013963822275400162,1.7421873943490596e-09,0.9999024868011475|6.311975941919457e-11,1,-1.7432386645310771e-09|Running
-1708.7857666015625,1099.9949951171875,2918.0849609375|0.013963802717626095,1.7764804072228912e-09,0.9999024868011475|6.436198796144765e-11,1,-1.7775524385754693e-09|Running
-1708.7841796875,1099.9949951171875,2918.197509765625|0.013963785022497177,1.6987055095896153e-09,0.9999024868011475|6.154411702485874e-11,1,-1.6997306895305542e-09|Running
-1708.781005859375,1099.9949951171875,2918.422607421875|0.013963769190013409,1.7374165439676403e-09,0.9999024868011475|6.294643972726277e-11,1,-1.7384650385920963e-09|Running
-1708.77783203125,1099.9949951171875,2918.647705078125|0.01396375335752964,1.7459658163687664e-09,0.9999024868011475|6.325601847878559e-11,1,-1.7470194180191356e-09|Running
-1708.7762451171875,1099.9949951171875,2918.76025390625|0.013963744044303894,1.7235535221260534e-09,0.9999024868011475|6.244395972521133e-11,1,-1.7245935790555222e-09|Running
-1708.7730712890625,1099.9949951171875,2918.9853515625|0.01396373100578785,1.7336243551824282e-09,0.9999024868011475|6.280869574437631e-11,1,-1.7346705183385325e-09|Running
-1708.7698974609375,1099.9949951171875,2919.21044921875|0.013963720761239529,1.7683519093480982e-09,0.9999024868011475|6.40667449647303e-11,1,-1.7694190557193679e-09|Running
-1708.7667236328125,1099.9949951171875,2919.435546875|0.013963710516691208,1.7728719603482546e-09,0.9999024868011475|6.423039877745396e-11,1,-1.7739418822770858e-09|Running
-1708.76513671875,1099.9949951171875,2919.548095703125|0.013963703066110611,1.703107987971464e-09,0.9999024868011475|6.170283728401671e-11,1,-1.7041357214253594e-09|Running
-1708.761962890625,1099.9949951171875,2919.773193359375|0.013963695615530014,1.7396091234189726e-09,0.9999024868011475|6.30251684174965e-11,1,-1.7406589503110581e-09|Running
-1708.7587890625,1099.9949951171875,2919.998291015625|0.013963689096271992,1.7721669687276176e-09,0.9999024868011475|6.420464160328265e-11,1,-1.7732363355449365e-09|Running
-1708.7572021484375,1099.9949951171875,2920.11083984375|0.013963683508336544,1.6932093505062085e-09,0.9999024868011475|6.134402014135176e-11,1,-1.6942311997780735e-09|Running
-1708.7540283203125,1099.9949951171875,2920.3359375|0.013963676989078522,1.6794847734757923e-09,0.9999024868011475|6.084672349304654e-11,1,-1.6804982960749726e-09|Running
-1708.7508544921875,1099.9949951171875,2920.56103515625|0.013963672332465649,1.7687814546363256e-09,0.9999024868011475|6.40818370589713e-11,1,-1.7698488230522003e-09|Running
-1708.7476806640625,1099.9949951171875,2920.7861328125|0.01396366860717535,1.771280122575547e-09,0.9999024868011475|6.417232023547825e-11,1,-1.7723490453036561e-09|Running
-1708.74609375,1099.9949951171875,2920.898681640625|0.013963664881885052,1.6922548917719382e-09,0.9999024868011475|6.130926322178709e-11,1,-1.693276185932291e-09|Running
-1708.742919921875,1099.9949951171875,2921.123779296875|0.013963662087917328,1.7548534847477981e-09,0.9999024868011475|6.35771227330828e-11,1,-1.7559124154686856e-09|Running
-1708.73974609375,1099.9949951171875,2921.348876953125|0.013963659293949604,1.7852499478721029e-09,0.9999024868011475|6.467832519563288e-11,1,-1.7863273082951991e-09|Running
-1708.7381591796875,1099.9949951171875,2921.46142578125|0.01396365649998188,1.7046356548533481e-09,0.9999024868011475|6.175771699590271e-11,1,-1.7056642764856633e-09|Running
-1708.7349853515625,1099.9949951171875,2921.6865234375|0.013963654637336731,1.7658842166312638e-09,0.9999024868011475|6.397667812185759e-11,1,-1.7669499197126015e-09|Running
-1708.7333984375,1099.9949951171875,2921.799072265625|0.013963652774691582,1.6606289676701635e-09,0.9999024868011475|6.016333958802633e-11,1,-1.6616311659944927e-09|Running
-1708.730224609375,1099.9949951171875,2922.024169921875|0.013963649980723858,1.7507482130696417e-09,0.9999024868011475|6.342824876437447e-11,1,-1.751804701299875e-09|Running
-1708.7286376953125,1099.9949951171875,2922.13671875|0.013963647186756134,1.6446948247761384e-09,0.9999024868011475|5.958601667632735e-11,1,-1.6456873641601533e-09|Running
-1708.723876953125,1099.9949951171875,2922.474365234375|0.013963645324110985,1.8199202145297022e-09,0.9999024868011475|6.593425805334618e-11,1,-1.8210184471456614e-09|Running
-1708.7222900390625,1099.9949951171875,2922.5869140625|0.013963643461465836,1.6827239601724386e-09,0.9999024868011475|6.096373406094813e-11,1,-1.6837393701507608e-09|Running
-1708.720703125,1099.9949951171875,2922.699462890625|0.013963642530143261,1.6645091971412285e-09,0.9999024868011475|6.030381749511093e-11,1,-1.6655136159116068e-09|Running
-1708.717529296875,1099.9949951171875,2922.924560546875|0.013963640667498112,1.7053337630912324e-09,0.9999024868011475|6.178283579183486e-11,1,-1.7063628288127575e-09|Running
-1708.71435546875,1099.9949951171875,2923.149658203125|0.013963639736175537,1.767274326880397e-09,0.9999024868011475|6.402687408035845e-11,1,-1.768340807117852e-09|Running
-1708.711181640625,1099.9949951171875,2923.374755859375|0.013963637873530388,1.7971686361306638e-09,0.9999024868011475|6.51099035797742e-11,1,-1.7982531019811177e-09|Running
-1708.7095947265625,1099.9949951171875,2923.4873046875|0.013963636010885239,1.6896973820124117e-09,0.9999024868011475|6.121630286015645e-11,1,-1.6907170108382275e-09|Running
-1708.7064208984375,1099.9949951171875,2923.71240234375|0.013963635079562664,1.7275674224492832e-09,0.9999024868011475|6.25882887184126e-11,1,-1.7286099218694062e-09|Running
-1708.7032470703125,1099.9949951171875,2923.9375|0.01396363414824009,1.7613855929354827e-09,0.9999024868011475|6.38134892150255e-11,1,-1.7624485204592588e-09|Running
-1708.70166015625,1099.9949951171875,2924.050048828125|0.013963633216917515,1.6843912931108207e-09,0.9999024868011475|6.102405386565479e-11,1,-1.685407702289865e-09|Running
-1708.698486328125,1099.9949951171875,2924.275146484375|0.01396363228559494,1.7225879611615369e-09,0.9999024868011475|6.240787747691101e-11,1,-1.7236274629794934e-09|Running
-1708.6953125,1099.9949951171875,2924.500244140625|0.013963631354272366,1.7566985643924227e-09,0.9999024868011475|6.364367366451518e-11,1,-1.7577587163586372e-09|Running
-1708.6937255859375,1099.9949951171875,2924.61279296875|0.013963630422949791,1.6538358460493896e-09,0.9999024868011475|5.991704354890715e-11,1,-1.6548338255262252e-09|Running
-1708.6905517578125,1099.9949951171875,2924.837890625|0.013963630422949791,1.7444151678702724e-09,0.9999024868011475|6.319864770398809e-11,1,-1.7454677703199195e-09|Running
-1708.6873779296875,1099.9949951171875,2925.06298828125|0.013963630422949791,1.733709287243812e-09,0.9999024868011475|6.281077741254748e-11,1,-1.7347555614222188e-09|Running
-1708.685791015625,1099.9949951171875,2925.175537109375|0.013963631354272366,1.658324699782554e-09,0.9999024868011475|6.007965652754521e-11,1,-1.6593254548169512e-09|Running
-1708.6826171875,1099.9949951171875,2925.400634765625|0.013963631354272366,1.7226992055086043e-09,0.9999024868011475|6.241186734090576e-11,1,-1.7237388183488633e-09|Running
-1708.679443359375,1099.9949951171875,2925.625732421875|0.01396363228559494,1.7552918007979201e-09,0.9999024868011475|6.359265891653365e-11,1,-1.7563509535634125e-09|Running
-1708.6778564453125,1099.9949951171875,2925.73828125|0.01396363228559494,1.6775227873466747e-09,0.9999024868011475|6.077515574132164e-11,1,-1.678535088700528e-09|Running
-1708.6746826171875,1099.9949951171875,2925.96337890625|0.01396363228559494,1.7147302466824499e-09,0.9999024868011475|6.212313996556418e-11,1,-1.7157649745414005e-09|Running
-1708.6715087890625,1099.9949951171875,2926.1884765625|0.01396363228559494,1.7479329095237972e-09,0.9999024868011475|6.332601804048821e-11,1,-1.7489876213971911e-09|Running
-1708.669921875,1099.9949951171875,2926.301025390625|0.01396363228559494,1.644558378366412e-09,0.9999024868011475|5.958084720036894e-11,1,-1.645550695705822e-09|Running
-1708.666748046875,1099.9949951171875,2926.526123046875|0.01396363228559494,1.7097177007485698e-09,0.9999024868011475|6.19415005398416e-11,1,-1.710749431005354e-09|Running
-1708.66357421875,1099.9949951171875,2926.751220703125|0.01396363228559494,1.7432195686950536e-09,0.9999024868011475|6.315524492261915e-11,1,-1.744271505010886e-09|Running
-1708.6619873046875,1099.9949951171875,2926.86376953125|0.01396363228559494,1.6664924995524188e-09,0.9999024868011475|6.037548239135049e-11,1,-1.6674981395681243e-09|Running
-1708.6588134765625,1099.9949951171875,2927.0888671875|0.01396363228559494,1.7044043953973187e-09,0.9999024868011475|6.17489878673716e-11,1,-1.705433017029634e-09|Running
-1708.6556396484375,1099.9949951171875,2927.31396484375|0.01396363228559494,1.7382373318497457e-09,0.9999024868011475|6.297471571992119e-11,1,-1.7392862705634116e-09|Running
-1708.654052734375,1099.9949951171875,2927.426513671875|0.01396363228559494,1.6619203790924075e-09,0.9999024868011475|6.02098162993947e-11,1,-1.6629232435505514e-09|Running
-1708.65087890625,1099.9949951171875,2927.651611328125|0.01396363228559494,1.7021362097580095e-09,0.9999024868011475|6.166678973018591e-11,1,-1.7031633881003927e-09|Running
-1708.647705078125,1099.9949951171875,2927.876708984375|0.01396363228559494,1.736121468809415e-09,0.9999024868011475|6.289803400338911e-11,1,-1.7371691862777539e-09|Running
-1708.6461181640625,1099.9949951171875,2927.9892578125|0.01396363228559494,1.6600574248570865e-09,0.9999024868011475|6.014229392281578e-11,1,-1.6610591790922058e-09|Running
-1708.6429443359375,1099.9949951171875,2928.21435546875|0.01396363228559494,1.6983291439842674e-09,0.9999024868011475|6.152882370269452e-11,1,-1.6993539908582989e-09|Running
-1708.6397705078125,1099.9949951171875,2928.439453125|0.01396363228559494,1.7579875333240125e-09,0.9999024868011475|6.369017119256526e-11,1,-1.7590483514240418e-09|Running
-1708.63818359375,1099.9949951171875,2928.552001953125|0.013963633216917515,1.6531157553956177e-09,0.9999024868011475|5.989076595769305e-11,1,-1.6541132907832434e-09|Running
-1708.635009765625,1099.9949951171875,2928.777099609375|0.013963633216917515,1.7415322517422283e-09,0.9999024868011475|6.309400918391717e-11,1,-1.7425831888573384e-09|Running
-1708.6318359375,1099.9949951171875,2929.002197265625|0.013963633216917515,1.7447735478626214e-09,0.9999024868011475|6.321142220766518e-11,1,-1.745826483379176e-09|Running
-1708.6302490234375,1099.9949951171875,2929.11474609375|0.013963633216917515,1.667572968599984e-09,0.9999024868011475|6.041452060845387e-11,1,-1.6685792747495043e-09|Running
-1708.6270751953125,1099.9949951171875,2929.33984375|0.013963633216917515,1.7046002387388626e-09,0.9999024868011475|6.175596839463893e-11,1,-1.7056288603711778e-09|Running
-1708.6239013671875,1099.9949951171875,2929.56494140625|0.013963633216917515,1.712050945457122e-09,0.9999024868011475|6.202588442860701e-11,1,-1.7130841190038382e-09|Running
-1708.6207275390625,1099.9949951171875,2929.7900390625|0.013963633216917515,1.7956345299552368e-09,0.9999024868011475|6.505402466716603e-11,1,-1.796718107627271e-09|Running
-1708.619140625,1099.9949951171875,2929.902587890625|0.01396363414824009,1.6590072648980936e-09,0.9999024868011475|6.01041438841321e-11,1,-1.660008352999398e-09|Running
-1708.615966796875,1099.9949951171875,2930.127685546875|0.01396363414824009,1.7464372170650222e-09,0.9999024868011475|6.327161711228158e-11,1,-1.7474910407599964e-09|Running
-1708.61279296875,1099.9949951171875,2930.352783203125|0.01396363414824009,1.7521755157900998e-09,0.9999024868011475|6.347949943474873e-11,1,-1.7532328921987528e-09|Running
-1708.6112060546875,1099.9949951171875,2930.46533203125|0.01396363414824009,1.6479049236295396e-09,0.9999024868011475|5.970187538784089e-11,1,-1.6488993503926963e-09|Running
-1708.6080322265625,1099.9949951171875,2930.6904296875|0.013963633216917515,1.7608209335051583e-09,0.9999024868011475|6.379268641110158e-11,1,-1.7618834169397246e-09|Running
-1708.6064453125,1099.9949951171875,2930.802978515625|0.013963633216917515,1.6290432336418803e-09,0.9999024868011475|5.901851229950239e-11,1,-1.6300262251078834e-09|Running
-1708.603271484375,1099.9949951171875,2931.028076171875|0.013963633216917515,1.6696758420309266e-09,0.9999024868011475|6.049057088564069e-11,1,-1.6706833694257739e-09|Running
-1708.60009765625,1099.9949951171875,2931.253173828125|0.013963633216917515,1.7059531565166708e-09,0.9999024868011475|6.180484596329805e-11,1,-1.7069825553051032e-09|Running
-1708.5985107421875,1099.9949951171875,2931.36572265625|0.013963633216917515,1.6326259233423457e-09,0.9999024868011475|5.914826961550546e-11,1,-1.633611135254398e-09|Running
-1708.5953369140625,1099.9949951171875,2931.5908203125|0.013963633216917515,1.6726564577851377e-09,0.9999024868011475|6.059851231920987e-11,1,-1.673665872559127e-09|Running
-1708.5921630859375,1099.9949951171875,2931.81591796875|0.013963633216917515,1.6833148208661441e-09,0.9999024868011475|6.09846478871745e-11,1,-1.6843305639113737e-09|Running
-1708.590576171875,1099.9949951171875,2931.928466796875|0.013963633216917515,1.612250666305215e-09,0.9999024868011475|5.841006150975048e-11,1,-1.613223554741694e-09|Running
-1708.58740234375,1099.9949951171875,2932.153564453125|0.01396363228559494,1.7267177687685376e-09,0.9999024868011475|6.255706369584502e-11,1,-1.7277597130771483e-09|Running
-1708.584228515625,1099.9949951171875,2932.378662109375|0.01396363228559494,1.7047749878429386e-09,0.9999024868011475|6.176209543795608e-11,1,-1.7058037204975562e-09|Running
-1708.5826416015625,1099.9949951171875,2932.4912109375|0.01396363228559494,1.65690750009162e-09,0.9999024868011475|6.002789931791597e-11,1,-1.6579073669475974e-09|Running
-1708.5794677734375,1099.9949951171875,2932.71630859375|0.01396363228559494,1.6939383229441773e-09,0.9999024868011475|6.13694858819791e-11,1,-1.6949606163052522e-09|Running
-1708.5762939453125,1099.9949951171875,2932.94140625|0.01396363228559494,1.7269924379448298e-09,0.9999024868011475|6.25669863141276e-11,1,-1.728034493275743e-09|Running
-1708.57470703125,1099.9949951171875,2933.053955078125|0.013963633216917515,1.6048971041016102e-09,0.9999024868011475|5.814360451439349e-11,1,-1.6058656626682932e-09|Running
-1708.571533203125,1099.9949951171875,2933.279052734375|0.013963633216917515,1.6955321591183292e-09,0.9999024868011475|6.1427189723684e-11,1,-1.6965553406578238e-09|Running
-1708.568359375,1099.9949951171875,2933.504150390625|0.013963633216917515,1.7285514131160085e-09,0.9999024868011475|6.262343421603589e-11,1,-1.7295944676476438e-09|Running
-1708.5667724609375,1099.9949951171875,2933.61669921875|0.01396363414824009,1.626899837070539e-09,0.9999024868011475|5.894070648215788e-11,1,-1.6278814962689125e-09|Running
-1708.5635986328125,1099.9949951171875,2933.841796875|0.01396363414824009,1.6669732261220815e-09,0.9999024868011475|6.039251043699068e-11,1,-1.667979088182392e-09|Running
-1708.5604248046875,1099.9949951171875,2934.06689453125|0.01396363414824009,1.6528693969064534e-09,0.9999024868011475|5.988153028990695e-11,1,-1.6538667102494742e-09|Running
-1708.558837890625,1099.9949951171875,2934.179443359375|0.01396363414824009,1.659100523632162e-09,0.9999024868011475|6.010726638638886e-11,1,-1.660101722755769e-09|Running
-1708.5556640625,1099.9949951171875,2934.404541015625|0.01396363414824009,1.720403153271377e-09,0.9999024868011475|6.232817734153073e-11,1,-1.721441322821704e-09|Running
-1708.552490234375,1099.9949951171875,2934.629638671875|0.01396363414824009,1.6988789264260618e-09,0.9999024868011475|6.154836362792793e-11,1,-1.6999041063670006e-09|Running
-1708.54931640625,1099.9949951171875,2934.854736328125|0.01396363414824009,1.7564303345096732e-09,0.9999024868011475|6.363336940706787e-11,1,-1.7574902644312829e-09|Running
-1708.5477294921875,1099.9949951171875,2934.96728515625|0.013963635079562664,1.6511715328348942e-09,0.9999024868011475|5.981996148429758e-11,1,-1.6521679579994952e-09|Running
-1708.546142578125,1099.9949951171875,2935.079833984375|0.013963635079562664,1.5831994604198485e-09,0.9999024868011475|5.735741048784604e-11,1,-1.5841548073325384e-09|Running
-1708.54296875,1099.9949951171875,2935.304931640625|0.013963635079562664,1.67464886402513e-09,0.9999024868011475|6.067050334346291e-11,1,-1.6756593890221438e-09|Running
-1708.539794921875,1099.9949951171875,2935.530029296875|0.013963635079562664,1.7090470150193937e-09,0.9999024868011475|6.191668705524123e-11,1,-1.710078301186968e-09|Running
-1708.53662109375,1099.9949951171875,2935.755126953125|0.013963633216917515,1.715353414866172e-09,0.9999024868011475|6.214514319813347e-11,1,-1.7163885868143325e-09|Running
-1708.5350341796875,1099.9949951171875,2935.86767578125|0.013963633216917515,1.6388210788420565e-09,0.9999024868011475|5.93724583386468e-11,1,-1.6398099544900901e-09|Running
-1708.5318603515625,1099.9949951171875,2936.0927734375|0.013963633216917515,1.6751426912264833e-09,0.9999024868011475|6.068832936190205e-11,1,-1.6761535492904045e-09|Running
-1708.5286865234375,1099.9949951171875,2936.31787109375|0.013963633216917515,1.7075344471706444e-09,0.9999024868011475|6.186183509893084e-11,1,-1.708564845159799e-09|Running
-1708.5255126953125,1099.9949951171875,2936.54296875|0.013963633216917515,1.659039794432715e-09,0.9999024868011475|6.010491410135543e-11,1,-1.6600408825340196e-09|Running
-1708.52392578125,1099.9949951171875,2936.655517578125|0.01396363414824009,1.6133628877312844e-09,0.9999024868011475|5.845009198868212e-11,1,-1.6143364423015782e-09|Running
-1708.520751953125,1099.9949951171875,2936.880615234375|0.01396363414824009,1.6764313270911657e-09,0.9999024868011475|6.073496566783021e-11,1,-1.6774429623112042e-09|Running
-1708.517578125,1099.9949951171875,2937.105712890625|0.01396363414824009,1.7336947433221894e-09,0.9999024868011475|6.280953535053868e-11,1,-1.7347409064782937e-09|Running
-1708.5159912109375,1099.9949951171875,2937.21826171875|0.01396363414824009,1.6549546177913044e-09,0.9999024868011475|5.995687973880948e-11,1,-1.6559532634019547e-09|Running
-1708.5128173828125,1099.9949951171875,2937.443359375|0.01396363414824009,1.6640370192888554e-09,0.9999024868011475|6.028590127105105e-11,1,-1.6650411049923264e-09|Running
-1708.5096435546875,1099.9949951171875,2937.66845703125|0.01396363414824009,1.7473338331797095e-09,0.9999024868011475|6.33036262298603e-11,1,-1.7483883230084984e-09|Running
-1708.508056640625,1099.9949951171875,2937.781005859375|0.01396363414824009,1.6406481728736821e-09,0.9999024868011475|5.94385304863998e-11,1,-1.6416381587447404e-09|Running
-1708.5048828125,1099.9949951171875,2938.006103515625|0.01396363414824009,1.7255775697222475e-09,0.9999024868011475|6.251539563795205e-11,1,-1.7266188478970435e-09|Running
-1708.5032958984375,1099.9949951171875,2938.11865234375|0.013963633216917515,1.5693270016825522e-09,0.9999024868011475|5.6854642521697585e-11,1,-1.5702740219225575e-09|Running
-1708.5001220703125,1099.9949951171875,2938.34375|0.013963633216917515,1.6595087526383168e-09,0.9999024868011475|6.012178949132974e-11,1,-1.6605101738065287e-09|Running
-1708.4969482421875,1099.9949951171875,2938.56884765625|0.013963633216917515,1.6652730305821706e-09,0.9999024868011475|6.033060856447392e-11,1,-1.6662778934417588e-09|Running
-1708.495361328125,1099.9949951171875,2938.681396484375|0.01396363228559494,1.6448385986578273e-09,0.9999024868011475|5.959028409607825e-11,1,-1.6458311380418422e-09|Running
-1708.4921875,1099.9949951171875,2938.906494140625|0.01396363228559494,1.680868555453685e-09,0.9999024868011475|6.089558024502395e-11,1,-1.6818828552089826e-09|Running
-1708.489013671875,1099.9949951171875,2939.131591796875|0.013963630422949791,1.738206911738871e-09,0.9999024868011475|6.297286303524885e-11,1,-1.7392558504525368e-09|Running
-1708.48583984375,1099.9949951171875,2939.356689453125|0.013963631354272366,1.7382367767382334e-09,0.9999024868011475|6.297393856380396e-11,1,-1.7392856044295968e-09|Running
-1708.4842529296875,1099.9949951171875,2939.46923828125|0.013963631354272366,1.6601147123651572e-09,0.9999024868011475|6.014368170159656e-11,1,-1.661116577622579e-09|Running
-1708.4810791015625,1099.9949951171875,2939.6943359375|0.013963631354272366,1.6942318659118882e-09,0.9999024868011475|6.137968605601785e-11,1,-1.6952542702952655e-09|Running
-1708.4794921875,1099.9949951171875,2939.806884765625|0.01396363228559494,1.5952816845299367e-09,0.9999024868011475|5.779485223733616e-11,1,-1.5962443589145892e-09|Running
-1708.476318359375,1099.9949951171875,2940.031982421875|0.013963630422949791,1.659955506383426e-09,0.9999024868011475|6.01378807862929e-11,1,-1.6609571495962427e-09|Running
-1708.47314453125,1099.9949951171875,2940.257080078125|0.013963631354272366,1.6938671576482989e-09,0.9999024868011475|6.136643276866138e-11,1,-1.6948892289647688e-09|Running
-1708.469970703125,1099.9949951171875,2940.482177734375|0.01396363228559494,1.6733961993864455e-09,0.9999024868011475|6.062478297153007e-11,1,-1.6744060582496445e-09|Running
-1708.4683837890625,1099.9949951171875,2940.5947265625|0.013963630422949791,1.6269129377022296e-09,0.9999024868011475|5.894076199330911e-11,1,-1.6278945969006031e-09|Running
-1708.466796875,1099.9949951171875,2940.707275390625|0.013963628560304642,1.6089514165429364e-09,0.9999024868011475|5.82900394618946e-11,1,-1.609922306577971e-09|Running
-1708.463623046875,1099.9949951171875,2940.932373046875|0.013963629491627216,1.6479446696138211e-09,0.9999024868011475|5.970270111621545e-11,1,-1.6489390963769779e-09|Running
-1708.46044921875,1099.9949951171875,2941.157470703125|0.013963628560304642,1.6640954170199507e-09,0.9999024868011475|6.028780252798072e-11,1,-1.6650995027234217e-09|Running
-1708.457275390625,1099.9949951171875,2941.382568359375|0.013963628560304642,1.6726738882866243e-09,0.9999024868011475|6.059858170814891e-11,1,-1.673683192038311e-09|Running
-1708.4556884765625,1099.9949951171875,2941.4951171875|0.013963629491627216,1.6264306568203324e-09,0.9999024868011475|5.892325516398955e-11,1,-1.627412093974101e-09|Running
-1708.4525146484375,1099.9949951171875,2941.72021484375|0.013963630422949791,1.687983086640088e-09,0.9999024868011475|6.115320055899431e-11,1,-1.6890017162651816e-09|Running
-1708.4493408203125,1099.9949951171875,2941.9453125|0.013963631354272366,1.7439286681408817e-09,0.9999024868011475|6.318000983496219e-11,1,-1.7449810485459238e-09|Running
