wasabi|true|3418
-136.87342834472656,276.8009033203125,-170.41824340820312|-0.12989698350429535,7.074798702433327e-08,0.9915274977684021|6.572963684448041e-08,1,-6.27414848963781e-08|Running
-136.89878845214844,276.69061279296875,-170.22866821289062|-0.13012444972991943,7.381471078815594e-08,0.9914976954460144|6.857365519863379e-08,1,-6.54480629691534e-08|Running
-136.9237518310547,276.56671142578125,-170.04212951660156|-0.13038666546344757,7.501781595919965e-08,0.9914632439613342|6.968518562189274e-08,1,-6.64994885823944e-08|Running
-136.9362030029297,276.4996643066406,-169.9490509033203|-0.13119861483573914,7.04733764678167e-08,0.9913560748100281|6.546147091057719e-08,1,-6.242451888738287e-08|Running
-136.9599151611328,276.3553161621094,-169.77606201171875|-0.1318231225013733,7.204366170299181e-08,0.9912732839584351|6.690675746767738e-08,1,-6.378039785204237e-08|Running
-136.97161865234375,276.2780456542969,-169.69139099121094|-0.13238146901130676,6.89419366040056e-08,0.9911988377571106|6.401963048574544e-08,1,-6.100382421436734e-08|Running
-136.9949493408203,276.1132507324219,-169.52273559570312|-0.13280943036079407,7.171255589355496e-08,0.9911416172981262|6.657412399135865e-08,1,-6.343280034570853e-08|Running
-137.01638793945312,275.9348449707031,-169.36781311035156|-0.13387200236320496,7.20844042234603e-08,0.9909986257553101|6.689897702472081e-08,1,-6.370190419602295e-08|Running
-137.04168701171875,275.8719787597656,-169.18907165527344|-0.13480599224567413,7.241100519195243e-08,0.9908720254898071|6.717746714457462e-08,1,-6.393870677356972e-08|Running
-137.05357360839844,275.8500061035156,-169.105712890625|-0.13552434742450714,6.927933071665393e-08,0.9907740354537964|6.426016341265495e-08,1,-6.113454276146513e-08|Running
-137.07359313964844,275.7522888183594,-168.96551513671875|-0.13598307967185974,7.30769755818983e-08,0.9907111525535583|6.775269412173657e-08,1,-6.446254019465414e-08|Running
-137.0961151123047,275.6329040527344,-168.80801391601562|-0.13705235719680786,7.439894034177996e-08,0.9905638098716736|6.89478198978577e-08,1,-6.556819442948836e-08|Running
-137.10653686523438,275.5680847167969,-168.7358856201172|-0.13814494013786316,6.994715562314013e-08,0.9904119968414307|6.480778580453261e-08,1,-6.158475684969744e-08|Running
-137.12738037109375,276.00762939453125,-168.5916290283203|-0.13886520266532898,7.265494872399358e-08,0.9903112649917603|6.727785972771017e-08,1,-6.393181450903285e-08|Jumping
-137.1493682861328,276.43353271484375,-168.44000244140625|-0.139847531914711,7.18324741910692e-08,0.9901730418205261|6.64769501668161e-08,1,-6.315647738119878e-08|Freefall
-137.16091918945312,276.6413879394531,-168.36050415039062|-0.1410411298274994,6.839406552217042e-08,0.990003764629364|6.327709201059406e-08,1,-6.006987263162955e-08|Freefall
-137.18528747558594,277.046875,-168.19418334960938|-0.1418919712305069,7.135741952879471e-08,0.9898821711540222|6.597257140583679e-08,1,-6.263012863882977e-08|Freefall
-137.19808959960938,277.2445068359375,-168.1073455810547|-0.14240853488445282,7.164940996062796e-08,0.9898079633712769|6.622128978506225e-08,1,-6.285960552077086e-08|Freefall
-137.2249298095703,277.6295471191406,-167.92633056640625|-0.14325867593288422,7.32614182652469e-08,0.9896852970123291|6.766467919305796e-08,1,-6.423038456659924e-08|Freefall
-137.25344848632812,278.0009460449219,-167.73553466796875|-0.1439114660024643,7.579145488989525e-08,0.989590585231781|6.99555897654136e-08,1,-6.641538874418984e-08|Freefall
-137.26832580566406,278.1815490722656,-167.63645935058594|-0.14540405571460724,7.021544234930843e-08,0.9893723726272583|6.478960301592451e-08,1,-6.14478139482344e-08|Freefall
-137.2996368408203,278.53253173828125,-167.4310302734375|-0.14626578986644745,7.303283666715288e-08,0.9892453551292419|6.733683477477825e-08,1,-6.387066520119333e-08|Freefall
-137.3330078125,278.869873046875,-167.2158966064453|-0.14718130230903625,7.45173167615576e-08,0.9891095161437988|6.86540104766209e-08,1,-6.512193806429423e-08|Freefall
-137.3502655029297,279.033447265625,-167.1056365966797|-0.14800141751766205,7.131512802516227e-08,0.988987147808075|6.568040333831959e-08,1,-6.228021476317736e-08|Freefall
-137.3850555419922,279.350341796875,-166.88380432128906|-0.14863111078739166,7.403583879295184e-08,0.9888927340507507|6.813297659391537e-08,1,-6.462698820541846e-08|Freefall
-137.41993713378906,279.65362548828125,-166.66159057617188|-0.1497672200202942,7.543065549953099e-08,0.9887213110923767|6.936526375511676e-08,1,-6.578397204748399e-08|Freefall
-137.4376983642578,279.8001708984375,-166.55050659179688|-0.1507849097251892,7.214389796672549e-08,0.9885665774345398|6.631938020973394e-08,1,-6.286266795996198e-08|Freefall
-137.47349548339844,280.0830078125,-166.328369140625|-0.15169650316238403,7.373692056944492e-08,0.9884271025657654|6.772782512598496e-08,1,-6.420589215849759e-08|Freefall
-137.50938415527344,280.35223388671875,-166.10626220703125|-0.15297994017601013,7.517946443158507e-08,0.9882292747497559|6.899755078393355e-08,1,-6.539396224525262e-08|Freefall
-137.52764892578125,280.48175048828125,-165.99525451660156|-0.15412959456443787,7.192907958142314e-08,0.988050639629364|6.598929758183658e-08,1,-6.2505073117336e-08|Freefall
-137.564453125,280.73052978515625,-165.77328491210938|-0.15526548027992249,7.279339797605644e-08,0.9878727793693542|6.672118502137891e-08,1,-6.320034628970461e-08|Freefall
-137.60134887695312,280.9656982421875,-165.55133056640625|-0.1563248187303543,7.311103189522328e-08,0.9877057075500488|6.695177745541514e-08,1,-6.342457226082843e-08|Freefall
-137.63824462890625,281.1872253417969,-165.32937622070312|-0.15702305734157562,7.55943503349954e-08,0.9875949621200562|6.91667025876086e-08,1,-6.554669340630426e-08|Freefall
-137.6566925048828,281.2928771972656,-165.21839904785156|-0.15786948800086975,7.102117649537831e-08,0.9874599575996399|6.495641713399891e-08,1,-6.153823051135987e-08|Freefall
-137.69358825683594,281.4939880371094,-164.99644470214844|-0.15899476408958435,7.263770385179669e-08,0.9872794151306152|6.637574045953443e-08,1,-6.28842329319923e-08|Freefall
-137.7312469482422,281.68145751953125,-164.77462768554688|-0.15971332788467407,7.627232179174825e-08,0.9871634244918823|6.963880139210232e-08,1,-6.59972556604771e-08|Freefall
-137.75018310546875,281.77008056640625,-164.66372680664062|-0.16090872883796692,7.047794525760764e-08,0.9869692921638489|6.432361487895832e-08,1,-6.09215646818484e-08|Freefall
-137.7880859375,281.9371337890625,-164.4419403076172|-0.16171181201934814,7.21529787028885e-08,0.9868380427360535|6.579188749356035e-08,1,-6.233408811340269e-08|Freefall
-137.82598876953125,282.0905456542969,-164.2201690673828|-0.16232718527317047,7.473833107951577e-08,0.9867370128631592|6.80917295881045e-08,1,-6.454120438093014e-08|Freefall
-137.8638916015625,282.2303161621094,-163.99839782714844|-0.16377578675746918,7.372467081268042e-08,0.9864975810050964|6.711319144869776e-08,1,-6.359179849368957e-08|Freefall
-137.88316345214844,282.29510498046875,-163.88755798339844|-0.16460993885993958,7.161919768350344e-08,0.9863587617874146|6.517063155797587e-08,1,-6.173358713112975e-08|Freefall
-137.92198181152344,282.4144592285156,-163.6659393310547|-0.16549468040466309,7.318822525803625e-08,0.9862107038497925|6.653950634927241e-08,1,-6.304564692527492e-08|Freefall
-137.9608917236328,282.5201721191406,-163.44432067871094|-0.16628560423851013,7.459076556415312e-08,0.986077606678009|6.775776029144254e-08,1,-6.421768716791121e-08|Freefall
-137.9803466796875,282.56793212890625,-163.33351135253906|-0.16709373891353607,7.015290037770683e-08,0.9859409928321838|6.370140681610792e-08,1,-6.035735822251809e-08|Freefall
-137.9998016357422,282.6122741699219,-163.2227020263672|-0.1675376445055008,6.942630648154591e-08,0.9858656525611877|6.30146814728505e-08,1,-5.971298122631197e-08|Freefall
-138.03871154785156,282.6907653808594,-163.00108337402344|-0.1680201292037964,7.239963650818027e-08,0.985783576965332|6.565763754906584e-08,1,-6.225284465699588e-08|Freefall
-138.07762145996094,282.755615234375,-162.7794647216797|-0.16861186921596527,7.288217318546231e-08,0.9856825470924377|6.604349778172036e-08,1,-6.264335183914227e-08|Freefall
-138.09707641601562,282.7829284667969,-162.6686553955078|-0.1690676063299179,6.982688915968538e-08,0.985604465007782|6.325188195432929e-08,1,-5.999673646783776e-08|Freefall
-138.135986328125,282.82733154296875,-162.44703674316406|-0.16969361901283264,7.375476940296721e-08,0.9854968786239624|6.676123831539371e-08,1,-6.334450830536298e-08|Freefall
-138.1756591796875,282.8581237792969,-162.22555541992188|-0.17085181176662445,7.188656070411525e-08,0.9852967262268066|6.502339289227166e-08,1,-6.168415467300292e-08|Freefall
-138.19558715820312,282.868408203125,-162.11483764648438|-0.17134419083595276,7.109107258429503e-08,0.9852112531661987|6.428160048699283e-08,1,-6.09785928418205e-08|Freefall
-138.23548889160156,282.8787536621094,-161.89340209960938|-0.17198185622692108,7.280261371533925e-08,0.9851000905036926|6.578131461765224e-08,1,-6.241945982310426e-08|Freefall
-138.27540588378906,282.87548828125,-161.67196655273438|-0.17302082479000092,7.434833548813913e-08,0.9849181771278381|6.713227662658028e-08,1,-6.369367611114285e-08|Freefall
-138.29568481445312,282.8687438964844,-161.56130981445312|-0.17395082116127014,7.115850308991867e-08,0.9847543239593506|6.423184117920755e-08,1,-6.091399740171255e-08|Freefall
-138.3365020751953,282.84503173828125,-161.3400421142578|-0.17478327453136444,7.287701464520069e-08,0.984606921672821|6.573343824811673e-08,1,-6.234763105794627e-08|Freefall
-138.37741088867188,282.80767822265625,-161.11878967285156|-0.1755284070968628,7.441499150218078e-08,0.9844743609428406|6.707231392510948e-08,1,-6.36297841083433e-08|Freefall
-138.3978729248047,282.7839050292969,-161.00816345214844|-0.1761954128742218,7.121426648382112e-08,0.9843552112579346|6.416613729243181e-08,1,-6.086064274768432e-08|Freefall
-138.4387969970703,282.72613525390625,-160.7869110107422|-0.1767071932554245,7.398839585448513e-08,0.9842634797096252|6.661739604396644e-08,1,-6.321135259668154e-08|Freefall
-138.47972106933594,282.65472412109375,-160.56565856933594|-0.17740589380264282,7.319701467167761e-08,0.984137773513794|6.585943168602171e-08,1,-6.250462547541247e-08|Freefall
-138.50018310546875,282.6139221191406,-160.4550323486328|-0.17778703570365906,7.156874914926448e-08,0.9840689897537231|6.437368682554734e-08,1,-6.109728900582923e-08|Freefall
-138.54110717773438,282.5220947265625,-160.23377990722656|-0.1782159060239792,7.326180906375157e-08,0.9839913845062256|6.585287337657064e-08,1,-6.252674467077668e-08|Freefall
-138.58203125,282.4166259765625,-160.0125274658203|-0.17849023640155792,7.695847159538971e-08,0.9839416742324829|6.913497685445691e-08,1,-6.567315580241484e-08|Freefall
-138.6024932861328,282.3587951660156,-159.9019012451172|-0.17889642715454102,7.236146615241523e-08,0.983867883682251|6.498795102061194e-08,1,-6.173120681296496e-08|Freefall
-138.64341735839844,282.2328796386719,-159.68064880371094|-0.1792093813419342,7.396599244202662e-08,0.9838109612464905|6.639113792061835e-08,1,-6.308943767407982e-08|Freefall
-138.66387939453125,282.1648254394531,-159.5700225830078|-0.1794896423816681,7.082523012513775e-08,0.983759880065918|6.355544712732808e-08,1,-6.039856259576482e-08|Freefall
-138.70480346679688,282.01849365234375,-159.34877014160156|-0.17974063754081726,7.258629608486444e-08,0.9837140440940857|6.510110495128174e-08,1,-6.18929689721881e-08|Freefall
-138.7457275390625,281.8585205078125,-159.1275177001953|-0.1799975335597992,7.307864535732733e-08,0.9836670756340027|6.55109246849861e-08,1,-6.230445137589413e-08|Freefall
-138.7661895751953,281.7734375,-159.0168914794922|-0.18016719818115234,7.111537314585803e-08,0.9836360216140747|6.373688421490442e-08,1,-6.062413149265922e-08|Freefall
-138.80711364746094,281.5930480957031,-158.79563903808594|-0.18032166361808777,7.389893852405294e-08,0.9836077094078064|6.62030998910268e-08,1,-6.29936991458635e-08|Freefall
-138.84803771972656,281.3990173339844,-158.5743865966797|-0.18104179203510284,7.424318937410135e-08,0.983475387096405|6.648590300528667e-08,1,-6.325166879150856e-08|Freefall
-138.88970947265625,281.1913757324219,-158.353271484375|-0.18151739239692688,7.675523505668025e-08,0.9833877086639404|6.870870805641971e-08,1,-6.536934193945854e-08|Freefall
-138.91064453125,281.0824279785156,-158.24273681640625|-0.18216688930988312,7.103955113052507e-08,0.983267605304718|6.358127535577296e-08,1,-6.046894185374185e-08|Freefall
-138.9525604248047,280.8543395996094,-158.02166748046875|-0.18254169821739197,7.38364178687334e-08,0.9831981062889099|6.60554064779717e-08,1,-6.283428888309572e-08|Freefall
-138.99449157714844,280.6126403808594,-157.80059814453125|-0.18296116590499878,7.486786302024484e-08,0.9831201434135437|6.695049847849077e-08,1,-6.369366190028813e-08|Freefall
-139.0364227294922,280.3572998046875,-157.57952880859375|-0.18326899409294128,7.722573514001851e-08,0.9830628037452698|6.903223948029336e-08,1,-6.56868195392235e-08|Freefall
-139.05738830566406,280.2245178222656,-157.468994140625|-0.1836421936750412,7.246363509239018e-08,0.9829931855201721|6.476401637200979e-08,1,-6.161815946370552e-08|Freefall
-139.0982208251953,279.9487609863281,-157.25155639648438|-0.18379856646060944,7.407282254234815e-08,0.9829639196395874|6.608251368334095e-08,1,-6.300022903360514e-08|Landed
-139.1340789794922,279.8768005371094,-157.06175231933594|-0.18387651443481445,7.508766231012487e-08,0.9829493761062622|6.63827677271911e-08,1,-6.397220175813345e-08|Landed
-139.14950561523438,279.8311462402344,-156.9773712158203|-0.18404121696949005,7.35827114795029e-08,0.9829185009002686|6.45643041252697e-08,1,-6.277246455965724e-08|Landed
-139.17919921875,279.7060241699219,-156.8134307861328|-0.18427109718322754,7.648904443158244e-08,0.9828754663467407|6.614460090759167e-08,1,-6.5420813655237e-08|Landed
-139.20343017578125,279.6719055175781,-156.67723083496094|-0.18516448140144348,7.804049317883255e-08,0.9827075600624084|6.658596873876377e-08,1,-6.686744313810777e-08|Landed
-139.21595764160156,279.6329040527344,-156.60455322265625|-0.1865369975566864,7.431373205690761e-08,0.9824479222297668|6.282750319996921e-08,1,-6.371236338509334e-08|Landed
-139.2440185546875,279.5163269042969,-156.4452362060547|-0.18777963519096375,8.126948358722075e-08,0.982211172580719|6.608556191167736e-08,1,-7.010708458210502e-08|Landed
-139.2672882080078,279.484130859375,-156.31069946289062|-0.18908511102199554,9.343228413172255e-08,0.9819607138633728|7.009479929820372e-08,1,-8.165133635884558e-08|Running
-139.2790985107422,279.447021484375,-156.23883056640625|-0.1902790665626526,9.590850424956443e-08,0.981730043888092|6.736231483728261e-08,1,-8.463717904305668e-08|Running
-139.30523681640625,279.33587646484375,-156.07798767089844|-0.19175954163074493,9.697090064264557e-08,0.9814419150352478|5.6342219778571234e-08,1,-8.779606730513478e-08|Running
-139.3325958251953,279.2006530761719,-155.88694763183594|-0.19405828416347504,1.0323729071615162e-07,0.9809899926185608|4.332202152568243e-08,1,-9.66679536418269e-08|Running
-139.34674072265625,279.1278991699219,-155.77880859375|-0.1954924613237381,1.0441326736554402e-07,0.980705201625824|3.4832417838970287e-08,1,-9.952408674962498e-08|Running
-139.37509155273438,278.9721984863281,-155.5548553466797|-0.19749745726585388,1.0377803505434713e-07,0.9803034067153931|2.4349223082253957e-08,1,-1.0095764224615777e-07|Running
-139.38905334472656,278.8892517089844,-155.44139099121094|-0.19862981140613556,1.121416275395859e-07,0.9800745844841003|2.1508268943648545e-08,1,-1.100624871241962e-07|Running
-139.41653442382812,278.7131042480469,-155.21322631835938|-0.20130495727062225,1.2536048643596587e-07,0.9795286059379578|2.063652893014023e-08,1,-1.2373936897347448e-07|Running
-139.4409637451172,278.66680908203125,-155.01219177246094|-0.20398540794849396,1.4307352103060111e-07,0.978973925113678|2.4543505006136e-08,1,-1.410323591244378e-07|Running
-139.45355224609375,278.6289367675781,-154.92303466796875|-0.2054116129875183,1.5026660094008548e-07,0.9786756634712219|2.6930104368716457e-08,1,-1.478884712469153e-07|Running
-139.479248046875,278.51068115234375,-154.71722412109375|-0.20889103412628174,2.0350472595964675e-07,0.9779389500617981|3.918414392956038e-08,1,-1.9972567599779723e-07|Running
-139.50514221191406,278.9502258300781,-154.50225830078125|-0.2120790034532547,4.116205332138634e-07,0.9772525429725647|8.258005124162082e-08,1,-4.032806373288622e-07|Jumping
-139.52049255371094,279.1648864746094,-154.39419555664062|-0.21315883100032806,4.254585235230479e-07,0.9770175814628601|8.591691624815212e-08,1,-4.167218605743983e-07|Freefall
-139.5584716796875,279.583984375,-154.17649841308594|-0.2144095003604889,3.838883628759504e-07,0.9767438769340515|7.799098966643214e-08,1,-3.75908541627723e-07|Freefall
-139.60491943359375,279.9894714355469,-153.95729064941406|-0.21506792306900024,2.5631510425228043e-07,0.9765990972518921|5.2299611752459896e-08,1,-2.5093933686548553e-07|Freefall
-139.62913513183594,280.1871032714844,-153.84751892089844|-0.2157416045665741,1.9289409181055817e-07,0.976450502872467|3.9546737440332436e-08,1,-1.888085705559206e-07|Freefall
-139.6786651611328,280.5721435546875,-153.62808227539062|-0.2165885716676712,9.767561692797244e-08,0.9762629866600037|2.0405726885996955e-08,1,-9.552341140306453e-08|Freefall
-139.72927856445312,280.94354248046875,-153.40884399414062|-0.21808604896068573,6.7113745672031655e-09,0.9759295582771301|2.0899073582825167e-09,1,-6.4098837349035875e-09|Freefall
-139.75502014160156,281.1241455078125,-153.29933166503906|-0.22012783586978912,-3.44582318234643e-08,0.975471019744873|-6.2762843811015046e-09,1,3.3908385432823707e-08|Freefall
-139.80755615234375,281.4751281738281,-153.08055114746094|-0.22144052386283875,-7.307204441531212e-08,0.9751738905906677|-1.4224748490221373e-08,1,7.170219618046758e-08|Freefall
-139.86041259765625,281.8124694824219,-152.86184692382812|-0.22329789400100708,-1.047801134745896e-07,0.9747502207756042|-2.082988181939527e-08,1,1.0272256645293965e-07|Freefall
-139.88685607910156,281.9760437011719,-152.75250244140625|-0.2243676334619522,-1.1611987815740576e-07,0.9745045900344849|-2.323654690883359e-08,1,1.1380792841464427e-07|Freefall
-139.9397735595703,282.2929382324219,-152.5338134765625|-0.22550281882286072,-1.1010792633214805e-07,0.9742425084114075|-2.2168647362263982e-08,1,1.0788775028913733e-07|Freefall
-139.99269104003906,282.5962219238281,-152.31512451171875|-0.22698307037353516,-1.0472542300021814e-07,0.973898708820343|-2.1226590263268008e-08,1,1.0258494143045027e-07|Freefall
-140.0463409423828,282.8858947753906,-152.09661865234375|-0.2284962385892868,-9.833243552748172e-08,0.9735447764396667|-2.0060822336631645e-08,1,9.629614794448571e-08|Freefall
-140.07325744628906,283.0256042480469,-151.9873809814453|-0.22966067492961884,-9.10851341018315e-08,0.9732707738876343|-1.865977417025988e-08,1,8.918352278897146e-08|Freefall
-140.1271514892578,283.2948303222656,-151.76893615722656|-0.23055347800254822,-8.906667403607571e-08,0.9730596542358398|-1.83297625966361e-08,1,8.718959776388147e-08|Freefall
-140.1540985107422,283.4243469238281,-151.6597137451172|-0.23163631558418274,-8.145362784262034e-08,0.972802460193634|-1.6826065873942753e-08,1,7.972440840831041e-08|Freefall
-140.20799255371094,283.6731262207031,-151.44126892089844|-0.23235063254833221,-8.029977749401951e-08,0.972632110118866|-1.6649980949523524e-08,1,7.858175621322516e-08|Freefall
-140.2618865966797,283.9082946777344,-151.2228240966797|-0.23357294499874115,-7.803990342836187e-08,0.9723392724990845|-1.625654100223528e-08,1,7.635484422507943e-08|Freefall
-140.2891387939453,284.020751953125,-151.11367797851562|-0.23466640710830688,-7.292219805776767e-08,0.9720759391784668|-1.524149162435151e-08,1,7.133756696475757e-08|Freefall
-140.34393310546875,284.2354736328125,-150.8954620361328|-0.2353651225566864,-7.36267367074106e-08,0.9719070196151733|-1.5433055722269273e-08,1,7.20175208357432e-08|Freefall
-140.3988037109375,284.43658447265625,-150.67726135253906|-0.23652799427509308,-6.984883071936565e-08,0.9716246724128723|-1.4695404004783086e-08,1,6.83113157151638e-08|Freefall
-140.42625427246094,284.5320129394531,-150.5681610107422|-0.23759570717811584,-6.66392381276637e-08,0.9713641405105591|-1.406049232599571e-08,1,6.516457062843983e-08|Freefall
-140.48187255859375,284.7126770019531,-150.3501434326172|-0.23874911665916443,-6.567959331960083e-08,0.9710812568664551|-1.3901066964194797e-08,1,6.421782927645836e-08|Freefall
-140.53770446777344,284.8797302246094,-150.13218688964844|-0.23976171016693115,-6.493577586752508e-08,0.9708317518234253|-1.3778062246672107e-08,1,6.348403758238419e-08|Freefall
-140.5935821533203,285.03314208984375,-149.9142303466797|-0.24079681932926178,-6.329032942176127e-08,0.9705755710601807|-1.3459939829374434e-08,1,6.186970580301931e-08|Freefall
-140.62152099609375,285.104736328125,-149.8052520751953|-0.24159331619739532,-5.970829164425595e-08,0.9703775644302368|-1.2720036579594307e-08,1,5.836410110759971e-08|Freefall
-140.67739868164062,285.2377014160156,-149.58729553222656|-0.24220404028892517,-6.048516354439926e-08,0.9702253341674805|-1.2898177637055142e-08,1,5.912149347864215e-08|Freefall
-140.70533752441406,285.299072265625,-149.4783172607422|-0.2428520768880844,-5.7196615443899645e-08,0.970063328742981|-1.2211974542708504e-08,1,5.590450768977462e-08|Freefall
-140.76121520996094,285.41162109375,-149.26036071777344|-0.24343180656433105,-5.7335437730898775e-08,0.9699180126190186|-1.2249627090454851e-08,1,5.603926211961152e-08|Freefall
-140.8170928955078,285.5105285644531,-149.0424041748047|-0.2442735731601715,-5.831937244238361e-08,0.9697063565254211|-1.2474262511830148e-08,1,5.6998946007524864e-08|Freefall
-140.8453369140625,285.55487060546875,-148.93350219726562|-0.24529440701007843,-5.437758332504927e-08,0.9694486260414124|-1.1653041198655956e-08,1,5.314274176271283e-08|Freefall
-140.90211486816406,285.63336181640625,-148.7157745361328|-0.2463647872209549,-5.562401739211964e-08,0.9691771864891052|-1.1935274990548805e-08,1,5.435908789763744e-08|Freefall
-140.95970153808594,285.6982116699219,-148.49827575683594|-0.2481919527053833,-5.508030653800233e-08,0.9687108993530273|-1.1850684877856565e-08,1,5.382314327562199e-08|Freefall
-141.01824951171875,285.7494201660156,-148.28102111816406|-0.25006043910980225,-5.5427719303224876e-08,0.9682302474975586|-1.1955417988929185e-08,1,5.4158753926003556e-08|Freefall
-141.04794311523438,285.7699279785156,-148.17251586914062|-0.2521938383579254,-5.266173275231267e-08,0.9676767587661743|-1.1402618405043086e-08,1,5.1449067228759304e-08|Freefall
-141.10838317871094,285.80072021484375,-147.95579528808594|-0.25422531366348267,-5.405114578138637e-08,0.9671450257301331|-1.1727999904564967e-08,1,5.2804484340640556e-08|Freefall
-141.16986083984375,285.81787109375,-147.73936462402344|-0.25714826583862305,-5.383125412095069e-08,0.9663719534873962|-1.1723719772760433e-08,1,5.258484492287607e-08|Freefall
-141.20103454589844,285.82135009765625,-147.6312713623047|-0.2597803771495819,-5.042967288204636e-08,0.965667724609375|-1.1030316215965286e-08,1,4.925525942667264e-08|Freefall
-141.26370239257812,285.8180847167969,-147.4151611328125|-0.26151615381240845,-5.2019814233972284e-08,0.9651991128921509|-1.138077809770266e-08,1,5.0811856056043325e-08|Freefall
-141.3264617919922,285.8011779785156,-147.1990966796875|-0.26335781812667847,-5.268180203188422e-08,0.9646981954574585|-1.1531246180140897e-08,1,5.146164383518226e-08|Freefall
-141.35784912109375,285.7876281738281,-147.091064453125|-0.2650049924850464,-5.0206192980795095e-08,0.9642470479011536|-1.1009753109192388e-08,1,4.9041950944683776e-08|Freefall
-141.42062377929688,285.7502746582031,-146.875|-0.266267865896225,-5.18085876421992e-08,0.9638990759849548|-1.1349599482457506e-08,1,5.061376029402709e-08|Freefall
-141.4833984375,285.6993103027344,-146.658935546875|-0.2680676579475403,-5.248444523431317e-08,0.9634000658988953|-1.1500860708224536e-08,1,5.127821367523211e-08|Freefall
-141.5150909423828,285.6687316894531,-146.55099487304688|-0.2699073255062103,-4.923667162870515e-08,0.9628863334655762|-1.081287415161114e-08,1,4.8103494521001267e-08|Freefall
-141.57875061035156,285.5973205566406,-146.33518981933594|-0.27091848850250244,-5.165795258221806e-08,0.9626023173332214|-1.1325634652337158e-08,1,5.047736451047058e-08|Freefall
-141.64248657226562,285.5122985839844,-146.11940002441406|-0.2722274661064148,-5.234188904523762e-08,0.9622329473495483|-1.146643313632012e-08,1,5.115228418617335e-08|Freefall
-141.6743621826172,285.4646911621094,-146.01150512695312|-0.27356553077697754,-4.9107683253168943e-08,0.9618533849716187|-1.0770087932598926e-08,1,4.79920956308888e-08|Freefall
-141.7381134033203,285.3592224121094,-145.79571533203125|-0.2744481861591339,-5.0793133254956047e-08,0.9616019129753113|-1.1119562159933594e-08,1,4.9647770339333874e-08|Freefall
-141.80186462402344,285.2401428222656,-145.57992553710938|-0.2753848731517792,-5.156059756927789e-08,0.9613340497016907|-1.1271560573788975e-08,1,5.040556061430834e-08|Freefall
-141.833740234375,285.17547607421875,-145.47203063964844|-0.27634260058403015,-4.8416858078326186e-08,0.9610592126846313|-1.0588729892901938e-08,1,4.733396252731836e-08|Freefall
-141.89749145507812,285.03594970703125,-145.25624084472656|-0.2769269049167633,-5.048563167520115e-08,0.9608910083770752|-1.1018108203586507e-08,1,4.936503827934757e-08|Freefall
-141.96124267578125,284.8828125,-145.0404510498047|-0.27759942412376404,-5.1302251335982874e-08,0.9606969356536865|-1.1178443948267613e-08,1,5.017099624637922e-08|Freefall
-141.9931182861328,284.8011169433594,-144.93255615234375|-0.2783734202384949,-4.74467576339066e-08,0.9604729413986206|-1.0340412970322177e-08,1,4.640241257902744e-08|Freefall
-142.05686950683594,284.6275329589844,-144.71676635742188|-0.2787454128265381,-4.9996469186908143e-08,0.9603650569915771|-1.0872948763562817e-08,1,4.8903995519822274e-08|Freefall
-142.12062072753906,284.4403381347656,-144.5009765625|-0.2792961299419403,-5.010959469586851e-08,0.9602050185203552|-1.088138468219313e-08,1,4.90212670456458e-08|Freefall
-142.15249633789062,284.34161376953125,-144.39308166503906|-0.2797203063964844,-4.7910152289887264e-08,0.9600815176963806|-1.0400269978561028e-08,1,4.687204580022808e-08|Freefall
-142.21624755859375,284.13397216796875,-144.1772918701172|-0.2800458073616028,-4.9701778692679e-08,0.9599866271018982|-1.0770346392519059e-08,1,4.863149527523092e-08|Freefall
-142.2481231689453,284.0250244140625,-144.06939697265625|-0.28034207224845886,-4.828632782505338e-08,0.9599001407623291|-1.0458630406162683e-08,1,4.7249010037830885e-08|Freefall
-142.31187438964844,283.79693603515625,-143.85360717773438|-0.280701607465744,-4.85958864260283e-08,0.9597951173782349|-1.0510415648923299e-08,1,4.755764493324932e-08|Freefall
-142.37562561035156,283.55523681640625,-143.6378173828125|-0.28105759620666504,-4.813898968336616e-08,0.9596909284591675|-1.039813124492639e-08,1,4.711570866788861e-08|Freefall
-142.4393768310547,283.2998962402344,-143.42202758789062|-0.2812287211418152,-5.062053887172624e-08,0.9596408009529114|-1.091861090429802e-08,1,4.9549701230944265e-08|Freefall
-142.47125244140625,283.1671142578125,-143.3141326904297|-0.2815138101577759,-4.684702403778829e-08,0.9595571756362915|-1.0102354508489952e-08,1,4.5857685648798e-08|Freefall
-142.53500366210938,282.891357421875,-143.0983428955078|-0.2816508710384369,-4.942114628647687e-08,0.9595169425010681|-1.0643263159693106e-08,1,4.8382116091261196e-08|Freefall
-142.56687927246094,282.74835205078125,-142.99044799804688|-0.28185373544692993,-4.654615537447171e-08,0.9594573974609375|-1.0020933416399203e-08,1,4.556921595622043e-08|Freefall
-142.63063049316406,282.4521484375,-142.774658203125|-0.281987726688385,-4.844270762305314e-08,0.959417998790741|-1.0417119611361159e-08,1,4.743001369433841e-08|Freefall
-142.6943817138672,282.1423034667969,-142.55886840820312|-0.28164368867874146,-4.894955196732553e-08,0.95951908826828|-1.0504897396401702e-08,1,4.7931212776575194e-08|Freefall
-142.7259521484375,281.9822692871094,-142.4508819580078|-0.2809125483036041,-4.6876827752839745e-08,0.9597333669662476|-1.003796956666747e-08,1,4.5905494516773615e-08|Freefall
