mulu|true|2508
-464.2859191894531,896.9952392578125,264.75762939453125|0.4025379717350006,0.000004516200078796828,-0.9154033064842224|-0.0000016797193893580697,1,0.000004194926077616401|Running
-464.12127685546875,896.9952392578125,264.5168762207031|0.4139659106731415,0.000004556184649118222,-0.910292387008667|-0.000001746230736898724,1,0.0000042110696085728705|Running
-463.9515686035156,896.9952392578125,264.27972412109375|0.42576906085014343,0.000004694641575042624,-0.9048318862915039|-0.0000018545372313383268,1,0.000004315759724704549|Running
-463.7757873535156,896.9952392578125,264.0469970703125|0.43818163871765137,0.000005006787432648707,-0.8988864421844482|-0.000002038914090007893,1,0.000004576075752993347|Running
-463.5953063964844,896.9952392578125,263.81787109375|0.4509845972061157,0.000005456010967463953,-0.8925317525863647|-0.0000022890772015671246,1,0.000004956319571647327|Running
-463.40985107421875,896.9952392578125,263.5927734375|0.4641534686088562,0.000005945482371316757,-0.8857547640800476|-0.0000025683814328658627,1,0.000005366450295696268|Running
-463.21868896484375,896.9952392578125,263.37255859375|0.47782614827156067,0.000006471970209531719,-0.8784543871879578|-0.0000028791419026674703,1,0.000005801372026326135|Running
-463.0216064453125,896.9952392578125,263.1575927734375|0.49204200506210327,0.000007070102583384141,-0.8705714344978333|-0.000003240546448068926,1,0.000006289682005444774|Running
-462.82012939453125,896.9952392578125,262.94671630859375|0.5064899921417236,0.000007671646926610265,-0.8622458577156067|-0.0000036223734696250176,1,0.0000067694745666813105|Running
-462.6141357421875,896.9952392578125,262.74029541015625|0.5211162567138672,0.000008188619176507927,-0.8534857034683228|-0.000003981954705523094,1,0.000007163046120695071|Running
-462.4028625488281,896.9952392578125,262.53924560546875|0.5360478162765503,0.000008664605047670193,-0.8441876173019409|-0.0000043396721594035625,1,0.000007508204816986108|Running
-462.18817138671875,896.9952392578125,262.3418273925781|0.5509167313575745,0.00000906889090401819,-0.834560215473175|-0.00000467619247501716,1,0.000007779784027661663|Running
-461.9714050292969,896.9952392578125,262.146728515625|0.5653653740882874,0.000009240649887942709,-0.8248406052589417|-0.000004899673967884155,1,0.00000784459916758351|Running
-461.75347900390625,896.9952392578125,261.9529113769531|0.5791258811950684,0.000009074617992155254,-0.8152381181716919|-0.000004941204679198563,1,0.0000076211335908737965|Running
-461.5353088378906,896.9952392578125,261.7593688964844|0.5919806957244873,0.000008556925422453787,-0.8059521317481995|-0.0000047780622480786406,1,0.000007107624242053134|Running
-461.31707763671875,896.9952392578125,261.56585693359375|0.6038753390312195,0.00000776827164372662,-0.7970787882804871|-0.000004442117187863914,1,0.000006380532340699574|Running
-461.0981750488281,896.9952392578125,261.37310791015625|0.6149715185165405,0.00000687974670654512,-0.7885493636131287|-0.000004023751444037771,1,0.000005586529823631281|Running
-460.8791198730469,896.9952392578125,261.1805419921875|0.6252664923667908,0.000006026725259289378,-0.7804113030433655|-0.000003599933506848174,1,0.000004838227596337674|Running
-460.6600341796875,896.9952392578125,260.988037109375|0.6347733736038208,0.000005248677098279586,-0.7726983428001404|-0.0000031959327770891832,1,0.000004167194219917292|Running
-460.44091796875,896.9952392578125,260.7955017089844|0.6435385942459106,0.0000045539809434558265,-0.7654136419296265|-0.0000028209249194333097,1,0.0000035779437439487083|Running
-460.2217712402344,896.9952392578125,260.6029968261719|0.651617169380188,0.000003941774139093468,-0.7585480213165283|-0.0000024792327621980803,1,0.0000030667322334920755|Running
-460.002685546875,896.9952392578125,260.4105224609375|0.6590637564659119,0.0000034073191272909753,-0.7520870566368103|-0.0000021724267753597815,1,0.0000026267589419148862|Running
-459.7835693359375,896.9952392578125,260.218017578125|0.6659300327301025,0.0000029437317152769538,-0.7460141777992249|-0.000001899906692415243,1,0.0000022499930310004856|Running
-459.5644836425781,896.9952392578125,260.0255432128906|0.6722636818885803,0.000002543091568441014,-0.7403117418289185|-0.0000016595457736912067,1,0.0000019281594632047927|Running
-459.34539794921875,896.9952392578125,259.8330383300781|0.6781083941459656,0.0000021973503407934913,-0.7349619269371033|-0.0000014484286339211394,1,0.0000016533630287085543|Running
-459.11871337890625,896.9952392578125,259.6621398925781|0.7037981152534485,0.000009521382708044257,-0.7104000449180603|-0.000006464678790507605,1,0.000006998246135481168|Running
-458.8822326660156,896.9952392578125,259.5198059082031|0.7383949160575867,0.00003180950807291083,-0.6743685603141785|-0.000022263722712523304,1,0.000022791824449086562|Running
-458.6361389160156,896.9952392578125,259.40594482421875|0.772942066192627,0.000057420460507273674,-0.6344766020774841|-0.00004150430322624743,1,0.00003993849168182351|Running
-458.38043212890625,896.9952392578125,259.320556640625|0.8045421838760376,0.00007454387377947569,-0.5938955545425415|-0.00005572536610998213,1,0.00005002642501494847|Running
-458.1151123046875,896.9952392578125,259.2635803222656|0.8325055837631226,0.00007987421849975362,-0.5540167093276978|-0.00006180426134960726,1,0.00005130139834363945|Running
-457.8401794433594,896.9952392578125,259.2350158691406|0.8569043874740601,0.00007610621105413884,-0.5154753923416138|-0.000060961883718846366,1,0.00004630232433555648|Running
-457.5556335449219,896.9952392578125,259.23486328125|0.8780491948127747,0.0000676216441206634,-0.4785703718662262|-0.0000560211919946596,1,0.000038515292544616386|Running
-457.265625,896.9952392578125,259.2506103515625|0.8963040709495544,0.00005793473974335939,-0.44343993067741394|-0.00004952480230713263,1,0.000030546318157576025|Running
-456.9747619628906,896.9952392578125,259.26898193359375|0.9120232462882996,0.000048996829718817025,-0.4101385474205017|-0.000043056563299614936,1,0.000023719409000477754|Running
-456.6837463378906,896.9952392578125,259.2876892089844|0.9255307912826538,0.00004149414235143922,-0.3786723017692566|-0.00003731073593371548,1,0.00001838504795159679|Running
-456.3927001953125,896.9952392578125,259.3064880371094|0.9371165037155151,0.00003540442048688419,-0.3490167260169983|-0.00003242392267566174,1,0.000014381623259396292|Running
-456.1016540527344,896.9952392578125,259.3252868652344|0.9470361471176147,0.000030444090953096747,-0.3211270570755005|-0.000028286198357818648,1,0.00001138502648245776|Running
-455.8106689453125,896.9952392578125,259.3450622558594|0.9555622935295105,0.00002637364923430141,-0.2947891652584076|-0.000024788774680928327,1,0.000009113055966736283|Running
-455.51971435546875,896.9952392578125,259.3651428222656|0.9628587365150452,0.000022985206669545732,-0.27000555396080017|-0.000021810741600347683,1,0.000007350010491791181|Running
-455.22882080078125,896.9952392578125,259.3862609863281|0.9691150784492493,0.000020111150661250576,-0.2466088980436325|-0.000019238887034589425,1,0.000005946480996499304|Running
-454.93792724609375,896.9952392578125,259.40765380859375|0.9744468331336975,0.00001763551335898228,-0.22461837530136108|-0.000016989406503853388,1,0.000004809230631508399|Running
-454.647216796875,896.9952392578125,259.4310607910156|0.9790311455726624,0.000015524847185588442,-0.20371074974536896|-0.000015048070963530336,1,0.000003889426807290874|Running
-454.3566589355469,896.9952392578125,259.4560241699219|0.9829596281051636,0.00001378200886392733,-0.18382152915000916|-0.000013430365470412653,1,0.000003157963647026918|Running
-454.0661926269531,896.9952392578125,259.48236083984375|0.9863055348396301,0.00001231916576216463,-0.16492824256420135|-0.000012061385859851725,1,0.000002564469468779862|Running
-453.7759094238281,896.9952392578125,259.510986328125|0.9891625642776489,0.000011091236046922859,-0.14682430028915405|-0.00001090264595404733,1,0.0000020892096017632866|Running
-453.4859313964844,896.9952392578125,259.54217529296875|0.9915962219238281,0.000010092643606185447,-0.12937113642692566|-0.000009954776032827795,1,0.0000017123197721957695|Running
-453.19622802734375,896.9952392578125,259.5760192871094|0.9936522245407104,0.00000928966619540006,-0.11249548196792603|-0.000009189229785988573,1,0.000001411322841704532|Running
-452.9068603515625,896.9952392578125,259.6125183105469|0.9953668713569641,0.000008631871423858684,-0.09614957869052887|-0.000008559491107007489,1,0.0000011652437024167739|Running
-452.61767578125,896.9952392578125,259.6506042480469|0.9967579245567322,0.000008040100510697812,-0.08045859634876251|-0.000007989158802956808,1,9.55064820118423e-07|Running
-452.3289794921875,896.9952392578125,259.6920166015625|0.9978753328323364,0.0000075053799264424015,-0.06515214592218399|-0.0000074708741522044875,1,7.732503490842646e-07|Running
-452.0406799316406,896.9952392578125,259.7362976074219|0.998738706111908,0.0000070626801971229725,-0.05021002143621445|-0.0000070405103542725556,1,6.184014296195528e-07|Running
-451.7528076171875,896.9952392578125,259.78326416015625|0.99936443567276,0.000006687079803668894,-0.03564780578017235|-0.000006674048563581891,1,4.845534817832231e-07|Running
-451.4656066894531,896.9952392578125,259.83380126953125|0.9997732639312744,0.000006380228569469182,-0.021293291822075844|-0.000006373838914441876,1,3.6793721847061533e-07|Running
-451.1786804199219,896.9952392578125,259.8862609863281|0.9999728798866272,0.000006106463388277916,-0.007367767859250307|-0.000006104681233409792,1,2.6437479050400725e-07|Running
-450.8922424316406,896.9952392578125,259.9410400390625|0.9999810457229614,0.000005813374173158081,0.006158237345516682|-0.000005814535597892245,1,1.7072106572868506e-07|Running
-450.6060485839844,896.9952392578125,259.9974670410156|0.9998159408569336,0.000005488511760631809,0.019185125827789307|-0.000005491187948791776,1,8.682848573471347e-08|Running
-450.3199768066406,896.9952392578125,260.0542297363281|0.9995037913322449,0.00000509487426825217,0.031499579548835754|-0.000005097846496937564,1,1.4058541886186049e-08|Running
-450.0339050292969,896.9952392578125,260.111083984375|0.9990741610527039,0.000004617374997906154,0.043021295219659805|-0.000004619710580300307,1,-4.513339035838726e-08|Running
-449.7480163574219,896.9952392578125,260.16888427734375|0.9985452890396118,0.0000041125149436993524,0.053919415920972824|-0.0000041136399886454456,1,-9.011947810222409e-08|Running
-449.4621887207031,896.9952392578125,260.22698974609375|0.9979400038719177,0.000003634992708612117,0.06415402144193649|-0.000003634644372141338,1,-1.2213992306442378e-07|Running
-449.17657470703125,896.9952392578125,260.2861022949219|0.9972681999206543,0.0000032123064102052012,0.07386602461338043|-0.0000032104680940392427,1,-1.4362137790158158e-07|Running
-448.89141845703125,896.9952392578125,260.347412109375|0.9965223670005798,0.0000028892557111248607,0.08332604914903641|-0.000002885986077671987,1,-1.5968721811532305e-07|Running
-448.6065979003906,896.9952392578125,260.4103088378906|0.9957114458084106,0.0000026689951937441947,0.09251313656568527|-0.000002664324028955889,1,-1.7399874252532754e-07|Running
-448.3222961425781,896.9952392578125,260.4754638671875|0.9948297142982483,0.00000252535801337217,0.10155703872442245|-0.0000025192728116962826,1,-1.8817661384673556e-07|Running
-448.03887939453125,896.9952392578125,260.54412841796875|0.9938530921936035,0.0000024648179532960057,0.11070681363344193|-0.0000024571193080191733,1,-2.059714461211115e-07|Running
-447.6144104003906,896.9952392578125,260.6501770019531|0.9922512173652649,0.0000024540486265323125,0.12424782663583755|-0.00000244348734668165,1,-2.3738979848531017e-07|Running
-447.4731750488281,896.9952392578125,260.6864929199219|0.9916881322860718,0.0000024449595912301447,0.12866471707820892|-0.0000024334024146810407,1,-2.470234505835833e-07|Running
-447.1911315917969,896.9952392578125,260.76080322265625|0.9905176758766174,0.000002400495759502519,0.13738536834716797|-0.0000023869849883340066,1,-2.6309075451536046e-07|Running
-446.9092102050781,896.9952392578125,260.8356018066406|0.9893253445625305,0.0000023077432160789613,0.14572353661060333|-0.0000022925014491192997,1,-2.7252596623839054e-07|Running
-446.48681640625,896.9952392578125,260.9494934082031|0.987495481967926,0.000002087988377752481,0.15764735639095306|-0.000002070863729386474,1,-2.728867798396095e-07|Running
-446.3460388183594,896.9952392578125,260.9875793457031|0.9868906736373901,0.0000020056177163496614,0.16139031946659088|-0.0000019880385480064433,1,-2.7040556460633525e-07|Running
-446.0644836425781,896.9952392578125,261.063720703125|0.985709011554718,0.0000018083090935760993,0.16845688223838806|-0.0000017904121705214493,1,-2.581294040737703e-07|Running
-445.7832336425781,896.9952392578125,261.14080810546875|0.9845348000526428,0.0000016042164361351752,0.17518898844718933|-0.0000015864831084400066,1,-2.412740229829069e-07|Running
-445.50201416015625,896.9952392578125,261.21820068359375|0.9833835363388062,0.000001421538968315872,0.18154026567935944|-0.0000014041693248145748,1,-2.2420381640131382e-07|Running
-445.2208251953125,896.9952392578125,261.2956237792969|0.982269287109375,0.0000012565449196699774,0.18747557699680328|-0.000001239765879290644,1,-2.0675217626831e-07|Running
-444.9396667480469,896.9952392578125,261.37310791015625|0.9811984896659851,0.0000011040112894988852,0.19300146400928497|-0.000001088065687326889,1,-1.886145213347845e-07|Running
-444.6584777832031,896.9952392578125,261.4505615234375|0.9801740050315857,9.631419288780307e-07,0.19813862442970276|-9.482288305662223e-07,1,-1.7014690456562676e-07|Running
-444.3772888183594,896.9952392578125,261.5280456542969|0.9791970252990723,8.353558769158553e-07,0.20291174948215485|-8.215954494517064e-07,1,-1.5204652470401925e-07|Running
-444.0960998535156,896.9952392578125,261.6054992675781|0.9782677292823792,7.219193207674834e-07,0.20734573900699615|-7.09342998561624e-07,1,-1.3500114448561362e-07|Running
-443.81494140625,896.9952392578125,261.6829528808594|0.9773856997489929,6.229412292668712e-07,0.21146447956562042|-6.115218980085046e-07,1,-1.193980807556727e-07|Running
-443.3931579589844,896.9952392578125,261.79913330078125|0.9761393070220947,5.011397092857806e-07,0.21714529395103455|-4.913072189083323e-07,1,-9.926738897547693e-08|Running
-443.1119689941406,896.9952392578125,261.8765563964844|0.9753636717796326,4.3687040829354373e-07,0.2206031233072281|-4.2795045374077745e-07,1,-8.822671304642427e-08|Running
-442.8305358886719,896.9952392578125,261.95306396484375|0.9746730923652649,3.7199595226411475e-07,0.2236344963312149|-3.6413109683053335e-07,1,-7.640668542308049e-08|Running
-442.5489807128906,896.9952392578125,262.0292663574219|0.9740466475486755,3.049860879400512e-07,0.22634734213352203|-2.983311162552127e-07,1,-6.360863835652708e-08|Running
-442.2671813964844,896.9952392578125,262.1044921875|0.973503828048706,2.4066898163255246e-07,0.22867070138454437|-2.3526244774529914e-07,1,-5.090324606271679e-08|Running
-442.1262512207031,896.9952392578125,262.1419982910156|0.973257303237915,2.1057778099020652e-07,0.22971773147583008|-2.0578180226493714e-07,1,-4.4833875278982305e-08|Running
-441.8443908691406,896.9952392578125,262.2169189453125|0.972797155380249,1.7371802130128344e-07,0.23165851831436157|-1.6963096527433663e-07,1,-3.756172617386255e-08|Running
-441.562255859375,896.9952392578125,262.2908630371094|0.9724085927009583,1.5746437043162587e-07,0.23328426480293274|-1.536440663585381e-07,1,-3.454821850823464e-08|Running
-441.280029296875,896.9952392578125,262.3645324707031|0.9720695614814758,1.437590100294983e-07,0.23469285666942596|-1.4019428817846347e-07,1,-3.187320629649548e-08|Running
