yareu|true|1270
-1174.1627197265625,520.0071411132812,1664.810546875|-0.19194893538951874,6.528612317424631e-08,0.9814049005508423|7.005755975342254e-09,1,-6.51528964112913e-08|Running
-1174.282958984375,520.0071411132812,1665.4239501953125|-0.19201870262622833,5.887412513061463e-08,0.9813912510871887|6.220842951876193e-09,1,-5.877330266912395e-08|Running
-1174.4031982421875,520.0071411132812,1666.037353515625|-0.192074716091156,5.2453092536097756e-08,0.98138028383255|5.433658856190959e-09,1,-5.238481293190489e-08|Running
-1174.5474853515625,520.0071411132812,1666.7734375|-0.19212937355041504,4.474334147630543e-08,0.9813696146011353|4.4874512994397264e-09,1,-4.4714212776852946e-08|Running
-1174.81201171875,520.0071411132812,1668.1229248046875|-0.1922072172164917,3.0611076340392174e-08,0.9813543558120728|2.7511573019722846e-09,1,-3.0653843907657574e-08|Running
-1174.956298828125,520.0071411132812,1668.8590087890625|-0.19223615527153015,2.2908325902903925e-08,0.9813486933708191|1.8040966498489297e-09,1,-2.2990311876469605e-08|Running
-1175.148681640625,520.0071411132812,1669.8404541015625|-0.19226381182670593,1.2649718605928228e-08,0.9813432693481445|5.424677373966347e-10,1,-1.2783927694215436e-08|Running
-1175.38916015625,520.0071411132812,1671.0672607421875|-0.19228865206241608,-1.5200610214982646e-10,0.981338381767273|-1.032266494505052e-09,1,-4.737105152585741e-11|Running
-1175.5340576171875,520.0071411132812,1671.8033447265625|-0.19242960214614868,-7.854304762133779e-09,0.9813107848167419|-1.9821269070519065e-09,1,7.615207131550505e-09|Running
-1175.7515869140625,520.0071411132812,1672.907470703125|-0.19265863299369812,-1.957539375041506e-08,0.9812658429145813|-3.440708384871982e-09,1,1.927358717068728e-08|Running
-1175.9207763671875,520.0071411132812,1673.7662353515625|-0.1927899271249771,-2.879507299269335e-08,0.9812400341033936|-4.595984925970242e-09,1,2.8442594057764836e-08|Running
-1176.0416259765625,520.0071411132812,1674.379638671875|-0.19286029040813446,-3.5405978593416876e-08,0.9812262058258057|-5.4267159654841635e-09,1,3.50167752571906e-08|Running
-1176.1866455078125,520.0071411132812,1675.11572265625|-0.19292712211608887,-4.335057113280527e-08,0.9812130928039551|-6.426482901389363e-09,1,4.2917005060871816e-08|Running
-1176.3558349609375,520.0071411132812,1675.9744873046875|-0.19298849999904633,-5.262454294552299e-08,0.9812009930610657|-7.594826989532066e-09,1,5.213898646161397e-08|Running
-1176.4766845703125,520.0071411132812,1676.587890625|-0.19302256405353546,-5.924802692902631e-08,0.9811943173408508|-8.429855036240497e-09,1,5.872524155847714e-08|Running
-1176.6217041015625,520.0071411132812,1677.323974609375|-0.19305507838726044,-6.719177747527283e-08,0.9811879396438599|-9.43174160994431e-09,1,6.66242740976486e-08|Running
-1176.791015625,520.0071411132812,1678.1827392578125|-0.19308499991893768,-7.645092381380891e-08,0.9811820387840271|-1.059988807838863e-08,1,7.583123817767046e-08|Running
-1176.93603515625,520.0071411132812,1678.9188232421875|-0.19310469925403595,-8.437864806865036e-08,0.9811781644821167|-1.1600269189671053e-08,1,8.371424087272317e-08|Running
-1177.03271484375,520.0071411132812,1679.4095458984375|-0.19311514496803284,-8.965888298462232e-08,0.9811760783195496|-1.2266635707192108e-08,1,8.896466852092999e-08|Running
-1177.2288818359375,520.0071411132812,1680.389892578125|-0.19392161071300507,-1.0132077932212269e-07,0.9810170531272888|-1.3810470100850125e-08,1,1.0055138943698694e-07|Running
-1177.407470703125,520.0071411132812,1681.246337890625|-0.19611355662345886,-1.2154779938100546e-07,0.9805811643600464|-1.7073784164267636e-08,1,1.2054013609485992e-07|Running
-1177.510009765625,520.0071411132812,1681.735595703125|-0.1973448395729065,-9.061808015076167e-08,0.9803341627120972|-1.3202476445428601e-08,1,8.977820442623852e-08|Running
-1177.6639404296875,520.0071411132812,1682.469482421875|-0.19888554513454437,-2.7681668512968827e-08,0.9800227284431458|-5.42471179088011e-09,1,2.7145055980781763e-08|Running
-1177.8690185546875,520.0071411132812,1683.447998046875|-0.20051464438438416,4.416224186343243e-08,0.9796907305717468|2.6269113551080636e-09,1,-4.4540087174027576e-08|Running
-1178.0740966796875,520.0071411132812,1684.426513671875|-0.20171162486076355,1.0755893242730963e-07,0.9794449806213379|9.0473291081139e-09,1,-1.0795295679599803e-07|Running
-1178.2279052734375,520.0071411132812,1685.160400390625|-0.2023676484823227,8.003515716836773e-08,0.979309618473053|6.980506839227019e-09,1,-8.028362685763568e-08|Running
-1178.3818359375,520.0071411132812,1685.894287109375|-0.20286943018436432,1.521724080078002e-08,0.9792057871818542|1.5010849230279177e-09,1,-1.5229399963345713e-08|Running
-1178.6104736328125,520.0071411132812,1686.9962158203125|-0.2030429095029831,-8.271909734958172e-08,0.9791698455810547|-6.8831313981831954e-09,1,8.3051503452225e-08|Running
-1178.7613525390625,520.0071411132812,1687.7308349609375|-0.202702596783638,-9.245665211210508e-08,0.979240357875824|-7.806771229468268e-09,1,9.280071111561483e-08|Running
-1178.9437255859375,520.0071411132812,1688.58642578125|-0.20380838215351105,-4.1281218443600665e-08,0.979010820388794|-3.877381082872944e-09,1,4.135906905844422e-08|Running
-1179.1055908203125,520.0071411132812,1689.31884765625|-0.206058070063591,-9.876274909004223e-09,0.978539764881134|-2.9825619751733257e-09,1,9.464811157045006e-09|Running
-1179.3096923828125,520.0071411132812,1690.1695556640625|-0.21206043660640717,-5.2977966902290063e-08,0.9772565364837646|-1.811770289350534e-08,1,5.027944638413828e-08|Running
-1179.4949951171875,520.0071411132812,1690.8961181640625|-0.21901768445968628,-1.1205629135702111e-07,0.9757208824157715|-2.7107013522709167e-08,1,1.0875996991899228e-07|Running
-1179.619140625,520.0071411132812,1691.3804931640625|-0.22323772311210632,-1.1311526293411589e-07,0.9747640490531921|-2.3686746786211188e-08,1,1.106190694599718e-07|Running
-1179.76806640625,520.0071411132812,1691.987548828125|-0.22623087465763092,-1.1167704627723651e-07,0.9740737080574036|-2.06302743777087e-08,1,1.098580497682633e-07|Running
-1179.9217529296875,520.0071411132812,1692.7216796875|-0.22306400537490845,-1.0856027898853426e-07,0.9748038053512573|-1.860808751530385e-08,1,1.0710819964288021e-07|Running
-1180.029052734375,520.0071411132812,1693.58984375|-0.20197005569934845,-2.6896393023889686e-07,0.9793916940689087|-5.52115473340109e-08,1,2.632377515965345e-07|Running
-1180.0880126953125,520.0071411132812,1694.33740234375|-0.17764553427696228,-4.309271162128425e-07,0.9840945601463318|-8.050744781940011e-08,1,4.233590402691334e-07|Running
-1180.1002197265625,520.0071411132812,1695.2122802734375|-0.1403331160545349,-7.503139727305097e-07,0.9901043176651001|-1.1470120142575979e-07,1,7.415557661261118e-07|Running
-1180.0841064453125,520.0071411132812,1696.08740234375|-0.10258004814386368,-7.690456982345495e-07,0.9947247505187988|-8.920427774228301e-08,1,7.639250156898925e-07|Running
-1180.078369140625,520.0071411132812,1696.7125244140625|-0.08202799409627914,-5.175042474547809e-07,0.9966300129890442|-4.734468816991466e-08,1,5.153573852112459e-07|Running
-1180.128662109375,520.0071411132812,1697.335205078125|-0.07833084464073181,-9.247001742096472e-08,0.9969274401664734|-2.482180239127274e-09,1,9.255998634216667e-08|Running
-1180.21435546875,520.0071411132812,1697.954345703125|-0.08638212829828262,3.0865908939858855e-08,0.9962620735168457|6.9958674409065225e-09,1,-3.0375129966841996e-08|Running
-1180.34619140625,520.0071411132812,1698.6925048828125|-0.10361215472221375,-2.085146633135082e-07,0.994617760181427|-1.755619649657092e-08,1,2.078141250194676e-07|Running
-1180.4898681640625,520.0071411132812,1699.30078125|-0.12410980463027954,-3.975340234774194e-07,0.9922685027122498|-4.258396302248002e-08,1,3.95305249867306e-07|Running
-1180.6776123046875,520.0071411132812,1700.02685546875|-0.14999009668827057,-4.980024073120148e-07,0.9886875152587891|-6.495638160686212e-08,1,4.93846243898588e-07|Running
-1180.875244140625,520.0071411132812,1700.75048828125|-0.1737602949142456,-4.2337939021308557e-07,0.9847880005836487|-6.605621649669047e-08,1,4.182640793715109e-07|Running
-1181.043212890625,520.0071411132812,1701.3525390625|-0.1906532645225525,-3.230724416880548e-07,0.9816574454307556|-5.666848323926388e-08,1,3.1810324685466185e-07|Running
-1181.2451171875,520.0071411132812,1702.0745849609375|-0.20733286440372467,-2.0878438533600274e-07,0.9782704710960388|-4.069212877766404e-08,1,2.0479772899761883e-07|Running
-1181.413818359375,520.0071411132812,1702.67626953125|-0.21856500208377838,-1.4427016026274941e-07,0.975822389125824|-2.995097503344368e-08,1,1.4113626889411535e-07|Running
-1181.6162109375,520.0071411132812,1703.3984375|-0.22944289445877075,-1.2840752106058062e-07,0.9733221530914307|-2.8277838737267302e-08,1,1.2526108150723303e-07|Running
-1181.784912109375,520.0071411132812,1704.000244140625|-0.23671329021453857,-1.1731780347190579e-07,0.9715795516967773|-2.6791296292572042e-08,1,1.1422218904044712e-07|Running
-1181.9517822265625,520.0071411132812,1704.6025390625|-0.24217398464679718,-1.2762903622842714e-07,0.9702328443527222|-3.005709814374313e-08,1,1.2404237281771202e-07|Running
-1182.34619140625,520.0071411132812,1706.0498046875|-0.2508798837661743,-9.256826416503827e-08,0.9680182337760925|-2.288361145019735e-08,1,8.969585252316392e-08|Running
-1182.7403564453125,520.0071411132812,1707.4970703125|-0.2560434639453888,-9.176603299465569e-08,0.9666652679443359|-2.3373722513042594e-08,1,8.873944778997611e-08|Running
-1182.964599609375,520.0071411132812,1708.3427734375|-0.2565009593963623,-3.053852637435739e-08,0.966543972492218|-7.993789630234005e-09,1,2.9474200857748656e-08|Running
-1183.156494140625,520.0071411132812,1709.06787109375|-0.25635242462158203,2.1598214772211577e-08,0.9665833711624146|5.102677835822078e-09,1,-2.099159779334059e-08|Running
-1183.38037109375,520.0071411132812,1709.9139404296875|-0.25616970658302307,8.220164460226442e-08,0.9666318297386169|2.0324717908692946e-08,1,-7.965294201994766e-08|Running
-1183.5704345703125,520.0071411132812,1710.6396484375|-0.25569504499435425,9.815538248858502e-08,0.9667574763298035|2.4409411381043356e-08,1,-9.507453313517544e-08|Running
-1183.8865966796875,520.0071411132812,1711.849365234375|-0.2546568810939789,3.491720690362854e-09,0.9670314788818359|1.032389396193878e-09,1,-3.3388940501311026e-09|Running
-1184.0535888671875,520.0071411132812,1712.4515380859375|-0.25631922483444214,-4.94525629335385e-08,0.9665921926498413|-1.2065038745845413e-08,1,4.796238073367931e-08|Running
-1184.2630615234375,520.0071411132812,1713.1715087890625|-0.26065143942832947,-1.0226037971960977e-07,0.9654330015182495|-2.5392864699824713e-08,1,9.906611353471817e-08|Running
-1184.4808349609375,520.0071411132812,1713.889404296875|-0.26649555563926697,-1.2271738114577602e-07,0.963836133480072|-3.138255522117106e-08,1,1.1864472782008306e-07|Running
-1184.7457275390625,520.0071411132812,1714.723388671875|-0.27489957213401794,-1.1922880105430522e-07,0.9614729285240173|-3.1663468291753816e-08,1,1.1495333751554426e-07|Running
-1185.1131591796875,520.0071411132812,1715.9183349609375|-0.2819460332393646,-8.879525381644271e-08,0.9594302773475647|-2.495144713066111e-08,1,8.521755034962553e-08|Running
-1185.3656005859375,520.0071411132812,1716.7562255859375|-0.28398212790489197,-1.0564613006636137e-07,0.9588295817375183|-3.0780874737956765e-08,1,1.0106583658853197e-07|Running
-1185.580322265625,520.0071411132812,1717.4747314453125|-0.28455430269241333,-1.268974330059791e-07,0.9586599469184875|-3.767811307398006e-08,1,1.211857920679904e-07|Running
-1185.752685546875,520.0071411132812,1718.075439453125|-0.2834151089191437,-7.763007658923016e-08,0.9589973092079163|-2.3290581907531305e-08,1,7.406607949178579e-08|Running
-1185.961181640625,520.0071411132812,1718.796142578125|-0.28220564126968384,-6.065853153103262e-09,0.9593539237976074|-2.1283939055649626e-09,1,5.696759064477419e-09|Running
-1186.1318359375,520.0071411132812,1719.3973388671875|-0.2808011472225189,4.739137793308146e-08,0.9597659707069397|1.378412406438656e-08,1,-4.534519959520367e-08|Running
-1186.3021240234375,520.0071411132812,1719.99853515625|-0.279398113489151,9.183332139173217e-08,0.9601753354072571|2.7198295171615428e-08,1,-8.772790494049332e-08|Running
-1186.5390625,520.0071411132812,1720.841064453125|-0.2773995101451874,8.724897782030894e-08,0.9607546329498291|2.625396255950818e-08,1,-8.323263500642497e-08|Running
-1186.73046875,520.0071411132812,1721.566162109375|-0.2733558416366577,-1.4563150685376058e-08,0.961912989616394|-2.8567075371910278e-09,1,1.4327961928017885e-08|Running
-1186.91943359375,520.0071411132812,1722.2919921875|-0.26899564266204834,-9.923698485181376e-08,0.9631413817405701|-2.6932566399295865e-08,1,9.551271062946398e-08|Running
-1187.100830078125,520.0071411132812,1723.019775390625|-0.26363348960876465,-1.1016916801054322e-07,0.9646229147911072|-2.991363601267949e-08,1,1.0603410771636845e-07|Running
-1187.27734375,520.0071411132812,1723.74853515625|-0.25789889693260193,-1.1724051773853716e-07,0.96617192029953|-3.0681324147963096e-08,1,1.1315567860492592e-07|Running
-1187.476806640625,520.0071411132812,1724.6004638671875|-0.2508615553379059,-1.1435392366365704e-07,0.9680230021476746|-2.8279155017685298e-08,1,1.1080291528742237e-07|Running
-1187.6787109375,520.0071411132812,1725.45166015625|-0.24574628472328186,-1.0811766060214723e-07,0.9693341851234436|-2.5790152236027097e-08,1,1.0499972802335833e-07|Running
-1187.8778076171875,520.0071411132812,1726.3035888671875|-0.24134992063045502,-1.0006504425064122e-07,0.9704381823539734|-2.3290667172659596e-08,1,9.732082162372535e-08|Running
-1188.0924072265625,520.0071411132812,1727.2801513671875|-0.23445184528827667,-1.223587702270379e-07,0.9721277356147766|-2.8313378308553183e-08,1,1.1903852481509603e-07|Running
-1188.2501220703125,520.0071411132812,1728.0133056640625|-0.22944429516792297,-1.2673771720983495e-07,0.973321795463562|-2.9118840672026636e-08,1,1.2334724885931792e-07|Running
-1188.446044921875,520.0071411132812,1728.99365234375|-0.22067831456661224,-1.2419657480222668e-07,0.9753466248512268|-2.7478845865402945e-08,1,1.2111856051433278e-07|Running
-1188.6416015625,520.0071411132812,1730.101806640625|-0.20685261487960815,-1.2402044546888646e-07,0.9783720970153809|-2.572027213432193e-08,1,1.213241347386429e-07|Running
-1188.7733154296875,520.0071411132812,1730.9669189453125|-0.19373302161693573,-1.2601473997619905e-07,0.9810543060302734|-2.466127391187456e-08,1,1.235783173569871e-07|Running
-1188.92236328125,520.0071411132812,1732.2081298828125|-0.16926729679107666,-1.6731110008549877e-07,0.9855701923370361|-2.8897158443896842e-08,1,1.6479775410971342e-07|Running
-1189.0078125,520.0071411132812,1733.2042236328125|-0.14678284525871277,-2.1025549301612045e-07,0.9891687631607056|-3.1765715391429694e-08,1,2.078440388686431e-07|Running
-1189.0810546875,520.0071411132812,1734.451904296875|-0.1171979010105133,-2.3012999861293792e-07,0.9931085705757141|-2.806101129237959e-08,1,2.2841540214812994e-07|Running
-1189.1044921875,520.0071411132812,1735.2015380859375|-0.09943795949220657,-2.2725977544268972e-07,0.9950437545776367|-2.3639804780373197e-08,1,2.2602932858717395e-07|Running
-1189.100341796875,520.0071411132812,1736.07666015625|-0.07528429478406906,-3.0575546361433226e-07,0.9971621036529541|-2.4871464887610273e-08,1,3.04747885593315e-07|Running
-1189.0882568359375,520.0071411132812,1736.95166015625|-0.05359474942088127,-2.5184743890349637e-07,0.998562753200531|-1.4888049015837623e-08,1,2.5141085302493593e-07|Running
-1189.0531005859375,520.0071411132812,1737.95068359375|-0.029553988948464394,-2.2822941048161738e-07,0.9995631575584412|-7.696431936210502e-09,1,2.2810158384345414e-07|Running
-1189.0028076171875,520.0071411132812,1738.8240966796875|-0.008690505288541317,-2.274151285064363e-07,0.9999622106552124|-3.0380242765915e-09,1,2.2739732230547816e-07|Running
-1188.924560546875,520.0071411132812,1739.8211669921875|0.014945318922400475,-2.2280325140400237e-07,0.9998883008956909|2.3344097765942706e-09,1,2.2279324696228286e-07|Running
-1188.811279296875,520.0071411132812,1741.0662841796875|0.040995873510837555,-1.6643328137888602e-07,0.9991593360900879|6.344178959949431e-09,1,1.6631300070457655e-07|Running
-1188.7388916015625,520.0071411132812,1741.8126220703125|0.053164925426244736,-1.382027363661109e-07,0.9985857605934143|7.217925368507849e-09,1,1.380141867457496e-07|Running
-1188.666259765625,520.0071411132812,1742.4334716796875|0.06369432806968689,-1.3029801948505337e-07,0.9979694485664368|8.0982962558096e-09,1,1.3004625998291885e-07|Running
-1188.542236328125,520.0071411132812,1743.425537109375|0.08010604232549667,-1.4012894666848297e-07,0.99678635597229|1.101131985592474e-08,1,1.396957998167636e-07|Running
-1188.439697265625,520.0071411132812,1744.16845703125|0.0917910486459732,-1.4301906503533246e-07,0.9957782626152039|1.2979578301042238e-08,1,1.4242894508242898e-07|Running
-1188.34814453125,520.0071411132812,1744.7867431640625|0.10119534283876419,-1.3448666891235916e-07,0.9948665499687195|1.3414801713906854e-08,1,1.338160871000582e-07|Running
-1188.181884765625,520.0071411132812,1745.899658203125|0.11558178812265396,-1.304634196230836e-07,0.9932979941368103|1.5116825125005562e-08,1,1.2958467721091438e-07|Running
-1188.04296875,520.0071411132812,1746.7635498046875|0.12602737545967102,-1.34058552703209e-07,0.9920267462730408|1.7003278784955e-08,1,1.3297591294758604e-07|Running
-1187.9461669921875,520.0071411132812,1747.381103515625|0.1314331442117691,-1.1161540669490932e-07,0.9913250207901001|1.4835618955544305e-08,1,1.1062518012749933e-07|Running
-1187.828369140625,520.0071411132812,1748.12158203125|0.13673241436481476,-1.05672668837542e-07,0.9906080365180969|1.4905557677025172e-08,1,1.0461715760357038e-07|Running
-1187.7247314453125,520.0071411132812,1748.738037109375|0.14158868789672852,-1.1330673288512116e-07,0.9899255633354187|1.653367931453431e-08,1,1.1209504435782947e-07|Running
-1187.5986328125,520.0071411132812,1749.47705078125|0.14712563157081604,-1.131379860908055e-07,0.9891178011894226|1.6889924125962352e-08,1,1.118704417990557e-07|Running
-1187.3336181640625,520.0071411132812,1750.9534912109375|0.15901808440685272,-1.1839233593491372e-07,0.9872756600379944|1.891917023044698e-08,1,1.1687095025081362e-07|Running
-1187.12939453125,520.0071411132812,1752.059814453125|0.16625478863716125,-1.0324329480226879e-07,0.9860828518867493|1.7550483732975408e-08,1,1.0174139219998324e-07|Running
-1186.9420166015625,520.0071411132812,1753.042236328125|0.17206625640392303,-1.0199367039831486e-07,0.9850853681564331|1.8039767013533492e-08,1,1.0038687037194904e-07|Running
-1186.7972412109375,520.0071411132812,1753.7781982421875|0.17635643482208252,-1.0937325356508154e-07,0.9843263626098633|1.974579078023453e-08,1,1.0757707968878094e-07|Running
-1186.6763916015625,520.0071411132812,1754.3916015625|0.1793978363275528,-9.372129738949297e-08,0.9837766289710999|1.7113677586166887e-08,1,9.214606677687698e-08|Running
-1186.5054931640625,520.0071411132812,1755.24951171875|0.18321079015731812,-1.0148049511826684e-07,0.9830736517906189|1.895639911708713e-08,1,9.969495096129322e-08|Running
-1186.30908203125,520.0071411132812,1756.22998046875|0.18691031634807587,-8.16954255355995e-08,0.9823769927024841|1.5548097920259352e-08,1,8.020273867259675e-08|Running
-1186.118408203125,520.0071411132812,1757.21142578125|0.1882111132144928,-3.996493802560508e-08,0.9821286201477051|8.010647256639913e-09,1,3.915703672419113e-08|Running
-1186.0037841796875,520.0071411132812,1757.825927734375|0.18765060603618622,-1.5882864801142205e-08,0.982235848903656|3.6829610472466356e-09,1,1.546650452155518e-08|Running
-1185.8751220703125,520.0071411132812,1758.5648193359375|0.1847687065601349,-2.9315456728795652e-09,0.9827820062637329|1.5465074776344068e-09,1,2.6921527229717412e-09|Running
-1185.728759765625,520.0071411132812,1759.427734375|0.18065804243087769,-4.4964551193515945e-08,0.9835459589958191|9.846652382350385e-09,1,4.39081375702699e-08|Running
-1185.611328125,520.0071411132812,1760.1685791015625|0.1759519726037979,-9.886601048947341e-08,0.9843987226486206|1.949867822759188e-08,1,9.694768721146829e-08|Running
-1185.48193359375,520.0071411132812,1761.0340576171875|0.16948941349983215,-1.1139794509062995e-07,0.9855319857597351|1.990267506357668e-08,1,1.0961049667912448e-07|Running
-1185.37353515625,520.0071411132812,1761.7760009765625|0.16433307528495789,-1.0446972709132751e-07,0.9864048957824707|1.7488066106352562e-08,1,1.0299609698449785e-07|Running
-1185.255615234375,520.0071411132812,1762.6431884765625|0.15749888122081757,-1.1054674331489878e-07,0.9875191450119019|1.7822914699650028e-08,1,1.0910132886010615e-07|Running
-1185.1593017578125,520.0071411132812,1763.386962890625|0.15158683061599731,-1.1835221158662534e-07,0.9884439706802368|1.8884835029098213e-08,1,1.1683972900300432e-07|Running
-1185.0543212890625,520.0071411132812,1764.2559814453125|0.14417505264282227,-1.1215267647912697e-07,0.9895521998405457|1.732620980021693e-08,1,1.1081241524379948e-07|Running
-1184.9461669921875,520.0071411132812,1765.1241455078125|0.1389257162809372,-1.0062407085342784e-07,0.9903028011322021|1.4629882194583388e-08,1,9.955702751085482e-08|Running
-1184.873046875,520.0071411132812,1765.744873046875|0.13525161147117615,-1.0508163938993675e-07,0.990811288356781|1.4679678805862295e-08,1,1.0405229744492317e-07|Running
-1184.7994384765625,520.0071411132812,1766.3656005859375|0.13216513395309448,-1.0247581627709224e-07,0.9912276864051819|1.3863179049167229e-08,1,1.0153427609793653e-07|Running
-1184.7108154296875,520.0071411132812,1767.1104736328125|0.12920260429382324,-1.0339014977489569e-07,0.9916182160377502|1.3644043228566716e-08,1,1.0248632520415413e-07|Running
-1184.6075439453125,520.0071411132812,1767.9794921875|0.12647530436515808,-5.5935494458481116e-08,0.9919697642326355|7.133318380425635e-09,1,5.5478814431353385e-08|Running
-1184.449462890625,520.0071411132812,1769.2197265625|0.12601937353610992,-1.0778051340309958e-08,0.992027759552002|8.262787121182669e-10,1,1.0759703350515792e-08|Running
-1184.322509765625,520.0071411132812,1770.08544921875|0.12990863621234894,-4.5048165198124934e-09,0.9915259480476379|-2.3493634815352493e-10,1,4.574097989262782e-09|Running
-1184.201904296875,520.0071411132812,1770.8255615234375|0.1358736753463745,-7.912741040172477e-08,0.9907261729240417|9.86657244794742e-09,1,7.851493677435428e-08|Running
-1184.0927734375,520.0071411132812,1771.44091796875|0.14228127896785736,-1.1488071294252222e-07,0.9898262619972229|1.5916000961624377e-08,1,1.1377367314935327e-07|Running
-1183.9566650390625,520.0071411132812,1772.1783447265625|0.15022778511047363,-1.256109385394666e-07,0.9886513948440552|1.8947345026276707e-08,1,1.2417370953698992e-07|Running
-1183.817138671875,520.0071411132812,1772.9151611328125|0.15761928260326385,-1.2411103966769588e-07,0.9874999523162842|1.985640807333766e-08,1,1.2251270220531296e-07|Running
-1183.671875,520.0071411132812,1773.6512451171875|0.16496144235134125,-1.1758138640516336e-07,0.986299991607666|1.955243966733633e-08,1,1.1594442383966452e-07|Running
-1183.4940185546875,520.0071411132812,1774.50830078125|0.17397573590278625,-1.2436666452231293e-07,0.9847499132156372|2.17120597056919e-08,1,1.2245676828115393e-07|Running
-1183.3408203125,520.0071411132812,1775.2427978515625|0.18038351833820343,-1.088356995637696e-07,0.9835963249206543|1.9777562698664042e-08,1,1.070237374278804e-07|Running
-1183.186279296875,520.0071411132812,1775.9766845703125|0.18572743237018585,-1.0658687443765302e-07,0.9826012849807739|2.015861078064063e-08,1,1.0466388289387396e-07|Running
-1183.0574951171875,520.0071411132812,1776.5882568359375|0.18936634063720703,-9.715378723740287e-08,0.981906533241272|1.8837992499243228e-08,1,9.531101596849112e-08|Running
-1182.900390625,520.0071411132812,1777.321533203125|0.19346821308135986,-1.0910937220387495e-07,0.9811065196990967|2.1760946822269034e-08,1,1.0691939422713403e-07|Running
-1182.7427978515625,520.0071411132812,1778.0546875|0.19694843888282776,-9.029211156530437e-08,0.9804138541221619|1.825841877689527e-08,1,8.842810927944811e-08|Running
-1182.581298828125,520.0071411132812,1778.7869873046875|0.20059561729431152,-1.0353583235200858e-07,0.9796741008758545|2.122821030070554e-08,1,1.0133731365158383e-07|Running
-1182.4180908203125,520.0071411132812,1779.51904296875|0.20407043397426605,-9.51594216758167e-08,0.9789562225341797|1.967538132419122e-08,1,9.3103508902459e-08|Running
-1182.2547607421875,520.0071411132812,1780.250732421875|0.2069365531206131,-9.150104318678132e-08,0.9783543348312378|1.9178614252268744e-08,1,8.946889806793479e-08|Running
-1182.0794677734375,520.0071411132812,1780.9798583984375|0.21199095249176025,-1.1152550882798096e-07,0.9772716164588928|2.3723979225565017e-08,1,1.0897301905288259e-07|Running
-1181.89599609375,520.0071411132812,1781.707275390625|0.21849991381168365,-1.226343471216751e-07,0.975836992263794|2.6744617187546282e-08,1,1.1968255364536162e-07|Running
-1181.699462890625,520.0071411132812,1782.4310302734375|0.22707228362560272,-1.2828772355533147e-07,0.9738779067993164|2.897858664141495e-08,1,1.249720185114711e-07|Running
-1181.5294189453125,520.0071411132812,1783.032470703125|0.234711155295372,-1.2783030456375855e-07,0.9720651507377625|2.9925647737627514e-08,1,1.242781024757278e-07|Running
-1181.2835693359375,520.0071411132812,1783.8724365234375|0.24563688039779663,-1.2499573642799078e-07,0.9693619012832642|3.0686329921536526e-08,1,1.2117047276660742e-07|Running
-1181.03515625,520.0071411132812,1784.7115478515625|0.25500035285949707,-1.1546575251486502e-07,0.9669409394264221|2.9542773560820024e-08,1,1.1162246948970278e-07|Running
-1180.6717529296875,520.0071411132812,1785.9078369140625|0.26710402965545654,-1.1550667267101744e-07,0.9636676907539368|3.0981837539911794e-08,1,1.1127414722977846e-07|Running
-1180.4093017578125,520.0071411132812,1786.74267578125|0.27506521344184875,-1.1874340088979807e-07,0.9614255428314209|3.280052851550863e-08,1,1.1412335965133025e-07|Running
-1180.1815185546875,520.0071411132812,1787.45751953125|0.2810686528682709,-1.2272046490124922e-07,0.9596876502037048|3.4744370935868574e-08,1,1.1769966334895798e-07|Running
-1180.0281982421875,520.0071411132812,1787.93359375|0.28467056155204773,-1.1475530925508792e-07,0.9586254358291626|3.294804074016611e-08,1,1.0992403076670598e-07|Running
-1179.83642578125,520.0071411132812,1788.5286865234375|0.28858426213264465,-1.0091405044931889e-07,0.95745450258255|2.9445168081565498e-08,1,9.652327292997143e-08|Running
-1179.644775390625,520.0071411132812,1789.1236572265625|0.2918523848056793,-1.2474035315790388e-07,0.9564633965492249|3.7008891951018086e-08,1,1.1912554498394456e-07|Running
-1179.4146728515625,520.0071411132812,1789.8377685546875|0.2950586974620819,-8.8927194497046e-08,0.9554791450500488|2.6727876800691774e-08,1,8.481702451490492e-08|Running
-1179.2230224609375,520.0071411132812,1790.432861328125|0.297207772731781,-8.718185284806168e-08,0.9548128247261047|2.6567150257506e-08,1,8.303815235422007e-08|Running
-1178.95458984375,520.0071411132812,1791.2659912109375|0.2996182143688202,-1.110456224751033e-07,0.9540591835975647|3.429051531611549e-08,1,1.0562401087099715e-07|Running
-1178.656005859375,520.0071411132812,1792.219970703125|0.2997296154499054,-6.515475092783163e-08,0.9540241956710815|2.0291762936608393e-08,1,6.191950774336874e-08|Running
-1178.44580078125,520.0071411132812,1792.939697265625|0.2963804006576538,-1.1462993221300621e-08,0.9550699591636658|3.6607425979440222e-09,1,1.0866241240137242e-08|Running
-1178.24365234375,520.0071411132812,1793.6617431640625|0.29115164279937744,-4.4091137851864914e-08,0.9566769003868103|1.2942836136176084e-08,1,4.2148826651100535e-08|Running
-1178.0814208984375,520.0071411132812,1794.265380859375|0.2859284579753876,-1.0006225181768968e-07,0.9582509398460388|2.9330237794056302e-08,1,9.567003900201598e-08|Running
-1177.8662109375,520.0071411132812,1795.113525390625|0.2767423987388611,-1.2516142078311532e-07,0.9609441161155701|3.5990346702874376e-08,1,1.198835093418893e-07|Running
-1177.6868896484375,520.0071411132812,1795.8416748046875|0.26899468898773193,-1.1983820513705723e-07,0.963141679763794|3.3410152866508724e-08,1,1.1509319364222392e-07|Running
