Replay 1|true|381
746.7119750976562,122.19905090332031,-736.1350708007812|-0.9999375939369202,-1.4200990960944182e-07,0.011169655248522758|-1.4236069034723187e-07,1,-3.06091614277193e-08|Freefall
746.7119750976562,122.68045043945312,-736.1350708007812|-0.9999977946281433,-1.5511483297814266e-07,0.0020969866309314966|-1.5516886264776986e-07,1,-2.5601423203625018e-08|Freefall
746.7119750976562,123.10734558105469,-736.1101684570312|-0.9959877729415894,0.0000027325113478582352,0.08948927372694016|0.000002728651907091262,1,-1.6546428582842054e-07|Freefall
746.7119750976562,123.56431579589844,-736.0231323242188|-0.9873680472373962,0.000010227207894786261,0.1584436297416687|0.00001023477398121031,1,-7.682166369704646e-07|Freefall
746.7119750976562,123.7976303100586,-735.941162109375|-0.9961180090904236,0.000012774414244631771,0.08802817761898041|0.000012832264474127442,1,9.128346079023686e-08|Freefall
746.7112426757812,124.11836242675781,-735.7548828125|-0.9887030124664307,0.000014036434549780097,0.14988785982131958|0.000014157602890918497,1,-2.586590710507153e-07|Freefall
746.7103271484375,124.2699203491211,-735.6133422851562|-0.9964836239814758,0.000014072467820369639,0.08378740400075912|0.00001418736337654991,1,7.7586423685716e-07|Freefall
746.7075805664062,124.45439910888672,-735.3277587890625|-0.9886930584907532,0.000013963916899228934,0.1499534696340561|0.000014115152225713246,1,-5.5776769869453346e-08|Freefall
746.7044677734375,124.5406723022461,-735.0546264648438|-0.9931392669677734,0.000013920104720455129,0.11693762242794037|0.0000140603415275109,1,3.7432172916851414e-07|Freefall
746.7015380859375,124.56961059570312,-734.82373046875|-0.996483325958252,0.000013914070223108865,0.08379124850034714|0.00001403120859322371,1,8.091025733847346e-07|Freefall
746.6954345703125,124.5497055053711,-734.3892211914062|-0.9886929392814636,0.000013914855117036495,0.14995427429676056|0.000014062768968869932,1,-7.399048485012827e-08|Freefall
746.6912231445312,124.49689483642578,-734.0987548828125|-0.9964830279350281,0.00001391438036080217,0.08379504084587097|0.000014031442333362065,1,8.080837119450734e-07|Freefall
746.6829833984375,124.34075164794922,-733.5650024414062|-0.9886923432350159,0.00001391647856507916,0.1499580442905426|0.0000140638294396922,1,-7.787736677755674e-08|Freefall
746.6774291992188,124.20618438720703,-733.2186889648438|-0.9964830279350281,0.000013915469935454894,0.08379501849412918|0.000014032384569873102,1,8.062946221798484e-07|Freefall
746.6698608398438,123.97908020019531,-732.752197265625|-0.9925984144210815,0.000013918183867644984,0.12144295126199722|0.000014058807209949009,1,3.0109660542620986e-07|Freefall
746.6642456054688,123.69747924804688,-732.2855224609375|-0.9925984144210815,0.000013917871910962276,0.12144289165735245|0.0000140588535941788,1,3.0404336825995415e-07|Freefall
746.6588745117188,123.36137390136719,-731.81884765625|-0.9920367002487183,0.000013917439900978934,0.1259489804506302|0.000014059856766834855,1,2.418008762106183e-07|Freefall
746.6552124023438,122.97076416015625,-731.3521728515625|-0.9895877242088318,0.000013916687748860568,0.1439308524131775|0.000014062664376979228,1,-3.108127755169221e-09|Freefall
746.652099609375,122.5256576538086,-730.9103393554688|-0.9960697889328003,0.000008698481906321831,0.08857157081365585|0.000008744485057832208,1,1.3137118060058128e-07|Freefall
746.6492919921875,122.02605438232422,-730.5082397460938|-0.9964739680290222,0.0000026320506094634766,0.0839025005698204|0.0000026371255898993695,1,-5.033894723283083e-08|Freefall
746.646728515625,121.4719467163086,-730.1458740234375|-0.9960540533065796,2.3596572873429977e-07,0.08874838799238205|2.32176262215944e-07,1,-5.302195305034729e-08|Freefall
746.6444702148438,120.86334228515625,-729.8231811523438|-0.996097207069397,-1.9322818900491256e-07,0.08826301991939545|-1.9555452013264585e-07,1,-1.7709904653884223e-08|Freefall
746.6424560546875,120.20024108886719,-729.5402221679688|-0.9961021542549133,-1.7988587330819428e-07,0.088206946849823|-1.8014958413914428e-07,1,4.971066225323284e-09|Freefall
746.6412963867188,119.48263549804688,-729.3746948242188|-0.9956925511360168,-7.57583649146909e-08,0.09271655976772308|-7.415643210606504e-08,1,2.07229238213813e-08|Landed
746.64111328125,119.13237762451172,-729.3499755859375|-0.9956926107406616,2.8280206620934223e-08,0.09271582216024399|3.172182871935547e-08,1,3.564638717534763e-08|Landed
746.64111328125,119.17927551269531,-729.3494873046875|-0.9956926107406616,7.995827644435849e-08,0.09271571785211563|8.324150257976726e-08,1,3.154454475406965e-08|Running
746.64111328125,119.24237823486328,-729.3494873046875|-0.9956926107406616,1.1417576928351991e-07,0.09271571785211563|1.1663551902074687e-07,1,2.1111377535021347e-08|Running
746.64111328125,119.28268432617188,-729.3494873046875|-0.9956926107406616,7.863155104814723e-08,0.09271571785211563|7.941609680983674e-08,1,4.772310102652e-09|Running
746.5390014648438,119.30557250976562,-729.3399658203125|-0.9956926107406616,4.3117697856587256e-08,0.09271571785211563|4.2228467833638206e-08,1,-1.1552788947710724e-08|Running
746.1814575195312,119.32030487060547,-729.306640625|-0.9956926107406616,-1.2319663067472675e-09,0.09271571785211563|-4.211403670240088e-09,1,-3.1939539013592366e-08|Running
745.73876953125,119.32621765136719,-729.2654418945312|-0.9956926107406616,-3.667760495318362e-08,0.09271571785211563|-4.1327599120677405e-08,1,-4.8233253835405776e-08|Running
745.2744750976562,119.32945251464844,-729.2222290039062|-0.9956926107406616,-7.20929662634262e-08,0.09271571785211563|-7.841208571335301e-08,1,-6.451303846688461e-08|Running
744.8098754882812,119.33120727539062,-729.1790161132812|-0.9956926107406616,-6.691521292623293e-08,0.09271571785211563|-7.192545581347076e-08,1,-5.0697206432914754e-08|Running
744.46142578125,119.33197784423828,-729.1466064453125|-0.995692253112793,-5.289741622505062e-08,0.09271963685750961|-5.618294096620957e-08,1,-3.2824779339080123e-08|Running
743.996826171875,119.33258819580078,-729.1033935546875|-0.9972113966941833,-3.375835433416796e-08,0.07462869584560394|-3.46031931997004e-08,1,-1.0027593866368534e-08|Running
743.5315551757812,119.33291625976562,-729.0673217773438|-0.9986478090286255,-1.4066845466231825e-08,0.05198619142174721|-1.3410129007240812e-08,1,1.2981325347993788e-08|Running
742.9490966796875,119.33312225341797,-729.0353393554688|-0.9994268417358398,1.1083020723390291e-08,0.0338531956076622|1.2527148207652772e-08,1,4.2446430370546295e-08|Running
742.599365234375,119.33319854736328,-729.022216796875|-0.9996929168701172,2.6325839286300834e-08,0.024779697880148888|2.7830324711430876e-08,1,6.036953692500902e-08|Running
742.1328125,119.333251953125,-729.0099487304688|-0.9996929168701172,4.6634397676825756e-08,0.024779697880148888|4.8733333812833735e-08,1,8.40999661022579e-08|Running
741.666259765625,119.33328247070312,-728.9984130859375|-0.9997950792312622,5.738340291827626e-08,0.020243030041456223|5.928123414378206e-08,1,9.315228055584157e-08|Running
741.19970703125,119.33329010009766,-728.9886474609375|-0.9998766779899597,3.9015976227574356e-08,0.01570630446076393|3.992605002167693e-08,1,5.762953847465724e-08|Running
740.733154296875,119.33329010009766,-728.9810791015625|-0.9999375939369202,2.050084546567632e-08,0.011169493198394775|2.074842520016773e-08,1,2.2049905012977433e-08|Running
740.2666015625,119.33329010009766,-728.9754638671875|-0.9999977946281433,1.6762208288056968e-09,0.002096109325066209|1.6479430042792842e-09,1,-1.3492359229871909e-08|Running
739.800048828125,119.33329010009766,-728.973876953125|-0.9999970197677612,-1.7294265575173995e-08,-0.0024406351149082184|-1.7174277999743026e-08,1,-4.918384277630139e-08|Running
739.33349609375,119.33329010009766,-728.974609375|-0.9999756813049316,-3.640996482090486e-08,-0.006977448705583811|-3.5818242594132244e-08,1,-8.492985870134362e-08|Running
738.866943359375,119.33329010009766,-728.9775390625|-0.9999336004257202,-4.046823676162603e-08,-0.011521270498633385|-3.945359594581532e-08,1,-8.829398012721867e-08|Running
738.400390625,119.33329010009766,-728.982666015625|-0.9999336004257202,-2.9327299699843934e-08,-0.011521270498633385|-2.8648623029425835e-08,1,-5.9071425084766815e-08|Running
737.933837890625,120.1961898803711,-728.988037109375|-0.9997879266738892,-1.7932535456566256e-08,-0.020594757050275803|-1.731566001694773e-08,1,-3.013138183405317e-08|Jumping
737.3506469726562,121.19816589355469,-728.9993896484375|-0.9995923638343811,-2.6761277638343017e-09,-0.02855096198618412|-2.8540370067275944e-09,1,6.190538304196025e-09|Freefall
736.8840942382812,121.93843078613281,-729.0125732421875|-0.9992946982383728,1.162820950639798e-08,-0.03755120933055878|1.0307362963146716e-08,1,3.536813864002397e-08|Freefall
736.4177856445312,122.62420654296875,-729.030029296875|-0.9984957575798035,2.995557935037141e-08,-0.05482883378863335|2.6436429934051375e-08,1,6.490959236771232e-08|Freefall
735.9518432617188,123.25547790527344,-729.0553588867188|-0.9981817603111267,5.2898204927487313e-08,-0.060275766998529434|4.7279847592562874e-08,1,9.463712302704153e-08|Freefall
735.4860229492188,123.83224487304688,-729.0836791992188|-0.9981285929679871,7.665585854965684e-08,-0.06114958971738815|6.918707384784284e-08,1,1.24256985145621e-07|Freefall
735.0202026367188,124.3545150756836,-729.1122436523438|-0.9981152415275574,8.011778618310927e-08,-0.0613674633204937|7.267442470038077e-08,1,1.2352370504231658e-07|Freefall
734.5543823242188,124.8222885131836,-729.1408081054688|-0.9981136918067932,6.325883816771238e-08,-0.06139266863465309|5.768902866520875e-08,1,9.249677646039345e-08|Freefall
734.0885620117188,125.23555755615234,-729.1693725585938|-0.9981135129928589,4.641458062337733e-08,-0.06139514967799187|4.271970865943331e-08,1,6.149447528969176e-08|Freefall
733.6227416992188,125.59432220458984,-729.1979370117188|-0.9981135129928589,2.9584741767507694e-08,-0.06139548867940903|2.7763418231074866e-08,1,3.05185317017731e-08|Freefall
733.1569213867188,125.89859771728516,-729.2265014648438|-0.9981135129928589,1.2769286072966679e-08,-0.06139550730586052|1.281992823010114e-08,1,-4.309328727192252e-10|Freefall
732.6911010742188,126.14836883544922,-729.2550659179688|-0.9981135129928589,-4.031802003368057e-09,-0.06139553710818291|-2.1107926517771602e-09,1,-3.1353931007060964e-08|Freefall
732.2252807617188,126.34363555908203,-729.2836303710938|-0.9981135129928589,-2.08185308991915e-08,-0.061395447701215744|-1.7028758847459358e-08,1,-6.225048565511315e-08|Freefall
731.7594604492188,126.48440551757812,-729.3121948242188|-0.9981135129928589,-3.759091526944758e-08,-0.06139547750353813|-3.1933975463971365e-08,1,-9.31206187715361e-08|Freefall
731.2936401367188,126.5706787109375,-729.3407592773438|-0.9981135129928589,-5.4348966216366534e-08,-0.06139550730586052|-4.6826450272874354e-08,1,-1.2396434101447085e-07|Freefall
730.8278198242188,126.60244750976562,-729.3693237304688|-0.9981135129928589,-7.109269972715992e-08,-0.06139553710818291|-6.170620281409356e-08,1,-1.547817163327636e-07|Freefall
729.7797241210938,126.47466278076172,-729.43359375|-0.9981135129928589,-3.7541283859354735e-08,-0.06139563396573067|-3.3039007973911794e-08,1,-7.434734072830906e-08|Freefall
728.4987182617188,125.94379425048828,-729.5121459960938|-0.9981135129928589,3.3784948172410623e-09,-0.0613957904279232|1.9238890480721693e-09,1,2.3751388411596963e-08|Freefall
728.1493530273438,125.72748565673828,-729.5335693359375|-0.9981135129928589,1.4521749136520157e-08,-0.06139542534947395|1.1444984515662782e-08,1,5.046556950105696e-08|Freefall
727.7083740234375,125.3913803100586,-729.5606689453125|-0.9981135129928589,2.936830334476781e-08,-0.061395350843667984|2.41302746673e-08,1,8.60578239780807e-08|Freefall
727.2049560546875,124.31267547607422,-729.591552734375|-0.9981135129928589,2.728308068356e-08,-0.06139535829424858|2.3100371393525165e-08,1,6.883724523731871e-08|Landed
727.2017822265625,124.20304870605469,-729.5917358398438|-0.9981135129928589,1.601574162179986e-08,-0.06139535829424858|1.3973901147323886e-08,1,3.368659662328355e-08|Running
727.2017211914062,124.23973083496094,-729.5917358398438|-0.9981135129928589,4.758031746376901e-09,-0.06139535829424858|4.855231772182833e-09,1,-1.433994034627517e-09|Running
727.2017211914062,124.27494049072266,-729.5917358398438|-0.9981135129928589,-6.490055159957819e-09,-0.06139535829424858|-4.255645169592981e-09,1,-3.6524550495187214e-08|Running
727.2017211914062,124.29652404785156,-729.5917358398438|-0.9981135129928589,-1.7728527978988495e-08,-0.06139535829424858|-1.3358736339341704e-08,1,-7.158509873761432e-08|Running
727.2017211914062,124.30864715576172,-729.5917358398438|-0.9981135129928589,-2.8957394704320905e-08,-0.06139535829424858|-2.2454045733866224e-08,1,-1.0661566562930602e-07|Running
727.2017211914062,124.31531524658203,-729.5917358398438|-0.9981135129928589,-2.5092441902074825e-08,-0.06139535829424858|-1.9688423336106098e-08,1,-8.862493672268101e-08|Running
727.0993041992188,124.31895446777344,-729.5980224609375|-0.9981135129928589,-1.6204870334490806e-08,-0.06139535829424858|-1.2975801766401673e-08,1,-5.2993360810660306e-08|Running
726.8330688476562,124.32093048095703,-729.6144409179688|-0.9981135129928589,-7.324894912841273e-09,-0.06139535829424858|-6.268917385199302e-09,1,-1.739225474750583e-08|Running
726.412841796875,124.32201385498047,-729.6402587890625|-0.9981135129928589,1.5474895809219902e-09,-0.06139535829424858|4.322351643271105e-10,1,1.8178408112135003e-08|Running
725.9482421875,124.32260131835938,-729.6688232421875|-0.9981135129928589,1.0412290585293249e-08,-0.06139535829424858|7.127660683892145e-09,1,5.371865086090111e-08|Running
725.482421875,124.32292175292969,-729.6973876953125|-0.9981135129928589,1.9269513984454534e-08,-0.06139535829424858|1.3817363253565418e-08,1,8.922850014414507e-08|Running
725.0166015625,124.32308959960938,-729.7259521484375|-0.9981135129928589,2.4048949498478578e-08,-0.06139535829424858|1.7516699202246855e-08,1,1.0693471352851702e-07|Running
724.55078125,124.32318878173828,-729.7545166015625|-0.9981135129928589,1.6618869835838268e-08,-0.06139535829424858|1.2262748150249081e-08,1,7.132874912940679e-08|Running
724.0849609375,124.3232421875,-729.7830810546875|-0.9981135129928589,9.195141537077234e-09,-0.06139535829424858|7.0132890606089404e-09,1,3.575323503923755e-08|Running
723.619140625,124.27002716064453,-729.8116455078125|-0.9981135129928589,1.7777588290357471e-09,-0.06139535829424858|1.7683157160774954e-09,1,2.0814225343279702e-10|Running
723.1533203125,124.52787017822266,-729.8402099609375|-0.9981135129928589,-5.63328361735671e-09,-0.06139535829424858|-3.472175214014328e-09,1,-3.5306555901115644e-08|Running
722.6875,124.78279876708984,-729.8687744140625|-0.9983818531036377,-1.2878656363568552e-08,-0.05686548352241516|-8.868365597436423e-09,1,-7.077476738004407e-08|Running
721.755859375,126.45409393310547,-729.9259033203125|-0.9983818531036377,-2.7350838038842085e-08,-0.05686548352241516|-1.9326973799138614e-08,1,-1.416525066133545e-07|Jumping
721.52294921875,126.83785247802734,-729.939453125|-0.9983818531036377,-3.096502609878371e-08,-0.05686551705002785|-2.1938834748880254e-08,1,-1.5935302144498564e-07|Freefall
721.05712890625,127.56449127197266,-729.966064453125|-0.9983818531036377,-2.4429938960679465e-08,-0.0568656288087368|-1.7368375182513773e-08,1,-1.2467407373151218e-07|Freefall
720.59130859375,128.2366485595703,-729.99267578125|-0.9986076354980469,-1.7996786283447364e-08,-0.052752479910850525|-1.3270756049621468e-08,1,-8.993905709075989e-08|Freefall
720.125244140625,128.8543243408203,-730.017333984375|-0.9986209273338318,-1.1341640515638574e-08,-0.0525004118680954|-8.45019343387321e-09,1,-5.5296723644460144e-08|Freefall
719.6591796875,129.41746520996094,-730.041748046875|-0.998628556728363,-4.6710582068953954e-09,-0.05235440656542778|-3.5929157427005975e-09,1,-2.0687270563257698e-08|Freefall
719.193115234375,129.9261016845703,-730.066162109375|-0.9988365173339844,1.9425030473030347e-09,-0.048224303871393204|1.2730410059447195e-09,1,1.3912968555018779e-08|Freefall
718.72705078125,130.3802490234375,-730.0888671875|-0.9988487362861633,8.752730984440404e-09,-0.04797028377652168|6.434681676381615e-09,1,4.847702683719035e-08|Freefall
718.260986328125,130.77989196777344,-730.111083984375|-0.9988557696342468,1.5563191624323736e-08,-0.04782390594482422|1.1606521965745742e-08,1,8.301183385128752e-08|Freefall
717.6784057617188,131.2028045654297,-730.1388549804688|-0.9988566040992737,2.406656918196859e-08,-0.04780712351202965|1.8056825368262253e-08,1,1.2613998023880413e-07|Freefall
717.2123413085938,131.47982788085938,-730.1610717773438|-0.9988566637039185,3.086251254558192e-08,-0.04780500382184982|2.3211114807963895e-08,1,1.6060948837548494e-07|Freefall
716.86279296875,131.65182495117188,-730.177734375|-0.9988567233085632,2.5797650238246206e-08,-0.04780483990907669|1.9420705044126407e-08,1,1.3385988495429046e-07|Freefall
716.2802124023438,131.870361328125,-730.2055053710938|-0.9988567233085632,1.7363429805072883e-08,-0.047804784029722214|1.3108717666909797e-08,1,8.931531425560024e-08|Freefall
715.8141479492188,131.98388671875,-730.2277221679688|-0.9988567233085632,1.062254728623202e-08,-0.047804784029722214|8.063985035278165e-09,1,5.371390443542623e-08|Freefall
715.3480834960938,132.04290771484375,-730.2499389648438|-0.9988567233085632,3.8874312657810606e-09,-0.047804784029722214|3.0235698389446952e-09,1,1.8142916502483786e-08|Freefall
714.99853515625,132.05140686035156,-730.2666015625|-0.9988567233085632,-1.160125773225218e-09,-0.04780484363436699|-7.539111002152765e-10,1,-8.51538306534394e-09|Freefall
714.532470703125,132.0150604248047,-730.288818359375|-0.9988567233085632,-7.88516274496942e-09,-0.04780484363436699|-5.786778611849286e-09,1,-4.4033200197191036e-08|Freefall
714.06640625,131.92420959472656,-730.31103515625|-0.9988567233085632,-1.4604443876464757e-08,-0.04780484363436699|-1.0815337070368969e-08,1,-7.95206602788312e-08|Freefall
713.600341796875,131.7788543701172,-730.333251953125|-0.9988567233085632,-2.1317974940870954e-08,-0.04780484363436699|-1.5839589195820736e-08,1,-1.1497778729108177e-07|Freefall
713.13427734375,131.57899475097656,-730.35546875|-0.9988567233085632,-2.802575949090169e-08,-0.04780484363436699|-2.0859539873185895e-08,1,-1.5040461676107952e-07|Freefall
712.668212890625,131.3246307373047,-730.377685546875|-0.9992493987083435,-1.848668595982872e-08,-0.03873765841126442|-1.4623083188780583e-08,1,-1.0002096217931467e-07|Landed
712.201904296875,131.01577758789062,-730.3963623046875|-0.9995599389076233,-9.408474888061846e-09,-0.02966294251382351|-7.936566959187985e-09,1,-4.9738819285494174e-08|Landed
711.7354125976562,130.69874572753906,-730.4108276367188|-0.9998710751533508,-1.0172932496388398e-09,-0.016058150678873062|-1.0250723603277834e-09,1,4.762016891923793e-10|Running
711.3060302734375,130.67849731445312,-730.4236450195312|-0.9999970197677612,8.61114113348549e-09,-0.002446328289806843|8.456905398190884e-09,1,6.305796063088565e-08|Running
711.1470947265625,130.70928955078125,-730.4284057617188|-0.9998766183853149,1.3025685419165711e-08,0.015709789469838142|1.4527606673198079e-08,1,9.549007273790266e-08|Running
711.1250610351562,130.73062133789062,-730.4290771484375|-0.9994268417358398,1.0681236339848965e-08,0.03385191410779953|1.3247046126707573e-08,1,7.55708384758691e-08|Running
711.1245727539062,130.7429656982422,-730.4290771484375|-0.9984016418457031,8.786635419255617e-09,0.05651700124144554|1.1949649270093232e-08,1,5.5627769057764453e-08|Running
711.1245727539062,130.74844360351562,-730.4290771484375|-0.9975394606590271,7.568553783698917e-09,0.07010732591152191|1.0451394416577386e-08,1,4.075358717159361e-08|Running
711.1245727539062,130.75279235839844,-730.4290771484375|-0.9972112774848938,6.0352682851316786e-09,0.07463038712739944|7.632151799441544e-09,1,2.1112038339765604e-08|Running
711.1245727539062,130.75515747070312,-730.4290771484375|-0.9972112774848938,4.503291961555078e-09,0.07463038712739944|4.630766881064119e-09,1,1.5350453130835717e-09|Running
711.1245727539062,130.75645446777344,-730.4290771484375|-0.9972112774848938,2.9726232586568813e-09,0.07463038712739944|1.631945245605948e-09,1,-1.8025216874661965e-08|Running
711.1245727539062,130.7571563720703,-730.4290771484375|-0.9972112774848938,1.4432609551917608e-09,0.07463038712739944|-1.3643152163567152e-09,1,-3.756876409966026e-08|Running
711.1245727539062,130.7576141357422,-730.4290771484375|-0.9968624711036682,-3.54912849109823e-10,0.07915334403514862|-5.2764534963500864e-09,1,-6.196814439363152e-08|Running
711.0631713867188,130.7577667236328,-730.4241943359375|-0.9968624711036682,-1.4328963571230702e-09,0.07915334403514862|-7.519572520209294e-09,1,-7.659920697733469e-08|Running
710.8381958007812,130.75787353515625,-730.4063110351562|-0.9968623518943787,-2.869104953617807e-09,0.07915488630533218|-1.050828224435918e-08,1,-9.609269113752816e-08|Running
710.4510498046875,130.7579345703125,-730.3756103515625|-0.9968621134757996,-4.304033129898244e-09,0.07915762066841125|-1.3494585004991677e-08,1,-1.155695059651407e-07|Running
709.9889526367188,130.75794982910156,-730.3389282226562|-0.9968621134757996,-4.218787541532265e-09,0.07915762066841125|-1.2214313116487574e-08,1,-1.0052347221289892e-07|Running
709.5238647460938,130.75794982910156,-730.3020629882812|-0.9972109198570251,-2.3893822476139803e-09,0.07463466376066208|-6.2170606440759e-09,1,-5.105320255438528e-08|Running
709.0585327148438,130.84620666503906,-730.2669067382812|-0.9972109198570251,-5.615403697589727e-10,0.07463466376066208|-6.806843977358312e-10,1,-1.5709263889718272e-09|Running
708.4768676757812,131.11537170410156,-730.2232666015625|-0.9972109198570251,1.721065401305566e-09,0.07463466376066208|6.233128679866695e-09,1,6.022239773528781e-08|Running
708.1278686523438,131.3362274169922,-730.1970825195312|-0.9975393414497375,3.258482150769737e-09,0.07010863721370697|1.0104519887477181e-08,1,9.729434680139093e-08|Running
707.5462036132812,132.40634155273438,-730.1534423828125|-0.9975393414497375,5.818654003064694e-09,0.07010863721370697|1.700651175440271e-08,1,1.5898199023922643e-07|Jumping
707.197021484375,133.0075225830078,-730.128662109375|-0.9975394010543823,5.198891539492934e-09,0.07010842859745026|1.4991943686482045e-08,1,1.3915820318288752e-07|Freefall
706.6150512695312,133.94137573242188,-730.0877685546875|-0.9975394010543823,4.1668415384776836e-09,0.07010801881551743|1.1637215635573739e-08,1,1.0614676426712322e-07|Freefall
706.265869140625,134.4608154296875,-730.063232421875|-0.9975394010543823,3.548138005626811e-09,0.07010827958583832|9.626152319697212e-09,1,8.635682746671591e-08|Freefall
705.80029296875,135.105712890625,-730.030517578125|-0.9975394010543823,2.723806069582224e-09,0.07010819017887115|6.946687669540097e-09,1,5.998997210099333e-08|Freefall
705.334716796875,135.69610595703125,-729.997802734375|-0.9978201389312744,1.862599074975435e-09,0.06599237024784088|4.093490435508329e-09,1,3.3670076504677127e-08|Freefall
704.869140625,136.23199462890625,-729.966796875|-0.997836709022522,1.2148237971132403e-09,0.06574087589979172|1.7003918273417185e-09,1,7.330135609606714e-09|Freefall
704.403564453125,136.71339416503906,-729.936279296875|-0.9978463053703308,5.8175902983848e-10,0.06559491157531738|-6.652899897652276e-10,1,-1.8989524619428266e-08|Freefall
703.93798828125,137.14028930664062,-729.90576171875|-0.9978474378585815,-5.086494420103449e-11,0.06557803601026535|-3.0272129247777002e-09,1,-4.528698838157652e-08|Freefall
703.472412109375,137.51268005371094,-729.875244140625|-0.9978475570678711,-6.830219723141795e-10,0.06557609140872955|-5.387372326026707e-09,1,-7.156197057156533e-08|Freefall
703.0068359375,137.83058166503906,-729.8447265625|-0.9978476166725159,-1.314648501171689e-09,0.06557582318782806|-7.745585506313546e-09,1,-9.781447829482204e-08|Freefall
702.541259765625,138.09397888183594,-729.814208984375|-0.9978476166725159,-1.9457324640370643e-09,0.06557576358318329|-1.0101791403371863e-08,1,-1.2404454707848345e-07|Freefall
702.07568359375,138.30287170410156,-729.78369140625|-0.9978476166725159,-2.576269420018207e-09,0.06557582318782806|-1.2455990905380077e-08,1,-1.5025219113340427e-07|Freefall
701.610107421875,138.45726013183594,-729.753173828125|-0.9978476166725159,-2.8759876702366682e-09,0.06557576358318329|-1.3328758541319985e-08,1,-1.589624218922836e-07|Freefall
701.14453125,138.55715942382812,-729.72265625|-0.9978476166725159,-2.1850448117533006e-09,0.06557582318782806|-9.764500319420222e-09,1,-1.1526257992500177e-07|Freefall
700.678955078125,138.60255432128906,-729.692138671875|-0.9978476166725159,-1.4947012516586256e-09,0.06557576358318329|-6.203283664518722e-09,1,-7.16000840839115e-08|Freefall
700.21337890625,138.59344482421875,-729.66162109375|-0.9978476166725159,-8.049597099990535e-10,0.06557582318782806|-2.645131447209792e-09,1,-2.7974920158158056e-08|Freefall
699.6314086914062,138.50543212890625,-729.6234741210938|-0.9978476166725159,5.637528291413396e-11,0.06557583808898926|1.7982741962185855e-09,1,2.650409669513465e-08|Freefall
699.2822265625,138.4117431640625,-729.6005859375|-0.9981173872947693,7.497972243086792e-10,0.06133292242884636|4.387036955932899e-09,1,5.916855627674522e-08|Freefall
698.81640625,138.2391357421875,-729.57177734375|-0.9981256127357483,1.8131345314031933e-09,0.06119900941848755|8.111696203627616e-09,1,1.0267088867976781e-07|Freefall
698.3505859375,138.01202392578125,-729.543212890625|-0.998133659362793,2.899134488032473e-09,0.06106669828295708|1.1845243896857482e-08,1,1.4613533494411968e-07|Freefall
697.884765625,137.7304229736328,-729.5146484375|-0.9984015822410583,2.407160692996513e-09,0.05651848763227463|8.323809197463561e-09,1,1.0444977505130737e-07|Landed
697.302490234375,137.30177307128906,-729.4814453125|-0.9988732933998108,1.3191466807782604e-09,0.047457292675971985|3.810135762449818e-09,1,5.239860811911967e-08|Landed
696.9529418945312,137.0037078857422,-729.4642333984375|-0.9994269013404846,2.4057600356286457e-10,0.03385103493928909|9.587306504243998e-10,1,2.119891640006699e-08|Running
696.5239868164062,136.96456909179688,-729.4436645507812|-0.9996927976608276,-2.028191392611234e-09,0.024784930050373077|-2.7930844304080438e-09,1,-3.082659461028925e-08|Running
696.3652954101562,137.00685119628906,-729.4360961914062|-0.9998766779899597,-4.219592675269723e-09,0.015704862773418427|-5.357871479816367e-09,1,-7.243730948403027e-08|Running
696.343017578125,137.04190063476562,-729.4349975585938|-0.9998766779899597,-5.949323256260186e-09,0.015704862773418427|-7.61797824821997e-09,1,-1.06191009763279e-07|Running
696.3428344726562,137.0538787841797,-729.4349975585938|-0.9999375939369202,-4.4644137275895446e-09,0.011171746999025345|-5.390243362768388e-09,1,-8.28422912491078e-08|Running
696.3428344726562,137.0615692138672,-729.4349975585938|-0.9999375939369202,-2.9804563261848216e-09,0.011171746999025345|-3.6451248686120152e-09,1,-5.947511283466156e-08|Running
696.3428344726562,137.06765747070312,-729.4349975585938|-0.9999375939369202,-1.003326310922148e-09,0.011171746999025345|-1.3200402992907811e-09,1,-2.834217838199038e-08|Running
696.3428344726562,137.07098388671875,-729.4349975585938|-0.9999375939369202,9.721140559193486e-10,0.011171746999025345|1.003056970816374e-09,1,2.7641460231819792e-09|Running
696.3428344726562,137.0727996826172,-729.4349975585938|-0.9999375939369202,2.9458659955849953e-09,0.011171746999025345|3.3241687180662893e-09,1,3.3843882363271405e-08|Running
696.3428344726562,137.07379150390625,-729.4349975585938|-0.9999780058860779,5.059007879282262e-09,0.006631725002080202|5.48960565893708e-09,1,6.491180926104789e-08|Running
696.3428344726562,137.07432556152344,-729.4349975585938|-0.9999977946281433,7.311171223989277e-09,0.002094308380037546|7.512163335832156e-09,1,9.596270444944821e-08|Running
696.2402954101562,137.07461547851562,-729.434814453125|-0.9999977946281433,8.233403292479125e-09,0.002094308380037546|8.46221670514069e-09,1,1.0924603799367105e-07|Running
695.9735717773438,137.07476806640625,-729.4342651367188|-0.9999977946281433,5.1725286276393945e-09,0.002094308380037546|5.317865259257815e-09,1,6.939031749197966e-08|Running
695.5525512695312,137.07675170898438,-729.433349609375|-0.9999977946281433,2.1142694262010764e-09,0.002094308380037546|2.176199886960717e-09,1,2.9568651527256407e-08|Running
695.360107421875,137.36326599121094,-729.4370727539062|-0.9924224019050598,-0.07139897346496582,0.09999965876340866|-0.07122734189033508,0.9974460601806641,0.005290235858410597|Running
