funny|true|1279
-491.1033630371094,804.5194702148438,1362.2196044921875|-0.27553996443748474,-2.3976756580168512e-08,0.961289644241333|2.2984036007756004e-08,1,3.153032679392709e-08|Running
-491.27178955078125,804.5299682617188,1362.7899169921875|-0.28821873664855957,-1.479713063190502e-08,0.9575644731521606|3.223194866563972e-08,1,2.515442076855834e-08|Running
-491.4443359375,804.5407104492188,1363.3741455078125|-0.3011542558670044,-5.294347182882575e-09,0.9535757303237915|4.1791597737983466e-08,1,1.8750547781110072e-08|Running
-491.45037841796875,804.5410766601562,1363.39453125|-0.3016055226325989,-4.960300170608889e-09,0.9534327983856201|4.212739312947633e-08,1,1.8528998779743233e-08|Running
-491.6423034667969,804.496337890625,1363.9876708984375|-0.3173303008079529,3.508235479898758e-09,0.9483151435852051|5.1006505685791126e-08,1,1.3368630646937163e-08|Running
-491.8190002441406,804.4552001953125,1364.5338134765625|-0.3317300081253052,1.1403715305391415e-08,0.9433743953704834|5.925509682924712e-08,1,8.74836025843706e-09|Running
-492.0152893066406,804.9285278320312,1365.0797119140625|-0.35022222995758057,1.929695514490959e-08,0.93666672706604|6.746746805674775e-08,1,4.624538085806762e-09|Running
-492.208740234375,805.39501953125,1365.6177978515625|-0.36831578612327576,2.7190861118242537e-08,0.9297009706497192|7.563951243128031e-08,1,7.189022710463178e-10|Running
-492.2232666015625,805.4300537109375,1365.658203125|-0.36966851353645325,2.7787949719026983e-08,0.9291636943817139|7.62560077305352e-08,1,4.3210590661146853e-10|Running
-492.4960632324219,806.4357299804688,1366.2987060546875|-0.4126153588294983,9.29423933371254e-08,0.9109053611755371|4.567875322436521e-08,1,-8.134175999430227e-08|Running
-492.7455139160156,807.3552856445312,1366.8843994140625|-0.4511004090309143,1.498876542882499e-07,0.8924732208251953|2.1086586698970677e-08,1,-1.5728817004401208e-07|Jumping
-493.02813720703125,808.062744140625,1367.4007568359375|-0.4982556998729706,1.893705814381974e-07,0.8670302629470825|8.701341869254975e-09,1,-2.1341250544537615e-07|Freefall
-493.30120849609375,808.7462768554688,1367.8997802734375|-0.5424609184265137,2.2509348696075904e-07,0.8400810956954956|-3.934559344997979e-10,1,-2.681966577711137e-07|Jumping
-493.32135009765625,808.7966918945312,1367.9365234375|-0.5456655621528625,2.276314319260564e-07,0.8380030393600464|-9.518164034716392e-10,1,-2.7225533472119423e-07|Freefall
-493.6653137207031,809.3977661132812,1368.4508056640625|-0.5579138398170471,1.7512132899355493e-07,0.8298991918563843|-9.978506909646967e-10,1,-2.1168608554944512e-07|Freefall
-493.98828125,809.9622192382812,1368.933837890625|-0.5693056583404541,1.2622486167401803e-07,0.8221259117126465|-1.850880781972819e-09,1,-1.548163908182687e-07|Jumping
-494.332275390625,810.4100952148438,1369.430419921875|-0.5693911910057068,9.755741814387875e-08,0.8220666646957397|-2.0939268097208696e-09,1,-1.2012368699743092e-07|Freefall
-494.6283874511719,810.7955932617188,1369.8580322265625|-0.5694648027420044,7.287934522537398e-08,0.822015643119812|-2.306066448909405e-09,1,-9.025687575103802e-08|Freefall
-494.6716003417969,810.8518676757812,1369.92041015625|-0.5694755911827087,6.927921702981621e-08,0.8220082521438599|-2.3372408453070648e-09,1,-8.589965005967315e-08|Freefall
-495.03387451171875,811.169677734375,1370.44482421875|-0.5590793490409851,4.769360373302334e-08,0.8291143178939819|-2.616973304725434e-09,1,-5.928821877887458e-08|Freefall
-495.4040832519531,811.4944458007812,1370.9808349609375|-0.548363208770752,2.5433829264898122e-08,0.8362405300140381|-2.5566073702520953e-09,1,-3.209098764500595e-08|Freefall
-495.429443359375,811.5167236328125,1371.017578125|-0.5476254820823669,2.390126319085084e-08,0.8367235660552979|-2.5396593716919824e-09,1,-3.0227482739064726e-08|Freefall
-495.797607421875,811.6832275390625,1371.594482421875|-0.5267826318740845,8.397482531563583e-08,0.8500000238418579|-1.2555414485859728e-09,1,-9.957201996257936e-08|Freefall
-496.1404724121094,811.8382568359375,1372.1317138671875|-0.5070828795433044,1.406776135581822e-07,0.8618975877761841|-1.6009416015094757e-09,1,-1.6416042569744604e-07|Freefall
-496.1466064453125,811.8410034179688,1372.141357421875|-0.5067281126976013,1.4169786766160541e-07,0.8621059060096741|-1.6206488373526895e-09,1,-1.653150576430562e-07|Freefall
-496.4241943359375,811.84130859375,1372.636474609375|-0.47991663217544556,1.4806281001256139e-07,0.8773143291473389|-1.0798260063893395e-09,1,-1.693589979367971e-07|Freefall
-496.7159729003906,811.8416137695312,1373.1568603515625|-0.4512421786785126,1.5465229807887226e-07,0.8924016952514648|-6.459757173615799e-10,1,-1.7362563653477991e-07|Freefall
-496.7331848144531,811.8416137695312,1373.1876220703125|-0.4495355486869812,1.5503759698276554e-07,0.8932624459266663|-6.247084516353141e-10,1,-1.7387770867571817e-07|Freefall
-497.0092468261719,811.6868896484375,1373.7635498046875|-0.42087095975875854,1.600640757715155e-07,0.907120943069458|-5.525322421817691e-10,1,-1.7670927832114103e-07|Freefall
-497.3001403808594,811.5238037109375,1374.370361328125|-0.3902052640914917,1.652251313544184e-07,0.920728325843811|-5.740439235069061e-10,1,-1.7969382781757304e-07|Freefall
-497.3092956542969,811.5186767578125,1374.3895263671875|-0.3892318904399872,1.653853587413323e-07,0.9211397767066956|-5.763506893963211e-10,1,-1.7978780419980467e-07|Freefall
-497.5589599609375,811.1736450195312,1375.0361328125|-0.35330337285995483,1.6227005517066573e-07,0.9355088472366333|-6.887184156312287e-10,1,-1.7371655758324778e-07|Freefall
-497.7833557128906,810.8635864257812,1375.6173095703125|-0.32055649161338806,1.5919138718345494e-07,0.9472295045852661|-5.892069054880267e-10,1,-1.6825941884235363e-07|Freefall
-497.78948974609375,810.8551025390625,1375.6331787109375|-0.3196564316749573,1.5910363515558856e-07,0.9475334882736206|-5.838255989765173e-10,1,-1.6811043224151945e-07|Freefall
-498.0096740722656,810.2977294921875,1376.3267822265625|-0.29068753123283386,1.7167229771075654e-07,0.9568182229995728|-2.907079021952086e-10,1,-1.795083335309755e-07|Freefall
-498.231201171875,809.737060546875,1377.0244140625|-0.2612737715244293,1.842541195173908e-07,0.9652647972106934|-3.4577851693029515e-10,1,-1.9097812753443577e-07|Freefall
-498.2332763671875,809.7317504882812,1377.031005859375|-0.26099544763565063,1.8437233961776656e-07,0.9653400182723999|-3.47962603175489e-10,1,-1.9108620108454488e-07|Freefall
-498.35321044921875,809.19921875,1377.5382080078125|-0.22619938850402832,1.8879084962009074e-07,0.9740811586380005|-4.718305746109763e-10,1,-1.9392389560835e-07|Freefall
-498.4910888671875,808.5869140625,1378.1214599609375|-0.185831218957901,1.936068230179444e-07,0.982581615447998|-7.399645340910865e-10,1,-1.9717886345915758e-07|Freefall
-498.5093078613281,808.506103515625,1378.198486328125|-0.1804778128862381,1.9422095931531658e-07,0.9835790395736694|-7.853819816716623e-10,1,-1.9760760494591523e-07|Freefall
-498.604248046875,807.9974975585938,1378.773193359375|-0.15142883360385895,1.3879210314371448e-07,0.9884681701660156|-1.2517862302274807e-09,1,-1.4060307762520097e-07|Freefall
-498.7005920410156,807.4812622070312,1379.3565673828125|-0.12180879712104797,8.213571334181324e-08,0.9925537109375|-7.911449273478866e-12,1,-8.275289076209447e-08|Freefall
-498.70562744140625,807.4542846679688,1379.3870849609375|-0.12025806307792664,7.916572286603696e-08,0.992742657661438|1.0461621846591385e-10,1,-7.973177673648024e-08|Freefall
-498.7528991699219,807.2866821289062,1379.796875|-0.11114101856946945,2.6758850690811187e-10,0.993804931640625|1.5133537756284454e-09,1,-1.0001246358859461e-10|Freefall
-498.8002624511719,807.1187133789062,1380.20751953125|-0.10199722647666931,-7.887818753715692e-08,0.9947847127914429|3.6577030293472035e-09,1,7.966674786530348e-08|Landed
-498.8346862792969,806.8899536132812,1380.523193359375|-0.0998569205403328,-8.659436900870787e-08,0.995002031326294|3.252739411152561e-09,1,8.735580081520311e-08|Landed
-498.8729248046875,806.6357421875,1380.8739013671875|-0.0974782407283783,-9.516837451428728e-08,0.9952376484870911|2.8221793790805805e-09,1,9.590018379412868e-08|Running
-498.9338073730469,806.1912841796875,1381.491943359375|-0.09309164434671402,-1.050653750667152e-07,0.9956576824188232|2.3195503295880826e-09,1,1.0574047593081559e-07|Running
-498.9898376464844,805.7819213867188,1382.06103515625|-0.08905018866062164,-1.141798762205326e-07,0.9960271120071411|1.895015255826138e-09,1,1.1480472750236004e-07|Running
-498.9982604980469,805.7205200195312,1382.146484375|-0.08844359219074249,-1.1554760703802458e-07,0.9960811734199524|1.834482676876803e-09,1,1.1616508288625482e-07|Running
-499.0483703613281,805.593994140625,1382.772216796875|-0.07132525742053986,-1.2531903337276162e-07,0.9974530935287476|1.5293841748587056e-09,1,1.257483717154173e-07|Running
-499.1005859375,805.4622192382812,1383.4239501953125|-0.05347004160284996,-1.3546741683967412e-07,0.9985694885253906|1.3866174874976878e-09,1,1.3573574619840656e-07|Running
-499.10418701171875,805.4530639648438,1383.4691162109375|-0.052233193069696426,-1.3616875094157876e-07,0.998634934425354|1.3833471035340494e-09,1,1.364272463888483e-07|Running
-499.1231689453125,806.1588745117188,1383.9140625|-0.02686644345521927,-1.1210006789497129e-07,0.9996390342712402|1.340567545859983e-09,1,1.1217657913675794e-07|Running
-499.1436767578125,806.9213256835938,1384.3946533203125|0.000555640843231231,-8.598993872510619e-08,1|6.026761867339303e-10,1,8.598961187544774e-08|Jumping
-499.1439514160156,806.931884765625,1384.4013671875|0.0009364206343889236,-8.562669506773091e-08,0.9999995827674866|5.873767583430833e-10,1,8.562618347696116e-08|Freefall
-499.12347412109375,807.8561401367188,1385.0831298828125|0.04464714229106903,3.632574063772154e-08,0.9990028142929077|2.3314354891113e-09,1,-3.6466193620299236e-08|Freefall
-499.10113525390625,808.8628540039062,1385.82568359375|0.09215539693832397,1.688399891008885e-07,0.9957448244094849|-1.8426002945659548e-09,1,-1.6939100078161573e-07|Jumping
-499.09991455078125,808.91845703125,1385.86669921875|0.0947737991809845,1.7614246416997048e-07,0.9954988360404968|-2.2574906388683758e-09,1,-1.7672397234491655e-07|Freefall
-499.0235900878906,809.6141967773438,1386.50244140625|0.12385114282369614,1.7281024611293105e-07,0.9923012256622314|-1.3848984181663582e-09,1,-1.7397820784026408e-07|Freefall
-498.94610595703125,810.3202514648438,1387.1475830078125|0.15325286984443665,1.692601898639623e-07,0.9881869554519653|-4.175833012709518e-10,1,-1.712187867042303e-07|Jumping
-498.9410095214844,810.3667602539062,1387.1900634765625|0.15518507361412048,1.6902046695577155e-07,0.9878854155540466|-3.5099667616833585e-10,1,-1.7103805305396236e-07|Freefall
-498.83697509765625,810.9136962890625,1387.8399658203125|0.15771813690662384,1.324561367255228e-07,0.9874840974807739|-1.30436106360321e-10,1,-1.3411411714514543e-07|Freefall
-498.7303161621094,811.4744873046875,1388.5064697265625|0.16031445562839508,9.497682640358107e-08,0.9870659708976746|1.9406605489269424e-10,1,-9.625287589187792e-08|Jumping
-498.6276550292969,811.8431396484375,1389.138916015625|0.16031990945339203,5.454431573070906e-08,0.987065315246582|3.8085845588398115e-10,1,-5.5320946046322206e-08|Freefall
-498.5255432128906,812.2097778320312,1389.7679443359375|0.1603253036737442,1.4327718567130887e-08,0.9870643615722656|5.668766567268335e-10,1,-1.4607564047253163e-08|Freefall
-498.5166931152344,812.2415161132812,1389.8223876953125|0.16032575070858002,1.0846400222419561e-08,0.9870641827583313|5.82989712061277e-10,1,-1.1083239215281537e-08|Freefall
-498.4157409667969,812.4510498046875,1390.4442138671875|0.16032586991786957,-2.8827013665022605e-08,0.9870641231536865|7.662328549429276e-10,1,2.9080347019316832e-08|Freefall
-498.3244323730469,812.640625,1391.0067138671875|0.16032598912715912,-6.471702107546662e-08,0.9870641231536865|9.320056948425304e-10,1,6.541377928215297e-08|Freefall
-498.2359313964844,812.6973876953125,1391.5518798828125|0.16032598912715912,-9.942952061692267e-08,0.9870641231536865|1.0923701942999742e-09,1,1.0055514820805911e-07|Freefall
-498.1599426269531,812.74609375,1392.0198974609375|0.1603260189294815,-1.2923649705953721e-07,0.9870643615722656|1.2300729324010717e-09,1,1.307303989506181e-07|Freefall
-498.1321716308594,812.763916015625,1392.1910400390625|0.16032598912715912,-1.4013519944455766e-07,0.9870641231536865|1.2804195481663783e-09,1,1.417637491840651e-07|Freefall
-498.0410461425781,812.6827392578125,1392.7633056640625|0.15460769832134247,-1.1629884966168902e-07,0.98797607421875|1.0456764343302893e-09,1,1.1755061279927759e-07|Freefall
-497.9225158691406,812.5772094726562,1393.5078125|0.14716190099716187,-8.525709205287058e-08,0.9891124367713928|9.50137524213801e-10,1,8.605418599927361e-08|Freefall
-497.84320068359375,812.3594360351562,1394.0712890625|0.13652311265468597,-1.3315213820419558e-08,0.9906370639801025|1.2754677314319451e-09,1,1.3265287535091375e-08|Freefall
-497.76165771484375,812.1355590820312,1394.650390625|0.1255718618631363,6.074900937846905e-08,0.9920845031738281|2.4250628172239885e-09,1,-6.154065346208881e-08|Freefall
-497.7552490234375,812.1179809570312,1394.6959228515625|0.12471012771129608,6.657749196392615e-08,0.9921932220458984|2.5504942602339042e-09,1,-6.742191516195817e-08|Freefall
-497.6824035644531,811.6919555664062,1395.373046875|0.09063677489757538,1.1631772878217816e-07,0.9958844184875488|1.1408536337853548e-09,1,-1.1690230650174271e-07|Freefall
-497.6126708984375,811.2841186523438,1396.0213623046875|0.05791531503200531,1.639368747419212e-07,0.9983214139938354|1.3807812671018382e-09,1,-1.6429260085715214e-07|Freefall
-497.6126708984375,811.2840576171875,1396.021484375|0.05791202932596207,1.6394169222166965e-07,0.9983217120170593|1.3808826304639865e-09,1,-1.6429740412604588e-07|Freefall
-497.59600830078125,810.7344970703125,1396.644775390625|0.015485365875065327,1.7293989174049784e-07,0.9998800754547119|1.8521184586006711e-10,1,-1.729635101810345e-07|Freefall
-497.57708740234375,810.1095581054688,1397.3536376953125|-0.03279256075620651,1.8274792523698125e-07,0.9994621872901917|-7.261112822121163e-10,1,-1.8287008174411312e-07|Freefall
-497.6109619140625,809.425537109375,1397.95458984375|-0.057707738131284714,1.7313601574642234e-07,0.9983335733413696|-5.687850190838617e-10,1,-1.7345789160572167e-07|Freefall
-497.64599609375,808.7177734375,1398.5762939453125|-0.08345111459493637,1.6309193995311944e-07,0.9965118169784546|-6.531504226359175e-10,1,-1.6371750177768263e-07|Freefall
-497.652099609375,808.5944213867188,1398.6846923828125|-0.087931327521801,1.6133220981373597e-07,0.9961265325546265|-6.935640395333564e-10,1,-1.6202076835725165e-07|Freefall
-497.71514892578125,807.6834716796875,1399.330322265625|-0.0941389724612236,1.5252754792527412e-07,0.9955593347549438|-3.6605962705493766e-10,1,-1.532425528694148e-07|Freefall
-497.7869567871094,806.645263671875,1400.0660400390625|-0.10120908170938492,1.4249452817693964e-07,0.9948651790618896|-5.95390403645979e-11,1,-1.4323605057597888e-07|Freefall
-497.7946472167969,806.5343627929688,1400.1446533203125|-0.10196425765752792,1.4142260340577195e-07,0.9947880506515503|-3.0989637939127235e-11,1,-1.421667406020788e-07|Freefall
-497.8544616699219,805.5614624023438,1400.7279052734375|-0.1019790843129158,1.31120657442807e-07,0.9947868585586548|2.8931745887916804e-10,1,-1.3177816526876995e-07|Freefall
-497.9141540527344,804.5911254882812,1401.3095703125|-0.1019938737154007,1.2084574052551034e-07,0.9947851896286011|6.086309234376586e-10,1,-1.2141684635480487e-07|Freefall
-497.9171447753906,804.5422973632812,1401.3388671875|-0.10199461132287979,1.2032845120302227e-07,0.994784951210022|6.247020678529225e-10,1,-1.2089520851077395e-07|Freefall
-497.9953308105469,804.5259399414062,1402.0509033203125|-0.10945980995893478,1.0991429633122607e-07,0.9939911365509033|8.949450069906106e-10,1,-1.1048018677684013e-07|Freefall
-498.0588684082031,804.5126342773438,1402.6292724609375|-0.11552010476589203,1.0145669193661888e-07,0.9933051466941833|1.0569253250380939e-09,1,-1.020175943722279e-07|Landed
-498.099853515625,804.8461303710938,1402.9815673828125|-0.11552365869283676,9.596124073141254e-08,0.9933046102523804|1.1897181018127867e-09,1,-9.646969090226776e-08|Landed
-498.1366882324219,805.1458129882812,1403.2982177734375|-0.11552687734365463,9.102373610403447e-08,0.9933046102523804|1.3090133421655992e-09,1,-9.148506308065407e-08|Running
-498.13812255859375,805.1574096679688,1403.3104248046875|-0.11552697420120239,9.083244378871314e-08,0.9933043718338013|1.313633091193367e-09,1,-9.129194467050183e-08|Running
-498.1894836425781,805.9066772460938,1403.751953125|-0.1155271828174591,8.424380837368517e-08,0.9933043718338013|1.4729402142421577e-09,1,-8.464036227451288e-08|Running
-498.25738525390625,806.897216796875,1404.335693359375|-0.11552745848894119,7.553295944262572e-08,0.9933046102523804|1.683558181753142e-09,1,-7.584630878909593e-08|Jumping
-498.26214599609375,806.9667358398438,1404.376708984375|-0.1155274510383606,7.492173637047017e-08,0.9933043122291565|1.6983358053224151e-09,1,-7.522924505565243e-08|Freefall
-498.3189697265625,807.5899658203125,1404.8651123046875|-0.11552748084068298,6.840291888465799e-08,0.9933046102523804|1.8559649372917875e-09,1,-6.864815560447823e-08|Freefall
-498.40155029296875,808.4957885742188,1405.5750732421875|-0.11552748084068298,5.892809085139561e-08,0.9933046102523804|2.0850712267872495e-09,1,-5.908281153210737e-08|Jumping
-498.4159240722656,808.6534423828125,1405.6986083984375|-0.1155274510383606,5.727902774310678e-08,0.9933043122291565|2.124945108761267e-09,1,-5.741799213865306e-08|Freefall
-498.48486328125,809.26318359375,1406.291015625|-0.11552748084068298,4.940385522900215e-08,0.9933046102523804|2.3153745587478625e-09,1,-4.946758380697247e-08|Freefall
-498.54931640625,809.8333740234375,1406.844970703125|-0.11552748084068298,4.2039122405412854e-08,0.9933046102523804|2.4934603271020706e-09,1,-4.203250014711557e-08|Jumping
-498.55462646484375,809.8803100585938,1406.890625|-0.1155274510383606,4.1432802078134046e-08,0.9933043122291565|2.508120378053036e-09,1,-4.142038179111296e-08|Freefall
-498.6163635253906,810.3592529296875,1407.482177734375|-0.0932207778096199,8.143457819187461e-08,0.9956455230712891|2.557029032956848e-09,1,-8.155133457421471e-08|Freefall
-498.66412353515625,810.729736328125,1407.939697265625|-0.07593336701393127,1.1241334618716792e-07,0.9971128702163696|1.9774706316866286e-09,1,-1.1258823917614791e-07|Freefall
-498.66534423828125,810.7392578125,1407.951416015625|-0.07548908144235611,1.1320927484348431e-07,0.9971466064453125|1.955495321226408e-09,1,-1.133851910140038e-07|Freefall
-498.7130432128906,811.1690673828125,1408.7318115234375|-0.060080934315919876,1.2336550980762695e-07,0.9981938600540161|-5.7100324468706276e-11,1,-1.2359220136204385e-07|Freefall
-498.7617492675781,811.6077270507812,1409.528076171875|-0.04434286803007126,1.3374209117955616e-07,0.9990164041519165|-2.2731083682003828e-09,1,-1.3397466602782515e-07|Freefall
-498.7629699707031,811.6188354492188,1409.5482177734375|-0.043944183737039566,1.340050062026421e-07,0.9990339875221252|-2.33134578309091e-09,1,-1.3423712630356022e-07|Freefall
-498.7830505371094,811.7740478515625,1410.12548828125|-0.037756290286779404,1.317420412760839e-07,0.9992872476577759|-2.428755196959287e-09,1,-1.3192780556892103e-07|Freefall
-498.80279541015625,811.9268188476562,1410.6934814453125|-0.03166690096259117,1.2951068129041232e-07,0.9994983673095703|-2.5106328127577626e-09,1,-1.2965520568286593e-07|Freefall
-498.809326171875,811.9771728515625,1410.880859375|-0.02965817227959633,1.287736637323178e-07,0.9995601177215576|-2.534601639681e-09,1,-1.2890554046407487e-07|Freefall
-498.8271789550781,811.9861450195312,1411.5550537109375|-0.023091092705726624,9.871844497411075e-08,0.9997336864471436|-1.5244313589235503e-09,1,-9.877997797502758e-08|Freefall
-498.8446044921875,811.994873046875,1412.2138671875|-0.01667175069451332,6.93281876351648e-08,0.9998610019683838|-3.459239006353698e-10,1,-6.934359220167607e-08|Freefall
-498.8543701171875,811.8414306640625,1412.8154296875|-0.016378136351704597,6.526020257524578e-08,0.9998657703399658|6.480571634881471e-10,1,-6.525834095327809e-08|Freefall
-498.86749267578125,811.6356201171875,1413.62255859375|-0.015984248369932175,5.980250961101774e-08,0.9998722076416016|1.9833612530106848e-09,1,-5.97784506339849e-08|Freefall
-498.8684387207031,811.6209106445312,1413.68017578125|-0.01595611497759819,5.941270231346607e-08,0.9998726844787598|2.0788122334636228e-09,1,-5.93870908005556e-08|Freefall
-498.8791809082031,811.270263671875,1414.35009765625|-0.015954917296767235,5.507691724915276e-08,0.9998726844787598|3.1759190832758577e-09,1,-5.503324729261294e-08|Freefall
-498.8898010253906,810.9232788085938,1415.01318359375|-0.015953730791807175,5.0785818217491396e-08,0.9998727440834045|4.2617238626974085e-09,1,-5.072428166386089e-08|Freefall
-498.8980712890625,810.5285034179688,1415.5284423828125|-0.015953732654452324,4.745780657344767e-08,0.9998729228973389|5.103839129105836e-09,1,-4.7382410883756165e-08|Freefall
-498.9065246582031,810.12353515625,1416.05712890625|-0.015953730791807175,4.40436807025435e-08,0.9998726844787598|5.967738303525039e-09,1,-4.3954067052709433e-08|Freefall
-498.9090270996094,810.004150390625,1416.212890625|-0.015953730791807175,4.30373674475959e-08,0.9998727440834045|6.222374171471756e-09,1,-4.294356159562085e-08|Freefall
-498.9303894042969,808.6593627929688,1417.5458984375|-0.015953492373228073,3.444543494879326e-08,0.9998727440834045|8.396503936580757e-09,1,-3.4315849717359015e-08|Freefall
-498.9468688964844,807.574462890625,1418.6268310546875|-0.005668486002832651,3.028120687531555e-08,0.9999842643737793|1.0224498581123953e-08,1,-3.022373817884727e-08|Freefall
-498.9519958496094,807.2376098632812,1418.96240234375|-0.0024751718156039715,2.8983757616174444e-08,0.9999969601631165|1.0800576433211972e-08,1,-2.895711226358344e-08|Freefall
-498.9631042480469,807.8515014648438,1419.9329833984375|0.011274250224232674,3.0967648001478665e-08,0.9999364614486694|1.2717941366702235e-08,1,-3.1113010834360466e-08|Landed
-498.97137451171875,808.2552490234375,1420.6590576171875|0.020347772166132927,3.274654147844558e-08,0.9997929334640503|1.4402611547836841e-08,1,-3.304644380364152e-08|Jumping
-498.97528076171875,808.3732299804688,1421.05908203125|0.023111173883080482,3.397697412310663e-08,0.9997329711914062|1.5543756504143857e-08,1,-3.4345383426170883e-08|Freefall
-498.977294921875,808.4337768554688,1421.264404296875|0.024529926478862762,3.460736408555931e-08,0.9996993541717529|1.612826316943483e-08,1,-3.50135245241745e-08|Freefall
-498.977783203125,808.4489135742188,1421.3157958984375|0.024884667247533798,3.4764838119372143e-08,0.9996903538703918|1.6274265490778816e-08,1,-3.518071167718517e-08|Freefall
-498.975830078125,808.4097900390625,1421.688232421875|0.024884669110178947,3.572468898482839e-08,0.9996902942657471|1.716360031878139e-08,1,-3.616300148223672e-08|Freefall
-498.9740295410156,808.3741455078125,1422.027099609375|0.024884669110178947,3.6597825214812474e-08,0.9996902942657471|1.7972585197867375e-08,1,-3.705654449959184e-08|Freefall
-498.9736633300781,808.3666381835938,1422.0987548828125|0.024884667247533798,3.678262316952896e-08,0.9996903538703918|1.8143802904546646e-08,1,-3.7245659001428066e-08|Freefall
-498.96685791015625,808.2184448242188,1422.51904296875|0.0310891754925251,4.182991730772301e-08,0.9995169639587402|1.895713808153232e-08,1,-4.243979034868062e-08|Freefall
-498.96002197265625,808.06982421875,1422.940673828125|0.03731108829379082,4.6884739646202434e-08,0.999303936958313|1.9740502565923634e-08,1,-4.765446348642399e-08|Freefall
-498.95965576171875,808.0618896484375,1422.963134765625|0.03764255717396736,4.7153847049230535e-08,0.9992912411689758|1.978132857516357e-08,1,-4.793243846279438e-08|Freefall
-498.93701171875,807.73193359375,1423.5791015625|0.05659130960702896,9.311867898986748e-08,0.998397707939148|1.6249396495027213e-08,1,-9.418919688641836e-08|Freefall
-498.9139709472656,807.3966064453125,1424.2049560546875|0.07582677155733109,1.398215090375743e-07,0.9971209764480591|1.1761853713210257e-08,1,-1.4111964219409856e-07|Freefall
-498.9124450683594,807.3743896484375,1424.2464599609375|0.07710108160972595,1.4291697425505845e-07,0.9970232844352722|1.1432380375708817e-08,1,-1.4422775507227925e-07|Freefall
-498.8511047363281,806.857666015625,1424.91357421875|0.10665392130613327,1.6064080909927725e-07,0.9942965507507324|4.7431312211188015e-09,1,-1.620711032046529e-07|Freefall
-498.7929992675781,806.3682861328125,1425.54541015625|0.1345575600862503,1.7743444402640307e-07,0.9909061193466187|-2.077969796232537e-09,1,-1.7878069513699302e-07|Freefall
-498.7903747558594,806.3462524414062,1425.5738525390625|0.13581104576587677,1.7819017728015751e-07,0.9907347559928894|-2.3959809691831424e-09,1,-1.795281576733032e-07|Freefall
-498.70660400390625,805.927734375,1426.1256103515625|0.1670205146074295,1.409614185376995e-07,0.9859533309936523|-2.0783472720609097e-09,1,-1.4261757996791857e-07|Freefall
-498.6253662109375,805.5219116210938,1426.66064453125|0.1971232295036316,1.0488816570841664e-07,0.9803788661956787|-6.578115829825038e-10,1,-1.0685513274211189e-07|Freefall
-498.618408203125,805.4871826171875,1426.7064208984375|0.19969171285629272,1.0180264098380576e-07,0.9798587560653687|-4.853603075005708e-10,1,-1.0379630310808352e-07|Landed
-498.5262145996094,805.300048828125,1427.1429443359375|0.24167844653129578,1.4224172062426987e-08,0.9703567028045654|9.198489747674898e-10,1,-1.4887808319485885e-08|Landed
-498.4253234863281,805.09521484375,1427.62060546875|0.28711065649986267,-8.07414153314312e-08,0.9578977823257446|6.840947808228748e-09,1,8.22398078526021e-08|Running
-498.42230224609375,805.089111328125,1427.6348876953125|0.2884587347507477,-8.356263947462139e-08,0.9574923515319824|7.088228670681929e-09,1,8.51369463816809e-08|Running
-498.2550964355469,806.0072631835938,1428.1761474609375|0.33619529008865356,3.817133276129425e-08,0.941792368888855|7.2313568466597644e-09,1,-4.3111928249572884e-08|Running
-498.05560302734375,807.1028442382812,1428.8218994140625|0.39203256368637085,1.8062613094116386e-07,0.9199517965316772|-1.0268443872973876e-09,1,-1.9590555666582077e-07|Jumping
-498.04132080078125,807.1812744140625,1428.8681640625|0.39597854018211365,1.9069626944201445e-07,0.9182597398757935|-1.969366003606865e-09,1,-2.0682213630607293e-07|Freefall
-497.8489990234375,807.812744140625,1429.297607421875|0.42238494753837585,1.912799092451678e-07,0.9064165353775024|-1.4556320593328564e-09,1,-2.1035039310390857e-07|Freefall
-497.63702392578125,808.5087890625,1429.7708740234375|0.4510793685913086,1.9167352149906947e-07,0.892484188079834|-1.0079510559535265e-09,1,-2.1425468332836317e-07|Jumping
-497.6054382324219,808.6124267578125,1429.84130859375|0.4553135335445404,1.9170967391346494e-07,0.8903311491012573|-9.519528498813656e-10,1,-2.148371862631393e-07|Freefall
-497.372802734375,809.1575927734375,1430.2728271484375|0.48275429010391235,1.9998331879378384e-07,0.875755786895752|-4.476916615203663e-10,1,-2.2810833399944386e-07|Freefall
-497.14166259765625,809.6992797851562,1430.7015380859375|0.5095633864402771,2.0780910858775314e-07,0.8604331016540527|-3.552713678800501e-10,1,-2.413064805750764e-07|Jumping
-496.972900390625,810.0947875976562,1431.0145263671875|0.5288289189338684,2.132680378963414e-07,0.8487284779548645|-5.451535334266566e-10,1,-2.509397916128364e-07|Freefall
-496.6331787109375,810.626953125,1431.53466796875|0.5522195100784302,1.904206499148131e-07,0.8336989879608154|-9.070646456166287e-10,1,-2.278038095937518e-07|Freefall
-496.2790832519531,811.1817016601562,1432.076904296875|0.5761464834213257,1.6682778891663474e-07,0.8173468112945557|-5.995026697291905e-10,1,-2.0368642594803532e-07|Jumping
-496.2440490722656,811.236572265625,1432.130615234375|0.5784878730773926,1.6450651685318007e-07,0.8156909942626953|-5.310760164967121e-10,1,-2.0130084976699436e-07|Freefall
