KBG|false|14298
-512.6068725585938,126.60928344726562,390.9583740234375|0.9867992997169495,-4.933638209081437e-08,0.1619480699300766|4.7968999439262916e-08,1,1.235338142890896e-08|Running
-512.0805053710938,126.61149597167969,391.0447998046875|0.9875242710113525,-1.1043700176571747e-08,0.15746696293354034|1.0206683498381608e-08,1,6.124156737286057e-09|Running
-511.5539245605469,126.61270141601562,391.1291198730469|0.9882283210754395,2.7215925513246475e-08,0.15298603475093842|-2.7551200432185396e-08,1,7.158602877144205e-11|Running
-511.0269470214844,126.61336517333984,391.2110595703125|0.9895763397216797,6.543986330598273e-08,0.1440092772245407|-6.530267171456217e-08,1,-5.679404946334898e-09|Running
-510.4992980957031,126.61371612548828,391.28857421875|0.9895763993263245,1.0363113034372873e-07,0.14400868117809296|-1.0302365893721799e-07,1,-1.1675315825243615e-08|Running
-509.97149658203125,126.6139144897461,391.3653564453125|0.9908425211906433,8.860778422103976e-08,0.13502241671085358|-8.800982698176085e-08,1,-1.0397545047169388e-08|Running
-509.4431457519531,126.61402130126953,391.4380798339844|0.9914451837539673,5.587089191294581e-08,0.1305239498615265|-5.535957825486548e-08,1,-7.54576934269835e-09|Running
-508.9143981933594,126.61407470703125,391.508056640625|0.9920269846916199,2.3153974737510907e-08,0.1260255128145218|-2.2724632842141546e-08,1,-4.844457723862661e-09|Running
-508.3853759765625,126.61410522460938,391.57562255859375|0.9925888180732727,-9.542289625130707e-09,0.12152141332626343|9.8942942727831e-09,1,-2.2932262755404054e-09|Running
-507.85601806640625,126.6141128540039,391.6407775878906|0.9931300282478333,-4.2217241258413196e-08,0.11701598763465881|4.2496573371408886e-08,1,1.078410208354974e-10|Running
-507.3263854980469,126.6141128540039,391.70355224609375|0.9936506748199463,-7.487022202212756e-08,0.1125093400478363|7.508153743174262e-08,1,2.358899964249872e-09|Running
-506.7965087890625,126.6141128540039,391.763916015625|0.9941509962081909,-1.0750057555242165e-07,0.10799918323755264|1.0764854607714369e-07,1,4.459931979283738e-09|Running
-506.266357421875,126.6141128540039,391.8218688964844|0.9941512942314148,-8.775725035548021e-08,0.10799645632505417|8.78076278354456e-08,1,4.28887991787974e-09|Running
-505.7361145019531,126.6141128540039,391.8794860839844|0.9941510558128357,-5.0589633815434354e-08,0.10799834877252579|5.05343571433059e-08,1,3.248666669009026e-09|Running
-505.2058410644531,126.6141128540039,391.9371032714844|0.9946310520172119,-1.3440599744285464e-08,0.10348455607891083|1.3307171364829173e-08,1,1.9797543604482826e-09|Running
-504.6754150390625,126.6141128540039,391.99267578125|0.9946309328079224,2.3676685501072825e-08,0.10348550230264664|-2.3902414270082772e-08,1,9.411659229741076e-10|Running
-504.1448974609375,126.6141128540039,392.0478515625|0.9950901865959167,6.07746244440932e-08,0.09897230565547943|-6.107566719038005e-08,1,1.1878265732123694e-11|Running
-503.61419677734375,126.6141128540039,392.1009826660156|0.9950903654098511,9.784086074660081e-08,0.09897040575742722|-9.822166191497672e-08,1,-1.0248289994407855e-09|Running
-503.08343505859375,126.6141128540039,392.15374755859375|0.995529055595398,9.888820784453856e-08,0.09445611387491226|-9.922484878188698e-08,1,-1.1327438986796778e-09|Running
-502.55255126953125,126.6141128540039,392.2044677734375|0.9955292344093323,6.395124074742853e-08,0.0944538488984108|-6.412428632529554e-08,1,-1.2031441398718812e-09|Running
-502.02154541015625,126.5800552368164,392.2548828125|0.9959474205970764,2.9029148862491638e-08,0.08993737399578094|-2.9058515593760603e-08,1,-9.828438063408385e-10|Running
-501.49053955078125,127.45572662353516,392.3052978515625|0.9963455200195312,-5.877371478391069e-09,0.08541442453861237|5.9779186045716415e-09,1,-9.214018992231843e-10|Jumping
-500.9591979980469,128.28030395507812,392.3515625|0.9963455200195312,-4.075405968251289e-08,0.08541420847177505|4.098856720702315e-08,1,-9.918512677842273e-10|Freefall
-500.4278259277344,129.0503692626953,392.3970947265625|0.9966890215873718,-7.456538497763177e-08,0.08130830526351929|7.492162978905981e-08,1,-1.3304665147373385e-09|Freefall
-499.896240234375,129.7659454345703,392.4405822753906|0.9967093467712402,-1.0619400114819655e-07,0.08105874806642532|1.0668163952232135e-07,1,-1.6850727480033356e-09|Freefall
-499.3646240234375,130.42701721191406,392.48370361328125|0.9970461130142212,-1.365041839562764e-07,0.07680492103099823|1.3710939583688742e-07,1,-2.6068283087710142e-09|Freefall
-498.8328857421875,131.03359985351562,392.5247802734375|0.9970667958259583,-1.6454006868116267e-07,0.07653592526912689|1.6527388879694627e-07,1,-3.253917801870898e-09|Freefall
-498.3011474609375,131.58567810058594,392.5655517578125|0.997384250164032,-1.3799012776871677e-07,0.07228180766105652|1.3860073977411957e-07,1,-3.4318956565471126e-09|Freefall
-497.7691955566406,132.083251953125,392.6042175292969|0.9974036812782288,-9.146862112174858e-08,0.07201313227415085|9.189713523483078e-08,1,-2.6372997119494812e-09|Freefall
-497.2372131347656,132.52633666992188,392.6425476074219|0.9977019429206848,-4.3663799687010396e-08,0.0677553340792656|4.392123287288996e-08,1,-2.309807678457787e-09|Freefall
-496.7051086425781,132.9149169921875,392.6788330078125|0.9977203607559204,6.3488170276571054e-09,0.06748351454734802|-6.246330119807908e-09,1,-1.729699161678866e-09|Freefall
-496.1730041503906,133.24899291992188,392.7147216796875|0.9977302551269531,5.645848233370998e-08,0.06733762472867966|-5.650992918049269e-08,1,-1.1407789157757975e-09|Freefall
-495.6408996582031,133.528564453125,392.7506103515625|0.99800044298172,1.0760127366893357e-07,0.06320732831954956|-1.0779368864177741e-07,1,-3.6593741925550205e-10|Freefall
-495.1086730957031,133.75364685058594,392.7844543457031|0.9980164766311646,1.4250124991121993e-07,0.06295353174209595|-1.427855949032164e-07,1,1.7835403293142704e-11|Freefall
-494.5764465332031,133.92422485351562,392.8179016113281|0.99802565574646,1.2243418723301147e-07,0.06280729919672012|-1.226931658493413e-07,1,2.665799803125424e-10|Freefall
-494.0442199707031,134.04029846191406,392.8513488769531|0.9980267286300659,1.0238629499781382e-07,0.06279050558805466|-1.026197935516393e-07,1,4.937910635938181e-10|Freefall
-493.5119934082031,134.10186767578125,392.8847961425781|0.9980268478393555,8.235556947511213e-08,0.06278852373361588|-8.256360217728798e-08,1,7.187082595727645e-10|Freefall
-492.9797668457031,134.10894775390625,392.9182434082031|0.9980268478393555,6.234195382148755e-08,0.0627882108092308|-6.252454909372318e-08,1,9.432312708668178e-10|Freefall
-492.4475402832031,134.0615234375,392.9516906738281|0.9980268478393555,4.2345458695081106e-08,0.06278824061155319|-4.250263074823124e-08,1,1.1675327371563071e-09|Freefall
-491.9153137207031,133.9595947265625,392.9851379394531|0.9980268478393555,2.2366073437751766e-08,0.06278827041387558|-2.2497843588098476e-08,1,1.3916424679294437e-09|Freefall
-491.3830871582031,133.8031768798828,393.0185852050781|0.9980268478393555,2.4037696277900977e-09,0.06278818100690842|-2.510160745927692e-09,1,1.6155626836322767e-09|Freefall
-490.8508605957031,133.59225463867188,393.0520324707031|0.9980268478393555,-1.7541479380156488e-08,0.0627882108092308|1.7460445533856728e-08,1,1.8392877221273807e-09|Freefall
-490.3186340332031,133.3268280029297,393.0854797363281|0.9980268478393555,-3.746967536244483e-08,0.06278824061155319|3.7413979470102277e-08,1,2.0628214691953417e-09|Freefall
-489.7864074707031,133.0069122314453,393.11895751953125|0.9977595806121826,-5.6331643349949445e-08,0.06690153479576111|5.629824428865504e-08,1,2.3845896368612784e-09|Freefall
-489.2542724609375,132.6324920654297,393.154541015625|0.9977426528930664,-7.302318749680126e-08,0.06715316325426102|7.302596571889808e-08,1,2.413314881266615e-09|Freefall
-488.5891418457031,132.0878143310547,393.1994323730469|0.9974573254585266,-9.163000669332177e-08,0.07126621901988983|9.167764147832713e-08,1,2.6025059884915436e-09|Freefall
-488.1901550292969,131.7201385498047,393.22784423828125|0.9974273443222046,-1.0055820354182288e-07,0.07168470323085785|1.0064479738502996e-07,1,2.4040511803491427e-09|Freefall
-487.5251770019531,131.0392303466797,393.2757568359375|0.9974185228347778,-1.1517841613795099e-07,0.07180693745613098|1.1533371946370607e-07,1,1.983461395127506e-09|Freefall
-487.1261901855469,130.5897979736328,393.3045349121094|0.9971014857292175,-1.2344634114924702e-07,0.07608333975076675|1.2363652501790057e-07,1,2.210496896637437e-09|Freefall
-486.5943908691406,129.94287109375,393.3449401855469|0.9967685341835022,-1.3105527330026234e-07,0.08032753318548203|1.313080133513722e-07,1,2.1359796154030164e-09|Freefall
-485.929931640625,129.0575714111328,393.39849853515625|0.9964094758033752,-1.3320089919943712e-07,0.08466516435146332|1.3356594763536123e-07,1,1.352783662866841e-09|Freefall
-485.5313720703125,128.4855194091797,393.43231201171875|0.9963600039482117,-1.3158303602267551e-07,0.08524522185325623|1.3203505488945666e-07,1,3.35379946037051e-10|Freefall
-484.8671569824219,127.4639663696289,393.4892272949219|0.9963488578796387,-1.2860843412454415e-07,0.08537516742944717|1.2921056224968197e-07,1,-1.527060922157375e-09|Freefall
-484.4686279296875,126.8101577758789,393.52337646484375|0.9959730505943298,-1.2632817458779755e-07,0.08965329825878143|1.2702891183380416e-07,1,-2.1103114811182877e-09|Freefall
-483.671875,125.41059112548828,393.5950012207031|0.9959620237350464,-1.1957376955251675e-07,0.08977526426315308|1.20474865639153e-07,1,-4.6184736035570495e-09|Freefall
-483.40631103515625,124.91681671142578,393.6189880371094|0.9955450892448425,-1.1711033920391856e-07,0.09428636729717255|1.1810036681936253e-07,1,-4.9201185348124454e-09|Freefall
-482.7425537109375,123.62276458740234,393.6816101074219|0.9955417513847351,-1.0997781174637566e-07,0.09432172030210495|1.1114864406636116e-07,1,-7.159562720460144e-09|Freefall
-482.34429931640625,122.80546569824219,393.71942138671875|0.9955300092697144,-1.056531289123086e-07,0.09444571286439896|1.0693425878116614e-07,1,-8.503680426485971e-09|Freefall
-481.81329345703125,121.66804504394531,393.76983642578125|0.9955294132232666,-9.98905917981574e-08,0.09445180743932724|1.0131764582865799e-07,1,-1.0313283560492437e-08|Freefall
-481.28228759765625,120.47611999511719,393.82025146484375|0.995529294013977,-9.413294321802823e-08,0.09445322304964066|9.570577930162472e-08,1,-1.2122011838755498e-08|Freefall
-480.75128173828125,119.22969818115234,393.87066650390625|0.995529294013977,-8.838021159363052e-08,0.09445337951183319|9.009868762177575e-08,1,-1.3929340347829111e-08|Freefall
-480.22027587890625,117.92877960205078,393.92108154296875|0.995529294013977,-8.263239692496427e-08,0.09445343911647797|8.449639210539317e-08,1,-1.573513763730716e-08|Freefall
-479.68927001953125,116.57335662841797,393.97149658203125|0.995529294013977,-7.688949210660212e-08,0.09445349872112274|7.889888564704961e-08,1,-1.7539392160870193e-08|Freefall
-479.15826416015625,115.1634292602539,394.02191162109375|0.995529294013977,-7.115148292768936e-08,0.09445343911647797|7.3306146930463e-08,1,-1.934211546483766e-08|Freefall
-478.62725830078125,113.69900512695312,394.07232666015625|0.995529294013977,-6.54183835990807e-08,0.09445349872112274|6.771819016648806e-08,1,-2.1143289785641173e-08|Freefall
-478.09625244140625,112.18008422851562,394.12274169921875|0.995529294013977,-5.969017990992143e-08,0.09445343911647797|6.213500824969742e-08,1,-2.294293466320596e-08|Freefall
-477.56524658203125,110.60665893554688,394.17315673828125|0.995529294013977,-5.396687541292522e-08,0.09445349872112274|5.655660118009109e-08,1,-2.474103411032047e-08|Freefall
-477.03424072265625,108.9787368774414,394.22357177734375|0.995529294013977,-4.8248455897237363e-08,0.09445343911647797|5.098295474681436e-08,1,-2.6537604114196256e-08|Freefall
-476.50323486328125,107.29631805419922,394.27398681640625|0.995529294013977,-4.253492136285786e-08,0.09445349872112274|4.5414068949867215e-08,1,-2.833263579304912e-08|Freefall
-475.97222900390625,105.55939483642578,394.32440185546875|0.995529294013977,-3.6826268257073025e-08,0.09445343911647797|3.9849943789249664e-08,1,-3.012613802866326e-08|Freefall
-475.44122314453125,103.7679672241211,394.37481689453125|0.995529294013977,-3.1122493027169185e-08,0.09445349872112274|3.429057571224803e-08,1,-3.191810549196816e-08|Freefall
-474.91021728515625,101.92205047607422,394.42523193359375|0.995529294013977,-2.542359212043266e-08,0.09445343911647797|2.873595050800759e-08,1,-3.370854528839118e-08|Freefall
-474.37921142578125,100.0216293334961,394.47564697265625|0.995529294013977,-1.972955843143609e-08,0.09445349872112274|2.318607528195571e-08,1,-3.549745386521863e-08|Freefall
-473.84820556640625,98.06670379638672,394.52606201171875|0.995529294013977,-1.4040388407465798e-08,0.09445343911647797|1.764093759959451e-08,1,-3.728483832787788e-08|Freefall
-473.31719970703125,96.05728912353516,394.57647705078125|0.995529294013977,-8.356078495808106e-09,0.09445349872112274|1.2100540125459247e-08,1,-3.907069157094156e-08|Freefall
-472.78619384765625,93.99337005615234,394.62689208984375|0.995529294013977,-2.676625143749334e-09,0.09445343911647797|6.564872201408889e-09,1,-4.085502425255072e-08|Freefall
-472.25518798828125,91.87494659423828,394.67730712890625|0.995529294013977,2.997976977781036e-09,0.09445349872112274|1.0339377132240202e-09,1,-4.263783281999167e-08|Freefall
-471.72418212890625,89.7020263671875,394.72772216796875|0.995529294013977,8.667731421496683e-09,0.09445343911647797|-4.492276328704747e-09,1,-4.44191208259781e-08|Freefall
-471.19317626953125,87.474609375,394.77813720703125|0.9951313734054565,1.5364742367296458e-08,0.09855715930461884|-1.0852230225566473e-08,1,-4.632182637465121e-08|Freefall
-470.66241455078125,85.19268798828125,394.83056640625|0.9951065182685852,2.4222575945032077e-08,0.09880814701318741|-1.9533882067435115e-08,1,-4.8419938281085706e-08|Freefall
-470.13165283203125,82.85626220703125,394.88330078125|0.9950920939445496,3.321625285934715e-08,0.09895290434360504|-2.8355513492783757e-08,1,-5.052812923622696e-08|Freefall
-469.46820068359375,79.85910034179688,394.94921875|0.9946889877319336,4.6339465598066454e-08,0.10292644798755646|-4.105275763777172e-08,1,-5.3482278161709473e-08|Freefall
-469.0703125,78.01992797851562,394.99029541015625|0.9937321543693542,5.95976779038665e-08,0.11178741604089737|-5.365674837776169e-08,1,-5.615337883568827e-08|Freefall
-468.5403137207031,75.52000427246094,395.0495910644531|0.992730438709259,9.321267668838118e-08,0.12035916745662689|-8.642997073593506e-08,1,-6.157414844665254e-08|Freefall
-468.0108642578125,75.14942932128906,395.1136779785156|0.9931731224060059,1.0430520802628962e-07,0.11664970964193344|-9.912435672276843e-08,1,-5.021500015800484e-08|Landed
-467.4814453125,75.1421127319336,395.1784973144531|0.9955332279205322,8.162915321463515e-08,0.0944119542837143|-8.013962826680654e-08,1,-1.9568410891679378e-08|Landed
-466.9767150878906,75.1070785522461,395.2402648925781|0.9970799088478088,5.9464522195185054e-08,0.0763654112815857|-6.042618849733117e-08,1,1.0282326989852208e-08|Running
-466.51141357421875,75.01753997802734,395.2972412109375|0.9980267882347107,3.7685225606765016e-08,0.06278923898935318|-4.02432931423391e-08,1,3.947581816987622e-08|Running
-466.0855407714844,74.87350463867188,395.349365234375|0.9987891316413879,1.629459944751943e-08,0.049196820706129074|-1.9681916541003375e-08,1,6.836791754949445e-08|Running
-465.6990966796875,74.67497253417969,395.3966979980469|0.9991944432258606,-4.829079802703973e-09,0.04013073444366455|9.424784286338195e-10,1,9.686742430403683e-08|Running
-465.3028564453125,74.42193603515625,395.43853759765625|0.9994912147521973,-2.1608418165897092e-08,0.03189586102962494|1.7629613324743332e-08,1,1.2502486868015694e-07|Freefall
-464.8675537109375,74.11439514160156,395.4735107421875|0.9996280074119568,-2.6538030439837712e-08,0.027272900566458702|2.2380980624348012e-08,1,1.52729441538213e-07|Freefall
-464.393310546875,73.75236511230469,395.50048828125|0.9996427297592163,-2.228881790244941e-08,0.02672799676656723|1.840112062723165e-08,1,1.4570004225333832e-07|Freefall
