aneh pro|false|14975
551.0459594726562,649.5537109375,609.0234985351562|0.07886452227830887,1.1817027001370661e-07,0.996885359287262|-9.666010214459675e-08,1,-1.1089260709695736e-07|Jumping
551.1761474609375,650.5817260742188,610.3214721679688|0.040512993931770325,1.2404808558130753e-07,0.9991792440414429|-1.0144169237946699e-07,1,-1.2003692972939461e-07|Freefall
551.1884155273438,650.6785888671875,610.4437255859375|0.036896586418151855,1.245840621777461e-07,0.9993190765380859|-1.018739084202025e-07,1,-1.209076003760856e-07|Jumping
551.233154296875,651.0643920898438,611.4856567382812|0.03569159284234047,8.584322586102644e-08,0.9993631839752197|-6.99166449180666e-08,1,-8.340093415881711e-08|Freefall
551.261962890625,651.3129272460938,612.15673828125|0.034915413707494736,6.090950677162255e-08,0.9993902444839478|-4.935677466733068e-08,1,-5.9222305281991794e-08|Freefall
551.2918090820312,651.3834838867188,613.014892578125|0.034907348453998566,4.185386259791812e-09,0.9993906021118164|-2.7790616474732133e-09,1,-4.090869865081004e-09|Freefall
551.3193969726562,651.4487915039062,613.808837890625|0.034899886697530746,-4.829191624367013e-08,0.9993908405303955|4.0311338267429164e-08,1,4.691363386655212e-08|Freefall
551.32275390625,651.456787109375,613.90576171875|0.03489897400140762,-5.4699174967254294e-08,0.9993908405303955|4.557248800551861e-08,1,5.314111461984794e-08|Freefall
551.3649291992188,651.3001708984375,614.744384765625|0.05678876116871834,5.716221274099098e-09,0.9983862638473511|-2.5801829561800105e-09,1,-5.57869839212799e-09|Freefall
551.4032592773438,651.1577758789062,615.5067138671875|0.07666440308094025,6.149897302520912e-08,0.9970569610595703|-4.746065229710439e-08,1,-5.803121894132346e-08|Freefall
551.4953002929688,650.6041259765625,616.689208984375|0.0827275961637497,9.393014721581494e-08,0.9965724945068359|-7.704915816475477e-08,1,-8.785720950754694e-08|Freefall
551.5503540039062,650.2730102539062,617.396484375|0.08635258674621582,1.1340487304778435e-07,0.996264636516571|-9.483292728873494e-08,1,-1.0561029739619698e-07|Freefall
551.676513671875,649.3150024414062,618.6243286132812|0.1544422060251236,1.3244455487892992e-07,0.9880019426345825|-1.1027916002603888e-07,1,-1.1681435552191033e-07|Freefall
551.7252197265625,648.9453125,619.09814453125|0.18054018914699554,1.3988650948704162e-07,0.9835675954818726|-1.1643938080396765e-07,1,-1.208503874750022e-07|Freefall
551.7825317382812,648.3386840820312,619.6074829101562|0.2083335518836975,1.2297945772843377e-07,0.9780580997467041|-1.0217347323759896e-07,1,-1.0397472749446024e-07|Freefall
551.8345947265625,647.7877807617188,620.0700073242188|0.23343053460121155,1.0727589483394695e-07,0.9723734855651855|-8.880785173914774e-08,1,-8.900430970015805e-08|Freefall
551.9028930664062,646.668212890625,620.67626953125|0.31660085916519165,8.467712575566111e-08,0.9485591650009155|-6.53362164371174e-08,1,-6.746194003426353e-08|Freefall
551.9654541015625,645.642578125,621.231689453125|0.3907316029071808,6.214956727035315e-08,0.920504629611969|-4.22711359249206e-08,1,-4.9573785076972854e-08|Freefall
551.9957885742188,644.3043823242188,621.5009765625|0.4704686403274536,3.805588733030163e-08,0.8824167251586914|-8.334456680358926e-09,1,-3.86832965659778e-08|Landed
552.0073852539062,643.79296875,621.6038818359375|0.5000019073486328,2.8154325093510124e-08,0.8660243153572083|4.867580560841134e-09,1,-3.532016989993281e-08|Freefall
552.0073852539062,644.0361328125,621.6040649414062|0.6034461259841919,6.274197161815209e-09,0.7974038124084473|4.256527574852953e-08,1,-4.0080138319353864e-08|Landed
552.0073852539062,644.0491943359375,621.6040649414062|0.6087597608566284,4.971596467839845e-09,0.7933546304702759|4.4572963986411196e-08,1,-4.046843926630572e-08|Running
552.0073852539062,644.0918579101562,621.6040649414062|0.6379566192626953,-4.539415954241122e-09,0.7700726985931396|6.668820873301229e-08,1,-4.935219521939871e-08|Running
552.0073852539062,644.1090087890625,621.6040649414062|0.6494496464729309,-8.603678658403169e-09,0.7604045867919922|7.548577940497125e-08,1,-5.3156615109628547e-08|Running
552.0073852539062,644.1181640625,621.6040649414062|0.6603357195854187,-9.925114063946694e-09,0.7509708404541016|6.017233999955351e-08,1,-3.9693738074220164e-08|Running
552.0073852539062,644.1256103515625,621.6040649414062|0.6691274642944336,-1.078515321495388e-08,0.7431476712226868|4.7807024117219044e-08,1,-2.853247238476797e-08|Running
552.1278076171875,644.1265258789062,621.7310180664062|0.6874286532402039,4.611852233438185e-09,0.7262519598007202|5.934007774044403e-08,1,-6.251813999824662e-08|Running
552.2183227539062,644.127197265625,621.8264770507812|0.7009067535400391,1.5668360831000427e-08,0.7132529020309448|6.745090530557718e-08,1,-8.825082886687596e-08|Running
552.6975708007812,645.06884765625,622.3204345703125|0.704468846321106,1.8634910503578794e-08,0.7097352743148804|9.087654007089441e-08,1,-1.1645838071672188e-07|Running
553.0540161132812,645.7692260742188,622.6878051757812|0.7071067690849304,2.0722605853507048e-08,0.7071067690849304|1.0820848928005944e-07,1,-1.3751467520251026e-07|Jumping
553.5391235351562,646.7904663085938,623.1792602539062|0.7071068286895752,1.8628963260880482e-08,0.7071070671081543|1.0158992580500126e-07,1,-1.279352375149756e-07|Freefall
553.7467651367188,647.2276000976562,623.3896484375|0.7071067690849304,1.7732766366407304e-08,0.7071067690849304|9.875683559812387e-08,1,-1.2383475223032292e-07|Jumping
554.6563110351562,648.6077270507812,624.2884521484375|0.7188711762428284,5.472148600915716e-08,0.6951432824134827|-2.3684838978965672e-08,1,-5.4226429568871026e-08|Freefall
555.810302734375,649.9198608398438,625.40283203125|0.7193360924720764,3.658145075746688e-08,0.6946622133255005|-7.174750038529965e-08,1,2.1635145230902708e-08|Jumping
556.7486572265625,650.6328735351562,626.2993774414062|0.7237852811813354,8.99608743054614e-09,0.6900253295898438|-6.92244341848891e-08,1,5.957394932920579e-08|Freefall
557.0755004882812,650.8812255859375,626.6116333007812|0.7253277897834778,-5.734030472659413e-10,0.6884036064147949|-6.828840071193554e-08,1,7.278416092049156e-08|Jumping
557.6271362304688,651.0858764648438,627.13525390625|0.7253477573394775,-1.3979828850096965e-08,0.6883827447891235|-6.919938755345356e-08,1,9.322351957052888e-08|Freefall
558.20263671875,651.2993774414062,627.6815795898438|0.7253684997558594,-2.796747367028729e-08,0.6883608102798462|-7.014927660975445e-08,1,1.1454973503077781e-07|Freefall
558.3447875976562,651.3521118164062,627.8164672851562|0.7253736257553101,-3.142156046465061e-08,0.6883553862571716|-7.038374860712793e-08,1,1.198161214688298e-07|Freefall
559.079833984375,651.3407592773438,628.5142211914062|0.7253736257553101,-4.924046237420043e-08,0.688355565071106|-7.159684400903643e-08,1,1.4698065342599875e-07|Freefall
559.6140747070312,651.3324584960938,629.0213012695312|0.7253736257553101,-6.219108428240361e-08,0.6883553862571716|-7.247852096270435e-08,1,1.667236091407176e-07|Freefall
560.1572265625,651.149169921875,629.536865234375|0.7253736853599548,-7.533023449468601e-08,0.6883558034896851|-7.337306584531689e-08,1,1.8675399360290612e-07|Freefall
560.4602661132812,651.046875,629.8245239257812|0.7253736257553101,-8.266035678161643e-08,0.6883553862571716|-7.38720800086412e-08,1,1.979285855213675e-07|Freefall
560.9555053710938,650.7521362304688,630.2946166992188|0.7253736257553101,-9.461967920287861e-08,0.688355565071106|-7.46862909295487e-08,1,2.1616034473481704e-07|Freefall
561.3064575195312,650.5432739257812,630.6277465820312|0.7253736257553101,-1.0309468478908457e-07,0.6883553862571716|-7.526327294726798e-08,1,2.2908032804025424e-07|Freefall
561.675048828125,650.2289428710938,630.9776611328125|0.7253737449645996,-7.711385308084573e-08,0.6883558034896851|-5.286537430038152e-08,1,1.6773456934515707e-07|Freefall
562.06201171875,649.8989868164062,631.3449096679688|0.7253736853599548,-4.984210377756426e-08,0.688355565071106|-2.9354605857179195e-08,1,1.0334075284390565e-07|Freefall
562.1526489257812,649.8216552734375,631.4309692382812|0.7253736257553101,-4.345243809211752e-08,0.6883553862571716|-2.3846126850912697e-08,1,8.825352892927185e-08|Freefall
562.842529296875,649.0067138671875,632.0938110351562|0.7160717844963074,1.7956555353748627e-08,0.6980266571044922|8.247648786152695e-09,1,-3.418560368118051e-08|Freefall
563.4149780273438,648.3305053710938,632.643798828125|0.7082557678222656,7.00328968150643e-08,0.7059559226036072|3.6121971191960256e-08,1,-1.3544257626563194e-07|Freefall
564.1615600585938,647.1708984375,633.4100341796875|0.6528065204620361,1.6429015659014112e-07,0.7575250864028931|-1.0124004035105827e-07,1,-1.2963272411070648e-07|Freefall
564.23046875,647.0639038085938,633.480712890625|0.6474971771240234,1.7254755846352055e-07,0.7620678544044495|-1.1392698695544823e-07,1,-1.2962121331838716e-07|Landed
564.6421508789062,647.3587036132812,633.9465942382812|0.5898281931877136,5.338859576653476e-09,0.8075289726257324|-2.925074582549314e-08,1,1.4753716470750078e-08|Landed
564.8016967773438,647.4729614257812,634.1271362304688|0.5666035413742065,-5.997826946213536e-08,0.823990523815155|6.81389111800712e-10,1,7.232145549096458e-08|Running
564.9110717773438,647.67529296875,634.2532958984375|0.5203086137771606,-7.441943239427928e-08,0.8539783954620361|2.782898178566029e-08,1,7.018887515641836e-08|Running
565.0098266601562,647.85791015625,634.3671264648438|0.4771568477153778,-8.612735058477483e-08,0.878818154335022|5.2401681216451834e-08,1,6.955196596436508e-08|Running
565.0123901367188,647.67724609375,634.3699951171875|0.39518073201179504,-1.079116351831999e-09,0.9186034202575684|3.7618058001953614e-08,1,-1.5008449594233753e-08|Running
565.0137329101562,647.5811767578125,634.3715209960938|0.35020875930786133,4.507155182409406e-08,0.9366716742515564|3.2911316338868346e-08,1,-6.042392897143145e-08|Running
565.0137329101562,647.5403442382812,634.3715209960938|0.25604644417762756,6.116286499491252e-08,0.9666644334793091|8.544395413423445e-09,1,-6.553527498454059e-08|Running
565.0137329101562,647.527099609375,634.3715209960938|0.22494693100452423,6.579728761835213e-08,0.9743710160255432|7.695689641096237e-10,1,-6.770562777091982e-08|Running
565.0418090820312,647.5426635742188,634.5353393554688|0.15995877981185913,3.1876311368250754e-08,0.987123966217041|-2.927050068990411e-08,1,-2.754896755163827e-08|Running
565.0654907226562,647.5558471679688,634.6736450195312|0.10452873259782791,1.2014420569528284e-09,0.9945218563079834|-5.665849656111277e-08,1,4.747003679028694e-09|Running
565.1738891601562,648.9989013671875,635.6256713867188|0.07009803503751755,-4.729253078039619e-08,0.9975402355194092|-1.0599529787214124e-07,1,5.4857537179486826e-08|Running
565.2023315429688,649.3775024414062,635.8754272460938|0.06105024740099907,-6.031335431089246e-08,0.9981346726417542|-1.192221503742985e-07,1,6.771821148277013e-08|Jumping
565.2511596679688,650.3352661132812,636.5315551757812|0.02388133481144905,2.4588331370978267e-08,0.9997148513793945|-1.2646150082673557e-07,1,-2.1574415143277292e-08|Freefall
565.2766723632812,650.8358764648438,636.8744506835938|0.004439490381628275,6.890310544349632e-08,0.9999901652336121|-1.289219113687068e-07,1,-6.833142407458581e-08|Jumping
565.2600708007812,651.8892822265625,637.8887329101562|-0.02892870083451271,1.0350892409860535e-07,0.9995818138122559|-1.003949208211452e-07,1,-1.0645777592799277e-07|Freefall
565.2485961914062,652.61474609375,638.5872802734375|-0.05189223960042,1.2782103908648423e-07,0.9986526966094971|-8.001646278898988e-08,1,-1.3215132810273644e-07|Jumping
565.22119140625,653.0249633789062,639.1105346679688|-0.05209007486701012,1.1706326574767445e-07,0.9986426830291748|-5.6919059687743356e-08,1,-1.2019135908758471e-07|Freefall
565.1932983398438,653.442626953125,639.6432495117188|-0.052291493862867355,1.0611488931999702e-07,0.9986321926116943|-3.340453602618254e-08,1,-1.080094378380636e-07|Freefall
565.1875610351562,653.5281372070312,639.7523193359375|-0.052332714200019836,1.038740649050851e-07,0.9986296892166138|-2.8590841694153823e-08,1,-1.0551488571763912e-07|Freefall
565.1314697265625,654.1177978515625,640.8240966796875|-0.04748209938406944,8.439182863639871e-08,0.9988723993301392|1.682302119832002e-08,1,-8.368742498987558e-08|Freefall
565.0960693359375,654.489501953125,641.4996948242188|-0.04442388936877251,7.199412266345462e-08,0.9990127682685852|4.5504048529210195e-08,1,-7.004180702097074e-08|Jumping
565.0333862304688,654.87353515625,642.9251098632812|-0.030855532735586166,8.444282428854422e-08,0.9995241165161133|7.508800337063803e-08,1,-8.216506586222749e-08|Freefall
565.0192260742188,654.9603881835938,643.24755859375|-0.02778521366417408,8.72020606834667e-08,0.9996139407157898|8.175747012728607e-08,1,-8.49632115773602e-08|Freefall
564.9929809570312,654.9469604492188,644.4400634765625|-0.004419007804244757,1.2725678288916242e-07,0.9999902248382568|-9.680107382337155e-09,1,-1.2730080811707012e-07|Freefall
564.9807739257812,654.9407348632812,644.9960327148438|0.006475792732089758,1.4664334457847872e-07,0.9999790191650391|-5.264045555009034e-08,1,-1.4630553835104365e-07|Climbing
564.9747314453125,655.7681884765625,645.6687622070312|0.0888727530837059,-2.1226420621189845e-09,0.9960432052612305|-4.937802344784359e-08,1,6.5368692681033735e-09|Climbing
564.9710083007812,656.27587890625,646.0814819335938|0.13915972411632538,-9.328351779913646e-08,0.9902699589729309|-4.114201956895158e-08,1,9.998165495517242e-08|Jumping
564.9697265625,656.552490234375,646.2280883789062|0.261624813079834,-4.3012555295263155e-08,0.9651700258255005|2.412650879080047e-08,1,3.8024886350740417e-08|Freefall
564.96923828125,656.661865234375,646.2860717773438|0.30901771783828735,-2.5547118198687713e-08,0.9510563015937805|4.7709960426800535e-08,1,1.1359889029449732e-08|Freefall
564.96923828125,656.4338989257812,646.2860717773438|0.40023499727249146,1.6130741187225794e-08,0.9164129495620728|5.650607093343751e-08,1,-4.2280564827024136e-08|Freefall
564.96923828125,656.23388671875,646.2860717773438|0.47715577483177185,5.0392429784551496e-08,0.8788187503814697|5.98852025746055e-08,1,-8.985584543097502e-08|Freefall
564.96923828125,656.2682495117188,646.2860717773438|0.5074812173843384,4.3990539211336e-08,0.8616631031036377|1.3113854002710923e-08,1,-5.877655695485373e-08|Freefall
564.96923828125,656.2855224609375,646.2860717773438|0.5225017070770264,4.148787624558281e-08,0.8526382446289062|-9.991746985349437e-09,1,-4.253523755437527e-08|Freefall
564.96923828125,656.2973022460938,646.2860717773438|0.5648645162582397,3.045105501087164e-08,0.8251839876174927|-5.4758050538339376e-08,1,5.814690950955992e-10|Freefall
564.96923828125,656.307861328125,646.2860717773438|0.601814866065979,2.307568713888486e-08,0.7986356019973755|-9.319515470451734e-08,1,4.133367781378183e-08|Freefall
564.9692993164062,656.397216796875,646.2860717773438|0.6792289614677429,3.856938235458074e-08,0.7339266538619995|-4.496815009247257e-08,1,-1.0935307770409963e-08|Freefall
564.9692993164062,656.4779663085938,646.2860717773438|0.7432253360748291,4.611268877852126e-08,0.6690411567687988|-6.135731922540799e-09,1,-6.210747471868672e-08|Freefall
565.007568359375,656.5326538085938,646.3128662109375|0.8177978992462158,2.0914745491040776e-08,0.5755056142807007|2.0866449901291162e-08,1,-6.599290003350688e-08|Freefall
565.0390625,656.5775756835938,646.3348999023438|0.8703557848930359,-1.8099231002821625e-09,0.4924234449863434|4.257845631627788e-08,1,-7.158164549991852e-08|Freefall
565.4119873046875,656.6175537109375,646.53955078125|0.9566277265548706,6.124876961166592e-08,0.29131340980529785|-4.36910312373584e-08,1,-6.677593944459659e-08|Freefall
565.5447387695312,656.6317749023438,646.6124267578125|0.9764291644096375,8.518174610117057e-08,0.215838223695755|-7.385903444401265e-08,1,-6.052511025700369e-08|Freefall
566.2369384765625,656.6796264648438,646.7387084960938|0.9903252124786377,4.628906680181899e-08,0.13876616954803467|-4.136345665983754e-08,1,-3.837963902242336e-08|Freefall
566.9558715820312,656.7293090820312,646.8699340820312|0.9983267188072205,6.9267676039430626e-09,0.05782461166381836|-5.8873870223408176e-09,1,-1.814506944697314e-08|Freefall
567.0840454101562,656.7381591796875,646.893310546875|0.9990605115890503,3.869195588923624e-11,0.04333752021193504|6.051641965321153e-10,1,-1.4843664075669949e-08|Landed
567.7168579101562,657.6619262695312,646.9351806640625|0.9996625185012817,6.848734912523469e-10,-0.025981009006500244|-1.2207470589942204e-09,1,-2.060966508565798e-08|Landed
568.2324829101562,658.4146118164062,646.9692993164062|0.996600329875946,9.143337198480594e-10,-0.08238820731639862|-3.001176418493401e-09,1,-2.5205544318396278e-08|Jumping
