Mt Forever|true|20028
-353.86053466796875,383.6737976074219,-238.75326538085938|0.18728740513324738,0,-0.9823051691055298|-1.2636452773051587e-08,1,-2.409280330795127e-09|Running
-353.74810791015625,384.0623779296875,-239.34262084960938|0.18728740513324738,0,-0.9823051691055298|7.984155558915518e-09,1,1.5222680893600682e-09|Running
-353.63568115234375,384.3964538574219,-239.93197631835938|0.18728740513324738,0,-0.9823051691055298|2.8587134437429995e-08,1,5.450455198285908e-09|Running
-353.52325439453125,384.6760559082031,-240.52133178710938|0.18728740513324738,0,-0.9823051691055298|4.9172516725093374e-08,1,9.375287213231331e-09|Running
-353.41082763671875,384.901123046875,-241.11068725585938|0.18728740513324738,0,-0.9823051691055298|6.974030952733301e-08,1,1.3296766354642386e-08|Running
-353.29840087890625,385.07171630859375,-241.70004272460938|0.18728740513324738,0,-0.9823051691055298|9.02905483712857e-08,1,1.7214896175232752e-08|Running
-353.18597412109375,385.18780517578125,-242.28939819335938|0.18728740513324738,0,-0.9823051691055298|1.1082322970423775e-07,1,2.1129681115894527e-08|Running
-353.07354736328125,385.2493896484375,-242.87875366210938|0.18728740513324738,0,-0.9823051691055298|9.473687612171489e-08,1,1.806263938419761e-08|Running
-352.96112060546875,385.2564697265625,-243.46810913085938|0.18728740513324738,0,-0.9823051691055298|6.646898498274822e-08,1,1.267305105301375e-08|Running
-352.83099365234375,385.2544860839844,-244.1508026123047|0.18728740513324738,0,-0.9823051691055298|3.116805302738612e-08,1,5.942536240866048e-09|Running
-352.75341796875,385.2544860839844,-244.55764770507812|0.18728740513324738,0,-0.9823051691055298|1.0005594575090981e-08,1,1.9076777935111977e-09|Running
-352.6474609375,385.2544860839844,-245.11329650878906|0.18728740513324738,0,-0.9823051691055298|-1.818993311530903e-08,1,-3.4681129079672246e-09|Running
-352.536865234375,385.0552062988281,-245.69337463378906|0.18728740513324738,0,-0.9823051691055298|-4.6361375183323617e-08,1,-8.839311504971192e-09|Running
-352.4248046875,384.77166748046875,-246.28126525878906|0.18728740513324738,0,-0.9823051691055298|-7.450874761616433e-08,1,-1.420592177225899e-08|Running
-352.3125,384.43359375,-246.87008666992188|0.18728740513324738,0,-0.9823051691055298|-6.412015096657342e-08,1,-1.2225220835659911e-08|Running
-352.2001953125,384.0410461425781,-247.45895385742188|0.18728740513324738,0,-0.9823051691055298|-4.090860983296807e-08,1,-7.799681789322221e-09|Running
-352.0880126953125,383.593994140625,-248.04747009277344|0.18728740513324738,0,-0.9823051691055298|-1.7716892841690424e-08,1,-3.3779226082941705e-09|Running
-351.9760437011719,383.3663330078125,-248.6348876953125|0.18728740513324738,0,-0.9823051691055298|5.4550191030955375e-09,1,1.0400600380933156e-09|Running
-351.86431884765625,383.40875244140625,-249.2207489013672|0.18728740513324738,0,-0.9823051691055298|2.8607136215441642e-08,1,5.454268592330891e-09|Running
-351.7529602050781,383.488525390625,-249.8046875|0.18728740513324738,0,-0.9823051691055298|5.1739476703005494e-08,1,9.86470638508763e-09|Running
-351.6419982910156,383.5770568847656,-250.3865509033203|0.18728740513324738,0,-0.9823051691055298|7.485205344437418e-08,1,1.427137696907721e-08|Running
-351.5312805175781,383.671875,-250.96717834472656|0.18728740513324738,0,-0.9823051691055298|6.133857510803864e-08,1,1.1694881507651189e-08|Running
-351.42205810546875,383.7799377441406,-251.5400390625|0.18728740513324738,0,-0.9823051691055298|3.563975070619563e-08,1,6.795115137236962e-09|Running
-351.31689453125,383.9200744628906,-252.09146118164062|0.18728740513324738,0,-0.9823051691055298|9.962878522173924e-09,1,1.8995336414917574e-09|Running
-351.214111328125,384.09906005859375,-252.6305389404297|0.20098769664764404,0,-0.9795937538146973|-1.5999258806687067e-08,1.0000001192092896,-3.2826403817409755e-09|Running
-351.1074523925781,384.3166198730469,-253.1558837890625|0.21295097470283508,0,-0.9770628809928894|-4.210502879686828e-08,1,-9.176796211818328e-09|Running
-350.993896484375,384.5572204589844,-253.6815185546875|0.22659428417682648,0,-0.9739892482757568|-6.835438171037822e-08,1,-1.5902344330243068e-08|Running
-350.8727111816406,384.8083801269531,-254.2075653076172|0.24017250537872314,0,-0.9707303047180176|-6.939556840279693e-08,1.0000001192092896,-1.7169453414567215e-08|Running
-350.743896484375,385.0640869140625,-254.73297119140625|0.2554034888744354,0,-0.966834545135498|-4.481078974549746e-08,1,-1.1837425262228862e-08|Running
-350.6068420410156,385.321533203125,-255.25680541992188|0.2672078609466553,0,-0.963638961315155|-2.0189546034998784e-08,1.0000001192092896,-5.598367991410669e-09|Running
-350.4630126953125,385.5794982910156,-255.77920532226562|0.27896273136138916,0,-0.9603019952774048|4.511138129714709e-09,1.0000001192092896,1.310462183212735e-09|Running
-350.3496398925781,385.77191162109375,-256.17291259765625|0.28567877411842346,0,-0.9583254456520081|2.303448631835181e-08,1,6.866627266788328e-09|Running
-350.1932373046875,386.0233154296875,-256.6997375488281|0.28902730345726013,0,-0.9573209285736084|4.7749793452567246e-08,1.0000001192092896,1.441626729103973e-08|Running
-350.033935546875,386.2676086425781,-257.2283630371094|0.2906807065010071,0,-0.9568201303482056|7.246560329576823e-08,1,2.2014955192162233e-08|Running
-349.8728942871094,386.5051574707031,-257.75897216796875|0.2906807065010071,0,-0.9568201303482056|7.142008229266139e-08,1,2.1697328378422753e-08|Running
-349.67132568359375,386.79473876953125,-258.4225769042969|0.2906807065010071,0,-0.9568201303482056|3.792429481563886e-08,1,1.1521350984367018e-08|Running
-349.51007080078125,387.0250549316406,-258.95355224609375|0.2906807065010071,0,-0.9568201303482056|1.115342485036308e-08,1,3.3883960082192743e-09|Running
-349.3487243652344,387.2552185058594,-259.48455810546875|0.2906807065010071,0,-0.9568201303482056|-1.5594562086107544e-08,1,-4.737607639526686e-09|Running
-349.1834716796875,387.4760437011719,-260.0285339355469|0.2906807065010071,0,-0.9568201303482056|-4.231968731005509e-08,1,-1.2856665954075197e-08|Running
-349.0121154785156,387.66510009765625,-260.5924987792969|0.2906807065010071,0,-0.9568201303482056|-6.902196503233426e-08,1,-2.096878226609533e-08|Running
-348.8385009765625,387.8067321777344,-261.1639709472656|0.2906807065010071,0,-0.9568201303482056|-8.210253099605325e-08,1,-2.49426417298082e-08|Running
-348.6641540527344,387.8937072753906,-261.73779296875|0.2906807065010071,0,-0.9568201303482056|-5.4392742754316714e-08,1,-1.652444403532627e-08|Running
-348.4897155761719,387.9419250488281,-262.3118896484375|0.28902730345726013,0,-0.9573209285736084|-2.6760218929666735e-08,1.0000001192092896,-8.079249269599131e-09|Running
-348.3161315917969,387.96893310546875,-262.8861999511719|0.28567877411842346,0,-0.9583254456520081|8.002877249779772e-10,1,2.3856741582228835e-10|Running
-348.14447021484375,387.984375,-263.4610900878906|0.2823183536529541,0,-0.9593208432197571|2.8315508160403624e-08,1.0000001192092896,8.33296542879225e-09|Running
-347.9747619628906,387.9934387207031,-264.0365905761719|0.27896273136138916,0,-0.9603019952774048|5.578405293249489e-08,1.0000001192092896,1.620497691590117e-08|Running
-347.8070373535156,387.99884033203125,-264.6126708984375|0.275603711605072,0,-0.961271345615387|8.320439803810586e-08,1,2.385532482662711e-08|Running
-347.6000061035156,388.0025634765625,-265.33355712890625|0.27392297983169556,0,-0.9617516398429871|5.2595705568592166e-08,1,1.498013801892739e-08|Running
-347.4765625,388.0038146972656,-265.76629638671875|0.27392297983169556,0,-0.9617516398429871|3.42212835846567e-08,1,9.74679537080192e-09|Running
-347.2711181640625,388.0049133300781,-266.4875793457031|0.2722494304180145,0,-0.9622266888618469|3.6691885085815557e-09,1.0000001192092896,1.0381487891564234e-09|Running
-347.1484680175781,388.0052795410156,-266.9205322265625|0.27056702971458435,0,-0.9627010822296143|-1.4637453915611331e-08,1,-4.113855034404423e-09|Running
-346.9859924316406,388.0055847167969,-267.4981384277344|0.2688918113708496,0,-0.9631704688072205|-3.901442013898304e-08,1.0000001192092896,-1.0891798574164113e-08|Running
-346.8244934082031,388.0057373046875,-268.07598876953125|0.26214635372161865,0,-0.9650281071662903|-6.334296642762638e-08,1.0000001192092896,-1.7206884805887057e-08|Running
-346.6666259765625,388.0058288574219,-268.65484619140625|0.25201690196990967,0,-0.9677228927612305|-8.760451208900122e-08,1.0000001192092896,-2.2814193201270427e-08|Running
-346.5144958496094,388.0058288574219,-269.2352600097656|0.2367868721485138,0,-0.9715616703033447|-5.9110675465490203e-08,1.0000001192092896,-1.4406324133631188e-08|Running
-346.4066162109375,388.0058288574219,-269.672119140625|0.22146809101104736,0,-0.9751676321029663|-3.791298652799924e-08,1,-8.610331114766723e-09|Running
-346.23907470703125,388.0058288574219,-270.40313720703125|0.2061181515455246,0,-0.9785271883010864|-2.7331681362596782e-09,1.0000001192092896,-5.757178622722847e-10|Running
-346.114013671875,388.0058288574219,-270.98992919921875|0.19414973258972168,0,-0.9809718728065491|2.525088227400829e-08,1,4.997545932639014e-09|Running
-345.9964599609375,388.0058288574219,-271.5782775878906|0.18728740513324738,0,-0.9823051691055298|5.31159329852926e-08,1,1.0127143568183783e-08|Running
-345.8798828125,388.8815002441406,-272.1667785644531|0.18557633459568024,0,-0.9826298952102661|8.090633230040112e-08,1.0000001192092896,1.5279711718108047e-08|Running
-345.7677917480469,389.7060852050781,-272.7562255859375|0.18557633459568024,0,-0.9826298952102661|1.086552430251686e-07,1.0000001192092896,2.0520282362213038e-08|Running
-345.6564636230469,390.4761657714844,-273.3458251953125|0.18557633459568024,0,-0.9826298952102661|9.762057118223311e-08,1.0000001192092896,1.8436308479863328e-08|Running
-345.5451354980469,391.1917419433594,-273.9354248046875|0.18557633459568024,0,-0.9826298952102661|7.368089427473024e-08,1.0000001192092896,1.3915137486719686e-08|Running
-345.4338073730469,391.8528137207031,-274.5250244140625|0.18557633459568024,0,-0.9826298952102661|4.976166678716254e-08,1.0000001192092896,9.39782918152332e-09|Running
-345.3224792480469,392.45941162109375,-275.1146240234375|0.18557633459568024,0,-0.9826298952102661|2.5862872732318465e-08,1.0000001192092896,4.884379567471342e-09|Running
-345.2111511230469,393.011474609375,-275.7042236328125|0.18557633459568024,0,-0.9826298952102661|1.9844998977447403e-09,1.0000001192092896,3.747863130953988e-10|Running
-345.0998229980469,393.5090637207031,-276.2938232421875|0.18557633459568024,0,-0.9826298952102661|-2.187347369897452e-08,1.0000001192092896,-4.13095424534049e-09|Running
-344.9884948730469,393.9521484375,-276.8834228515625|0.18557633459568024,0,-0.9826298952102661|-4.5711047391705506e-08,1.0000001192092896,-8.632841996814022e-09|Running
-344.8771667480469,394.3407287597656,-277.4730224609375|0.18557633459568024,0,-0.9826298952102661|-6.952824094241805e-08,1.0000001192092896,-1.3130880383016574e-08|Running
-344.7658386230469,394.6748046875,-278.0626220703125|0.18557633459568024,0,-0.9826298952102661|-9.332506323289635e-08,1.0000001192092896,-1.7625072956661825e-08|Running
-344.6545104980469,394.95440673828125,-278.6522216796875|0.18557633459568024,0,-0.9826298952102661|-1.171015497902772e-07,1.0000001192092896,-2.2115424158641872e-08|Running
-344.5431823730469,395.1794738769531,-279.2418212890625|0.18557633459568024,0,-0.9826298952102661|-1.0139764583527722e-07,1.0000001192092896,-1.914963476679077e-08|Freefall
-344.4318542480469,395.3500671386719,-279.8314208984375|0.18557633459568024,0,-0.9826298952102661|-7.255944467488007e-08,1.0000001192092896,-1.3703344237114834e-08|Freefall
-344.3205261230469,395.4661560058594,-280.4210205078125|0.18557633459568024,0,-0.9826298952102661|-4.374589579470012e-08,1.0000001192092896,-8.261709538714967e-09|Freefall
-344.2091979980469,395.5277404785156,-281.0106201171875|0.18557633459568024,0,-0.9826298952102661|-1.495698498388265e-08,1.0000001192092896,-2.824728229100515e-09|Freefall
-344.0978698730469,395.5348205566406,-281.6002197265625|0.18557633459568024,0,-0.9826298952102661|1.3807313514746511e-08,1.0000001192092896,2.607605020799042e-09|Freefall
-343.9865417480469,395.4873962402344,-282.1898193359375|0.18557633459568024,0,-0.9826298952102661|4.2547014800220495e-08,1.0000001192092896,8.035292431429752e-09|Freefall
-343.8752136230469,395.385498046875,-282.7794189453125|0.18557633459568024,0,-0.9826298952102661|7.1262149958784e-08,1.0000001192092896,1.3458341996397394e-08|Freefall
-343.7638854980469,395.22906494140625,-283.3690185546875|0.18557633459568024,0,-0.9826298952102661|9.995273586582698e-08,1.0000001192092896,1.887675260547894e-08|Freefall
-343.6803894042969,395.07598876953125,-283.81121826171875|0.18557633459568024,0,-0.9826298952102661|1.0854729737275193e-07,1.0000001192092896,2.049989511476724e-08|Freefall
-343.5412292480469,394.75274658203125,-284.5482177734375|0.18557633459568024,0,-0.9826298952102661|7.985808281318896e-08,1.0000001192092896,1.5081742077427407e-08|Freefall
-343.43035888671875,394.71075439453125,-285.1353759765625|0.18557633459568024,0,-0.9826298952102661|5.6928776359654876e-08,1.0000001192092896,1.075138644779372e-08|Landed
-343.31939697265625,394.50994873046875,-285.7229919433594|0.18557633459568024,0,-0.9826298952102661|3.401908799105513e-08,1.0000001192092896,6.424735854437813e-09|Landed
-343.2110900878906,394.2259216308594,-286.2964782714844|0.18557633459568024,0,-0.9826298952102661|1.1128987509323451e-08,1.0000001192092896,2.1017849682891665e-09|Running
-343.1031799316406,395.1015930175781,-286.8678894042969|0.18557633459568024,0,-0.9826298952102661|-1.1741541072751716e-08,1.0000001192092896,-2.217469985410503e-09|Running
-342.99249267578125,395.9261779785156,-287.45416259765625|0.18557633459568024,0,-0.9826298952102661|-3.4592513742381925e-08,1.0000001192092896,-6.5330310050626395e-09|Running
-342.88116455078125,396.6962585449219,-288.0436706542969|0.18869231641292572,0,-0.982036292552948|-5.745341979945806e-08,1.0000001192092896,-1.1039325897854724e-08|Running
-342.7680358886719,397.4118347167969,-288.6329345703125|0.1935449242591858,0,-0.9810914993286133|-8.03706683427663e-08,1.0000001192092896,-1.585513054180865e-08|Running
-342.6519775390625,398.0729064941406,-289.22161865234375|0.19704918563365936,0,-0.9803937077522278|-1.0339645228896188e-07,1.0000001192092896,-2.0781637743993997e-08|Running
-342.5337219238281,398.67950439453125,-289.8098449707031|0.1989733725786209,0,-0.9800049066543579|-1.1361046858837653e-07,1,-2.306667923335226e-08|Running
-342.4143371582031,399.2315673828125,-290.3978576660156|0.1992197483778,0,-0.9799548387527466|-8.521712402398407e-08,1,-1.7324200740631568e-08|Running
-342.3246765136719,399.60986328125,-290.8388671875|0.1992783546447754,0,-0.9799429178237915|-6.394391505182284e-08,1,-1.3003448984250099e-08|Running
-342.1751403808594,400.1722412109375,-291.5738830566406|0.1992783546447754,0,-0.9799429178237915|-2.852285163612578e-08,1,-5.800324665017342e-09|Freefall
-342.0555114746094,400.5608215332031,-292.1618957519531|0.1992783546447754,0,-0.9799429178237915|-2.1359204682713795e-10,1,-4.3435460089780165e-11|Freefall
-341.9657897949219,400.8164978027344,-292.6029052734375|0.1992783546447754,0,-0.9799429178237915|2.100243712277461e-08,1,4.2709946690422385e-09|Freefall
-341.8162536621094,401.17449951171875,-293.3379211425781|0.1992783546447754,0,-0.9799429178237915|5.633228994383899e-08,1,1.1455571602425607e-08|Freefall
-341.6966247558594,401.3995666503906,-293.9259338378906|0.1992783546447754,0,-0.9799429178237915|8.456903088926992e-08,1,1.7197713475525234e-08|Freefall
-341.5769958496094,401.5701599121094,-294.5139465332031|0.1992783546447754,0,-0.9799429178237915|1.1278164890882181e-07,1,2.2934949939212856e-08|Freefall
-341.4573669433594,401.6862487792969,-295.1019592285156|0.1992783546447754,0,-0.9799429178237915|1.0096096758616113e-07,1,2.0531130573431255e-08|Freefall
-341.3377380371094,401.7478332519531,-295.6899719238281|0.1992783546447754,0,-0.9799429178237915|7.5819684752787e-08,1,1.5418471832617797e-08|Freefall
-341.2480163574219,401.75823974609375,-296.1309814453125|0.1992783546447754,0,-0.9799429178237915|5.697781446656336e-08,1,1.1586843484678866e-08|Freefall
-341.0984802246094,401.7074890136719,-296.8659973144531|0.1992783546447754,0,-0.9799429178237915|2.560150846875331e-08,1,5.2062487654325196e-09|Freefall
-340.9788513183594,401.6055908203125,-297.4540100097656|0.1992783546447754,0,-0.9799429178237915|5.245787138008495e-10,1,1.0667680627740594e-10|Freefall
