Replay 1|true|1226
144.10992431640625,219.28736877441406,-403.5663146972656|-0.05724484100937843,6.9579563444222e-08,-0.9983601570129395|5.6121263192210336e-09,1,6.937205654367062e-08|Landed
144.07867431640625,219.08399963378906,-404.1117248535156|-0.05722009763121605,2.516501673710536e-09,-0.9983615875244141|1.1399826638225363e-09,1,2.4552946342737414e-09|Landed
144.04747009277344,218.79946899414062,-404.65606689453125|-0.057217251509428024,-6.448919975809986e-08,-0.9983617663383484|-3.3264189180925996e-09,1,-6.440438227173217e-08|Running
144.0233154296875,218.75462341308594,-405.0775146484375|-0.05721691995859146,-9.368030617906697e-08,-0.9983617663383484|-5.50847323310677e-09,1,-9.35183308570231e-08|Running
144.00035095214844,219.09523010253906,-405.4783020019531|-0.05721687898039818,-8.510526328109336e-08,-0.9983617663383484|-5.409155789948272e-09,1,-8.493491776562223e-08|Running
143.97740173339844,219.49441528320312,-405.8786926269531|-0.05721687525510788,-7.653755318415278e-08,-0.9983617663383484|-5.309927164631745e-09,1,-7.635883036982705e-08|Running
143.95445251464844,219.86056518554688,-406.2790832519531|-0.05721687525510788,-6.79771687828179e-08,-0.9983617663383484|-5.2107838044435084e-09,1,-6.77900757750649e-08|Running
143.93150329589844,220.17221069335938,-406.6794738769531|-0.05721687525510788,-5.9424095866233984e-08,-0.9983617663383484|-5.1117252652943534e-09,1,-5.922864687590845e-08|Running
143.90855407714844,220.42935180664062,-407.0798645019531|-0.05721687525510788,-5.087833088168736e-08,-0.9983617663383484|-5.01275199127349e-09,1,-5.067453301421665e-08|Running
143.87841796875,220.51683044433594,-407.6056823730469|-0.05721687525510788,-4.233987382917803e-08,-0.9983617663383484|-4.913862650113288e-09,1,-4.212773063727582e-08|Running
143.84722900390625,221.39248657226562,-408.1502380371094|-0.05129091069102287,-3.380654689522089e-08,-0.998683750629425|-4.564957301056438e-09,1,-3.3616654349089004e-08|Jumping
143.81771850585938,222.21705627441406,-408.711669921875|-0.051290977746248245,-2.5280508353375808e-08,-0.998683750629425|-4.466237601974399e-09,1,-2.5084448296297523e-08|Freefall
143.7886505126953,222.9871368408203,-409.2774963378906|-0.051291000097990036,-1.6761754650929106e-08,-0.998683750629425|-4.367599615306972e-09,1,-1.6559532411974942e-08|Freefall
143.75958251953125,223.7027130126953,-409.8433837890625|-0.04052773490548134,4.811733234078019e-10,-0.999178409576416|-3.592271813346315e-09,1,6.272753427793987e-10|Freefall
143.7362060546875,224.36378479003906,-410.4095458984375|-0.012938514351844788,8.975944609801445e-08,-0.9999163150787354|-5.590836682500822e-10,1,8.977419696520883e-08|Freefall
143.72787475585938,224.97036743164062,-410.9761047363281|0.0052566612139344215,1.359503301046061e-07,-0.9999861717224121|5.813445835833875e-10,1,1.35955275482047e-07|Freefall
143.73086547851562,225.52244567871094,-411.5427551269531|0.007247439585626125,1.4243948953662766e-07,-0.999973714351654|1.7603272173261075e-09,1,1.42455988338952e-07|Freefall
143.73536682128906,226.02001953125,-412.1094055175781|0.007936952635645866,1.162068983262543e-07,-0.9999685287475586|2.525305076161999e-09,1,1.1623060203191926e-07|Freefall
143.73992919921875,226.46310424804688,-412.6760559082031|0.008016673848032951,9.004591561279085e-08,-0.9999678730964661|3.390490554977532e-09,1,9.007598578136822e-08|Freefall
143.7445068359375,226.8516845703125,-413.2427062988281|0.00802589114755392,6.39078905351198e-08,-0.9999678134918213|4.264486985761096e-09,1,6.394417795263507e-08|Freefall
143.74908447265625,227.18576049804688,-413.8093566894531|0.008026957511901855,3.7792208473774735e-08,-0.9999677538871765|5.138603320631319e-09,1,3.783467406037744e-08|Freefall
143.753662109375,227.46533203125,-414.3760070800781|0.00802707951515913,1.1698867652398803e-08,-0.9999677538871765|6.012045083991779e-09,1,1.1747505190840002e-08|Freefall
143.75823974609375,227.69041442871094,-414.9426574707031|0.008027094416320324,-1.4372154133468484e-08,-0.9999677538871765|6.88474610655021e-09,1,-1.4317350860437728e-08|Freefall
143.7628173828125,227.86099243164062,-415.5093078613281|0.008027096278965473,-4.042087553557394e-08,-0.9999677538871765|7.756701059236093e-09,1,-4.0359910968845725e-08|Freefall
143.76853942871094,227.99757385253906,-416.2176208496094|0.0080270916223526,-7.295044213151414e-08,-0.9999677538871765|8.84559625546899e-09,1,-7.2881789492385e-08|Freefall
143.77197265625,228.03863525390625,-416.6426086425781|0.008027100935578346,-9.245149357184346e-08,-0.9999677538871765|9.498376307703893e-09,1,-9.237822240493188e-08|Freefall
143.77655029296875,228.04571533203125,-417.2092590332031|0.008027096278965473,-1.1843342662132272e-07,-0.9999677538871765|1.036809749166423e-08,1,-1.1835400925974682e-07|Freefall
143.78111267089844,227.998291015625,-417.7759094238281|0.013414657674729824,-1.422079805024623e-07,-0.9999099969863892|1.1940776367680428e-08,1,-1.4206057130650152e-07|Freefall
143.78854370117188,227.8963623046875,-418.3425598144531|0.013744579628109932,-1.6146593395660602e-07,-0.999905526638031|1.2889792344594753e-08,1,-1.613040012671263e-07|Freefall
143.7964324951172,227.7399444580078,-418.9092102050781|0.019323263317346573,-1.7798960527670715e-07,-0.9998132586479187|1.4736999176534482e-08,1,-1.7773801630482922e-07|Freefall
143.80718994140625,227.52902221679688,-419.4757385253906|0.035832446068525314,-1.6359788901354477e-07,-0.9993578195571899|1.821540784874287e-08,1,-1.6304989003401715e-07|Freefall
143.8270263671875,227.2635955810547,-420.04205322265625|0.05316188931465149,-6.341268488085916e-08,-0.9985858798027039|1.8856017192092622e-08,1,-6.249864270557737e-08|Freefall
143.85691833496094,226.9436798095703,-420.60791015625|0.0655016154050827,7.738428564607602e-08,-0.9978524446487427|1.1869851768153694e-08,1,7.832999671109064e-08|Freefall
143.89404296875,226.5692596435547,-421.1733703613281|0.07754893600940704,1.2879991118097678e-07,-0.9969885349273682|2.2173830827032504e-10,1,1.292061995172844e-07|Freefall
143.93788146972656,226.1403350830078,-421.73834228515625|0.08403226733207703,1.5646131146240805e-07,-0.9964630603790283|-1.0351040913292309e-08,1,1.5614376991379686e-07|Freefall
143.98558044433594,225.6569061279297,-422.302978515625|0.08479588478803635,1.391986614862617e-07,-0.9963983297348022|-1.418524586682679e-08,1,1.3849462732196116e-07|Freefall
144.03378295898438,225.11898803710938,-422.8675537109375|0.08503607660531998,1.0414100160005546e-07,-0.9963778853416443|-1.5720001300678632e-08,1,1.031779532922883e-07|Freefall
144.08200073242188,224.5265655517578,-423.43212890625|0.08506429195404053,6.911955807709091e-08,-0.9963754415512085|-1.7219544901081463e-08,1,6.790089912556141e-08|Freefall
144.13023376464844,223.879638671875,-423.9967041015625|0.0796976387500763,3.6289556248902954e-08,-0.9968190789222717|-1.845430652736013e-08,1,3.4929900749602893e-08|Freefall
144.17564392089844,223.17820739746094,-424.56158447265625|0.047107718884944916,8.180794708323447e-08,-0.9988898038864136|-1.95377811706976e-08,1,8.097746473367806e-08|Freefall
144.20445251464844,222.4222869873047,-425.1274719238281|0.023400990292429924,1.3144796184860752e-07,-0.9997261762619019|-9.04907437870861e-09,1,1.3127214515407104e-07|Freefall
144.2178192138672,221.6118621826172,-425.6939697265625|0.010137713514268398,1.6144615244684246e-07,-0.9999486207962036|4.779903139962016e-10,1,1.6145929748745402e-07|Freefall
144.2234344482422,220.74693298339844,-426.2606201171875|0.003189794486388564,1.4476972864940763e-07,-0.9999949336051941|5.477960751676392e-09,1,1.447879327542978e-07|Freefall
144.22511291503906,220.6167449951172,-426.8069152832031|-0.009495038539171219,6.505751315444286e-08,-0.9999549388885498|6.570649357939828e-09,1,6.499805493831445e-08|Landed
144.22076416015625,220.61416625976562,-427.3497314453125|-0.009742862544953823,-1.4108374912780164e-08,-0.9999525547027588|5.818655779421533e-09,1,-1.4165737027838077e-08|Landed
144.21533203125,220.41513061523438,-427.9072265625|-0.009771203622221947,-9.320010718738558e-08,-0.9999522566795349|5.049024309755623e-09,1,-9.325389527248262e-08|Running
144.4265899658203,220.13197326660156,-428.3832092285156|-0.009775059297680855,-9.399935407827797e-08,-0.9999521970748901|2.1469921396288782e-09,1,-9.402483414078233e-08|Running
144.81515502929688,219.79432678222656,-428.7908935546875|-0.00977467279881239,-9.479791884814404e-08,-0.9999521970748901|-7.521304690172315e-10,1,-9.479509088805571e-08|Running
145.21121215820312,219.4021759033203,-429.1950378417969|-0.009774716570973396,-9.559579439155641e-08,-0.9999521970748901|-3.64881302949982e-09,1,-9.556469393601219e-08|Running
145.60629272460938,218.9555206298828,-429.597900390625|-0.00977472122758627,-9.639299491936981e-08,-0.9999521970748901|-6.543016795035328e-09,1,-9.633363617922441e-08|Running
146.00277709960938,218.73452758789062,-430.0022277832031|-0.009775052778422832,-9.718950622072953e-08,-0.9999521970748901|-9.434780068318105e-09,1,-9.710191761769238e-08|Running
146.39950561523438,218.75491333007812,-430.4067687988281|-0.009775052778422832,-9.798534250649027e-08,-0.9999521970748901|-1.2324041342992587e-08,1,-9.78695524622708e-08|Running
146.79623413085938,218.78746032714844,-430.8113098144531|-0.009775052778422832,-9.878049667122468e-08,-0.9999521970748901|-1.5210833481660302e-08,1,-9.863652650210497e-08|Running
147.19296264648438,218.80857849121094,-431.2158508300781|-0.009775590151548386,-9.957496871493277e-08,-0.9999521970748901|-1.809521421591853e-08,1,-9.940282552634017e-08|Running
147.58969116210938,218.82061767578125,-431.6203918457031|-0.009775590151548386,-1.0036875863761452e-07,-0.9999521970748901|-2.097707607617849e-08,1,-1.0016848506211318e-07|Running
147.98641967773438,218.8272705078125,-432.0249328613281|-0.009775590151548386,-1.011618735446973e-07,-0.9999521970748901|-2.3856477682215882e-08,1,-1.0093349089856929e-07|Running
148.38314819335938,218.83090209960938,-432.4294738769531|-0.009775590151548386,-1.0195430633075375e-07,-0.9999521970748901|-2.6733419034030703e-08,1,-1.0169783593028114e-07|Running
148.77987670898438,218.83287048339844,-432.8340148925781|-0.009775590151548386,-1.0274606410121123e-07,-0.9999521970748901|-2.9607901907979794e-08,1,-1.024615272626761e-07|Running
149.17660522460938,218.83395385742188,-433.2385559082031|-0.009775590151548386,-1.035371539614971e-07,-0.9999521970748901|-3.2479928080419995e-08,1,-1.0322457200118151e-07|Running
149.57333374023438,218.83453369140625,-433.6430969238281|-0.009775430895388126,-1.0432756170075663e-07,-0.9999521970748901|-3.534949044592395e-08,1,-1.0398697725122474e-07|Running
149.97006225585938,218.83485412597656,-434.0476379394531|-0.003840820398181677,-1.0510031245303253e-07,-0.9999926090240479|-3.75988555845197e-08,1,-1.0495667623899863e-07|Running
150.36886596679688,218.8350372314453,-434.4501953125|0.0020931274630129337,-1.0585540621832479e-07,-0.9999977946281433|-3.984006013979524e-08,1,-1.059390299928964e-07|Running
150.77005004882812,218.8351287841797,-434.85040283203125|0.008027367293834686,-1.0659284299663341e-07,-0.9999677538871765|-4.2072915817925605e-08,1,-1.0693402430206334e-07|Running
151.17359924316406,218.83518981933594,-435.24822998046875|0.013960440643131733,-1.0731262278795839e-07,-0.9999025464057922|-4.429747235690229e-08,1,-1.0794155969051644e-07|Running
151.57948303222656,218.83518981933594,-435.6436462402344|0.0139610068872571,-1.0803179861795797e-07,-0.9999025464057922|-4.715475299121863e-08,1,-1.0870071776025725e-07|Running
151.98573303222656,218.83518981933594,-436.0386657714844|0.0139610068872571,-1.0875035627577745e-07,-0.9999025464057922|-5.000965330737017e-08,1,-1.0945920791982644e-07|Running
152.39198303222656,218.83518981933594,-436.4336853027344|0.0139610068872571,-1.0946829576141681e-07,-0.9999025464057922|-5.286212001465174e-08,1,-1.1021704438007873e-07|Running
152.79823303222656,218.83518981933594,-436.8287048339844|0.0139610068872571,-1.1018561707487606e-07,-0.9999025464057922|-5.571215311306332e-08,1,-1.1097423424644148e-07|Running
153.20448303222656,218.83518981933594,-437.2237243652344|0.0139610068872571,-1.1090233442700992e-07,-0.9999025464057922|-5.855975260260493e-08,1,-1.1173077751891469e-07|Running
153.61073303222656,218.83518981933594,-437.6187438964844|0.0139610068872571,-1.1161844071239102e-07,-0.9999025464057922|-6.140491848327656e-08,1,-1.1248667419749836e-07|Running
154.01698303222656,218.83518981933594,-438.0137634277344|0.0139610068872571,-1.1233392882559201e-07,-0.9999025464057922|-6.424765786050557e-08,1,-1.1324192428219249e-07|Running
154.42323303222656,218.83518981933594,-438.4087829589844|0.0139610068872571,-1.1304879876661289e-07,-0.9999025464057922|-6.708797428700564e-08,1,-1.1399652777299707e-07|Running
154.82948303222656,218.83518981933594,-438.8038024902344|0.01989409700036049,-1.1374614672376993e-07,-0.9998021125793457|-6.924823736653707e-08,1,-1.1514656961253422e-07|Running
155.23773193359375,218.83518981933594,-439.1968078613281|0.019894098863005638,-1.1444290493045628e-07,-0.9998021125793457|-7.208370789157925e-08,1,-1.1589987991555972e-07|Running
155.64630126953125,218.83518981933594,-439.5895080566406|0.025826308876276016,-1.151221553641335e-07,-0.9996664524078369|-7.422777059673535e-08,1,-1.1707823688311692e-07|Running
155.84231567382812,218.83518981933594,-440.0759582519531|0.025826308876276016,-1.1580082315276741e-07,-0.9996664524078369|-7.705840943117437e-08,1,-1.1783026110379069e-07|Running
155.86862182617188,218.83518981933594,-440.780517578125|0.025826308876276016,-6.000936991767958e-08,-0.9996664524078369|-4.162421163300678e-08,1,-6.11047497045547e-08|Running
155.87965393066406,218.83518981933594,-441.2053527832031|0.025826308876276016,-1.8069977514301172e-08,-0.9996664524078369|-1.453835629661171e-08,1,-1.8451604688607404e-08|Running
155.89430236816406,218.83518981933594,-441.7718811035156|0.025826308876276016,3.7807403430178965e-08,-0.9996664524078369|2.154913048002527e-08,1,3.837673645534778e-08|Running
155.90895080566406,218.83518981933594,-442.3384094238281|0.025826308876276016,7.813824254299107e-08,-0.9996664524078369|4.794470598312728e-08,1,7.94029659800799e-08|Running
155.92359924316406,218.83518981933594,-442.9049377441406|0.025826308876276016,7.195809104132422e-08,-0.9996664524078369|4.534685515977799e-08,1,7.315363603765945e-08|Running
155.93824768066406,218.83518981933594,-443.4714660644531|0.025826308876276016,6.578321176675672e-08,-0.9996664524078369|4.275122478247795e-08,1,6.690964227118457e-08|Running
155.95289611816406,218.83518981933594,-444.0379943847656|0.025826308876276016,5.961361893014328e-08,-0.9996664524078369|4.015781129851348e-08,1,6.067098468065524e-08|Running
155.96754455566406,218.83518981933594,-444.6045227050781|0.025826308876276016,5.344929476791549e-08,-0.9996664524078369|3.7566611155170904e-08,1,5.443765971335779e-08|Running
155.98219299316406,218.83518981933594,-445.1710510253906|0.025826308876276016,4.7290239280073365e-08,-0.9996664524078369|3.497762435245022e-08,1,4.820966026386486e-08|Running
155.99684143066406,218.83518981933594,-445.7375793457031|0.025826308876276016,4.1136441808475865e-08,-0.9996664524078369|3.239084733763775e-08,1,4.198698277946278e-08|Running
156.01148986816406,218.83518981933594,-446.3041076660156|0.025826308876276016,3.498790590583667e-08,-0.9996664524078369|2.9806280110733496e-08,1,3.576962370743786e-08|Running
156.02613830566406,218.83518981933594,-446.8706359863281|0.025826308876276016,2.884462269037158e-08,-0.9996664524078369|2.7223920895380616e-08,1,2.9557575942362746e-08|Running
156.04078674316406,218.83518981933594,-447.4371643066406|0.025826308876276016,2.2706590385723757e-08,-0.9996664524078369|2.464376613886543e-08,1,2.335083593152376e-08|Running
156.05543518066406,218.83518981933594,-448.0036926269531|0.025826308876276016,1.6573801886465844e-08,-0.9996664524078369|2.2065814064831102e-08,1,1.7149400122207226e-08|Running
156.07008361816406,218.83518981933594,-448.5702209472656|0.025826308876276016,1.0446253639884162e-08,-0.9996664524078369|1.949006467327763e-08,1,1.095326407352104e-08|Running
156.08473205566406,218.83518981933594,-449.1367492675781|0.02582632750272751,4.323942093265032e-09,-0.9996664524078369|1.6916512635134495e-08,1,4.762422012305478e-09|Running
156.09938049316406,218.83518981933594,-449.7032775878906|0.0258263498544693,-1.793138415528972e-09,-0.9996664524078369|1.4345159726758538e-08,1,-1.4231299472200476e-09|Running
156.11402893066406,218.83518981933594,-450.2698059082031|0.02582637220621109,-7.904992216367646e-09,-0.9996664524078369|1.17760032836145e-08,1,-7.603397023103753e-09|Running
156.12867736816406,218.83518981933594,-450.8363342285156|0.02582639455795288,-1.401162297298697e-08,-0.9996664524078369|9.209040641167121e-09,1,-1.3778382879081619e-08|Running
156.14332580566406,218.83518981933594,-451.4028625488281|0.025826409459114075,-2.0113036569568976e-08,-0.9996664524078369|6.644270023059562e-09,1,-1.9948092955246466e-08|Running
156.15797424316406,218.83518981933594,-451.9693908691406|0.02582642436027527,-2.6209237447005762e-08,-0.9996664524078369|4.081689652934983e-09,1,-2.6112530804311973e-08|Running
156.17262268066406,218.83518981933594,-452.5359191894531|0.025826439261436462,-3.230022826983259e-08,-0.9996664524078369|1.5212976434142433e-09,1,-3.22717035317055e-08|Running
156.18727111816406,218.83518981933594,-453.1024475097656|0.025826450437307358,-3.838601614347681e-08,-0.9996664524078369|-1.0369078928817999e-09,1,-3.842561113742704e-08|Running
156.20191955566406,218.83518981933594,-453.6689758300781|0.025826457887887955,-4.4466602844295267e-08,-0.9996664524078369|-3.592929065376893e-09,1,-4.457426072690396e-08|Running
156.21656799316406,218.83518981933594,-454.2355041503906|0.02582646533846855,-5.054199192500164e-08,-0.9996664524078369|-6.146767539405573e-09,1,-5.071765585284993e-08|Running
156.23121643066406,218.83518981933594,-454.8020324707031|0.02582647278904915,-5.6612190491023284e-08,-0.9996664524078369|-8.69842420314626e-09,1,-5.6855803620692313e-08|Running
156.24586486816406,218.83518981933594,-455.3685607910156|0.025826480239629745,-6.267720209507388e-08,-0.9996664524078369|-1.1247901277045003e-08,1,-6.298870403043111e-08|Running
156.26051330566406,218.83518981933594,-455.9350891113281|0.025826487690210342,-6.873703028986711e-08,-0.9996664524078369|-1.379520142563706e-08,1,-6.911636774020735e-08|Running
156.27516174316406,218.83518981933594,-456.5016174316406|0.02582649514079094,-7.479167862811664e-08,-0.9996664524078369|-1.6340326425279272e-08,1,-7.523878764459369e-08|Running
156.28981018066406,218.83518981933594,-457.0681457519531|0.02582649514079094,-8.084115421524984e-08,-0.9996664524078369|-1.888327716415006e-08,1,-8.135597795444482e-08|Running
156.30445861816406,218.83518981933594,-457.6346740722656|0.02582649514079094,-8.688545705126671e-08,-0.9996664524078369|-2.1424057194963098e-08,1,-8.746794577518813e-08|Running
156.31910705566406,218.83518981933594,-458.2012023925781|0.02582649514079094,-9.292460845244932e-08,-0.9996664524078369|-2.396266829407523e-08,1,-9.357469110682359e-08|Running
156.54701232910156,218.83518981933594,-458.673095703125|0.09796889126300812,0.00002215164749941323,-0.9951894879341125|-0.0000011093171679021907,1,0.00002214951928181108|Running
156.9497833251953,218.83518981933594,-459.0669250488281|0.191210076212883,0.0000590439849474933,-0.9815491437911987|-0.0000063021343521540985,1,0.000058926194469677284|Running
157.3604736328125,218.83518981933594,-459.457275390625|0.2750680446624756,0.00006316992948995903,-0.9614247679710388|-0.000011323665603413247,1,0.00006246474367799237|Running
157.77130126953125,218.83518981933594,-459.8475036621094|0.34630295634269714,0.000048675599828129634,-0.9381227493286133|-0.000012845162018493284,1,0.00004714445458375849|Running
158.18212890625,218.83518981933594,-460.23773193359375|0.4060805141925812,0.00003452501550782472,-0.9138373136520386|-0.000011948019164265133,1,0.000032470939913764596|Running
158.59300231933594,218.83518981933594,-460.6279602050781|0.4561047852039337,0.000024919443603721447,-0.8899260759353638|-0.000010222688615613151,1,0.000022762369553674944|Running
159.0038604736328,218.83518981933594,-461.0181884765625|0.4979609251022339,0.00001839987453422509,-0.8671994805335999|-0.000008413619980274234,1,0.000016386335119022988|Running
159.41473388671875,218.83518981933594,-461.4084167480469|0.5330135822296143,0.00001364034142170567,-0.8461066484451294|-0.000006761413260392146,1,0.000011861880011565518|Running
159.82562255859375,218.83518981933594,-461.7986755371094|0.5624104142189026,0.000010078852028527763,-0.8268582224845886|-0.000005337007223715773,1,0.000008559222806070466|Running
160.02325439453125,218.83518981933594,-462.2838439941406|0.5270999073982239,0.000011334092050674371,-0.8498033285140991|-0.00000610951246926561,1,0.00000954781899054069|Running
160.0459747314453,218.83518981933594,-462.84674072265625|0.4678354263305664,0.000028521688363980502,-0.883815586566925|-0.00001424979382136371,1,0.00002472815685905516|Running
160.060791015625,218.83518981933594,-463.41314697265625|0.41035300493240356,0.00003368499528733082,-0.9119267463684082|-0.000015258416169672273,1,0.000030072218578425236|Running
160.07546997070312,218.83518981933594,-463.9795837402344|0.35881632566452026,0.000027156198484590277,-0.9334082007408142|-0.000010793417459353805,1,0.00002494443833711557|Running
160.09014892578125,218.83518981933594,-464.5460510253906|0.3135152757167816,0.000019386245185160078,-0.9495831727981567|-0.000006564112027263036,1,0.000018248319975100458|Running
160.1048126220703,218.83518981933594,-465.1125183105469|0.2740001976490021,0.000013897688404540531,-0.9617296457290649|-0.000004001653451268794,1,0.00001331063685938716|Running
160.11947631835938,218.83518981933594,-465.67901611328125|0.23968066275119781,0.000010223986464552581,-0.9708517789840698|-0.0000025432541406189557,1,0.000009903073987516109|Running
160.13414001464844,218.83518981933594,-466.2454833984375|0.20995935797691345,0.000007580985766253434,-0.9777101278305054|-0.0000016472869219796848,1,0.000007400069080176763|Running
160.14878845214844,218.83518981933594,-466.81195068359375|0.18427403271198273,0.000005605814294540323,-0.9828749299049377|-0.0000010622877653077012,1,0.000005504324235516833|Running
160.1634521484375,218.83518981933594,-467.3783874511719|0.1621108055114746,0.0000041345037971041165,-0.9867725372314453|-6.806813530602085e-07,1,0.0000040781010284263175|Running
160.17811584472656,218.83518981933594,-467.94482421875|0.1430085003376007,0.0000030483167847705772,-0.9897214770317078|-4.3597711396614613e-07,1,0.0000030169783258315874|Running
160.19276428222656,218.83518981933594,-468.51123046875|0.1265583038330078,0.0000022484343844553223,-0.9919591546058655|-2.800207710151881e-07,1,0.000002230934114777483|Running
160.2073974609375,218.83518981933594,-469.07769775390625|0.11240098625421524,0.0000016588140852036304,-0.99366295337677|-1.8037812310467416e-07,1,0.0000016489891550008906|Running
160.22206115722656,218.83518981933594,-469.6442565917969|0.10022272169589996,0.0000012238045883350424,-0.9949650168418884|-1.1642701736036543e-07,1,0.000001218269972014241|Running
160.23670959472656,218.83518981933594,-470.2107849121094|0.08975058048963547,9.028277645484195e-07,-0.9959642887115479|-7.532155166245502e-08,1,8.99698534340132e-07|Running
160.2513427734375,218.83518981933594,-470.7773132324219|0.08074795454740524,6.660261533397716e-07,-0.9967345595359802|-4.884205395683239e-08,1,6.642513312726805e-07|Running
160.2659912109375,218.83518981933594,-471.3438415527344|0.07301018387079239,4.913400744044338e-07,-0.9973312020301819|-3.1792097843208467e-08,1,4.903275225842663e-07|Running
160.2806396484375,218.83518981933594,-471.9103698730469|0.06636058539152145,3.62472803772107e-07,-0.9977957010269165|-2.0763668118206624e-08,1,3.6189263141750416e-07|Running
160.29527282714844,218.83518981933594,-472.4768981933594|0.060646798461675644,2.674051984286052e-07,-0.9981592893600464|-1.3585379043945522e-08,1,2.6707289180194493e-07|Running
160.30990600585938,218.83518981933594,-473.0434265136719|0.05573756620287895,1.9727139033420826e-07,-0.998445451259613|-8.928568995258956e-09,1,1.9708009801888693e-07|Running
160.32455444335938,218.83518981933594,-473.6099548339844|0.051519885659217834,1.455320415288952e-07,-0.9986719489097595|-5.900968158556452e-09,1,1.4542114001869777e-07|Running
160.33920288085938,218.83518981933594,-474.1764831542969|0.04789653420448303,1.484086880054747e-07,-0.9988523125648499|-5.343797404577799e-09,1,1.483229681298326e-07|Running
160.35386657714844,218.83518981933594,-474.74298095703125|0.04478388652205467,1.2590780329446716e-07,-0.9989966750144958|-4.139178777506913e-09,1,1.2584870034970663e-07|Running
160.36849975585938,218.83518981933594,-475.30950927734375|0.042110051959753036,1.28590528447603e-07,-0.9991129636764526|-3.818872773564408e-09,1,1.2854373210302583e-07|Running
160.38311767578125,218.83518981933594,-475.87603759765625|0.039813220500946045,1.2397545390285813e-07,-0.9992071390151978|-3.388808123006015e-09,1,1.2393880410854763e-07|Running
160.39773559570312,218.83518981933594,-476.44256591796875|0.03784027323126793,1.2294827911318862e-07,-0.9992837905883789|-3.0887032931303793e-09,1,1.2291943107811676e-07|Running
160.412353515625,218.83518981933594,-477.00909423828125|0.036145567893981934,1.2425674356109084e-07,-0.9993465542793274|-2.8467714852098425e-09,1,1.2423502937508601e-07|Running
160.42698669433594,218.83518981933594,-477.57562255859375|0.03468988090753555,9.956323765436537e-08,-0.9993981122970581|-2.0880059903305437e-09,1,9.955072499678863e-08|Running
160.65489196777344,218.83518981933594,-478.0475158691406|0.10554574429988861,0.00002149791907868348,-0.9944144487380981|-0.000001236648699887155,1,0.000021487414414878003|Running
161.05764770507812,218.83518981933594,-478.44134521484375|0.19762705266475677,0.00005756758037023246,-0.9802772998809814|-0.0000065746762629714794,1,0.00005740033884649165|Running
161.46832275390625,218.83518981933594,-478.8316650390625|0.2804657816886902,0.00006178065814310685,-0.9598640203475952|-0.000011479418390081264,1,0.0000610097631579265|Running
161.87918090820312,218.83518981933594,-479.221923828125|0.3508264124393463,0.00004766249912790954,-0.9364405274391174|-0.000012834088920499198,1,0.00004608937888406217|Running
162.2900390625,218.83518981933594,-479.6121520996094|0.4098650813102722,0.00003380932321306318,-0.9121461510658264|-0.00001184645043394994,1,0.00003174258745275438|Running
162.70089721679688,218.83518981933594,-480.0023498535156|0.45927032828330994,0.000024397670131293125,-0.8882965445518494|-0.000010096083315147553,1,0.0000222457656491315|Running
163.11175537109375,218.83518981933594,-480.392578125|0.5006104707717896,0.000018013086446444504,-0.8656726479530334|-0.000008291548510896973,1,0.000016013271306292154|Running
163.30934143066406,218.83518981933594,-480.8777160644531|0.4728200137615204,0.000011009593436028808,-0.8811590075492859|-0.000005338825758371968,1,0.00000962969170359429|Running
163.33204650878906,218.83518981933594,-481.4405517578125|0.41958656907081604,0.000020556641175062396,-0.9077153205871582|-0.000009204855814459734,1,0.00001839167634898331|Running
163.3468780517578,218.83518981933594,-482.0069580078125|0.3677501976490021,0.0000253939870162867,-0.9299246072769165|-0.000010232770364382304,1,0.000023260899979504757|Running
163.36155700683594,218.83518981933594,-482.57342529296875|0.3214615285396576,0.000021134017515578307,-0.9469226598739624|-0.000007482815817638766,1,0.000019778362911893055|Running
163.376220703125,218.83518981933594,-483.1398620605469|0.280937522649765,0.000015215587154671084,-0.9597260355949402|-0.000004602890385285718,1,0.000014506705156236421|Running
163.39088439941406,218.83518981933594,-483.70635986328125|0.2457011640071869,0.000010876479791477323,-0.9693456292152405|-0.000002789559857774293,1,0.000010513362212805077|Running
163.40553283691406,218.83518981933594,-484.2728576660156|0.21516866981983185,0.000007978885150805581,-0.9765769243240356|-0.0000017674399259703932,1,0.000007780839041515719|Running
163.42019653320312,218.83518981933594,-484.8393249511719|0.18877281248569489,0.000005914445409871405,-0.9820207953453064|-0.00000114515944460436,1,0.000005802596660942072|Running
163.43484497070312,218.83518981933594,-485.40576171875|0.1659906655550003,0.000004375650405563647,-0.9861273169517517|-7.395637453555537e-07,1,0.00000431271837442182|Running
163.4495086669922,218.83518981933594,-485.97216796875|0.1463511884212494,0.000003227996558052837,-0.9892327189445496|-4.7448975237784907e-07,1,0.000003192933718310087|Running
163.4641571044922,218.83518981933594,-486.5386047363281|0.12943606078624725,0.0000023799093469278887,-0.99158775806427|-3.042391654162202e-07,1,0.0000023603859062859556|Running
163.4788055419922,218.83518981933594,-487.10504150390625|0.11487708240747452,0.000001755320454321918,-0.9933797121047974|-1.9565547404454264e-07,1,0.0000017443925344196032|Running
163.4934539794922,218.83518981933594,-487.6716003417969|0.1023523285984993,0.0000012949949450558051,-0.9947482347488403|-1.2621404721357976e-07,1,0.0000012888453966297675|Running
