Mt YNTKTS|true|13374
-336.3017272949219,165.9088592529297,-609.01611328125|0.08890312165021896,-1.0720916776563172e-07,-0.9960402846336365|-1.0882190260019797e-08,1,-1.0860668453460676e-07|Landed
-336.2664489746094,165.57308959960938,-609.4279174804688|0.11675087362527847,-8.689758601576614e-08,-0.9931612610816956|-7.487559017249623e-09,1,-8.837614728918197e-08|Running
-336.2206726074219,166.66000366210938,-609.9424438476562|0.1599976122379303,-6.17060109675549e-08,-0.9871174097061157|-3.185614660949909e-09,1,-6.302766308863283e-08|Jumping
-336.17608642578125,167.470947265625,-610.3776245117188|0.216068297624588,-7.967479120907228e-08,-0.9763782620429993|6.58186927182669e-09,1,-8.014584551574444e-08|Freefall
-336.1129455566406,168.22740173339844,-610.8474731445312|0.28545188903808594,-1.4304272610843327e-07,-0.9583930373191833|2.7178716166531558e-08,1,-1.4115765623046173e-07|Freefall
-336.02178955078125,168.92935180664062,-611.3447875976562|0.3662521243095398,-1.73425490856971e-07,-0.9305156469345093|5.016980253458314e-08,1,-1.6662878010720306e-07|Freefall
-335.8949279785156,169.57679748535156,-611.8579711914062|0.45687004923820496,-2.2277414757354563e-07,-0.8895334601402283|8.644841642535539e-08,1,-2.0603886241588043e-07|Freefall
-335.72894287109375,170.1697540283203,-612.3751220703125|0.5506507158279419,-2.8370200766403286e-07,-0.8347357511520386|1.3771622775493597e-07,1,-2.490230599505594e-07|Freefall
-335.5787658691406,170.57870483398438,-612.7593994140625|0.6377326250076294,-3.131776509235351e-07,-0.7702577710151672|1.8013092528690322e-07,1,-2.5744921572368185e-07|Freefall
-335.3456726074219,171.07627868652344,-613.2605590820312|0.6932719349861145,-2.7415569547883933e-07,-0.7206761240959167|1.7453272960210597e-07,1,-2.1251855741866166e-07|Freefall
-335.0035400390625,171.62161254882812,-613.86376953125|0.7382957935333252,-2.166354562405104e-07,-0.6744771003723145|1.5040333778415516e-07,1,-1.5655582785711886e-07|Freefall
-334.6906433105469,171.99656677246094,-614.3248291015625|0.7750476002693176,-1.9352349056589446e-07,-0.6319028735160828|1.41906511430534e-07,1,-1.3220257244483946e-07|Freefall
-334.3443603515625,172.3170166015625,-614.76416015625|0.7882466316223145,-1.6138949376909295e-07,-0.6153594255447388|1.1994123383374244e-07,1,-1.0862954979984352e-07|Freefall
-333.965576171875,172.58297729492188,-615.1806030273438|0.7900503277778625,-1.4796566460972826e-07,-0.6130419969558716|1.090511290158247e-07,1,-1.0082471391115178e-07|Freefall
-333.5545654296875,172.79443359375,-615.5738525390625|0.790534496307373,-1.3529209752505267e-07,-0.612417459487915|9.84023884598173e-08,1,-9.389282240590546e-08|Freefall
-333.22515869140625,172.91725158691406,-615.8535766601562|0.7905911803245544,-1.2580059660649567e-07,-0.6123443245887756|9.036960335606636e-08,1,-8.87657094494898e-08|Freefall
-332.6510314941406,173.0538330078125,-616.3016357421875|0.7905963063240051,-1.0999493582630748e-07,-0.6123377084732056|7.69780470477599e-08,1,-8.024391462413405e-08|Freefall
-332.1898498535156,173.10177612304688,-616.6588134765625|0.790597677230835,-9.736254469316918e-08,-0.6123359203338623|6.627453785768012e-08,1,-7.343363250811308e-08|Freefall
-331.7286682128906,173.09523010253906,-617.0159912109375|0.7905978560447693,-8.474094670418708e-08,-0.612335741519928|5.5579992164211944e-08,1,-6.662934026735456e-08|Freefall
-331.3827819824219,173.05455017089844,-617.2838745117188|0.7905978560447693,-7.528182521809867e-08,-0.612335741519928|4.7565066552124335e-08,1,-6.152994558306091e-08|Freefall
-330.8063049316406,172.9186248779297,-617.7303466796875|0.7905978560447693,-5.9530091078840996e-08,-0.612335741519928|3.421827443617076e-08,1,-5.303822092628252e-08|Freefall
-330.3451232910156,172.7485809326172,-618.0875244140625|0.7905978560447693,-4.694082278433598e-08,-0.612335741519928|2.3551109507025103e-08,1,-4.625136895697324e-08|Freefall
-329.9992370605469,172.5852813720703,-618.3554077148438|0.7905978560447693,-3.750593435825067e-08,-0.612335741519928|1.555671858000096e-08,1,-4.116503760087653e-08|Freefall
-329.4227600097656,172.24497985839844,-618.8018798828125|0.7905978560447693,-2.1794555493670487e-08,-0.612335741519928|2.2441222213842593e-09,1,-3.269506265723976e-08|Freefall
-328.9615783691406,171.91143798828125,-619.1590576171875|0.7905978560447693,-9.23753695758478e-09,-0.612335741519928|-8.395712569608804e-09,1,-2.5925595892317688e-08|Freefall
-328.5003967285156,171.5233917236328,-619.5162353515625|0.7905978560447693,3.308747276165036e-09,-0.612335741519928|-1.9026453301762558e-08,1,-1.9161914721621542e-08|Freefall
-328.0392150878906,171.08084106445312,-619.8734130859375|0.7905978560447693,1.5844307199586183e-08,-0.612335741519928|-2.964810619232594e-08,1,-1.2404013816080806e-08|Freefall
-327.5780334472656,170.58380126953125,-620.2305908203125|0.7905978560447693,2.836915413695351e-08,-0.612335741519928|-4.026068012308315e-08,1,-5.651887402535749e-09|Freefall
-327.2321472167969,170.1752471923828,-620.4984741210938|0.7905978560447693,3.775576118414392e-08,-0.612335741519928|-4.8214154446668545e-08,1,-5.915791745358945e-10|Freefall
-326.77099609375,169.58282470703125,-620.855712890625|0.8068172931671143,4.178382440045425e-08,-0.5908010005950928|-5.235018107896394e-08,1,-7.671024371269652e-10|Freefall
-326.183349609375,168.76565551757812,-621.2874145507812|0.8322893381118774,-3.6239324430198394e-08,-0.5543414354324341|7.810966096144512e-09,1,-5.364624655612715e-08|Freefall
-325.7001647949219,168.05059814453125,-621.614013671875|0.8707032203674316,-1.2865086773672374e-07,-0.49180883169174194|9.334699768714927e-08,1,-9.632471176246327e-08|Freefall
-325.3271789550781,167.47854614257812,-621.8421630859375|0.9105777740478516,-1.6016809922803077e-07,-0.41333770751953125|1.3519768060632487e-07,1,-8.966058118176079e-08|Freefall
-324.8132629394531,166.66812133789062,-622.1158447265625|0.9457052946090698,-2.1408790473742556e-07,-0.3250254690647125|1.9620000557551975e-07,1,-8.781010052416605e-08|Freefall
-324.1475830078125,165.5784454345703,-622.4071655273438|0.9745354652404785,-2.9250054467411246e-07,-0.2242334634065628|2.802151470859826e-07,1,-8.661044859081812e-08|Freefall
-323.6543884277344,164.64540100097656,-622.563232421875|0.9973236918449402,-1.1929508048069692e-07,-0.07311230152845383|1.1765926188900266e-07,1,-2.6680909925858032e-08|Landed
-323.21514892578125,163.65785217285156,-622.6234741210938|0.9987125396728516,4.1598813282917035e-09,0.050727881491184235|-4.6902681738458796e-09,1,1.0336481004458165e-08|Landed
-322.8170471191406,162.6157989501953,-622.618408203125|0.9911836981773376,2.7183286732679335e-08,0.1324947327375412|-3.1641402387094786e-08,1,3.154205074906713e-08|Running
-322.43865966796875,161.51925659179688,-622.5740356445312|0.9819718599319458,4.347355897493799e-08,0.18902729451656342|-5.420092463737092e-08,1,5.1581015014789955e-08|Running
-322.1595764160156,161.01649475097656,-622.5238037109375|0.9763596653938293,5.510229073024675e-08,0.21615219116210938|-7.115306033256275e-08,1,6.647487538202768e-08|Running
-321.7052917480469,160.8645477294922,-622.425048828125|0.9752182960510254,5.490861454404694e-08,0.2212449312210083|-7.191896145286591e-08,1,6.882901715243861e-08|Running
-321.3443298339844,160.7128448486328,-622.3434448242188|0.9752196669578552,3.149533966961826e-08,0.22123883664608002|-4.1708812403840057e-08,1,4.14932408432378e-08|Running
-321.0708312988281,160.53175354003906,-622.2814331054688|0.9752197265625,1.3948517008088857e-08,0.2212384045124054|-1.9068455259230177e-08,1,2.10063770822444e-08|Running
-320.7011413574219,160.2397003173828,-622.1975708007812|0.9752197265625,-9.429747649392084e-09,0.22123843431472778|1.1096090268836178e-08,1,-6.289044840457336e-09|Running
-320.32666015625,159.8931427001953,-622.1126098632812|0.9752197265625,-3.278803717421397e-08,0.22123843431472778|4.1234862635519676e-08,1,-3.3561143197857746e-08|Running
-319.85748291015625,159.38330078125,-622.006103515625|0.9752197265625,-6.195783441853564e-08,0.22123843431472778|7.887211950219353e-08,1,-6.761850102066091e-08|Running
-319.57366943359375,159.03652954101562,-621.9417114257812|0.9752197265625,-5.81122563403369e-08,0.22123843431472778|7.417050795766045e-08,1,-6.427584509083317e-08|Running
-319.19549560546875,158.52647399902344,-621.85595703125|0.9752197265625,-3.877307008792741e-08,0.22123843431472778|4.9737714391540067e-08,1,-4.3989338394112565e-08|Running
-318.810302734375,157.9619140625,-621.7685546875|0.9752197265625,-1.9450412835908537e-08,0.22123843431472778|2.5325805452780514e-08,1,-2.3720167163787664e-08|Running
-318.42169189453125,157.34286499023438,-621.680419921875|0.9752197265625,-1.4427427308394414e-10,0.22123843431472778|9.347617124788599e-10,1,-3.4683114158440276e-09|Running
-318.02960205078125,156.6693115234375,-621.5914306640625|0.9752197265625,1.914536085223517e-08,0.22123843431472778|-2.3435434926000198e-08,1,1.676623995194859e-08|Running
-317.6383361816406,155.9776611328125,-621.502685546875|0.9752197265625,3.841850926278312e-08,0.22123843431472778|-4.7784801893158146e-08,1,3.69835007063557e-08|Running
-317.1512145996094,155.52554321289062,-621.3922119140625|0.9752197265625,6.248677664189017e-08,0.22123843431472778|-7.819224379090883e-08,1,6.223079651590524e-08|Running
-316.8594055175781,155.444580078125,-621.3260498046875|0.9752197265625,7.691539849474793e-08,0.22123843431472778|-9.64211182008512e-08,1,7.7366223649733e-08|Running
-316.3739013671875,155.1840362548828,-621.2158813476562|0.9752197265625,4.421226762474362e-08,0.22123843431472778|-5.556158910735576e-08,1,4.507575823708976e-08|Running
-315.9579772949219,154.91046142578125,-621.1215209960938|0.9752197265625,1.8074915786314705e-08,0.22123843431472778|-2.2905387808691557e-08,1,1.9268215467604932e-08|Running
-315.6300048828125,154.6695098876953,-621.047119140625|0.9752197265625,-1.5134429265373228e-09,0.22123843431472778|1.5684533671844747e-09,1,-7.297011606066661e-11|Running
-315.1725158691406,154.30055236816406,-620.943359375|0.9752197265625,-2.761172801513112e-08,0.22123843431472778|3.4175844376704845e-08,1,-2.5841936590609293e-08|Running
-314.5894470214844,153.76272583007812,-620.8110961914062|0.9752197265625,-6.0203227292277e-08,0.22123843431472778|7.489590814202529e-08,1,-5.802218794315195e-08|Running
-314.1325988769531,153.27114868164062,-620.70751953125|0.9752197265625,-6.302759913978662e-08,0.22123843431472778|7.850305649981237e-08,1,-6.11563493180256e-08|Running
-313.6880187988281,152.72506713867188,-620.6066284179688|0.9752197265625,-4.263570829721175e-08,0.22123843431472778|5.3181910431021606e-08,1,-4.1712191034548596e-08|Running
-313.2567443847656,152.12449645996094,-620.5087280273438|0.9752197265625,-2.2261247067945078e-08,0.22123843431472778|2.7882402164891573e-08,1,-2.2284648792947337e-08|Running
-312.8274841308594,151.59649658203125,-620.4113159179688|0.9752197265625,-1.904202573399516e-09,0.22123843431472778|2.604518378745979e-09,1,-2.8737099366793473e-09|Running
-312.5055847167969,151.3628692626953,-620.3382568359375|0.9752197265625,1.3352161154500664e-08,0.22123843431472778|-1.633971358216968e-08,1,1.1673610522677791e-08|Running
-311.97259521484375,150.9525909423828,-620.2173461914062|0.9752197265625,3.875769749583924e-08,0.22123843431472778|-4.788644858422231e-08,1,3.589843089457645e-08|Running
-311.5467834472656,150.71412658691406,-620.1206665039062|0.9752197265625,5.906258593313396e-08,0.22123843431472778|-7.309957084089547e-08,1,5.525965818264922e-08|Running
-311.22564697265625,150.49952697753906,-620.0478515625|0.9752197265625,7.427986048469393e-08,0.22123843431472778|-9.199526829206661e-08,1,6.976972599659348e-08|Running
-310.7945251464844,150.1656951904297,-619.9500122070312|0.9752197265625,5.929437207896626e-08,0.22123843431472778|-7.347487951392395e-08,1,5.586633022858223e-08|Running
-310.3580017089844,149.77735900878906,-619.8510131835938|0.9752197265625,3.257336445017245e-08,0.22123843431472778|-4.041125478693175e-08,1,3.090099198743701e-08|Running
-309.8062744140625,149.2152862548828,-619.725830078125|0.9752197265625,-7.95789101282196e-10,0.22123843431472778|8.785512872755419e-10,1,-2.756819217353268e-10|Running
-309.3662414550781,148.70433044433594,-619.6259765625|0.9752197265625,-2.7465452134833868e-08,0.22123843431472778|3.387864566661847e-08,1,-2.5193047648031097e-08|Running
-308.8988037109375,148.2078857421875,-619.5199584960938|0.9752197265625,-5.411233061636267e-08,0.22123843431472778|6.68505464318514e-08,1,-5.008912395965126e-08|Running
-308.4018249511719,147.86398315429688,-619.4072875976562|0.9752197265625,-6.896031123915236e-08,0.22123843431472778|8.523579708707985e-08,1,-6.40183799305305e-08|Running
-308.0077819824219,147.70831298828125,-619.31787109375|0.9752197265625,-5.360014654343104e-08,0.22123843431472778|6.6268356135879e-08,1,-4.983792578627799e-08|Running
-307.3217468261719,147.53184509277344,-619.1622314453125|0.9752197265625,-2.80217609116562e-08,0.22123843431472778|3.468297649078522e-08,1,-2.6224032723121127e-08|Running
-306.7581787109375,147.50411987304688,-619.0343627929688|0.9752197265625,-7.578728755675002e-09,0.22123843431472778|9.43896871774541e-09,1,-7.351074859940354e-09|Running
-306.33306884765625,147.501953125,-618.9379272460938|0.9752197265625,7.74207720155573e-09,0.22123843431472778|-9.479877327578379e-09,1,6.793060336462986e-09|Running
-305.76593017578125,147.46434020996094,-618.8092651367188|0.9752197265625,2.815454003268769e-08,0.22123843431472778|-3.4686138405959355e-08,1,2.5637808320766453e-08|Running
-305.05645751953125,147.41493225097656,-618.6484375|0.9752197265625,5.364558219866922e-08,0.22123843431472778|-6.616367187461947e-08,1,4.917109919233553e-08|Running
-304.48828125,147.38682556152344,-618.51953125|0.9752197265625,7.401880708357567e-08,0.22123843431472778|-9.132148193202738e-08,1,6.797963436611099e-08|Running
-304.0617370605469,147.37879943847656,-618.4227294921875|0.9752197265625,6.581966971452857e-08,0.22123843431472778|-8.121634920144061e-08,1,6.049634038163276e-08|Running
-303.4928894042969,147.37733459472656,-618.2935791015625|0.9752197265625,3.925727298792481e-08,0.22123843431472778|-4.845490764182614e-08,1,3.614612253954874e-08|Running
-302.7818298339844,147.37985229492188,-618.1321411132812|0.9752197265625,6.086183113040988e-09,0.22123843431472778|-7.542467095333905e-09,1,5.737608166356267e-09|Running
-302.21343994140625,147.39002990722656,-618.0032348632812|0.9752197265625,-2.0425179769745228e-08,0.22123843431472778|2.5156024818784317e-08,1,-1.856582088066716e-08|Running
-301.78759765625,147.40440368652344,-617.9065551757812|0.9752197265625,-4.0293834047133714e-08,0.22123843431472778|4.96615584211213e-08,1,-3.6779763235017526e-08|Running
-301.0784606933594,147.44004821777344,-617.7457275390625|0.9752197265625,-7.337997232070848e-08,0.22123843431472778|9.046922144761993e-08,1,-6.711039901574622e-08|Running
-300.5281982421875,147.47869873046875,-617.709228515625|0.9752197265625,-5.3143587308568385e-08,0.22123843431472778|6.552758691213967e-08,1,-4.8636273675128905e-08|Running
-300.133056640625,147.5122528076172,-617.77880859375|0.9752197265625,-3.7977645916953406e-08,0.22123843431472778|4.683535337335343e-08,1,-3.479103583003962e-08|Running
-299.6281433105469,147.55935668945312,-618.0010986328125|0.9752197265625,-1.777152469628618e-08,0.22123843431472778|2.1931017002430053e-08,1,-1.6344520403777096e-08|Running
-299.1360778808594,147.6082763671875,-618.3060913085938|0.9752197265625,2.417327893411425e-09,0.22123843431472778|-2.9520355049328373e-09,1,2.0862345184724518e-09|Running
-298.6440124511719,147.65603637695312,-618.6160888671875|0.9752197265625,2.2588924508681885e-08,0.22123843431472778|-2.7813822356392848e-08,1,2.0501241593251507e-08|Running
-298.1518249511719,147.70187377929688,-618.9261474609375|0.9752197265625,4.274328091469215e-08,0.22123843431472778|-5.2654357318715483e-08,1,3.890051658572702e-08|Running
-297.5365905761719,147.75770568847656,-619.313720703125|0.9752197265625,6.791200490852134e-08,0.22123843431472778|-8.367517523311108e-08,1,6.187749335140325e-08|Running
-297.0445861816406,147.80227661132812,-619.623779296875|0.9752197265625,6.488736659093775e-08,0.22123843431472778|-7.995392081738828e-08,1,5.91455666665297e-08|Running
-296.5526428222656,147.8473358154297,-619.933837890625|0.9752197265625,3.873495302286756e-08,0.22123843431472778|-4.7733980323982905e-08,1,3.5329151160112815e-08|Running
-296.183349609375,147.8803253173828,-620.1665649414062|0.9752197265625,1.9135304896167327e-08,0.22123843431472778|-2.3587089614807155e-08,1,1.7480187963769822e-08|Running
-295.566650390625,147.92025756835938,-620.5552368164062|0.9752197265625,-1.3502864604220122e-08,0.22123843431472778|1.6623342702359878e-08,1,-1.2242663771644402e-08|Running
-295.0731201171875,147.93763732910156,-620.8662719726562|0.9752197265625,-3.95883041903744e-08,0.22123843431472778|4.876076786786143e-08,1,-3.599809161869416e-08|Running
