serenity|true|5826
-801.751708984375,372.30633544921875,-1.5301513671875|0.7515252828598022,-0,0.6597048044204712|0,1,0|Seated
-801.751708984375,372.30633544921875,-1.5301513671875|0.7515252828598022,-0,0.6597048044204712|0,1,0|Seated
-801.751708984375,372.30633544921875,-1.5301513671875|0.7515252828598022,-0,0.6597048044204712|0,1,0|Seated
-801.751708984375,372.30633544921875,-1.5301513671875|0.7515252828598022,-0,0.6597048044204712|0,1,0|Seated
-801.751708984375,372.30633544921875,-1.5301513671875|0.7515252828598022,-0,0.6597048044204712|0,1,0|Seated
-801.751708984375,372.7458801269531,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Jumping
-801.751708984375,373.1717834472656,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,373.5840759277344,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,373.9827575683594,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,374.3677978515625,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,374.73919677734375,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,375.09698486328125,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,375.441162109375,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,375.7716979980469,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,376.0885925292969,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,376.3918762207031,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,376.6815490722656,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,376.95758056640625,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.751708984375,377.2200012207031,-1.5301513671875|0.7515250444412231,-0,0.6597045660018921|0,1,0|Freefall
-801.7581176757812,377.46881103515625,-1.534029245376587|0.7273784875869751,0.000008091159543255344,0.6862365007400513|-0.000006055640824342845,1,-0.000005371934094000608|Freefall
-801.7728881835938,377.7039794921875,-1.5434235334396362|0.6877022981643677,0.00003717053186846897,0.7259927988052368|-0.000027153755581821315,1,-0.00002547797885199543|Freefall
-801.7958984375,377.9255065917969,-1.5585006475448608|0.6405720114707947,0.00007836769509594887,0.7678980827331543|-0.0000554973776161205,1,-0.0000557595158170443|Freefall
-801.8270874023438,378.1334228515625,-1.5793136358261108|0.5889990329742432,0.0001175557408714667,0.8081337213516235|-0.00008010612509679049,1,-0.00008708127279533073|Freefall
-801.8663940429688,378.32769775390625,-1.605879783630371|0.5342314839363098,0.00014718803868163377,0.8453382253646851|-0.00009560486068949103,1,-0.00011369758431101218|Freefall
-801.9138793945312,378.50836181640625,-1.6382064819335938|0.47688356041908264,0.00016614414926152676,0.8789664506912231|-0.00010161992395296693,1,-0.00013388824299909174|Freefall
-801.940673828125,378.5935974121094,-1.656531572341919|0.4473673701286316,0.0001722384331515059,0.8943502902984619|-0.00010166413267143071,1,-0.00014173105591908097|Freefall
-802.0333251953125,378.8288269042969,-1.7201594114303589|0.3559257388114929,0.00018138877931050956,0.9345142245292664|-0.00009368001337861642,1,-0.00015841989079490304|Freefall
-802.1052856445312,378.9685974121094,-1.7697926759719849|0.29291823506355286,0.00018307396385353059,0.956137478351593|-0.00008423839608440176,1,-0.00016566550766583532|Freefall
-802.1853637695312,379.0947570800781,-1.8252009153366089|0.22860732674598694,0.00018329010345041752,0.9735186696052551|-0.0000732172848074697,1,-0.00017108258907683194|Freefall
-802.2736206054688,379.2073059082031,-1.8863855600357056|0.16328065097332,0.00018298318900633603,0.9865796566009521|-0.00006143464270280674,1,-0.00017530475452076644|Freefall
-802.3699340820312,379.30621337890625,-1.9533482789993286|0.09722888469696045,0.00018260214710608125,0.9952620267868042|-0.00004931551666231826,1,-0.00017865370318759233|Freefall
-802.4744873046875,379.3915100097656,-2.026090145111084|0.03074546344578266,0.0001823095080908388,0.9995272159576416|-0.000037055429856991395,1,-0.00018125590577255934|Freefall
-802.5870971679688,379.4631652832031,-2.104611396789551|-0.03587445989251137,0.00018213018483947963,0.9993562698364258|-0.00002473536915204022,1,-0.00018313544569537044|Freefall
-802.7078247070312,379.5212097167969,-2.188912868499756|-0.10233518481254578,0.00018203850777354091,0.9947499632835388|-0.000012391424206725787,1,-0.00018427403119858354|Freefall
-802.836669921875,379.56561279296875,-2.278994083404541|-0.1683417111635208,0.00018200057093054056,0.9857286810874939|-4.899891337117879e-08,1,-0.0001846439263317734|Freefall
-802.9736938476562,379.5964050292969,-2.3748552799224854|-0.23360110819339752,0.00018198996258433908,0.9723324775695801|0.000012261848496564198,1,-0.0001842225610744208|Freefall
-803.1187133789062,379.6135559082031,-2.4764955043792725|-0.2978237271308899,0.0001819904282456264,0.9546208381652832|0.000024503002350684255,1,-0.00018299710063729435|Freefall
-803.2719116210938,379.6170959472656,-2.583913803100586|-0.3607245087623596,0.000181993716978468,0.932672381401062|0.00003662996823550202,1,-0.00018096428539138287|Freefall
-803.4331665039062,379.6070251464844,-2.6971094608306885|-0.42202433943748474,0.00018199683108832687,0.9065845012664795|0.00004859394539380446,1,-0.0001781290047802031|Freefall
-803.6026000976562,379.58331298828125,-2.8160810470581055|-0.4814510941505432,0.00018199872283730656,0.8764729499816895|0.00006034331090631895,1,-0.00017450209998060018|Freefall
-803.7800903320312,379.54595947265625,-2.940826416015625|-0.5387410521507263,0.00018199952319264412,0.8424713611602783|0.0000718260562280193,1,-0.00017009940347634256|Freefall
-803.9656982421875,379.4949951171875,-3.0713443756103516|-0.5936399698257446,0.00018199985788669437,0.8047307133674622|0.00008299104956677184,1,-0.0001649409532546997|Freefall
-804.0614624023438,379.46441650390625,-3.1387674808502197|-0.6201161742210388,0.00018199984333477914,0.7845099568367004|0.0000884387336554937,1,-0.00016208532906603068|Freefall
-804.361083984375,379.3522033691406,-3.3496885299682617|-0.6953016519546509,0.000181999770575203,0.7187179923057556|0.00010417014709673822,1,-0.00015245213580783457|Freefall
-804.4649658203125,379.3079833984375,-3.4228785037994385|-0.7188563346862793,0.00018199978512711823,0.6951586008071899|0.00010919055057456717,1,-0.00014889762678649276|Freefall
-804.788818359375,379.1549072265625,-3.651092767715454|-0.7846333384513855,0.0001819997123675421,0.6199600696563721|0.0001235029922099784,1,-0.0001372590777464211|Freefall
-804.9007568359375,379.0970764160156,-3.730044364929199|-0.804848849773407,0.00018199963960796595,0.5934798121452332|0.0001280064752791077,1,-0.00013306901382748038|Freefall
-805.1307983398438,378.9711608886719,-3.8922653198242188|-0.8425785899162292,0.0001819996105041355,0.5385734438896179|0.00013658258831128478,1,-0.0001242505677510053|Freefall
-805.490966796875,378.75677490234375,-4.146385192871094|-0.8921136260032654,0.00018199978512711823,0.4518110156059265|0.0001482991938246414,1,-0.00011000184895237908|Freefall
-805.6150512695312,378.6784973144531,-4.233966827392578|-0.9066684246063232,0.00018199988699052483,0.42184391617774963|0.0001518811477581039,1,-0.00010500103235244751|Freefall
-805.9993896484375,378.4232177734375,-4.505331039428711|-0.9442360997200012,0.00018199990154244006,0.32926908135414124|0.00016160043014679104,1,-0.00008932188211474568|Freefall
-806.2656860351562,378.23602294921875,-4.693392753601074|-0.9635752439498901,0.00018049236678052694,0.26743724942207336|0.00016569469880778342,1,-0.0000778988323872909|Freefall
-806.537353515625,378.0351867675781,-4.885258674621582|-0.9781768918037415,0.00017493372433818877,0.20777387917041779|0.00016497779870405793,1,-0.00006524522905237973|Freefall
-806.8099975585938,377.8207092285156,-5.0778021812438965|-0.9885099530220032,0.00016455650620628148,0.15115562081336975|0.00015853029617574066,1,-0.000051918210374424234|Freefall
-807.082763671875,377.5926208496094,-5.270401954650879|-0.9951964020729065,0.00015049493231344968,0.09789815545082092|0.00014738614845555276,1,-0.00003898705108440481|Freefall
-807.35546875,377.3509216308594,-5.462970733642578|-0.9988441467285156,0.0001345720811514184,0.048065874725580215|0.00013340957229956985,1,-0.000027393767595640384|Freefall
-807.6281127929688,377.0955810546875,-5.655496597290039|-0.9999986886978149,0.0001184179782285355,0.0016030605183914304|0.00011838979116873816,1,-0.000017676144125289284|Freefall
-807.9007568359375,376.8266296386719,-5.847978591918945|-0.9991340041160583,0.0001031336942105554,-0.041607439517974854|0.00010363845649408177,1,-0.000009974577551474795|Freefall
-808.17333984375,376.5440368652344,-6.04041862487793|-0.9966557025909424,0.0000892970128916204,-0.08171552419662476|0.00008993742085294798,1,-0.0000041562248043192085|Freefall
-808.4459228515625,376.2478332519531,-6.232818603515625|-0.9929076433181763,0.00007710258068982512,-0.1188882514834404|0.00007764709152979776,1,5.20341068011021e-08|Freefall
-808.7184448242188,375.93798828125,-6.425180435180664|-0.988179624080658,0.00006651549483649433,-0.1533004492521286|0.0000668512366246432,1,0.0000029645625545526855|Freefall
-808.9910278320312,375.6145324707031,-6.617506504058838|-0.9827142953872681,0.0000573895922570955,-0.1851286143064499|0.00005748001058236696,1,0.000004878568233834812|Freefall
-809.2635498046875,375.2774353027344,-6.809798240661621|-0.9767137169837952,0.00004954179530614056,-0.21454685926437378|0.000049394540837965906,1,0.000006047490842320258|Freefall
-809.5360717773438,374.9267272949219,-7.002058029174805|-0.9703450202941895,0.0000427917912020348,-0.24172411859035492|0.00004243686271365732,1,0.000006674521046079462|Freefall
-809.80859375,374.5624084472656,-7.194288730621338|-0.9637457132339478,0.000036978588468628004,-0.26682233810424805|0.000036454999644774944,1,0.000006915609446878079|Freefall
-810.0811157226562,374.1844482421875,-7.386491298675537|-0.9570280313491821,0.00003196487159584649,-0.28999534249305725|0.0000313129676214885,1,0.000006887981726322323|Freefall
-810.2171020507812,373.9903564453125,-7.482969284057617|-0.9536501169204712,0.000029731752874795347,-0.30091768503189087|0.00002902967571571935,1,0.000006804520580772078|Freefall
-810.6246948242188,373.38763427734375,-7.77293586730957|-0.9434148073196411,0.000024031744032981806,-0.33161506056785583|0.00002322576256119646,1,0.000006393604508048156|Freefall
-810.8956909179688,372.96881103515625,-7.967001438140869|-0.9365968704223633,0.00001802064070943743,-0.3504087030887604|0.000017203474271809682,1,0.000005444842827273533|Landed
-811.0308837890625,372.7542724609375,-8.06451416015625|-0.9332317113876343,0.00001460483417758951,-0.35927507281303406|0.000013799676708003972,1,0.000004805616754310904|Landed
-811.434814453125,372.09027099609375,-8.35916805267334|-0.9231324791908264,0.000006893898898852058,-0.3844820559024811|0.00000615668704995187,1,0.0000031482895792578347|Landed
-811.7032470703125,371.6305236816406,-8.556811332702637|-0.9165019392967224,0.000005250583853921853,-0.40003031492233276|0.000004556751719064778,1,0.000002685577328520594|Landed
-811.970703125,371.1571960449219,-8.755647659301758|-0.9100186824798584,0.000005643316853820579,-0.4145672619342804|0.0000049920863602892496,1,0.000002654395075296634|Landed
-812.2373657226562,371.0343017578125,-8.955694198608398|-0.9036664962768555,0.000006343089353322284,-0.4282369613647461|0.0000057278675740235485,1,0.0000027251444407738745|Running
-812.5037841796875,371.041748046875,-9.156051635742188|-0.8975149393081665,0.00000654922723697382,-0.4409840404987335|0.00000596548034081934,1,0.000002710119815674261|Running
-812.7702026367188,371.08477783203125,-9.356452941894531|-0.8916108012199402,0.000006221539933903841,-0.4528025686740875|0.000005670196060236776,1,0.0000025749234282557154|Running
-813.0365600585938,371.1314392089844,-9.556861877441406|-0.8859730362892151,0.000005568037977354834,-0.46373680233955383|0.000005052407232142286,1,0.0000023542268081655493|Running
-813.302978515625,371.1718444824219,-9.757270812988281|-0.8806077241897583,0.000004810429800272686,-0.4738459587097168|0.00000433360219176393,1,0.000002098206095979549|Running
-813.4362182617188,371.1889343261719,-9.857476234436035|-0.8780388236045837,0.000004440410975803388,-0.47858938574790955|0.000003983780516136903,1,0.00000196932296603336|Running
-813.8356323242188,371.22869873046875,-10.158093452453613|-0.8706687092781067,0.000003471259105936042,-0.49186986684799194|0.000003075763288507005,1,0.0000016128009292515344|Running
-814.1019287109375,371.247314453125,-10.358504295349121|-0.8660657405853271,0.0000029885211461078143,-0.49993011355400085|0.0000026288607841706835,1,0.0000014237085679269512|Running
-814.3682861328125,371.26116943359375,-10.558917045593262|-0.8617461323738098,0.0000025792578526306897,-0.5073396563529968|0.0000022553060716745676,1,0.0000012531180573205347|Running
-814.6345825195312,371.2714538574219,-10.759329795837402|-0.857683539390564,0.0000022241301849135198,-0.5141779780387878|0.000001935125510499347,1,0.000001097684275919164|Running
-814.90087890625,371.279052734375,-10.959742546081543|-0.8538616299629211,0.000001916703467941261,-0.5205000638961792|0.0000016603655694780173,1,9.586567557562375e-07|Running
-815.0339965820312,371.2820739746094,-11.059948921203613|-0.8520450592041016,0.0000017792007156458567,-0.5234683752059937|0.0000015380825288957567,1,8.953454084803525e-07|Running
-815.4334716796875,371.288818359375,-11.360570907592773|-0.8468765616416931,0.000001424065203536884,-0.5317894816398621|0.0000012237517239555018,1,7.290450980690366e-07|Running
-815.69921875,371.2919006347656,-11.561882019042969|-0.8435910940170288,0.0000012534055713331327,-0.5369860529899597|0.0000010728862207542988,1,6.486729944299441e-07|Running
-815.9646606445312,371.2941589355469,-11.763460159301758|-0.8404736518859863,0.0000011178809700140846,-0.5418524742126465|9.532510034659936e-07,1,5.844738666382909e-07|Running
-816.2301025390625,371.29583740234375,-11.965076446533203|-0.8375371098518372,9.965060598915443e-07,-0.5463804006576538|8.466877261525951e-07,1,5.259588533590431e-07|Running
-816.49560546875,371.2970886230469,-12.16669750213623|-0.8347802758216858,8.80508707723493e-07,-0.5505832433700562|7.455769832631631e-07,1,4.688042452016816e-07|Running
-816.7603149414062,371.2980041503906,-12.369213104248047|-0.8321061730384827,7.798947194714856e-07,-0.554616391658783|6.5818176153698e-07,1,4.186995283816941e-07|Running
-817.02490234375,371.2986755371094,-12.571995735168457|-0.8295472860336304,6.998776598265977e-07,-0.5584364533424377|5.887414999961038e-07,1,3.7871586755500175e-07|Running
-817.2893676757812,371.2991638183594,-12.77481460571289|-0.8271317481994629,6.290658802754479e-07,-0.5620080828666687|5.275589955999749e-07,1,3.4288672168258927e-07|Running
-817.5538940429688,371.2995300292969,-12.977638244628906|-0.824864387512207,5.603150725619344e-07,-0.5653306245803833|4.685510077706567e-07,1,3.07473214888887e-07|Running
-817.818359375,371.2998046875,-13.180463790893555|-0.8227415084838867,4.928678549731558e-07,-0.5684157013893127|4.1102978798335243e-07,1,2.72153954483656e-07|Running
-818.0822143554688,371.3000183105469,-13.384180068969727|-0.8206633925437927,4.363715788713307e-07,-0.5714119672775269|3.629542391081486e-07,1,2.42396623661989e-07|Running
-818.3458251953125,371.3001708984375,-13.58816146850586|-0.8186650276184082,3.948176754420274e-07,-0.5742713212966919|3.275478661635134e-07,1,2.205677134270445e-07|Running
-818.6087646484375,371.30029296875,-13.79306697845459|-0.8166830539703369,3.660496474822139e-07,-0.5770865082740784|3.029374511243077e-07,1,2.0559446056722663e-07|Running
-818.8714599609375,371.30035400390625,-13.998242378234863|-0.8147670030593872,3.4580037322484714e-07,-0.5797885060310364|2.85514147435606e-07,1,1.951968187086095e-07|Running
-819.1340942382812,371.3004150390625,-14.203454971313477|-0.8129533529281616,3.2345556633117667e-07,-0.5823288559913635|2.6648342554835835e-07,1,1.834306573300637e-07|Running
-819.3960571289062,371.30047607421875,-14.40955638885498|-0.8111557364463806,3.0127731065476837e-07,-0.5848302245140076|2.4767578565842996e-07,1,1.7162872723019973e-07|Running
-819.6578369140625,371.30047607421875,-14.615921020507812|-0.8094167709350586,2.824746445639903e-07,-0.587234616279602|2.317210032742878e-07,1,1.6163177463113243e-07|Running
-819.9194946289062,371.30047607421875,-14.8223237991333|-0.8077707886695862,2.6190681978732755e-07,-0.5894966721534729|2.1440413888740295e-07,1,1.5049688784074533e-07|Running
-820.1806030273438,371.30047607421875,-15.02961254119873|-0.8061299920082092,2.4305413148795196e-07,-0.5917385220527649|1.985571600471303e-07,1,1.4024988104210934e-07|Running
-820.44140625,371.30047607421875,-15.237164497375488|-0.8045376539230347,2.2862666071432614e-07,-0.5939016342163086|1.863886609498877e-07,1,1.324629579357861e-07|Running
