Mount Jirlah|true|19997
-634.01904296875,146.08045959472656,-2189.542236328125|0.0015258770436048508,0,-0.9999988079071045|3.478461252370835e-08,1.0000001192092896,5.307710521096354e-11|Running
-634.01904296875,146.95611572265625,-2190.009033203125|0.0015258770436048508,0,-0.9999988079071045|3.680115767679126e-08,1.0000001192092896,5.615410567094692e-11|Running
-634.01806640625,148.17254638671875,-2190.709228515625|0.0029907093849033117,0,-0.9999955892562866|3.983333485280127e-08,1.0000001192092896,1.1913045550038248e-10|Running
-634.0177612304688,148.3633575439453,-2190.825927734375|0.0032348462846130133,0,-0.9999947547912598|4.033481815213236e-08,1,1.3047762870144197e-10|Jumping
-634.0159301757812,149.26634216308594,-2191.409423828125|0.0032348462846130133,0,-0.9999947547912598|4.283142374106319e-08,1,1.385537934384118e-10|Freefall
-634.0144653320312,149.9274139404297,-2191.876220703125|0.0032958807423710823,0,-0.9999946355819702|4.4822709099889835e-08,1.0000001192092896,1.4773110512678045e-10|Freefall
-634.0130004882812,150.53399658203125,-2192.343017578125|0.0032958807423710823,0,-0.9999946355819702|4.681414722540467e-08,1.0000001192092896,1.5429467425942534e-10|Freefall
-634.0115356445312,151.08607482910156,-2192.809814453125|0.0032958807423710823,0,-0.9999946355819702|4.8803673990960306e-08,1.0000001192092896,1.6085195675419328e-10|Freefall
-634.0100708007812,151.58364868164062,-2193.276611328125|0.0032958807423710823,0,-0.9999946355819702|5.079147058495437e-08,1.0000001192092896,1.6740353547817222e-10|Freefall
-634.0086059570312,152.0267333984375,-2193.743408203125|0.0032958807423710823,0,-0.9999946355819702|5.2777565429096285e-08,1.0000001192092896,1.7394949369808899e-10|Freefall
-634.0071411132812,152.41531372070312,-2194.210205078125|0.0032958807423710823,0,-0.9999946355819702|5.4761965628813414e-08,1.0000001192092896,1.8048987304730701e-10|Freefall
-634.0056762695312,152.7493896484375,-2194.677001953125|0.0032958807423710823,0,-0.9999946355819702|5.6744667631392076e-08,1.0000001192092896,1.870246596480385e-10|Freefall
-634.0042114257812,153.02896118164062,-2195.143798828125|0.0032958807423710823,0,-0.9999946355819702|5.872567854225963e-08,1.0000001192092896,1.9355388125585904e-10|Freefall
-634.0027465820312,153.25404357910156,-2195.610595703125|0.0032958807423710823,0,-0.9999946355819702|6.070499836141607e-08,1.0000001192092896,2.0007751011519304e-10|Freefall
-634.0012817382812,153.42462158203125,-2196.077392578125|0.0032958807423710823,0,-0.9999946355819702|6.268261643072037e-08,1.0000001192092896,2.0659553234825268e-10|Freefall
-633.9998168945312,153.5406951904297,-2196.544189453125|0.0032958807423710823,0,-0.9999946355819702|6.465855761916828e-08,1.0000001192092896,2.131080450995526e-10|Freefall
-633.9983520507812,153.60226440429688,-2197.010986328125|0.0048827542923390865,0,-0.9999880790710449|6.66444677221989e-08,1,3.254124469886932e-10|Freefall
-633.9961547851562,153.60934448242188,-2197.477783203125|0.008117408491671085,0,-0.999967098236084|6.863233181775286e-08,1.0000001192092896,5.571350047972601e-10|Freefall
-633.9924926757812,153.56192016601562,-2197.944580078125|0.011534877121448517,0,-0.9999334812164307|7.05736269424051e-08,1,8.141122775917609e-10|Freefall
-633.9871826171875,153.45999145507812,-2198.411376953125|0.011839990504086018,0,-0.9999299049377441|7.245059663318898e-08,1,8.578745491760742e-10|Freefall
-633.9815673828125,153.30357360839844,-2198.878173828125|0.011962034739553928,0,-0.9999284744262695|7.430829640497905e-08,1,8.889419755853112e-10|Freefall
-633.9759521484375,153.0926513671875,-2199.344970703125|0.012023056857287884,0,-0.9999277591705322|7.615583541564774e-08,1.0000001192092896,9.156920777186883e-10|Freefall
-633.9703369140625,152.8272247314453,-2199.811767578125|0.012023056857287884,0,-0.9999277591705322|7.800786505640644e-08,1.0000001192092896,9.379607091020148e-10|Freefall
-633.9647216796875,152.50730895996094,-2200.278564453125|0.012023056857287884,0,-0.9999277591705322|7.985808281318896e-08,1.0000001192092896,9.60207691136361e-10|Freefall
-633.9591064453125,152.1328887939453,-2200.745361328125|0.012023056857287884,0,-0.9999277591705322|8.170669474338865e-08,1.0000001192092896,9.824352442677764e-10|Freefall
-633.9534912109375,151.70396423339844,-2201.212158203125|0.012023056857287884,0,-0.9999277591705322|8.35537221632876e-08,1.0000001192092896,1.0046438125854706e-09|Freefall
-633.9478759765625,151.2205352783203,-2201.678955078125|0.012023056857287884,0,-0.9999277591705322|8.539917217831317e-08,1.0000001192092896,1.0268332850671413e-09|Freefall
-633.9422607421875,150.6826171875,-2202.145751953125|0.012023056857287884,0,-0.9999277591705322|8.724304478846534e-08,1.0000001192092896,1.0490038837573934e-09|Freefall
-633.9366455078125,150.09019470214844,-2202.612548828125|0.012023056857287884,0,-0.9999277591705322|8.908533999374413e-08,1.0000001192092896,1.0711554976339244e-09|Freefall
-633.9310302734375,149.44326782226562,-2203.079345703125|0.012023056857287884,0,-0.9999277591705322|9.092606489957689e-08,1.0000001192092896,1.0932882377190367e-09|Freefall
-633.9254150390625,148.74183654785156,-2203.546142578125|0.01360957883298397,0,-0.999907374382019|9.27813772477748e-08,1.0000001192092896,1.2628325052332912e-09|Freefall
-633.9191284179688,147.9859161376953,-2204.012939453125|0.013670597225427628,0,-0.9999065399169922|9.462262795523202e-08,1.0000001192092896,1.29366872769765e-09|Freefall
-633.9127807617188,147.1754913330078,-2204.479736328125|0.010558494366705418,0,-0.9999443292617798|7.944148450178545e-08,1.0000001192092896,8.388291172778395e-10|Freefall
-633.9076538085938,146.31056213378906,-2204.946533203125|0.00878872349858284,0,-0.9999613761901855|4.7207105779989433e-08,1,4.1490622049167314e-10|Freefall
-633.903564453125,145.39114379882812,-2205.41259765625|0.008605639450252056,0,-0.9999630451202393|1.5010403586757093e-08,1.0000001192092896,1.2917888980723546e-10|Landed
-633.899658203125,144.41722106933594,-2205.87841796875|0.008544609881937504,0,-0.9999635219573975|-1.7154617282244544e-08,1,-1.465848553650062e-10|Landed
-633.895751953125,143.96209716796875,-2206.34326171875|0.008544609881937504,0,-0.9999635219573975|-4.929143671006386e-08,1,-4.211914705898323e-10|Running
-633.891845703125,144.83775329589844,-2206.80810546875|0.008544609881937504,0,-0.9999635219573975|-8.140095530961844e-08,1,-6.955647724460334e-10|Running
-633.886962890625,145.85995483398438,-2207.391357421875|0.008544609881937504,0,-0.9999635219573975|-6.947291097958441e-08,1,-5.936405811368672e-10|Running
-633.884033203125,146.43240356445312,-2207.741455078125|0.008544609881937504,0,-0.9999635219573975|-6.232223626057021e-08,1,-5.325386243093533e-10|Jumping
-633.880126953125,147.14797973632812,-2208.208251953125|0.008544609881937504,0,-0.9999635219573975|-5.279513359823795e-08,1,-4.51130272027811e-10|Freefall
-633.876220703125,147.80905151367188,-2208.675048828125|0.008544609881937504,0,-0.9999635219573975|-4.3276163097516473e-08,1,-3.697914197076102e-10|Freefall
-633.872314453125,148.41563415527344,-2209.141845703125|0.008544609881937504,0,-0.9999635219573975|-3.376532120569209e-08,1,-2.8852203959317535e-10|Freefall
-633.868408203125,148.96771240234375,-2209.608642578125|0.008544609881937504,0,-0.9999635219573975|-2.426260614640796e-08,1,-2.0732206229556738e-10|Freefall
-633.864501953125,149.4652862548828,-2210.075439453125|0.008544609881937504,0,-0.9999635219573975|-1.4768002820630954e-08,1,-1.2619143230363505e-10|Freefall
-633.860595703125,149.9083709716797,-2210.542236328125|0.008544609881937504,0,-0.9999635219573975|-5.281505899290551e-09,1,-4.5130055942310676e-11|Freefall
-633.857666015625,150.2049102783203,-2210.892333984375|0.008544609881937504,0,-0.9999635219573975|1.8280492675160076e-09,1,1.562053784931461e-11|Freefall
-633.852783203125,150.6310272216797,-2211.475830078125|0.008544609881937504,0,-0.9999635219573975|1.366719182271936e-08,1,1.1678508160528622e-10|Freefall
-633.848876953125,150.9105987548828,-2211.942626953125|0.008544609881937504,0,-0.9999635219573975|2.3129405946065162e-08,1,1.976389607527551e-10|Freefall
-633.844970703125,151.13568115234375,-2212.409423828125|0.008544609881937504,0,-0.9999635219573975|3.258353942214853e-08,1,2.7842381178366793e-10|Freefall
-633.841064453125,151.30625915527344,-2212.876220703125|0.008544609881937504,0,-0.9999635219573975|4.202960468546735e-08,1,3.591396902091759e-10|Freefall
-633.837158203125,151.42233276367188,-2213.343017578125|0.008544609881937504,0,-0.9999635219573975|5.1467605288735285e-08,1,4.3978662378485467e-10|Freefall
-633.833251953125,151.48390197753906,-2213.809814453125|0.008544609881937504,0,-0.9999635219573975|6.089754123195235e-08,1,5.203647512885823e-10|Freefall
-633.829345703125,151.49098205566406,-2214.276611328125|0.008544609881937504,0,-0.9999635219573975|7.031942317325957e-08,1,6.008739616980563e-10|Freefall
-633.825439453125,151.4435577392578,-2214.743408203125|0.008544609881937504,0,-0.9999635219573975|7.97332759816527e-08,1,6.813145603246085e-10|Freefall
-633.821533203125,151.3416290283203,-2215.210205078125|0.006957839243113995,0,-0.9999758005142212|8.914283000649448e-08,1,6.202565128177184e-10|Freefall
-633.8182983398438,151.18521118164062,-2215.677001953125|0.0036620849277824163,0,-0.9999933242797852|8.921472982592604e-08,1,3.2671410021833935e-10|Freefall
-633.8165283203125,150.9742889404297,-2216.143798828125|0.0018310516607016325,0,-0.9999983310699463|6.119355333567e-08,1,1.1204873834325113e-10|Freefall
-633.8157348632812,150.7088623046875,-2216.610595703125|-0.0031738122925162315,0,-0.9999949932098389|3.2927871984611556e-08,1,-1.0450740273171277e-10|Freefall
-633.817138671875,150.38894653320312,-2217.077392578125|-0.00823946576565504,0,-0.999966025352478|4.390715790947297e-09,1,-3.617838320590927e-11|Freefall
-633.8209838867188,150.0145263671875,-2217.544189453125|-0.011901012621819973,0,-0.9999291896820068|-2.4323629332911878e-08,1,2.8949631580843516e-10|Freefall
-633.8265380859375,149.58560180664062,-2218.010986328125|-0.013853650540113449,0,-0.9999040365219116|-5.311753525916174e-08,1,7.359424181174745e-10|Freefall
-633.8330688476562,149.1021728515625,-2218.477783203125|-0.014097719453275204,0,-0.9999005794525146|-8.191252476308364e-08,1,1.1548946243777891e-09|Freefall
-633.8396606445312,148.5642547607422,-2218.944580078125|-0.014158736914396286,0,-0.9998997449874878|-7.849430261330781e-08,1.0000001192092896,1.1114916764753957e-09|Freefall
-633.8462524414062,147.97183227539062,-2219.411376953125|-0.01574896275997162,0,-0.9998760223388672|-6.43105479980477e-08,1.0000001192092896,1.0129499461442038e-09|Freefall
-633.853515625,147.3249053955078,-2219.878173828125|-0.015871018171310425,0,-0.9998741149902344|-5.015623116833012e-08,1.0000001192092896,7.96130661395722e-10|Freefall
-633.8607788085938,146.62347412109375,-2220.344970703125|-0.017518678680062294,0,-0.9998465776443481|-3.5979475399017247e-08,1,6.30409613400218e-10|Freefall
-633.8668823242188,146.0616455078125,-2220.6943359375|-0.021118612959980965,0,-0.99977707862854|-2.531586673626407e-08,1.0000001192092896,5.347551845780174e-10|Landed
-633.87890625,145.05712890625,-2221.275390625|-0.02465672791004181,0,-0.9996960163116455|-7.490911002605571e-09,1.0000001192092896,1.847575287206027e-10|Landed
-633.89013671875,144.29969787597656,-2221.7392578125|-0.02465672791004181,0,-0.9996960163116455|6.753524850466874e-09,1.0000001192092896,-1.6657045187606911e-10|Running
-633.8987426757812,143.9376983642578,-2222.087158203125|-0.02465672791004181,0,-0.9996960163116455|1.742869137899561e-08,1.0000001192092896,-4.2986514348086757e-10|Running
-633.9130859375,143.98350524902344,-2222.6669921875|-0.02465672791004181,0,-0.9996960163116455|3.520541724810755e-08,1.0000001192092896,-8.683143093435319e-10|Running
-633.924560546875,144.85916137695312,-2223.130859375|-0.02465672791004181,0,-0.9996960163116455|4.9413127811703816e-08,1.0000001192092896,-1.2187365561189267e-09|Running
-633.93603515625,145.68373107910156,-2223.59716796875|-0.02465672791004181,0,-0.9996960163116455|6.360868098909123e-08,1.0000001192092896,-1.5688588206330678e-09|Running
-633.947509765625,146.4538116455078,-2224.06396484375|-0.02465672791004181,0,-0.9996960163116455|7.779208033298346e-08,1.0000001192092896,-1.9186814359528626e-09|Running
-633.958984375,147.1693878173828,-2224.53076171875|-0.02465672791004181,0,-0.9996960163116455|9.196335071237627e-08,1.0000001192092896,-2.2682049571898233e-09|Running
-633.970458984375,147.83045959472656,-2224.99755859375|-0.02465672791004181,0,-0.9996960163116455|1.0612249212726965e-07,1.0000001192092896,-2.617429162299345e-09|Running
-633.98193359375,148.43704223632812,-2225.46435546875|-0.02465672791004181,0,-0.9996960163116455|1.0866288846500538e-07,1.0000001192092896,-2.6800859309616953e-09|Running
-633.993408203125,148.98912048339844,-2225.93115234375|-0.02465672791004181,0,-0.9996960163116455|7.639606280918088e-08,1.0000001192092896,-1.8842496452009527e-09|Running
-634.0048828125,149.4866943359375,-2226.39794921875|-0.02307078056037426,0,-0.9997338056564331|4.4227792983519976e-08,1,-1.0206414602365044e-09|Running
-634.0156860351562,149.92977905273438,-2226.86474609375|-0.023009778931736946,0,-0.9997352361679077|1.207349065168728e-08,1,-2.778819119253484e-10|Running
-634.0264282226562,150.318359375,-2227.33154296875|-0.02294877916574478,0,-0.9997366666793823|-2.005647914415931e-08,1,4.603929459889855e-10|Running
-634.0371704101562,150.65243530273438,-2227.79833984375|-0.02294877916574478,0,-0.9997366666793823|-5.215918719159163e-08,1,1.1973049218738652e-09|Running
-634.0479125976562,150.9320068359375,-2228.26513671875|-0.02136264555156231,0,-0.9997718334197998|-8.419159058803416e-08,1.0000001192092896,1.7989655320960196e-09|Running
-634.0579833984375,151.15708923339844,-2228.73193359375|-0.021240629255771637,0,-0.9997744560241699|-9.213043483669026e-08,1.0000001192092896,1.957349837766742e-09|Running
-634.0678100585938,151.32766723632812,-2229.19873046875|-0.021179620176553726,0,-0.999775767326355|-7.601214235819498e-08,1.0000001192092896,1.610269362295469e-09|Freefall
-634.0775756835938,151.44374084472656,-2229.66552734375|-0.021179620176553726,0,-0.999775767326355|-5.990786888787625e-08,1.0000001192092896,1.269110483370639e-09|Freefall
-634.0873413085938,151.50531005859375,-2230.13232421875|-0.021179620176553726,0,-0.999775767326355|-4.381679374887426e-08,1.0000001192092896,9.282311586034098e-10|Freefall
-634.0971069335938,151.51239013671875,-2230.59912109375|-0.019593307748436928,0,-0.9998080730438232|-2.7778028766078933e-08,1.0000001192092896,5.443679396144319e-10|Freefall
-634.1062622070312,151.4649658203125,-2231.06591796875|-0.017884807661175728,0,-0.9998401403427124|-1.1789697218489437e-08,1.0000001192092896,2.1089018031883455e-10|Freefall
-634.1146240234375,151.363037109375,-2231.53271484375|-0.016176149249076843,0,-0.9998692274093628|4.146603060917187e-09,1.0000001192092896,-6.708484462381037e-11|Freefall
-634.1204223632812,151.25083923339844,-2231.8828125|-0.014341786503791809,0,-0.9998971223831177|1.606162669531841e-08,1,-2.303761070798771e-10|Freefall
-634.1287841796875,150.99569702148438,-2232.46630859375|-0.014280770905315876,0,-0.9998980760574341|3.5895244110406566e-08,1.0000001192092896,-5.126640223451773e-10|Freefall
-634.1337280273438,150.80174255371094,-2232.81640625|-0.012572248466312885,0,-0.9999209642410278|4.7765261967924744e-08,1,-6.005642094741859e-10|Freefall
-634.1396484375,150.4954376220703,-2233.283203125|-0.010924641974270344,0,-0.9999403953552246|6.354833459454312e-08,1.0000001192092896,-6.942841856982795e-10|Freefall
-634.1460571289062,150.0359344482422,-2233.86669921875|-0.009215917438268661,0,-0.9999575614929199|8.320745337186963e-08,1,-7.668655710446615e-10|Freefall
-634.1503295898438,149.6070098876953,-2234.33349609375|-0.009032835252583027,0,-0.9999592304229736|9.890231922327075e-08,1,-8.934047945885482e-10|Freefall
-634.1544799804688,149.1235809326172,-2234.80029296875|-0.008971807546913624,0,-0.9999598264694214|1.1457350268528899e-07,1.0000001192092896,-1.0279727069573141e-09|Freefall
-634.1586303710938,148.58566284179688,-2235.26708984375|-0.008971807546913624,0,-0.9999598264694214|8.393605810397275e-08,1.0000001192092896,-7.530884249540293e-10|Freefall
-634.1627807617188,147.9932403564453,-2235.73388671875|-0.008971807546913624,0,-0.9999598264694214|5.332382357892129e-08,1.0000001192092896,-4.784302953808606e-10|Freefall
-634.1669311523438,147.3463134765625,-2236.20068359375|-0.008971807546913624,0,-0.9999598264694214|2.2737665972272225e-08,1.0000001192092896,-2.0400615918791942e-10|Freefall
-634.1710815429688,146.64488220214844,-2236.66748046875|-0.008971807546913624,0,-0.9999598264694214|-7.822354319841907e-09,1.0000001192092896,7.018347708553918e-11|Freefall
