molti|true|5442
-513.593505859375,987.5289916992188,-287.1954040527344|0.01814979687333107,4.477751858189549e-08,-0.9998352527618408|9.248569909914295e-09,1,4.495278460581176e-08|Running
-513.5884399414062,987.5609741210938,-287.477294921875|0.022686876356601715,4.684141785560314e-08,-0.9997426271438599|1.1111098707772271e-08,1,4.710561540832714e-08|Running
-513.5792236328125,987.6068115234375,-287.90032958984375|0.02722439169883728,4.992118718405436e-08,-0.9996293187141418|1.3995449243964231e-08,1,5.032085681477838e-08|Running
-513.5756225585938,987.6214599609375,-288.0414123535156|0.027224984019994736,5.094733879218438e-08,-0.9996293187141418|1.502773550043912e-08,1,5.137551184475342e-08|Running
-513.568115234375,987.6497192382812,-288.32373046875|0.027222339063882828,5.2998988309127526e-08,-0.9996293783187866|1.709184260789698e-08,1,5.348409004568566e-08|Running
-513.5604248046875,987.6765747070312,-288.6060791015625|0.027223555371165276,5.504975675307833e-08,-0.9996293783187866|1.9154866137682802e-08,1,5.559182270076235e-08|Running
-513.552734375,987.7019653320312,-288.8885498046875|0.031758829951286316,5.709000916453988e-08,-0.9994955658912659|2.096463980194585e-08,1,5.778497325081844e-08|Running
-513.5440673828125,987.7260131835938,-289.1711120605469|0.03175853192806244,5.91293947138638e-08,-0.9994955658912659|2.30259828981616e-08,1,5.989087270563687e-08|Running
-513.53515625,987.748779296875,-289.4537048339844|0.03629574179649353,6.115823225627537e-08,-0.9993410706520081|2.4814296395447855e-08,1,6.209980085714051e-08|Running
-513.5252075195312,987.7703247070312,-289.7362976074219|0.03629529848694801,6.318619938383563e-08,-0.9993411302566528|2.6873886227463117e-08,1,6.420390263883746e-08|Running
-513.5150146484375,987.7914428710938,-290.0185852050781|0.03629375621676445,6.521330675468562e-08,-0.9993411898612976|2.8932669593473292e-08,1,6.630706650412321e-08|Running
-513.5047607421875,987.8130493164062,-290.3003234863281|0.040828149765729904,6.722984835505486e-08,-0.9991661906242371|3.0689292884744646e-08,1,6.853998257838612e-08|Running
-513.4935913085938,987.8361206054688,-290.58184814453125|0.0408291295170784,6.924552309328647e-08,-0.9991661310195923|3.274615067994091e-08,1,7.064142693025133e-08|Running
-513.4821166992188,987.8615112304688,-290.8627624511719|0.04536263644695282,7.125060363932789e-08,-0.9989705681800842|3.448131025152179e-08,1,7.288980441444437e-08|Running
-513.4697265625,987.889892578125,-291.1427001953125|0.045363616198301315,7.32548315340864e-08,-0.9989705681800842|3.653640945344705e-08,1,7.498945109318811e-08|Running
-513.4570922851562,987.921630859375,-291.42236328125|0.04536287859082222,7.525819967213465e-08,-0.9989705681800842|3.85907554800724e-08,1,7.708813853923857e-08|Running
-513.4443969726562,987.9571533203125,-291.701171875|0.04536401852965355,7.726070805347263e-08,-0.9989705085754395|4.064407832515826e-08,1,7.918600175571555e-08|Running
-513.4253540039062,988.0166625976562,-292.11895751953125|0.04536285996437073,8.026286479889677e-08,-0.9989705681800842|4.3722650389099726e-08,1,8.233099890730955e-08|Running
-513.4190063476562,988.0379028320312,-292.25830078125|0.04082918167114258,8.126801276375772e-08,-0.9991661310195923|4.5121527847413745e-08,1,8.317964983461934e-08|Running
-513.4072875976562,988.0818481445312,-292.5371398925781|0.040829651057720184,8.327766209959009e-08,-0.9991661310195923|4.717227497508247e-08,1,8.527479877784572e-08|Running
-513.3958129882812,988.1270751953125,-292.81622314453125|0.03629395365715027,8.529611505991852e-08,-0.9993411302566528|4.9608761543140645e-08,1,8.715403509995667e-08|Running
-513.3801879882812,988.19580078125,-293.23529052734375|0.03629501536488533,8.832217446297363e-08,-0.9993411302566528|5.268189084972619e-08,1,9.029375291902397e-08|Running
-513.3700561523438,988.2417602539062,-293.5149230957031|0.03175877034664154,9.034807391117283e-08,-0.9994955658912659|5.513889433927943e-08,1,9.214569729465438e-08|Running
-513.3653564453125,988.2645874023438,-293.6548767089844|0.03175865113735199,9.136070389104134e-08,-0.9994955658912659|5.6162434702855535e-08,1,9.319135330088102e-08|Running
-513.3563232421875,988.3095703125,-293.9352722167969|0.03175877034664154,9.338531015146145e-08,-0.9994955658912659|5.8208826203554054e-08,1,9.528201871944475e-08|Running
-513.347412109375,988.3533935546875,-294.2157897949219|0.0317586250603199,9.54090566551713e-08,-0.9994955658912659|6.025437215839702e-08,1,9.737176753787935e-08|Running
-513.3385009765625,988.3958740234375,-294.49652099609375|0.03175966069102287,9.743192919131616e-08,-0.9994955062866211|6.229893045883728e-08,1,9.946069923216783e-08|Running
-513.32958984375,988.4369506835938,-294.7774963378906|0.031760409474372864,9.945394197075075e-08,-0.9994955062866211|6.434264321342198e-08,1,1.0154872143175453e-07|Running
-513.3206787109375,988.4766845703125,-295.05853271484375|0.03176058828830719,1.0147508788804771e-07,-0.9994955062866211|6.63855317384332e-08,1,1.0363581282035739e-07|Running
-513.3073120117188,988.53369140625,-295.4803771972656|0.03176024183630943,1.0450518317384194e-07,-0.9994955062866211|6.944829777921768e-08,1,1.0676473749526849e-07|Running
-513.3028564453125,988.5520629882812,-295.6210021972656|0.03175937384366989,1.0551478624165611e-07,-0.9994955658912659|7.046886452144463e-08,1,1.0780721737546628e-07|Running
-513.2939453125,988.5880737304688,-295.9022521972656|0.0317605659365654,1.0753333157254019e-07,-0.9994955062866211|7.250902456235053e-08,1,1.098917010722289e-07|Running
-513.2850341796875,988.623291015625,-296.1835021972656|0.03176005184650421,1.09551017146714e-07,-0.9994955062866211|7.45485024822301e-08,1,1.1197517579830674e-07|Running
-513.276123046875,988.657958984375,-296.4647521972656|0.03175992891192436,1.1156784296417754e-07,-0.9994955062866211|7.658706380198055e-08,1,1.1405778366224695e-07|Running
-513.2672119140625,988.6919555664062,-296.7462158203125|0.03175992891192436,9.948266921355753e-08,-0.9994955062866211|6.876889102613859e-08,1,1.0171807929282295e-07|Running
-513.25830078125,988.7250366210938,-297.0278625488281|0.031760234385728836,7.330454820930754e-08,-0.9994955062866211|5.110029377419778e-08,1,7.496532816730905e-08|Running
-513.2449340820312,988.7730102539062,-297.4504699707031|0.031760234385728836,3.4058373898915306e-08,-0.9994955062866211|2.461160164557441e-08,1,3.4857627895235055e-08|Running
-513.240478515625,988.7887573242188,-297.59124755859375|0.03176020085811615,2.0981913095852178e-08,-0.9994955062866211|1.578581532157841e-08,1,2.1494116708709043e-08|Running
-513.2315673828125,988.8204345703125,-297.8724365234375|0.031760234385728836,-5.162614780118702e-09,-0.9994955062866211|-1.8601004070362137e-09,1,-5.224327193076306e-09|Running
-513.2182006835938,988.8685913085938,-298.29437255859375|0.031760234385728836,-4.435842981820315e-08,-0.9994955062866211|-2.8314829592090973e-08,1,-4.528055796981789e-08|Running
-513.2137451171875,988.884765625,-298.4351806640625|0.031760234385728836,-5.741810937820446e-08,-0.9994955062866211|-3.712930407573367e-08,1,-5.862692376013001e-08|Running
-513.204833984375,988.9172973632812,-298.7164611816406|0.031760234385728836,-8.35290876466388e-08,-0.9994955062866211|-5.475259712284242e-08,1,-8.531108619536099e-08|Running
-513.1959228515625,988.9501342773438,-298.9975891113281|0.031760234385728836,-7.84516203111707e-08,-0.9994955062866211|-5.17203879724093e-08,1,-8.013469710022036e-08|Running
-513.18701171875,988.9830932617188,-299.2788391113281|0.03176020085811615,-7.337632013104667e-08,-0.9994955062866211|-4.868947911518262e-08,1,-7.496052489841531e-08|Running
-513.1781005859375,989.015380859375,-299.5606689453125|0.031760234385728836,-6.830319421169406e-08,-0.9994955062866211|-4.565985634030767e-08,1,-6.978856958994584e-08|Running
-513.1690673828125,989.0457763671875,-299.8431091308594|0.031760234385728836,-6.323224255311288e-08,-0.9994955062866211|-4.263153385863916e-08,1,-6.461882406938457e-08|Running
-513.1600341796875,989.073486328125,-300.12579345703125|0.031760234385728836,-5.816345449716209e-08,-0.9994955062866211|-3.960450456474973e-08,1,-5.945129544215888e-08|Running
-513.146484375,989.1094360351562,-300.5500793457031|0.031760234385728836,-5.056434559946865e-08,-0.9994955062866211|-3.506638535100137e-08,1,-5.170414496546982e-08|Running
-513.1419677734375,989.119873046875,-300.69158935546875|0.031760234385728836,-4.803239406214743e-08,-0.9994955062866211|-3.355432554030813e-08,1,-4.9122867551432137e-08|Running
-513.1329345703125,989.1383056640625,-300.97467041015625|0.031760234385728836,-4.2970111024942526e-08,-0.9994955062866211|-3.053117936246963e-08,1,-4.3961968287931086e-08|Running
-513.1239013671875,989.1539306640625,-301.25775146484375|0.031760234385728836,-3.7909998695795366e-08,-0.9994955062866211|-2.7509321043339696e-08,1,-3.880327525962457e-08|Running
-513.1103515625,989.1739501953125,-301.682373046875|0.031760234385728836,-3.032388562473898e-08,-0.9994955062866211|-2.2978959179908998e-08,1,-3.106937995767112e-08|Running
-513.1058349609375,989.1802978515625,-301.82379150390625|0.031760234385728836,-2.7796266621749055e-08,-0.9994955062866211|-2.146948396841708e-08,1,-2.84925150140225e-08|Running
-513.0968017578125,989.1934814453125,-302.10650634765625|0.031760234385728836,-2.2742645100493064e-08,-0.9994955062866211|-1.845149988355388e-08,1,-2.334044424401327e-08|Running
-513.0877685546875,989.2076416015625,-302.38897705078125|0.031760234385728836,-1.7691187181867463e-08,-0.9994955062866211|-1.543480898646976e-08,1,-1.8190577932841734e-08|Running
-513.0787353515625,989.2232055664062,-302.67138671875|0.031760234385728836,-1.264189286587225e-08,-0.9994955062866211|-1.2419405948094209e-08,1,-1.3042916080507894e-08|Running
-513.06982421875,989.240478515625,-302.9535217285156|0.031760234385728836,-7.59475859979375e-09,-0.9994955062866211|-9.40529254478406e-09,1,-7.89745691065491e-09|Running
-513.0564575195312,989.2696533203125,-303.3766784667969|0.03176020085811615,-2.8105779856235635e-11,-0.9994955062866211|-4.886539617388053e-09,1,-1.833957846697487e-10|Running
-513.052001953125,989.2799682617188,-303.5177917480469|0.031760234385728836,2.49303244714838e-09,-0.9994955062866211|-3.3809324229139293e-09,1,2.386857156366773e-09|Running
-513.0430908203125,989.3011474609375,-303.8000793457031|0.03176020085811615,7.533690116190428e-09,-0.9994955062866211|-3.7068373370807706e-10,1,7.52571427398152e-09|Running
-513.0340576171875,989.3223266601562,-304.0825500488281|0.031760234385728836,1.2572191288029444e-08,-0.9994955062866211|2.638277818434176e-09,1,1.2662371595695276e-08|Running
-513.0250244140625,989.343017578125,-304.36517333984375|0.03176020085811615,1.760853507448701e-08,-0.9994955062866211|5.645953926602942e-09,1,1.7796830675820274e-08|Running
-513.0159912109375,989.3629150390625,-304.6479797363281|0.031760234385728836,2.26427250282768e-08,-0.9994955062866211|8.652342842196958e-09,1,2.2929093290713354e-08|Running
-513.0069580078125,989.3814086914062,-304.9306640625|0.03176020085811615,2.767476203757724e-08,-0.9994955062866211|1.1657447451796088e-08,1,2.8059160328552935e-08|Running
-512.9979248046875,989.3984375,-305.2135925292969|0.031760234385728836,3.2704644326031485e-08,-0.9994955062866211|1.4661265979043492e-08,1,3.3187031789339017e-08|Running
-512.9888916015625,989.4144287109375,-305.4964599609375|0.03176020085811615,3.773237366999638e-08,-0.9994955062866211|1.766380108847443e-08,1,3.831270944942844e-08|Running
-512.9798583984375,989.4297485351562,-305.7790832519531|0.031760234385728836,4.275795006947192e-08,-0.9994955062866211|2.066505011555364e-08,1,4.343619153246436e-08|Running
-512.9708251953125,989.4446411132812,-306.0618896484375|0.03176020085811615,4.778137707717178e-08,-0.9994955062866211|2.3665021942065323e-08,1,4.855748159116047e-08|Running
-512.9617919921875,989.4596557617188,-306.3447265625|0.031760234385728836,5.2802654693095974e-08,-0.9994955062866211|2.666370590986844e-08,1,5.367657962551675e-08|Running
-512.9527587890625,989.47509765625,-306.6273498535156|0.031760234385728836,5.782178291724449e-08,-0.9994955062866211|2.966110734803351e-08,1,5.8793489188246895e-08|Running
-512.9437255859375,989.4913330078125,-306.9098815917969|0.031760234385728836,6.283876530233101e-08,-0.9994955062866211|3.265722980927421e-08,1,6.39082102793509e-08|Running
-512.9346923828125,989.5081787109375,-307.1924133300781|0.03176020085811615,6.785360540106922e-08,-0.9994955062866211|3.565207151723371e-08,1,6.902074289882876e-08|Running
-512.9256591796875,989.5255737304688,-307.4749755859375|0.027224211022257805,7.288055314802477e-08,-0.9996293783187866|3.895847910939665e-08,1,7.396858592301214e-08|Running
-512.9176025390625,989.5433349609375,-307.75762939453125|0.027224212884902954,7.790535505591833e-08,-0.9996293783187866|4.195075931079373e-08,1,7.907674159923772e-08|Running
-512.906005859375,989.5701293945312,-308.1816101074219|0.027224212884902954,8.543852914044692e-08,-0.9996293783187866|4.6436788636583515e-08,1,8.673488594013179e-08|Running
-512.9021606445312,989.5790405273438,-308.32293701171875|0.027224212884902954,8.794851424909211e-08,-0.9996293783187866|4.793149344095582e-08,1,8.928650885309253e-08|Running
-512.8944702148438,989.596923828125,-308.6055908203125|0.027224212884902954,9.296687863979969e-08,-0.9996293783187866|5.091994381700715e-08,1,9.438812043072176e-08|Running
-512.8867797851562,989.6149291992188,-308.887939453125|0.027224212884902954,9.798309719144527e-08,-0.9996293783187866|5.3907118768847795e-08,1,9.94875506421522e-08|Running
-512.8790893554688,989.6336669921875,-309.1697082519531|0.027224212884902954,1.0299717700945621e-07,-0.9996293783187866|5.689301474376407e-08,1,1.0458480659281122e-07|Running
-512.8713989257812,989.6534423828125,-309.45233154296875|0.027224212884902954,1.080091038829778e-07,-0.9996293783187866|5.987764239989701e-08,1,1.0967988117727145e-07|Running
-512.8637084960938,989.6735229492188,-309.7347717285156|0.027224212884902954,1.130188991282921e-07,-0.9996293783187866|6.286099107910559e-08,1,1.1477278150096026e-07|Running
-512.8560180664062,989.6921997070312,-310.0174865722656|0.027224212884902954,1.0294392183141099e-07,-0.9996293783187866|5.740115227581555e-08,1,1.0454537147097653e-07|Running
-512.8483276367188,989.7081909179688,-310.300537109375|0.027224212884902954,7.77938495843955e-08,-0.9996293783187866|4.3503536772959706e-08,1,7.900747789335583e-08|Running
-512.8406372070312,989.7214965820312,-310.5836181640625|0.027224212884902954,5.265452074354471e-08,-0.9996293783187866|2.961185074923378e-08,1,5.348050180487007e-08|Running
-512.8329467773438,989.73095703125,-310.86669921875|0.027224212884902954,2.7525933532501767e-08,-0.9996293783187866|1.5726097757351454e-08,1,2.796442899466456e-08|Running
-512.8252563476562,989.7330322265625,-311.1492004394531|0.027224212884902954,2.4080850646868157e-09,-0.9996293783187866|1.8462750217551616e-09,1,2.4592599068284926e-09|Running
-512.8175659179688,989.7377319335938,-311.4305114746094|0.027224212884902954,-2.269903021101527e-08,-0.9996293783187866|-1.2027621565380286e-08,1,-2.3035010343619433e-08|Running
-512.8063354492188,989.75830078125,-311.8439025878906|0.027224212884902954,-6.033958754869673e-08,-0.9996293783187866|-3.282736216192461e-08,1,-6.125598872586124e-08|Running
-512.8026733398438,989.7711181640625,-311.97796630859375|0.027224212884902954,-7.288107894964924e-08,-0.9996293783187866|-3.9757647840588106e-08,1,-7.399087564863294e-08|Running
-512.7954711914062,989.8113403320312,-312.243408203125|0.027224212884902954,-8.235062409767124e-08,-0.9996293783187866|-4.5053077712964296e-08,1,-8.360814973684683e-08|Running
-512.78857421875,989.8649291992188,-312.49810791015625|0.027224212884902954,-7.621406439284328e-08,-0.9996293783187866|-4.1787366455992014e-08,1,-7.738037055560198e-08|Running
-512.7814331054688,989.9346313476562,-312.7603454589844|0.027224212884902954,-7.008011948528292e-08,-0.9996293783187866|-3.852304786278182e-08,1,-7.115525590961624e-08|Running
-512.7747802734375,990.022705078125,-313.00494384765625|0.027224212884902954,-6.394879648041751e-08,-0.9996293783187866|-3.526012193333372e-08,1,-6.493279869346225e-08|Running
-512.7680053710938,990.1239624023438,-313.2549743652344|0.027224212884902954,-5.782009537824706e-08,-0.9996293783187866|-3.199859222036139e-08,1,-5.871299535442631e-08|Running
-512.7611694335938,990.2329711914062,-313.50787353515625|0.027224212884902954,-5.1694012626057884e-08,-0.9996293783187866|-2.8738451618437466e-08,1,-5.24958529979358e-08|Running
-512.7542114257812,990.3469848632812,-313.7611389160156|0.027224212884902954,-4.557054822384998e-08,-0.9996293783187866|-2.5479703680275634e-08,1,-4.628136807127703e-08|Running
-512.7472534179688,990.4644775390625,-314.0144958496094|0.027224212884902954,-3.944969861890968e-08,-0.9996293783187866|-2.222234840587589e-08,1,-4.0069537021736323e-08|Running
