yahayuk zepetto|false|12018
-331.2554931640625,389.7945556640625,528.744140625|0.6585435271263123,-6.547102771037316e-07,0.7525426149368286|4.4238529994800047e-07,1,4.828700070902414e-07|Running
-331.01531982421875,389.7945556640625,529.1826171875|0.6314603686332703,-0.0000011232079941692064,0.775408148765564|7.339210696954979e-07,1,8.508627615810838e-07|Running
-330.84234619140625,389.7945556640625,529.5431518554688|0.6066205501556396,-0.0000014381759001480532,0.7949914932250977|9.088484489438997e-07,1,0.0000011155462971146335|Running
-330.6488342285156,389.7945556640625,530.0042114257812|0.5722760558128357,-0.0000017166313455163618,0.8200610280036926|0.0000010302937880624086,1,0.000001374310841129045|Running
-330.4757080078125,389.7945556640625,530.47314453125|0.5361984372138977,-0.0000018236080450151348,0.8440919518470764|0.0000010311372307114652,1,0.0000015054210962262005|Running
-330.3563232421875,389.7945556640625,530.8548583984375|0.5057711005210876,-0.0000018823296841219417,0.8626676797866821|0.0000010081157597596757,1,0.0000015909414514680975|Running
-330.24432373046875,389.7945556640625,531.23876953125|0.47615742683410645,-0.0000018255072973261122,0.8793600797653198|9.240832241630415e-07,1,0.0000015755755384816439|Running
-330.10943603515625,389.7945556640625,531.7202758789062|0.44193172454833984,-0.0000015060522855492309,0.8970487117767334|7.078053272380203e-07,1,0.0000013301960279932246|Running
-329.9468688964844,389.7945556640625,532.2977905273438|0.40703698992729187,-0.0000010236375374006457,0.9134116768836975|4.403101456773584e-07,1,9.244626539839373e-07|Running
-329.7780456542969,389.7945556640625,532.8735961914062|0.3804834485054016,-5.820175488224777e-07,0.9247877597808838|2.3174321484020766e-07,1,5.340069719750318e-07|Running
-329.6199645996094,389.7945556640625,533.347900390625|0.3677429258823395,-2.5603347353353456e-07,0.9299274682998657|9.63343254056781e-08,1,2.3723056585822633e-07|Running
-329.4807434082031,389.7945556640625,533.722900390625|0.3637191653251648,-1.426809035365295e-07,0.9315086603164673|4.6318341162532306e-08,1,1.3508626750535768e-07|Running
-329.3674011230469,389.7945556640625,534.0006103515625|0.36420536041259766,-7.80682540835187e-08,0.9313186407089233|1.6400626634549553e-08,1,7.741180496623201e-08|Running
-329.20379638671875,389.7945556640625,534.3656005859375|0.36928731203079224,-4.132350639451943e-08,0.9293152689933777|-5.087682275473071e-09,1,4.648833851206291e-08|Running
-329.02655029296875,389.7945556640625,534.7240600585938|0.37855064868927,-1.1898728047299301e-07,0.9255805611610413|3.176913665470238e-08,1,1.1556103629573045e-07|Running
-328.7897644042969,389.7945556640625,535.1644287109375|0.3942202925682068,-2.5526719582558144e-07,0.9190160036087036|9.979189030673297e-08,1,2.3495478274071502e-07|Running
-328.59075927734375,389.7945556640625,535.511474609375|0.4083530306816101,-3.4042125207633944e-07,0.9128240942955017|1.3812208976560214e-07,1,3.111428554802842e-07|Running
-328.3819580078125,389.7945556640625,535.8526611328125|0.42390012741088867,-4.154315718096768e-07,0.9057089686393738|1.735398029723001e-07,1,3.774590595639893e-07|Running
-328.2171936035156,389.7945556640625,536.1033935546875|0.43681600689888,-4.887074283033144e-07,0.8995508551597595|2.0974711389953882e-07,1,4.414275167619053e-07|Running
-327.99041748046875,389.7945556640625,536.4328002929688|0.4548811912536621,-5.906799174226762e-07,0.8905521631240845|2.634221800690284e-07,1,5.287215572025161e-07|Running
-327.6962890625,389.7945556640625,536.8370361328125|0.4781595766544342,-6.646459382864123e-07,0.8782729506492615|3.113649427177734e-07,1,5.872477117918606e-07|Running
-327.4539794921875,389.7945556640625,537.1553344726562|0.4963819682598114,-6.705872692691628e-07,0.8681042194366455|3.2645692726873676e-07,1,5.85805139508011e-07|Running
-327.083251953125,389.7945556640625,537.6271362304688|0.5221521258354187,-6.078211640669906e-07,0.8528523445129395|3.1232011110660096e-07,1,5.214765792516118e-07|Running
-326.89599609375,389.7945556640625,537.8615112304688|0.5335809588432312,-5.494433139574539e-07,0.845749020576477|2.891190433729207e-07,1,4.672484124057519e-07|Running
-326.64569091796875,389.7945556640625,538.1735229492188|0.5469046235084534,-4.2360363750049146e-07,0.8371949195861816|2.2930214527150383e-07,1,3.561861490197771e-07|Running
-326.3953552246094,389.7945556640625,538.485595703125|0.5583593845367432,-3.1363677521767386e-07,0.8295992016792297|1.7407747066044976e-07,1,2.608958595828881e-07|Running
-326.1483154296875,389.7945556640625,538.8001708984375|0.5672057271003723,-2.0957625679329794e-07,0.8235761523246765|1.1862260862471885e-07,1,1.7277434949392045e-07|Running
-325.90545654296875,389.7945556640625,539.1180419921875|0.5733143091201782,-1.4886454380302894e-07,0.8193355202674866|8.593595168804313e-08,1,1.2155732065366465e-07|Running
-325.6670227050781,389.7945556640625,539.439208984375|0.5769811272621155,-1.1611231798269728e-07,0.8167574405670166|6.823250231491329e-08,1,9.396111977366672e-08|Running
-325.43292236328125,389.7945556640625,539.7636108398438|0.5785751938819885,-1.2540513694148103e-07,0.8156290054321289|7.494791987028293e-08,1,1.0058754895680977e-07|Running
-325.203125,389.7945556640625,540.0910034179688|0.5784115791320801,-1.0506257552833631e-07,0.8157450556755066|6.351282877403719e-08,1,8.375903348678548e-08|Running
-324.8089294433594,389.7945556640625,540.6694946289062|0.575208842754364,-3.307511775574312e-08,0.8180065751075745|2.0763037511528637e-08,1,2.5833575278966237e-08|Running
-324.5888671875,389.7945556640625,541.0034790039062|0.5720782279968262,-3.617385857523914e-08,0.8201990723609924|2.200714455113939e-08,1,2.8754058689628437e-08|Running
-324.37109375,389.7945556640625,541.3390502929688|0.5684362053871155,-8.590227906779546e-08,0.8227273225784302|5.0114461913608466e-08,1,6.978667244084136e-08|Running
-324.1559143066406,389.7945556640625,541.67626953125|0.5644213557243347,-1.1690486445559145e-07,0.8254868388175964|6.719802314592016e-08,1,9.567306591407032e-08|Running
-323.9423828125,389.7945556640625,542.0145263671875|0.5603082180023193,-1.2554630757222185e-07,0.8282842040061951|7.137147406410804e-08,1,1.0329339517056724e-07|Running
-323.67950439453125,389.7945556640625,542.4397583007812|0.5546373128890991,-1.2088744938409945e-07,0.8320922255516052|6.803188057347143e-08,1,9.993416227871421e-08|Running
-323.524169921875,389.7945556640625,542.6964111328125|0.5509548783302307,-1.2962298967522656e-07,0.8345350027084351|7.251641420680244e-08,1,1.0744872014356588e-07|Running
-323.3697814941406,389.7945556640625,542.9536743164062|0.5472785830497742,-1.2507079816259647e-07,0.8369505405426025|6.962528686926817e-08,1,1.0390861859832512e-07|Running
-323.1644592285156,389.7945556640625,543.2970581054688|0.5426527857780457,-1.287797459781359e-07,0.8399571180343628|7.111081856692181e-08,1,1.0737602451627026e-07|Running
-322.9592590332031,389.7945556640625,543.640380859375|0.5385441780090332,-1.2168354146524507e-07,0.842597246170044|6.65568364865976e-08,1,1.0187518029169951e-07|Running
-322.70269775390625,389.7945556640625,544.0695190429688|0.5341314673423767,-1.26330846228484e-07,0.845401406288147|6.831432841636342e-08,1,1.0627142899011233e-07|Running
-322.54876708984375,389.7945556640625,544.3269653320312|0.5318650007247925,-1.1278962119831704e-07,0.8468291163444519|6.070191460594287e-08,1,9.506568687811523e-08|Running
-322.343505859375,389.7945556640625,544.6702880859375|0.5292444229125977,-1.1250849496491355e-07,0.8484693765640259|6.017402398583727e-08,1,9.506734244268955e-08|Running
-322.13824462890625,389.7945556640625,545.0136108398438|0.5269781351089478,-9.019652225106256e-08,0.8498788475990295|4.796869390588654e-08,1,7.638509202934074e-08|Running
-321.8779296875,389.7945556640625,545.4404907226562|0.5255979299545288,-8.484348512638462e-08,0.8507331013679504|4.4723694969661665e-08,1,7.209875718672265e-08|Running
-321.614013671875,389.7945556640625,545.8651733398438|0.5257189273834229,-8.34978663988295e-08,0.8506582975387573|4.360944672043843e-08,1,7.12055054918892e-08|Running
-321.4530944824219,389.7945556640625,546.118408203125|0.5265880823135376,-8.449330834991997e-08,0.8501205444335938|4.389823970996076e-08,1,7.219801290148098e-08|Running
-321.23541259765625,389.7945556640625,546.4540405273438|0.5287524461746216,-9.99130662648895e-08,0.84877610206604|5.178753070822495e-08,1,8.545278973315362e-08|Running
-321.01348876953125,389.7945556640625,546.7868041992188|0.5320640206336975,-1.1445894898542974e-07,0.8467041254043579|5.972972161316648e-08,1,9.764793418298723e-08|Running
-320.844482421875,389.7945556640625,547.03466796875|0.5351451635360718,-1.2143561889388366e-07,0.8447601199150085|6.41344328755622e-08,1,1.0312322729078005e-07|Running
-320.6145935058594,389.7945556640625,547.3619995117188|0.5403193831443787,-1.3385536590249103e-07,0.8414599895477295|7.212819497226519e-08,1,1.1276009104221885e-07|Running
-320.3232421875,389.7945556640625,547.768310546875|0.5474830865859985,-1.3239072416126874e-07,0.8368167281150818|7.265388290988994e-08,1,1.1067411520571113e-07|Running
-320.1460266113281,389.7945556640625,548.0103759765625|0.5519608855247498,-1.2724363784855086e-07,0.833869993686676|7.036034332941199e-08,1,1.0602070688037202e-07|Running
-319.906982421875,389.7945556640625,548.3310546875|0.5581881403923035,-1.352093903506102e-07,0.8297144174575806|7.554131542519826e-08,1,1.12138728525224e-07|Running
-319.66693115234375,389.7945556640625,548.6510620117188|0.5640748739242554,-1.370060971339626e-07,0.8257236480712891|7.732964490969607e-08,1,1.1309641934076353e-07|Running
-319.42681884765625,389.7945556640625,548.9710083007812|0.5692477226257324,-1.3410374322120333e-07,0.8221660256385803|7.643065202955768e-08,1,1.1019157852842909e-07|Running
-319.1265563964844,389.7945556640625,549.3709106445312|0.5747579336166382,-1.1986962533683254e-07,0.8183234930038452|6.912974725992171e-08,1,9.792796618057764e-08|Running
-318.8863525390625,389.7945556640625,549.690673828125|0.5784562230110168,-1.124647468486728e-07,0.8157134652137756|6.541495167766698e-08,1,9.148440938133717e-08|Running
-318.7062072753906,389.7945556640625,549.9304809570312|0.5808357000350952,-1.1760087659240526e-07,0.8140208125114441|6.878405400811971e-08,1,9.53890122445955e-08|Running
-318.4660339355469,389.7945556640625,550.250244140625|0.5836012363433838,-1.1524319631917024e-07,0.812040388584137|6.780939543205022e-08,1,9.31844681417715e-08|Running
-318.2258605957031,389.7945556640625,550.570068359375|0.5859887599945068,-9.76862324364447e-08,0.810319185256958|5.77281014102482e-08,1,7.880625219058857e-08|Running
-317.9857177734375,389.7945556640625,550.8898315429688|0.5880382061004639,-9.042380355595014e-08,0.808833122253418|5.3711197267602984e-08,1,7.274623925468404e-08|Running
-317.74554443359375,389.7945556640625,551.2095947265625|0.5897960066795349,-1.0371289249633264e-07,0.8075522780418396|6.187560330772612e-08,1,8.323784328467809e-08|Running
-317.44537353515625,389.7945556640625,551.609375|0.5916638970375061,-1.0449137022305877e-07,0.806184709072113|6.251649864452702e-08,1,8.373094573244089e-08|Running
-317.2652587890625,389.7945556640625,551.8492431640625|0.5926187634468079,-8.038019672085284e-08,0.8054831027984619|4.815827026050101e-08,1,6.43597672933538e-08|Running
-317.0251159667969,389.7945556640625,552.1690063476562|0.5937196016311646,-5.51773773338482e-08,0.8046720027923584|3.316068841741071e-08,1,4.410396670095906e-08|Running
-316.6048889160156,389.7945556640625,552.7286987304688|0.5953471064567566,-2.4861240177642685e-08,0.803468644618988|1.5163642785864795e-08,1,1.970656882122057e-08|Running
-316.3631591796875,389.7945556640625,553.04736328125|0.596510112285614,-1.5397962016550082e-08,0.8026055693626404|9.592638683386667e-09,1,1.2055555664858275e-08|Running
-316.11810302734375,389.7945556640625,553.3635864257812|0.5985050797462463,-2.0461232708157695e-08,0.8011190295219421|1.2762541246047476e-08,1,1.6006096004161918e-08|Running
-315.9322204589844,389.7945556640625,553.5990600585938|0.6005471348762512,-4.530017605475223e-08,0.7995893955230713|2.78419847177247e-08,1,3.5743035198265716e-08|Running
-315.6801452636719,389.7945556640625,553.90966796875|0.6043445467948914,-9.706173642598515e-08,0.7967230677604675|5.9166090693452134e-08,1,7.694647763401008e-08|Running
-315.423828125,389.7945556640625,554.2167358398438|0.6091597676277161,-1.1312930325857451e-07,0.7930475473403931|6.893965576182381e-08,1,8.969707465666943e-08|Running
-315.1632080078125,389.7945556640625,554.5201416015625|0.6148305535316467,-1.1877813221872202e-07,0.7886592149734497|7.283730951712641e-08,1,9.382446108929798e-08|Running
-314.9620361328125,389.7945556640625,554.74267578125|0.6203187108039856,-1.390801287470822e-07,0.7843498587608337|8.605280044093888e-08,1,1.0926242310915768e-07|Running
-314.7535705566406,389.7945556640625,554.9583740234375|0.6276551485061646,-1.810771976806791e-07,0.7784914970397949|1.1328924642839411e-07,1,1.4126116809620726e-07|Running
-314.4737548828125,389.7945556640625,555.244140625|0.6377163529396057,-2.4724016611799016e-07,0.7702712416648865|1.5687288623666973e-07,1,1.9110120774712414e-07|Running
-314.16082763671875,389.7945556640625,555.4920043945312|0.6578705906867981,-7.147582437028177e-07,0.7531310319900513|4.6538215769942326e-07,1,5.425311542239797e-07|Running
-313.8082580566406,389.7945556640625,555.6760864257812|0.6948354840278625,-0.0000026760917535284534,0.7191687226295471|0.0000018093851394951344,1,0.000001972926156668109|Running
-313.3308410644531,389.7945556640625,555.82177734375|0.7524315118789673,-0.0000062226727095548995,0.6586704850196838|0.000004483958491618978,1,0.000004325077952671563|Running
-311.8414001464844,389.80377197265625,552.5750732421875|0.9314946532249451,2.623430361836654e-08,0.3637549877166748|-9.227136388290091e-09,1,-4.849218981917147e-08|Running
-311.5621032714844,389.7581787109375,552.68408203125|0.9314946532249451,2.7878186870111676e-08,0.3637549877166748|-9.80531744687596e-09,1,-5.153079740694011e-08|Running
-311.4813537597656,389.7449951171875,552.7156372070312|0.9314946532249451,2.8353470682418447e-08,0.3637550175189972|-9.972481507247721e-09,1,-5.240933020900229e-08|Running
-311.06298828125,390.4027404785156,552.8790283203125|0.9314946532249451,1.6563753035825357e-08,0.3637549877166748|-5.8257958457375025e-09,1,-3.061691344896644e-08|Running
-310.7505187988281,390.8940124511719,553.0010986328125|0.9314947724342346,7.758114151101836e-09,0.3637552261352539|-2.7286679582516626e-09,1,-1.4340345799723764e-08|Running
-310.5723571777344,391.17413330078125,553.0706787109375|0.9314946532249451,2.7373519007056757e-09,0.3637550175189972|-9.627627584052334e-10,1,-5.0598436551752e-09|Running
-310.2429504394531,391.8439025878906,553.2005004882812|0.9307639598846436,-6.866030854979499e-09,0.3656207323074341|2.2346648975712924e-09,1,1.3090302175555735e-08|Running
-309.8282775878906,392.6870422363281,553.3639526367188|0.9298387765884399,-1.8999806172814715e-08,0.3679671287536621|6.2079612561660724e-09,1,3.594724518052317e-08|Running
-309.48358154296875,393.2807312011719,553.5003662109375|0.9298372268676758,-2.9199489048892247e-08,0.3679713010787964|9.528681843562481e-09,1,5.527434865371106e-08|Running
-309.09625244140625,393.9478759765625,553.6536865234375|0.929835319519043,-4.066113490353018e-08,0.3679758310317993|1.3260125442116077e-08,1,7.699255633042412e-08|Running
-308.99139404296875,394.12847900390625,553.6951904296875|0.9298349022865295,-4.376383344606438e-08,0.36797699332237244|1.4270215231704242e-08,1,8.287172192922299e-08|Running
-308.529296875,394.7635803222656,553.8781127929688|0.9298349022865295,-4.2170718472789304e-08,0.3679771423339844|1.3746674909498324e-08,1,7.986523797853806e-08|Running
-308.137451171875,395.3021240234375,554.033203125|0.9298348426818848,-4.081974225300655e-08,0.3679770231246948|1.3302718926411217e-08,1,7.731571827207517e-08|Running
-308.0615234375,395.4064636230469,554.063232421875|0.9298348426818848,-4.055802094171668e-08,0.3679770827293396|1.3216710392782716e-08,1,7.682180580559361e-08|Running
-307.51348876953125,395.95892333984375,554.2801513671875|0.9298340082168579,-2.0619301821511726e-08,0.36797916889190674|6.713943179192938e-09,1,3.906865231328993e-08|Running
-307.13165283203125,396.3438415527344,554.4312744140625|0.9298334717750549,-6.726672108214871e-09,0.36798062920570374|2.183097702612713e-09,1,1.2763592849296401e-08|Running
