Replay 1|true|798
-1922.44287109375,-130.76502990722656,82.4099349975586|-0.9214103817939758,-1.8579170202315254e-08,0.3885909914970398|-1.8297440007586374e-08,1,4.425528832285863e-09|Running
-1922.44287109375,-130.76255798339844,82.4099349975586|-0.9214103817939758,-2.806966215018747e-08,0.3885909914970398|-2.706761037529759e-08,1,8.052904121313986e-09|Running
-1922.44287109375,-130.76116943359375,82.4099349975586|-0.9214103817939758,-3.75520485818015e-08,0.3885909914970398|-3.5830289846217056e-08,1,1.1677180999924985e-08|Running
-1922.5338134765625,-130.75881958007812,82.43281555175781|-0.928497314453125,0.0000012367179351713276,0.3713390827178955|0.0000011378109547877102,1,-4.854416033595044e-07|Running
-1922.7764892578125,-130.9205780029297,82.48307800292969|-0.9394620060920715,0.000004017394530819729,0.3426530659198761|0.000003730333446583245,1,-0.0000014968135246817837|Running
-1923.12646484375,-130.93601989746094,82.54698944091797|-0.9477128386497498,0.000004896609880233882,0.31912434101104736|0.0000045842771214665845,1,-0.0000017298316379310563|Running
-1923.8299560546875,-129.47967529296875,82.67147827148438|-0.9605659246444702,0.000024580898752901703,0.27805233001708984|0.00002332579970243387,1,-0.00000782201732363319|Jumping
-1924.36865234375,-128.53839111328125,82.7686767578125|-0.9658714532852173,0.000015202954273263458,0.2590218782424927|0.000014471011127170641,1,-0.000004732487468572799|Freefall
-1924.843505859375,-127.8447265625,82.854248046875|-0.9689608812332153,0.000005291053639666643,0.24721398949623108|0.000005053054337622598,1,-0.0000015971644415913033|Freefall
-1925.356689453125,-127.203857421875,82.940185546875|-0.971834123134613,0.0000016891245877559413,0.23566600680351257|0.0000016275572534141247,1,-4.557674628813402e-07|Freefall
-1926.146484375,-126.34149932861328,83.06550598144531|-0.9755942821502686,0.0000010532795613471535,0.21958091855049133|0.000001025267238219385,1,-2.415270614619658e-07|Freefall
-1926.67529296875,-125.83256530761719,83.13606262207031|-0.9781297445297241,0.0000012473504966692417,0.20799566805362701|0.0000012148286714364076,1,-2.840946535798139e-07|Freefall
-1927.33740234375,-125.27062225341797,83.21479034423828|-0.9812020659446716,0.0000014986584346843301,0.19298306107521057|0.000001462801378693257,1,-3.2829117913024675e-07|Freefall
-1927.8671875,-124.88043975830078,83.27690124511719|-0.9832491874694824,0.0000014288735883383197,0.182266503572464|0.0000013977320350022637,1,-2.993134842199652e-07|Freefall
-1928.3970947265625,-124.54302978515625,83.33899688720703|-0.9849123358726501,0.000001149119498222717,0.17305400967597961|0.0000011264137356192805,1,-2.2941274835375225e-07|Freefall
-1928.79443359375,-124.32461547851562,83.38558197021484|-0.9859495162963867,9.227323403138143e-07,0.16704371571540833|9.058140904016909e-07,1,-1.7747109382071358e-07|Freefall
-1929.4566650390625,-124.02655792236328,83.4632339477539|-0.9873865842819214,6.1881871715741e-07,0.15832780301570892|6.087523729547684e-07,1,-1.1207608707763939e-07|Freefall
-1930.1192626953125,-123.81096649169922,83.53711700439453|-0.9886534810066223,4.7656740775892104e-07,0.1502140462398529|4.696362054801284e-07,1,-8.161634923453676e-08|Freefall
-1930.7822265625,-123.67784118652344,83.60697174072266|-0.9897988438606262,4.2150301737819973e-07,0.1424717754125595|4.159537070336228e-07,1,-6.873297309084592e-08|Freefall
-1931.31298828125,-123.6307144165039,83.66027069091797|-0.9906240701675415,3.88668013329152e-07,0.13661599159240723|3.839240889647044e-07,1,-6.107318739623224e-08|Freefall
-1932.2418212890625,-123.67523956298828,83.7509536743164|-0.9918724894523621,3.170034119648335e-07,0.12723606824874878|3.1361022934106586e-07,1,-4.6701103428858914e-08|Freefall
-1933.0386962890625,-123.84204864501953,83.8206558227539|-0.9928814172744751,3.059970765662001e-07,0.11910703778266907|3.0309388421301264e-07,1,-4.248947504947864e-08|Freefall
-1933.5704345703125,-124.01922607421875,83.86316680908203|-0.9935137629508972,3.085644095790485e-07,0.11371180415153503|3.0586340926674893e-07,1,-4.1199765377086806e-08|Freefall
-1934.1025390625,-124.24918365478516,83.90016174316406|-0.9941685199737549,3.317952632642118e-07,0.10783786326646805|3.2913968084358203e-07,1,-4.2424421309306126e-08|Freefall
-1934.7689208984375,-124.61084747314453,83.92223358154297|-0.9953996539115906,7.021936880846624e-07,0.09581011533737183|6.975045607759967e-07,1,-8.2433217585276e-08|Freefall
-1935.3021240234375,-124.95955657958984,83.92587280273438|-0.9964579939842224,0.0000011514858897498925,0.08409234136343002|0.0000011450428019088577,1,-1.2484953515468078e-07|Freefall
-1935.8353271484375,-125.36103820800781,83.91771697998047|-0.9974789023399353,0.000001557166456223058,0.07096356898546219|0.0000015502694168390008,1,-1.5226639504817285e-07|Freefall
-1936.3681640625,-125.81529998779297,83.89774322509766|-0.99839848279953,0.0000019300723579362966,0.056572701781988144|0.000001923841182360775,1,-1.6460495544379228e-07|Freefall
-1936.900634765625,-126.32234191894531,83.8669204711914|-0.9991477727890015,0.0000022555957457370823,0.041275884956121445|0.0000022508634174300823,1,-1.6112430500925257e-07|Freefall
-1937.565673828125,-127.03036499023438,83.81995391845703|-0.9997501373291016,0.00000241044585891359,0.022352196276187897|0.0000024081600713543594,1,-1.2917780622956343e-07|Freefall
-1938.2303466796875,-127.82083129882812,83.76791381835938|-0.9999874234199524,0.000002188214239140507,0.005009805783629417|0.0000021878468032809906,1,-7.882793084945661e-08|Freefall
-1938.7620849609375,-128.51260375976562,83.72583770751953|-0.9999762773513794,0.000001807654598451336,-0.00688533391803503|0.0000018079820165439742,1,-4.133702802278094e-08|Freefall
-1939.160888671875,-128.61370849609375,83.69441223144531|-0.9998937249183655,0.0000010822702734003542,-0.014579116366803646|0.0000010824751370819286,1,-6.1654588101589525e-09|Landed
-1939.8255615234375,-128.88912963867188,83.64205169677734|-0.99966961145401,2.4435311729575915e-07,-0.02570241689682007|2.4395191644543956e-07,1,1.8745657470731203e-08|Landed
-1940.224365234375,-129.1080322265625,83.61063385009766|-0.999505877494812,3.1185493298835354e-07,-0.03143250197172165|3.116448681339534e-07,1,1.1581954950656836e-08|Landed
-1940.8890380859375,-129.53884887695312,83.55826568603516|-0.9992139935493469,3.555474279437476e-07,-0.03964077681303024|3.555965690793528e-07,1,5.811269687683307e-09|Running
-1941.338134765625,-129.59341430664062,83.52286529541016|-0.998978316783905,2.713925653097249e-07,-0.04519209265708923|2.713868525461294e-07,1,6.262060203710007e-09|Running
-1941.96142578125,-129.86004638671875,83.47453308105469|-0.9987066388130188,1.644210101403587e-07,-0.05084368959069252|1.643503253490053e-07,1,5.57123458477804e-09|Running
-1942.4927978515625,-130.15591430664062,83.43350982666016|-0.9985092282295227,1.3906094409321668e-07,-0.05458308383822441|1.3896462291995704e-07,1,5.560233606871634e-09|Running
-1943.157470703125,-129.0859832763672,83.38221740722656|-0.9982548356056213,3.148704763589194e-07,-0.05905346944928169|3.146025733258284e-07,1,1.3834124068523579e-08|Jumping
-1943.955078125,-127.90695190429688,83.31793212890625|-0.9979751110076904,2.3514203917329723e-07,-0.06360519677400589|2.349317753669311e-07,1,1.078476863369815e-08|Freefall
-1945.017578125,-126.51966094970703,83.22640228271484|-0.9975761771202087,1.806313036922802e-07,-0.06958284974098206|1.8040702798316488e-07,1,9.507342468850766e-09|Freefall
-1945.548828125,-125.9051742553711,83.18040466308594|-0.9974018931388855,1.737214461172698e-07,-0.0720377266407013|1.7347029768188804e-07,1,9.742628925835106e-09|Freefall
-1946.212890625,-125.2112808227539,83.12291717529297|-0.9972190260887146,1.59978924330062e-07,-0.07452626526355743|1.597122292196218e-07,1,9.538181799939593e-09|Freefall
-1947.142578125,-124.37837219238281,83.04244995117188|-0.9970031380653381,1.577333534896752e-07,-0.07736096531152725|1.574301791151811e-07,1,1.0017464191491854e-08|Freefall
-1948.0731201171875,-123.70709991455078,82.96941375732422|-0.9969596862792969,1.4123965286216844e-07,-0.07791932672262192|1.4093423317262932e-07,1,9.418661406357387e-09|Freefall
-1948.6048583984375,-123.39608001708984,82.92927551269531|-0.9969803094863892,1.3323436576229142e-07,-0.07765447348356247|1.329239864844567e-07,1,9.165733949600963e-09|Freefall
-1949.1370849609375,-123.13784790039062,82.8931655883789|-0.9970683455467224,1.3622050687445153e-07,-0.07651646435260773|1.3588437752787286e-07,1,9.599260053505532e-09|Freefall
-1949.6693115234375,-122.93238830566406,82.85948181152344|-0.997197151184082,1.4396032099739386e-07,-0.07481836527585983|1.4361133082729793e-07,1,1.0044409748388716e-08|Freefall
-1950.2015380859375,-122.77970123291016,82.82850646972656|-0.9973569512367249,1.5066817127262766e-07,-0.07265734672546387|1.5034156319870817e-07,1,9.964139735529898e-09|Freefall
-1950.867431640625,-122.66307067871094,82.79224395751953|-0.9975727796554565,1.6206087138925795e-07,-0.06963111460208893|1.617773790485444e-07,1,9.710582560273906e-09|Freefall
-1951.400146484375,-122.62914276123047,82.76325988769531|-0.9977210760116577,1.6711882722120208e-07,-0.06747344136238098|1.668687872324881e-07,1,9.341804663165476e-09|Freefall
-1951.932861328125,-122.64798736572266,82.73665618896484|-0.9978758096694946,1.681209482740087e-07,-0.06514527648687363|1.6790058054994006e-07,1,8.857550248819734e-09|Freefall
-1952.3323974609375,-122.6967544555664,82.7170181274414|-0.9979836940765381,1.6570268712712277e-07,-0.06347081810235977|1.6550255566016858e-07,1,8.410514951151526e-09|Freefall
-1952.8651123046875,-122.8079605102539,82.69083404541016|-0.9981085658073425,1.634883659562547e-07,-0.06147570163011551|1.6330930918684317e-07,1,7.937090096277188e-09|Freefall
-1953.6641845703125,-123.07373046875,82.65155029296875|-0.9982632994651794,1.7023263865212357e-07,-0.0589095838367939|1.7006952646170248e-07,1,7.78250708322048e-09|Freefall
-1954.1968994140625,-123.31687927246094,82.62535858154297|-0.9983456134796143,1.5567700017982133e-07,-0.05749797075986862|1.5553783327959536e-07,1,6.895514825799864e-09|Freefall
-1954.7296142578125,-123.61280822753906,82.5962142944336|-0.9983794093132019,1.633013937407668e-07,-0.05690867826342583|1.6316919015935127e-07,1,6.9696612925440604e-09|Freefall
-1955.7940673828125,-124.36299896240234,82.52864074707031|-0.9982970356941223,1.4557626570876891e-07,-0.05833502486348152|1.4548010085491114e-07,1,5.895510746256605e-09|Freefall
-1956.325439453125,-124.8172607421875,82.48450469970703|-0.9981279373168945,1.4913622692347417e-07,-0.06116076558828354|1.490341645649096e-07,1,6.230443272414732e-09|Freefall
-1956.8563232421875,-125.32430267333984,82.43372344970703|-0.9978538751602173,1.9508280502122943e-07,-0.06547974050045013|1.9490963154566998e-07,1,9.032762093852398e-09|Freefall
-1957.38671875,-125.88412475585938,82.3787612915039|-0.9975153803825378,2.3103194735085708e-07,-0.07044870406389236|2.307695723402503e-07,1,1.1863202864503819e-08|Freefall
-1958.049560546875,-126.65811157226562,82.30618286132812|-0.9970384240150452,2.6884370640800626e-07,-0.07690522819757462|2.6845003731068573e-07,1,1.5456631530241793e-08|Freefall
-1958.579345703125,-127.336669921875,82.24475860595703|-0.9966230392456055,2.817180018155341e-07,-0.0821131020784378|2.812238903970865e-07,1,1.758291112707866e-08|Freefall
-1959.0626220703125,-127.43934631347656,82.18797302246094|-0.9962149858474731,2.0624891305942583e-07,-0.08692377060651779|2.0575828330038348e-07,1,1.4603985576400191e-08|Landed
-1959.5706787109375,-127.64199829101562,82.12821197509766|-0.9958388805389404,1.442211754465461e-07,-0.09113118797540665|1.437292809214341e-07,1,1.1960372248154272e-08|Landed
-1960.084228515625,-127.92523193359375,82.06781768798828|-0.9955005049705505,1.3828410772021016e-07,-0.09475637227296829|1.378044913735721e-07,1,1.160531404309495e-08|Running
-1960.824951171875,-128.44903564453125,81.98069763183594|-0.9950518608093262,1.2348255040706135e-07,-0.09935694932937622|1.2307926056109864e-07,1,1.0188614396611229e-08|Running
-1961.46484375,-128.41140747070312,81.91715240478516|-0.9949900507926941,8.589680078330275e-08,-0.09997415542602539|8.560116526723505e-08,1,7.246812039340966e-09|Running
-1961.9224853515625,-128.254638671875,81.87679290771484|-0.9951294660568237,7.276011615431344e-08,-0.09857689589262009|7.248841882301349e-08,1,6.337732116890038e-09|Running
-1962.810546875,-127.38389587402344,81.80984497070312|-0.9956313371658325,1.2300932894504513e-07,-0.09337171912193298|1.2258622916760942e-07,1,1.0267000583041863e-08|Running
-1963.3388671875,-126.88209533691406,81.77790069580078|-0.9961915612220764,1.7131942797732336e-07,-0.08719132840633392|1.708206696093839e-07,1,1.3181520763794197e-08|Running
-1964.1915283203125,-125.95087432861328,81.74136352539062|-0.9970588088035583,2.764310806924186e-07,-0.07664047926664352|2.758112884748698e-07,1,1.8671578061457694e-08|Running
-1964.964599609375,-125.25647735595703,81.7152328491211|-0.997936487197876,2.9179963689784927e-07,-0.06420860439538956|2.9136333523638314e-07,1,1.6158939075694434e-08|Running
-1965.626708984375,-124.5698013305664,81.70864868164062|-0.9986004829406738,4.09188373851066e-07,-0.05288732051849365|4.087943636932323e-07,1,1.8267428458784707e-08|Running
-1966.2259521484375,-124.26337432861328,81.71511840820312|-0.9991079568862915,5.275700800666527e-07,-0.04222846403717995|5.27259203408903e-07,1,1.849927322439271e-08|Running
-1966.7054443359375,-124.08744812011719,81.72129821777344|-0.9994392991065979,5.724567131437652e-07,-0.03348294273018837|5.722659466300684e-07,1,1.5281367282682368e-08|Running
-1968.0240478515625,-123.87576293945312,81.73834991455078|-0.9999560713768005,5.730615839638631e-07,-0.009372630156576633|5.730743168896879e-07,1,1.326623588759901e-09|Running
-1968.8087158203125,-122.8773422241211,81.74127960205078|-0.9999897480010986,1.9551517027593945e-07,-0.004529133904725313|1.9552892638330377e-07,1,-2.5932944680562287e-09|Running
-1969.3472900390625,-122.33837127685547,81.73981475830078|-0.999991238117218,-4.342310688798534e-08,-0.004189781844615936|-4.3408370231645677e-08,1,-3.6081302390300607e-09|Running
-1969.815673828125,-122.1568603515625,81.73668670654297|-0.999989926815033,-8.184997568605468e-08,-0.0044818660244345665|-8.184597533045235e-08,1,-1.0763419044934608e-09|Running
-1970.3306884765625,-122.02165222167969,81.7331771850586|-0.9999883770942688,-8.353536173899556e-08,-0.004827212076634169|-8.354356140216623e-08,1,1.496265222833415e-09|Running
-1970.7630615234375,-121.84773254394531,81.730224609375|-0.9999868869781494,-8.328385092681856e-08,-0.005120042245835066|-8.330568590508847e-08,1,4.050694446533498e-09|Running
-1971.1441650390625,-121.77732849121094,81.72761535644531|-0.9999856352806091,-8.172480647772318e-08,-0.005363390315324068|-8.176134258519596e-08,1,6.592467460819762e-09|Running
-1971.618408203125,-121.83224487304688,81.72437286376953|-0.9999842047691345,-7.849619976241229e-08,-0.005620680283755064|-7.855228290054583e-08,1,9.757850527591927e-09|Running
-1971.997802734375,-121.96532440185547,81.7217788696289|-0.9999830722808838,-7.509316191089965e-08,-0.005817381199449301|-7.51658859599047e-08,1,1.2282908024019434e-08|Running
-1972.4619140625,-122.00227355957031,81.71859741210938|-0.9999821782112122,-7.11043668388811e-08,-0.005971595179289579|-7.119403022670667e-08,1,1.4802500558630527e-08|Running
-1973.2257080078125,-121.9486312866211,81.71337890625|-0.9999810457229614,-6.450841993910217e-08,-0.006153148133307695|-6.462393287165469e-08,1,1.8574507265611828e-08|Running
-1973.7481689453125,-121.99055480957031,81.71202087402344|-0.9999850988388062,-5.528836055646025e-08,-0.005456068553030491|-5.540747238796939e-08,1,2.167962698251813e-08|Running
-1974.2230224609375,-122.12666320800781,81.7119140625|-0.9999899864196777,-3.134062254162018e-08,-0.00448180828243494|-3.145138194327046e-08,1,2.4642506701866296e-08|Running
-1974.6922607421875,-121.99645233154297,81.715087890625|-0.9999963045120239,2.6728589119784374e-08,-0.0027234868612140417|2.665449905236983e-08,1,2.724040193413657e-08|Running
-1975.4505615234375,-121.82339477539062,81.7209243774414|-1,1.0170691666644416e-07,0.00011709672980941832|1.0170779063400914e-07,1,7.498904608382873e-09|Running
-1975.9248046875,-121.88042449951172,81.72457122802734|-0.9999982714653015,1.10264458896836e-07,0.0018548143561929464|1.102472140246391e-07,1,-9.398227973633766e-09|Running
-1976.3775634765625,-121.88996887207031,81.72805786132812|-0.9999960064888,9.138317125234607e-08,0.0028229716699570417|9.134117817666265e-08,1,-1.5004363973503132e-08|Running
-1976.842529296875,-121.78438568115234,81.73163604736328|-0.9999931454658508,8.481041646746235e-08,0.003701059380546212|8.472846957374713e-08,1,-2.2298401347597974e-08|Running
-1977.2320556640625,-121.7434310913086,81.73463439941406|-0.9999908804893494,8.804266826700768e-08,0.0042747920379042625|8.792256522838215e-08,1,-2.8284455666494068e-08|Running
-1977.8416748046875,-121.86103057861328,81.73932647705078|-0.9999881386756897,9.912273668533089e-08,0.004875797778367996|9.894889529959983e-08,1,-3.589553543292823e-08|Running
-1978.458740234375,-120.8042984008789,81.74406433105469|-0.9999850988388062,1.1644098663055047e-07,0.00545429065823555|1.1620476669804702e-07,1,-4.362610539487832e-08|Jumping
-1979.2420654296875,-119.64506530761719,81.75350189208984|-0.9999764561653137,1.570695360442187e-07,0.006863753776997328|1.567073013575282e-07,1,-5.331222041604633e-08|Freefall
-1980.298583984375,-118.28414916992188,81.85740661621094|-0.9988656044006348,0.0000040485815588908736,0.04761883616447449|0.000004044406978209736,1,-1.8400923806893843e-07|Freefall
-1980.9468994140625,-117.54077911376953,82.00213623046875|-0.9961583018302917,0.000008410480404563714,0.08757053315639496|0.000008388758942601271,1,-6.160574912428274e-07|Freefall
-1981.5787353515625,-116.87986755371094,82.20682525634766|-0.990865170955658,0.000013199962268117815,0.1348562091588974|0.000013121531083015725,1,-0.0000014704091881867498|Freefall
-1982.4449462890625,-116.09314727783203,82.55398559570312|-0.9809938073158264,0.000013029592082602903,0.19403916597366333|0.000012854105989390519,1,-0.0000021634498352796072|Freefall
-1983.181884765625,-115.54745483398438,82.86550903320312|-0.9717299342155457,0.000009690415026852861,0.2360951155424118|0.000009470149961998686,1,-0.00000206690651793906|Freefall
-1983.798828125,-115.18342590332031,83.11825561523438|-0.964934766292572,0.000006492829470516881,0.26248982548713684|0.000006293195838225074,1,-0.0000016012281776056625|Freefall
-1984.54345703125,-114.8554458618164,83.41087341308594|-0.9585241079330444,0.0000032532097975490615,0.2850114107131958|0.0000031246884191205027,1,-9.056502676685341e-07|Freefall
-1985.1630859375,-114.67283630371094,83.65646362304688|-0.9539543390274048,0.000001941298933161306,0.2999519109725952|0.0000018520090634410735,1,-5.81982703806716e-07|Freefall
-1985.902587890625,-114.56256866455078,83.96133422851562|-0.9485305547714233,0.0000014455873724728008,0.31668567657470703|0.0000013701954912903602,1,-4.6075692239355703e-07|Freefall
-1986.9937744140625,-114.61981201171875,84.46061706542969|-0.9378941655158997,0.0000020781171770067886,0.346921443939209|0.000001949866373252007,1,-7.187470600911183e-07|Freefall
-1987.94189453125,-114.89500427246094,84.94934844970703|-0.9258698225021362,0.0000028064112029824173,0.37784257531166077|0.0000026027905732917134,1,-0.0000010495534752408275|Freefall
-1988.98974609375,-115.4569320678711,85.53429412841797|-0.9112064838409424,0.0000028585443487827433,0.41194993257522583|0.0000026108164092875086,1,-0.000001164101377071347|Freefall
-1989.799072265625,-116.07872009277344,85.99885559082031|-0.9011414647102356,0.0000021221010229055537,0.43352508544921875|0.0000019153981156705413,1,-9.13571682303882e-07|Freefall
-1990.3765869140625,-116.6218032836914,86.33191680908203|-0.8952394127845764,0.0000014910432355463854,0.4455854892730713|0.0000013351706229514093,1,-6.637241654061654e-07|Freefall
-1991.3001708984375,-117.66227722167969,86.86490631103516|-0.8875362873077393,7.902561378614337e-07,0.4607378840446472|6.99867712228297e-07,1,-3.6701590033771936e-07|Freefall
-1992.5689697265625,-119.4376220703125,87.6004867553711|-0.8792253136634827,4.188835021068371e-07,0.47640615701675415|3.668945112167421e-07,1,-2.0213964546655916e-07|Freefall
-1993.4901123046875,-120.97948455810547,88.13814544677734|-0.8748237490653992,2.3941382210068696e-07,0.4844413101673126|2.0848355575253663e-07,1,-1.1771800245696795e-07|Freefall
-1994.7705078125,-121.95841217041016,88.85340881347656|-0.8736916780471802,-1.1791681941986099e-07,0.48648011684417725|-1.0319189414076391e-07,1,5.706074901468128e-08|Landed
-1996.669677734375,-121.79393005371094,89.82508087158203|-0.8821364045143127,1.820516501993552e-07,0.4709939956665039|1.590553466712663e-07,1,-8.862775047191462e-08|Running
-1998.6807861328125,-121.74250030517578,90.53356170654297|-0.916789710521698,0.0000034664412851270754,0.3993702828884125|0.000003133287918899441,1,-0.0000014870288396195974|Running
-1999.7327880859375,-121.72784423828125,90.8949203491211|-0.9197430610656738,-7.73642128137908e-08,0.3925209939479828|-7.099113474851038e-08,1,3.075150090126044e-08|Running
-1999.7413330078125,-121.7262191772461,90.89788818359375|-0.919743537902832,1.2387769743327226e-07,0.3925198018550873|1.1148075174105543e-07,1,-5.4376865676886155e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-2.6691244769949662e-08,0.3925198018550873|-2.269147358902046e-08,1,1.482959177678822e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-8.857610822587958e-08,0.3925198018550873|-7.823562953035434e-08,1,4.23402646276827e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,6.328994217597028e-09,0.3925198018550873|4.346025761492456e-09,1,-5.940503200463354e-09|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,1.009302721399763e-07,0.3925198018550873|8.666331297035867e-08,1,-5.406669600915848e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-2.1587558407532015e-08,0.3925198018550873|-1.811345917701601e-08,1,1.2554322914581917e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-6.73247271265609e-08,0.3925198018550873|-5.7604189862558997e-08,1,3.654247748841044e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,1.0318449428226018e-09,0.3925198018550873|5.161911453832602e-10,1,-1.419244055611557e-09|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,6.242793659794188e-08,0.3925198018550873|5.271839853548954e-08,1,-3.5515480334424865e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,1.1009885980683976e-07,0.3925198018550873|9.32507475681632e-08,1,-6.198946067570432e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,2.418959788030861e-08,0.3925198018550873|2.0600792183245176e-08,1,-1.3355126782244042e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-1.0147777373958888e-07,0.3925198018550873|-8.57656416997088e-08,1,5.7564950139976645e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-3.431951256516186e-08,0.3925198018550873|-2.908758212072371e-08,1,1.9276473750551304e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,5.9461143564476515e-08,0.3925198018550873|5.00583823281886e-08,1,-3.419004812599269e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,5.5785008612474485e-08,0.3925198018550873|4.704607192707044e-08,1,-3.1882940731975395e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-1.1399048105431575e-07,0.3925198018550873|-9.599569494866955e-08,1,6.547200825934851e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-3.730968245463373e-08,0.3925198018550873|-3.14444044136053e-08,1,2.1371901581801467e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,1.626939827303886e-08,0.3925198018550873|1.3659442466007476e-08,1,-9.442106652102211e-09|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,1.0030323949195008e-07,0.3925198018550873|8.440066068260421e-08,1,-5.777103950777018e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,1.0119679316744623e-08,0.3925198018550873|8.531149120472037e-09,1,-5.79132652944736e-09|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-8.92572202815245e-08,0.3925198018550873|-7.508644728204672e-08,1,5.145459169852984e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,3.508437629307082e-08,0.3925198018550873|2.9498492537527454e-08,1,-2.0262236333223882e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,6.082026260401108e-08,0.3925198018550873|5.1153442370832636e-08,1,-3.5086664240679966e-08|Running
-1999.7413330078125,-121.72608184814453,90.89788818359375|-0.919743537902832,-1.4982548535158458e-08,0.3925198018550873|-1.259406268161456e-08,1,8.660049566344696e-09|Running
Replay 5|true|1265
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,-5.168460770477168e-09,-0.9443966746330261|4.3080291334263165e-08,1,-2.0471929929044563e-08|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,3.938409154358169e-09,-0.9443966746330261|-3.495684097742924e-08,1,1.634113289128436e-08|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,9.530079836395089e-09,-0.9443966746330261|-8.28721056223003e-08,1,3.8944573788057824e-08|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,1.184457243397219e-08,-0.9443966746330261|-1.025581894964489e-07,1,4.824939381364857e-08|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,5.971036554086595e-09,-0.9443966746330261|-5.149389181724473e-08,1,2.4251102459516005e-08|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,-1.0689436003019637e-09,-0.9443966746330261|9.711290438474407e-09,1,-4.513037499265238e-09|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,-1.0441572051433923e-08,-0.9443966746330261|9.119628430198645e-08,1,-4.280794030364632e-08|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,-7.242333399659628e-09,-0.9443966746330261|6.307774924607656e-08,1,-2.9630374598355047e-08|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,7.542645397151659e-10,-0.9443966746330261|-7.0013053132811365e-09,1,3.2363016710945658e-09|Running
-2000.65185546875,-121.72608184814453,91.20252990722656|-0.32880839705467224,6.5581944319603735e-09,-0.9443966746330261|-5.7864600222501394e-08,1,2.7090905518889485e-08|Running
-2000.8580322265625,-121.72608184814453,91.25981140136719|-0.5784652233123779,0.0002022186672547832,-0.8157070279121399|0.00009841358405537903,1,0.0001781152095645666|Running
-2001.87841796875,-121.74637603759766,91.59318542480469|-0.8893314599990845,0.00021869702322874218,-0.4572630822658539|0.00018130047828890383,1,0.00012566245277412236|Running
-2002.8924560546875,-121.78218078613281,91.91915130615234|-0.9706721901893616,0.00009412413783138618,-0.2404068410396576|0.00008993469236884266,1,0.000028397804271662608|Running
-2004.2967529296875,-121.7773666381836,92.34183502197266|-0.9993861317634583,0.00003620319694164209,-0.03503340110182762|0.00003614130400819704,1,0.0000024000348730623955|Running
-2005.195068359375,-121.7764892578125,92.59542083740234|-0.9988820552825928,0.000016916248569032177,0.047271717339754105|0.000016916641470743343,1,-3.9175071719910193e-07|Running
-2006.0938720703125,-121.77619171142578,92.84645080566406|-0.994616687297821,0.000007048495263006771,0.10362274944782257|0.000007008508873695973,1,-7.499846219616302e-07|Running
-2007.254638671875,-121.77606964111328,93.15099334716797|-0.9883520007133484,0.000003109040335402824,0.15218517184257507|0.0000030728845104022184,1,-4.727716316210717e-07|Running
-2008.29150390625,-121.77605438232422,93.40042114257812|-0.9842341542243958,0.0000010397385494798073,0.1768704056739807|0.0000010219770274488837,1,-1.9151802632677573e-07|Running
