Replay 1|true|798
-741.3890380859375,-49.736637115478516,-2101.256591796875|-0.04408436268568039,-4.6040526058277464e-08,-0.9990277886390686|7.801110868399519e-09,1,-4.642957307510187e-08|Running
-741.3890380859375,-49.7337760925293,-2101.256591796875|-0.04408436268568039,-7.449015271276949e-08,-0.9990277886390686|9.062021355532579e-09,1,-7.496252862893016e-08|Running
-741.3890380859375,-49.732215881347656,-2101.256591796875|-0.04408436268568039,-1.0291545748941644e-07,-0.9990277886390686|1.0321855370420963e-08,1,-1.0347108059249877e-07|Running
-741.3890380859375,-49.73136520385742,-2101.256591796875|-0.04408436268568039,-1.1326233817499087e-07,-0.9990277886390686|1.0080369428067115e-08,1,-1.1381737863302988e-07|Running
-741.3890380859375,-49.730899810791016,-2101.256591796875|-0.04408436268568039,-6.946118702444437e-08,-0.9990277886390686|5.340290432087613e-09,1,-6.976443245321207e-08|Running
-741.387451171875,-49.72789764404297,-2101.34423828125|-0.03848898038268089,1.1903166807769594e-07,-0.9992589950561523|8.898521031142081e-09,1,1.187771800914561e-07|Running
-741.3818359375,-49.62211227416992,-2101.57177734375|-0.0301352646201849,4.3049050191257265e-07,-0.9995458126068115|2.095356776976587e-08,1,4.300543707813631e-07|Running
-741.3657836914062,-49.55103302001953,-2101.9326171875|-0.019975170493125916,6.921986823726911e-07,-0.9998005032539368|2.8494754999996985e-08,1,6.91767468197213e-07|Running
-741.3411865234375,-48.48109817504883,-2102.427001953125|-0.006765120662748814,0.000002919440703408327,-0.9999771118164062|9.070947015743513e-08,1,0.0000029188936423452105|Jumping
-741.306884765625,-47.490333557128906,-2102.95703125|0.01030316948890686,0.0000028437934815883636,-0.9999468922615051|6.437929300773249e-08,1,0.0000028446079340938013|Freefall
-741.2509765625,-46.58203125,-2103.544921875|0.030098222196102142,0.000002539718707339489,-0.9995469450950623|7.102571419892456e-09,1,0.0000025410836315131746|Freefall
-741.1666259765625,-45.756195068359375,-2104.18603515625|0.04934002086520195,0.00000252078984885884,-0.9987820386886597|-4.475111481383465e-08,1,0.0000025216529593308223|Freefall
-741.0560913085938,-45.01282501220703,-2104.8427734375|0.06903959810733795,0.0000025409701720491285,-0.9976139068603516|-9.553448165888767e-08,1,0.0000025404362986591877|Freefall
-740.9435424804688,-44.35192108154297,-2105.49951171875|0.08653358370065689,0.000002294721298312652,-0.9962489604949951|-1.2718933817268407e-07,1,0.000002292313865837059|Freefall
-740.7933959960938,-43.66769027709961,-2106.28515625|0.1071045845746994,0.0000020021550426463364,-0.9942477345466614|-1.549216506191442e-07,1,0.0000019970498215116095|Freefall
-740.6904296875,-43.27750778198242,-2106.80859375|0.11934030055999756,0.0000018070040823658928,-0.9928534030914307|-1.6353476439689985e-07,1,0.0000018003541981670423|Freefall
-740.5872192382812,-42.94010543823242,-2107.33203125|0.12983694672584534,0.0000014484486428045784,-0.9915353655815125|-1.478851174852025e-07,1,0.0000014414490578928962|Freefall
-740.43408203125,-42.532955169677734,-2108.1171875|0.14277009665966034,9.168769565803814e-07,-0.9897558689117432|-1.0805329964114208e-07,1,9.107803293773031e-07|Freefall
-740.3033447265625,-42.28437805175781,-2108.77099609375|0.15210288763046265,6.66319579067931e-07,-0.9883646368980408|-8.625036684861698e-08,1,6.608902936022787e-07|Freefall
-740.1668701171875,-42.118263244628906,-2109.42333984375|0.16108836233615875,5.639452069772233e-07,-0.9869399666786194|-7.866687212754186e-08,1,5.58567762709572e-07|Freefall
-740.0214233398438,-42.03461456298828,-2110.073974609375|0.17066437005996704,5.902903126298042e-07,-0.9853292107582092|-8.797000816684886e-08,1,5.838423930981662e-07|Freefall
-739.8726806640625,-42.03343200683594,-2110.7236328125|0.17971140146255493,5.900390647184395e-07,-0.9837193489074707|-9.307839832217724e-08,1,5.828001121699344e-07|Freefall
-739.7236328125,-42.114715576171875,-2111.373046875|0.1874098926782608,4.80012715797784e-07,-0.9822818040847778|-7.958968240018294e-08,1,4.734861818178615e-07|Freefall
-739.6044311523438,-42.23911666870117,-2111.892578125|0.1925528645515442,3.657001172996388e-07,-0.9812865853309631|-6.284804499046004e-08,1,3.603417439990153e-07|Freefall
-739.4303588867188,-42.52467727661133,-2112.67333984375|0.19798234105110168,2.4138026333275775e-07,-0.9802055954933167|-4.371458217633517e-08,1,2.3742524035696988e-07|Freefall
-739.2681884765625,-42.92898941040039,-2113.4033203125|0.19909340143203735,1.2287574691072223e-07,-0.9799805283546448|-2.364074447314124e-08,1,1.205830386652451e-07|Freefall
-739.1253662109375,-43.452049255371094,-2114.04638671875|0.19913707673549652,-6.301751120929566e-09,-0.9799716472625732|-1.4582625107451008e-09,1,-6.726873280626933e-09|Freefall
-739.0211791992188,-43.978641510009766,-2114.51513671875|0.19913873076438904,-1.1381433751012082e-07,-0.9799712896347046|1.7003882746280397e-08,1,-1.1268514299445087e-07|Freefall
-738.930419921875,-44.587703704833984,-2114.923828125|0.1991388499736786,-1.270759781846209e-07,-0.9799712896347046|2.0383316368111082e-08,1,-1.2553108774682187e-07|Freefall
-738.8675537109375,-45.13432693481445,-2115.20703125|0.1991388499736786,-1.3767507311968075e-07,-0.9799712896347046|2.3084261613348644e-08,1,-1.3579796132034971e-07|Freefall
-738.801025390625,-45.891822814941406,-2115.506103515625|0.1991388499736786,-1.5091120530996704e-07,-0.9799712896347046|2.6457197321860804e-08,1,-1.486192076072257e-07|Freefall
-738.7479858398438,-46.731788635253906,-2115.7451171875|0.1991388499736786,-1.6413321191066643e-07,-0.9799712896347046|2.982653057870266e-08,1,-1.614267546301562e-07|Freefall
-738.7152099609375,-47.463134765625,-2115.892578125|0.1991388499736786,-1.7470061663971137e-07,-0.9799712896347046|3.251940228210515e-08,1,-1.7166293275749922e-07|Freefall
-738.6864013671875,-48.451534271240234,-2116.02197265625|0.1991388499736786,-1.8789718581047055e-07,-0.9799712896347046|3.588225894191055e-08,1,-1.844458523692083e-07|Freefall
-738.6821899414062,-49.08415985107422,-2116.040771484375|0.1991388499736786,-1.2077819633304898e-07,-0.9799712896347046|2.3464650666937814e-08,1,-1.1847843950363313e-07|Landed
-738.6820068359375,-50.204505920410156,-2116.041748046875|0.1991388499736786,-9.008847889901972e-09,-0.9799712896347046|2.7863344964629277e-09,1,-8.626763303709595e-09|Landed
-738.6820068359375,-50.84552001953125,-2116.041748046875|0.1991388499736786,8.032063192331407e-08,-0.9799712896347046|-1.37404070343905e-08,1,7.91700571767251e-08|Running
-738.6820068359375,-50.7286376953125,-2116.041748046875|0.1991388499736786,9.985265592149517e-08,-0.9799712896347046|-1.8169961535363655e-08,1,9.820114854619533e-08|Running
-738.6820068359375,-50.654144287109375,-2116.041748046875|0.1991388499736786,1.0960926744019162e-07,-0.9799712896347046|-2.038260760173216e-08,1,1.0770754244049385e-07|Running
-738.6820068359375,-50.589439392089844,-2116.041748046875|0.1991388499736786,1.22608355468401e-07,-0.9799712896347046|-2.3330596121695635e-08,1,1.2037324381708459e-07|Running
-738.6820068359375,-50.55292510986328,-2116.041748046875|0.1991388499736786,1.1815932055014855e-07,-0.9799712896347046|-2.2865465965082876e-08,1,1.1592779713964774e-07|Running
-738.6820068359375,-50.5328369140625,-2116.041748046875|0.1991388499736786,6.142539632492117e-08,-0.9799712896347046|-1.2173316576991056e-08,1,6.020708553933218e-08|Running
-738.6820068359375,-50.521873474121094,-2116.041748046875|0.1991388499736786,4.739980852264125e-09,-0.9799712896347046|-1.490308876306301e-09,1,4.534013164914086e-09|Running
-738.6820068359375,-50.51589584350586,-2116.041748046875|0.1991388499736786,-5.18969720531004e-08,-0.9799712896347046|9.183565019554862e-09,1,-5.109146172799228e-08|Running
-738.6820068359375,-50.51264190673828,-2116.041748046875|0.1991388499736786,-9.112621057738579e-08,-0.9799712896347046|1.664931126299507e-08,1,-8.960537201119223e-08|Running
-738.6585083007812,-50.5112419128418,-2116.081787109375|0.21909365057945251,0.000002047911038971506,-0.9757038354873657|-4.062705727392313e-07,1,0.000002007678631343879|Running
-738.4976196289062,-50.464900970458984,-2116.43408203125|0.2623021602630615,0.000005246613454801263,-0.9649857878684998|-0.0000011803857660197536,1,0.000005116133252158761|Running
-738.2461547851562,-50.44693374633789,-2117.189453125|0.2743271589279175,5.011710300095729e-07,-0.9616364240646362|-1.3472299542627297e-07,1,4.827322186429228e-07|Running
-738.1273803710938,-50.54866027832031,-2117.667236328125|0.2716006636619568,-1.6925191914651805e-07,-0.962410032749176|3.5040372381445195e-08,1,-1.659738870785077e-07|Running
-737.9564819335938,-49.290470123291016,-2118.377685546875|0.2648862600326538,1.8432714909977221e-07,-0.9642796516418457|-4.59210660608278e-08,1,1.7854083012025512e-07|Jumping
-737.8117065429688,-48.33268737792969,-2119.005859375|0.25784921646118164,3.8302817984003923e-07,-0.9661851525306702|-9.433509973177934e-08,1,3.712579825787543e-07|Freefall
-737.6702880859375,-47.457374572753906,-2119.656982421875|0.25021621584892273,4.144007448303455e-07,-0.9681899547576904|-1.0065514288726263e-07,1,4.0200291095970897e-07|Freefall
-737.5032958984375,-46.51585006713867,-2120.439208984375|0.24170908331871033,3.7837747868252336e-07,-0.9703487753868103|-8.89692088890115e-08,1,3.677778863675485e-07|Freefall
-737.3389892578125,-45.693077087402344,-2121.2216796875|0.23420719802379608,3.0090728841969394e-07,-0.9721866846084595|-6.826615361887889e-08,1,2.9307008730938833e-07|Freefall
-737.175048828125,-44.98905563354492,-2122.00537109375|0.22806936502456665,2.282877744619327e-07,-0.9736449122428894|-5.0020275921269786e-08,1,2.227502875484788e-07|Freefall
-737.0579833984375,-44.58567810058594,-2122.52587890625|0.22630704939365387,1.839004966086577e-07,-0.9740560054779053|-3.9442632271402545e-08,1,1.796347959270861e-07|Freefall
-736.8436889648438,-44.00676727294922,-2123.43408203125|0.22667188942432404,8.270222906503477e-08,-0.9739711880683899|-1.6156921134324875e-08,1,8.115220850868354e-08|Freefall
-736.71728515625,-43.74852752685547,-2123.9521484375|0.22788585722446442,4.0179685356633854e-08,-0.9736878275871277|-6.127916840625858e-09,1,3.983126717344021e-08|Freefall
-736.5210571289062,-43.46012878417969,-2124.7275390625|0.2311778962612152,9.768624664729941e-08,-0.9729114770889282|-1.7251995387823627e-08,1,9.630677766381268e-08|Freefall
-736.3497314453125,-43.310508728027344,-2125.3720703125|0.2353135198354721,1.5715745860234165e-07,-0.9719195365905762|-3.228088019113784e-08,1,1.538824250246762e-07|Freefall
-736.1424560546875,-43.23981857299805,-2126.14501953125|0.240187406539917,1.7695812459805893e-07,-0.9707265496253967|-3.946749416172679e-08,1,1.7252904171982664e-07|Freefall
-735.972412109375,-43.27162170410156,-2126.78955078125|0.24298247694969177,1.6492955978719692e-07,-0.970030665397644|-3.779193491482147e-08,1,1.6055862772645924e-07|Freefall
-735.8406982421875,-43.356441497802734,-2127.30615234375|0.2438441514968872,1.7520147821414866e-07,-0.9698144197463989|-4.082842153252386e-08,1,1.7038900068655494e-07|Freefall
-735.7155151367188,-43.49403762817383,-2127.824462890625|0.24300864338874817,1.600503480858606e-07,-0.9700241088867188|-3.7723257406696575e-08,1,1.5554589083421888e-07|Freefall
-735.601318359375,-43.684410095214844,-2128.345458984375|0.2396874576807022,1.7582752320777217e-07,-0.9708501100540161|-4.107811335529732e-08,1,1.7096523663440166e-07|Freefall
-735.479736328125,-43.99659729003906,-2129.000732421875|0.23079858720302582,4.040409180561255e-07,-0.9730015397071838|-9.026889813412708e-08,1,3.938400539027498e-07|Freefall
-735.3811645507812,-44.3912467956543,-2129.659912109375|0.21745359897613525,9.503681326350488e-07,-0.9760706424713135|-2.0225506602855603e-07,1,9.286080171477806e-07|Freefall
-735.3092041015625,-44.37380599975586,-2130.286376953125|0.20059597492218018,0.0000016394870954172802,-0.9796740412712097|-3.212383603568014e-07,1,0.00000160772651724983|Landed
-735.260986328125,-44.32731246948242,-2130.98486328125|0.17483292520046234,0.0000026400143724458758,-0.9845981001853943|-4.5085468514116656e-07,1,0.000002601254436740419|Landed
-735.2431640625,-44.483680725097656,-2131.460205078125|0.1563325673341751,0.0000027510113795869984,-0.9877044558525085|-4.3107257852170733e-07,1,0.000002717028110055253|Running
-735.2114868164062,-44.95475387573242,-2132.415283203125|0.11873675882816315,0.0000026808986604009988,-0.992925763130188|-3.217314485937095e-07,1,0.0000026615255137585336|Running
-735.2609252929688,-44.950557708740234,-2132.922607421875|0.08912631869316101,0.0000049017389756045304,-0.9960203170776367|-4.584922237427236e-07,1,0.000004880297183262883|Running
-735.384521484375,-44.88438034057617,-2133.55859375|0.042977213859558105,0.000009593846698408015,-0.9990760684013367|-5.533880766961374e-07,1,0.000009578913704899605|Running
-735.5640869140625,-43.428035736083984,-2134.447021484375|-0.02363434061408043,0.00006133803981356323,-0.9997206926345825|-5.880685307602107e-07,1,0.00006136907904874533|Jumping
-735.7293701171875,-42.48674774169922,-2135.0791015625|-0.07574673742055893,0.00004443418947630562,-0.997127115726471|4.987854822502413e-07,1,0.000044524320401251316|Freefall
-736.055419921875,-41.30748748779297,-2135.94873046875|-0.14818933606147766,0.00001930556754814461,-0.988959014415741|0.000001983435822694446,1,0.000019223893104935996|Freefall
-736.2774047851562,-40.70619583129883,-2136.433837890625|-0.18814954161643982,0.00001699107997410465,-0.9821403622627258|0.0000026925997644866584,1,0.000016784228137112223|Freefall
-736.5676879882812,-40.0287971496582,-2137.0341796875|-0.23236142098903656,0.000014900509995641187,-0.9726294875144958|0.0000030731498554814607,1,0.000014585644748876803|Freefall
-736.9161987304688,-39.32477569580078,-2137.754638671875|-0.2760812044143677,0.00001075754153134767,-0.9611343145370483|0.0000027206522190681426,1,0.000010411054063297343|Freefall
-737.2272338867188,-38.828800201416016,-2138.34423828125|-0.3101000487804413,0.000008794700988801196,-0.9507039189338684|0.0000025642050331953214,1,0.000008414333933615126|Freefall
-737.4164428710938,-38.57080078125,-2138.696533203125|-0.3281119763851166,0.0000079425235526287,-0.9446388483047485|0.0000024767894046817673,1,0.000007547709628852317|Freefall
-737.668701171875,-38.272979736328125,-2139.166015625|-0.34890294075012207,0.000006302208930719644,-0.9371588826179504|0.0000021108448891027365,1,0.000005938939011684852|Freefall
-737.9839477539062,-37.97492218017578,-2139.753173828125|-0.3709995150566101,0.0000044314219849184155,-0.9286330342292786|0.00000160035358476307,1,0.000004132624326302903|Freefall
-738.3594970703125,-37.726104736328125,-2140.458984375|-0.3921406865119934,0.0000028008166736981366,-0.9199052453041077|0.0000010852174909814494,1,0.0000025820688733801944|Freefall
-738.6668701171875,-37.60947036743164,-2141.05078125|-0.4049188494682312,0.000001745278837006481,-0.9143526554107666|7.05308593751397e-07,1,0.0000015964149042702047|Freefall
-739.031494140625,-37.578365325927734,-2141.762451171875|-0.4159211814403534,8.479107123093854e-07,-0.9094006419181824|3.5571312650972686e-07,1,7.69696043789736e-07|Freefall
-739.2733154296875,-37.623600006103516,-2142.238037109375|-0.42148593068122864,5.380304628488375e-07,-0.9068349599838257|2.3006735716535331e-07,1,4.863733238380519e-07|Freefall
-739.55859375,-37.75436019897461,-2142.799560546875|-0.42318230867385864,2.482269110259949e-07,-0.9060445427894592|1.100999256209434e-07,1,2.2254376119690278e-07|Freefall
-739.7664794921875,-37.9183464050293,-2143.208251953125|-0.4232907295227051,3.2193579357908675e-08,-0.9059938788414001|2.0976766990088436e-08,1,2.5733404740435617e-08|Freefall
-740.0010986328125,-38.197547912597656,-2143.669677734375|-0.4233039617538452,-8.678564711317449e-08,-0.9059877395629883|-3.226681855039715e-08,1,-8.071519630448165e-08|Freefall
-740.2075805664062,-38.55921173095703,-2144.076171875|-0.42330485582351685,-1.1845342839933437e-07,-0.9059873223304749|-4.928864072439865e-08,1,-1.0771597658276733e-07|Freefall
-740.3524780273438,-38.907920837402344,-2144.361083984375|-0.4233049154281616,-1.1585288461901655e-07,-0.9059872627258301|-5.098170063888574e-08,1,-1.0405452854911346e-07|Freefall
-740.4794311523438,-39.30940628051758,-2144.610595703125|-0.4233049154281616,-1.1325456483746166e-07,-0.9059872627258301|-5.2673311046191884e-08,1,-1.0039621400892429e-07|Freefall
-740.6361083984375,-40.010589599609375,-2144.9189453125|-0.4233049154281616,-1.0936125249827455e-07,-0.9059872627258301|-5.520801948932785e-08,1,-9.491461128163792e-08|Freefall
-740.6931762695312,-40.68562316894531,-2145.03125|-0.4233049154281616,-1.0612065182158403e-07,-0.9059872627258301|-5.731779495476985e-08,1,-9.035198189621951e-08|Landed
-740.6951904296875,-41.2850227355957,-2145.03515625|-0.4233049154281616,-1.0353065960089225e-07,-0.9059872627258301|-5.900399457914318e-08,1,-8.670538420574303e-08|Landed
-740.6951904296875,-41.37168884277344,-2145.03515625|-0.4233049154281616,-1.0158962027162488e-07,-0.9059872627258301|-6.026770194011988e-08,1,-8.397248763003518e-08|Running
-740.6951904296875,-41.346927642822266,-2145.03515625|-0.4233049154281616,-9.900350050884299e-08,-0.9059872627258301|-6.195137558506758e-08,1,-8.033134690776933e-08|Running
-740.6951904296875,-41.32212829589844,-2145.03515625|-0.4233049154281616,-9.706536729936488e-08,-0.9059872627258301|-6.321319290236715e-08,1,-7.76025359527921e-08|Running
-740.6951904296875,-41.299224853515625,-2145.03515625|-0.4233049154281616,-9.448312709992024e-08,-0.9059872627258301|-6.489435833145762e-08,1,-7.396684509330953e-08|Running
-740.6951904296875,-41.286033630371094,-2145.03515625|-0.4233049154281616,-9.190308958295645e-08,-0.9059872627258301|-6.657408846422186e-08,1,-7.03342664110096e-08|Running
-740.6951904296875,-41.27873229980469,-2145.03515625|-0.4233049154281616,-8.932526185390088e-08,-0.9059872627258301|-6.82523761952325e-08,1,-6.670479280046493e-08|Running
-740.6951904296875,-41.274742126464844,-2145.03515625|-0.4233049154281616,-8.674963680732617e-08,-0.9059872627258301|-6.99292286299169e-08,1,-6.307842426167554e-08|Running
-740.6951904296875,-41.27219772338867,-2145.03515625|-0.4233049154281616,-8.353320879450621e-08,-0.9059872627258301|-7.202328333733021e-08,1,-5.854982632058636e-08|Running
-740.6951904296875,-41.2710075378418,-2145.03515625|-0.4233049154281616,-8.032021270309997e-08,-0.9059872627258301|-7.411509983512587e-08,1,-5.402606007010036e-08|Running
-740.6951904296875,-41.27053451538086,-2145.03515625|-0.4233049154281616,-7.77522899397809e-08,-0.9059872627258301|-7.578695004895053e-08,1,-5.041053441345866e-08|Running
-740.6951904296875,-41.27022933959961,-2145.03515625|-0.4233049154281616,-7.454548267560313e-08,-0.9059872627258301|-7.787475198028915e-08,1,-4.589547231148572e-08|Running
-740.6951904296875,-41.270111083984375,-2145.03515625|-0.4233049154281616,-7.198249818429758e-08,-0.9059872627258301|-7.954339054094817e-08,1,-4.228689576279976e-08|Running
-740.6951904296875,-41.2700309753418,-2145.03515625|-0.4233049154281616,-6.878185132563885e-08,-0.9059872627258301|-8.162717790582974e-08,1,-3.77805164930578e-08|Running
-740.720947265625,-41.268882751464844,-2145.118896484375|-0.4118342697620392,6.437811634896207e-07,-0.9112587571144104|2.484993899543042e-07,1,5.941677727605565e-07|Running
-740.752685546875,-41.235984802246094,-2145.232666015625|-0.3940669596195221,0.0000022527015062223654,-0.9190817475318909|9.41867597248347e-07,1,0.000002047198449872667|Running
-740.8171997070312,-41.131927490234375,-2145.4990234375|-0.36666375398635864,0.0000039878773350210395,-0.9303535223007202|0.000001587058363838878,1,0.0000036609312701330055|Running
-740.9489135742188,-39.48072814941406,-2146.061767578125|-0.3205280005931854,0.00003112735066679306,-0.9472390413284302|0.000011370835636625998,1,0.000029013457606197335|Jumping
-741.0311279296875,-38.55593490600586,-2146.451416015625|-0.2892031967639923,0.00002096250500471797,-0.9572677612304688|0.000007422556336678099,1,0.000019655815776786767|Freefall
-741.0955810546875,-37.87547302246094,-2146.8076171875|-0.2645220458507538,0.000010676387319108471,-0.9643796682357788|0.000003509872385620838,1,0.00001010799860523548|Freefall
-741.1703491210938,-37.099117279052734,-2147.308349609375|-0.2342509925365448,0.0000065275175984425005,-0.9721761345863342|0.0000018041121165879304,1,0.000006279625722527271|Freefall
-741.2241821289062,-36.53740692138672,-2147.753173828125|-0.21257002651691437,0.000005629087809211342,-0.9771458506584167|0.0000013948582591183367,1,0.000005457304723677225|Freefall
-741.2723999023438,-36.02847671508789,-2148.23779296875|-0.1938294768333435,0.000004606976744980784,-0.9810352325439453|0.0000010543292319198372,1,0.0000044877251639263704|Freefall
-741.3117065429688,-35.572322845458984,-2148.758544921875|-0.17666204273700714,0.000003673359287859057,-0.9842715859413147|7.763508165226085e-07,1,0.0000035927153021475533|Freefall
-741.34521484375,-35.1689453125,-2149.29052734375|-0.1609860062599182,0.000003004056452482473,-0.9869567155838013|5.831054181726358e-07,1,0.000002948644805655931|Freefall
-741.3829956054688,-34.73894500732422,-2149.955810546875|-0.1431504189968109,0.000002384672598054749,-0.9897009134292603|4.153660313477303e-07,1,0.0000023494094421039335|Freefall
-741.4041748046875,-34.52052688598633,-2150.35498046875|-0.13356775045394897,0.0000020797842807951383,-0.9910396933555603|3.3984366609729477e-07,1,0.0000020527857031993335|Freefall
-741.4319458007812,-34.275482177734375,-2150.887451171875|-0.12227248400449753,0.0000016418392760897405,-0.9924965500831604|2.4732926817705447e-07,1,0.0000016237815998465521|Freefall
-741.466552734375,-34.04339599609375,-2151.552734375|-0.11010901629924774,0.0000011730202231774456,-0.9939194917678833|1.599016172804113e-07,1,0.0000011624820217548404|Freefall
-741.5081787109375,-33.873748779296875,-2152.35107421875|-0.09801045805215836,7.743604442111973e-07,-0.995185375213623|9.424788061096478e-08,1,7.688247478654375e-07|Freefall
-741.5567016601562,-33.82591247558594,-2153.282470703125|-0.08681099861860275,4.7134992087194405e-07,-0.9962248206138611|5.100658384549206e-08,1,4.686914110152429e-07|Freefall
-741.5895385742188,-33.87114715576172,-2153.814697265625|-0.08275263756513596,3.2684212669664703e-07,-0.9965701103210449|3.3349401462601236e-08,1,3.25197788697551e-07|Freefall
-741.6246337890625,-33.96915817260742,-2154.346923828125|-0.08017286658287048,2.3049302910749248e-07,-0.9967809915542603|2.152552625034332e-08,1,2.2950604261495755e-07|Freefall
-741.67138671875,-34.1658935546875,-2155.01220703125|-0.07822245359420776,1.670407812071062e-07,-0.9969359040260315|1.3398283371657271e-08,1,1.665029003561358e-07|Freefall
-741.7186889648438,-34.44509506225586,-2155.677490234375|-0.07688625156879425,1.1673717636995207e-07,-0.9970398545265198|7.252266343016345e-09,1,1.1652450382371171e-07|Freefall
-741.7518310546875,-34.03498458862305,-2156.143310546875|-0.07603468000888824,9.57474597385044e-08,-0.9971051812171936|4.081379234577298e-09,1,9.571420633847083e-08|Landed
-741.7787475585938,-33.500919342041016,-2156.521240234375|-0.07531741261482239,8.60637570099243e-08,-0.9971596002578735|1.9221384484069404e-09,1,8.616372326741839e-08|Landed
-741.8060913085938,-33.122459411621094,-2156.90576171875|-0.07470366358757019,8.454308897398732e-08,-0.9972057938575745|4.886415716498504e-10,1,8.474337676034338e-08|Running
-741.8392333984375,-32.82529067993164,-2157.37158203125|-0.0741768553853035,8.901511705516896e-08,-0.9972450733184814|-4.1856285104557855e-10,1,8.929215056241446e-08|Running
-741.8682861328125,-32.579002380371094,-2157.779541015625|-0.0737244263291359,9.789976473939532e-08,-0.99727863073349|-9.42186439978343e-10,1,9.823656910157297e-08|Running
-741.9052734375,-32.287227630615234,-2158.35888671875|-0.07193623483181,1.0364831837250676e-07,-0.9974092245101929|4.814939003061625e-10,1,1.0388281879158967e-07|Running
-741.936279296875,-31.833847045898438,-2158.961181640625|-0.06849406659603119,1.3082139105335955e-07,-0.9976515173912048|8.534589923669955e-09,1,1.3054339831342077e-07|Running
-741.9591674804688,-31.46276092529297,-2159.533447265625|-0.06375835090875626,1.4231780198770139e-07,-0.997965395450592|1.2160028539653922e-08,1,1.4183108021370572e-07|Running
-741.9791870117188,-31.063671112060547,-2160.203125|-0.05701736360788345,1.5167064759680216e-07,-0.9983732104301453|1.1475295380591888e-08,1,1.5126244079510798e-07|Running
-741.986083984375,-30.696134567260742,-2160.760986328125|-0.049729764461517334,2.2895349616192107e-07,-0.9987627267837524|1.5452370050184072e-08,1,2.2846774072604603e-07|Running
-741.9850463867188,-30.36187171936035,-2161.658203125|-0.037812039256095886,3.517120035212429e-07,-0.9992848634719849|2.015126199239603e-08,1,3.5120120855935966e-07|Running
-741.9722290039062,-29.814422607421875,-2162.31005859375|-0.02819189988076687,4.250148322171299e-07,-0.9996025562286377|2.0470235284619775e-08,1,4.2460649751774326e-07|Running
-741.95361328125,-29.265771865844727,-2162.99609375|-0.016789814457297325,4.398221165047289e-07,-0.9998590350151062|1.6247501122279573e-08,1,4.396112842641742e-07|Running
-741.9346313476562,-28.8776798248291,-2163.638916015625|-0.00861511193215847,3.472289051842381e-07,-0.9999628663063049|9.702881165196686e-09,1,3.471582203928847e-07|Running
-741.9189453125,-28.5017032623291,-2164.16796875|-0.0018553102854639292,2.3375640978429146e-07,-0.9999982714653015|4.615498649940264e-09,1,2.3374825275368494e-07|Running
-741.9093627929688,-28.293336868286133,-2164.49072265625|0.002647069049999118,1.678056378295878e-07,-0.9999964833259583|2.3988626640658595e-09,1,1.6781257272668881e-07|Running
-741.9002685546875,-28.075130462646484,-2164.84326171875|0.006038041319698095,1.47764339430978e-07,-0.9999817609786987|1.3644537721901884e-09,1,1.47775267578254e-07|Running
-741.8896484375,-27.687253952026367,-2165.38037109375|0.008621728047728539,1.1706202940331423e-07,-0.9999628067016602|5.779911549375072e-10,1,1.1707135882943476e-07|Running
-741.884033203125,-27.379127502441406,-2165.885986328125|0.009237314574420452,9.694492320022619e-08,-0.9999573230743408|1.0863899363444673e-10,1,9.695006752963309e-08|Running
-741.8833618164062,-27.17001724243164,-2166.668212890625|0.007885949686169624,8.351818792107224e-08,-0.9999688863754272|-4.979806567106948e-10,1,8.351685920615637e-08|Running
-741.8834228515625,-26.113277435302734,-2167.320068359375|0.00640745647251606,1.1196609506214372e-07,-0.9999794960021973|-7.436022353424221e-10,1,1.1196362947885063e-07|Jumping
-741.8994140625,-25.13900375366211,-2167.984619140625|0.0017845628317445517,1.77951889668293e-07,-0.9999983906745911|4.863858760195683e-10,1,1.7795304074752494e-07|Freefall
-741.9207153320312,-24.418960571289062,-2168.517822265625|-0.003575641894713044,2.406163162049779e-07,-0.999993622303009|2.7082105447107097e-09,1,2.406081591743714e-07|Freefall
-741.9515380859375,-23.751693725585938,-2169.0498046875|-0.010542995296418667,3.7777087413815025e-07,-0.9999444484710693|6.92751678244008e-09,1,3.777188339881832e-07|Freefall
-741.9921264648438,-23.13720703125,-2169.58154296875|-0.01908554695546627,5.922321975049272e-07,-0.9998178482055664|1.5063523761682518e-08,1,5.92052572301327e-07|Freefall
-742.0553588867188,-22.443315505981445,-2170.24560546875|-0.03156959265470505,9.057944794221839e-07,-0.9995015859603882|3.239358292717043e-08,1,9.052230325323762e-07|Freefall
-742.14599609375,-21.719501495361328,-2171.041015625|-0.047955919057130814,0.000001189320983030484,-0.9988494515419006|5.962581184348892e-08,1,0.0000011878281611643615|Freefall
-742.2749633789062,-21.025136947631836,-2171.965576171875|-0.06905928999185562,0.0000014744192640137044,-0.9976125359535217|1.0295465813214832e-07,1,0.000001470820734539302|Freefall
-742.413330078125,-20.49240493774414,-2172.888427734375|-0.08823569864034653,0.000001329351334788953,-0.9960996508598328|1.1799517096733325e-07,1,0.000001324104459854425|Freefall
-742.5325317382812,-20.1644229888916,-2173.679443359375|-0.10122041404247284,9.300462124883779e-07,-0.9948640465736389|9.633798470076727e-08,1,9.250458674614492e-07|Freefall
-742.6456909179688,-19.955190658569336,-2174.4716796875|-0.11006958037614822,4.888757416665612e-07,-0.9939239025115967|5.65228646109972e-08,1,4.856048576584726e-07|Freefall
