kayu|true|2268
183.0683135986328,905.609375,-1299.096435546875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
183.2957305908203,905.2633056640625,-1297.485107421875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
183.63685607910156,904.6553955078125,-1295.068115234375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
183.86427307128906,904.2860717773438,-1293.456787109375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
184.17697143554688,903.8434448242188,-1291.2412109375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
184.40438842773438,903.4727172851562,-1289.6298828125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
184.63180541992188,903.1450805664062,-1288.0185546875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
185.05821228027344,902.437255859375,-1284.997314453125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
185.51304626464844,901.8334350585938,-1281.774658203125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
185.8541717529297,901.2459106445312,-1279.357666015625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
186.19529724121094,900.6571044921875,-1276.940673828125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
186.65013122558594,900.0145874023438,-1273.718017578125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
186.9344024658203,899.5485229492188,-1271.703857421875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
187.3892364501953,898.7430419921875,-1268.481201171875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
187.81564331054688,898.0148315429688,-1265.4599609375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
188.27047729492188,897.1094360351562,-1262.2373046875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
188.55474853515625,896.641845703125,-1260.22314453125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
188.8105926513672,896.2499389648438,-1258.410400390625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
189.123291015625,895.8345336914062,-1256.19482421875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
189.40756225585938,895.39404296875,-1254.1806640625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
189.69183349609375,895.0147705078125,-1252.16650390625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
189.97610473632812,894.5616455078125,-1250.15234375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
190.2603759765625,894.1717529296875,-1248.13818359375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
190.54464721679688,893.7400512695312,-1246.1240234375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
190.8573455810547,893.3334350585938,-1243.908447265625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
191.11318969726562,892.907958984375,-1242.095703125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
191.45431518554688,892.3461303710938,-1239.6787109375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
191.73858642578125,891.947021484375,-1237.66455078125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
192.10813903808594,891.303466796875,-1235.046142578125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
192.3924102783203,890.886474609375,-1233.031982421875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
192.6766815185547,890.409912109375,-1231.017822265625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
192.87567138671875,890.1165771484375,-1229.60791015625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
193.1315155029297,889.649169921875,-1227.795166015625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
193.38735961914062,889.2420043945312,-1225.982421875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
193.72848510742188,888.6592407226562,-1223.5654296875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
193.8990478515625,888.4042358398438,-1222.35693359375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
194.06961059570312,888.1236572265625,-1221.1484375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
194.29702758789062,887.78759765625,-1219.537109375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
194.581298828125,887.289794921875,-1217.52294921875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
195.0361328125,886.6311645507812,-1214.30029296875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
195.37725830078125,886.005859375,-1211.88330078125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
195.83209228515625,885.3269653320312,-1208.66064453125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
196.23007202148438,884.5966186523438,-1205.8408203125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
196.68490600585938,883.906494140625,-1202.6181640625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
196.88389587402344,883.6500854492188,-1201.208251953125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
197.2250213623047,883.0772094726562,-1198.791259765625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
197.4524383544922,882.7484130859375,-1197.179931640625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
197.87884521484375,882.1173706054688,-1194.15869140625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
198.10626220703125,881.8321533203125,-1192.54736328125|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
198.50424194335938,881.17041015625,-1189.7275390625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
198.78851318359375,880.751708984375,-1187.71337890625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
199.129638671875,880.3213500976562,-1185.29638671875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
199.32862854003906,879.9714965820312,-1183.886474609375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
199.55604553222656,879.617919921875,-1182.275146484375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
199.7266082763672,879.3214721679688,-1181.066650390625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
200.09616088867188,878.7642211914062,-1178.4482421875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
200.494140625,878.0477905273438,-1175.62841796875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
200.89212036132812,877.3425903320312,-1172.80859375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
201.06268310546875,877.0813598632812,-1171.60009765625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
201.37538146972656,876.5408935546875,-1169.384521484375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
201.6312255859375,876.1592407226562,-1167.57177734375|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
201.91549682617188,875.6995849609375,-1165.5576171875|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
202.14291381835938,875.3775634765625,-1163.9462890625|0.1364843249320984,-0.2171897441148758,0.9665405750274658|0.030333876609802246,0.976129412651062,0.2150610238313675|PlatformStanding
202.4324188232422,874.6766967773438,-1161.8958740234375|0.1398194581270218,0.010145202279090881,0.9901250600814819|-0.001418315339833498,0.9999485611915588,-0.010045571252703667|Running
202.7173614501953,873.3370971679688,-1159.8773193359375|0.13982680439949036,-0.00020063166448380798,0.9901759624481201|0.000028084561563446186,1,0.0001986563001992181|Freefall
202.86285400390625,872.2268676757812,-1158.8466796875|0.13982680439949036,-0.00002933280120487325,0.9901759624481201|0.000004092745257366914,1,0.000029045871997368522|Freefall
202.95741271972656,871.2510986328125,-1158.1768798828125|0.13982680439949036,0.0000024799558104859898,0.9901759624481201|-3.4797304238054494e-07,1,-0.0000024554219635319896|Freefall
203.06405639648438,869.7592163085938,-1157.42138671875|0.13982680439949036,7.96469919350784e-07,0.9901759624481201|-1.1112421560710573e-07,1,-7.886798130130046e-07|Freefall
203.1097869873047,867.8203735351562,-1157.0972900390625|0.13982680439949036,-2.418020699224144e-07,0.9901759624481201|3.373054369149031e-08,1,2.394378952885745e-07|Landed
203.10995483398438,867.95556640625,-1157.09619140625|0.13982680439949036,1.2314805530877493e-07,0.9901759624481201|-1.7147812059192802e-08,1,-1.2194836074286286e-07|Running
203.10995483398438,867.9992065429688,-1157.09619140625|0.13982680439949036,4.598489056206745e-08,0.9901759624481201|-6.371884353484347e-09,1,-4.554133070655553e-08|Running
203.10995483398438,868.0049438476562,-1157.09619140625|0.13982680439949036,-7.638905685780628e-08,0.9901759624481201|1.0660971661025087e-08,1,7.564146642380365e-08|Running
203.10995483398438,868.0062866210938,-1157.09619140625|0.13982680439949036,-9.059199612693192e-08,0.9901759624481201|1.2623925904620137e-08,1,8.97081235962105e-08|Running
203.10995483398438,868.0070190429688,-1157.09619140625|0.13982680439949036,-4.9758455133996904e-08,0.9901759624481201|6.90571644312854e-09,1,4.9276948743681714e-08|Running
203.10995483398438,868.0071411132812,-1157.09619140625|0.13982680439949036,-1.7154405895780656e-08,0.9901759624481201|2.339944238372027e-09,1,1.6994169627082556e-08|Running
203.10995483398438,868.0071411132812,-1157.09619140625|0.13982680439949036,3.976871809641125e-08,0.9901759624481201|-5.63138868869828e-09,1,-3.9368050153143486e-08|Running
202.67469787597656,868.007080078125,-1156.824462890625|-0.2619868814945221,-0.00003776906305574812,0.965071439743042|0.000005415954547061119,1,0.00004060629362356849|Running
201.46763610839844,868.0071411132812,-1155.798828125|-0.5146163105964661,-0.000008187964340322651,0.8574205636978149|-0.0000023079655875335447,1,0.000008164311111613642|Running
200.56344604492188,868.0071411132812,-1154.912109375|-0.58303302526474,-0.0000024060793748503784,0.8124484419822693|-8.458419529233652e-07,1,0.0000023545192107121693|Running
199.20071411132812,868.0071411132812,-1153.5882568359375|-0.6420643925666809,-8.50243964123365e-07,0.7666506767272949|-3.7045793987999787e-07,1,7.987811159182456e-07|Running
198.2868194580078,868.0071411132812,-1152.71142578125|-0.6664851903915405,-3.914416311090463e-07,0.7455182671546936|-1.8312063332359685e-07,1,3.613518799738813e-07|Running
197.14590454101562,868.0071411132812,-1151.61328125|-0.6861063241958618,-1.5352293303294573e-07,0.7275012731552124|-7.646510624681468e-08,1,1.3891349226469174e-07|Running
195.9010009765625,868.0071411132812,-1150.3948974609375|-0.6978088617324829,-1.2468051124869817e-07,0.7162840366363525|-6.416034636913537e-08,1,1.1156028989489641e-07|Running
194.9063720703125,868.0071411132812,-1149.3746337890625|-0.6988813877105713,-3.590618291582359e-08,0.715237557888031|-1.9216846780523156e-08,1,3.142436710845686e-08|Running
193.60670471191406,868.0071411132812,-1147.9884033203125|-0.6934067606925964,-2.1605062627827465e-08,0.7205463647842407|-1.293976570337918e-08,1,1.7531892382294245e-08|Running
