runia|false|23720
979.322021484375,117.22482299804688,-977.3165893554688|0.8681128621101379,-7.386878309034728e-08,0.49636679887771606|6.427907806028088e-08,1,3.639907220076566e-08|Running
979.5392456054688,117.22482299804688,-977.1928100585938|0.8658515214920044,-6.800335938805802e-08,0.5003010034561157|5.8981893147347364e-08,1,3.384720770327476e-08|Running
979.755859375,117.22482299804688,-977.0680541992188|0.8612760305404663,-6.214163761342206e-08,0.5081374049186707|5.3543171674164114e-08,1,3.1539077127717974e-08|Running
979.9714965820312,117.22482299804688,-976.9415893554688|0.8589604496955872,-5.628319499351164e-08,0.5120419263839722|4.827248645256077e-08,1,2.8941068208609977e-08|Running
980.1864013671875,117.22482299804688,-976.8139038085938|0.8566281795501709,-5.042816297873287e-08,0.5159342885017395|4.301589484612123e-08,1,2.632028106575035e-08|Running
980.4006958007812,117.22482299804688,-976.6852416992188|0.8542773723602295,-4.457664815049611e-08,0.5198174118995667|3.777339330213181e-08,1,2.3676953730955574e-08|Running
980.6144409179688,117.22482299804688,-976.5556030273438|0.8495266437530518,-3.87300360671361e-08,0.5275457501411438|3.2436652475098526e-08,1,2.1181545406534497e-08|Running
980.8271484375,117.22482299804688,-976.4242553710938|0.8471224308013916,-3.2887296441685976e-08,0.5313977599143982|2.7221929599363648e-08,1,1.8492720244012162e-08|Running
981.0391235351562,117.22482299804688,-976.291748046875|0.8398102521896362,-2.705191626262149e-08,0.5428799986839294|2.185165115520249e-08,1,1.602688648461026e-08|Running
981.2495727539062,117.22482299804688,-976.1568603515625|0.8373381495475769,-2.1220888157813533e-08,0.5466852784156799|1.666485971441034e-08,1,1.3292409839493757e-08|Running
981.4591674804688,117.22482299804688,-976.0205688476562|0.8323425054550171,-1.5396432573311358e-08,0.5542616248130798|1.1431893653934821e-08,1,1.0610840206481953e-08|Running
981.6676025390625,117.22482299804688,-975.8825073242188|0.8272774815559387,-9.579022020034245e-09,0.5617935061454773|6.2256462207699315e-09,1,7.883118158247271e-09|Running
981.8748168945312,117.22482299804688,-975.7426147460938|0.819554328918457,-3.7718255185836824e-09,0.5730014443397522|1.0104902470331467e-09,1,5.1372888165701625e-09|Running
982.0802612304688,117.22482299804688,-975.6001586914062|0.8143175840377808,2.027136458693235e-09,0.5804196000099182|-4.1412988593947375e-09,1,2.317626757175617e-09|Running
982.2843017578125,117.22482299804688,-975.4556274414062|0.8090172410011292,7.8173991724384e-09,0.5877848863601685|-9.265077594022841e-09,1,-5.474646846970188e-10|Running
982.4869995117188,117.22482299804688,-975.3092651367188|0.8090184926986694,1.3605188087240094e-08,0.58778315782547|-1.4365816980443924e-08,1,-3.373653356675277e-09|Running
982.6893310546875,117.22482299804688,-975.1624145507812|0.8090184926986694,1.9390503425142924e-08,0.58778315782547|-1.9464375000666223e-08,1,-6.198653590416825e-09|Running
982.8916015625,117.22482299804688,-975.0154418945312|0.8090184926986694,2.517334429796847e-08,0.58778315782547|-2.4560753431046578e-08,1,-9.022445013329161e-09|Running
983.0938720703125,117.22482299804688,-974.8684692382812|0.8090184926986694,3.095371425843041e-08,0.58778315782547|-2.9654954047941828e-08,1,-1.1845028957679915e-08|Running
983.296142578125,117.22482299804688,-974.7214965820312|0.8090184926986694,3.673161330652874e-08,0.58778315782547|-3.474697862770881e-08,1,-1.4666404979379877e-08|Running
983.4984130859375,117.22482299804688,-974.5745239257812|0.8090184926986694,4.250704321862031e-08,0.58778315782547|-3.9836823617633854e-08,1,-1.7486573966607466e-08|Running
983.70068359375,117.22482299804688,-974.4275512695312|0.8090184926986694,4.828000044199143e-08,0.58778315782547|-4.492449434678747e-08,1,-2.0305536807541102e-08|Running
983.9029541015625,117.22482299804688,-974.2805786132812|0.8063416481018066,5.4047212927343935e-08,0.5914499759674072|-4.991734670056758e-08,1,-2.3327039855303155e-08|Running
984.1046752929688,117.22482299804688,-974.1329956054688|0.80364990234375,5.980856343512642e-08,0.5951023697853088|-5.489431842420345e-08,1,-2.636983431614226e-08|Running
984.3057861328125,117.22482299804688,-973.9844360351562|0.8009411692619324,6.556393827850115e-08,0.5987430214881897|-5.985524609286585e-08,1,-2.9434014336970904e-08|Running
984.5062255859375,117.22482299804688,-973.8350219726562|0.7954731583595276,7.130947921041297e-08,0.6059888005256653|-6.466457591614017e-08,1,-3.279028248925897e-08|Running
984.7055053710938,117.22482299804688,-973.6840209960938|0.7954731583595276,7.705256166445906e-08,0.6059888005256653|-6.974138955229137e-08,1,-3.560323236229124e-08|Running
984.9044189453125,117.22482299804688,-973.5325927734375|0.7927161455154419,8.278932739358424e-08,0.6095909476280212|-7.465381202109711e-08,1,-3.8730966878119943e-08|Running
985.102783203125,117.22482299804688,-973.3804321289062|0.78994220495224,8.85196627109508e-08,0.6131812930107117|-7.954979253099737e-08,1,-4.18798258294828e-08|Running
985.3004760742188,117.22482299804688,-973.2273559570312|0.78994220495224,9.424754665587898e-08,0.6131812930107117|-8.4620097595689e-08,1,-4.46891661454174e-08|Running
985.4979858398438,117.22482299804688,-973.0740966796875|0.78994220495224,9.997297922836879e-08,0.6131812930107117|-8.968823550503657e-08,1,-4.749730919684225e-08|Running
985.6954956054688,117.22482299804688,-972.9207763671875|0.78994220495224,1.0569597463927494e-07,0.6131812930107117|-9.475420625904007e-08,1,-5.030425143104367e-08|Running
985.8930053710938,117.22482299804688,-972.7674560546875|0.7871511578559875,1.1141242595158474e-07,0.6167601346969604|-9.958873192772444e-08,1,-5.3539523037215986e-08|Running
986.0899658203125,117.22482299804688,-972.613525390625|0.7843436002731323,1.1712223368931518e-07,0.6203266382217407|-1.0440633957387035e-07,1,-5.679554604398618e-08|Running
986.2862548828125,117.22482299804688,-972.458740234375|0.7786837220191956,1.228208503789574e-07,0.6274166107177734|-1.089462884351633e-07,1,-6.05437264766806e-08|Running
986.4813232421875,117.22482299804688,-972.3023681640625|0.7671657204627991,1.284980868376806e-07,0.641448974609375|-1.1288658186003886e-07,1,-6.53136424944023e-08|Running
986.6739501953125,117.22482299804688,-972.1430053710938|0.761314332485199,1.1702213953412866e-07,0.6483829617500305|-1.0233775782353405e-07,1,-6.032073684991701e-08|Running
986.86474609375,117.22482299804688,-971.9815063476562|0.7494202852249146,8.850765453871645e-08,0.6620945930480957|-7.627514264640922e-08,1,-4.7342957998353086e-08|Running
987.052978515625,117.22482299804688,-971.8169555664062|0.7372775077819824,6.010822062307852e-08,0.6755899786949158|-5.0462926282079934e-08,1,-3.390079683640579e-08|Running
987.2382202148438,117.22482299804688,-971.6490478515625|0.7280132174491882,3.1804155753434316e-08,0.6855631470680237|-2.506724960937845e-08,1,-1.9771873027707443e-08|Running
987.4209594726562,117.22482299804688,-971.4783935546875|0.7154477834701538,3.6312899354129513e-09,0.6986662149429321|2.1471140143614065e-10,1,-5.417329251855563e-09|Running
987.6007080078125,117.22482299804688,-971.3046875|0.699414074420929,-2.4367714956952113e-08,0.7147166728973389|2.5245801893447606e-08,1,9.388958055467356e-09|Running
987.7767333984375,117.22482299804688,-971.1271362304688|0.6928997039794922,-5.2286015517211126e-08,0.7210339307785034|5.005717085282413e-08,1,2.44113564917825e-08|Running
987.9505615234375,117.22482299804688,-970.9474487304688|0.6763614416122437,-8.001052975714629e-08,0.7365699410438538|7.437736115889493e-08,1,4.0328217210117145e-08|Running
988.1207885742188,117.22482299804688,-970.7643432617188|0.659477174282074,-9.039823112289014e-08,0.7517246007919312|8.269937268323702e-08,1,4.770348382976408e-08|Running
988.2869262695312,117.22482299804688,-970.5775756835938|0.6457239389419556,-8.370364668053298e-08,0.7635709047317505|7.545505553707699e-08,1,4.581173485007639e-08|Running
988.4494018554688,117.22482299804688,-970.3875732421875|0.6246999502182007,-7.708716509569058e-08,0.7808648943901062|6.781797168287085e-08,1,4.4465160442541674e-08|Running
988.6070556640625,117.22482299804688,-970.193603515625|0.6104229688644409,-7.052639006133177e-08,0.7920756340026855|6.06402892344704e-08,1,4.230676964311897e-08|Running
988.7608032226562,117.22482299804688,-969.9965209960938|0.5922964811325073,-6.403751484640452e-08,0.8057200908660889|5.3308220060444e-08,1,4.0290963454481243e-08|Running
988.9102172851562,117.22482299804688,-969.7960815429688|0.5775731205940247,-5.760907484386735e-08,0.8163389563560486|4.621409743776894e-08,1,3.787281244171936e-08|Running
989.0557250976562,117.22482299804688,-969.5928344726562|0.5664063692092896,-5.122799962009594e-08,0.824126124382019|3.934298575813955e-08,1,3.5120695685009196e-08|Running
989.1981811523438,117.22482299804688,-969.387451171875|0.5551356673240662,-4.489543314889488e-08,0.8317598104476929|3.251273383853004e-08,1,3.2276691541710534e-08|Running
989.3378295898438,117.22482299804688,-969.1800537109375|0.5437620282173157,-3.861250519321402e-08,0.8392394185066223|2.572454249616385e-08,1,2.9341418184003487e-08|Running
989.474609375,117.22482299804688,-968.9708251953125|0.5322868824005127,-3.238034551600322e-08,0.8465640544891357|1.897962143004861e-08,1,2.631548134957029e-08|Running
989.6085205078125,117.22482299804688,-968.759765625|0.5168322324752808,-2.6216721238370155e-08,0.8560867309570312|1.2158415607643747e-08,1,2.328369319570811e-08|Running
989.7388305664062,117.22482299804688,-968.5464477539062|0.49727556109428406,-2.014089339752445e-08,0.8675926327705383|5.2893165403133935e-09,1,2.0183025029041346e-08|Running
989.8645629882812,117.22482299804688,-968.3303833007812|0.47347545623779297,-1.4173915374726676e-08,0.8808070421218872|-1.5970037514634328e-09,1,1.6950430392626004e-08|Running
989.984619140625,117.22482299804688,-968.1111450195312|0.4533688426017761,-8.30139157415033e-09,0.8913229703903198|-8.313457477981956e-09,1,1.3542177157432889e-08|Running
990.1563110351562,117.22482299804688,-967.7777709960938|0.4330320954322815,3.603929099593728e-10,0.9013785123825073|-1.811186578493107e-08,1,8.301314302627816e-09|Running
990.2659301757812,117.22482299804688,-967.5531005859375|0.4248344302177429,6.093074045310232e-09,0.905271053314209|-2.451196401409561e-08,1,4.7725512430929484e-09|Running
990.319580078125,117.22482299804688,-967.440185546875|0.4248344302177429,8.958496167110752e-09,0.905271053314209|-2.7673705105257795e-08,1,3.0910598525224486e-09|Running
990.426025390625,117.22482299804688,-967.2140502929688|0.4248344302177429,1.4687505434096693e-08,0.905271053314209|-3.399516401714209e-08,1,-2.7084642861829877e-10|Running
990.5322875976562,117.22482299804688,-966.9877319335938|0.42072105407714844,2.0394525179767697e-08,0.9071900844573975|-4.0312340132686586e-08,1,-3.785617597173996e-09|Running
990.6377563476562,117.22482299804688,-966.7611083984375|0.42483291029930115,2.6118634366412152e-08,0.9052717685699463|-4.664515884655884e-08,1,-6.961704546171177e-09|Running
990.7437133789062,117.22482299804688,-966.5347290039062|0.42893561720848083,3.1859695326375004e-08,0.9033350348472595|-5.298962335587021e-08,1,-1.0107609860199318e-08|Running
990.8506469726562,117.22482299804688,-966.3087158203125|0.42893603444099426,3.759830491389948e-08,0.9033348560333252|-5.9300287347241465e-08,1,-1.3463749226616528e-08|Running
990.9578247070312,117.22482299804688,-966.0828857421875|0.4207223057746887,4.329557867777112e-08,0.9071894884109497|-6.548364694936026e-08,1,-1.7355965553633723e-08|Running
991.0635375976562,117.22482299804688,-965.8563232421875|0.4248303174972534,4.900989836187364e-08,0.9052730202674866|-7.186691419747149e-08,1,-2.0412242562883876e-08|Running
991.1695556640625,117.22482299804688,-965.6299438476562|0.4248303174972534,5.4721773778965144e-08,0.9052730202674866|-7.81694922125098e-08,1,-2.3764108902923908e-08|Running
991.2757568359375,117.22482299804688,-965.4036254882812|0.4207199215888977,6.041174316351317e-08,0.9071905612945557|-8.436078502427335e-08,1,-2.74688485291108e-08|Running
991.3812255859375,117.22482299804688,-965.177001953125|0.424833744764328,6.611875846829207e-08,0.9052714109420776|-9.078180340793551e-08,1,-3.043462015739351e-08|Running
991.4871826171875,117.22482299804688,-964.9506225585938|0.4207192659378052,7.18038677405275e-08,0.9071908593177795|-9.693718538983376e-08,1,-3.419404492888134e-08|Running
991.5925903320312,117.22482299804688,-964.7239379882812|0.42893603444099426,7.752534258997912e-08,0.9033348560333252|-1.0353536339380298e-07,1,-3.665893189008784e-08|Running
991.6993408203125,117.22482299804688,-964.4978637695312|0.42483291029930115,8.322504641000705e-08,0.9052717685699463|-1.0965708696630827e-07,1,-4.047304358323345e-08|Running
991.8057250976562,117.22482299804688,-964.2716064453125|0.4248303174972534,8.892229175216926e-08,0.9052730202674866|-1.1594340776355239e-07,1,-4.381664098218607e-08|Running
991.9119262695312,117.22482299804688,-964.0452880859375|0.4248303174972534,9.461710703817516e-08,0.9052730202674866|-1.222271492906657e-07,1,-4.7158493998722406e-08|Running
992.0181274414062,117.22482299804688,-963.8189697265625|0.4207203984260559,7.493108711287277e-08,0.9071903824806213|-9.602288741916709e-08,1,-3.806510662229812e-08|Running
992.1235961914062,117.22482299804688,-963.5923461914062|0.4330325424671173,5.498967325934245e-08,0.9013782739639282|-7.055420780943678e-08,1,-2.711115243414497e-08|Running
992.2310791015625,117.22482299804688,-963.3666381835938|0.4207203984260559,3.5320468327881827e-08,0.9071903228759766|-4.421163879442247e-08,1,-1.843023156311574e-08|Running
992.3369750976562,117.22482299804688,-963.1401977539062|0.4248327314853668,1.557141615649016e-08,0.9052718877792358|-1.8338999652200982e-08,1,-8.59455440149759e-09|Running
992.4429931640625,117.22482299804688,-962.913818359375|0.4207203984260559,-4.080980886556063e-09,0.9071903228759766|7.644912258797376e-09,1,9.530635169952006e-10|Running
992.5484619140625,117.22482299804688,-962.6871337890625|0.4207203984260559,-2.372497753810876e-08,0.9071903228759766|3.357854438945651e-08,1,1.0579697118373588e-08|Running
992.6536865234375,117.22482299804688,-962.4603271484375|0.4248327314853668,-4.3448718400895814e-08,0.9052718877792358|5.954874637836838e-08,1,2.0049736093596948e-08|Running
992.7596435546875,117.22482299804688,-962.23388671875|0.42483294010162354,-6.316403755590727e-08,0.9052717685699463|8.546021490474232e-08,1,2.96681310629765e-08|Running
992.8658447265625,117.22482299804688,-962.007568359375|0.4207223355770111,-6.98267683674203e-08,0.9071894288063049|9.388536170717998e-08,1,3.3429731871592594e-08|Running
992.9713134765625,117.22482299804688,-961.7809448242188|0.40833160281181335,-6.36258974395787e-08,0.9128336906433105|8.464234468874565e-08,1,3.1839046954473815e-08|Running
993.07421875,117.22482299804688,-961.5531005859375|0.40003058314323425,-5.749000564492235e-08,0.9165018200874329|7.557450487638562e-08,1,2.9741235252345177e-08|Running
993.1748657226562,117.22482299804688,-961.32421875|0.3833301365375519,-5.148287129941309e-08,0.9236114025115967|6.6250592567485e-08,1,2.824458711359057e-08|Running
993.2718505859375,117.22482299804688,-961.0938110351562|0.3791359066963196,-4.551012722231462e-08,0.925341010093689|5.735386565675071e-08,1,2.568266133096131e-08|Running
993.3670654296875,117.22482299804688,-960.8626708984375|0.3791359066963196,-3.953993754635121e-08,0.925341010093689|4.858970470422719e-08,1,2.28216805453485e-08|Running
993.4619140625,117.22482299804688,-960.63134765625|0.3749334216117859,-3.360422340392688e-08,0.9270517230033875|3.972523643369641e-08,1,2.018215639054688e-08|Running
993.555908203125,117.22482299804688,-960.3997192382812|0.3749334216117859,-2.7671045899069213e-08,0.9270517230033875|3.0968568154321474e-08,1,1.7323621648301923e-08|Running
993.649658203125,117.22482299804688,-960.16796875|0.3749334216117859,-2.174040503177821e-08,0.9270517230033875|2.2215642658807155e-08,1,1.4466310815919314e-08|Running
993.743408203125,117.22482299804688,-959.9361572265625|0.37071967124938965,-1.5844332068581934e-08,0.9287447929382324|1.3400535792129631e-08,1,1.1710955760690922e-08|Running
993.8826904296875,117.22482299804688,-959.5879516601562|0.37071967124938965,-7.004945068445068e-09,0.9287447929382324|2.837717838488629e-10,1,7.429107551359948e-09|Running
