Mount Anora|true|17490
1695.0008544921875,1035.444091796875,2345.4404296875|0.8450360894203186,0,0.5347093343734741|4.5967718520500966e-10,1,-7.264578938404043e-10|Freefall
1695.4515380859375,1035.230712890625,2345.7255859375|0.8450360894203186,0,0.5347093343734741|1.201882704471302e-09,1,-1.899413737405098e-09|Freefall
1695.9022216796875,1034.962646484375,2346.0107421875|0.8450360894203186,0,0.5347093343734741|1.9434507336768547e-09,1,-3.071362275619549e-09|Freefall
1696.3529052734375,1034.6402587890625,2346.2958984375|0.8450360894203186,0,0.5347093343734741|2.684384492468439e-09,1,-4.242308282442764e-09|Freefall
1696.8035888671875,1034.2633056640625,2346.5810546875|0.8450360894203186,0,0.5347093343734741|2.4462039061035057e-09,1,-3.8658960477278015e-09|Freefall
1697.2542724609375,1033.8316650390625,2346.8662109375|0.8450360894203186,0,0.5347093343734741|1.8822150504860247e-09,1,-2.974587243187443e-09|Freefall
1697.7049560546875,1033.3458251953125,2347.1513671875|0.8441286683082581,0,0.5361407399177551|1.3625804928807383e-09,1.0000001192092896,-2.145319477619978e-09|Freefall
1698.1551513671875,1032.8052978515625,2347.4375|0.8432189226150513,0,0.5375703573226929|8.859815658901482e-10,1,-1.3897277773011751e-09|Freefall
1698.6048583984375,1032.2103271484375,2347.724365234375|0.8405513167381287,0,0.5417320132255554|5.34663868734242e-10,1.0000001192092896,-8.295844011740883e-10|Freefall
1699.05322265625,1031.5609130859375,2348.01318359375|0.8386750221252441,0,0.5446321964263916|2.8274146912643516e-10,1,-4.353914728749686e-10|Freefall
1699.5006103515625,1030.8568115234375,2348.3037109375|0.8350053429603577,0,0.5502418279647827|2.1205448508254676e-10,1,-3.2179783837626985e-10|Freefall
1699.946044921875,1030.098388671875,2348.59716796875|0.8320878744125366,0,0.5546438694000244|3.3114885833462893e-10,1,-4.967962152768735e-10|Freefall
1700.389892578125,1029.285400390625,2348.892822265625|0.8269447088241577,0,0.5622833371162415|4.959220811784348e-10,1.0000001192092896,-7.293478043735035e-10|Landed
1700.8311767578125,1028.4178466796875,2349.1923828125|0.8198737502098083,0,0.5725443959236145|3.8862235651748733e-10,1.0000001192092896,-5.56500567849838e-10|Landed
1701.26904296875,1028.005126953125,2349.4970703125|0.8107371926307678,0,0.5854103565216064|-1.1565014224057535e-10,1.0000001192092896,1.601643540016795e-10|Running
1701.7021484375,1028.072265625,2349.808349609375|0.7982977032661438,0,0.6022630929946899|-1.1867472560211922e-09,1,1.5730294844473747e-09|Running
1702.12890625,1028.1549072265625,2350.128173828125|0.7811784148216248,0,0.6243079304695129|-3.0783513516041694e-09,1.0000001192092896,3.851851726466293e-09|Running
1702.546875,1028.207275390625,2350.459228515625|0.7678910493850708,0,0.6405805349349976|-5.628438159988036e-09,1,6.747047809341211e-09|Running
1702.95751953125,1028.2369384765625,2350.799560546875|0.7532266974449158,0,0.6577610373497009|-5.552674320341566e-09,1,6.358574555775931e-09|Running
1703.3604736328125,1028.2532958984375,2351.149169921875|0.7415618300437927,0,0.6708846092224121|-3.925612723776339e-09,1.0000001192092896,4.3391730208952595e-09|Running
1703.7569580078125,1028.26220703125,2351.505859375|0.7309821844100952,0,0.6823965311050415|-1.8802490675540184e-09,1,2.0141199819079247e-09|Running
1704.147705078125,1028.26708984375,2351.868896484375|0.7213043570518494,0,0.692618191242218|5.35646360599884e-10,1,-5.578312256560025e-10|Running
1704.5330810546875,1028.269775390625,2352.2373046875|0.7151774764060974,0,0.6989428400993347|3.200590237284473e-09,1,-3.274931659191793e-09|Running
1704.9150390625,1028.271240234375,2352.609375|0.711548388004303,0,0.7026371955871582|6.002014885098106e-09,1.0000001192092896,-6.078135328380085e-09|Running
1705.2947998046875,1028.27197265625,2352.98388671875|0.707899808883667,0,0.706312894821167|8.943290552565486e-09,1,-8.963383812954362e-09|Running
1705.672607421875,1028.2724609375,2353.3603515625|0.7054569721221924,0,0.7087529301643372|1.02929575973576e-08,1.0000001192092896,-1.024509188596312e-08|Running
1706.0491943359375,1028.2724609375,2353.73828125|0.7017148733139038,0,0.7124578952789307|6.47402886855275e-09,1,-6.37640784617588e-09|Running
1706.423828125,1028.2724609375,2354.117919921875|0.7004838585853577,0,0.7136682868003845|2.5572228778969475e-09,1,-2.509980223663888e-09|Running
1706.7974853515625,1028.2724609375,2354.498779296875|0.6980156898498535,0,0.7160825729370117|-1.4705426876204797e-09,1.0000001192092896,1.4334406994720439e-09|Running
1707.169921875,1028.2724609375,2354.880615234375|0.6967157125473022,0,0.7173473834991455|-5.564813054803608e-09,1,5.404763303573645e-09|Running
1707.5416259765625,1028.2724609375,2355.263427734375|0.6954763531684875,0,0.7185490131378174|-9.717287419164222e-09,1,9.40526501125305e-09|Running
1707.9127197265625,1028.2724609375,2355.646240234375|0.6942349672317505,0,0.7197484374046326|-1.017960560290021e-08,1,9.818760915436542e-09|Running
1708.282958984375,1028.2724609375,2356.030029296875|0.6929916143417358,0,0.7209456562995911|-6.8508914097265006e-09,1,6.5852536756949576e-09|Running
1708.653076171875,1029.1455078125,2356.413818359375|0.6891856789588928,0,0.7245848178863525|-3.413859861467472e-09,1,3.2470779398607874e-09|Running
1709.0211181640625,1029.967529296875,2356.800048828125|0.6868672370910645,0,0.7267829179763794|1.4052735364256108e-10,1,-1.3280944399785e-10|Running
1709.387451171875,1030.735107421875,2357.187744140625|0.6832180023193359,0,0.7302144169807434|3.8638465760243434e-09,1,-3.6151703852738137e-09|Running
1709.7518310546875,1031.447998046875,2357.5771484375|0.6771385669708252,0,0.7358556389808655|7.919007671830514e-09,1.0000001192092896,-7.2871157996701186e-09|Running
1710.113037109375,1032.106689453125,2357.969482421875|0.6707566976547241,0,0.741677463054657|1.242343028451387e-08,1,-1.1235475660953398e-08|Running
1710.4708251953125,1032.710693359375,2358.36474609375|0.6642577648162842,0,0.7475036382675171|1.7427609577680414e-08,1.0000001192092896,-1.5486779858520094e-08|Running
1710.8251953125,1033.2601318359375,2358.76318359375|0.6577610373497009,0,0.7532266974449158|1.830130003099839e-08,1,-1.5981752810034777e-08|Running
1711.176025390625,1033.7552490234375,2359.1650390625|0.6510929465293884,0,0.7589980959892273|1.4553336313838372e-08,1.0000001192092896,-1.2484319356076412e-08|Running
1711.5233154296875,1034.1956787109375,2359.56982421875|0.644496500492096,0,0.7646072506904602|1.0822754248351885e-08,1,-9.122627098179237e-09|Running
1711.8670654296875,1034.581787109375,2359.977783203125|0.63657546043396,0,0.771214485168457|7.160597448319095e-09,1.0000001192092896,-5.910496536642995e-09|Running
1712.2066650390625,1034.913330078125,2360.388916015625|0.6321537494659424,0,0.7748430371284485|3.638402690242515e-09,1.0000001192092896,-2.9683817626136033e-09|Running
1712.543701171875,1035.190185546875,2360.802001953125|0.6304547190666199,0,0.7762260437011719|1.7163152843391316e-10,1,-1.3939999154999327e-10|Freefall
1712.8797607421875,1035.412841796875,2361.216064453125|0.6302617192268372,0,0.7763828039169312|-3.2723443954552067e-09,1.0000001192092896,2.6564646038451656e-09|Freefall
1713.2156982421875,1035.580810546875,2361.630126953125|0.6300686597824097,0,0.7765395045280457|-6.704563570991695e-09,1.0000001192092896,5.439948935759276e-09|Freefall
1713.5516357421875,1035.6943359375,2362.044189453125|0.6300686597824097,0,0.7765395045280457|-1.013882400258126e-08,1.0000001192092896,8.226439085490256e-09|Freefall
1713.8875732421875,1035.75341796875,2362.458251953125|0.6300686597824097,0,0.7765395045280457|-1.3569904311339087e-08,1.0000001192092896,1.1010349965090427e-08|Freefall
1714.2235107421875,1035.7578125,2362.872314453125|0.6300686597824097,0,0.7765395045280457|-1.6998026097780894e-08,1.0000001192092896,1.3791859210243729e-08|Freefall
1714.5594482421875,1035.7078857421875,2363.286376953125|0.6300686597824097,0,0.7765395045280457|-2.042321511908085e-08,1.0000001192092896,1.6570989913589074e-08|Freefall
1714.8953857421875,1035.6033935546875,2363.700439453125|0.6300686597824097,0,0.7765395045280457|-2.3845474927952637e-08,1.0000001192092896,1.9347741186948042e-08|Freefall
1715.2313232421875,1035.4443359375,2364.114501953125|0.6300686597824097,0,0.7765395045280457|-2.7264805524396252e-08,1.0000001192092896,2.212211924756957e-08|Freefall
1715.5672607421875,1035.23095703125,2364.528564453125|0.6300686597824097,0,0.7765395045280457|-3.068121401383905e-08,1.0000001192092896,2.4894125871810502e-08|Freefall
1715.9031982421875,1034.962890625,2364.942626953125|0.6300686597824097,0,0.7765395045280457|-3.409469684356736e-08,1.0000001192092896,2.7663755730600315e-08|Freefall
1716.2391357421875,1034.6405029296875,2365.356689453125|0.6300686597824097,0,0.7765395045280457|-3.7505270000792734e-08,1.0000001192092896,3.043102836386424e-08|Freefall
1716.5750732421875,1034.2635498046875,2365.770751953125|0.6300686597824097,0,0.7765395045280457|-4.091291927466045e-08,1.0000001192092896,3.3195924231677054e-08|Freefall
1716.9110107421875,1033.8319091796875,2366.184814453125|0.6300686597824097,0,0.7765395045280457|-4.43176482178842e-08,1.0000001192092896,3.5958453992179784e-08|Freefall
1717.2469482421875,1033.3460693359375,2366.598876953125|0.6300686597824097,0,0.7765395045280457|-4.771947459403236e-08,1.0000001192092896,3.871862830351347e-08|Freefall
1717.5828857421875,1032.8055419921875,2367.012939453125|0.6300686597824097,0,0.7765395045280457|-5.111838774496391e-08,1.0000001192092896,4.147644006025075e-08|Freefall
1717.9188232421875,1032.2105712890625,2367.427001953125|0.6300686597824097,0,0.7765395045280457|-5.451438767067884e-08,1.0000001192092896,4.4231885709677954e-08|Freefall
1718.2547607421875,1031.5611572265625,2367.841064453125|0.6300686597824097,0,0.7765395045280457|-5.7907485029318195e-08,1.0000001192092896,4.698497946264979e-08|Freefall
1718.5362548828125,1031.4627685546875,2368.18798828125|0.6300686597824097,0,0.7765395045280457|-3.0440766352057835e-08,1.0000001192092896,2.4699028600139172e-08|Landed
1718.7476806640625,1031.4608154296875,2368.448486328125|0.6300686597824097,0,0.7765395045280457|-2.997524450876199e-09,1.0000001192092896,2.432131607221777e-09|Landed
1718.976318359375,1031.4608154296875,2368.730224609375|0.6300686597824097,0,0.7765395045280457|2.4422261546419577e-08,1.0000001192092896,-1.9815734830785914e-08|Landed
1719.23291015625,1031.4608154296875,2369.046630859375|0.6300686597824097,0,0.7765395045280457|3.6845932527285186e-08,1.0000001192092896,-2.9896057185396785e-08|Running
1719.5133056640625,1031.4608154296875,2369.392333984375|0.6300686597824097,0,0.7765395045280457|3.429270734045531e-08,1.0000001192092896,-2.782441832493987e-08|Running
1719.8018798828125,1031.4608154296875,2369.747802734375|0.6300686597824097,0,0.7765395045280457|3.1741659967110536e-08,1.0000001192092896,-2.5754550492251838e-08|Running
1720.102783203125,1031.4608154296875,2370.11865234375|0.6300686597824097,0,0.7765395045280457|2.919278863089403e-08,1.0000001192092896,-2.368644658190533e-08|Running
1720.4085693359375,1031.4608154296875,2370.49560546875|0.6300686597824097,0,0.7765395045280457|2.6646103989946823e-08,1.0000001192092896,-2.1620117252041382e-08|Running
1720.718017578125,1031.4608154296875,2370.876708984375|0.6300686597824097,0,0.7765395045280457|2.4101584727986847e-08,1.0000001192092896,-1.95555447390916e-08|Running
1721.03076171875,1031.546875,2371.26220703125|0.6300686597824097,0,0.7765395045280457|2.1559241503155135e-08,1.0000001192092896,-1.7492739701197024e-08|Running
1721.34423828125,1031.6356201171875,2371.64794921875|0.6300686597824097,0,0.7765395045280457|1.901907076273801e-08,1.0000001192092896,-1.5431695032930293e-08|Running
1721.66455078125,1031.698974609375,2372.042724609375|0.6287803053855896,0,0.7775830626487732|1.6495675936312182e-08,1.0000001192092896,-1.3338968152254438e-08|Running
1721.9949951171875,1031.77734375,2372.450927734375|0.6287803053855896,0,0.7775830626487732|1.3952591082500021e-08,1.0000001192092896,-1.1282543788126986e-08|Running
1722.3291015625,1031.8499755859375,2372.864013671875|0.6260784864425659,0,0.7797600626945496|1.1434538649268688e-08,1,-9.180924465113094e-09|Running
1722.6630859375,1031.8984375,2373.27978515625|0.624709963798523,0,0.7808569073677063|8.88940210330702e-09,1,-7.11180003776235e-09|Running
1722.996337890625,1031.9256591796875,2373.69580078125|0.620577871799469,0,0.7841448187828064|6.345786118799879e-09,1,-5.022100957319253e-09|Running
1723.32763671875,1031.9405517578125,2374.11376953125|0.6150469779968262,0,0.7884904742240906|3.771823742226843e-09,1,-2.9421394209805385e-09|Running
1723.6561279296875,1031.94873046875,2374.533935546875|0.6123504638671875,0,0.7905864119529724|1.1561577251129052e-09,1,-8.955045593950217e-10|Running
1723.98291015625,1031.953125,2374.95556640625|0.6082111597061157,0,0.7937753796577454|-1.4832525208063885e-09,1.0000001192092896,1.13650633348783e-09|Running
1724.3076171875,1031.9554443359375,2375.37841796875|0.6067748665809631,0,0.794873833656311|-4.132917563737237e-09,1,3.154903893687333e-09|Running
1724.63134765625,1031.956787109375,2375.80224609375|0.6040551066398621,0,0.7969425320625305|-6.807045149770374e-09,1,5.159506599738961e-09|Running
1724.9537353515625,1031.95751953125,2376.22705078125|0.6040551066398621,0,0.7969425320625305|-9.466386785561554e-09,1,7.175196881092916e-09|Running
1725.2760009765625,1031.9580078125,2376.65185546875|0.6040551066398621,0,0.7969425320625305|-1.212345690504435e-08,1,9.189164096312652e-09|Running
1725.5982666015625,1031.9580078125,2377.07666015625|0.6040551066398621,0,0.7969425320625305|-1.4778257728664812e-08,1,1.1201412242201059e-08|Running
1725.9205322265625,1031.9580078125,2377.50146484375|0.6040551066398621,0,0.7969425320625305|-1.743079103277978e-08,1,1.3211940874668926e-08|Running
1726.2427978515625,1031.9580078125,2377.92626953125|0.6040551066398621,0,0.7969425320625305|-2.0081056817389253e-08,1,1.5220752658251513e-08|Running
1726.5650634765625,1031.9580078125,2378.35107421875|0.6040551066398621,0,0.7969425320625305|-2.272906129974217e-08,1,1.722784759294882e-08|Running
1726.8873291015625,1031.9580078125,2378.77587890625|0.6040551066398621,0,0.7969425320625305|-2.5374799150768013e-08,1,1.9233228343296105e-08|Running
1727.2095947265625,1031.9580078125,2379.20068359375|0.6040551066398621,0,0.7969425320625305|-2.8018279252250977e-08,1,2.123689490929337e-08|Running
1727.5318603515625,1031.9580078125,2379.62548828125|0.6040551066398621,0,0.7969425320625305|-3.0659503380547903e-08,1,2.323885262001113e-08|Running
1727.8541259765625,1031.9580078125,2380.05029296875|0.6040551066398621,0,0.7969425320625305|-3.329847331201563e-08,1,2.523909969909255e-08|Running
1728.1763916015625,1031.9580078125,2380.47509765625|0.6040551066398621,0,0.7969425320625305|-3.5935190823011e-08,1,2.7237641475608143e-08|Running
1728.4986572265625,1031.9580078125,2380.89990234375|0.6067748665809631,0,0.794873833656311|-3.846210816504936e-08,1,2.9360434083969267e-08|Running
1728.8221435546875,1031.9580078125,2381.323974609375|0.6109192967414856,0,0.791692852973938|-4.0903703535377645e-08,1,3.1563832436631856e-08|Running
1729.147705078125,1031.9580078125,2381.746337890625|0.6123504638671875,0,0.7905864119529724|-4.34314593178442e-08,1,3.363993528182618e-08|Running
1729.4742431640625,1031.9580078125,2382.168212890625|0.6123504638671875,0,0.7905864119529724|-4.601471914611466e-08,1,3.564080230944455e-08|Running
1729.8009033203125,1031.9580078125,2382.590087890625|0.6109192967414856,0,0.791692852973938|-4.866869929287532e-08,1,3.75557860365916e-08|Running
1730.1268310546875,1031.9580078125,2383.011962890625|0.6096045970916748,0,0.7927057147026062|-5.1323215899401475e-08,1.0000001192092896,3.9468453394420067e-08|Running
1730.4520263671875,1031.9580078125,2383.434814453125|0.6082111597061157,0,0.7937753796577454|-5.399155256213817e-08,1.0000001192092896,4.1369720094053264e-08|Running
1730.7764892578125,1031.9580078125,2383.85791015625|0.6053772568702698,0,0.7959386706352234|-5.675176240060864e-08,1,4.3164412488749804e-08|Running
1731.0994873046875,1031.9580078125,2384.282470703125|0.601210355758667,0,0.7990909218788147|-5.960772853086382e-08,1.0000001192092896,4.484694215989293e-08|Running
1731.42041015625,1031.9580078125,2384.708251953125|0.5970272421836853,0,0.8022210597991943|-6.249218387210931e-08,1.0000001192092896,4.650780027759538e-08|Running
1731.7391357421875,1031.9580078125,2385.1357421875|0.592749297618866,0,0.8053870797157288|-6.541246477809182e-08,1,4.814230791794216e-08|Running
1732.0556640625,1031.9580078125,2385.565185546875|0.589992105960846,0,0.8074090480804443|-6.825804632626387e-08,1,4.987770196862584e-08|Running
1732.37060546875,1031.9580078125,2385.995849609375|0.5871115922927856,0,0.8095060586929321|-7.11334280367737e-08,1.0000001192092896,5.159104432550521e-08|Running
