1|true|1376
978.227294921875,355.0889892578125,-19.420501708984375|0.9912013411521912,0.000006770405434508575,-0.1323627233505249|-0.000006762531029380625,1,5.090228114568163e-07|Running
978.2313842773438,355.0889892578125,-19.73723030090332|0.9488738775253296,0.000017846537957666442,-0.3156554698944092|-0.000017658514479990117,1,0.000003455780642980244|Running
978.2374267578125,355.0889892578125,-20.20293617248535|0.8806571364402771,0.000019001736291102134,-0.4737541079521179|-0.00001819528370106127,1,0.000006285811195994029|Running
978.2437133789062,355.0889892578125,-20.685869216918945|0.8000789284706116,0.00001467865877202712,-0.5998947620391846|-0.000013061184290563688,1,0.000007049037321849028|Running
978.25,355.0889892578125,-21.169145584106445|0.7162801623344421,0.000010486612154636532,-0.6978128552436829|-0.000008330881428264547,1,0.000006476475846284302|Running
978.2562255859375,355.0889892578125,-21.65243148803711|0.6347120404243469,0.000007600089247716824,-0.7727487683296204|-0.000005313771907822229,1,0.00000547056788491318|Running
978.2625122070312,355.0889892578125,-22.135717391967773|0.5583889484405518,0.000005608886567642912,-0.8295792937278748|-0.0000034621459690242773,1,0.000004430754870554665|Running
978.268798828125,355.0889892578125,-22.619007110595703|0.4887692928314209,0.000004151894700044068,-0.8724130988121033|-0.0000022606527636526152,1,0.0000034925622003356693|Running
978.2750854492188,355.0889892578125,-23.102294921875|0.4263467788696289,0.0000030663993584312266,-0.9045597910881042|-0.0000014625936728407396,1,0.000002700570348679321|Running
978.2813720703125,355.0889892578125,-23.585586547851562|0.3710414469242096,0.0000022617928152612876,-0.9286162853240967|-9.392884408043756e-07,1,0.000002060353608612786|Running
978.2876586914062,355.0889892578125,-24.068878173828125|0.32245394587516785,0.0000016682453178873402,-0.9465851783752441|-6.016580869072641e-07,1,0.0000015574281633234932|Running
978.2939453125,355.0889892578125,-24.552169799804688|0.2800257205963135,0.0000012307044698900427,-0.9599924683570862|-3.852701979667472e-07,1,0.0000011696122328430647|Running
978.3002319335938,355.0889892578125,-25.035463333129883|0.2431386411190033,9.07978062514303e-07,-0.9699915647506714|-2.461348742599512e-07,1,8.743717216930236e-07|Running
978.3065795898438,355.0889892578125,-25.518754959106445|0.2111702710390091,6.698636525470647e-07,-0.9774492979049683|-1.573519483599739e-07,1,6.513233756777481e-07|Running
978.3128662109375,355.0889892578125,-26.002046585083008|0.18352903425693512,4.941833822158515e-07,-0.9830142855644226|-1.0076782785972682e-07,1,4.83909104787017e-07|Running
978.3192138671875,355.0889892578125,-26.485340118408203|0.1596701592206955,3.64577999789617e-07,-0.987170398235321|-6.458871837367042e-08,1,3.588692436551355e-07|Running
978.3255615234375,355.0889892578125,-26.96863555908203|0.13910208642482758,2.6896418603428174e-07,-0.9902780652046204|-4.142636100823438e-08,1,2.657856441601325e-07|Running
978.3318481445312,355.0889892578125,-27.451929092407227|0.12138744443655014,1.9842578069528827e-07,-0.9926052093505859|-2.6600417868394288e-08,1,1.9665101547161612e-07|Running
978.3381958007812,355.0889892578125,-27.935222625732422|0.10614092648029327,1.4638573020420154e-07,-0.9943510890007019|-1.710646735375576e-08,1,1.4539133985636e-07|Running
978.3445434570312,355.0889892578125,-28.418516159057617|0.09302539378404617,1.492891925636286e-07,-0.9956637620925903|-1.4914942170207723e-08,1,1.4854586538604053e-07|Running
978.3508911132812,355.0889892578125,-28.901809692382812|0.08174729347229004,1.2665553583701694e-07,-0.9966530799865723|-1.1232946128814092e-08,1,1.2615952016403753e-07|Running
978.357177734375,355.0889892578125,-29.385101318359375|0.07205197215080261,1.2935549875692232e-07,-0.9974008798599243|-9.945428480762075e-09,1,1.2897412204893044e-07|Running
978.363525390625,355.0889892578125,-29.86839485168457|0.06371906399726868,1.2471402044411661e-07,-0.9979678988456726|-8.469572598812647e-09,1,1.244272027633997e-07|Running
978.369873046875,355.0889892578125,-30.351686477661133|0.05655824765563011,1.236824545003401e-07,-0.9983993172645569|-7.414909575231832e-09,1,1.234607083233641e-07|Running
978.376220703125,355.0889892578125,-30.834978103637695|0.05040539428591728,1.2500096602252597e-07,-0.9987288117408752|-6.546761355252784e-09,1,1.248296541689342e-07|Running
978.382568359375,355.0889892578125,-31.318269729614258|0.04511909931898117,1.0016150753244801e-07,-0.9989815950393677|-4.621321103570608e-09,1,1.0005489770037457e-07|Running
978.388916015625,355.0889892578125,-31.80156135559082|0.04057762026786804,1.0912651049466149e-07,-0.9991763830184937|-4.214205873154242e-09,1,1.0904531677624618e-07|Running
978.395263671875,355.0889892578125,-32.284854888916016|0.03667621314525604,1.0590714794034284e-07,-0.9993271827697754|-3.5852296687011176e-09,1,1.0584687260006831e-07|Running
978.401611328125,355.0889892578125,-32.76814651489258|0.03332480043172836,8.399142359394318e-08,-0.9994446039199829|-2.4751143357093497e-09,1,8.395556960749673e-08|Running
978.407958984375,355.0889892578125,-33.25143814086914|0.03044593334197998,7.565784443386292e-08,-0.999536395072937|-1.8297083848040074e-09,1,7.563720316738909e-08|Running
978.526123046875,355.0889892578125,-33.686676025390625|0.1001056581735611,0.000001618105557099625,-0.994976818561554|-1.1244863173942576e-07,1,0.0000016149610928550828|Running
978.816162109375,355.0889892578125,-34.048072814941406|0.1912320852279663,0.000004284798706066795,-0.9815448522567749|-5.489251293511188e-07,1,0.0000042584165385051165|Running
979.160888671875,355.0889892578125,-34.38602828979492|0.2733345031738281,0.000004609114512277301,-0.9619190692901611|-9.020465654430154e-07,1,0.000004535260814009234|Running
979.5069580078125,355.0889892578125,-34.72336959838867|0.34313929080963135,0.0000035587215734267375,-0.9392845630645752|-9.70651967691083e-07,1,0.0000034341594528086716|Running
979.8532104492188,355.0889892578125,-35.060699462890625|0.4017656743526459,0.000002523428292988683,-0.9157425165176392|-8.828957334117149e-07,1,0.0000023682541723246686|Running
980.199462890625,355.0889892578125,-35.398033142089844|0.45087021589279175,0.0000018205631704404368,-0.8925895094871521|-7.519532232436177e-07,1,0.0000016598110050836112|Running
980.5457153320312,355.0889892578125,-35.73536682128906|0.4919945299625397,0.000001344338897979469,-0.870598316192627|-6.189295049807697e-07,1,0.0000011943843674089294|Running
980.8905639648438,355.0889892578125,-36.074031829833984|0.5261103510856628,9.861010994427488e-07,-0.8504163026809692|-4.918178433399589e-07,1,8.552877375223034e-07|Running
981.2312622070312,355.0889892578125,-36.416893005371094|0.5535572171211243,6.888600978527393e-07,-0.8328111171722412|-3.6564492233992496e-07,1,5.841116603733099e-07|Running
981.5672607421875,355.0889892578125,-36.76435089111328|0.575157880783081,4.4974132151764934e-07,-0.8180423974990845|-2.506968996840442e-07,1,3.735148652594944e-07|Running
981.8970947265625,355.0889892578125,-37.11762619018555|0.5915239453315735,2.7314143835610594e-07,-0.806287407875061|-1.5807168551873474e-07,1,2.2279679967596167e-07|Running
982.2233276367188,355.0889892578125,-37.47432327270508|0.6040462255477905,1.838103855789086e-07,-0.7969492673873901|-1.0988012633106337e-07,1,1.4735907427620987e-07|Running
982.547607421875,355.0889892578125,-37.83272171020508|0.6139506697654724,1.5362148531039566e-07,-0.7893444299697876|-9.389228239342629e-08,1,1.2158984930010774e-07|Running
982.87158203125,355.0889892578125,-38.19133758544922|0.6221697926521301,1.3541153975893394e-07,-0.7828823328018188|-8.375960192097409e-08,1,1.0640020065011413e-07|Running
983.195556640625,355.0889892578125,-38.549957275390625|0.6291404962539673,1.1771262364845825e-07,-0.7772915959358215|-7.344858232727347e-08,1,9.199011685723235e-08|Running
983.51953125,355.0889892578125,-38.9085807800293|0.6350820064544678,1.213927447452079e-07,-0.7724447250366211|-7.644047883559324e-08,1,9.43067846037593e-08|Running
983.8960571289062,355.0889892578125,-39.157283782958984|0.6936748623847961,0.0000020464362933125813,-0.7202882170677185|-0.0000013681758446182357,1,0.0000015235110595313017|Running
984.3529052734375,355.0889892578125,-39.237815856933594|0.7617163062095642,0.000005070433417131426,-0.6479107141494751|-0.0000036303235901868902,1,0.000003557830723366351|Running
984.8347778320312,355.0889892578125,-39.265872955322266|0.8172269463539124,0.000005329111445462331,-0.5763159990310669|-0.000004087154138687765,1,0.0000034511951980675803|Running
985.3173828125,355.0889892578125,-39.29255294799805|0.8600096702575684,0.000004083280600752914,-0.5102776885032654|-0.0000033448400245106313,1,0.0000023647633042855887|Running
985.8001098632812,355.0889892578125,-39.31919860839844|0.8925789594650269,0.000002895222905863193,-0.4508911073207855|-0.00000250563630288525,1,0.000001460983639844926|Running
986.2827758789062,355.0889892578125,-39.345848083496094|0.9172986745834351,0.000002092072236337117,-0.3981998562812805|-0.0000018813753968061064,1,9.198621455652756e-07|Running
986.7654418945312,355.0889892578125,-39.372493743896484|0.9360543489456177,0.0000015456118944712216,-0.35185542702674866|-0.0000014256144140745164,1,6.001307042424742e-07|Running
987.2481689453125,355.0889892578125,-39.39913558959961|0.9502977728843689,0.000001145758119491802,-0.3113425076007843|-0.000001076198145710805,1,3.952218889935466e-07|Running
987.7308349609375,355.0889892578125,-39.42391586303711|0.9612483978271484,8.563622486690292e-07,-0.2756836712360382|-8.159408935171086e-07,1,2.6131539243579027e-07|Running
988.2135009765625,355.0889892578125,-39.4483757019043|0.9696323275566101,6.437921342694608e-07,-0.24456720054149628|-6.200721713867097e-07,1,1.7398110685462598e-07|Running
988.6961669921875,355.0889892578125,-39.47283172607422|0.976036548614502,4.786261911249312e-07,-0.217606782913208|-4.647584717076825e-07,1,1.1490883622400361e-07|Running
989.1790161132812,355.0889892578125,-39.495418548583984|0.9810211062431335,3.593523558720335e-07,-0.19390110671520233|-3.5113436069877935e-07,1,7.675119206851377e-08|Running
989.6619262695312,355.0889892578125,-39.5176887512207|0.9848753213882446,2.7267404334452294e-07,-0.17326463758945465|-2.6771698458105675e-07,1,5.197950869728629e-08|Running
990.1448364257812,355.0889892578125,-39.538082122802734|0.9879088997840881,2.0848224835390283e-07,-0.1550353616476059|-2.0545509471503465e-07,1,3.554881544687305e-08|Running
990.6277465820312,355.0889892578125,-39.558162689208984|0.990271806716919,1.5982999457264668e-07,-0.1391463726758957|-1.579654593797386e-07,1,2.4443684409902744e-08|Running
991.1106567382812,355.0889892578125,-39.57636642456055|0.9921536445617676,1.4768258438380144e-07,-0.125024676322937|-1.4632706779593718e-07,1,2.0025344937835143e-08|Running
991.5935668945312,355.0889892578125,-39.59425735473633|0.9936307668685913,1.321023148648237e-07,-0.11268514394760132|-1.311112356461308e-07,1,1.6205946806735483e-08|Running
992.0767211914062,355.0889892578125,-39.610267639160156|0.9948226809501648,1.3806216259126813e-07,-0.10162574797868729|-1.3721694358537206e-07,1,1.530753834799725e-08|Running
992.5598754882812,355.0889892578125,-39.62409210205078|0.9958041310310364,1.284526547351561e-07,-0.09151040762662888|-1.2780115810073767e-07,1,1.2979268326773763e-08|Running
993.0430297851562,355.0889892578125,-39.63759231567383|0.9965829253196716,1.2698144757905538e-07,-0.08259803056716919|-1.2646324876186554e-07,1,1.1505473906936459e-08|Running
993.5261840820312,355.0889892578125,-39.64921569824219|0.9972220659255981,1.2583537056798377e-07,-0.07448553293943405|-1.2542378158286738e-07,1,1.0203335065739338e-08|Running
994.0093383789062,355.0889892578125,-39.6605224609375|0.9977312684059143,1.1599598082057128e-07,-0.06732230633497238|-1.1569336066941105e-07,1,8.393864270317408e-09|Running
994.4926147460938,355.0889892578125,-39.66808319091797|0.9981802105903625,1.1689562740002657e-07,-0.060301538556814194|-1.1665028409879596e-07,1,7.588878858655335e-09|Running
994.9760131835938,355.0889892578125,-39.67314147949219|0.9985691905021667,1.1073395711491685e-07,-0.05347539857029915|-1.1054370929741708e-07,1,6.515504580306697e-09|Running
995.4594116210938,355.0889892578125,-39.67787170410156|0.998877763748169,1.0856238930045947e-07,-0.04736265167593956|-1.0841110764658879e-07,1,5.762817334442616e-09|Running
995.9428100585938,355.0889892578125,-39.680721282958984|0.9991321563720703,1.1789695264496913e-07,-0.04165277257561684|-1.177696944409945e-07,1,5.50894574402605e-09|Running
996.4262084960938,355.0889892578125,-39.6813850402832|0.9993468523025513,1.005616852012281e-07,-0.03613749518990517|-1.0047673981716798e-07,1,4.166596401233846e-09|Running
996.9096069335938,355.0889892578125,-39.68172836303711|0.9995137453079224,1.219899843363237e-07,-0.031181976199150085|-1.2191594578325748e-07,1,4.2756180818059875e-09|Running
997.3930053710938,355.0889892578125,-39.680198669433594|0.9996495842933655,1.0047132548152149e-07,-0.02647162787616253|-1.0042491283002164e-07,1,3.082612165528076e-09|Running
997.8764038085938,355.0889892578125,-39.676483154296875|0.9997619986534119,1.0950055440162032e-07,-0.021816030144691467|-1.0946659045885099e-07,1,2.7509385880364334e-09|Running
998.3598022460938,355.0889892578125,-39.67056655883789|0.9998523592948914,9.626602093248948e-08,-0.017181821167469025|-9.624530150631472e-08,1,2.0328987382356445e-09|Running
998.8432006835938,355.0889892578125,-39.664329528808594|0.9999157786369324,9.324005389999002e-08,-0.012979475781321526|-9.322833705027733e-08,1,1.508100422320524e-09|Running
999.3265991210938,355.0889892578125,-39.658084869384766|0.9999564290046692,1.1177311165511128e-07,-0.009333343245089054|-1.1176604886031782e-07,1,1.278561589934668e-09|Running
999.8099975585938,355.0889892578125,-39.65184020996094|0.9999808073043823,9.31747834442831e-08,-0.006195527501404285|-9.317167837252782e-08,1,7.897106302223733e-10|Running
1000.2933959960938,355.0889892578125,-39.645599365234375|0.9999938607215881,6.875188773847185e-08,-0.003499372163787484|-6.87512766717191e-08,1,2.957893652233423e-10|Running
1000.7767944335938,355.0889892578125,-39.63935470581055|0.9999992847442627,5.31188497632229e-08,-0.0011834322940558195|-5.3119038057047874e-08,1,-1.2854142750207131e-10|Running
1001.2601928710938,355.0889892578125,-39.63311004638672|0.9999997019767761,4.396903108272454e-08,0.0008057919912971556|-4.396862252065148e-08,1,-5.211915898861719e-10|Running
1001.7435913085938,355.0889892578125,-39.626869201660156|0.9999968409538269,3.9600262624617244e-08,0.0025143632665276527|-3.959811323284157e-08,1,-9.038981785280953e-10|Running
1002.2269897460938,355.0889892578125,-39.62062454223633|0.9999920725822449,3.875666365615871e-08,0.003981865476816893|-3.8751842623696575e-08,1,-1.288067652538416e-09|Running
1002.7103881835938,355.0889892578125,-39.614383697509766|0.9999862313270569,4.051169000263144e-08,0.005242316517978907|-4.0503444154182944e-08,1,-1.679208438964963e-09|Running
1003.1937866210938,355.0889892578125,-39.6081428527832|0.9999799728393555,4.418179244680687e-08,0.0063249217346310616|-4.416952137376029e-08,1,-2.0799229005774578e-09|Running
1003.6771850585938,355.0889892578125,-39.60190200805664|0.9999736547470093,4.926268815097501e-08,0.007254785392433405|-4.924591934241107e-08,1,-2.4903215045668503e-09|Running
1004.1605834960938,355.0889892578125,-39.59565734863281|0.9999675750732422,5.5382347596832915e-08,0.008053448051214218|-5.536071157052902e-08,1,-2.909486429558683e-09|Running
1004.6439819335938,355.0889892578125,-39.58941650390625|0.999961793422699,6.226629523098381e-08,0.008739421144127846|-6.223951487527302e-08,1,-3.336440235202076e-09|Running
1005.1273803710938,355.0889892578125,-39.58317565917969|0.999956488609314,6.971205124273183e-08,0.009328613989055157|-6.96799133947934e-08,1,-3.769883516469008e-09|Running
1005.6107788085938,355.0889892578125,-39.576934814453125|0.9999516606330872,7.757023468002444e-08,0.009834674187004566|-7.753259012588387e-08,1,-4.2089589591398635e-09|Running
1006.0941772460938,355.0889892578125,-39.57069396972656|0.9999472498893738,8.573065457539997e-08,0.01026933640241623|-8.568739673364689e-08,1,-4.6527302011156735e-09|Running
1006.5775756835938,355.0889892578125,-39.564453125|0.9999433755874634,9.411201062903274e-08,0.010642667300999165|-9.406306133996623e-08,1,-5.10012565513307e-09|Running
1007.0609741210938,355.9544372558594,-39.55820846557617|0.9999394416809082,1.0267070393865652e-07,0.011002840474247932|-1.0261584293402848e-07,1,-5.55079626707311e-09|Jumping
1007.5443725585938,356.7654113769531,-39.55196762084961|0.9999362826347351,1.1137431243923857e-07,0.011290249414741993|-1.1131361787874994e-07,1,-6.004328589881425e-09|Freefall
1008.0277709960938,357.5218505859375,-39.54572677612305|0.9999336004257202,1.2016332107123162e-07,0.011522435583174229|-1.2009685690372862e-07,1,-6.459744295028713e-09|Freefall
1008.5111694335938,358.22381591796875,-39.539485931396484|0.9999313354492188,1.2900889601041854e-07,0.011719447560608387|-1.289366906576106e-07,1,-6.916654804456357e-09|Freefall
1008.9945678710938,358.8712463378906,-39.53324508666992|0.9999293088912964,1.3789356501092698e-07,0.011888260953128338|-1.378156326836688e-07,1,-7.374687971406502e-09|Freefall
1009.4779663085938,359.4642028808594,-39.52700424194336|0.9999275803565979,1.468049646291547e-07,0.012033192440867424|-1.4672131953830103e-07,1,-7.833520498934377e-09|Freefall
1009.9613647460938,360.0026550292969,-39.5207633972168|0.9999260902404785,1.5573404255064816e-07,0.012157664634287357|-1.556447273287631e-07,1,-8.292937003773204e-09|Freefall
1010.4445190429688,360.4866027832031,-39.51264953613281|0.999919593334198,1.6482825060393225e-07,0.012682254426181316|-1.6473045150178223e-07,1,-8.755326241782768e-09|Freefall
1010.9276733398438,360.9160461425781,-39.50421905517578|0.9999113082885742,1.744374884538047e-07,0.013318690471351147|-1.7433006860301248e-07,1,-9.226414299234875e-09|Freefall
1011.4108276367188,361.2909851074219,-39.49578094482422|0.9999034404754639,1.8455969552633178e-07,0.01389593631029129|-1.8444261229433323e-07,1,-9.706645265339375e-09|Freefall
1011.8939819335938,361.6114501953125,-39.487342834472656|0.9998963475227356,1.5994382351891545e-07,0.014396772719919682|-1.5983998480351147e-07,1,-8.36323277297879e-09|Freefall
1012.3771362304688,361.87738037109375,-39.47703170776367|0.999883770942688,1.008461936180538e-07,0.015245446003973484|-1.0077889811554996e-07,1,-5.1827084845967875e-09|Freefall
1012.8602905273438,362.0888366699219,-39.46641540527344|0.9998694062232971,4.295274180776687e-08,0.01616036891937256|-4.292614619316737e-08,1,-1.992654929949822e-09|Freefall
1013.3434448242188,362.24578857421875,-39.455780029296875|0.9998558759689331,-1.3838729273629724e-08,0.016976820304989815|1.3820256050678381e-08,1,1.205463617814928e-09|Freefall
1013.8265991210938,362.3482360839844,-39.44514465332031|0.9998436570167542,-6.977393951501654e-08,0.01768312230706215|6.9706828753624e-08,1,4.411544018978475e-09|Freefall
1014.3097534179688,362.39617919921875,-39.434505462646484|0.9998326897621155,-1.2506103530540713e-07,0.018290597945451736|1.249424741445182e-07,1,7.624765707703318e-09|Freefall
1014.7929077148438,362.3896484375,-39.42387008666992|0.9998230338096619,-1.2656498427077167e-07,0.018812494352459908|1.2644365199321328e-07,1,7.638685239896859e-09|Freefall
1015.2760620117188,362.3285827636719,-39.41323471069336|0.999814510345459,-1.0998171262599499e-07,0.019260769709944725|1.0987542964357999e-07,1,6.576482469711209e-09|Freefall
1015.7592163085938,362.2130432128906,-39.4025993347168|0.9998070001602173,-9.316928384350831e-08,0.019645798951387405|9.307906623234885e-08,1,5.506684885858704e-09|Freefall
1016.2423706054688,362.0429992675781,-39.391963958740234|0.999800443649292,-7.619164676953005e-08,0.019976509734988213|7.611831875919961e-08,1,4.431221611866931e-09|Freefall
1016.7255249023438,361.8184509277344,-39.38132858276367|0.9997947216033936,-5.90959956525694e-08,0.020260561257600784|5.904021449509855e-08,1,3.3513780639538027e-09|Freefall
1017.2086791992188,361.5393981933594,-39.37069320678711|0.9997897744178772,-4.1917154192105954e-08,0.020504537969827652|4.1879452794546523e-08,1,2.2682249412042665e-09|Freefall
1017.6918334960938,361.2058410644531,-39.36005783081055|0.9997854232788086,-2.4680808508037444e-08,0.020714091137051582|2.4661604314246688e-08,1,1.1824820012051873e-09|Freefall
1018.1749877929688,360.81781005859375,-39.349422454833984|0.9997816681861877,-7.405914548286319e-09,0.02089408040046692|7.4055508392234515e-09,1,9.47781089721822e-11|Freefall
1018.6581420898438,360.375244140625,-39.33878707885742|0.9997784495353699,9.893532215698997e-09,0.021048668771982193|-9.874790762864905e-09,1,-9.943331713557768e-10|Freefall
1019.1412963867188,359.8782043457031,-39.32815170288086|0.9997756481170654,2.7207210706592377e-08,0.021181443706154823|-2.7169154037665066e-08,1,-2.084480810182754e-09|Freefall
1019.6244506835938,359.32666015625,-39.3175163269043|0.9997732043266296,4.4527503462177265e-08,0.021295486018061638|-4.446996726414909e-08,1,-3.175335105964905e-09|Freefall
1020.1076049804688,358.7206115722656,-39.306880950927734|0.9997711181640625,6.18487945303059e-08,0.021393435075879097|-6.177165801091178e-08,1,-4.2665990740431425e-09|Freefall
1020.5907592773438,358.06005859375,-39.29624557495117|0.9997693300247192,7.916694499954247e-08,0.02147757261991501|-7.907011223551308e-08,1,-5.358044674608209e-09|Freefall
1021.0739135742188,357.34503173828125,-39.28561019897461|0.9997677803039551,9.647890664155057e-08,0.02154984325170517|-9.636229947318498e-08,1,-6.449491163351695e-09|Freefall
1021.5570678710938,356.5754699707031,-39.27497482299805|0.9997664093971252,1.1378241993043048e-07,0.021611912176012993|-1.1364599572516454e-07,1,-7.540758240054402e-09|Landed
1022.0402221679688,356.2091064453125,-39.264339447021484|0.9997652769088745,1.13670822088352e-07,0.021665217354893684|-1.135352789560784e-07,1,-7.486410602552951e-09|Landed
1022.5233764648438,356.27117919921875,-39.253700256347656|0.9997642636299133,6.136986030469416e-08,0.02171100303530693|-6.129752705419378e-08,1,-3.99710975429457e-09|Running
1023.0065307617188,356.3463134765625,-39.243064880371094|0.9997634291648865,9.115917798396822e-09,0.021750332787632942|-9.106987164386737e-09,1,-5.096461586084899e-10|Running
1023.4896850585938,356.3937683105469,-39.23242950439453|0.9997627139091492,-4.309167422889004e-08,0.021784113720059395|4.303706191421952e-08,1,2.9758269182167396e-09|Running
1023.9728393554688,356.420654296875,-39.22179412841797|0.9997620582580566,-9.525343358518512e-08,0.021813133731484413|9.513517085224521e-08,1,6.459168311323538e-09|Running
1024.456298828125,356.4354553222656,-39.211158752441406|0.9997615218162537,-9.161045255723366e-08,0.021838057786226273|9.149730573199122e-08,1,6.1803717699149274e-09|Running
1024.939697265625,356.4435119628906,-39.2024040222168|0.9997701048851013,-6.930353180223392e-08,0.021441839635372162|6.92197588136878e-08,1,4.649311602378248e-09|Running
1025.423095703125,356.4479064941406,-39.195831298828125|0.9997898936271667,-4.631450067904552e-08,0.020498044788837433|4.626039995514475e-08,1,3.1136500044937065e-09|Running
1025.906494140625,357.3133544921875,-39.189544677734375|0.9998111128807068,-2.185070258065025e-08,0.01943432167172432|2.182443026299552e-08,1,1.5639475270390335e-09|Jumping
1026.389892578125,358.12432861328125,-39.19078063964844|0.9998582601547241,7.443226923697921e-09,0.016834806650877|-7.443552441088741e-09,1,-4.3347356953882255e-11|Freefall
1026.873291015625,358.8807678222656,-39.19890213012695|0.9999204277992249,5.380508838470632e-08,0.012613174505531788|-5.378629097663179e-08,1,-1.829712381606896e-09|Freefall
1027.3564453125,359.5827331542969,-39.21173858642578|0.9999721050262451,1.1296090463019937e-07,0.007472801022231579|-1.1293933255274169e-07,1,-3.3088671802516956e-09|Freefall
1027.83935546875,360.23016357421875,-39.22709655761719|0.9999976754188538,1.3770255691269995e-07,0.0021562594920396805|-1.376961478172234e-07,1,-3.1166984548747223e-09|Freefall
1028.322265625,360.8231201171875,-39.244651794433594|0.999995231628418,1.4835558204140398e-07,-0.0030934470705688|-1.48362516938505e-07,1,-2.009875155195573e-09|Freefall
1028.80517578125,361.361572265625,-39.262535095214844|0.9999693036079407,1.4145734894555062e-07,-0.00783200841397047|-1.4146698390504753e-07,1,-6.771616045675444e-10|Freefall
1029.2880859375,361.84552001953125,-39.28042221069336|0.9999287128448486,1.4435620698804996e-07,-0.01193967554718256|-1.4435583750582737e-07,1,8.925377659174671e-10|Freefall
1029.77099609375,362.27496337890625,-39.298309326171875|0.9998802542686462,1.676545764439652e-07,-0.015473868697881699|-1.6763209487180575e-07,1,2.7504905020236947e-09|Freefall
1030.25390625,362.64990234375,-39.31619644165039|0.9998286962509155,1.3460717696034408e-07,-0.018510300666093826|-1.3457362513236149e-07,1,3.057851305499071e-09|Freefall
1030.73681640625,362.9703674316406,-39.33407974243164|0.9997769594192505,1.1271465893969435e-07,-0.02111836150288582|-1.1266500621331943e-07,1,3.5412253129862847e-09|Freefall
1031.2197265625,363.2362976074219,-39.351966857910156|0.9997271299362183,9.905058107051445e-08,-0.023358376696705818|-9.897987496287897e-08,1,4.183159152404414e-09|Freefall
1031.70263671875,363.44775390625,-39.36985397338867|0.9996803402900696,9.145524160203422e-08,-0.02528226748108864|-9.135902701018495e-08,1,4.9607074004143215e-09|Freefall
1032.185546875,363.6047058105469,-39.38773727416992|0.9996371865272522,8.833512055161918e-08,-0.02693464234471321|-8.82095463339283e-08,1,5.850187001499307e-09|Freefall
1032.66845703125,363.7071533203125,-39.40562057495117|0.99959796667099,8.851450417068918e-08,-0.028353823348879814|-8.835638709570048e-08,1,6.8294951915959246e-09|Freefall
1033.1513671875,363.7550964355469,-39.42350769042969|0.9995626211166382,9.112600451999242e-08,-0.029572736471891403|-9.093273689586567e-08,1,7.880317731689956e-09|Freefall
1033.63427734375,363.7485656738281,-39.44139099121094|0.999531090259552,9.552967128456658e-08,-0.030619634315371513|-9.529917832651336e-08,1,8.986998700777349e-09|Freefall
1034.1171875,363.6875,-39.45927429199219|0.9995031356811523,1.0125336302735377e-07,-0.03151879459619522|-1.0098401048708183e-07,1,1.0137471306848056e-08|Freefall
1034.60009765625,363.57196044921875,-39.4771614074707|0.9994785189628601,1.0794875748842969e-07,-0.03229108080267906|-1.076392948107241e-07,1,1.132189719754706e-08|Freefall
1035.0830078125,363.40191650390625,-39.49504470825195|0.9994568824768066,1.1535887267655198e-07,-0.032954391092061996|-1.1500834773414681e-07,1,1.2532264115350245e-08|Freefall
1035.56591796875,363.1773681640625,-39.5129280090332|0.9994379281997681,1.232941286843925e-07,-0.033524103462696075|-1.2290183803997934e-07,1,1.3762369910352845e-08|Freefall
1036.048828125,362.8983154296875,-39.53081130981445|0.9994213581085205,1.316146267527074e-07,-0.03401342034339905|-1.3118008723722596e-07,1,1.5007325160354412e-08|Freefall
1036.53173828125,362.56475830078125,-39.5486946105957|0.9994069933891296,1.4021719607626437e-07,-0.034433700144290924|-1.3974005241834675e-07,1,1.6263541624539357e-08|Freefall
1037.0146484375,362.1767272949219,-39.56844711303711|0.9993798732757568,1.4931063674339384e-07,-0.035212140530347824|-1.4878531828799169e-07,1,1.753919320890418e-08|Freefall
1037.4971923828125,361.7341613769531,-39.59412384033203|0.99930340051651,1.6157710547304305e-07,-0.037318795919418335|-1.6098246646834014e-07,1,1.8938850487870695e-08|Freefall
1037.979248046875,361.23712158203125,-39.62821578979492|0.9991432428359985,1.5277603893082414e-07,-0.04138537496328354|-1.522003572063113e-07,1,1.706101038223551e-08|Freefall
1038.4600830078125,360.6855773925781,-39.676639556884766|0.9988164901733398,1.550514809878223e-07,-0.048637934029102325|-1.5458546442914667e-07,1,1.33429294280063e-08|Freefall
1038.93896484375,360.07952880859375,-39.74167251586914|0.9982200264930725,1.6789644519121794e-07,-0.0596386194229126|-1.6757921628141048e-07,1,1.0320934329399734e-08|Freefall
1039.4150390625,359.4189758300781,-39.825313568115234|0.9972172379493713,1.7740384805620124e-07,-0.07455082982778549|-1.7710632960188377e-07,1,1.0601703515078498e-08|Freefall
1039.8876953125,358.7039489746094,-39.92697525024414|0.995701253414154,2.1703857555621653e-07,-0.09262292087078094|-2.164596253351192e-07,1,1.6296803906357127e-08|Freefall
1040.3558349609375,357.93438720703125,-40.04705047607422|0.993520200252533,2.9259092571010115e-07,-0.1136554479598999|-2.9132326062608627e-07,1,2.77627254519075e-08|Freefall
1040.818603515625,357.1103515625,-40.186100006103516|0.9905214309692383,3.8648948930131155e-07,-0.1373584121465683|-3.8397300272663415e-07,1,4.4817195288260336e-08|Freefall
