1|true|1376
643.1416015625,244.2714080810547,455.5749206542969|-0.999999463558197,4.403852005285813e-10,0.001043178839609027|4.532821618052907e-10,1,1.2362876944393975e-08|Running
643.1416015625,245.13685607910156,455.5749206542969|-0.999999463558197,-1.1369115426873577e-08,0.001043178839609027|-1.1376912745220125e-08,1,-7.46834771803151e-09|Jumping
643.1416015625,246.14202880859375,455.5749206542969|-0.999999463558197,-2.6116811824294928e-08,0.001043178839609027|-2.615045069376265e-08,1,-3.223355804493622e-08|Freefall
643.1416015625,246.70425415039062,455.5749206542969|-0.999999463558197,-3.495787126439609e-08,0.001043178839609027|-3.500700174186022e-08,1,-4.707998968456195e-08|Freefall
643.1416015625,247.57318115234375,455.5749206542969|-0.999999463558197,-4.968038780361894e-08,0.001043178839609027|-4.975531808781852e-08,1,-7.180290140240686e-08|Freefall
643.1458129882812,248.20700073242188,455.5994873046875|-0.9956698417663574,0.0000028038309665134875,0.09296005964279175|0.0000027960038551100297,1,-2.1443842967983073e-07|Freefall
643.1566772460938,248.7863311767578,455.6632385253906|-0.975548267364502,0.000008973676813184284,0.21978524327278137|0.000008924044777813833,1,-0.0000012186467301944504|Freefall
643.17431640625,249.3111572265625,455.76617431640625|-0.937886655330658,0.000012704163054877426,0.346941739320755|0.000012479544238885865,1,-0.0000028816500616812846|Freefall
643.1986694335938,249.78147888183594,455.9082336425781|-0.883502185344696,0.000013867670531908516,0.4684270918369293|0.00001323013384535443,1,-0.000004651349627238233|Freefall
643.2212524414062,250.0984649658203,456.04046630859375|-0.832355797290802,0.00001400522614858346,0.5542417168617249|0.000012874791536887642,1,-0.000005933907232247293|Freefall
643.2673950195312,250.5586395263672,456.309814453125|-0.7289350032806396,0.000013941648830950726,0.6845828890800476|0.000011664404155453667,1,-0.000007945066499814857|Freefall
643.300048828125,250.7938690185547,456.5007629394531|-0.6576452851295471,0.000013841472537023947,0.7533277273178101|0.000010729471796366852,1,-0.000009007083463075105|Freefall
643.3502197265625,251.059814453125,456.78948974609375|-0.5597087144851685,0.000012998607417102903,0.8286893963813782|0.000008923625500756316,1,-0.000009658596354711335|Freefall
643.4092407226562,251.27127075195312,457.11688232421875|-0.4650799334049225,0.00001116073144658003,0.8852686882019043|0.000006637546448473586,1,-0.000009120103641180322|Freefall
643.478271484375,251.42822265625,457.4826965332031|-0.37752023339271545,0.00000890917181095574,0.9260013103485107|0.000004472779892239487,1,-0.000007797620128258131|Freefall
643.580322265625,251.54776000976562,457.9935607910156|-0.2792813777923584,0.000006403651241271291,0.960209310054779|0.000002492559133315808,1,-0.000005944043550698552|Freefall
643.6759033203125,251.58209228515625,458.4446716308594|-0.21073020994663239,0.00000487924944536644,0.9775442481040955|0.000001495145966146083,1,-0.000004669023383030435|Freefall
643.7876586914062,251.56192016601562,458.91375732421875|-0.1493457704782486,0.0000036979993183194892,0.9887850284576416|8.60683826431341e-07,1,-0.0000036099452245252905|Freefall
643.8844604492188,251.6974639892578,459.2630310058594|-0.10585182160139084,0.000002346035216760356,0.9943819046020508|3.2582011044723913e-07,1,-0.0000023246063847182086|Landed
644.0756225585938,251.9659423828125,459.8360595703125|-0.0337364487349987,0.000001354501478090242,0.999430775642395|-8.007286567135452e-08,1,-0.0000013579758615378523|Landed
644.2506713867188,252.09632873535156,460.2865295410156|0.022053129971027374,0.0000016625003809167538,0.9997568130493164|-2.6212598314145907e-08,1,-0.0000016623265537418774|Running
644.3966674804688,252.1554718017578,460.6182861328125|0.06261546164751053,0.0000017250448536287877,0.9980377554893494|-3.369524748109143e-08,1,-0.000001726322579997941|Running
644.6578979492188,252.2105712890625,461.1630554199219|0.12763214111328125,0.0000015913142306089867,0.9918215870857239|-1.254815629181394e-07,1,-0.0000015882884554230259|Running
644.82177734375,252.22837829589844,461.4863586425781|0.16339589655399323,0.00000145094645631616,0.986560583114624|-1.7537431062919495e-07,1,-0.0000014416661997529445|Running
645.1099243164062,252.2447967529297,462.0173645019531|0.21914589405059814,0.0000011959757557633566,0.975692093372345|-2.2013088596395392e-07,1,-0.0000011763290785893332|Running
645.2896728515625,252.2500762939453,462.3321228027344|0.24979987740516663,0.0000010832756061063264,0.9682974815368652|-2.3544437510736316e-07,1,-0.0000010580029083939735|Running
645.53271484375,252.25425720214844,462.7498474121094|0.28649193048477173,8.921401786210481e-07,0.9580826759338379|-2.296754644248722e-07,1,-8.624934366707748e-07|Running
645.779296875,252.2565155029297,463.1654968261719|0.3190656006336212,7.13681231445662e-07,0.9477326273918152|-2.0964736791029281e-07,1,-6.824603246968763e-07|Running
646.1006469726562,252.25796508789062,463.6770935058594|0.3570249676704407,5.90565264246834e-07,0.9340948462486267|-1.9788706140388967e-07,1,-5.565972855947621e-07|Running
646.3033447265625,252.25843811035156,463.9775390625|0.37905749678611755,5.678172101397649e-07,0.9253731369972229|-2.0313024151619175e-07,1,-5.304013370732719e-07|Running
646.6661376953125,252.25885009765625,464.4605712890625|0.418001651763916,6.275427608670725e-07,0.9084462523460388|-2.483742207459727e-07,1,-5.765029413851153e-07|Running
646.9215698242188,252.25900268554688,464.6856384277344|0.48401618003845215,0.0000025305514554929687,0.8750590682029724|-0.0000011393533441150794,1,-0.0000022616600290348288|Running
647.3463745117188,252.2591094970703,464.83746337890625|0.5883691310882568,0.0000073444862209726125,0.8085924983024597|-0.000003845990249828901,1,-0.0000062845306274539325|Running
647.8240966796875,252.25917053222656,464.8948669433594|0.6777603030204773,0.000008438181794190314,0.7352828979492188|-0.00000507064578414429,1,-0.0000068021422521269415|Running
648.4246826171875,252.25918579101562,464.96002197265625|0.764287531375885,0.000006264066541916691,0.6448756456375122|-0.000004400683337735245,1,-0.000004498044290812686|Running
648.9052124023438,252.25918579101562,465.0120544433594|0.8160130381584167,0.000004546743639366468,0.5780335068702698|-0.0000035210280202591093,1,-0.000002895228135457728|Running
649.265625,252.25918579101562,465.0511169433594|0.846318781375885,0.000003512994453558349,0.5326767563819885|-0.00000286526278614474,1,-0.000002042643700406188|Running
649.8662109375,252.25918579101562,465.1161804199219|0.8856444954872131,0.0000023301929559238488,0.46436387300491333|-0.0000020148900148342364,1,-0.0000011751917554647662|Running
650.1915283203125,252.25918579101562,465.2193908691406|0.8816484212875366,0.0000012768393844453385,0.4719069004058838|-0.0000011260912060606643,1,-6.018622684678121e-07|Running
650.6205444335938,252.25918579101562,465.5982360839844|0.8518618941307068,0.0000010004084742831765,0.5237663984298706|-8.842037004797021e-07,1,-4.719450714674167e-07|Running
650.8484497070312,252.25918579101562,465.8792724609375|0.8324563503265381,0.000001271214955522737,0.554090678691864|-0.0000010903254406002816,1,-6.561501777468948e-07|Running
651.2272338867188,252.25918579101562,466.34991455078125|0.8019600510597229,0.0000011263732631050516,0.5973776578903198|-9.298414624936413e-07,1,-6.37247751456016e-07|Running
651.4544677734375,252.25918579101562,466.63238525390625|0.7853034138679504,9.141936629930569e-07,0.6191111207008362|-7.374279675786966e-07,1,-5.412420023276354e-07|Running
651.8350830078125,252.25918579101562,467.1015930175781|0.7607603073120117,5.780212291028874e-07,0.6490329504013062|-4.492355571983353e-07,1,-3.640195131993096e-07|Running
652.0646362304688,252.25918579101562,467.38214111328125|0.7479592561721802,4.4976525259698974e-07,0.6637446880340576|-3.426449950438837e-07,1,-2.91498764681819e-07|Running
652.4532470703125,252.25918579101562,467.84478759765625|0.7304850816726685,2.6559686716609576e-07,0.6829286217689514|-1.969906975318736e-07,1,-1.7820030961956945e-07|Running
652.6888427734375,252.25918579101562,468.1202697753906|0.7219730019569397,1.916223197895306e-07,0.6919212341308594|-1.401711386961324e-07,1,-1.3068328996723722e-07|Running
653.0035400390625,252.25918579101562,468.487060546875|0.7123610973358154,1.444605572942237e-07,0.7018131017684937|-1.0377724635191043e-07,1,-1.005020919819799e-07|Running
653.3969116210938,252.25918579101562,468.9454345703125|0.7020261883735657,1.4550785465416993e-07,0.7121511101722717|-1.028034333216965e-07,1,-1.0297976871243009e-07|Running
653.6329345703125,252.25918579101562,469.220458984375|0.6966820359230042,1.324982008554798e-07,0.7173800468444824|-9.304060455406216e-08,1,-9.434118197759744e-08|Running
653.9476318359375,252.25918579101562,469.587158203125|0.6904674768447876,1.252448811328577e-07,0.7233633995056152|-8.718730981627232e-08,1,-8.992005717800566e-08|Running
654.3410034179688,252.25918579101562,470.0455627441406|0.6837621927261353,1.1790844212100637e-07,0.7297049164772034|-8.113441651858011e-08,1,-8.555758768125088e-08|Running
654.5770263671875,252.25918579101562,470.3205871582031|0.6803047060966492,1.140528311793787e-07,0.7329294085502625|-7.800064594221112e-08,1,-8.321213584849829e-08|Running
654.8917236328125,252.25918579101562,470.6872863769531|0.6762953400611877,1.2433505958142632e-07,0.7366306185722351|-8.431950249132569e-08,1,-9.137574608075738e-08|Running
655.2850952148438,252.25918579101562,471.1456604003906|0.671983540058136,9.560472591374491e-08,0.740566074848175|-6.433234034375346e-08,1,-7.072218721759782e-08|Running
655.5211181640625,252.25918579101562,471.4206848144531|0.669765830039978,9.860304572839595e-08,0.7425723671913147|-6.598409640901082e-08,1,-7.327117401700889e-08|Running
655.9144897460938,252.25918579101562,471.8790588378906|0.6665812134742737,1.0936427230490153e-07,0.745432436466217|-7.270399038361575e-08,1,-8.169909904154338e-08|Running
656.2291259765625,252.25918579101562,472.2457580566406|0.6644203662872314,7.806107049646016e-08,0.747359037399292|-5.171158790062691e-08,1,-5.847635620170877e-08|Running
656.5438232421875,252.25918579101562,472.6124572753906|0.6625783443450928,5.6776624290932887e-08,0.7489926218986511|-3.741489607023141e-08,1,-4.2705796232667126e-08|Running
656.7798461914062,252.25918579101562,472.8874816894531|0.6613780856132507,4.572754264131618e-08,0.7500526905059814|-2.9964979830765515e-08,1,-3.454338681763147e-08|Running
657.1732177734375,252.25918579101562,473.3458557128906|0.6596373319625854,3.4086458100546224e-08,0.7515840530395508|-2.2045163916573074e-08,1,-2.6004604691820532e-08|Running
657.4879150390625,252.25918579101562,473.712646484375|0.6584550142288208,2.9482494667831816e-08,0.7526201009750366|-1.8825886627382715e-08,1,-2.2702682400677077e-08|Running
657.7239379882812,252.25918579101562,473.9877624511719|0.657690703868866,2.8014706998646943e-08,0.7532880902290344|-1.7721891509836496e-08,1,-2.171703350484222e-08|Running
658.1173095703125,252.25918579101562,474.4463195800781|0.6565847396850586,2.8280430441895987e-08,0.7542522549629211|-1.7667876051064013e-08,1,-2.2114578612786318e-08|Running
658.4320068359375,252.25918579101562,474.8131408691406|0.6558343172073364,3.0374661008636394e-08,0.7549048662185669|-1.8861401329672844e-08,1,-2.385029773677161e-08|Running
658.7467041015625,252.25918579101562,475.1799621582031|0.6551953554153442,3.364696610219653e-08,0.7554594874382019|-2.0827780389254258e-08,1,-2.6474880954197033e-08|Running
659.0614013671875,252.25918579101562,475.5467834472656|0.6546472311019897,3.7778107753183576e-08,0.7559345364570618|-2.3356280465236523e-08,1,-2.9748585816946616e-08|Running
659.3760986328125,252.25918579101562,475.9136047363281|0.6541762948036194,4.2540055034123725e-08,0.7563421130180359|-2.6297128030705608e-08,1,-3.349952137909895e-08|Running
659.6121215820312,252.25918579101562,476.188720703125|0.6538693904876709,4.642318174319371e-08,0.7566074728965759|-2.8706258703437015e-08,1,-3.654872315905777e-08|Running
660.0054931640625,252.25918579101562,476.6472473144531|0.6534245610237122,5.3323908844049583e-08,0.7569916248321533|-3.3000972621266556e-08,1,-4.195590008748695e-08|Running
660.3201904296875,252.25918579101562,477.0140686035156|0.6531227827072144,5.9141388675243434e-08,0.757252037525177|-3.662996661546458e-08,1,-4.650700446973133e-08|Running
660.5562133789062,252.25918579101562,477.2891845703125|0.6529278755187988,6.362871829423966e-08,0.7574201226234436|-3.943246085214014e-08,1,-5.0014737240644536e-08|Running
660.8709106445312,252.25918579101562,477.656005859375|0.6527007222175598,6.973161958967466e-08,0.757615864276886|-4.324682834067062e-08,1,-5.478288755966787e-08|Running
661.1856079101562,252.25918579101562,478.0228271484375|0.6525041460990906,7.593862960675324e-08,0.7577851414680481|-4.7128587254974263e-08,1,-5.963040194956193e-08|Running
661.5003051757812,252.25918579101562,478.3896484375|0.652334988117218,8.222161795856664e-08,0.7579307556152344|-5.1059490857596757e-08,1,-6.453587531041194e-08|Running
661.8936767578125,252.25918579101562,478.8481750488281|0.6521548628807068,9.015047197635795e-08,0.7580857276916504|-5.602162289619628e-08,1,-7.072511465366915e-08|Running
662.2083740234375,252.25918579101562,479.2149963378906|0.6520335674285889,9.653637533801884e-08,0.7581900954246521|-6.001891250662084e-08,1,-7.570928062250459e-08|Running
662.4443969726562,252.25918579101562,479.4901123046875|0.6519553065299988,1.013427137763756e-07,0.7582573890686035|-6.302778388089791e-08,1,-7.946037072770196e-08|Running
662.7590942382812,252.25918579101562,479.85693359375|0.6518641710281372,1.0776633274645064e-07,0.7583357095718384|-6.7049334973035e-08,1,-8.447349841844698e-08|Running
663.1524658203125,252.25918579101562,480.3154602050781|0.6517664790153503,1.158123552613688e-07,0.7584196925163269|-7.20868342796166e-08,1,-9.075261431235049e-08|Running
663.3884887695312,252.25918579101562,480.590576171875|0.651716411113739,1.2064568011282972e-07,0.7584627270698547|-7.511300026408207e-08,1,-9.452449489799619e-08|Running
663.7818603515625,252.25918579101562,481.0491027832031|0.6516447067260742,1.2870563637079613e-07,0.7585243582725525|-8.015942398742482e-08,1,-1.0081438972520118e-07|Running
664.0965576171875,252.25918579101562,481.4159240722656|0.651596188545227,1.351551759398717e-07,0.7585660219192505|-8.419755914701454e-08,1,-1.0584756893194935e-07|Running
664.3325805664062,252.25918579101562,481.6910400390625|0.6515648365020752,1.2250318093265378e-07,0.7585929036140442|-7.632763043829982e-08,1,-9.592862681984116e-08|Running
664.6472778320312,252.25918579101562,482.057861328125|0.6515284180641174,5.9032625898680635e-08,0.758624255657196|-3.6795409386058964e-08,1,-4.6214410076572676e-08|Running
664.9619750976562,252.25918579101562,482.4246826171875|0.6514968276023865,-4.381095486394315e-09,0.7586513757705688|2.7000159885659514e-09,1,3.45619044495038e-09|Running
665.2766723632812,252.25918579101562,482.79150390625|0.6514696478843689,-6.773871774612417e-08,0.758674681186676|4.215932492002139e-08,1,5.308361750167023e-08|Running
665.6700439453125,252.25918579101562,483.2500305175781|0.6514407992362976,-9.08472799210358e-08,0.7586994171142578|5.656113799545892e-08,1,7.117580480553443e-08|Running
665.9847412109375,252.25918579101562,483.6168518066406|0.6514213681221008,-7.945563140765444e-08,0.7587161660194397|4.9479975672284127e-08,1,6.224108517471905e-08|Running
666.2207641601562,252.25918579101562,483.8919677734375|0.6514087915420532,-7.091773568390636e-08,0.758726954460144|4.417280763391318e-08,1,5.55445893724027e-08|Running
666.5354614257812,252.25918579101562,484.2587890625|0.6513941287994385,-5.954184700840415e-08,0.7587395310401917|3.7101628436175815e-08,1,4.6622140814633894e-08|Running
666.9288330078125,252.25918579101562,484.7173156738281|0.6513784527778625,-4.533500330694551e-08,0.7587530016899109|2.8270873642100014e-08,1,3.547922133861903e-08|Running
667.1648559570312,252.25918579101562,484.992431640625|0.6513704657554626,-3.6817915827214165e-08,0.7587598562240601|2.2976839986199593e-08,1,2.8798941897889563e-08|Running
667.4795532226562,252.25918579101562,485.3592529296875|0.6513611674308777,-2.547006339170821e-08,0.75876784324646|1.5923323104516385e-08,1,1.989835318738642e-08|Running
667.8729248046875,252.25918579101562,485.8177795410156|0.651351273059845,-1.1298610047560942e-08,0.7587763667106628|7.114812294872763e-09,1,8.783046290261609e-09|Running
668.1089477539062,252.25918579101562,486.0928955078125|0.6513462066650391,-2.8028919185629775e-09,0.7587807178497314|1.8341913543551414e-09,1,2.119450615012397e-09|Running
668.5023193359375,252.25918579101562,486.5514221191406|0.6513389348983765,1.134467186858501e-08,0.7587869167327881|-6.959351761537391e-09,1,-8.97719143466702e-09|Running
668.7383422851562,252.25918579101562,486.8265380859375|0.6513351798057556,1.982601993688604e-08,0.758790135383606|-1.2230979784533247e-08,1,-1.562955631584373e-08|Running
669.0530395507812,252.25918579101562,487.193359375|0.6513308882713318,3.1126077715271094e-08,0.758793830871582|-1.925456416529414e-08,1,-2.4492802452869e-08|Running
669.4464111328125,252.25918579101562,487.6518859863281|0.6513262987136841,4.5237634083150624e-08,0.7587977647781372|-2.8025603171499824e-08,1,-3.556128191917196e-08|Running
669.7611083984375,252.25918579101562,488.0187072753906|0.6513231992721558,5.65160611643023e-08,0.7588004469871521|-3.503568279938918e-08,1,-4.4407602928231427e-08|Running
669.9971313476562,252.25918579101562,488.2938232421875|0.6513211727142334,6.496857452020777e-08,0.7588021755218506|-4.02893114426206e-08,1,-5.103740718936933e-08|Running
670.3118286132812,252.25918579101562,488.66064453125|0.6513188481330872,7.623018660751768e-08,0.758804202079773|-4.7288910565157494e-08,1,-5.987055828882148e-08|Running
670.6265258789062,252.25918579101562,489.0274658203125|0.6513168215751648,8.748219215704012e-08,0.7588059306144714|-5.428251981243193e-08,1,-6.869618829341562e-08|Running
670.9412231445312,252.25918579101562,489.394287109375|0.6513150334358215,9.872459116877508e-08,0.7588074207305908|-6.127014273715758e-08,1,-7.75143007558654e-08|Running
671.3345947265625,252.25918579101562,489.8528137207031|0.6513131856918335,1.1276409850324853e-07,0.7588090300559998|-6.999627544246323e-08,1,-8.852636312894901e-08|Running
671.5706176757812,252.25918579101562,490.1279296875|0.6513121724128723,1.2118061931687407e-07,0.7588098645210266|-7.522747580424038e-08,1,-9.51279659489046e-08|Running
671.9659423828125,252.25918579101562,490.58477783203125|0.6517346501350403,1.353678413806847e-07,0.7584470510482788|-8.40541147795193e-08,1,-1.0625246460449489e-07|Running
672.2032470703125,252.25918579101562,490.8587951660156|0.6520426869392395,9.1201521001949e-08,0.7581822276115417|-5.664001889726933e-08,1,-7.157883885611227e-08|Running
672.5308837890625,252.25918579101562,491.2141418457031|0.654945969581604,4.089670468943041e-08,0.755675733089447|-2.5661458735726228e-08,1,-3.187853536701368e-08|Running
672.8801879882812,252.25918579101562,491.5479431152344|0.6632596254348755,7.759629028214476e-08,0.7483894228935242|-5.194776875327989e-08,1,-5.764570332189578e-08|Running
673.24658203125,252.25918579101562,491.863037109375|0.6759772896766663,1.5171876555086783e-07,0.7369224429130554|-1.0199217115314241e-07,1,-1.1232439334207811e-07|Running
673.6189575195312,252.25918579101562,492.1711120605469|0.6894979476928711,1.933240412199666e-07,0.7242876291275024|-1.3144124011432723e-07,1,-1.4178839080614125e-07|Running
674.0001220703125,252.25918579101562,492.4681701660156|0.7036994099617004,2.1506967584628e-07,0.7104978561401367|-1.4903048395353835e-07,1,-1.5509830575410888e-07|Running
674.3959350585938,252.25918579101562,492.745361328125|0.7201841473579407,2.764681710232253e-07,0.6937829256057739|-1.9605744228101685e-07,1,-1.9497552727898437e-07|Running
674.914306640625,252.25918579101562,493.05535888671875|0.7454075217247009,4.5777761670251493e-07,0.6666090488433838|-3.350974111526739e-07,1,-3.120171641057823e-07|Running
675.1704711914062,252.25918579101562,493.2853088378906|0.7299749851226807,5.194935397412337e-07,0.6834738254547119|-3.835826873910264e-07,1,-3.503978973640187e-07|Running
675.4390869140625,252.25918579101562,493.8079528808594|0.6813400387763977,0.0000014949795286156586,0.731967031955719|-0.000001062028900378209,1,-0.0000010538407195781474|Running
675.6251831054688,252.25918579101562,494.2538146972656|0.6437954306602478,0.0000016416574908362236,0.7651976346969604|-0.0000011172221547894878,1,-0.000001205433704853931|Running
675.7662353515625,252.25918579101562,494.5877685546875|0.6187880039215088,0.0000013413623491942417,0.7855580449104309|-8.78983826169133e-07,1,-0.0000010151480864806217|Running
675.9546508789062,252.25918579101562,495.0328369140625|0.5889811515808105,9.009536938719975e-07,0.8081467747688293|-5.562140472648025e-07,1,-7.094677698660234e-07|Running
676.1902465820312,252.25918579101562,495.5892028808594|0.5561376214027405,5.953285153736942e-07,0.8310902118682861|-3.424136423291202e-07,1,-4.871906753578514e-07|Running
676.378662109375,252.25918579101562,496.0343017578125|0.5334954857826233,4.5424502559399116e-07,0.845802903175354|-2.502789868685795e-07,1,-3.7919272699582507e-07|Running
676.567138671875,252.25918579101562,496.4793701171875|0.5139431953430176,3.3228772622351244e-07,0.8578242063522339|-1.7634022242418723e-07,1,-2.8171140797894623e-07|Running
676.755615234375,252.25918579101562,496.9244384765625|0.4969673156738281,2.409911701306555e-07,0.8677692413330078|-1.2331700816048397e-07,1,-2.0709035197796766e-07|Running
676.9440307617188,252.25918579101562,497.3695373535156|0.48223838210105896,1.7680081043636164e-07,0.8760400414466858|-8.748036606220921e-08,1,-1.5366239836112072e-07|Running
677.1325073242188,252.25918579101562,497.8146057128906|0.46947839856147766,1.558654219024902e-07,0.8829439282417297|-7.461049733592517e-08,1,-1.3685738053936802e-07|Running
677.3209838867188,252.25918579101562,498.2596740722656|0.45843982696533203,1.3327625936199183e-07,0.8887254595756531|-6.22412272832662e-08,1,-1.178568709292449e-07|Running
677.4623413085938,252.25918579101562,498.5934753417969|0.451208233833313,1.391594963706666e-07,0.8924186825752258|-6.381569050972757e-08,1,-1.2366989210477186e-07|Running
677.6508178710938,252.25918579101562,499.0385437011719|0.4427282214164734,1.217829321831232e-07,0.8966558575630188|-5.4796323922801093e-08,1,-1.0876308209617491e-07|Running
677.8392333984375,252.25918579101562,499.483642578125|0.4353545010089874,1.2084035461157328e-07,0.9002591371536255|-5.3292655621817175e-08,1,-1.0845672449022459e-07|Running
678.0277099609375,252.25918579101562,499.9287109375|0.4289880394935608,1.1307100322710539e-07,0.9033101797103882|-4.897809091630734e-08,1,-1.0191403987391823e-07|Running
678.2178344726562,252.25918579101562,500.3730773925781|0.4238795340061188,1.0618054346878125e-07,0.9057185649871826|-4.531652209038839e-08,1,-9.60251824722036e-08|Running
678.4099731445312,252.25918579101562,500.81658935546875|0.42002853751182556,1.1506575958719623e-07,0.9075108766555786|-4.8378858252817736e-08,1,-1.0440123077160024e-07|Running
678.6023559570312,252.25918579101562,501.25994873046875|0.41691160202026367,1.0710751752185388e-07,0.9089470505714417|-4.4583035929690595e-08,1,-9.738778317114338e-08|Running
678.8428344726562,252.25918579101562,501.81414794921875|0.4136301279067993,7.00430859978951e-08,0.9104450345039368|-2.872990911839679e-08,1,-6.388033568782703e-08|Running
679.0369262695312,252.25918579101562,502.25677490234375|0.41180333495140076,5.0546503871373716e-08,0.9112727642059326|-2.0298930536455373e-08,1,-4.62949643065258e-08|Running
679.1826782226562,252.25918579101562,502.5886535644531|0.41075077652931213,3.879983623278349e-08,0.9117476344108582|-1.5174130396644614e-08,1,-3.5719370572451226e-08|Running
679.3787841796875,252.25918579101562,503.0303955078125|0.4099377393722534,2.5008944248838816e-08,0.9121134877204895|-9.119967891990655e-09,1,-2.3319822517464672e-08|Running
679.5753173828125,252.25918579101562,503.4720458984375|0.40940821170806885,1.1948730005428843e-08,0.9123513102531433|-3.37105210412858e-09,1,-1.1583908055001757e-08|Running
679.7718505859375,252.25918579101562,503.9136962890625|0.4089810848236084,-7.2190547983908e-10,0.9125428795814514|2.214575633985305e-09,1,-2.0143058054866714e-10|Running
679.9647827148438,252.25918579101562,504.3568115234375|0.40785613656044006,-1.2328346343792873e-08,0.9130461812019348|7.360173803760972e-09,1,1.0214657564233676e-08|Running
680.19189453125,252.25918579101562,504.9166259765625|0.40316033363342285,-9.442502779677397e-09,0.9151293635368347|6.704484079023132e-09,1,7.364555187905353e-09|Running
680.3184204101562,252.25918579101562,505.25628662109375|0.39822712540626526,2.402913246157823e-08,0.9172868728637695|-6.45611031302451e-09,1,-2.339304749909843e-08|Running
680.4703369140625,252.25918579101562,505.715087890625|0.3879196047782898,1.063753032326531e-07,0.9216932058334351|-3.975154427848793e-08,1,-9.868239914112564e-08|Running
680.6431884765625,252.25918579101562,506.2939453125|0.3715605139732361,1.1609176198135174e-07,0.9284087419509888|-4.451300839036776e-08,1,-1.0722915533278865e-07|Running
680.741943359375,252.25918579101562,506.64276123046875|0.36148184537887573,1.1911942721098967e-07,0.9323791265487671|-4.4735958937280884e-08,1,-1.1041451131177382e-07|Running
680.8634033203125,252.25918579101562,507.11053466796875|0.34706011414527893,1.2832677498408884e-07,0.9378429055213928|-4.6212814908130895e-08,1,-1.1973023106293113e-07|Running
680.9705810546875,252.25918579101562,507.581787109375|0.3307473659515381,1.5622960347627668e-07,0.9437193274497986|-5.373437517164348e-08,1,-1.46714285165217e-07|Running
681.0780639648438,252.25918579101562,508.1762390136719|0.3061523735523224,2.2824778511676413e-07,0.9519824981689453|-7.345899888377971e-08,1,-2.161364562880408e-07|Running
681.1541137695312,252.25918579101562,508.653564453125|0.28609272837638855,2.569099990523682e-07,0.9582019448280334|-7.804276691558698e-08,1,-2.448153395562258e-07|Running
681.2089233398438,252.25918579101562,509.0118713378906|0.2721039950847626,2.4121197839122033e-07,0.9622678756713867|-6.994299184270858e-08,1,-2.3089226885986136e-07|Running
681.2815551757812,252.25918579101562,509.4896545410156|0.2553497850894928,1.9141175755521544e-07,0.9668487310409546|-5.197714614268989e-08,1,-1.8424744041567465e-07|Running
681.3721923828125,252.25918579101562,510.0870056152344|0.23718924820423126,1.5081302251473971e-07,0.9714634418487549|-3.744885646028706e-08,1,-1.460997367530581e-07|Running
681.4429931640625,252.25918579101562,510.56512451171875|0.22448089718818665,1.3887687089209066e-07,0.9744784832000732|-3.249368418778431e-08,1,-1.350287988088894e-07|Running
681.4959106445312,252.25918579101562,510.9237365722656|0.21612538397312164,1.3825453493154782e-07,0.9763656258583069|-3.110401536332574e-08,1,-1.3471608895088139e-07|Running
681.56640625,252.25918579101562,511.4018859863281|0.20633715391159058,1.296167653208613e-07,0.9784809350967407|-2.7881174702315548e-08,1,-1.2658789216857258e-07|Running
681.636962890625,252.25918579101562,511.8800354003906|0.1978432983160019,1.2353385159258323e-07,0.9802336692810059|-2.5356129640385916e-08,1,-1.2090720247215359e-07|Running
681.70751953125,252.25918579101562,512.3582763671875|0.1905243694782257,1.1405069244574406e-07,0.9816824793815613|-2.2372763197608947e-08,1,-1.1183670522996181e-07|Running
681.776123046875,252.25918579101562,512.8367309570312|0.183817058801651,1.1692250723172037e-07,0.9829604625701904|-2.1984675413477817e-08,1,-1.1483813722179548e-07|Running
681.842529296875,252.25918579101562,513.3154907226562|0.17745493352413177,1.0662058258503748e-07,0.9841289520263672|-1.9387096372724955e-08,1,-1.0484423995649195e-07|Running
681.90673828125,252.25918579101562,513.7944946289062|0.17135965824127197,1.1739864902438057e-07,0.9852085113525391|-2.0570730896452005e-08,1,-1.1558329759964181e-07|Running
681.9866943359375,252.25918579101562,514.3932495117188|0.16458635032176971,1.0720686560716786e-07,0.9863626956939697|-1.81065651361223e-08,1,-1.0566779451437469e-07|Running
682.1563110351562,252.25918579101562,514.811767578125|0.23006245493888855,0.0000015095746448423597,0.9731758832931519|-3.068954015361669e-07,1,-0.0000014786326119065052|Running
682.393310546875,252.25918579101562,515.0646362304688|0.29311230778694153,0.0000034545985272416146,0.9560779929161072|-8.405218068219256e-07,1,-0.0000033556163998582633|Running
682.7562866210938,252.25918579101562,515.3818969726562|0.3669297695159912,0.000004001581601187354,0.9302486181259155|-0.0000012029149729642086,1,-0.000003827144610113464|Running
683.1170043945312,252.25918579101562,515.7034912109375|0.42770034074783325,0.0000030115950266917935,0.903920590877533|-0.0000011026817219317309,1,-0.0000028099566407036036|Running
683.4758911132812,252.25918579101562,516.027099609375|0.4775964319705963,0.000002012276127061341,0.878579318523407|-8.742413228901569e-07,1,-0.0000018151366703023086|Running
683.8308715820312,252.25918579101562,516.3551635742188|0.517962634563446,0.0000013627851558339898,0.8554032444953918|-6.679869670733751e-07,1,-0.0000011886706943187164|Running
684.2637939453125,252.25918579101562,516.776611328125|0.5562705397605896,8.078193332039518e-07,0.8310012221336365|-4.338730548170133e-07,1,-6.816698601141979e-07|Running
