Mt Sangkala|true|40121
-397.6578674316406,293.7409362792969,-781.933837890625|0.7200026512145996,-0.0005493175121955574,-0.6939711570739746|0.00022540143982041627,0.9999998807907104,-0.0005577001720666885|Running
-397.1793212890625,294.6268005371094,-781.9650268554688|0.8487088084220886,-0.0008544764714315534,-0.5288599133491516|0.0004400962789077312,0.9999995827674866,-0.0009094327688217163|Running
-396.70147705078125,295.49224853515625,-781.995849609375|0.9401700496673584,-0.0011902045225724578,-0.34070369601249695|0.000782604212872684,0.9999988675117493,-0.001333775231614709|Running
-396.207275390625,296.30322265625,-782.0276489257812|0.9671474695205688,-0.0006713970215059817,-0.2542153298854828|0.0004907283000648022,0.9999996423721313,-0.0007741081062704325|Running
-395.7084655761719,297.0596618652344,-782.0594482421875|0.9755336046218872,-0.00018310709856450558,-0.2198505997657776|0.00014001083036419004,1.0000001192092896,-0.00021160667529329658|Running
-395.20941162109375,297.7616271972656,-782.0899658203125|0.9804854989051819,0,-0.19659146666526794|-0.0000016858826938914717,1,-0.0000084082157627563|Running
-394.7102355957031,298.4090881347656,-782.1196899414062|0.9841450452804565,0,-0.1773652285337448|0.000003006023689522408,1,0.00001667949982220307|Running
-394.2110290527344,299.0020446777344,-782.1478271484375|0.9870225191116333,0,-0.1605822741985321|0.0000014599285123040318,1.0000001192092896,0.000008973483090812806|Running
-393.71173095703125,299.5404968261719,-782.1742553710938|0.9893393516540527,0,-0.1456284075975418|3.3414735867154377e-07,1,0.000002270059439979377|Running
-393.0874328613281,300.1369323730469,-782.2041015625|0.991657018661499,0,-0.12890473008155823|-2.223396045053505e-08,1.0000001192092896,-1.710446326796955e-07|Freefall
-392.7127990722656,300.45391845703125,-782.22021484375|0.9927966594696045,0,-0.11981187015771866|-3.429240535979261e-08,1.0000001192092896,-2.841570108103042e-07|Freefall
-392.213134765625,300.828857421875,-782.2382202148438|0.9941076040267944,0,-0.10839816927909851|-1.6091023624653644e-08,1.0000001192092896,-1.4756899702206283e-07|Freefall
-391.7133483886719,301.1493225097656,-782.2528076171875|0.9952263236045837,0,-0.09759394824504852|-4.0893306518796635e-09,1,-4.170145473381126e-08|Freefall
-391.2134704589844,301.415283203125,-782.2638549804688|0.9961838722229004,0,-0.08728014677762985|-8.159048436873206e-10,1.0000001192092896,-9.31244148461019e-09|Freefall
-390.8385314941406,301.5789794921875,-782.2695922851562|0.9968081116676331,0,-0.07983498275279999|-6.095459137434034e-10,1,-7.610702290605786e-09|Freefall
-390.2135009765625,301.78369140625,-782.276611328125|0.9976733922958374,0,-0.06817577034235|-9.103684472933082e-10,1.0000001192092896,-1.3322187797371043e-08|Freefall
-389.7135009765625,301.88616943359375,-782.2803955078125|0.9982131719589233,0,-0.05975423753261566|-1.0175748021978848e-09,1.0000001192092896,-1.6998903618059558e-08|Freefall
-389.2135009765625,301.9341125488281,-782.2832641601562|0.9986342191696167,0,-0.05224648490548134|-9.440453974107754e-10,1,-1.804439087038645e-08|Freefall
-388.7135009765625,301.9275817871094,-782.2852783203125|0.9989628791809082,0,-0.04553224891424179|-7.217452191454754e-10,1,-1.5834856981200574e-08|Freefall
-388.2134704589844,301.8665466308594,-782.2864379882812|0.9992176294326782,0,-0.03955122083425522|-5.848315720591302e-10,1.0000001192092896,-1.4775119794308011e-08|Freefall
-387.7134704589844,301.7510070800781,-782.2867431640625|0.999417781829834,0,-0.034118570387363434|-4.7144932402432e-10,1,-1.380992298294359e-08|Freefall
-387.2134704589844,301.5809631347656,-782.2861328125|0.9995725154876709,0,-0.029235832393169403|-3.8230210663847686e-10,1.0000001192092896,-1.3070900806155805e-08|Freefall
-386.7134704589844,301.3564147949219,-782.28466796875|0.9996929168701172,0,-0.02478022687137127|-2.945675370291667e-10,1,-1.1883550143920729e-08|Freefall
-386.2134704589844,301.077392578125,-782.2822875976562|0.9997847080230713,0,-0.020751917734742165|-2.4625565475666633e-10,1.0000001192092896,-1.1864091931101939e-08|Freefall
-385.7134704589844,300.74383544921875,-782.27978515625|0.9998530149459839,0,-0.01715097576379776|-2.0967934333260274e-10,1.0000001192092896,-1.2223708267811162e-08|Freefall
-385.2134704589844,300.3558044433594,-782.2772827148438|0.9999005794525146,0,-0.01409901026636362|-1.7123281959019465e-10,1.0000001192092896,-1.2143817507137555e-08|Freefall
-384.73828125,300.5942687988281,-782.2750244140625|0.9999139308929443,0,-0.013122630305588245|-1.319302028734981e-10,1.0000001192092896,-1.0052775500923872e-08|Climbing
-384.3028259277344,300.94207763671875,-782.27294921875|0.9999147653579712,0,-0.01306160632520914|-1.0294779612118887e-10,1.0000001192092896,-7.881038932566753e-09|Climbing
-383.9071044921875,301.2920227050781,-782.2710571289062|0.9999154806137085,0,-0.013000579550862312|-7.422972653214899e-11,1,-5.709241523987885e-09|Climbing
-384.0596008300781,301.5810241699219,-782.2634887695312|0.9919400215148926,-0.0000915524287847802,0.12670856714248657|-0.00016877624148037285,0.9999979734420776,0.0020438095089048147|Climbing
-384.1528625488281,301.9298400878906,-782.260986328125|0.9898012280464172,-0.00006103479245211929,0.14245520532131195|-0.00001539575168862939,0.9999998211860657,0.0005354210152290761|Climbing
-384.2064514160156,302.2798156738281,-782.2594604492188|0.9895445108413696,0,0.14422783255577087|0.000014118271792540327,1,-0.00009686520206741989|Climbing
-384.2214050292969,302.6297912597656,-782.2589721679688|0.9895090460777283,0,0.14447124302387238|0.000012576468179759104,1.0000001192092896,-0.00008613844693172723|Climbing
-384.2218933105469,302.9797668457031,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|0.0000016456619960081298,1.0000001192092896,-0.000011271428775216918|Climbing
-384.2218933105469,303.3297424316406,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-0.0000010247885029457393,1.0000001192092896,0.000007018957603577292|Climbing
-384.2218933105469,303.6797180175781,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-4.576021126467822e-07,1.0000001192092896,0.0000031341976409748895|Climbing
-384.2218933105469,304.0296936035156,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-8.869716627835089e-10,1.0000001192092896,6.0750253716435054e-09|Climbing
-384.2218933105469,304.3796691894531,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|5.2676295325682077e-08,1.0000001192092896,-3.60789243813997e-07|Climbing
-384.2218933105469,304.7296447753906,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|1.5639468387007582e-08,1.0000001192092896,-1.0711747222558188e-07|Climbing
-384.2218933105469,305.0796203613281,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-7.036493165912816e-09,1.0000001192092896,4.819418464308001e-08|Climbing
-384.2218933105469,305.4295959472656,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.311187602937025e-08,1.0000001192092896,8.980555321613792e-08|Climbing
-384.2218933105469,305.7795715332031,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.637857494074524e-08,1.0000001192092896,1.1217974815735943e-07|Climbing
-384.2218933105469,306.1295471191406,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.458532761233755e-08,1.0000001192092896,9.989748406269428e-08|Climbing
-384.2218933105469,306.4795227050781,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-7.73861152936206e-09,1.0000001192092896,5.300311656242229e-08|Climbing
-384.2218933105469,306.8294982910156,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-8.97745155992169e-10,1.0000001192092896,6.148814790662982e-09|Climbing
-384.2218933105469,307.1794738769531,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|5.937277780532213e-09,1.0000001192092896,-4.066546210879096e-08|Climbing
-384.2218933105469,307.5294494628906,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|1.2766461665592033e-08,1.0000001192092896,-8.743975143943317e-08|Climbing
-384.2218933105469,307.8794250488281,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|1.42363365540632e-08,1.0000001192092896,-9.750718277246051e-08|Climbing
-384.2218933105469,308.2294006347656,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|1.0353767621040788e-08,1.0000001192092896,-7.09147798261256e-08|Climbing
-384.2218933105469,308.5793762207031,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|6.474515146237536e-09,1.0000001192092896,-4.434509648376661e-08|Climbing
-384.2218933105469,308.9293518066406,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|2.5985757989843705e-09,1.0000001192092896,-1.7798104323674124e-08|Climbing
-384.2218933105469,309.2793273925781,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.2740523080978505e-09,1.0000001192092896,8.726209088649739e-09|Climbing
-384.2218933105469,309.6293029785156,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-5.143371506477479e-09,1.0000001192092896,3.5227859740416534e-08|Climbing
-384.2218933105469,309.9792785644531,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-9.00938701420273e-09,1.0000001192092896,6.170688493511989e-08|Climbing
-384.2218933105469,310.3292541503906,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.2872099830474326e-08,1.0000001192092896,8.816328289640296e-08|Climbing
-384.2218933105469,310.6792297363281,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.6731510399381477e-08,1.0000001192092896,1.1459707138783415e-07|Climbing
-384.2218933105469,311.0292053222656,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.2932226844952766e-08,1.0000001192092896,8.857510636062216e-08|Climbing
-384.2218933105469,311.3791809082031,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-6.5854788289243515e-09,1.0000001192092896,4.510510720479033e-08|Climbing
-384.2218933105469,311.7291564941406,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-2.4415305888148e-10,1.0000001192092896,1.6722474516228658e-09|Climbing
-384.2218933105469,312.0791320800781,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|6.091755988535397e-09,1.0000001192092896,-4.172351353304293e-08|Climbing
-384.2218933105469,312.4291076660156,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|1.2422253448107767e-08,1.0000001192092896,-8.508220616931794e-08|Climbing
-384.2218933105469,312.7790832519531,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|1.3641882290471585e-08,1.0000001192092896,-9.343565920971741e-08|Climbing
-384.2218933105469,313.1290588378906,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|9.757193275561349e-09,1.0000001192092896,-6.682873987529092e-08|Climbing
-384.2218933105469,313.4790344238281,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|5.875822495227112e-09,1.0000001192092896,-4.0244543697554036e-08|Climbing
-384.2218933105469,313.8290100097656,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|1.997767062889011e-09,1.0000001192092896,-1.3683058242008883e-08|Climbing
-384.2218933105469,314.1789855957031,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.8769759080328186e-09,1.0000001192092896,1.285573869580503e-08|Climbing
-384.2218933105469,314.5289611816406,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-5.748408415939821e-09,1.0000001192092896,3.937186576763452e-08|Climbing
-384.2218933105469,314.8789367675781,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-9.61653423559028e-09,1.0000001192092896,6.586534340158323e-08|Climbing
-384.2218933105469,315.2289123535156,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.3481354699251824e-08,1.0000001192092896,9.233617959125695e-08|Climbing
-384.2218933105469,315.5788879394531,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-1.495031831666438e-08,1.0000001192092896,1.0239737235906432e-07|Climbing
-384.2218933105469,315.9288635253906,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-9.243421139615293e-09,1.0000001192092896,6.330982671443053e-08|Climbing
-384.2218933105469,316.2788391113281,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|-3.541399395956546e-09,1.0000001192092896,2.4255669472950103e-08|Climbing
-384.2218933105469,316.6288146972656,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|2.1557517992931707e-09,1.0000001192092896,-1.4765125122551126e-08|Climbing
-384.2218933105469,316.9787902832031,-782.2589111328125|0.9895090460777283,0,0.14447124302387238|7.848035998847536e-09,1.0000001192092896,-5.375258282924733e-08|Climbing
-384.1536865234375,317.1388244628906,-782.2514038085938|0.9885323643684387,0.05392494052648544,0.14105324447155|-0.0535612553358078,0.9985443949699402,-0.0063763828948140144|Climbing
-384.0923767089844,317.25103759765625,-782.2534790039062|0.9912556409835815,0.11279458552598953,0.0684824213385582|-0.11108367890119553,0.9934078454971313,-0.028309457004070282|Climbing
-384.07891845703125,317.3211975097656,-782.2539672851562|0.9886210560798645,0.14758361876010895,0.0291138906031847|-0.14641748368740082,0.9884620904922485,-0.03879285976290703|Climbing
-384.0881652832031,317.36260986328125,-782.25244140625|0.9853400588035583,0.16915695369243622,0.022155502811074257|-0.1684419959783554,0.9852262735366821,-0.030928021296858788|Climbing
-384.1005554199219,317.3794860839844,-782.2569580078125|0.983616292476654,0.1779182404279709,0.029052859172225|-0.17736311256885529,0.9839277863502502,-0.02070228010416031|Climbing
-384.114013671875,317.2792053222656,-782.2576293945312|0.991446316242218,0.12859994173049927,0.02227763459086418|-0.12838655710220337,0.9916658401489258,-0.01076415367424488|Climbing
-384.139892578125,317.18768310546875,-782.2603759765625|0.9964599609375,0.081451416015625,0.02081298828125|-0.08133956044912338,0.9966673851013184,-0.006166935432702303|Climbing
-384.1629943847656,317.1280517578125,-782.26220703125|0.9986017942428589,0.049194611608982086,0.019348252564668655|-0.049133893102407455,0.9987858533859253,-0.0036015070509165525|Climbing
-384.17333984375,317.0911560058594,-782.2626953125|0.999285101890564,0.030456148087978363,0.02239961177110672|-0.030447857454419136,0.9995361566543579,-0.0007111807935871184|Climbing
-384.1781005859375,317.0687561035156,-782.2633056640625|0.9995445013046265,0.019165081903338432,0.02331548184156418|-0.019179554656147957,0.9998161196708679,0.00039715939783491194|Climbing
-384.1813049316406,317.05474853515625,-782.2637939453125|0.9996352195739746,0.012054461054503918,0.024169957265257835|-0.012058488093316555,0.9999273419380188,0.000020840350771322846|Climbing
-384.18408203125,317.0464782714844,-782.2637939453125|0.9996817111968994,0.007812397554516792,0.02398650161921978|-0.007811883930116892,0.9999695420265198,-0.0001151363758253865|Climbing
-384.1858825683594,317.04119873046875,-782.2637329101562|0.9996978044509888,0.005096450913697481,0.02404792234301567|-0.005095676053315401,0.9999870657920837,-0.00009351940389024094|Climbing
-384.1870422363281,317.0377502441406,-782.2637329101562|0.9997053146362305,0.003326450940221548,0.024048103019595146|-0.0033261743374168873,0.9999945163726807,-0.00005150587094249204|Climbing
-384.1878356933594,317.0355529785156,-782.2637329101562|0.9997069835662842,0.002166774356737733,0.02410917915403843|-0.0021667247638106346,0.9999977350234985,-0.000028192191166453995|Climbing
-384.1883544921875,317.0340881347656,-782.2637329101562|0.9997084140777588,0.0014038276858627796,0.024109214544296265|-0.001403812668286264,0.9999991059303284,-0.000017546055460115895|Climbing
-384.1886901855469,317.03314208984375,-782.2637329101562|0.999708890914917,0.0009155402076430619,0.02410922572016716|-0.0009155195439234376,0.9999996423721313,-0.000011898454431502614|Climbing
-384.18890380859375,317.03253173828125,-782.2637329101562|0.9997091293334961,0.0005798422498628497,0.024109231308102608|-0.0005798278143629432,0.9999998807907104,-0.000007590640052512754|Climbing
-384.1890563964844,317.0321350097656,-782.2637329101562|0.9997092485427856,0.0003967342490796,0.024109235033392906|-0.0003967184165958315,0.9999999403953552,-0.00000543981423106743|Climbing
-384.1891174316406,317.0318908691406,-782.2637329101562|0.9997093677520752,0.0002441441756673157,0.024109236896038055|-0.0002441381657263264,1.0000001192092896,-0.0000031934669095790014|Climbing
