bisu|false|19868
3235.75244140625,251.2799835205078,-982.8407592773438|0.4721944332122803,-0.8602915406227112,-0.19217407703399658|0.7645056247711182,0.5082042217254639,-0.39655977487564087|Swimming
3235.999755859375,251.45068359375,-982.9718017578125|0.4712713062763214,-0.8595572113990784,-0.1976480782032013|0.763551652431488,0.5097779035568237,-0.3963777422904968|Swimming
3236.2470703125,251.6217041015625,-983.1031494140625|0.4703362286090851,-0.8588454723358154,-0.202899768948555|0.7626293897628784,0.5112571120262146,-0.39624813199043274|Swimming
3236.49462890625,251.793212890625,-983.2347412109375|0.46940961480140686,-0.8582147359848022,-0.2076585739850998|0.761806309223175,0.5125389099121094,-0.3961755335330963|Swimming
3236.7421875,251.96542358398438,-983.3663940429688|0.468564510345459,-0.857685923576355,-0.21171236038208008|0.7611150741577148,0.5135908126831055,-0.39614179730415344|Swimming
3236.98974609375,252.13809204101562,-983.4981079101562|0.46768996119499207,-0.8573464751243591,-0.2149956375360489|0.7606338858604431,0.5142799019813538,-0.3961719572544098|Swimming
3237.23779296875,252.3111114501953,-983.6298217773438|0.4667906165122986,-0.8572096228599548,-0.21748149394989014|0.7603806853294373,0.5145946145057678,-0.39624935388565063|Swimming
3237.485595703125,252.48419189453125,-983.7612915039062|0.46580806374549866,-0.8572840094566345,-0.21928736567497253|0.760352611541748,0.5145323872566223,-0.3963840901851654|Swimming
3237.73388671875,252.65721130371094,-983.892822265625|0.4647192358970642,-0.8575572371482849,-0.22052577137947083|0.7605319023132324,0.5141213536262512,-0.39657342433929443|Swimming
3238.044189453125,252.8732147216797,-984.0569458007812|0.4631709158420563,-0.8581568598747253,-0.22144855558872223|0.7610176205635071,0.5131595134735107,-0.39688730239868164|Swimming
3238.23046875,253.00271606445312,-984.1553955078125|0.46220627427101135,-0.8585730791091919,-0.2218504548072815|0.7613605856895447,0.512482225894928,-0.39710453152656555|Swimming
3238.478759765625,253.17523193359375,-984.2865600585938|0.46080780029296875,-0.8592328429222107,-0.2222050577402115|0.7619150280952454,0.5113974213600159,-0.39743947982788086|Swimming
3238.727294921875,253.34796142578125,-984.4178466796875|0.4594785273075104,-0.8598678112030029,-0.22250141203403473|0.7624338269233704,0.5103477835655212,-0.39779365062713623|Swimming
3238.9755859375,253.52117919921875,-984.5491943359375|0.45828011631965637,-0.860438883304596,-0.2227649986743927|0.7628788948059082,0.5093997120857239,-0.3981553912162781|Swimming
3239.22412109375,253.69515991210938,-984.6806640625|0.45724767446517944,-0.8609276413917542,-0.22299806773662567|0.7632376551628113,0.5085854530334473,-0.39850857853889465|Swimming
3239.47314453125,253.87005615234375,-984.8123168945312|0.456400990486145,-0.8613264560699463,-0.2231924831867218|0.7635078430175781,0.5079189538955688,-0.398840993642807|Swimming
3239.722412109375,254.0460662841797,-984.9441528320312|0.4557250142097473,-0.8616501092910767,-0.22332443296909332|0.7637068033218384,0.5073758959770203,-0.39915117621421814|Swimming
3239.97216796875,254.22340393066406,-985.076171875|0.45524469017982483,-0.861890435218811,-0.22337675094604492|0.7638324499130249,0.5069705247879028,-0.3994256258010864|Swimming
3240.22216796875,254.40220642089844,-985.2084350585938|0.45492643117904663,-0.8620733022689819,-0.22331947088241577|0.7639120221138,0.5066593289375305,-0.39966824650764465|Swimming
3240.472900390625,254.5827178955078,-985.3408813476562|0.45475268363952637,-0.8622131943702698,-0.2231331318616867|0.7639631628990173,0.5064176917076111,-0.39987674355506897|Swimming
3240.72412109375,254.76513671875,-985.4735717773438|0.45468869805336,-0.862334132194519,-0.2227959930896759|0.7640115022659302,0.5062049031257629,-0.4000537395477295|Swimming
3240.97509765625,254.94960021972656,-985.6063842773438|0.45469024777412415,-0.8624639511108398,-0.22228960692882538|0.7640863656997681,0.5059733390808105,-0.400203675031662|Swimming
3241.22705078125,255.1362762451172,-985.7392578125|0.4547012150287628,-0.8626274466514587,-0.22163181006908417|0.7642118334770203,0.5056813359260559,-0.4003331661224365|Swimming
3241.479248046875,255.32521057128906,-985.872314453125|0.4546772241592407,-0.8628421425819397,-0.2208438664674759|0.7644040584564209,0.50529944896698,-0.4004483222961426|Swimming
3241.731201171875,255.51649475097656,-986.0054321289062|0.4545525908470154,-0.8631321787834167,-0.21996530890464783|0.7646844387054443,0.5047874450683594,-0.4005587100982666|Swimming
3241.9833984375,255.7100067138672,-986.1385498046875|0.4542940557003021,-0.8635035157203674,-0.21904021501541138|0.7650552988052368,0.5041359663009644,-0.4006710946559906|Swimming
3242.23583984375,255.90570068359375,-986.2714233398438|0.45387423038482666,-0.8639551401138306,-0.21812783181667328|0.7655110359191895,0.5033474564552307,-0.4007919132709503|Swimming
3242.488037109375,256.1033935546875,-986.404296875|0.45327994227409363,-0.8644811511039734,-0.21727778017520905|0.7660412788391113,0.5024327039718628,-0.4009266197681427|Swimming
3242.73974609375,256.3028869628906,-986.5372314453125|0.4525177776813507,-0.8650662899017334,-0.21653634309768677|0.7666259407997131,0.5014182925224304,-0.401078999042511|Swimming
3242.990966796875,256.5038757324219,-986.6698608398438|0.4515990912914276,-0.8656904101371765,-0.2159591019153595|0.767240583896637,0.5003393292427063,-0.4012511372566223|Swimming
3243.242431640625,256.7060852050781,-986.8025512695312|0.45054349303245544,-0.8663377165794373,-0.21556800603866577|0.7678657174110413,0.4992230236530304,-0.401445597410202|Swimming
3243.49365234375,256.90924072265625,-986.935302734375|0.4494165778160095,-0.866962194442749,-0.21540948748588562|0.768454909324646,0.4981487989425659,-0.40165257453918457|Swimming
3243.7451171875,257.1130065917969,-987.0679931640625|0.44825083017349243,-0.8675450086593628,-0.21549202501773834|0.7689880728721619,0.4971493184566498,-0.401870459318161|Swimming
3243.996337890625,257.31707763671875,-987.2007446289062|0.44710999727249146,-0.8680493831634521,-0.2158307135105133|0.7694304585456848,0.4962885081768036,-0.4020876884460449|Swimming
3244.24755859375,257.5211181640625,-987.3334350585938|0.4460397958755493,-0.8684519529342651,-0.21642495691776276|0.7697607278823853,0.4956069588661194,-0.4022960662841797|Swimming
3244.49853515625,257.7249755859375,-987.4664306640625|0.44508159160614014,-0.8687343597412109,-0.2172624170780182|0.7699639797210693,0.49513640999794006,-0.4024865925312042|Swimming
3244.74951171875,257.92822265625,-987.599609375|0.4442903697490692,-0.8688677549362183,-0.21834571659564972|0.7700154781341553,0.4949272572994232,-0.40264520049095154|Swimming
3245.00146484375,258.13067626953125,-987.7330322265625|0.4436785578727722,-0.868854284286499,-0.21963956952095032|0.7699204683303833,0.49497488141059875,-0.4027682840824127|Swimming
3245.253662109375,258.3321533203125,-987.8668212890625|0.4433048665523529,-0.8686662912368774,-0.22113262116909027|0.7696576714515686,0.4953267276287079,-0.4028380215167999|Swimming
3245.50634765625,258.53240966796875,-988.0009765625|0.4431670606136322,-0.8683132529258728,-0.22278928756713867|0.7692387700080872,0.4959646463394165,-0.4028533101081848|Swimming
3245.759765625,258.73126220703125,-988.135498046875|0.44328954815864563,-0.8677891492843628,-0.22458034753799438|0.7686617374420166,0.4968971014022827,-0.4028056263923645|Swimming
3246.013916015625,258.9284973144531,-988.2704467773438|0.4436691403388977,-0.867102324962616,-0.22647573053836823|0.7679367065429688,0.4981074929237366,-0.40269356966018677|Swimming
3246.26904296875,259.1238708496094,-988.4058227539062|0.4443018436431885,-0.8662634491920471,-0.2284371256828308|0.7670760154724121,0.4995744228363037,-0.40251684188842773|Swimming
3246.524658203125,259.31732177734375,-988.5415649414062|0.4451810121536255,-0.8652822971343994,-0.2304352968931198|0.766090452671051,0.5012784004211426,-0.4022752642631531|Swimming
3246.78076171875,259.5086364746094,-988.677734375|0.44628724455833435,-0.8641746044158936,-0.23244336247444153|0.7649956345558167,0.5031895637512207,-0.40197256207466125|Swimming
3247.037841796875,259.69769287109375,-988.814208984375|0.44759824872016907,-0.8629593253135681,-0.23442918062210083|0.7638098001480103,0.5052729249000549,-0.40161409974098206|Swimming
3247.295654296875,259.8843994140625,-988.9509887695312|0.4490968883037567,-0.8616471886634827,-0.23638126254081726|0.7625434994697571,0.5075077414512634,-0.40120238065719604|Swimming
3247.553466796875,260.0686340332031,-989.0880737304688|0.4507312774658203,-0.8602736592292786,-0.23826564848423004|0.761228621006012,0.509831964969635,-0.4007522761821747|Swimming
3247.8125,260.2503356933594,-989.225341796875|0.45248594880104065,-0.8588478565216064,-0.24007676541805267|0.7598741054534912,0.5122290849685669,-0.40026581287384033|Swimming
3248.0712890625,260.4295959472656,-989.3627319335938|0.45431339740753174,-0.8574003577232361,-0.24179323017597198|0.7585075497627258,0.5146468877792358,-0.39975598454475403|Swimming
3248.330078125,260.6062927246094,-989.5003051757812|0.4561872184276581,-0.8559461832046509,-0.24341195821762085|0.7571426033973694,0.517060399055481,-0.3992288112640381|Swimming
3248.589599609375,260.7805480957031,-989.6378784179688|0.4580753445625305,-0.8545055389404297,-0.24492304027080536|0.7557977437973022,0.5194363594055176,-0.39869239926338196|Swimming
3248.849365234375,260.9523620605469,-989.7755126953125|0.4599403142929077,-0.8531027436256409,-0.2463141232728958|0.7544946670532227,0.5217359066009521,-0.39815753698349|Swimming
3249.108642578125,261.12176513671875,-989.9130859375|0.4617687463760376,-0.8517448306083679,-0.2475890964269638|0.7532397508621216,0.5239488482475281,-0.39762723445892334|Swimming
3249.36767578125,261.2889404296875,-990.0504760742188|0.4635091722011566,-0.8504674434661865,-0.24872542917728424|0.7520644664764404,0.5260191559791565,-0.3971181809902191|Swimming
3249.626708984375,261.4539489746094,-990.1878051757812|0.4651634693145752,-0.8492681980133057,-0.2497328817844391|0.7509665489196777,0.5279529094696045,-0.3966294825077057|Swimming
3249.8857421875,261.61700439453125,-990.324951171875|0.4666791558265686,-0.8481844067573547,-0.25058677792549133|0.7499787211418152,0.5296922922134399,-0.3961792588233948|Swimming
3250.14404296875,261.7781982421875,-990.4619140625|0.46805325150489807,-0.8472176194190979,-0.2512936294078827|0.7491016983985901,0.5312375426292419,-0.39576929807662964|Swimming
3250.40234375,261.93768310546875,-990.5985717773438|0.46925750374794006,-0.8463881611824036,-0.2518421709537506|0.7483528852462769,0.5325585007667542,-0.395410418510437|Swimming
3250.65966796875,262.0957336425781,-990.7349853515625|0.47027745842933655,-0.8457070589065552,-0.2522273361682892|0.7477412819862366,0.5336400866508484,-0.3951091468334198|Swimming
3250.916748046875,262.2525634765625,-990.87109375|0.4711024761199951,-0.8451818823814392,-0.25244811177253723|0.747272789478302,0.5344723463058472,-0.39487048983573914|Swimming
3251.17333984375,262.4083557128906,-991.0068359375|0.4717094600200653,-0.844828724861145,-0.25249671936035156|0.7469606995582581,0.5350313186645508,-0.3947039246559143|Swimming
3251.42919921875,262.56341552734375,-991.142333984375|0.4721117913722992,-0.844636082649231,-0.2523893117904663|0.7467942833900452,0.535336434841156,-0.3946051001548767|Swimming
3251.6845703125,262.71795654296875,-991.2775268554688|0.4722867012023926,-0.8446207046508789,-0.252113401889801|0.7467874884605408,0.5353617668151855,-0.3945836126804352|Swimming
3251.939453125,262.8723449707031,-991.412353515625|0.4722449481487274,-0.8447719216346741,-0.2516845762729645|0.7469304203987122,0.5351240634918213,-0.39463546872138977|Swimming
3252.193603515625,263.02667236328125,-991.546875|0.4719962775707245,-0.845081090927124,-0.2511124312877655|0.7472153306007385,0.5346364974975586,-0.39475691318511963|Swimming
3252.447265625,263.1812438964844,-991.6810913085938|0.4715483486652374,-0.8455389738082886,-0.250411719083786|0.7476333379745483,0.5339128375053406,-0.3949449062347412|Swimming
3252.70068359375,263.3362731933594,-991.8150024414062|0.47091686725616455,-0.8461317420005798,-0.2495964616537094|0.7481725811958313,0.5329734086990356,-0.3951924741268158|Swimming
3252.952880859375,263.4920654296875,-991.9486083984375|0.47012031078338623,-0.8468416333198547,-0.24868875741958618|0.7488167881965637,0.5318450331687927,-0.39549246430397034|Swimming
3253.205078125,263.64862060546875,-992.0819091796875|0.46917128562927246,-0.8476552963256836,-0.24770714342594147|0.7495539784431458,0.5305473804473877,-0.39583876729011536|Swimming
3253.456787109375,263.80621337890625,-992.2149658203125|0.46810251474380493,-0.8485451340675354,-0.24668030440807343|0.750359296798706,0.5291228890419006,-0.39621952176094055|Swimming
3253.707763671875,263.96502685546875,-992.3477172851562|0.4669371545314789,-0.8494929671287537,-0.2456245869398117|0.7512167096138,0.5275995135307312,-0.39662599563598633|Swimming
3253.958251953125,264.12506103515625,-992.480224609375|0.46568551659584045,-0.8504860401153564,-0.24456174671649933|0.7521142363548279,0.5259966850280762,-0.39705368876457214|Swimming
3254.20849609375,264.2864074707031,-992.6124267578125|0.4643643796443939,-0.8515092134475708,-0.2435114085674286|0.7530377507209778,0.5243382453918457,-0.39749661087989807|Swimming
3254.4580078125,264.4491271972656,-992.7445068359375|0.4629831314086914,-0.8525547981262207,-0.24248087406158447|0.7539798617362976,0.5226359367370605,-0.39795225858688354|Swimming
3254.707763671875,264.6131591796875,-992.8764038085938|0.4615497291088104,-0.8536147475242615,-0.2414824217557907|0.7549320459365845,0.5209024548530579,-0.3984196186065674|Swimming
3254.956298828125,264.77850341796875,-993.008056640625|0.46007394790649414,-0.8546828627586365,-0.24051854014396667|0.7558884024620056,0.5191476345062256,-0.39889657497406006|Swimming
3255.208984375,264.9431457519531,-993.1425170898438|0.4561269283294678,-0.8574299812316895,-0.23824793100357056|0.7581507563591003,0.5145965814590454,-0.4004969298839569|Swimming
3255.467529296875,265.10662841796875,-993.2817993164062|0.44934406876564026,-0.8620569705963135,-0.2344091832637787|0.7618399858474731,0.5068042278289795,-0.40342196822166443|Swimming
3255.731689453125,265.2694091796875,-993.4259643554688|0.4404781758785248,-0.8679555654525757,-0.2294168323278427|0.7664327621459961,0.4966287910938263,-0.40735816955566406|Swimming
3256.000732421875,265.43218994140625,-993.5745239257812|0.43064597249031067,-0.8743111491203308,-0.2238840013742447|0.7712354063987732,0.4853430688381195,-0.41187143325805664|Swimming
3256.27294921875,265.5958251953125,-993.7256469726562|0.4210798740386963,-0.8802986741065979,-0.21855439245700836|0.7757357954978943,0.47438573837280273,-0.4161635935306549|Swimming
3256.547119140625,265.76055908203125,-993.8780517578125|0.4123719036579132,-0.885566234588623,-0.21382668614387512|0.7796988487243652,0.464468389749527,-0.4199271500110626|Swimming
3256.822509765625,265.92681884765625,-994.031005859375|0.40508630871772766,-0.8898441791534424,-0.20995809137821198|0.7828854918479919,0.4562109112739563,-0.42303895950317383|Swimming
3257.098388671875,266.0946044921875,-994.1840209960938|0.39921024441719055,-0.8932194113731384,-0.2068580985069275|0.7853606939315796,0.44955965876579285,-0.4255640208721161|Swimming
3257.374755859375,266.2639465332031,-994.3372192382812|0.39449816942214966,-0.8958919644355774,-0.20432522892951965|0.7872896790504456,0.4442029595375061,-0.4276198148727417|Swimming
3257.65185546875,266.4349670410156,-994.4906616210938|0.39069855213165283,-0.8980408310890198,-0.20218132436275482|0.7888217568397522,0.4398348331451416,-0.4293082356452942|Swimming
