mount feels|false|16760
-620.7132568359375,448.0058288574219,287.4771423339844|0.5220375061035156,3.097827061537828e-08,0.8529225587844849|-3.9711331112357584e-08,1,-1.2014535144544425e-08|Running
-620.421630859375,448.0058288574219,287.9628601074219|0.5631131529808044,-6.662361773379644e-10,0.8263798356056213|-1.0818404838630613e-08,1,8.178106192247014e-09|Running
-620.2733154296875,448.0058288574219,288.47332763671875|0.5803095698356628,-3.257105873899491e-08,0.8143959641456604|1.8763072873184683e-08,1,2.6624233484540127e-08|Running
-620.3292236328125,448.0058288574219,289.02423095703125|0.5803095698356628,-6.444860645160588e-08,0.8143959641456604|4.81456368106592e-08,1,4.482983229081583e-08|Running
-620.4222412109375,448.0058288574219,289.58294677734375|0.5803095698356628,-9.62988977448731e-08,0.8143959641456604|7.750308128606775e-08,1,6.301985422396683e-08|Running
-620.5159912109375,448.0058288574219,290.14178466796875|0.5803095698356628,-9.42208799870059e-08,0.8143959641456604|7.832391446527254e-08,1,5.988334805806517e-08|Running
-620.6097412109375,448.0058288574219,290.70062255859375|0.5803095698356628,-5.8258045498860156e-08,0.8143959641456604|5.064470443016944e-08,1,3.54476696884376e-08|Running
-620.7034912109375,448.0058288574219,291.25946044921875|0.5803095698356628,-2.2325966853031787e-08,0.8143959641456604|2.2989153691810316e-08,1,1.1032888380668737e-08|Running
-620.7972412109375,448.0058288574219,291.81829833984375|0.5803095698356628,1.3575392365794414e-08,0.8143959641456604|-4.6427577338192805e-09,1,-1.3361012740631395e-08|Running
-620.8909912109375,448.0058288574219,292.37713623046875|0.5803095698356628,4.944605436207894e-08,0.8143959641456604|-3.225105160709063e-08,1,-3.773405410356645e-08|Running
-620.9847412109375,448.0058288574219,292.93597412109375|0.5803095698356628,8.52860466693528e-08,0.8143959641456604|-5.983574169476924e-08,1,-6.208625080716956e-08|Running
-621.0784912109375,448.0058288574219,293.49481201171875|0.5803095698356628,1.0373680936481833e-07,0.8143959641456604|-7.474216801028888e-08,1,-7.412022995367806e-08|Running
-621.1722412109375,448.0058288574219,294.05364990234375|0.5803095698356628,7.011831826275738e-08,0.8143959641456604|-5.168798722365864e-08,1,-4.926753405243289e-08|Running
-621.2659912109375,448.0058288574219,294.61248779296875|0.5803095698356628,3.652856150893058e-08,0.8143959641456604|-2.8653513339804704e-08,1,-2.4436092260771147e-08|Running
-621.3597412109375,448.0058288574219,295.17132568359375|0.5817311406135559,2.9599733775143022e-09,0.8133811354637146|-5.681358938858239e-09,1,4.2421685608751147e-10|Running
-621.4526977539062,448.0058288574219,295.73028564453125|0.5958482623100281,-3.064962328380716e-08,0.8030970692634583|1.732203713800118e-08,1,2.531240461678408e-08|Running
-621.5371704101562,448.0058288574219,296.29058837890625|0.6248990297317505,-6.434337507243981e-08,0.7807055711746216|4.121412544577652e-08,1,4.942799236573592e-08|Running
-621.6026611328125,448.0058288574219,296.8534240722656|0.6544322371482849,-9.807788359239566e-08,0.7561206817626953|6.603853819342476e-08,1,7.255474088196934e-08|Running
-621.646728515625,448.0058288574219,297.4183349609375|0.6829988956451416,-9.684233504003714e-08,0.730419397354126|6.743253777585778e-08,1,6.952989650699237e-08|Running
-621.6690673828125,448.0058288574219,297.9844970703125|0.7093250751495361,-6.064082214152222e-08,0.704881489276886|4.432273215115856e-08,1,4.14276648541545e-08|Running
-621.6703491210938,448.0058288574219,298.5511169433594|0.7394198775291443,-2.4508722162863705e-08,0.6732445359230042|2.0496656816249015e-08,1,1.3892553774041971e-08|Running
-621.6475219726562,448.0058288574219,299.11724853515625|0.766986072063446,1.1490834950222961e-08,0.6416637301445007|-4.509554507592384e-09,1,-1.2517567427039467e-08|Running
-621.600830078125,448.0058288574219,299.68194580078125|0.7921383380889893,4.7302975758611865e-08,0.6103415489196777|-3.055724917544467e-08,1,-3.784340663059993e-08|Running
-621.5313720703125,448.0058288574219,300.2442932128906|0.8180273175239563,8.284889219112301e-08,0.5751793384552002|-5.770689881501312e-08,1,-6.196861335183712e-08|Running
-621.437744140625,448.0058288574219,300.8031311035156|0.834743082523346,1.1816563727506946e-07,0.5506395697593689|-8.502616566374854e-08,1,-8.570149390152437e-08|Running
-621.326416015625,448.0058288574219,301.35870361328125|0.8461011648178101,8.123040373675394e-08,0.5330223441123962|-5.9483920011871305e-08,1,-5.797315694167082e-08|Running
-621.2027587890625,448.0058288574219,301.91168212890625|0.8516412377357483,4.440596867993918e-08,0.5241251587867737|-3.279171423287153e-08,1,-3.1441334868986814e-08|Running
-621.0724487304688,448.0058288574219,302.4631652832031|0.854375958442688,7.654103129084433e-09,0.5196554064750671|-5.68277691570529e-09,1,-5.386022294828763e-09|Running
-620.938720703125,448.0058288574219,303.0138244628906|0.854375958442688,-2.9066367090990752e-08,0.5196554064750671|2.1567155172874664e-08,1,2.047492841938947e-08|Running
-620.8046875,448.0058288574219,303.5643615722656|0.854375958442688,-6.575546507292529e-08,0.5196554064750671|4.87938045523606e-08,1,4.631379368902344e-08|Running
-620.670654296875,448.0058288574219,304.1148986816406|0.8552820682525635,-1.0239933345701502e-07,0.5181626677513123|7.607798835351787e-08,1,7.204531726756613e-08|Running
-620.5357055664062,448.0058288574219,304.6652526855469|0.8552819490432739,-8.690669517363858e-08,0.5181628465652466|6.45549533828671e-08,1,6.116610506978759e-08|Running
-620.2802124023438,448.0058288574219,305.1271667480469|0.8561856150627136,-5.407876457752536e-08,0.5166683793067932|4.025296718168647e-08,1,3.7963911125871164e-08|Running
-619.8456420898438,448.0058288574219,305.4571838378906|0.8597748279571533,-2.1329640276235295e-08,0.5106733441352844|1.6129380497886814e-08,1,1.4612092869015214e-08|Running
-619.3600463867188,448.0058288574219,305.7480163574219|0.8642022013664246,1.1325846038801046e-08,0.5031446814537048|-8.110641935843432e-09,1,-8.579264410002452e-09|Running
-618.9931640625,448.0058288574219,305.9624938964844|0.8702900409698486,3.572712614641205e-08,0.492539644241333|-2.647654895326923e-08,1,-2.5753971399922193e-08|Running
-618.3772583007812,448.0058288574219,306.31231689453125|0.877087414264679,7.621666497925617e-08,0.48033076524734497|-5.724380969240883e-08,1,-5.414777248802238e-08|Running
-617.8807983398438,448.0058288574219,306.5855407714844|0.8837137818336487,1.0845533893188986e-07,0.46802768111228943|-8.22994508098418e-08,1,-7.633346399416041e-08|Running
-617.380615234375,448.0058288574219,306.851806640625|0.8885695338249207,8.807373319541512e-08,0.4587419629096985|-6.728699020186468e-08,1,-6.165679877767616e-08|Running
-616.8775024414062,448.0058288574219,307.112548828125|0.8933286666870117,5.032245908864752e-08,0.44940394163131714|-3.877704202182031e-08,1,-3.489470046247334e-08|Running
-616.3717041015625,448.0058288574219,307.3680114746094|0.8979892730712891,1.2712034092032809e-08,0.4400174021720886|-1.0013052609281203e-08,1,-8.455166344845111e-09|Running
-615.8632202148438,448.0058288574219,307.6181335449219|0.9033027291297913,-2.4734445602803135e-08,0.42900368571281433|1.8986971994650048e-08,1,1.767691415466288e-08|Running
-615.351806640625,448.0058288574219,307.8621826171875|0.909934937953949,-6.197137025765187e-08,0.4147510230541229|4.834028288769332e-08,1,4.336302339424947e-08|Running
-614.8367309570312,448.0058288574219,308.09844970703125|0.9170400500297546,-9.89685915442351e-08,0.3987950384616852|7.814318792043196e-08,1,6.847665900977518e-08|Running
-614.3176879882812,448.03900146484375,308.3258056640625|0.9225224256515503,-8.483306146445102e-08,0.38594353199005127|6.757246495681102e-08,1,5.8288172510856384e-08|Running
-613.79541015625,448.13702392578125,308.5456237792969|0.926516592502594,-5.384239543104741e-08,0.37625399231910706|4.315944579502684e-08,1,3.682207605493204e-08|Running
-613.270751953125,448.2532043457031,308.7596740722656|0.9284758567810059,-2.2930013443556163e-08,0.3713928163051605|1.835301510766385e-08,1,1.5858363511256357e-08|Running
-612.7448120117188,448.3680114746094,308.9705505371094|0.9291229248046875,7.938503188142931e-09,0.36977097392082214|-6.596780899315036e-09,1,-4.892981575466138e-09|Running
-612.2183837890625,448.4471740722656,309.1802673339844|0.9291229248046875,3.878062670992222e-08,0.36977097392082214|-3.155288652578747e-08,1,-2.5594536268158663e-08|Running
-611.6917724609375,448.4928894042969,309.3898620605469|0.9297674894332886,6.957887421776832e-08,0.36814722418785095|-5.653232904023753e-08,1,-4.622323146463714e-08|Running
-611.1649780273438,448.5182189941406,309.5986022949219|0.9304089546203613,1.0033321018454444e-07,0.3665231466293335|-8.15264158404716e-08,1,-6.679061925751739e-08|Running
-610.6378173828125,448.5321044921875,309.80645751953125|0.9310482740402222,9.65290922749773e-08,0.3648960292339325|-7.848227312479139e-08,1,-6.428766141652886e-08|Running
-610.1102905273438,448.5397033691406,310.01336669921875|0.9329474568367004,5.829304328131002e-08,0.36001262068748474|-4.7618975429486454e-08,1,-3.8518216172178654e-08|Running
-609.581787109375,448.5438232421875,310.2177734375|0.9348210096359253,2.0155217939077374e-08,0.3551193177700043|-1.6647721423623807e-08,1,-1.2932497739370774e-08|Running
-609.0521850585938,448.5460510253906,310.41943359375|0.9372797608375549,-1.786102643563936e-08,0.3485781252384186|1.4408109372254785e-08,1,1.2498197143884227e-08|Running
-608.5213012695312,448.5472717285156,310.6175231933594|0.94147127866745,-5.5684754585172413e-08,0.33709317445755005|4.56790232306048e-08,1,3.76135353974405e-08|Running
-607.9880981445312,448.5479431152344,310.80950927734375|0.9438035488128662,-9.338225481769769e-08,0.3305070698261261|7.703332016717468e-08,1,6.256428264350689e-08|Running
-607.4534301757812,448.5483093261719,310.99737548828125|0.9460898637771606,-8.174708199248926e-08,0.32390427589416504|6.775589866947485e-08,1,5.4472625521384543e-08|Running
-606.9185180664062,449.41375732421875,311.18475341796875|0.9472157955169678,-5.3762136076329625e-08,0.32059675455093384|4.465428204980526e-08,1,3.5761104300036095e-08|Jumping
-606.3820190429688,450.2247314453125,311.3673095703125|0.9477229118347168,-2.583287894708519e-08,0.3190944492816925|2.1372921210627283e-08,1,1.7478432923212495e-08|Freefall
-605.844970703125,450.9811706542969,311.5482177734375|0.9477536678314209,2.0490014129848078e-09,0.319003164768219|-2.0976744785627943e-09,1,-1.9097844139448483e-10|Freefall
-605.3078002929688,451.6831359863281,311.7290344238281|0.948276162147522,2.987774649909625e-08,0.3174465596675873|-2.5641407219723078e-08,1,-1.7522985729101492e-08|Freefall
-604.7704467773438,452.33056640625,311.90899658203125|0.9483090043067932,5.76578500499636e-08,0.3173483610153198|-4.932446273642199e-08,1,-3.429359551887501e-08|Freefall
-604.2330322265625,452.92352294921875,312.08880615234375|0.9488296508789062,8.538776796740422e-08,0.3157884180545807|-7.313631300576162e-08,1,-5.0647415150706365e-08|Freefall
-603.829833984375,453.33245849609375,312.22308349609375|0.948864221572876,1.0615066514674254e-07,0.31568440794944763|-9.105941956022434e-08,1,-6.255500295537786e-08|Freefall
-603.15771484375,453.9459228515625,312.4466552734375|0.9493606090545654,1.4068869802486006e-07,0.31418856978416443|-1.2117050118831685e-07,1,-8.165227427525679e-08|Freefall
-602.6196899414062,454.3753662109375,312.6247253417969|0.9494110345840454,1.51375658674624e-07,0.31403619050979614|-1.307616059875727e-07,1,-8.670704687574471e-08|Freefall
-602.0816040039062,454.75030517578125,312.8027038574219|0.9494299292564392,1.1143765021870422e-07,0.31397902965545654|-9.651718357872596e-08,1,-6.306584054982523e-08|Freefall
-601.5435180664062,455.0707702636719,312.9805603027344|0.9494321346282959,7.153354886213492e-08,0.3139724135398865|-6.229679172520264e-08,1,-3.9452427103015e-08|Freefall
-601.0054321289062,455.3367004394531,313.1584167480469|0.9494323134422302,3.1663532240600034e-08,0.31397172808647156|-2.8105187510618634e-08,1,-1.585989650720876e-08|Freefall
-600.4673461914062,455.54815673828125,313.3362731933594|0.949432373046875,-8.17240408679254e-09,0.313971608877182|6.057224055666666e-09,1,7.712414706873005e-09|Freefall
-598.3150024414062,455.8489685058594,314.0476989746094|0.949432373046875,-1.333297063865757e-07,0.313971608877182|1.13554484926226e-07,1,8.127295814119861e-08|Freefall
-597.6423950195312,455.7641296386719,314.27001953125|0.949432373046875,-9.835454761741858e-08,0.313971608877182|8.397307738050586e-08,1,5.932952973353167e-08|Freefall
-596.4317016601562,455.3968505859375,314.6701965332031|0.9494324326515198,-3.549343574604791e-08,0.3139713704586029|3.080620558648661e-08,1,1.9890425306812176e-08|Freefall
-596.1627197265625,455.27777099609375,314.75909423828125|0.948902428150177,-2.153464784271364e-08,0.3155696988105774|1.8959497083415044e-08,1,1.1230277152662893e-08|Freefall
-595.7593994140625,455.0735778808594,314.89306640625|0.9488962292671204,-6.149992737292109e-10,0.31558823585510254|1.2139559357748908e-09,1,-1.7013275233068725e-09|Freefall
-595.08740234375,454.6651611328125,315.1166076660156|0.9488858580589294,3.4219706179783316e-08,0.31561949849128723|-2.8343729141511176e-08,1,-2.3207510579936752e-08|Freefall
-594.6842041015625,454.3792419433594,315.250732421875|0.9488828778266907,5.510270639774717e-08,0.31562837958335876|-4.6063121317274636e-08,1,-3.61000438431347e-08|Freefall
-594.1466064453125,453.9503173828125,315.4295654296875|0.9488825798034668,8.292590081282469e-08,0.3156293034553528|-6.967157872850294e-08,1,-5.327691354750641e-08|Freefall
-593.6090087890625,453.4668884277344,315.6083984375|0.9488825798034668,1.1072532402067736e-07,0.3156293034553528|-9.32598993585998e-08,1,-7.043906435910685e-08|Freefall
-593.0714111328125,452.9289855957031,315.7872314453125|0.9488826394081116,1.3850099378487357e-07,0.31562918424606323|-1.168280689967105e-07,1,-8.758653535778649e-08|Freefall
-592.5338745117188,452.3365478515625,315.966064453125|0.9483807682991028,1.4952789229027985e-07,0.31713390350341797|-1.2616607136806124e-07,1,-9.420125479664421e-08|Freefall
-591.9965209960938,451.68963623046875,316.1457214355469|0.94834965467453,1.1038603275892456e-07,0.31722700595855713|-9.341253814909578e-08,1,-6.871510294104155e-08|Freefall
-591.4591674804688,450.98822021484375,316.3255310058594|0.9483318328857422,7.127808743234709e-08,0.3172801733016968|-6.070720814932429e-08,1,-4.320316904227184e-08|Freefall
-590.7874755859375,450.0347900390625,316.55029296875|0.9483301043510437,2.24403162718545e-08,0.31728532910346985|-1.9870144640776743e-08,1,-1.1336360294933456e-08|Freefall
-590.384521484375,449.421875,316.6851501464844|0.9478089809417725,-6.860277235176682e-09,0.3188386559486389|4.597348723933692e-09,1,7.849954464234088e-09|Freefall
-589.7131958007812,448.33221435546875,316.9109191894531|0.9477933049201965,-5.56752048908038e-08,0.31888529658317566|4.518548379905951e-08,1,4.0292562175636704e-08|Freefall
-589.3104248046875,447.6375427246094,317.0464782714844|0.9467258453369141,-8.499255699234709e-08,0.3220405578613281|6.922783057916604e-08,1,6.040475142299329e-08|Freefall
-588.6399536132812,446.41162109375,317.2744140625|0.9461991190910339,-1.3398226883509778e-07,0.32358500361442566|1.085457270733059e-07,1,9.665590994245576e-08|Freefall
-588.1038818359375,445.36956787109375,317.4577941894531|0.9455992579460144,-1.2354109912848799e-07,0.325333833694458|9.940315948142597e-08,1,9.081607998950858e-08|Freefall
-587.7020874023438,444.55224609375,317.595947265625|0.9444732666015625,-1.0333032918197205e-07,0.32858821749687195|8.195737422056482e-08,1,7.889442343866904e-08|Freefall
-587.1671752929688,443.4148254394531,317.78192138671875|0.942846953868866,-7.663195589202587e-08,0.3332260549068451|5.700752581105917e-08,1,6.866984847420099e-08|Freefall
-586.6331787109375,442.222900390625,317.9705505371094|0.9411139488220215,-5.048517337513658e-08,0.33808958530426025|2.8818135433539283e-08,1,6.910602223797468e-08|Freefall
-586.1002807617188,440.9764709472656,318.1619567871094|0.9387874007225037,-2.513318086982963e-08,0.3444969952106476|-3.9854235467373655e-09,1,8.381682903291221e-08|Freefall
-585.5686645507812,439.675537109375,318.3569641113281|0.9369353652000427,-7.913806832071657e-10,0.3495026230812073|-4.2135109623586686e-08,1,1.1521874654363273e-07|Freefall
-585.39892578125,440.0127868652344,318.48419189453125|0.8890414237976074,0.03574315086007118,0.4564293622970581|-0.06665921956300735,0.9964298009872437,0.05180925503373146|Climbing
-585.51171875,440.5746154785156,318.40679931640625|0.9208073616027832,0.002814201172441244,0.39000755548477173|-0.007650815416127443,0.999911904335022,0.010848441161215305|Climbing
-585.5565795898438,440.8767395019531,318.39556884765625|0.9289348125457764,-0.002499951981008053,0.37023481726646423|0.003379998030140996,0.9999927878379822,-0.001728265080600977|Climbing
-585.5950317382812,440.9383850097656,318.3966979980469|0.926327109336853,-0.0014576176181435585,0.37671738862991333|0.0026550707407295704,0.9999929666519165,-0.002659437945112586|Climbing
-585.600830078125,440.9396057128906,318.3972473144531|0.924509584903717,0.00004136471397941932,0.3811587691307068|0.000033250915294047445,1,-0.00018917446141131222|Climbing
-585.6004028320312,440.93927001953125,318.3968811035156|0.9225213527679443,0.00012446846812963486,0.38594597578048706|-0.00021287749405018985,0.9999999403953552,0.00018633583385962993|Climbing
-585.6002807617188,440.939208984375,318.39678955078125|0.9191170334815979,0.00002767317528196145,0.3939846158027649|-0.0000600400053372141,1,0.00006982662307564169|Climbing
-585.6002197265625,440.9392395019531,318.3968505859375|0.9156410098075867,-0.0000036385163184604608,0.4019969701766968|0.0000013021154927628231,1,0.000006085234872443834|Climbing
-585.6001586914062,440.939208984375,318.3968505859375|0.9135220646858215,-0.000006340302206808701,0.4067891538143158|0.000011472001460788306,1,-0.000010176338037126698|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9120954871177673,-0.0000012350988072284963,0.4099777638912201|0.0000028578417641256237,1,-0.0000033453663945692824|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9120954871177673,4.1086585156335786e-07,0.4099777638912201|-5.849734066032397e-07,1,2.992497627474222e-07|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9120951890945435,1.721771383245141e-07,0.4099784195423126|-3.4972217122231086e-07,1,3.580743737074954e-07|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,-2.173575452957266e-08,0.4115711450576782|9.53241485746048e-09,1,3.170320894696488e-08|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,-3.6048518836651056e-08,0.4115711450576782|5.891180165917831e-08,1,-4.286593124902538e-08|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,-2.3337239696274992e-08,0.4115711450576782|5.650960233083424e-08,1,-6.843129796152425e-08|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,-1.0636831859756057e-08,0.4115711450576782|5.410945647099652e-08,1,-9.39747977213301e-08|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,8.669783224668492e-10,0.4115711450576782|4.560392952157599e-08,1,-1.0309123865681613e-07|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,8.805246309862014e-09,0.4115711450576782|1.879124766901441e-08,1,-6.300530941416582e-08|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,1.6736708019493562e-08,0.4115711450576782|-7.998494311323157e-09,1,-2.2953647871304383e-08|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,2.6641473027666507e-08,0.4115711450576782|-4.14534397918942e-08,1,2.7062791119192298e-08|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,3.45576438576245e-08,0.4115711450576782|-6.819163189675237e-08,1,6.703745469849309e-08|Climbing
-585.6001586914062,440.9392395019531,318.3968505859375|0.9113776087760925,2.667765741648509e-08,0.4115711450576782|-5.926606405637358e-08,1,6.641891303615921e-08|Climbing
-585.6001586914062,441.1803894042969,318.3968505859375|0.9113776087760925,1.6826019688664928e-08,0.4115711450576782|-4.3669544425029017e-08,1,5.58188411048377e-08|Climbing
-585.6001586914062,441.5739440917969,318.3968505859375|0.9113776087760925,3.7003409225633277e-09,0.4115711450576782|-2.2889750539434317e-08,1,4.169598710745959e-08|Climbing
-585.6001586914062,442.0696716308594,318.3968505859375|0.9113776087760925,-1.2690958506311745e-08,0.4115711450576782|3.05998559824161e-09,1,2.405940335847845e-08|Climbing
-585.6001586914062,442.4662780761719,318.3968505859375|0.9113776087760925,-2.5791372593175765e-08,0.4115711450576782|2.379979058275694e-08,1,9.963708080817923e-09|Climbing
-585.6001586914062,442.76373291015625,318.3968505859375|0.9113776087760925,-3.56093217135367e-08,0.4115711450576782|3.9342996416280585e-08,1,-6.001529828658647e-10|Climbing
-585.6001586914062,443.16033935546875,318.3968505859375|0.9113776087760925,-4.8690115050931126e-08,0.4115711450576782|6.005175379186767e-08,1,-1.4674760073773996e-08|Climbing
-585.6001586914062,443.6560974121094,318.3968505859375|0.9113776087760925,-6.502536820107707e-08,0.4115711450576782|8.591278088943e-08,1,-3.2251094239654776e-08|Climbing
-585.6001586914062,444.0187072753906,318.3968505859375|0.9113776087760925,-7.808097990391616e-08,0.4115711450576782|1.0658168747568197e-07,1,-4.6298634259756e-08|Running
-585.6001586914062,444.2548828125,318.3968505859375|0.9113776087760925,-8.786535943272611e-08,0.4115711450576782|1.2207175359435496e-07,1,-5.682640491500024e-08|Freefall
-585.6001586914062,444.5221252441406,318.3968505859375|0.9113776087760925,-1.009014312103318e-07,0.4115711450576782|1.4270972314989194e-07,1,-7.085292708097768e-08|Freefall
-585.6001586914062,444.7795104980469,318.3968505859375|0.9113776087760925,-8.514424365557716e-08,0.4115711450576782|1.2219823020132026e-07,1,-6.371799798898792e-08|Freefall
-585.6001586914062,444.89306640625,318.3968505859375|0.9113776087760925,-6.288751563943151e-08,0.4115711450576782|9.139417045389564e-08,1,-4.9583377403905615e-08|Freefall
-585.6001586914062,444.9967956542969,318.3968505859375|0.9113776087760925,-3.3234098140155766e-08,0.4115711450576782|5.035284189602862e-08,1,-3.0751319712862824e-08|Freefall
-585.6001586914062,445.0498046875,318.3968505859375|0.9113776087760925,3.796976510983541e-09,0.4115711450576782|-8.99429031253618e-10,1,-7.233881049728552e-09|Freefall
-585.6001586914062,445.0309143066406,318.3968505859375|0.9113776087760925,3.3393302345530174e-08,0.4115711450576782|-4.1861767385853454e-08,1,1.1561975377105682e-08|Freefall
-585.6001586914062,444.9809875488281,318.3968505859375|0.9113776087760925,5.5573920576534874e-08,0.4115711450576782|-7.256051759441107e-08,1,2.5648322576898863e-08|Freefall
-585.6001586914062,444.86669921875,318.3968505859375|0.9113776087760925,8.512592586384926e-08,0.4115711450576782|-1.1346153172553386e-07,1,4.441606549221433e-08|Freefall
-585.6001586914062,444.69793701171875,318.3968505859375|0.9113776087760925,1.022653535187601e-07,0.4115711450576782|-1.3756120154084783e-07,1,5.613816611571565e-08|Freefall
-585.6001586914062,444.47467041015625,318.3968505859375|0.9113776087760925,8.224414926871759e-08,0.4115711450576782|-1.1136275190892775e-07,1,4.6770463058010137e-08|Freefall
-585.6001586914062,444.1968994140625,318.3968505859375|0.9113776087760925,6.224007620403427e-08,0.4115711450576782|-8.51867199003209e-08,1,3.741077136965032e-08|Freefall
-585.6001586914062,443.8646240234375,318.3968505859375|0.9113776087760925,4.225312366656908e-08,0.4115711450576782|-5.90330841987452e-08,1,2.805908394520884e-08|Freefall
-585.6001586914062,443.3726501464844,318.3968505859375|0.9113776087760925,1.729348397816466e-08,0.4115711450576782|-2.6372507733185557e-08,1,1.6380713674379876e-08|Freefall
-585.6001586914062,443.3128356933594,318.3968505859375|0.9113776087760925,2.330517334669935e-09,0.4115711450576782|-6.79292933014608e-09,1,9.379681920052008e-09|Climbing
-585.6001586914062,443.3095397949219,318.3968505859375|0.9113776087760925,-1.7605165325562666e-08,0.4115711450576782|1.929362980490623e-08,1,5.1955880570053736e-11|Climbing
-585.6001586914062,443.3094787597656,318.3968505859375|0.9113776087760925,-4.2500779784404585e-08,0.4115711450576782|5.1870443940060795e-08,1,-1.159648821413839e-08|Climbing
-585.6001586914062,443.3094787597656,318.3968505859375|0.9106573462486267,-5.7400185937694914e-08,0.4131624102592468|7.141997571125103e-08,1,-1.8488956143869473e-08|Climbing
-585.6001586914062,443.6478271484375,318.3968505859375|0.9099343419075012,-7.72175923202667e-08,0.4147522747516632|9.747181906050173e-08,1,-2.7667995894375963e-08|Climbing
-585.5775756835938,444.0025939941406,318.4071350097656|0.9092085957527161,-8.373964988095395e-08,0.4163408875465393|1.0658842342081698e-07,1,-3.163624029411949e-08|Running
-585.5189819335938,444.3028564453125,318.4339294433594|0.9085466265678406,-5.0607109614020374e-08,0.4177834391593933|6.483941916712865e-08,1,-1.987279318882429e-08|Freefall
-585.4693603515625,444.5486145019531,318.4566345214844|0.9085060358047485,-1.752121825404629e-08,0.41787174344062805|2.2867160609507664e-08,1,-7.78644793086869e-09|Freefall
-585.4549560546875,444.7398681640625,318.4632263183594|0.9077519774436951,1.548584904753625e-08,0.41950732469558716|-1.9071277890247984e-08,1,4.353059690487271e-09|Freefall
-585.4544677734375,444.9023132324219,318.4634704589844|0.9070146083831787,5.6642424084429877e-08,0.4210991859436035|-7.14692660608307e-08,1,1.9428302522328522e-08|Freefall
-585.4544677734375,444.9588928222656,318.4634704589844|0.9062775373458862,8.127776141009235e-08,0.42268314957618713|-1.0291046237398405e-07,1,2.836089763036398e-08|Freefall
-585.4544677734375,444.9866638183594,318.4634704589844|0.9055382013320923,1.1405028743638468e-07,0.4242647886276245|-1.4480498577995604e-07,1,4.024880340125492e-08|Freefall
-585.4544677734375,444.9447326660156,318.4634704589844|0.9055382013320923,8.84404443013409e-08,0.4242647886276245|-1.124605404356771e-07,1,3.157667549658072e-08|Freefall
-585.4544677734375,444.8786926269531,318.4634704589844|0.9055382013320923,7.308766925007149e-08,0.4242647886276245|-9.307046866524615e-08,1,2.6377845685487955e-08|Freefall
-585.4544677734375,444.7429504394531,318.4634704589844|0.9055382013320923,5.2632614711001224e-08,0.4242647886276245|-6.723637113736913e-08,1,1.945125838176409e-08|Freefall
-585.4544677734375,444.49664306640625,318.4634704589844|0.9055382013320923,2.7088383092177537e-08,0.4242647886276245|-3.4974796392361895e-08,1,1.0801345595723433e-08|Freefall
-585.4544677734375,444.3079833984375,318.4634704589844|0.9055382013320923,1.1774941910402958e-08,0.4242647886276245|-1.5634396888231095e-08,1,5.615836240480121e-09|Freefall
-585.4544677734375,444.00872802734375,318.4634704589844|0.9055383801460266,-8.627714542797094e-09,0.4242643713951111|1.0133516248345131e-08,1,-1.2929995962807084e-09|Freefall
-585.4544677734375,443.6549987792969,318.4634704589844|0.9055383801460266,-2.9012925395477396e-08,0.4242643713951111|3.5879395454685437e-08,1,-8.195939038557754e-09|Freefall
-585.4544677734375,443.24676513671875,318.4634704589844|0.904050350189209,-4.9320629358362567e-08,0.42742592096328735|6.16316881973944e-08,1,-1.4967559636147598e-08|Freefall
-585.4544677734375,443.1837463378906,318.4634704589844|0.9017980694770813,-6.952046760488884e-08,0.43215763568878174|8.741115209431882e-08,1,-2.1535523586635463e-08|Climbing
-585.4544677734375,443.1824645996094,318.4634704589844|0.9017980694770813,-9.474598527958733e-08,0.43215763568878174|1.1950760381296277e-07,1,-3.014116956023827e-08|Climbing
-585.4544677734375,443.1824645996094,318.4634704589844|0.9010412693023682,-6.044479050615337e-08,0.43373340368270874|7.64208607506589e-08,1,-1.9397987216507317e-08|Climbing
-585.4544677734375,443.1824645996094,318.4634704589844|0.9010418653488159,-2.6172855882578006e-08,0.43373212218284607|3.331843956289049e-08,1,-8.872882872879018e-09|Climbing
-585.4544677734375,443.1824645996094,318.4634704589844|0.9010418653488159,-4.881206550066963e-10,0.43373212218284607|1.0158184293729278e-09,1,-9.848805104795133e-10|Climbing
-585.4544677734375,443.1824645996094,318.4634704589844|0.9010418653488159,3.373258650185562e-08,0.43373212218284607|-4.202213688131451e-08,1,9.524585564690824e-09|Climbing
