Mt Newbie|true|53710
6446.62939453125,3186.161376953125,4261.16455078125|0.9862085580825806,0,0.1655072718858719|4.129427022547816e-09,1,-2.4606027437812372e-08|Running
6447.12158203125,3186.22509765625,4261.24658203125|0.9862085580825806,0,0.1655072718858719|4.224302685429393e-09,1,-2.51713618837357e-08|Running
6447.61376953125,3186.26025390625,4261.32861328125|0.9850283265113831,0,0.17239217460155487|4.498168504341038e-09,1,-2.570199697515818e-08|Running
6448.10595703125,3186.279541015625,4261.4140625|0.9791466593742371,0,0.20315460860729218|5.411320724846291e-09,1,-2.6081005799483137e-08|Running
6448.71875,3186.265869140625,4261.5390625|0.9685130715370178,0,0.24896253645420074|6.792737927696635e-09,1,-2.6425082566561287e-08|Running
6449.08251953125,3186.240966796875,4261.62890625|0.9541492462158203,0,0.2993313670158386|8.276411556096264e-09,1.0000001192092896,-2.6381904660865985e-08|Running
6449.560546875,3186.21240234375,4261.77490234375|0.9378253221511841,0,0.3471076488494873|9.752936236395726e-09,1.0000001192092896,-2.635075979640078e-08|Running
6450.03076171875,3186.17236328125,4261.94482421875|0.9223964810371399,0,0.38624438643455505|1.1020370394021484e-08,1,-2.6317923840224466e-08|Running
6450.61669921875,3186.045654296875,4262.162109375|0.907587468624115,0,0.4198629558086395|1.2192252540899062e-08,1.0000001192092896,-2.635511364701415e-08|Running
6450.96826171875,3185.92919921875,4262.29248046875|0.8924657702445984,0,0.45111507177352905|1.3222871686480175e-08,1.0000001192092896,-2.6159534982639343e-08|Running
6451.43701171875,3185.72607421875,4262.46630859375|0.8809567093849182,0,0.473196804523468|1.4050996810510696e-08,1.0000001192092896,-2.615892569224343e-08|Running
6451.90576171875,3185.46826171875,4262.64013671875|0.8726558685302734,0,0.48833566904067993|1.4665583414341654e-08,1,-2.6207397141320143e-08|Running
6452.37451171875,3185.15576171875,4262.81396484375|0.8648573160171509,0,0.5020176768302917|1.5246374829303022e-08,1,-2.6265885466614236e-08|Running
6452.84326171875,3184.78857421875,4262.98779296875|0.8614315986633301,0,0.50787353515625|1.5587033885822166e-08,1,-2.6438005562567923e-08|Running
6453.41357421875,3184.253662109375,4263.23876953125|0.8605372905731201,0,0.5093873143196106|1.5845683876136718e-08,1,-2.676902610687648e-08|Freefall
6453.85107421875,3183.764404296875,4263.47900390625|0.8605372905731201,0,0.5093873143196106|1.601304866483133e-08,1,-2.70517634959333e-08|Freefall
6454.28125,3183.220458984375,4263.73291015625|0.8605372905731201,0,0.5093873143196106|1.6183728135388264e-08,1,-2.734010351446159e-08|Freefall
6454.7109375,3182.621826171875,4263.98681640625|0.8605372905731201,0,0.5093873143196106|1.635576651892734e-08,1,-2.7630738586026382e-08|Freefall
6455.033203125,3182.136962890625,4264.17724609375|0.8605372905731201,0,0.5093873143196106|1.648481351423925e-08,1,-2.7848743755498617e-08|Freefall
6455.462890625,3181.443115234375,4264.43115234375|0.8605372905731201,0,0.5093873143196106|1.6656764856293194e-08,1,-2.813923138944574e-08|Freefall
6455.892578125,3180.695068359375,4264.68505859375|0.8605372905731201,0,0.5093873143196106|1.6828568760729468e-08,1,-2.8429470333435347e-08|Freefall
6456.322265625,3179.892333984375,4264.93896484375|0.8605372905731201,0,0.5093873143196106|1.700022878026175e-08,1,-2.8719464140181117e-08|Freefall
6456.751953125,3179.034912109375,4265.19287109375|0.8605372905731201,0,0.5093873143196106|1.7171741362176363e-08,1,-2.900920925696937e-08|Freefall
6457.181640625,3178.122802734375,4265.44677734375|0.8605372905731201,0,0.5093873143196106|1.7343110059186984e-08,1,-2.9298714565584305e-08|Freefall
6457.611328125,3177.15625,4265.70068359375|0.8605372905731201,0,0.5093873143196106|1.7514329542223095e-08,1,-2.9587964078814366e-08|Freefall
6458.041015625,3176.1357421875,4265.95458984375|0.8579664826393127,0,0.5137056112289429|1.7839338894987122e-08,1,-2.9794408717975784e-08|Freefall
6458.470703125,3175.060546875,4266.21142578125|0.8562844395637512,0,0.5165045261383057|1.8137134460971538e-08,1.0000001192092896,-3.0068555645357264e-08|Freefall
6458.8984375,3173.9306640625,4266.46923828125|0.8544624447822571,0,0.5195131897926331|1.8476484342500044e-08,1,-3.038895357576621e-08|Freefall
6459.326171875,3172.74609375,4266.72900390625|0.8526293039321899,0,0.5225162506103516|1.884527200957109e-08,1,-3.0751255764016605e-08|Freefall
6459.74365234375,3171.5068359375,4266.9853515625|0.8468438982963562,0,0.5318413972854614|1.9484595270569116e-08,1,-3.102505985452808e-08|Landed
6460.15625,3170.9013671875,4267.2431640625|0.8422713875770569,0,0.5390536785125732|2.0056733163187346e-08,1,-3.1338647232814765e-08|Landed
6460.56396484375,3170.927734375,4267.5029296875|0.8336246609687805,0,0.552331268787384|2.0896111507795467e-08,1,-3.153816408030252e-08|Running
6461.06591796875,3170.944091796875,4267.83447265625|0.8227718472480774,0,0.5683717727661133|2.1975019137698837e-08,1,-3.181091656756507e-08|Running
6461.36376953125,3170.907470703125,4268.0390625|0.809622049331665,0,0.5869515538215637|2.300481227734963e-08,1,-3.1732096061887205e-08|Running
6461.7548828125,3170.810791015625,4268.3203125|0.7961151599884033,0,0.6051452159881592|2.416934030691209e-08,1.0000001192092896,-3.179662755314894e-08|Running
6462.14013671875,3170.66015625,4268.611328125|0.779819667339325,0,0.6260042190551758|2.5513131163279468e-08,1,-3.178196195108285e-08|Running
6462.51953125,3170.455078125,4268.9130859375|0.7666178941726685,0,0.6421035528182983|2.670466692222817e-08,1,-3.188313613122773e-08|Running
6462.89208984375,3170.219482421875,4269.22314453125|0.7553828954696655,0,0.6552836894989014|2.7820284742574586e-08,1,-3.207003018701471e-08|Running
6463.35009765625,3170.074951171875,4269.6181640625|0.7485396862030029,0,0.6630899906158447|2.8888184289144192e-08,1,-3.261088465933426e-08|Running
6463.71337890625,3169.951171875,4269.9384765625|0.740227222442627,0,0.6723567843437195|2.991746228531156e-08,1,-3.293745365340328e-08|Running
6464.07275390625,3169.826171875,4270.263671875|0.740227222442627,0,0.6723567843437195|3.053340336123256e-08,1,-3.361557077141697e-08|Running
6464.4306640625,3169.701171875,4270.58984375|0.740227222442627,0,0.6723567843437195|3.114881508281542e-08,1,-3.4293105244387334e-08|Running
6464.7001953125,3169.609130859375,4270.83447265625|0.740227222442627,0,0.6723567843437195|3.161003192531098e-08,1,-3.4800876846929896e-08|Running
6465.0595703125,3169.489501953125,4271.16064453125|0.740227222442627,0,0.6723567843437195|3.2224527046764706e-08,1,-3.547740234921548e-08|Running
6465.4189453125,3169.372802734375,4271.48681640625|0.740227222442627,0,0.6723567843437195|3.2838492813880293e-08,1,-3.615334520645774e-08|Running
6465.7802734375,3169.25927734375,4271.81494140625|0.740227222442627,0,0.6723567843437195|3.3451939884798776e-08,1,-3.682871607679772e-08|Running
6466.23193359375,3169.12158203125,4272.22509765625|0.740227222442627,0,0.6723567843437195|3.421800442993117e-08,1,-3.7672108987862885e-08|Running
6466.5029296875,3169.03955078125,4272.47119140625|0.7379037141799927,0,0.6749059557914734|3.4810391014161723e-08,1,-3.8059695839365304e-08|Running
6466.8642578125,3168.932373046875,4272.80078125|0.7367283701896667,0,0.6761887669563293|3.549755334120164e-08,1,-3.867567244242309e-08|Running
6467.22412109375,3168.82763671875,4273.130859375|0.7379037141799927,0,0.6749059557914734|3.604936793522029e-08,1,-3.941432424880986e-08|Running
6467.58544921875,3168.72509765625,4273.4609375|0.7450880408287048,0,0.6669660806655884|3.621007849119451e-08,1,-4.045137913522012e-08|Running
6467.94970703125,3168.62255859375,4273.78759765625|0.7576346397399902,0,0.6526788473129272|3.6004450976179214e-08,1,-4.179424450967417e-08|Running
6468.31982421875,3168.518310546875,4274.10791015625|0.7723669409751892,0,0.6351765990257263|3.5545774323964e-08,1,-4.322322411098867e-08|Running
6468.79052734375,3168.3876953125,4274.49755859375|0.7992377281188965,0,0.601015031337738|3.419033234308699e-08,1,-4.5466755693723826e-08|Running
6469.08203125,3168.309326171875,4274.720703125|0.8345959186553955,0,0.5508626103401184|3.157486716531821e-08,1,-4.783816365261373e-08|Running
6469.48828125,3168.23291015625,4274.994140625|0.87436443567276,0,0.48526981472969055|2.803752607860588e-08,1,-5.051832019375979e-08|Running
6469.916015625,3168.151123046875,4275.23828125|0.9182842969894409,0,0.39592161774635315|2.296965462278422e-08,1,-5.32748707371411e-08|Running
6470.3671875,3168.082763671875,4275.44140625|0.9613394737243652,0,0.2753659188747406|1.2534368210026514e-08,1,-4.375916518029044e-08|Running
6470.84033203125,3168.051025390625,4275.5908203125|0.98563152551651,0,0.16890960931777954|2.9310984750452462e-09,1,-1.7103722882438888e-08|Running
6471.26708984375,3168.0302734375,4275.802734375|0.9990763068199158,0,0.04297102242708206|5.019855364718495e-11,1.0000001192092896,-1.1671164035220727e-09|Running
6471.62548828125,3168.017822265625,4276.12939453125|0.9991781115531921,0,-0.04053362086415291|9.75432096206319e-11,1,2.4044988222726715e-09|Running
6472.08056640625,3168.0126953125,4276.55712890625|0.9922778606414795,0,-0.12403473258018494|-2.7999148138890817e-11,1.0000001192092896,-2.2399318511112654e-10|Running
6472.37255859375,3168.06005859375,4276.79248046875|0.9829108715057373,0,-0.18408216536045074|-7.161338189121125e-10,1,-3.82381237784557e-09|Running
6472.7822265625,3168.164794921875,4277.0791015625|0.9740030169487,0,-0.22653503715991974|-2.424690670466134e-09,1,-1.0425124763457916e-08|Running
6473.29931640625,3168.382080078125,4277.40478515625|0.9677416086196899,0,-0.2519448399543762|-5.203357744676396e-09,1,-1.9986540422678445e-08|Running
6473.6142578125,3168.54736328125,4277.591796875|0.9627304077148438,0,-0.2704627811908722|-6.298638943746937e-09,1.0000001192092896,-2.2420428180680574e-08|Running
6473.95947265625,3168.750244140625,4277.90234375|0.9577724933624268,0,-0.28752702474594116|-4.5443360185970505e-09,1,-1.5137498365902502e-08|Running
6474.18310546875,3168.88134765625,4278.3134765625|0.9530795812606812,0,-0.30271995067596436|-2.3881794319891014e-09,1,-7.518913491821877e-09|Running
6474.33837890625,3168.95751953125,4278.7861328125|0.94878089427948,0,-0.31593477725982666|1.261515614192632e-10,1.0000001192092896,3.788446223396136e-10|Running
6474.49560546875,3169.000732421875,4279.2607421875|0.9449570178985596,0,-0.3271944224834442|2.9433449011406765e-09,1,8.500555814805466e-09|Running
6474.65869140625,3169.02392578125,4279.7333984375|0.9413657188415527,0,-0.3373878300189972|6.025611565263489e-09,1,1.6812414571631962e-08|Running
6474.826171875,3169.0361328125,4280.2041015625|0.9365296959877014,0,-0.35058829188346863|9.49417700013555e-09,1,2.5361881483831894e-08|Running
6475.00048828125,3169.046142578125,4280.6728515625|0.9303175210952759,0,-0.36675509810447693|1.3470371484913812e-08,1,3.4169183038557094e-08|Running
6475.1826171875,3169.052490234375,4281.13818359375|0.9238263368606567,0,-0.3828117847442627|1.791754122848488e-08,1,4.32397762040182e-08|Running
6475.42041015625,3169.05419921875,4281.716796875|0.9163700938224792,0,-0.40033215284347534|1.2637494606337896e-08,1,2.8927534145850586e-08|Running
6475.5693359375,3169.054931640625,4282.06103515625|0.907773494720459,0,-0.4194606840610504|7.361458553845068e-09,1.0000001192092896,1.5931259866874825e-08|Running
6475.77783203125,3169.054931640625,4282.51513671875|0.9018200039863586,0,-0.432111918926239|-7.267226265206261e-10,1,-1.5166742306504943e-09|Running
6476.046875,3169.054931640625,4283.0791015625|0.8909835815429688,0,-0.4540354609489441|-1.221527057282401e-08,1.0000001192092896,-2.3970827101038594e-08|Running
6476.18994140625,3169.049072265625,4283.37744140625|0.8819876313209534,0,-0.47127246856689453|-2.0077019158293297e-08,1.0000001192092896,-3.7574192646161464e-08|Running
6476.33544921875,3169.05029296875,4283.681640625|0.8701896667480469,0,-0.49271684885025024|-2.3101797808067204e-08,1.0000001192092896,-4.080019877505947e-08|Running
6476.41943359375,3169.05078125,4283.85693359375|0.8552437424659729,0,-0.518225908279419|-1.7060685308933898e-08,1.0000001192092896,-2.815576038983636e-08|Running
6476.43896484375,3169.05078125,4283.89794921875|0.8374939560890198,0,-0.5464465022087097|-9.962990432654806e-09,1,-1.5269462139144707e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.8159381151199341,0,-0.5781392455101013|6.853207445978171e-10,1,9.672052048159685e-10|Running
6476.439453125,3169.05078125,4283.89892578125|0.7888525128364563,0,-0.6145824790000916|8.329650746929929e-09,1,1.0691593388401088e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7670593857765198,0,-0.6415761113166809|1.9728448208411464e-08,1,2.3587055864027207e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.751971423625946,0,-0.6591957211494446|3.191560438153829e-08,1,3.6407431736051876e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|4.361785954642983e-08,1,4.961854216389838e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|5.527116542225485e-08,1,6.287503850899157e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|3.520276337098949e-08,1,4.0045748050943075e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|1.0141357975612664e-08,1,1.1536545052592828e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|-4.882648951820556e-09,1,-5.554374737926082e-09|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|-2.4899689421431503e-08,1,-2.832523904316986e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|-4.989696122947862e-08,1,-5.676148617794752e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|-4.737873382509861e-08,1,-5.3896815899179273e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|-2.860657843939407e-08,1,-3.2542100569799004e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7510621547698975,0,-0.6602314710617065|-1.3603279391816159e-08,1,-1.547473615914896e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7544793486595154,0,-0.6563237905502319|-2.4010629040560616e-09,1,-2.7601503305163533e-09|Running
6476.439453125,3169.05078125,4283.89892578125|0.751971423625946,0,-0.6591957211494446|1.2525263493046168e-08,1,1.428807827608125e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7499090433120728,0,-0.6615408658981323|2.758857320372954e-08,1,3.127383507717241e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7334540486335754,0,-0.6797390580177307|4.4123716236299515e-08,1,4.7610502207362515e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.7105168104171753,0,-0.7036802172660828|6.246827410905098e-08,1,6.307518418680047e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.6840385794639587,0,-0.7294458150863647|4.3746052114101985e-08,1,4.102290418472876e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.6581588983535767,0,-0.7528790831565857|2.277615607226835e-08,1.0000001192092896,1.99106739984245e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.6343539953231812,0,-0.7730426788330078|-6.07311667621957e-09,1,-4.983562007510045e-09|Running
6476.439453125,3169.05078125,4283.89892578125|0.620577871799469,0,-0.7841448187828064|-2.43283011513995e-08,1,-1.925359427445983e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.6181234121322632,0,-0.786081075668335|-4.870547698487826e-08,1,-3.829884320794008e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.6181234121322632,0,-0.786081075668335|-7.300901216922284e-08,1,-5.7409575759947984e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.620577871799469,0,-0.7841448187828064|-5.1540911982783655e-08,1,-4.0789849720113125e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.620577871799469,0,-0.7841448187828064|-3.025050432370335e-08,1,-2.3940467386296405e-08|Running
6476.439453125,3169.05078125,4283.89892578125|0.6219525933265686,0,-0.7830548882484436|-8.994613942547858e-09,1,-7.144101310530004e-09|Running
6476.53173828125,3169.05078125,4283.783203125|0.6219525933265686,0,-0.7830548882484436|1.749716460608397e-08,1,1.3897373918325684e-08|Running
6476.66064453125,3169.05078125,4283.62060546875|0.6249331831932068,0,-0.7806782126426697|3.322649533288313e-08,1.0000001192092896,2.6597820834695085e-08|Running
6476.8046875,3169.05078125,4283.3212890625|0.6260042190551758,0,-0.779819667339325|5.418681325863872e-08,1,4.3498740609493325e-08|Running
6476.86474609375,3169.05322265625,4282.9384765625|0.63033527135849,0,-0.7763230204582214|7.471403051795278e-08,1,6.06640355726995e-08|Running
6476.84423828125,3169.05615234375,4282.47314453125|0.6327590942382812,0,-0.7743486762046814|5.037073336211506e-08,1.0000001192092896,4.11604510475172e-08|Running
6476.794921875,3169.058349609375,4281.9765625|0.6327590942382812,0,-0.7743486762046814|2.6216932624834044e-08,1.0000001192092896,2.1423169016543397e-08|Running
6476.744140625,3169.05859375,4281.478515625|0.6327590942382812,0,-0.7743486762046814|2.083749395254131e-09,1.0000001192092896,1.7027360632582145e-09|Running
6476.693359375,3169.0595703125,4280.98046875|0.6327590942382812,0,-0.7743486762046814|-2.2028835644505307e-08,1.0000001192092896,-1.8000864798750627e-08|Running
6476.6298828125,3169.060302734375,4280.35791015625|0.6327590942382812,0,-0.7743486762046814|-5.214063136804725e-08,1.0000001192092896,-4.2606721706306416e-08|Running
