Mt Freestyle|true|13238
427.194091796875,132.2360076904297,-887.1414184570312|-0.7904217839241028,-1.665979532106121e-08,0.6125630140304565|4.037631562425759e-09,1,3.2406834549192354e-08|Freefall
426.83612060546875,131.0985870361328,-886.8699340820312|-0.7871987819671631,2.5604842690540863e-09,0.6166993975639343|2.3085361178232233e-08,1,2.5315873841691428e-08|Freefall
426.509765625,129.9066619873047,-886.6224975585938|-0.7850387692451477,2.174300739454793e-08,0.6194466352462769|4.2035416925045865e-08,1,1.8171739668559894e-08|Freefall
426.2150573730469,128.6602325439453,-886.3990478515625|-0.7806928753852844,4.086584226570267e-08,0.6249149441719055|6.100693639154997e-08,1,1.0820413010037555e-08|Freefall
425.9520263671875,127.35931396484375,-886.1995849609375|-0.7752031683921814,5.991690699147512e-08,0.6317119598388672|7.992867523398672e-08,1,3.2357392321102907e-09|Freefall
425.72064208984375,126.00389099121094,-886.024169921875|-0.7640516757965088,7.883659947083288e-08,0.6451550126075745|9.878642970306828e-08,1,-5.205974318300832e-09|Freefall
425.5209045410156,124.59396362304688,-885.8727416992188|-0.7492056488990784,9.758200292253605e-08,0.6623374223709106|1.1744010919301218e-07,1,-1.4486889021725347e-08|Freefall
425.2164001464844,121.6106185913086,-885.641845703125|-0.7280147671699524,1.3455567682285619e-07,0.68556147813797|1.54473227098606e-07,1,-3.223181010980625e-08|Freefall
425.1600341796875,120.83071899414062,-885.59912109375|-0.6549471020698547,1.433502916370344e-07,0.7556747198104858|1.5979802014953748e-07,1,-5.1200657935623894e-08|Freefall
425.0538024902344,118.82135772705078,-885.5185546875|-0.628152072429657,1.1993786586117494e-07,0.7780905961990356|1.3192567394071375e-07,1,-4.764030947512765e-08|Freefall
425.03948974609375,117.9937744140625,-885.5076904296875|-0.5477006435394287,9.999818928463355e-08,0.8366743326187134|1.0297689811977762e-07,1,-5.210829812085649e-08|Landed
425.0372619628906,117.24575805664062,-885.5059814453125|-0.4910023510456085,7.167256654838638e-08,0.871158242225647|6.39728128248862e-08,1,-4.6216367621809695e-08|Landed
425.0371398925781,117.26671600341797,-885.505859375|-0.38601061701774597,8.840697063305925e-09,0.9224943518638611|2.1724781973375684e-09,1,-8.674413187748087e-09|Landed
425.03717041015625,117.40233612060547,-885.505859375|-0.23659825325012207,-8.377384119739872e-08,0.9716075658798218|-3.334209353056394e-08,1,7.810268698449363e-08|Running
425.03717041015625,117.502685546875,-885.505859375|-0.06636994332075119,-1.2170036711722787e-07,0.9977951049804688|-2.4629178696500276e-09,1,1.218054705987015e-07|Running
425.0372009277344,117.4729232788086,-885.505859375|0.21556487679481506,-1.4967696415624232e-07,0.9764895439147949|3.9633224702129155e-08,1,1.4453144103754312e-07|Running
425.037109375,117.32599639892578,-885.505859375|0.30252110958099365,-1.1770042362968525e-07,0.9531427025794983|3.98160189263308e-08,1,1.1084933504434957e-07|Running
425.0371398925781,117.12264251708984,-885.5059204101562|0.4537026584148407,-1.115962717790353e-07,0.89115309715271|6.645019112738737e-08,1,9.139579049133317e-08|Running
425.03717041015625,117.11631774902344,-885.5060424804688|0.6068528890609741,-1.3419821698335e-07,0.7948141694068909|9.095286657156976e-08,1,9.939833489625016e-08|Running
425.03717041015625,117.16464233398438,-885.5059814453125|0.702923059463501,-1.3528307363230851e-07,0.7112659215927124|9.98656730644143e-08,1,9.150613067276936e-08|Running
425.03717041015625,117.17463684082031,-885.506103515625|0.7491247057914734,-1.2854721376243106e-07,0.6624289751052856|1.0084540491561711e-07,1,8.00107287091123e-08|Running
425.0371398925781,117.1104965209961,-885.5062866210938|0.7595255970954895,-1.3100107310037856e-07,0.650477409362793|1.0541085515569648e-07,1,7.830992387880542e-08|Running
425.037109375,117.03113555908203,-885.5064086914062|0.756942629814148,-1.400848645971564e-07,0.6534813642501831|1.1284940626410389e-07,1,8.365095993667637e-08|Running
425.0370788574219,116.87763214111328,-885.5065307617188|0.7582308650016785,-1.4122794311788311e-07,0.6519861817359924|1.1399647803500557e-07,1,8.403903706266647e-08|Running
425.03704833984375,116.66962432861328,-885.5066528320312|0.7582307457923889,-1.4011712323735992e-07,0.651986300945282|1.129532734012173e-07,1,8.354850677960712e-08|Running
425.0370178222656,116.4071273803711,-885.5067749023438|0.7582308053970337,-1.3902794648856798e-07,0.6519862413406372|1.1196497951004858e-07,1,8.30272881557903e-08|Running
425.03704833984375,116.09012603759766,-885.5068359375|0.7546632289886475,-1.4026693406776758e-07,0.6561123728752136|1.1288906165418666e-07,1,8.393946160367705e-08|Freefall
425.03704833984375,115.71862030029297,-885.5068969726562|0.7532445192337036,-1.2794012604899763e-07,0.657740592956543|1.0332588828987355e-07,1,7.61857563702506e-08|Freefall
425.03704833984375,115.29261779785156,-885.5069580078125|0.7530803084373474,-1.1569389357646287e-07,0.6579286456108093|9.401286149568477e-08,1,6.823637477282318e-08|Freefall
425.03704833984375,114.81211853027344,-885.5070190429688|0.7530612945556641,-1.0345881662487955e-07,0.6579504013061523|8.472783719071231e-08,1,6.026832011229999e-08|Freefall
425.03704833984375,114.27711486816406,-885.5070190429688|0.7530590295791626,-9.123417044065718e-08,0.6579529047012329|7.545276048404048e-08,1,5.230433330893902e-08|Freefall
425.03704833984375,113.68760681152344,-885.5070190429688|0.7530587911605835,-7.901997634007785e-08,0.6579532623291016|6.618581238626575e-08,1,4.434686928789233e-08|Freefall
425.03704833984375,113.5979232788086,-885.5070190429688|0.7530587911605835,-6.681620590143211e-08,0.6579532623291016|5.692680460356314e-08,1,3.63961660809764e-08|Climbing
425.03704833984375,113.59612274169922,-885.5070190429688|0.7530587911605835,-5.157616556061839e-08,0.6579532623291016|4.536417463896214e-08,1,2.6467343872127458e-08|Climbing
425.03704833984375,113.59611511230469,-885.5070190429688|0.7553529143333435,-3.939556236787212e-08,0.6553182005882263|3.621516242446887e-08,1,1.8373267351989853e-08|Climbing
425.03704833984375,113.59611511230469,-885.5070190429688|0.8003075122833252,-3.028703332574878e-08,0.5995897054672241|3.051129837672306e-08,1,9.787706645170147e-09|Climbing
425.03704833984375,113.59611511230469,-885.5070190429688|0.840215265750885,-1.8237463095260864e-08,0.5422530174255371|2.1892791579603e-08,1,-2.8989088907138694e-10|Climbing
425.03704833984375,113.59611511230469,-885.5070190429688|0.8891539573669434,-6.417105069544959e-09,0.4576082229614258|1.2540322558152184e-08,1,-1.0343285339331487e-08|Climbing
425.0370788574219,113.59611511230469,-885.5071411132812|0.9439352750778198,-3.609099863410847e-08,0.3301306366920471|4.1448675602850926e-08,1,-9.189891514438386e-09|Climbing
425.037109375,113.59611511230469,-885.5070190429688|0.9797573685646057,-9.850771931496638e-08,0.20018860697746277|9.939230949385092e-08,1,5.631554333973554e-09|Climbing
425.037109375,113.59611511230469,-885.5070190429688|0.9936347007751465,-9.756557517448528e-08,0.11265017092227936|9.712742610190617e-08,1,9.377640886043537e-09|Climbing
425.12286376953125,114.90137481689453,-885.4970703125|0.9994528889656067,-8.28302759714461e-08,0.03307449072599411|8.247865679322786e-08,1,1.1995349602500482e-08|Running
425.346435546875,116.054931640625,-885.481201171875|0.9998184442520142,-6.764287974192484e-08,-0.01905369944870472|6.799882612540387e-08,1,1.80331038990289e-08|Running
425.707763671875,116.67113494873047,-885.473388671875|0.9978103637695312,-5.20129574965722e-08,-0.06613945215940475|5.379414602657562e-08,1,2.514991237489994e-08|Running
426.194091796875,117.10123443603516,-885.4957275390625|0.9948920011520386,-3.608054655046544e-08,-0.10094493627548218|3.9673686558217014e-08,1,3.3587504333354445e-08|Running
426.672607421875,117.4768295288086,-885.5413818359375|0.9909948110580444,-1.987984354911987e-08,-0.13390037417411804|2.5813147175313134e-08,1,4.257531216467214e-08|Running
427.1400146484375,117.79792022705078,-885.6021118164062|0.9874241948127747,-3.496814837689044e-09,-0.15809312462806702|1.1906159613772616e-08,1,5.224525168046057e-08|Running
427.60174560546875,118.06451416015625,-885.6742553710938|0.9842042922973633,1.3019367806066384e-08,-0.1770365983247757|-2.0197838956903524e-09,1,6.231191207461961e-08|Running
428.1157531738281,118.14356994628906,-885.764892578125|0.9812998175621033,2.9637195808618344e-08,-0.19248542189598083|-1.59549102818346e-08,1,7.263223267273133e-08|Running
428.578125,117.90876770019531,-885.8536376953125|0.9792287349700928,4.6315651758277454e-08,-0.20275872945785522|-3.0094973624272825e-08,1,8.308292365200032e-08|Running
429.0281677246094,117.61102294921875,-885.9461059570312|0.9785141348838806,6.300437860318198e-08,-0.20617975294589996|-4.4693805989481916e-08,1,9.346628360162867e-08|Running
429.6923522949219,117.16219329833984,-886.08544921875|0.9774200916290283,8.389068995029447e-08,-0.21130530536174774|-6.279718434143433e-08,1,1.065352464024727e-07|Running
430.1650695800781,117.10539245605469,-886.1851806640625|0.9743728041648865,7.475254903965833e-08,-0.2249392867088318|-5.6362953415600714e-08,1,8.817499974611565e-08|Running
430.495849609375,117.0792236328125,-886.2560424804688|0.9690143465995789,4.7759627364030166e-08,-0.2470044642686844|-3.579864937819366e-08,1,5.2914931103487106e-08|Running
430.9694519042969,116.99664306640625,-886.3627319335938|0.9645515084266663,1.1084500428637512e-08,-0.26389458775520325|-1.0156950835948919e-08,1,4.879213477693156e-09|Running
431.4785461425781,116.85956573486328,-886.487060546875|0.958311915397644,-2.646638819214786e-08,-0.28572413325309753|1.464717325205811e-08,1,-4.350289373178384e-08|Running
432.0186462402344,116.6679916381836,-886.6357421875|0.9521126747131348,-6.480480152504242e-08,-0.30574744939804077|3.840179019221068e-08,1,-9.2370257220864e-08|Running
432.5731506347656,116.42191314697266,-886.810302734375|0.9454948902130127,-5.612192666148985e-08,-0.3256368935108185|3.3116783981768094e-08,1,-7.618969277700671e-08|Running
433.1252746582031,116.12133026123047,-886.9984130859375|0.93846195936203,-4.7135245040408336e-08,-0.3453826606273651|2.8175000110763904e-08,1,-5.991638118985065e-08|Running
433.6733093261719,115.7662582397461,-887.1980590820312|0.9328663945198059,-4.0679996260450935e-08,-0.3602224886417389|2.6350711834766116e-08,1,-4.468988379358052e-08|Freefall
434.2176818847656,115.35668182373047,-887.4075317382812|0.9290384650230408,-4.263480946065101e-08,-0.36998316645622253|3.2733940003026873e-08,1,-3.3038588753697695e-08|Freefall
434.7596130371094,114.8926010131836,-887.623291015625|0.9274322986602783,-4.889707128086229e-08,-0.37399110198020935|4.338048853469445e-08,1,-2.316794400769595e-08|Freefall
435.3005676269531,114.37403106689453,-887.841552734375|0.9266124367713928,-5.598855778998768e-08,-0.37601786851882935|5.4892577594500835e-08,1,-1.3628119965858332e-08|Freefall
435.8410949707031,113.80095672607422,-888.0609741210938|0.926516056060791,-6.32245971132761e-08,-0.37625521421432495|6.658503082235256e-08,1,-4.073025472450809e-09|Freefall
436.3815002441406,113.17337799072266,-888.2804565429688|0.926487922668457,-7.045954220075146e-08,-0.37632447481155396|7.827770787116606e-08,1,5.484118492660173e-09|Freefall
436.9219055175781,112.49129486083984,-888.4999389648438|0.9264847040176392,-7.76881208253144e-08,-0.37633243203163147|8.996088496360244e-08,1,1.5037935341410957e-08|Freefall
437.4623107910156,111.75472259521484,-888.7194213867188|0.9264842867851257,-8.491047509551208e-08,-0.3763333857059479|1.0163405050889196e-07,1,2.4584247526604486e-08|Freefall
438.0027160644531,110.9636459350586,-888.9389038085938|0.9264842867851257,-9.212666896019073e-08,-0.37633347511291504|1.1329723292874405e-07,1,3.4122500380817655e-08|Freefall
438.5431213378906,110.1180648803711,-889.1583862304688|0.9270811676979065,-9.937410538896074e-08,-0.3748606741428375|1.2491599932218378e-07,1,4.383804252938717e-08|Freefall
439.044189453125,109.99073028564453,-889.3611450195312|0.928421139717102,-5.3458578008758195e-08,-0.37152954936027527|6.908020822038452e-08,1,2.873781568268896e-08|Landed
439.5480651855469,109.78681945800781,-889.5630493164062|0.9290893077850342,-7.527912515570279e-09,-0.3698553740978241|1.3404214627144029e-08,1,1.3318181224519776e-08|Landed
440.0523681640625,109.50178527832031,-889.763916015625|0.9297358989715576,3.84243108442206e-08,-0.3682270646095276|-4.21954382545664e-08,1,-2.1896917612451716e-09|Running
440.7175598144531,109.456298828125,-890.0275268554688|0.9310173988342285,8.090353986744958e-08,-0.36497482657432556|-9.393345834496358e-08,1,-1.7946847563621304e-08|Running
441.1199035644531,109.3188247680664,-890.185546875|0.9316526651382446,7.023531622962764e-08,-0.3633500933647156|-8.255827310676978e-08,1,-1.8385341249427256e-08|Running
441.7563781738281,108.97264862060547,-890.4339599609375|0.932286262512207,5.2458929644672025e-08,-0.3617212474346161|-6.363594451386234e-08,1,-1.8986961336509012e-08|Running
442.28912353515625,108.63439178466797,-890.640869140625|0.9329173564910889,3.82425646705542e-08,-0.36009055376052856|-4.8505121696962306e-08,1,-1.94637337358472e-08|Running
442.7453918457031,108.24164581298828,-890.81787109375|0.9335445761680603,2.4029475298448233e-08,-0.35846129059791565|-3.338644205541641e-08,1,-1.991360498720951e-08|Running
443.0375061035156,107.91131591796875,-890.9312133789062|0.9341686964035034,1.3371020735064576e-08,-0.35683172941207886|-2.204663118732242e-08,1,-2.02455421316472e-08|Running
443.3945617675781,107.42318725585938,-891.0697021484375|0.9341685771942139,-8.296331954760205e-10,-0.3568320572376251|-6.984551159661123e-09,1,-2.0610203321780318e-08|Running
443.7146301269531,106.88055419921875,-891.1937866210938|0.9341685771942139,-1.501816804250211e-08,-0.3568320572376251|8.064684031694469e-09,1,-2.0974557202180222e-08|Running
443.9976806640625,106.28343200683594,-891.3035278320312|0.9341685771942139,-2.91945951857997e-08,-0.3568320572376251|2.3101076607190407e-08,1,-2.133859666741955e-08|Running
444.2436828613281,105.63180541992188,-891.3988647460938|0.9341685771942139,-4.335892356266413e-08,-0.3568320572376251|3.812463944541378e-08,1,-2.1702321717498307e-08|Running
444.4526672363281,104.92567443847656,-891.4798583984375|0.9341685771942139,-5.7511165607593284e-08,-0.3568320572376251|5.3135384092684035e-08,1,-2.206573235241649e-08|Running
444.6709289550781,104.16504669189453,-891.564208984375|0.9341685771942139,-7.165132842601452e-08,-0.35683193802833557|6.813331765442854e-08,1,-2.2428832124887776e-08|Freefall
444.9264221191406,103.34992218017578,-891.6626586914062|0.9347339272499084,-8.581515231753656e-08,-0.3553483784198761|8.318321675915286e-08,1,-2.2684716327603383e-08|Freefall
445.1423645019531,102.2543716430664,-891.7455444335938|0.9347672462463379,-1.0357748436717884e-07,-0.35526081919670105|1.0199920552622643e-07,1,-2.3171626395424028e-08|Landed
445.2720642089844,102.134033203125,-891.7949829101562|0.9347897171974182,-1.1422854129250481e-07,-0.3552016019821167|1.132805493853084e-07,1,-2.3465684506618345e-08|Landed
445.6496887207031,102.2613525390625,-891.9385986328125|0.9347907304763794,-1.1488097584333445e-07,-0.35519886016845703|1.1490614326703508e-07,1,-2.1024209928555138e-08|Running
446.0395812988281,102.35781860351562,-892.0867919921875|0.934791088104248,-6.075610059497194e-08,-0.3551980257034302|6.13228792190057e-08,1,-9.662271871491157e-09|Running
446.29400634765625,102.24341583251953,-892.1834716796875|0.934791088104248,-2.0192796768014887e-08,-0.3551980257034302|2.1165464048067406e-08,1,-1.1472716110461079e-09|Running
446.68170166015625,102.2117691040039,-892.330810546875|0.934791088104248,3.3851168979026625e-08,-0.3551980257034302|-3.233772005728497e-08,1,1.0197570787795485e-08|Running
447.1745300292969,102.21114349365234,-892.51806640625|0.934791088104248,8.784895300095741e-08,-0.3551980257034302|-8.57951860666617e-08,1,2.153271694282921e-08|Running
447.682861328125,102.39046478271484,-892.711181640625|0.934791088104248,8.799948858495554e-08,-0.3551980257034302|-8.637240966891113e-08,1,2.0437418868368695e-08|Running
448.1915283203125,102.60009002685547,-892.904541015625|0.934791088104248,7.022385517529983e-08,-0.3551980257034302|-6.934514118484003e-08,1,1.5204575376515095e-08|Running
448.7001953125,102.81031799316406,-893.097900390625|0.9354090690612793,5.2461416544247186e-08,-0.3535674214363098|-5.2358824831344464e-08,1,9.855253502166761e-09|Running
449.2088623046875,103.02055358886719,-893.291259765625|0.9360253214836121,3.471220821893439e-08,-0.3519326150417328|-3.537776649409352e-08,1,4.539848497131516e-09|Running
449.717529296875,103.23078918457031,-893.484619140625|0.9372493624687195,1.6974453842522053e-08,-0.3486597239971161|-1.840973595790274e-08,1,-8.032499665411308e-10|Running
450.2261962890625,103.44102478027344,-893.677978515625|0.9384625554084778,-7.516171018906448e-10,-0.3453809320926666|-1.4376645429692303e-09,1,-6.082592207690141e-09|Running
