MT Varsha|true|8344
-105.14802551269531,292.0058288574219,-763.5526733398438|0.9478422999382019,-6.085561388147198e-09,0.3187396824359894|-8.433326037504685e-09,1,4.417091759023606e-08|Running
-104.51702880859375,292.0058288574219,-763.337646484375|0.9568874835968018,-5.3712883030243574e-09,0.29045888781547546|2.764901418927934e-09,1,9.38373379000268e-09|Running
-104.13497161865234,292.0058288574219,-763.2192993164062|0.9677813649177551,-5.819368098514133e-09,0.25179195404052734|9.064371475631106e-09,1,-1.172778585356582e-08|Running
-103.61971282958984,292.0058288574219,-763.0818481445312|0.9720318913459778,-6.923803752556523e-09,0.23484888672828674|1.675197047745769e-08,1,-3.9853912170428885e-08|Running
-103.10165405273438,292.0058288574219,-762.9552001953125|0.9789342284202576,-8.938910944777945e-09,0.20417577028274536|2.3377920044254097e-08,1,-6.830651244627006e-08|Running
-102.4495849609375,292.0058288574219,-762.8165893554688|0.9851695895195007,-1.2654207459661393e-08,0.1715836226940155|3.094811162895894e-08,1,-1.0394307992100948e-07|Running
-102.05599212646484,292.0058288574219,-762.7454223632812|0.9912664294242859,-1.3529982467730406e-08,0.13187430799007416|2.8103535498757992e-08,1,-1.0864974342439382e-07|Running
-101.3956527709961,292.0058288574219,-762.6541748046875|0.9934185743331909,-6.669407692783125e-09,0.1145404800772667|1.3302930312875105e-08,1,-5.714984041560456e-08|Running
-100.99845123291016,292.0058288574219,-762.6069946289062|0.9956008791923523,-1.8902213128058065e-09,0.09369552880525589|4.369722805819265e-09,1,-2.6258225815922742e-08|Running
-100.46764373779297,292.0058288574219,-762.5552978515625|0.9957630634307861,4.551145682540891e-09,0.09195595234632492|-5.978520789540198e-09,1,1.52469148417822e-08|Running
-99.93658447265625,292.0110778808594,-762.5060424804688|0.9959222078323364,1.1060803828399912e-08,0.09021633118391037|-1.624543521927535e-08,1,5.673458502997164e-08|Running
-99.27264404296875,292.0303039550781,-762.4457397460938|0.9959222078323364,1.919006109574184e-08,0.09021645039319992|-2.9100036158524745e-08,1,1.0853132437205204e-07|Running
-98.87427520751953,292.0432434082031,-762.40966796875|0.9959222078323364,1.5037553424690486e-08,0.09021645039319992|-2.2987491021808637e-08,1,8.70816663223195e-08|Running
-98.2103271484375,292.0655517578125,-762.3495483398438|0.9959222078323364,8.122611916405731e-09,0.09021633118391037|-1.2808603067071545e-08,1,5.136276826078756e-08|Running
-97.81195831298828,292.0746154785156,-762.3134765625|0.9959222078323364,3.977189244608326e-09,0.09021645039319992|-6.706495803143753e-09,1,2.994973513636978e-08|Running
-97.14801025390625,292.0833435058594,-762.2533569335938|0.9959222078323364,-2.925957476307417e-09,0.09021633118391037|3.4550164951241413e-09,1,-5.708168604456887e-09|Running
-96.79480743408203,292.086181640625,-762.2213134765625|0.9959222078323364,-7.0643091376609846e-09,0.09021645039319992|9.546718082731331e-09,1,-2.7084634979246403e-08|Running
-96.42925262451172,292.0884094238281,-762.188232421875|0.9959222078323364,-1.2577994645823765e-08,0.09021633118391037|1.7662916462768408e-08,1,-5.556528748229539e-08|Running
-96.18413543701172,292.089599609375,-762.166015625|0.9959222078323364,-1.8086975472897393e-08,0.09021633118391037|2.577219149202392e-08,1,-8.402161455478563e-08|Running
-96.05945587158203,292.0902404785156,-762.1546630859375|0.9959222078323364,-2.3591256947952388e-08,0.09021633118391037|3.387454583503313e-08,1,-1.1245362685485816e-07|Running
-96.039794921875,292.090576171875,-762.1528930664062|0.9959222078323364,-1.8271572699291028e-08,0.09021633118391037|2.6354481263979324e-08,1,-8.840350318450874e-08|Running
-96.03939056396484,292.09075927734375,-762.1528930664062|0.9959222078323364,-9.351547980429586e-09,0.09021645039319992|1.363789969843765e-08,1,-4.6895429761661944e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,-4.391299823769401e-10,0.09021633118391037|9.321572402853917e-10,1,-5.422811089061952e-09|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,8.465678824620682e-09,0.09021645039319992|-1.17627347862026e-08,1,3.601438436362514e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,1.7362891568950545e-08,0.09021645039319992|-2.4446794810728534e-08,1,7.741618901491165e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,2.240619778604014e-08,0.09021645039319992|-3.167384221569591e-08,1,1.0129509320222496e-07|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,1.5911171047378048e-08,0.09021645039319992|-2.2563121149232757e-08,1,7.271336244230042e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,9.421687430233305e-09,0.09021645039319992|-1.3460176973012494e-08,1,4.415604237806292e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,2.9377418275799982e-09,0.09021645039319992|-4.3650030256969785e-09,1,1.5623109916873545e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,-3.540670423518577e-09,0.09021645039319992|4.722407798141148e-09,1,-1.2885457145728196e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,-1.0013553541909914e-08,0.09021645039319992|1.3802061715750824e-08,1,-4.136967746148912e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,-1.6480914410976766e-08,0.09021645039319992|2.2873965832559406e-08,1,-6.982957501122655e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,-2.2942753474808342e-08,0.09021645039319992|3.1938125033548204e-08,1,-9.826516134125995e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,-2.1693530527500116e-08,0.09021645039319992|3.024515393690308e-08,1,-9.342296891645674e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,-1.2743113231294956e-08,0.09021645039319992|1.7808817531772547e-08,1,-5.534560187925308e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,-3.800330716785538e-09,0.09021645039319992|5.383094414668221e-09,1,-1.7300751053994645e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,5.134822789187865e-09,0.09021645039319992|-7.032026960729354e-09,1,2.0711617310098518e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9959222078323364,1.4062354836141822e-08,0.09021645039319992|-1.9436553699847536e-08,1,5.869152630566532e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957630634307861,2.2914280251029595e-08,0.09195595979690552|-3.19329807041413e-08,1,9.660495692287441e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957630634307861,2.1598909327735782e-08,0.09195595979690552|-3.012778293509655e-08,1,9.136140022292238e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957630634307861,1.2787579883877243e-08,0.09195595979690552|-1.7881887970361277e-08,1,5.457552632037732e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957630634307861,5.745292241954303e-09,0.09195595979690552|-8.094589887264192e-09,1,2.5175115325737352e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957630634307861,-1.2909781021974709e-09,0.09195595979690552|1.6843454408999037e-09,1,-4.20017265412298e-09|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957630634307861,-8.32123703276011e-09,0.09195595979690552|1.1454925896714485e-08,1,-3.3550364264556265e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957630634307861,-1.534548665915736e-08,0.09195595979690552|2.1217157808450793e-08,1,-6.287547904548774e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957630634307861,-2.2363735752151115e-08,0.09195595979690552|3.097104794846928e-08,1,-9.217553298412895e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957632422447205,-2.76235212481879e-08,0.09195441752672195|3.8280852265870635e-08,1,-1.1413418832262323e-07|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957632422447205,-1.8286979042159146e-08,0.09195441752672195|2.535845489148869e-08,1,-7.573358828949495e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9957632422447205,-6.6275105403690304e-09,0.09195441752672195|9.220972430057373e-09,1,-2.7778916944498633e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9956008791923523,2.62227239922197e-09,0.09369554370641708|-3.628044753511972e-09,1,1.0564133567925182e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9956008791923523,1.18641487745208e-08,0.09369554370641708|-1.6514599465722313e-08,1,4.885826854206243e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.995267391204834,2.096072648782865e-08,0.09717434644699097|-2.956078759552838e-08,1,8.706166454430786e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9947446584701538,2.181925040645183e-08,0.10238708555698395|-3.134245574187844e-08,1,9.140302381638321e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9934183955192566,1.502492708027603e-08,0.11454228311777115|-2.224888717705653e-08,1,6.178964184755387e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9907996654510498,8.870284951001395e-09,0.13533678650856018|-1.3338864235379333e-08,1,3.211142640680009e-08|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9833177924156189,4.155440880282413e-09,0.18189597129821777|-4.646488527271231e-09,1,2.2734647497912874e-09|Running
-96.03938293457031,292.09088134765625,-762.1528930664062|0.9682199954986572,1.586407005760293e-09,0.25010010600090027|5.388812063245041e-09,1,-2.720495650976318e-08|Running
-96.0394058227539,292.09088134765625,-762.15283203125|0.9343947172164917,-2.3706325791295058e-08,0.3562394082546234|4.374721385147495e-08,1,-4.8200288205180186e-08|Running
-96.03939819335938,292.09088134765625,-762.1527099609375|0.887923002243042,-8.581478994074132e-08,0.45999208092689514|1.0421122453863063e-07,1,-1.4601889475329699e-08|Running
-96.0394058227539,292.09088134765625,-762.1527099609375|0.8090346455574036,-1.1370394048526578e-07,0.5877609252929688|1.0786527582240524e-07,1,4.4979508118103695e-08|Running
-96.03942108154297,292.09088134765625,-762.1527099609375|0.7037572264671326,-1.311375825707728e-07,0.7104405164718628|9.82001466809379e-08,1,8.73099352816098e-08|Running
-96.03941345214844,292.09088134765625,-762.152587890625|0.5985463261604309,-1.3073695015464182e-07,0.8010882139205933|8.475612389702292e-08,1,9.987225269014743e-08|Running
-96.0394058227539,292.09088134765625,-762.1524658203125|0.4782232344150543,-1.361552222078899e-07,0.878238320350647|7.478319474785167e-08,1,1.1431083635216055e-07|Running
-96.03935241699219,292.09088134765625,-762.1524658203125|0.39420995116233826,-1.220802943180388e-07,0.919020414352417|6.063083901608479e-08,1,1.0683007189982163e-07|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.3115454316139221,-1.1474772065867e-07,0.9502312541007996|5.071478526019746e-08,1,1.0413018713961719e-07|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.2599330246448517,-1.074140598689155e-07,0.9656266570091248|4.4789537412270874e-08,1,9.918096566252643e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.22437720000743866,-1.0003045503026442e-07,0.9745023846626282|4.087717186962436e-08,1,9.323584038156696e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20732590556144714,-9.26291434666382e-08,0.9782719016075134|3.899442901911243e-08,1,8.642237503408978e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20561683177947998,-8.523188910203316e-08,0.9786325693130493|3.8595192819457225e-08,1,7.898374576598144e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-7.783645372683168e-08,0.97934490442276|3.807102899600068e-08,1,7.161789028486965e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-7.04473350765511e-08,0.97934490442276|3.7823223664190664e-08,1,6.412408737332953e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-6.306452604576407e-08,0.97934490442276|3.75756279424877e-08,1,5.6636686451838614e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-5.568801952904323e-08,0.97934490442276|3.7328241830891784e-08,1,4.915568041496954e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-4.831781197367491e-08,0.97934490442276|3.7081072434830276e-08,1,4.1681062157294946e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-4.095389982694542e-08,0.97934490442276|3.683410909616214e-08,1,3.421282457338748e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-3.5435093082014646e-08,0.97934490442276|3.6649026924351347e-08,1,2.8615835034884185e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-2.624493511405035e-08,0.97934490442276|3.634081835457437e-08,1,1.9295484321446565e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-1.8899873666100575e-08,0.97934490442276|3.6094490951654734e-08,1,1.1846366554379983e-08|Running
-96.03934478759766,292.09088134765625,-762.1524658203125|0.20219692587852478,-1.1561083645972303e-08,0.97934490442276|3.584836960612847e-08,1,4.403610809333713e-09|Running
-96.02406311035156,292.09088134765625,-762.0784301757812|0.20219692587852478,-4.228561056862645e-09,0.97934490442276|3.560245787070926e-08,1,-3.0327889088965776e-09|Running
-95.97057342529297,292.09088134765625,-761.8193969726562|0.20219692587852478,4.928285779470798e-09,0.97934490442276|3.52953684057411e-08,1,-1.2319357978185508e-08|Running
-95.85595703125,292.0909118652344,-761.2642211914062|0.20219692587852478,1.5903601990885363e-08,0.97934490442276|3.4927289505048975e-08,1,-2.3450159147841987e-08|Running
-95.45561218261719,292.0909423828125,-759.3255004882812|0.20219692587852478,4.328043701207207e-08,0.97934490442276|3.4009154603609204e-08,1,-5.121482971048863e-08|Running
-95.23991394042969,292.0910949707031,-758.2810668945312|0.20561683177947998,5.783674339454592e-08,0.9786325693130493|3.334157128165316e-08,1,-6.610482472524382e-08|Running
-95.07569885253906,292.0910949707031,-757.4981079101562|0.20903493463993073,6.87308983060575e-08,0.977908194065094|3.274459103863592e-08,1,-7.72829835682387e-08|Running
-94.9644775390625,292.05291748046875,-756.9765625|0.20903493463993073,7.598592333124543e-08,0.977908194065094|3.250098146168057e-08,1,-8.464983380918056e-08|Running
-94.85299682617188,291.9759521484375,-756.455078125|0.20903493463993073,8.32347595292049e-08,0.977908194065094|3.225757794211859e-08,1,-9.201039574691094e-08|Running
-94.74151611328125,291.97357177734375,-755.93359375|0.20903493463993073,9.047741400536324e-08,0.977908194065094|3.201438047994998e-08,1,-9.936468359228456e-08|Running
-94.65790557861328,291.9828796386719,-755.54248046875|0.20903493463993073,9.59053423343903e-08,0.977908194065094|3.1832115610086475e-08,1,-1.0487627832844737e-07|Running
-94.54642486572266,291.9927062988281,-755.02099609375|0.20903493463993073,1.0313718235011038e-07,0.977908194065094|3.1589280524713104e-08,1,-1.1221958118312614e-07|Running
-94.40707397460938,291.9996337890625,-754.369140625|0.20903493463993073,1.1216830131388633e-07,0.977908194065094|3.128602799051805e-08,1,-1.2138990257426485e-07|Running
-94.29559326171875,292.0024719238281,-753.84765625|0.20903493463993073,1.1938627153540438e-07,0.977908194065094|3.104365475792292e-08,1,-1.2871912247192085e-07|Running
-94.18411254882812,292.0040588378906,-753.326171875|0.20903493463993073,1.1068078009657256e-07,0.977908194065094|2.7076120900915157e-08,1,-1.1896887741613682e-07|Running
-94.0726318359375,292.0048828125,-752.8046875|0.20903493463993073,5.425118843049859e-08,0.977908194065094|1.1940648469987991e-08,1,-5.802917257824447e-08|Running
-93.96115112304688,292.00537109375,-752.283203125|0.20903493463993073,-2.1302570818448885e-09,0.977908194065094|-3.181892305192946e-09,1,2.858534076111141e-09|Running
-93.84967041015625,292.0056457519531,-751.76171875|0.20903493463993073,-5.8463594854174517e-08,0.977908194065094|-1.8291510528456456e-08,1,6.36942871778956e-08|Running
