bayiii|true|1391
-385.08184814453125,99.02064514160156,155.3890380859375|-0.9995995163917542,0.000001576179897710972,-0.028299344703555107|0.0000015757439086883096,1,3.7708833389160645e-08|Running
-385.4149475097656,98.88441467285156,155.4025115966797|-0.9999523162841797,0.0000016191315808100626,-0.009767258539795876|0.0000016190936094062636,1,1.1797049559447714e-08|Running
-385.81463623046875,98.6085205078125,155.41867065429688|-0.9999222159385681,0.0000016411879641964333,0.012470119632780552|0.000001641019025555579,1,-2.3781897340313662e-08|Running
-386.28118896484375,98.81731414794922,155.42393493652344|-0.9998582005500793,1.4905954515143094e-07,0.01684054732322693|1.4898633082793822e-07,1,-5.6027493755550495e-09|Running
-386.68109130859375,98.96536254882812,155.4274444580078|-0.9998792409896851,-1.0297807051529162e-07,0.015540940687060356|-1.0295399732740407e-07,1,2.349241912114053e-09|Running
-387.21429443359375,99.04000091552734,155.43699645996094|-0.9998740553855896,-6.013883790956243e-08,0.01587088033556938|-6.010309050452634e-08,1,2.7292048621063714e-09|Running
-387.54754638671875,99.01493072509766,155.4431915283203|-0.9998657703399658,-5.884029263825141e-09,0.016384433954954147|-5.851798157152643e-09,1,2.0151158519610135e-09|Running
-387.81414794921875,98.93355560302734,155.44813537597656|-0.9998588562011719,4.100532891015973e-08,0.016799941658973694|4.103347350792319e-08,1,1.3306303836557731e-09|Running
-388.21405029296875,98.70929718017578,155.45556640625|-0.9998481869697571,9.910027642945352e-08,0.017423758283257484|9.911812526297581e-08,1,1.6081661002864678e-10|Running
-388.5473937988281,98.81025695800781,155.4567413330078|-0.9998782873153687,9.884620055800042e-08,0.015602762810885906|9.883614637828941e-08,1,-1.4155416838690371e-09|Running
-389.0139465332031,98.97388458251953,155.45062255859375|-0.9999567866325378,1.3343861837711302e-07,0.009294615127146244|1.3341012561340904e-07,1,-3.6849554518880723e-09|Running
-389.6138000488281,99.04659271240234,155.43707275390625|-0.9999999403953552,1.3739611404162133e-07,-0.00031806915649212897|1.3739685300606652e-07,1,-2.3095165779807303e-09|Running
-389.94708251953125,99.01611328125,155.4293670654297|-0.9999836087226868,1.4004093884523172e-07,-0.005728766322135925|1.4005244963755104e-07,1,-1.6071438624365442e-09|Running
-390.21368408203125,98.930419921875,155.42320251464844|-0.9999493956565857,1.3987336444643006e-07,-0.010057901963591576|1.3989053115892602e-07,1,-1.0026844909916122e-09|Running
-390.61358642578125,98.6996841430664,155.41395568847656|-0.9998630285263062,1.396154090116397e-07,-0.01655130833387375|1.3963604317268619e-07,1,-9.067021439213008e-11|Running
-390.94683837890625,98.80343627929688,155.40859985351562|-0.9998416900634766,1.2577223174048413e-07,-0.017791636288166046|1.2578104247040756e-07,1,6.237211858106662e-10|Running
-391.28009033203125,98.93685150146484,155.40357971191406|-0.9998467564582825,1.2103160429433046e-07,-0.017506374046206474|1.2102616153697454e-07,1,1.3700353074241889e-09|Running
-391.67999267578125,99.01668548583984,155.393310546875|-0.9998224973678589,1.296180585086404e-07,-0.018839744850993156|1.295970264436619e-07,1,2.337604554369932e-09|Running
-392.2795715332031,99.05769348144531,155.3695831298828|-0.9996939301490784,1.215733504977834e-07,-0.024738842621445656|1.2158265860762185e-07,1,1.127924642574385e-09|Running
-392.6792907714844,99.05907440185547,155.35340881347656|-0.9995776414871216,1.1888591444630947e-07,-0.029061904177069664|1.1889965634281907e-07,1,1.2551281125539049e-09|Running
-393.0117492675781,99.06400299072266,155.32965087890625|-0.9993625283241272,1.9604540568707307e-07,-0.03569987788796425|1.9604587464527867e-07,1,3.487330868523486e-09|Running
-393.3439636230469,99.06794738769531,155.3024139404297|-0.9990571141242981,2.799785363549745e-07,-0.04341571405529976|2.799429239530582e-07,1,6.900145788080181e-09|Running
-393.6097412109375,99.06967163085938,155.28042602539062|-0.9988011717796326,2.608124134440004e-07,-0.04895083233714104|2.6074138759213383e-07,1,7.836407078798402e-09|Running
-394.2076721191406,99.07122039794922,155.23085021972656|-0.9982380270957947,1.493212522518661e-07,-0.059336528182029724|1.4920632906978426e-07,1,6.367244509419834e-09|Running
-394.6062927246094,99.071533203125,155.19781494140625|-0.9979208111763,1.305827908026913e-07,-0.0644516795873642|1.3044454760802182e-07,1,6.352812054188917e-09|Running
-395.2042236328125,99.0715560913086,155.1482696533203|-0.9974448680877686,1.3788331898467732e-07,-0.07144010066986084|1.3769042084277316e-07,1,7.624714193354976e-09|Running
-395.7357177734375,99.07167053222656,155.10427856445312|-0.9971861839294434,1.0776664538525438e-07,-0.07496504485607147|1.0757842261455153e-07,1,6.548804609707304e-09|Running
-396.20098876953125,99.07173156738281,155.0687713623047|-0.9971405267715454,6.441346300789519e-08,-0.07556970417499542|6.426108711821144e-08,1,4.447888279912604e-09|Running
-396.5999755859375,99.07173156738281,155.04124450683594|-0.9972251057624817,3.8300012050740406e-08,-0.07444529235363007|3.8159029713824566e-08,1,3.316125818386695e-09|Running
-396.9991455078125,99.07173156738281,155.0148162841797|-0.9973466396331787,5.192631036265993e-08,-0.07279904931783676|5.1732094163980946e-08,1,4.553331489631773e-09|Running
-397.3983154296875,99.07173156738281,154.98846435546875|-0.9974697828292847,9.969716074920143e-08,-0.07109174132347107|9.941474132801886e-08,1,7.510911004260379e-09|Running
-397.864013671875,99.07173156738281,154.95773315429688|-0.9976099729537964,1.1600288019053551e-07,-0.06909681111574173|1.1579420089447012e-07,1,7.0254118078594274e-09|Running
-398.4627685546875,99.07173156738281,154.92025756835938|-0.9977552890777588,7.764812437471846e-08,-0.06696534156799316|7.759916798022459e-08,1,3.332211173656674e-09|Running
-398.79541015625,99.07173156738281,154.8997344970703|-0.9978200793266296,7.72735333498531e-08,-0.06599275767803192|7.728472439794132e-08,1,2.383314212650589e-09|Running
-399.1280517578125,99.07173156738281,154.8792266845703|-0.9978724718093872,9.129652767114749e-08,-0.06519582122564316|9.134951994838048e-08,1,2.168143664604827e-09|Running
-399.460693359375,99.07173156738281,154.85707092285156|-0.9978694319725037,1.1129042576385473e-07,-0.0652427226305008|1.1138057232074061e-07,1,2.25553864474648e-09|Running
-399.85986328125,99.07173156738281,154.83018493652344|-0.9978445768356323,1.0221992852166295e-07,-0.06562204658985138|1.0231908476043827e-07,1,1.849829400768499e-09|Running
-400.25885009765625,99.07173156738281,154.80123901367188|-0.9977639317512512,3.6732348718260255e-08,-0.0668366476893425|3.675305748629398e-08,1,9.197528849647085e-10|Running
-400.52484130859375,99.07173156738281,154.78182983398438|-0.9977068305015564,1.0696902030815636e-08,-0.06768352538347244|1.0637508651711869e-08,1,1.2379123282002524e-09|Running
-400.8573303222656,99.07173156738281,154.75755310058594|-0.99764484167099,-5.9762008675079414e-09,-0.06859099119901657|-6.161598786746936e-09,1,2.4913837659568117e-09|Running
-401.1898193359375,99.07173156738281,154.7332763671875|-0.997592568397522,-9.827044067378665e-09,-0.06934764236211777|-1.0159842744883463e-08,1,4.4462815651513665e-09|Running
-401.455810546875,99.07173156738281,154.7138671875|-0.9975573420524597,-6.428369836442016e-09,-0.06985218077898026|-6.890175541229837e-09,1,6.370243887943161e-09|Running
-401.7882995605469,99.07173156738281,154.68959045410156|-0.9975200891494751,3.309143847829432e-09,-0.07038246840238571|2.6762205784791604e-09,1,9.086924102064131e-09|Running
-402.1872863769531,99.07173156738281,154.66046142578125|-0.9974770545959473,2.1363492308523746e-08,-0.07098934799432755|2.0512855414267506e-08,1,1.2711609542748192e-08|Running
-402.5862731933594,99.07173156738281,154.63134765625|-0.9974338412284851,4.6139209786133506e-08,-0.07159446179866791|4.505733741666518e-08,1,1.672610849823286e-08|Running
-403.1180114746094,99.07173156738281,154.591064453125|-0.9973580241203308,9.321771443637772e-08,-0.07264243811368942|9.179568394301896e-08,1,2.291429090917063e-08|Running
-403.4503479003906,99.07173156738281,154.5657958984375|-0.9973173141479492,9.748549700816511e-08,-0.07319916784763336|9.624998398294338e-08,1,2.0406192291488878e-08|Running
-403.7826843261719,99.07173156738281,154.54054260253906|-0.997284471988678,5.415703085986934e-08,-0.07364547252655029|5.37322435434362e-08,1,7.749242136867451e-09|Running
-404.8461608886719,102.20654296875,154.459716796875|-0.9971830248832703,-6.16070181536088e-08,-0.07500647753477097|-5.9427645027199105e-08,1,-3.1287640922528226e-08|Jumping
-405.5791931152344,103.85589599609375,154.43783569335938|-0.9982013702392578,3.553173826276179e-07,-0.059949710965156555|3.551488418906956e-07,1,1.3466362247527286e-08|Freefall
-406.6459655761719,105.51920318603516,154.43577575683594|-0.9995729327201843,6.400294410013885e-07,-0.02922169119119644|6.398483947123168e-07,1,1.5546280707212645e-08|Freefall
-407.1791687011719,106.02385711669922,154.4457550048828|-0.9998770952224731,4.994215601072938e-07,-0.01567796617746353|4.994054165763373e-07,1,4.943040643468066e-09|Freefall
-407.6457214355469,106.2865982055664,154.45787048339844|-0.9999844431877136,3.6858580187981715e-07,-0.005578602664172649|3.685946126097406e-07,1,-5.501359368054182e-10|Freefall
-408.04559326171875,106.37896728515625,154.46839904785156|-0.9999992251396179,2.516040638056438e-07,0.0012279644142836332|2.5160136374324793e-07,1,-2.3579085350888818e-09|Freefall
-408.51214599609375,106.33174133300781,154.4806671142578|-0.9999728202819824,2.0389749977312022e-07,0.007373392581939697|2.0387508925523434e-07,1,-3.79226960944834e-09|Freefall
-409.04534912109375,106.07339477539062,154.49465942382812|-0.9999197125434875,1.7294831877734396e-07,0.012673540972173214|1.729075904677302e-07,1,-4.3098862256840675e-09|Freefall
-409.77850341796875,105.36221313476562,154.50209045410156|-0.9999224543571472,1.53861478224826e-07,0.0124529292806983|1.5381043283468898e-07,1,-5.057113838802252e-09|Freefall
-410.24505615234375,104.69505310058594,154.5000457763672|-0.99996018409729,1.5673435882490594e-07,0.00892323162406683|1.5669539266127686e-07,1,-5.0662523065625464e-09|Freefall
-410.778076171875,103.72820281982422,154.4839630126953|-0.9999995827674866,2.496431363852025e-07,-0.0008829230791889131|2.496473143764888e-07,1,-4.603079251097597e-09|Freefall
-411.1112060546875,103.01322174072266,154.47068786621094|-0.9999716281890869,2.9188393568801985e-07,-0.007535104174166918|2.919189512340381e-07,1,-3.549591731655255e-09|Freefall
-411.5105895996094,102.92359161376953,154.44895935058594|-0.9998588562011719,2.985099740726582e-07,-0.016801415011286736|2.985461264870537e-07,1,3.5610103754635247e-10|Landed
-411.9099426269531,102.58939361572266,154.4266815185547|-0.9996876120567322,2.3664361492592434e-07,-0.02499297447502613|2.3667384141390357e-07,1,1.748570399584537e-09|Running
-412.3092956542969,102.10317993164062,154.4043731689453|-0.9995028376579285,1.6241571643149655e-07,-0.03152843937277794|1.6242105971286946e-07,1,2.39129382961778e-09|Running
-412.77520751953125,101.3809585571289,154.3783416748047|-0.9992968440055847,1.33376346411751e-07,-0.037494562566280365|1.3335994708540966e-07,1,2.93825452857277e-09|Running
-413.174560546875,100.79415893554688,154.3560333251953|-0.9991417527198792,1.300164882422905e-07,-0.04142109304666519|1.2998634701943956e-07,1,3.4208240684563407e-09|Running
-413.6403503417969,100.83811950683594,154.32785034179688|-0.9989462494850159,1.178133501866796e-07,-0.045895226299762726|1.1777290609416013e-07,1,3.585195473831959e-09|Running
-414.1060791015625,100.88959503173828,154.2979736328125|-0.9987372756004333,1.1754027440247228e-07,-0.05023852735757828|1.1748493733421128e-07,1,4.054488300653247e-09|Running
-414.5049133300781,100.9071273803711,154.2673797607422|-0.9984667301177979,1.379307832394261e-07,-0.0553550086915493|1.3784577390651975e-07,1,5.3539235267408e-09|Running
-414.9032287597656,100.91423797607422,154.23133850097656|-0.9980644583702087,1.5268275888047356e-07,-0.06218831241130829|1.5255150742632395e-07,1,6.8585923607145105e-09|Running
-415.3013000488281,100.9170913696289,154.19190979003906|-0.9975770711898804,1.8121542666449386e-07,-0.06956959515810013|1.8099959220307937e-07,1,9.406150525137491e-09|Running
-415.69903564453125,100.91825103759766,154.14952087402344|-0.9970309138298035,1.8510719712594437e-07,-0.07700240612030029|1.8481092922684184e-07,1,1.0973541186842795e-08|Running
-416.49444580078125,100.91890716552734,154.0636749267578|-0.9959920644760132,1.4058284136808652e-07,-0.0894414633512497|1.4022980110439676e-07,1,1.02308170824017e-08|Running
-416.95843505859375,100.91898345947266,154.01361083984375|-0.9955556988716125,1.2157670425949618e-07,-0.09417431056499481|1.2120720782604621e-07,1,9.643568610329112e-09|Running
-417.3564758300781,100.91899871826172,153.97425842285156|-0.9954301118850708,8.722866340349356e-08,-0.09549303352832794|8.691833386365033e-08,1,7.409280300407772e-09|Running
-417.7547302246094,100.91899871826172,153.9370880126953|-0.995458722114563,6.451271161722616e-08,-0.09519423544406891|6.422168752351354e-08,1,6.12089179341524e-09|Running
-418.1533203125,100.91899871826172,153.90335083007812|-0.9956421256065369,7.34544087777067e-08,-0.09325665980577469|7.308629790259147e-08,1,7.362627396645394e-09|Running
-418.68505859375,100.91899871826172,153.86158752441406|-0.9959995746612549,1.1003927369301891e-07,-0.08935776352882385|1.096665513955486e-07,1,9.080755702939314e-09|Running
-419.1505432128906,100.91899871826172,153.82859802246094|-0.9963776469230652,1.2173406105375761e-07,-0.08503901958465576|1.2144251115842053e-07,1,8.60151327941594e-09|Running
-419.5497131347656,100.91899871826172,153.8034210205078|-0.9967440962791443,1.3938661425072496e-07,-0.08063028007745743|1.3907651918998454e-07,1,9.461885497330513e-09|Running
-419.9488830566406,100.91899871826172,153.77857971191406|-0.9970505833625793,1.2600200705037423e-07,-0.07674714922904968|1.2574187735481246e-07,1,8.221760161575276e-09|Running
-420.3482360839844,100.91899871826172,153.75474548339844|-0.9973167777061462,1.2223581791204197e-07,-0.07320719957351685|1.2201572019421292e-07,1,7.478671015803684e-09|Running
-420.7475891113281,100.91899871826172,153.73098754882812|-0.9975281953811646,1.1877960304218504e-07,-0.07026749104261398|1.1859614090781179e-07,1,6.782851613706953e-09|Running
-421.2135009765625,100.91899871826172,153.70306396484375|-0.9977059960365295,1.034294641044653e-07,-0.06769563257694244|1.0329293331778899e-07,1,5.517073464744726e-09|Running
-421.7459716796875,100.91899871826172,153.67111206054688|-0.9978516101837158,9.876666240415943e-08,-0.06551448255777359|9.865424743793483e-08,1,4.951047127832453e-09|Running
-422.14532470703125,100.91899871826172,153.6471405029297|-0.9979519248008728,7.890444919667061e-08,-0.06396849453449249|7.882423602723065e-08,1,3.777679058458716e-09|Running
-422.4781188964844,100.91899871826172,153.62716674804688|-0.998004674911499,8.804779838555987e-08,-0.06314029544591904|8.796602202210124e-08,1,4.075067838726909e-09|Running
-422.8774719238281,100.91899871826172,153.6031951904297|-0.9980475902557373,1.1009626632585423e-07,-0.06245812401175499|1.1000143729233969e-07,1,4.95683094570154e-09|Running
-423.3431091308594,100.91899871826172,153.5718231201172|-0.9979925751686096,9.287528257573285e-08,-0.06333117932081223|9.279993662403285e-08,1,4.1311620790907e-09|Running
-423.7420959472656,100.91899871826172,153.5435028076172|-0.9979000687599182,4.4575013902203864e-08,-0.06477208435535431|4.4532271203934215e-08,1,2.103601737246663e-09|Running
-424.3403015136719,100.91899871826172,153.4971466064453|-0.9976576566696167,9.616204010853835e-08,-0.06840427964925766|9.601306771855889e-08,1,5.465524033354541e-09|Running
-424.73876953125,100.91899871826172,153.46194458007812|-0.9973903298377991,1.187864313578757e-07,-0.07219807058572769|1.1861020965397984e-07,1,6.7280852000806135e-09|Running
-425.1368408203125,100.91899871826172,153.4224853515625|-0.9970012307167053,1.3433869128220977e-07,-0.07738564908504486|1.3411471400104347e-07,1,8.091238790086663e-09|Running
