MT Cinlok|true|40325
-853.1453857421875,16.005916595458984,894.4999389648438|0.8838102221488953,0,0.4678456783294678|1.2288805528726243e-08,1,-2.321486114453819e-08|Running
-852.8580932617188,16.005916595458984,894.6519165039062|0.8838102221488953,0,0.4678456783294678|1.7607632685212593e-08,1,-3.326269037984275e-08|Running
-852.3792724609375,16.005916595458984,894.9052124023438|0.8838102221488953,0,0.4678456783294678|1.6540603553494293e-08,1,-3.124695879819228e-08|Running
-851.9962158203125,16.005916595458984,895.1078491210938|0.8838102221488953,0,0.4678456783294678|1.0397174676768373e-08,1,-1.9641369419787225e-08|Running
-851.6131591796875,16.005916595458984,895.3104858398438|0.8838102221488953,0,0.4678456783294678|4.259001595841028e-09,1,-8.045707211579156e-09|Running
-851.03857421875,16.005916595458984,895.6144409179688|0.8838102221488953,0,0.4678456783294678|-4.938420339328786e-09,1,9.329201411389931e-09|Running
-850.5597534179688,16.005916595458984,895.8677368164062|0.8838102221488953,0,0.4678456783294678|-1.2593927678494765e-08,1,2.3791269398998338e-08|Running
-850.1766967773438,16.005916595458984,896.0703735351562|0.8838102221488953,0,0.4678456783294678|-1.8712444926904936e-08,1,3.5349795979300325e-08|Running
-849.3148193359375,16.005916595458984,896.5263061523438|0.8838102221488953,0,0.4678456783294678|-9.497241215683516e-09,1,1.7941298224855018e-08|Running
-849.0275268554688,16.005916595458984,896.6782836914062|0.8838102221488953,0,0.4678456783294678|-4.243221773947425e-09,1,8.015897279278761e-09|Running
-848.6444702148438,16.005916595458984,896.8809204101562|0.8838102221488953,0,0.4678456783294678|2.756898487277226e-09,1,-5.208074416174213e-09|Running
-848.2614135742188,16.005916595458984,897.0835571289062|0.8838102221488953,0,0.4678456783294678|9.751033758220728e-09,1,-1.8420738712165985e-08|Running
-847.7825927734375,16.005916595458984,897.3368530273438|0.8838102221488953,0,0.4678456783294678|1.848529329606663e-08,1,-3.4920685010320085e-08|Running
-847.4953002929688,16.005916595458984,897.4888305664062|0.8838102221488953,0,0.4678456783294678|1.7350011205508054e-08,1,-3.277601479112491e-08|Running
-846.9207153320312,16.005916595458984,897.7927856445312|0.8838102221488953,0,0.4678456783294678|8.714352794925162e-09,1,-1.6462339047507157e-08|Running
-846.44189453125,16.005916595458984,898.0460815429688|0.8878763914108276,0,0.46008196473121643|1.64679314629268e-09,1,-3.178017848881609e-09|Running
-846.057373046875,16.005916595458984,898.2459716796875|0.8886663913726807,0,0.45855429768562317|-3.849863983163004e-09,1,7.460936757297532e-09|Running
-845.67236328125,16.005916595458984,898.4447631835938|0.8973135352134705,0,0.44139379262924194|-8.739724499662316e-09,1.0000001192092896,1.7767067816976123e-08|Running
-845.2840576171875,16.005916595458984,898.6371459960938|0.9150331616401672,0,0.40337875485420227|-1.2084325540229202e-08,1.0000001192092896,2.7412347947119997e-08|Running
-844.7896118164062,16.005916595458984,898.8582153320312|0.9336614608764648,0,0.35815685987472534|-1.2612286326429967e-08,1,3.287834715592908e-08|Running
-844.38623046875,16.005916595458984,899.0162963867188|0.9532667398452759,0,0.30213025212287903|-7.151410574834927e-09,1.0000001192092896,2.2563783730333853e-08|Running
-843.9744262695312,16.005916595458984,899.1508178710938|0.9558607339859009,0,0.2938199043273926|-3.659803793354399e-09,1,1.190614629109632e-08|Running
-843.29150390625,16.005916595458984,899.7411499023438|0.9855414628982544,0,0.16943477094173431|1.2460384946066938e-09,1.0000001192092896,-7.247760613893206e-09|Running
-842.6835327148438,16.005916595458984,900.6362915039062|0.9853195548057556,0,0.17072035372257233|1.9280232965712685e-09,1.0000001192092896,-1.1127665899834938e-08|Running
-842.5596313476562,16.005916595458984,900.8140869140625|0.9993689060211182,0,0.035521723330020905|4.907788619945563e-10,1,-1.38075835209861e-08|Running
-842.2728881835938,16.005916595458984,901.13818359375|0.9994094371795654,0,0.03436347469687462|7.314926997459281e-10,1.0000001192092896,-2.1274352945965802e-08|Running
-842.1255493164062,16.005916595458984,901.2969970703125|0.9994115829467773,0,0.03430251032114029|8.637252024712438e-10,1.0000001192092896,-2.5164833772350903e-08|Running
-841.8299560546875,16.005916595458984,901.6139526367188|0.9994094371795654,0,0.03436347469687462|9.758286401151395e-10,1.0000001192092896,-2.8380492622659403e-08|Running
