ducky|true|2775
3.960373640060425,297.8193054199219,-765.2302856445312|-0.9985256791114807,-9.123341442318633e-07,-0.054281387478113174|-9.121596917793795e-07,1,-2.7988642514742423e-08|Running
3.2018964290618896,297.8419494628906,-765.389404296875|-0.9963182806968689,-7.097740990502643e-07,-0.08573173731565475|-7.084053095240961e-07,1,-4.638816619717545e-08|Running
2.57157301902771,297.8500061035156,-765.5300903320312|-0.9940430521965027,-5.804444072055048e-07,-0.10898800939321518|-5.781936351922923e-07,1,-5.225390609098213e-08|Running
1.9432989358901978,297.8537902832031,-765.6795043945312|-0.9914742708206177,-4.801144655175449e-07,-0.13030259311199188|-4.771355861521442e-07,1,-5.408019276842424e-08|Running
1.4408787488937378,297.8218994140625,-765.800048828125|-0.9891390204429626,-4.5003665150034067e-07,-0.14698278903961182|-4.463027210022119e-07,1,-5.838225547449838e-08|Running
0.8128558397293091,297.7054138183594,-765.9507446289062|-0.9858309626579285,-4.4902921558787057e-07,-0.16774174571037292|-4.440124428128911e-07,1,-6.74130120614791e-08|Running
0.1848330795764923,297.5037841796875,-766.1014404296875|-0.9820879101753235,-4.516237765983533e-07,-0.18842335045337677|-4.450803601230291e-07,1,-7.703801685465805e-08|Running
-0.3187928795814514,297.6996154785156,-766.2167358398438|-0.9804848432540894,-2.7683094572239497e-07,-0.19659468531608582|-2.7213886255594844e-07,1,-5.088093502081392e-08|Running
-1.2040762901306152,298.0642395019531,-766.400390625|-0.979894757270813,1.5738573111434562e-08,-0.19951507449150085|1.7457557177635863e-08,1,-6.8566081701249004e-09|Running
-1.7111091613769531,298.1647644042969,-766.499755859375|-0.9800127744674683,8.284139596526074e-08,-0.1989346295595169|8.293977060702673e-08,1,7.838572457785631e-09|Running
-2.6005454063415527,298.24481201171875,-766.662353515625|-0.9808390736579895,6.949820630097747e-08,-0.19481965899467468|6.808653552070609e-08,1,1.3942490717511191e-08|Running
-3.3655145168304443,298.2701721191406,-766.7864990234375|-0.9821174144744873,-5.578348449830628e-08,-0.18826931715011597|-5.6365585976436705e-08,1,-2.2619610628993314e-09|Running
-4.131991386413574,298.2803649902344,-766.9010009765625|-0.9836235642433167,-1.0676409800680631e-07,-0.18023517727851868|-1.0530666827435198e-07,1,-1.7654599560046336e-08|Running
-5.029518127441406,298.2848205566406,-767.0101318359375|-0.9859949350357056,-1.265152747009779e-07,-0.16677530109882355|-1.2452822772957006e-07,1,-2.237186791376189e-08|Running
-5.670816421508789,298.23565673828125,-767.08642578125|-0.9876784682273865,-1.3023677070123085e-07,-0.15649692714214325|-1.285741859646805e-07,1,-2.0746842466223825e-08|Running
-6.56863260269165,298.0237731933594,-767.1932983398438|-0.9898592233657837,-1.447347415250988e-07,-0.14205177128314972|-1.4324628239137382e-07,1,-2.0704336023413816e-08|Running
-7.730182647705078,298.45318603515625,-767.2130126953125|-0.9945537447929382,-5.124937274558761e-07,-0.10422492772340775|-5.091734465167974e-07,1,-5.8463424323917934e-08|Running
-8.633737564086914,298.6243591308594,-767.181640625|-0.9974570274353027,-5.809739036521933e-07,-0.07127049565315247|-5.790365094071603e-07,1,-4.784403628832479e-08|Running
-9.407773971557617,298.6798400878906,-767.1431884765625|-0.9989427924156189,-4.728589146907325e-07,-0.04597087204456329|-4.721657660411438e-07,1,-2.593708181564125e-08|Running
-10.824748992919922,298.7101745605469,-767.0390625|-0.9999986886978149,-4.1129956684926583e-07,-0.0016298448899760842|-4.112939393507986e-07,1,-3.783352298114551e-09|Running
-11.725822448730469,298.7148132324219,-766.9644165039062|-0.9998034834861755,-2.445467544021085e-07,0.0198244396597147|-2.445218854063569e-07,1,3.6783558421404905e-09|Running
-12.369410514831543,298.66571044921875,-766.91064453125|-0.999421238899231,-1.9792047112332511e-07,0.03401805832982063|-1.9782225990638835e-07,1,6.2526579469590615e-09|Running
-13.012998580932617,298.53143310546875,-766.8568725585938|-0.9988390803337097,-2.0228640096320305e-07,0.04817165434360504|-2.020867668761639e-07,1,9.01439101141932e-09|Running
-13.914022445678711,298.2004089355469,-766.7815551757812|-0.997687578201294,-2.0553615343033016e-07,0.06796663254499435|-2.0512050014076522e-07,1,1.309428654394651e-08|Running
-14.686317443847656,297.7838134765625,-766.7169189453125|-0.9972476363182068,-1.8207740026809915e-07,0.0741424635052681|-1.8153437508772186e-07,1,1.4063016529064498e-08|Freefall
-15.201187133789062,298.1283874511719,-766.6739501953125|-0.9971283674240112,-9.675883916315797e-08,0.07572979480028152|-9.635986941702868e-08,1,8.922237171304914e-09|Landed
-15.844701766967773,298.6290588378906,-766.6193237304688|-0.9970082640647888,-5.649594680967596e-10,0.07729475945234299|-3.0926347593940307e-10,1,3.3200338034333754e-09|Landed
-16.616910934448242,298.93524169921875,-766.5537109375|-0.9968843460083008,8.62813820390329e-08,0.07887719571590424|8.639737103521838e-08,1,-1.942179750358264e-09|Running
-17.38912010192871,299.0618591308594,-766.4881591796875|-0.9967833161354065,7.688348091505759e-08,0.08014360815286636|7.684118230599779e-08,1,-3.611976939765782e-09|Running
-18.2900333404541,299.1177978515625,-766.41162109375|-0.9966896772384644,5.96474336589381e-08,0.0813002660870552|5.943613956560512e-08,1,-5.019053173072052e-09|Running
-18.804840087890625,299.1312255859375,-766.367919921875|-0.9966470003128052,4.781145079846283e-08,0.08182130753993988|4.750857485191773e-08,1,-5.648540302161109e-09|Running
-19.31964683532715,299.1385498046875,-766.3240966796875|-0.9966116547584534,3.5101241024904084e-08,0.08225110173225403|3.470896814405933e-08,1,-6.199058155686998e-09|Running
-19.963146209716797,299.1432189941406,-766.2691650390625|-0.9965741038322449,1.8369378906868405e-08,0.0827048197388649|1.78674213202612e-08,1,-6.809407704366777e-09|Running
-20.606647491455078,299.095458984375,-766.2142333984375|-0.9965380430221558,8.937065532066413e-10,0.08313801139593124|2.835821022451057e-10,1,-7.350502873038067e-09|Running
-21.250146865844727,298.9625549316406,-766.1592407226562|-0.9965019226074219,-1.72995768821238e-08,0.08356980234384537|-1.80164629881574e-08,1,-7.824166203818095e-09|Running
-22.022348403930664,298.9566345214844,-766.0933227539062|-0.9964755773544312,-3.978115614700073e-08,0.08388329297304153|-4.0623159947017484e-08,1,-8.330959921920567e-09|Running
-22.795307159423828,298.98492431640625,-766.0371704101562|-0.9966360330581665,-6.83591778738446e-08,0.08195488154888153|-6.927272266921136e-08,1,-8.303512544216574e-09|Running
-23.698301315307617,298.9995422363281,-765.9913940429688|-0.9971717000007629,-1.207835538252766e-07,0.07515712082386017|-1.2102216828679957e-07,1,1.3793247655158325e-09|Running
-24.601882934570312,299.00469970703125,-765.9590454101562|-0.9978158473968506,-1.1615250627983187e-07,0.06605669111013412|-1.1567789925948091e-07,1,1.1009683831275652e-08|Running
-25.118242263793945,299.0059509277344,-765.9411010742188|-0.9981072545051575,-1.1335693983482997e-07,0.06149767339229584|-1.128759166135751e-07,1,1.129591886694925e-08|Running
-25.634597778320312,299.0066223144531,-765.9231567382812|-0.9983349442481995,-1.0693374008496903e-07,0.057682689279317856|-1.0657391413815276e-07,1,9.314290672080006e-09|Running
-26.40913200378418,299.0071105957031,-765.8961791992188|-0.9986015558242798,-1.035864229947947e-07,0.05286761745810509|-1.0340222189597625e-07,1,6.2194587258090905e-09|Running
-27.183666229248047,299.0072937011719,-765.869384765625|-0.9987992644309998,-1.2005652649804688e-07,0.048990536481142044|-1.1999065918644192e-07,1,4.285554577876383e-09|Running
-27.829116821289062,298.956298828125,-765.8472290039062|-0.9989443421363831,-8.715515065205182e-08,0.045936815440654755|-8.713378463198751e-08,1,2.4676034549031556e-09|Running
-28.73274803161621,298.7418212890625,-765.8161010742188|-0.9991313219070435,-1.0249419091223899e-07,0.0416722409427166|-1.0245744874737284e-07,1,3.0174620579970224e-09|Running
-29.378198623657227,298.4864501953125,-765.7939453125|-0.9992537498474121,-1.0068225009263188e-07,0.03862606734037399|-1.0062207422834035e-07,1,3.502018675050067e-09|Running
-30.023120880126953,298.13916015625,-765.7599487304688|-0.9992056488990784,-8.248344585126688e-08,0.03985080495476723|-8.240404980597305e-08,1,3.6350034093857175e-09|Running
-30.539003372192383,297.84185791015625,-765.7315673828125|-0.9991248250007629,-8.141588381249676e-08,0.041827425360679626|-8.13052380976842e-08,1,4.346330406690413e-09|Running
-31.183616638183594,297.8058776855469,-765.6919555664062|-0.998987078666687,-1.0852829035457034e-07,0.044998522847890854|-1.0834179420271539e-07,1,6.583417810901437e-09|Running
-31.956947326660156,297.8324890136719,-765.6411743164062|-0.9987910985946655,-1.0370359149192154e-07,0.04915687069296837|-1.0352134438562643e-07,1,6.253515039134072e-09|Running
-32.601226806640625,297.8453369140625,-765.5964965820312|-0.9986154437065125,-1.1661046528388397e-07,0.052604056894779205|-1.1641864716693817e-07,1,6.710703104317872e-09|Running
-33.37388229370117,297.8524169921875,-765.536376953125|-0.9983434081077576,-1.1433314739406342e-07,0.05753610283136368|-1.1415478695653292e-07,1,6.3867018340602044e-09|Running
-34.146236419677734,297.8552551269531,-765.4723510742188|-0.9980363845825195,-1.1562182322677472e-07,0.06263677775859833|-1.1541853695007376e-07,1,6.863798418521583e-09|Running
-34.606624603271484,297.8561096191406,-765.43408203125|-0.997969925403595,-8.95660789979047e-08,0.06368707865476608|-8.93875338192629e-08,1,5.6527182934473785e-09|Running
-35.05403518676758,297.8566589355469,-765.3969116210938|-0.997962474822998,-3.702487205714533e-08,0.06380362808704376|-3.691671324190793e-08,1,2.8741098390128172e-09|Running
-35.30731964111328,297.85687255859375,-765.3758544921875|-0.9979624152183533,4.951295817789969e-09,0.06380487978458405|5.003221836830107e-09,1,6.540449848380092e-10|Running
-35.523738861083984,297.8570251464844,-765.3578491210938|-0.9979624152183533,6.784829764683309e-08,0.06380490958690643|6.781596084692865e-08,1,-2.6725088808632336e-09|Running
-35.55901336669922,297.8570861816406,-765.3549194335938|-0.9979624152183533,1.0973485586873721e-07,0.06380490958690643|1.0964640040356244e-07,1,-4.8878434633081724e-09|Running
-35.56011199951172,297.85711669921875,-765.3548583984375|-0.9979624152183533,6.635445259917105e-08,0.06380490958690643|6.628143012221699e-08,1,-3.2610687483725087e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,2.302962975875289e-08,0.06380490958690643|2.2972027835521658e-08,1,-1.6363784771655787e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-5.822738291527685e-09,0.06380490958690643|-5.870073316316393e-09,1,-5.544084080710832e-10|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-6.345353398273801e-08,0.06380490958690643|-6.348036407644031e-08,1,1.6067593922031165e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-7.784584710179843e-08,0.06380490958690643|-7.78675541823759e-08,1,2.146474331610193e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-1.2098588797471166e-07,0.06380490958690643|-1.2099225443762407e-07,1,3.764236033987345e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-7.893951448068037e-08,0.06380490958690643|-7.893682152371184e-08,1,2.5630551014899083e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-3.692906247465544e-08,0.06380490958690643|-3.691732430866068e-08,1,1.362900126089528e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,2.6019321808234963e-08,0.06380490958690643|2.6044610024200665e-08,1,-4.354108185111727e-10|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,8.88870417270482e-08,0.06380490958690643|8.892586578213013e-08,1,-2.2314179393134737e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,9.533633971159361e-08,0.06380490958690643|9.537176026697125e-08,1,-2.4905009166076297e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,6.637749550009175e-08,0.06380490958690643|6.639712069045345e-08,1,-1.8127860323957634e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,3.7443395939362745e-08,0.06380490958690643|3.744723997556321e-08,1,-1.1356497964243317e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,8.534019713124508e-09,0.06380490958690643|8.522091476947935e-09,1,-4.5909165358182236e-10|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-2.035065627126187e-08,0.06380490958690643|-2.0378340792603922e-08,1,2.1688888185433797e-10|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-6.363140414578083e-08,0.06380490958690643|-6.368269822587536e-08,1,1.2297778351211264e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-1.0685669593613056e-07,0.06380490958690643|-1.069315658241976e-07,1,2.2413699785062136e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-1.0017321727673334e-07,0.06380490958690643|-1.0024041330325417e-07,1,2.148000444179843e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-5.804105640550006e-08,0.06380490958690643|-5.807721592532289e-08,1,1.2879938227072785e-09|Running
-35.560115814208984,297.85711669921875,-765.3548583984375|-0.9979624152183533,-1.594489518197406e-08,0.06380490958690643|-1.5950039511380965e-08,1,4.287213084541719e-10|Running
-35.572227478027344,297.85711669921875,-765.4407348632812|-0.992909848690033,-0.000025708717657835223,-0.11886958032846451|-0.000025815937988227233,1,-6.37830112282245e-07|Running
-35.596038818359375,297.85711669921875,-765.6074829101562|-0.9564991593360901,-0.000048719219194026664,-0.29173511266708374|-0.00004883674773736857,1,-0.000006879231932543917|Running
-35.64548873901367,297.85711669921875,-765.9362182617188|-0.8822702765464783,-0.00004294927202863619,-0.47074320912361145|-0.00004117699063499458,1,-0.000014062948139326181|Running
-35.71565628051758,297.85711669921875,-766.3990478515625|-0.7937076687812805,-0.000029407032343442552,-0.6082993745803833|-0.000025354416720801964,1,-0.000015260638974723406|Running
-35.7908935546875,297.85711669921875,-766.99365234375|-0.7011239528656006,-0.000020710705939563923,-0.7130393981933594|-0.000015716481357230805,1,-0.000013591819879366085|Running
-35.841190338134766,297.85711669921875,-767.5069580078125|-0.6293123364448547,-0.000016112233424792066,-0.7771524786949158|-0.000011076272130594589,1,-0.000011763198017433751|Running
-35.886104583740234,297.85711669921875,-768.021484375|-0.5622782111167908,-0.000012201580830151215,-0.8269481658935547|-0.000007558880042779492,1,-0.000009615339877200313|Running
-35.927215576171875,297.85711669921875,-768.5364379882812|-0.5006744265556335,-0.000009194534868584014,-0.8656356930732727|-0.000005084582426206907,1,-0.000007680845556023996|Running
-35.977439880371094,297.85711669921875,-769.1802368164062|-0.43170806765556335,-0.000006487595328508178,-0.90201336145401|-0.000003096590035056579,1,-0.000005710306140827015|Running
-36.030216217041016,297.85711669921875,-769.8238525390625|-0.3726758360862732,-0.000004519546564552002,-0.9279615879058838|-0.0000018645756654223078,1,-0.000004121576239413116|Running
-36.097042083740234,297.85711669921875,-770.5960693359375|-0.31411632895469666,-0.000002791500946841552,-0.9493845105171204|-9.663241371526965e-07,1,-0.000002620605982883717|Running
-36.15251159667969,297.85711669921875,-771.2393798828125|-0.2742292582988739,-0.0000018974450313180569,-0.9616643190383911|-5.707654509023996e-07,1,-0.0000018103243064615526|Running
-36.20445251464844,297.85711669921875,-771.8831176757812|-0.24066822230815887,-0.0000012867764098700718,-0.9706074595451355|-3.3934296084225934e-07,1,-0.0000012416011259119841|Running
-36.239688873291016,297.85711669921875,-772.3985595703125|-0.2167658805847168,-0.0000010135576076208963,-0.9762235879898071|-2.414698485608824e-07,1,-9.846260127233109e-07|Running
-36.27395248413086,297.85711669921875,-773.0435180664062|-0.18895938992500305,-8.30626561310055e-07,-0.9819849133491516|-1.743842119594774e-07,1,-8.123088264255784e-07|Running
-36.29387664794922,297.85711669921875,-773.5597534179688|-0.1682169884443283,-7.398149932669185e-07,-0.9857500195503235|-1.3982945290536009e-07,1,-7.266480110956763e-07|Running
-36.309879302978516,297.85711669921875,-774.076171875|-0.1492541879415512,-6.309682021310437e-07,-0.9887988567352295|-1.0674312278524667e-07,1,-6.220034833859245e-07|Running
