Mt Seru|true|32212
137.57008361816406,14.708083152770996,-806.6090087890625|0.9895803928375244,0,0.14398224651813507|-2.6199684644012677e-09,1.0000001192092896,1.80068688848678e-08|Running
137.9799346923828,14.323186874389648,-806.5494384765625|0.9895803928375244,0,0.14398224651813507|-4.371078166087727e-09,1.0000001192092896,3.0042130561014346e-08|Running
138.38978576660156,14.243704795837402,-806.4898681640625|0.9895803928375244,0,0.14398224651813507|-6.120692397360017e-09,1.0000001192092896,4.2067110683774445e-08|Running
138.7996368408203,14.21987247467041,-806.4302978515625|0.9895803928375244,0,0.14398224651813507|-4.165889855300975e-09,1.0000001192092896,2.8631882642571327e-08|Running
139.20948791503906,14.103170394897461,-806.3707275390625|0.9895803928375244,0,0.14398224651813507|-2.2127588650278085e-09,1.0000001192092896,1.520814407740545e-08|Running
139.6193389892578,13.926012992858887,-806.3111572265625|0.9895803928375244,0,0.14398224651813507|-2.6129623464932195e-10,1.0000001192092896,1.7958715625709942e-09|Running
139.92672729492188,13.757379531860352,-806.2664794921875|0.9890679717063904,0,0.1474599391222|1.2166940788205238e-09,1,-8.160813358415453e-09|Running
140.33657836914062,13.484848022460938,-806.2069091796875|0.9885523915290833,0,0.15087836980819702|3.250263613807647e-09,1.0000001192092896,-2.1295669228038605e-08|Running
140.84889221191406,13.06754207611084,-806.1324462890625|0.9885523915290833,0,0.15087836980819702|5.754417831127512e-09,1.0000001192092896,-3.770283996118451e-08|Running
141.2587432861328,12.672385215759277,-806.0728759765625|0.9885523915290833,0,0.15087836980819702|4.850333912287397e-09,1.0000001192092896,-3.177930096853743e-08|Running
141.66859436035156,12.222728729248047,-806.0133056640625|0.9885523915290833,0,0.15087836980819702|2.9789990474426986e-09,1.0000001192092896,-1.95183496032314e-08|Running
142.1028594970703,11.718571662902832,-805.9490966796875|0.9885523915290833,0,0.15087836980819702|1.1092510243670972e-09,1.0000001192092896,-7.267792589971123e-09|Freefall
142.57615661621094,11.15991497039795,-805.8775634765625|0.9885523915290833,0,0.15087836980819702|-7.589069928037873e-10,1.0000001192092896,4.972345202247652e-09|Freefall
143.06948852539062,10.546757698059082,-805.8023071289062|0.9887839555740356,0,0.14935290813446045|-2.6057729307638056e-09,1,1.7251398531925588e-08|Freefall
143.56385803222656,9.879100799560547,-805.7275390625|0.9890406727790833,0,0.14764352142810822|-4.414063337065954e-09,1,2.956911515639149e-08|Freefall
144.05836486816406,9.156943321228027,-805.6537475585938|0.9895712733268738,0,0.1440441757440567|-6.114871275997302e-09,1,4.2008647227476104e-08|Landed
144.55311584472656,8.38028621673584,-805.5814819335938|0.9905592799186707,0,0.13708558678627014|-4.176130552480117e-09,1.0000001192092896,3.017607497213248e-08|Landed
145.04833984375,7.809698104858398,-805.512451171875|0.9914973974227905,0,0.13012650609016418|-2.3767077195202546e-09,1,1.8109297172941297e-08|Running
145.54400634765625,7.82194185256958,-805.4468383789062|0.992378294467926,0,0.12322904169559479|-7.206934493630968e-10,1.0000001192092896,5.8038307493291086e-09|Running
145.9160919189453,7.877208232879639,-805.400146484375|0.9936184883117676,0,0.11279258877038956|4.1819986362767736e-10,1,-3.684028637707115e-09|Running
146.53701782226562,7.942802906036377,-805.3289184570312|0.9945641756057739,0,0.10412558913230896|2.079291183676446e-09,1,-1.9860522115777712e-08|Running
147.0342254638672,7.971247673034668,-805.2761840820312|0.9952679872512817,0,0.09716779738664627|3.2248137493695594e-09,1.0000001192092896,-3.303104278984392e-08|Running
147.53179931640625,7.986992835998535,-805.2271118164062|0.9952679872512817,0,0.09716779738664627|4.5081574029381954e-09,1.0000001192092896,-4.617604787426899e-08|Running
147.90501403808594,7.993915557861328,-805.190673828125|0.9952679872512817,0,0.09716779738664627|3.425867145523398e-09,1.0000001192092896,-3.509038748461535e-08|Running
148.4026336669922,7.999382019042969,-805.14208984375|0.9952679872512817,0,0.09716779738664627|1.9838921616610605e-09,1.0000001192092896,-2.032056301004559e-08|Running
149.024658203125,8.002861022949219,-805.0813598632812|0.9952679872512817,0,0.09716779738664627|1.8315593486306625e-10,1.0000001192092896,-1.8760253350791345e-09|Running
149.52227783203125,8.004254341125488,-805.0327758789062|0.9952679872512817,0,0.09716779738664627|-1.2560481543744118e-09,1.0000001192092896,1.2865419840579762e-08|Running
149.89549255371094,8.004863739013672,-804.996337890625|0.9952679872512817,0,0.09716779738664627|-2.3346442556970715e-09,1.0000001192092896,2.3913239388662078e-08|Running
150.51751708984375,8.005425453186035,-804.9356079101562|0.9952679872512817,0,0.09716779738664627|-4.130768171961563e-09,1.0000001192092896,4.231053196690482e-08|Running
151.01513671875,8.005650520324707,-804.8870239257812|0.9952679872512817,0,0.09716779738664627|-2.9606572748974713e-09,1.0000001192092896,3.0325349342774643e-08|Running
151.51275634765625,8.005772590637207,-804.8384399414062|0.9952679872512817,0,0.09716779738664627|-1.7915463557116595e-09,1.0000001192092896,1.835040741582361e-08|Running
152.0103759765625,8.005840301513672,-804.7898559570312|0.9952679872512817,0,0.09716779738664627|-6.234344707145567e-10,1.0000001192092896,6.385699524713573e-09|Running
152.50799560546875,8.005876541137695,-804.7412719726562|0.9952679872512817,0,0.09716779738664627|5.436792682722569e-10,1.0000001192092896,-5.568784988696507e-09|Running
153.005615234375,8.00589656829834,-804.6926879882812|0.9952679872512817,0,0.09716779738664627|1.709795749427201e-09,1.0000001192092896,-1.7513054118012406e-08|Running
153.50323486328125,8.00590705871582,-804.6441040039062|0.9952679872512817,0,0.09716779738664627|2.8749231884006576e-09,1.0000001192092896,-2.9447194904719254e-08|Running
154.0008544921875,8.005912780761719,-804.5955200195312|0.9954334497451782,0,0.09545858949422836|3.972587592215859e-09,1.0000001192092896,-4.142577836319106e-08|Running
154.49856567382812,8.005916595458984,-804.547607421875|0.9954334497451782,0,0.09545858949422836|3.2088043333544647e-09,1.0000001192092896,-3.3461120096944796e-08|Running
154.8718719482422,8.0059175491333,-804.5119018554688|0.9954334497451782,0,0.09545858949422836|2.1587174270365495e-09,1.0000001192092896,-2.2510908692652265e-08|Running
155.36961364746094,8.0059175491333,-804.4642944335938|0.9959228038787842,0,0.09020967781543732|7.009895997001081e-10,1,-7.738987228833594e-09|Running
155.99203491210938,8.0059175491333,-804.4075317382812|0.9962317943572998,0,0.08673101663589478|-9.47500189418804e-10,1,1.0883416834417403e-08|Running
156.49012756347656,8.0059175491333,-804.3638916015625|0.9968130588531494,0,0.07977312058210373|-2.0833141878284778e-09,1,2.6032262567809994e-08|Running
156.98849487304688,8.0059175491333,-804.323486328125|0.9973455667495728,0,0.07281498610973358|-3.0248143989553e-09,1.0000001192092896,4.143082676932863e-08|Running
157.4871368408203,8.0059175491333,-804.2865600585938|0.9978290796279907,0,0.06585665792226791|-2.3534956206106017e-09,1.0000001192092896,3.565905970503991e-08|Running
157.98602294921875,8.0059175491333,-804.2531127929688|0.9981616735458374,0,0.06060747057199478|-1.3714207547366186e-09,1,2.2586318593198484e-08|Running
158.48509216308594,8.0059175491333,-804.222412109375|0.9981616735458374,0,0.06060747057199478|-5.775063205426534e-10,1,9.511116338956072e-09|Running
158.85940551757812,8.0059175491333,-804.19970703125|0.9981616735458374,0,0.06060747057199478|1.747943109697836e-11,1,-2.878737248579455e-10|Running
159.48326110839844,8.0059175491333,-804.161865234375|0.9981616735458374,0,0.06060747057199478|1.0082787937903959e-09,1,-1.660562887195738e-08|Running
159.9823455810547,8.0059175491333,-804.131591796875|0.9981616735458374,0,0.06060747057199478|1.8001568014014424e-09,1,-2.9647294397250334e-08|Running
160.35665893554688,8.0059175491333,-804.10888671875|0.9981616735458374,0,0.06060747057199478|2.393621301166604e-09,1,-3.942123072420145e-08|Running
160.9805145263672,8.0059175491333,-804.071044921875|0.9981616735458374,0,0.06060747057199478|2.1181927323254968e-09,1,-3.488511879368161e-08|Running
161.47959899902344,8.0059175491333,-804.040771484375|0.9981616735458374,0,0.06060747057199478|1.2243813740653309e-09,1,-2.016468414467454e-08|Running
161.9786834716797,8.0059175491333,-804.010498046875|0.9981616735458374,0,0.06060747057199478|3.313331831122923e-10,1,-5.456820773019899e-09|Running
162.47776794433594,8.0059175491333,-803.980224609375|0.9981616735458374,0,0.06060747057199478|-5.609520625782238e-10,1,9.238479314888082e-09|Running
162.9768524169922,8.0059175491333,-803.949951171875|0.9981616735458374,0,0.06060747057199478|-1.4524752511846373e-09,1,2.39212294417257e-08|Running
163.47593688964844,8.0059175491333,-803.919677734375|0.9981616735458374,0,0.06060747057199478|-2.3432367157738554e-09,1,3.8591430495671375e-08|Running
163.9750213623047,8.0059175491333,-803.889404296875|0.9981616735458374,0,0.06060747057199478|-2.370173168841916e-09,1,3.9035054300029515e-08|Running
164.47410583496094,8.0059175491333,-803.859130859375|0.9981616735458374,0,0.06060747057199478|-1.5343909476328577e-09,1,2.5270320946901847e-08|Running
164.84841918945312,8.0059175491333,-803.83642578125|0.9981616735458374,0,0.06060747057199478|-9.08022712575729e-10,1,1.4954483873452773e-08|Running
165.34750366210938,8.0059175491333,-803.80615234375|0.9981616735458374,0,0.06060747057199478|-7.34895477805253e-11,1,1.2103201774138483e-09|Running
165.84658813476562,8.0059175491333,-803.77587890625|0.9981616735458374,0,0.06060747057199478|7.603307983217178e-10,1,-1.2522104242407295e-08|Running
166.47044372558594,8.0059175491333,-803.738037109375|0.9981616735458374,0,0.06060747057199478|1.8016051983593684e-09,1,-2.96711473168898e-08|Running
166.84475708007812,8.0059175491333,-803.71533203125|0.9981616735458374,0,0.06060747057199478|2.4258357544937326e-09,1,-3.99517787741388e-08|Running
167.46861267089844,8.0059175491333,-803.677490234375|0.9981616735458374,0,0.06060747057199478|2.169617818736924e-09,1,-3.5732053760284543e-08|Running
167.9676971435547,8.0059175491333,-803.647216796875|0.9981616735458374,0,0.06060747057199478|1.274087724212336e-09,1,-2.0983314641398465e-08|Running
168.46678161621094,8.0059175491333,-803.616943359375|0.9981616735458374,0,0.06060747057199478|3.793228786630465e-10,1,-6.247176553841882e-09|Running
168.9658660888672,8.0059175491333,-803.586669921875|0.9981616735458374,0,0.06060747057199478|-5.146778558895448e-10,1,8.47637604550755e-09|Running
169.46495056152344,8.0059175491333,-803.556396484375|0.9981616735458374,0,0.06060747057199478|-1.4079150068013746e-09,1,2.3187354258880077e-08|Running
169.9640350341797,8.0059175491333,-803.526123046875|0.9981616735458374,0,0.06060747057199478|-2.300389212450682e-09,1,3.788576208307859e-08|Running
170.46311950683594,8.0059175491333,-803.495849609375|0.9981616735458374,0,0.06060747057199478|-2.3388855296957445e-09,1,3.851977226076997e-08|Running
170.9622039794922,8.0059175491333,-803.465576171875|0.9981616735458374,0,0.06060747057199478|-1.5244984163942377e-09,1,2.5107398826662575e-08|Running
171.33651733398438,8.0059175491333,-803.44287109375|0.9981616735458374,0,0.06060747057199478|-9.14164632881409e-10,1,1.505563673731558e-08|Running
171.9603729248047,8.0059175491333,-803.405029296875|0.9981616735458374,0,0.06060747057199478|1.0218949297868818e-10,1,-1.6829877491630896e-09|Running
172.33468627929688,8.0059175491333,-803.38232421875|0.9981616735458374,0,0.06060747057199478|7.114810407493621e-10,1,-1.1717584236237144e-08|Running
172.9585418701172,8.0059175491333,-803.344482421875|0.9981616735458374,0,0.06060747057199478|1.7260995965884263e-09,1,-2.842762469867921e-08|Running
173.45762634277344,8.0059175491333,-803.314208984375|0.9981616735458374,0,0.06060747057199478|2.5370148204473253e-09,1,-4.178281898248315e-08|Running
173.9567108154297,8.0059175491333,-803.283935546875|0.9981616735458374,0,0.06060747057199478|2.095403406343621e-09,1,-3.4509792357084734e-08|Running
174.45579528808594,8.0059175491333,-803.253662109375|0.9981616735458374,0,0.06060747057199478|1.2370697799468644e-09,1,-2.0373654763261584e-08|Running
174.9548797607422,8.0059175491333,-803.223388671875|0.9981616735458374,0,0.06060747057199478|3.794692060576921e-10,1,-6.249586181894529e-09|Running
175.32919311523438,8.0059175491333,-803.20068359375|0.9981616735458374,0,0.06060747057199478|-2.6325044921726715e-10,1,4.335546588407624e-09|Running
175.82827758789062,8.0059175491333,-803.17041015625|0.9981616735458374,0,0.06060747057199478|-1.1195694371579634e-09,1,1.8438507609630506e-08|Running
176.45213317871094,8.0059175491333,-803.132568359375|0.9981616735458374,0,0.06060747057199478|-2.1889396961682905e-09,1,3.6050270324494704e-08|Running
176.9512176513672,8.0059175491333,-803.102294921875|0.9981616735458374,0,0.06060747057199478|-2.6106694583916124e-09,1,4.299585754097279e-08|Running
177.45030212402344,8.0059175491333,-803.072021484375|0.9981616735458374,0,0.06060747057199478|-1.7337604685252472e-09,1,2.855379577226813e-08|Running
177.9493865966797,8.0059175491333,-803.041748046875|0.9981616735458374,0,0.06060747057199478|-8.576006571558992e-10,1,1.4124069913634685e-08|Running
178.44847106933594,8.0059175491333,-803.011474609375|0.9981616735458374,0,0.06060747057199478|1.781095756991924e-11,1,-2.9333371842632516e-10|Running
178.9475555419922,8.0059175491333,-802.981201171875|0.9981616735458374,0,0.06060747057199478|8.924748162719709e-10,1,-1.4698422035053227e-08|Running
179.44664001464844,8.0059175491333,-802.950927734375|0.9981616735458374,0,0.06060747057199478|1.7663915885535175e-09,1,-2.9091204112319247e-08|Running
179.9457244873047,8.0059175491333,-802.920654296875|0.9981616735458374,0,0.06060747057199478|2.6395619023844574e-09,1,-4.3471693800256617e-08|Running
180.32003784179688,8.0059175491333,-802.89794921875|0.9981616735458374,0,0.06060747057199478|2.0590953386800948e-09,1,-3.3911824459664786e-08|Running
180.9438934326172,8.0059175491333,-802.860107421875|0.9981616735458374,0,0.06060747057199478|1.0924771087772456e-09,1,-1.7992316969639433e-08|Running
181.44297790527344,8.0059175491333,-802.829833984375|0.9981616735458374,0,0.06060747057199478|3.1992553051196637e-10,1,-5.2689448359899416e-09|Running
181.9420623779297,8.0059175491333,-802.799560546875|0.9981616735458374,0,0.06060747057199478|-4.519660756763244e-10,1,7.443557770159259e-09|Running
182.31637573242188,8.0059175491333,-802.77685546875|0.9981616735458374,0,0.06060747057199478|-1.030452057015907e-09,1,1.6970808758287603e-08|Running
182.9402313232422,8.0059175491333,-802.739013671875|0.9981616735458374,0,0.06060747057199478|-1.993771814312595e-09,1,3.2835995256164097e-08|Running
183.43931579589844,8.0059175491333,-802.708740234375|0.9981616735458374,0,0.06060747057199478|-2.763687056983599e-09,1,4.5515950120034177e-08|Running
183.9384002685547,8.0059175491333,-802.678466796875|0.9981616735458374,0,0.06060747057199478|-1.869323584813287e-09,1,3.078642052400937e-08|Running
184.31271362304688,8.0059175491333,-802.65576171875|0.9981616735458374,0,0.06060747057199478|-1.1990521908700202e-09,1,1.974753160993714e-08|Running
184.81179809570312,8.0059175491333,-802.62548828125|0.9981616735458374,0,0.06060747057199478|-3.0602503864329833e-10,1,5.0400132955985555e-09|Running
185.43565368652344,8.0059175491333,-802.587646484375|0.9981616735458374,0,0.06060747057199478|8.091863290538015e-10,1,-1.3326720171846773e-08|Running
185.9347381591797,8.0059175491333,-802.557373046875|0.9981616735458374,0,0.06060747057199478|1.70049829772978e-09,1,-2.8005990415636006e-08|Running
186.30905151367188,8.0059175491333,-802.53466796875|0.9981616735458374,0,0.06060747057199478|2.3684822991754118e-09,1,-3.9007208130215076e-08|Running
186.9329071044922,8.0059175491333,-802.496826171875|0.9981616735458374,0,0.06060747057199478|1.8508794497051895e-09,1,-3.048265995175825e-08|Running
187.43199157714844,8.0059175491333,-802.466552734375|0.9981616735458374,0,0.06060747057199478|1.111342462500886e-09,1,-1.830301599170525e-08|Running
187.80630493164062,8.0059175491333,-802.44384765625|0.9981616735458374,0,0.06060747057199478|5.571041961083267e-10,1,-9.175107784642478e-09|Running
188.30538940429688,8.0059175491333,-802.41357421875|0.9981616735458374,0,0.06060747057199478|-1.8132781387514285e-10,1,2.9863391759477054e-09|Running
