tali|true|1067
4208.5517578125,1195.9599609375,3643.6767578125|-0.9999619126319885,-1.1051402282191702e-07,-0.008725499734282494|-1.108815581574163e-07,1,4.163889855135494e-08|Freefall
4208.16650390625,1195.97705078125,3643.67333984375|-0.9999619126319885,-1.0277522477508683e-07,-0.008725499734282494|-1.0311896403436549e-07,1,3.894512090596436e-08|Freefall
4207.79150390625,1195.9805908203125,3643.669921875|-0.9999619126319885,-9.503973785740527e-08,-0.008725499734282494|-9.535968814589069e-08,1,3.625249433980571e-08|Freefall
4207.4267578125,1195.9705810546875,3643.666748046875|-0.9999619126319885,-8.730756206887236e-08,-0.008725499734282494|-8.760373049199188e-08,1,3.356101885287899e-08|Freefall
4207.07177734375,1195.9468994140625,3643.663818359375|-0.9999619126319885,-7.957869030406073e-08,-0.008725499734282494|-7.985109107266908e-08,1,3.08706944451842e-08|Freefall
4206.7265625,1195.9095458984375,3643.660888671875|-0.9999619126319885,-7.185312966839774e-08,-0.008725499734282494|-7.210176988792227e-08,1,2.8181517564007663e-08|Freefall
4206.39111328125,1195.8585205078125,3643.657958984375|-0.9999619126319885,-6.413087305645604e-08,-0.008725499734282494|-6.435576693775147e-08,1,2.549349176206306e-08|Freefall
4206.0654296875,1195.7939453125,3643.655029296875|-0.9999619126319885,-5.641192046823562e-08,-0.008725499734282494|-5.6613075116729306e-08,1,2.2806613486636707e-08|Freefall
4205.75048828125,1195.7158203125,3643.652099609375|-0.9999619126319885,-4.869627190373649e-08,-0.008725499734282494|-4.8873697977569464e-08,1,2.0120884514085446e-08|Freefall
4205.43017578125,1195.6240234375,3643.649169921875|-0.9999619126319885,-4.098392736295864e-08,-0.00872548297047615|-4.1137631967558264e-08,1,1.743630306805244e-08|Freefall
4205.099609375,1195.5185546875,3643.646240234375|-0.9999619126319885,-3.3274879740474717e-08,-0.008725456893444061|-3.3404877086695706e-08,1,1.4752868260359264e-08|Freefall
4204.75927734375,1195.3994140625,3643.643310546875|-0.9999619126319885,-2.556913081264156e-08,-0.008725427091121674|-2.567542978226811e-08,1,1.2070580979184342e-08|Freefall
4204.4091796875,1195.2666015625,3643.640380859375|-0.9999619126319885,-1.786668057945917e-08,-0.008725515566766262|-1.794929183063232e-08,1,9.389437671813994e-09|Freefall
4204.04931640625,1195.120361328125,3643.637451171875|-0.9999619126319885,-1.0167525488213869e-08,-0.008725483901798725|-1.0226457902717812e-08,1,6.709442779140318e-09|Freefall
4203.6796875,1194.96044921875,3643.634033203125|-0.9999619126319885,-2.4716648727718393e-09,-0.008725452236831188|-2.506929108747613e-09,1,4.030593636628055e-09|Freefall
4203.29931640625,1194.786865234375,3643.630615234375|-0.9999619126319885,5.220902377089942e-09,-0.008725420571863651|5.209296105590511e-09,1,1.3528891340541804e-09|Freefall
4202.9091796875,1194.599609375,3643.627197265625|-0.9999619126319885,1.291017781568371e-08,-0.008725508116185665|1.2922219738698004e-08,1,-1.3236700624474906e-09|Freefall
4202.50927734375,1194.398681640625,3643.623779296875|-0.9999619126319885,2.05961629973217e-08,-0.008725476451218128|2.0631842900797892e-08,1,-3.999085951278403e-09|Freefall
4202.099609375,1194.184326171875,3643.620361328125|-0.9999619126319885,2.8278858366093118e-08,-0.008725444786250591|2.8338165591890174e-08,1,-6.673358310393951e-09|Freefall
4201.68017578125,1193.956298828125,3643.61669921875|-0.9999619126319885,3.595826214564113e-08,-0.00872817076742649|3.604121090461376e-08,1,-9.346406315557942e-09|Freefall
4201.2509765625,1193.714599609375,3643.61279296875|-0.9999619126319885,4.363438321774993e-08,-0.008728216402232647|4.374095041725923e-08,1,-1.2018385397993825e-08|Freefall
4200.81103515625,1193.459228515625,3643.60888671875|-0.9999619126319885,5.1307225135133194e-08,-0.008728123269975185|5.1437393011610766e-08,1,-1.4689225835695652e-08|Freefall
4200.361328125,1193.190185546875,3643.60498046875|-0.9999619126319885,5.897678789779093e-08,-0.008728142827749252|5.9130549345809413e-08,1,-1.7358919635057646e-08|Freefall
4199.90185546875,1192.9075927734375,3643.60107421875|-0.9999619126319885,6.664307505843681e-08,-0.008728159591555595|6.682041941985517e-08,1,-2.0027473013328745e-08|Freefall
4199.4326171875,1192.6114501953125,3643.59716796875|-0.9999905824661255,7.452229056070792e-08,-0.004345783498138189|7.462294604465569e-08,1,-2.299921320059184e-08|Freefall
4198.95361328125,1192.3016357421875,3643.593994140625|-0.9999908804893494,8.28285990905897e-08,-0.004275146406143904|8.293914532941926e-08,1,-2.567945678322303e-08|Freefall
4198.46533203125,1191.9781494140625,3643.591552734375|-0.9999911189079285,9.121065147610352e-08,-0.00421446468681097|9.133096057212242e-08,1,-2.835422741043203e-08|Freefall
4197.97412109375,1191.6409912109375,3643.589599609375|-0.9999911785125732,9.959882163457223e-08,-0.004193808883428574|9.97298101879096e-08,1,-3.1023176916278317e-08|Freefall
4197.48291015625,1191.290283203125,3643.587646484375|-1,1.0821005247407811e-07,0.00018446010653860867|1.0820375706543928e-07,1,-3.4143081251158947e-08|Freefall
4196.99169921875,1190.926025390625,3643.58740234375|-0.9999999403953552,1.1726208981599484e-07,0.0002575880498625338|1.1725260407047244e-07,1,-3.683117810737713e-08|Freefall
4196.50048828125,1190.548095703125,3643.58740234375|-0.9999999403953552,1.2639192448204994e-07,0.000319271202897653|1.2637931945391756e-07,1,-3.951162597104485e-08|Freefall
4196.00927734375,1190.156494140625,3643.58740234375|-0.9999889135360718,1.3577226809502463e-07,0.004711599089205265|1.3557230715832702e-07,1,-4.2758930618447266e-08|Freefall
4195.51806640625,1189.751220703125,3643.589111328125|-0.9999580383300781,1.4611455867452605e-07,0.009160912595689297|1.456985359027385e-07,1,-4.6080327109621066e-08|Freefall
4195.02685546875,1189.332275390625,3643.59326171875|-0.9999567866325378,1.5731583857814257e-07,0.009294966235756874|1.5686889298649476e-07,1,-4.881421133973163e-08|Freefall
4194.53564453125,1188.89990234375,3643.59765625|-0.9999030828475952,1.253442576398811e-07,0.013921880163252354|1.248164522849038e-07,1,-3.878074394947362e-08|Landed
4194.06103515625,1188.453857421875,3643.603759765625|-0.999829113483429,9.335727924053572e-08,0.018486352637410164|9.284458712954802e-08,1,-2.859179915049026e-08|Landed
4193.57421875,1188.3380126953125,3643.612060546875|-0.9997346997261047,6.134034435945068e-08,0.02303309366106987|6.09359602776749e-08,1,-1.8258813128113616e-08|Landed
4193.08349609375,1188.2322998046875,3643.62255859375|-0.9996197819709778,2.9292266390257282e-08,0.02757316082715988|2.908867635653678e-08,1,-7.784721312020793e-09|Landed
4192.59228515625,1188.1072998046875,3643.6337890625|-0.9996197819709778,-2.742071680827962e-09,0.027574267238378525|-2.6614261905422154e-09,1,2.961366707410207e-09|Landed
4192.10107421875,1187.9686279296875,3643.64501953125|-0.9996196031570435,-3.4762759781870045e-08,0.02757955715060234|-3.4397924508766664e-08,1,1.3702919687830217e-08|Landed
4191.6171875,1187.8162841796875,3643.65625|-0.9994844794273376,-6.681406716779748e-08,0.03210551664233208|-6.605846891716283e-08,1,2.4595481207256853e-08|Running
4191.1357421875,1188.2591552734375,3643.66748046875|-0.9994844794273376,-9.885167173706577e-08,0.032105471938848495|-9.776785958592882e-08,1,3.532784020876534e-08|Jumping
4190.64794921875,1188.6917724609375,3643.681396484375|-0.9994844794273376,-1.1423227874729491e-07,0.03210573270916939|-1.1299705704459484e-07,1,4.0288110625397167e-08|Freefall
4190.1572265625,1189.1109619140625,3643.697021484375|-0.9994844794273376,-1.1296656055037602e-07,0.032105859369039536|-1.1175664127449636e-07,1,3.94799606340257e-08|Freefall
4189.666015625,1189.5164794921875,3643.712646484375|-0.9994844794273376,-1.1170138947136365e-07,0.03210590407252312|-1.105167584114497e-07,1,3.867214815045372e-08|Freefall
4189.1748046875,1189.9083251953125,3643.728271484375|-0.9994844794273376,-1.1043675129940311e-07,0.03210584074258804|-1.0927740845545486e-07,1,3.786466962196755e-08|Freefall
4188.68359375,1190.2864990234375,3643.743896484375|-0.9994844794273376,-1.0917265313992175e-07,0.03210590034723282|-1.0803858430108448e-07,1,3.7057553470276616e-08|Freefall
4188.1923828125,1190.6510009765625,3643.759521484375|-0.9994844794273376,-1.0790909499291956e-07,0.03210584074258804|-1.0680029305376593e-07,1,3.625076772095781e-08|Freefall
4187.701171875,1191.0020751953125,3643.775146484375|-0.9993342757225037,-1.0643029213497357e-07,0.036482248455286026|-1.0518986925944773e-07,1,3.592008468444874e-08|Freefall
4187.2099609375,1191.3394775390625,3643.79248046875|-0.9993317127227783,-1.0452676235672698e-07,0.03655277192592621|-1.0331269351127048e-07,1,3.5102921458474157e-08|Freefall
4186.71875,1191.6632080078125,3643.810546875|-0.9993295073509216,-1.0254882454319159e-07,0.03661348670721054|-1.0136186290310434e-07,1,3.427499706276649e-08|Freefall
4186.2275390625,1191.9732666015625,3643.82861328125|-0.9993287324905396,-1.0056347576892222e-07,0.036634206771850586|-9.940512768480403e-08,1,3.3440745283996876e-08|Freefall
4185.736328125,1192.2696533203125,3643.8466796875|-0.9993284940719604,-9.857816252178964e-08,0.03664122521877289|-9.74489324789829e-08,1,3.260467096311004e-08|Freefall
4185.2451171875,1192.5526123046875,3643.86474609375|-0.9993283748626709,-9.659365218794846e-08,0.03664360195398331|-9.549368940042768e-08,1,3.176823781814164e-08|Freefall
4184.75390625,1192.8218994140625,3643.8828125|-0.9993283748626709,-9.461000871624492e-08,0.03664441034197807|-9.353934871114689e-08,1,3.0931929018152005e-08|Freefall
4184.2626953125,1193.0775146484375,3643.90087890625|-0.9993284344673157,-9.262721079039693e-08,0.03664224594831467|-9.158594593827729e-08,1,3.009566640344019e-08|Freefall
4183.771484375,1193.3194580078125,3643.9189453125|-0.9993284344673157,-9.064527262125921e-08,0.036642368882894516|-8.963331055156232e-08,1,2.925995801206227e-08|Freefall
4183.2802734375,1193.5477294921875,3643.93701171875|-0.9993284344673157,-8.866417999797704e-08,0.036642421036958694|-8.768151360527554e-08,1,2.8424597786624872e-08|Freefall
4182.7890625,1193.762451171875,3643.955078125|-0.9993284344673157,-8.668392581512308e-08,0.036642491817474365|-8.57305479939896e-08,1,2.7589592832555354e-08|Freefall
4182.2978515625,1193.963623046875,3643.97314453125|-0.9993284344673157,-8.470452428355202e-08,0.036642447113990784|-8.378042082313186e-08,1,2.675493604442636e-08|Freefall
4181.806640625,1194.151123046875,3643.9912109375|-0.9993284344673157,-8.272596829783652e-08,0.0366424098610878|-8.183112498727496e-08,1,2.5920636304022082e-08|Freefall
4181.3154296875,1194.324951171875,3644.00927734375|-0.9993284344673157,-8.074825075254921e-08,0.036642491817474365|-7.98826604864189e-08,1,2.5086702493126722e-08|Freefall
4180.82421875,1194.485107421875,3644.02734375|-0.9993284344673157,-7.877138585854482e-08,0.03664245456457138|-7.793502732056368e-08,1,2.4253116848171885e-08|Freefall
4180.3330078125,1194.6317138671875,3644.04541015625|-0.9993284344673157,-7.679535940496862e-08,0.036642417311668396|-7.598823259513665e-08,1,2.3419886474584928e-08|Freefall
4179.841796875,1194.7647705078125,3644.0634765625|-0.9993284344673157,-7.482017849724798e-08,0.03664249926805496|-7.404225499385575e-08,1,2.2587022030506887e-08|Freefall
4179.3505859375,1194.8841552734375,3644.08154296875|-0.9993284344673157,-7.284583602995554e-08,0.03664246201515198|-7.209711583300304e-08,1,2.175450397601253e-08|Freefall
4178.859375,1194.9898681640625,3644.099609375|-0.9993284344673157,-7.087233910851864e-08,0.03664242476224899|-7.015280800715118e-08,1,2.092234296924289e-08|Freefall
4178.37548828125,1195.0819091796875,3644.117431640625|-0.9993284344673157,-6.889968773293731e-08,0.036642398685216904|-6.82093244108728e-08,1,2.009054611562533e-08|Freefall
4177.9013671875,1195.1602783203125,3644.134765625|-0.9993284344673157,-6.692787479778417e-08,0.03664230927824974|-6.626667925502261e-08,1,1.9259104533375648e-08|Freefall
4177.43701171875,1195.2252197265625,3644.15185546875|-0.9994841814041138,-6.496036775160974e-08,0.032114334404468536|-6.441143085567091e-08,1,1.8127600753814477e-08|Freefall
4176.98291015625,1195.2764892578125,3644.16845703125|-0.9994841814041138,-6.29936991458635e-08,0.03211422264575958|-6.247044126439505e-08,1,1.7296871490657395e-08|Freefall
4176.5390625,1195.3140869140625,3644.184814453125|-0.9994841814041138,-6.102786898054546e-08,0.03211422264575958|-6.053028300812002e-08,1,1.646650460429555e-08|Freefall
4176.10498046875,1195.3380126953125,3644.20068359375|-0.9994841814041138,-5.906288436108298e-08,0.03211422264575958|-5.859095253413216e-08,1,1.5636492989301587e-08|Freefall
4175.6806640625,1195.3482666015625,3644.21630859375|-0.9994841814041138,-5.709874173476237e-08,0.03211422264575958|-5.665244984243145e-08,1,1.4806835757497083e-08|Freefall
4175.26611328125,1195.3450927734375,3644.2314453125|-0.9994841814041138,-5.513543399615628e-08,0.03211422264575958|-5.4714778485731586e-08,1,1.397753290888204e-08|Freefall
4174.861328125,1195.3282470703125,3644.246337890625|-0.9994841814041138,-5.3172968250692065e-08,0.03211422264575958|-5.277793491131888e-08,1,1.3148585331634877e-08|Freefall
4174.46630859375,1195.2977294921875,3644.2607421875|-0.9994841814041138,-5.121134094565605e-08,0.03211422264575958|-5.0841919119193335e-08,1,1.2319991249398754e-08|Freefall
4174.08203125,1195.2535400390625,3644.27490234375|-0.9994841814041138,-4.9250552081048227e-08,0.03211422264575958|-4.890673110935495e-08,1,1.1491752438530511e-08|Freefall
4173.6923828125,1195.1956787109375,3644.2890625|-0.9994841814041138,-4.72906016568686e-08,0.03211407735943794|-4.6972370881803727e-08,1,1.066386623449489e-08|Freefall
4173.29248046875,1195.1243896484375,3644.30322265625|-0.9994841814041138,-4.53314861204035e-08,0.03211408108472824|-4.5038834883825984e-08,1,9.836343295432926e-09|Freefall
4172.8828125,1195.0394287109375,3644.31787109375|-0.9994841814041138,-4.337320902436659e-08,0.03211405500769615|-4.3106123115421724e-08,1,9.009172963203582e-09|Freefall
4172.46337890625,1194.9407958984375,3644.33251953125|-0.9994842410087585,-4.14157668160442e-08,0.032114021480083466|-4.1174235576590945e-08,1,8.18235434962844e-09|Freefall
4172.0341796875,1194.8284912109375,3644.34716796875|-0.9994842410087585,-3.9459155942722646e-08,0.03211398422718048|-3.924317226733365e-08,1,7.3558870106182894e-09|Freefall
4171.59521484375,1194.7025146484375,3644.3623046875|-0.9994842410087585,-3.750338350982929e-08,0.0321139432489872|-3.731293318764983e-08,1,6.52977094617313e-09|Freefall
4171.14599609375,1194.56298828125,3644.37744140625|-0.9994842410087585,-3.5548445964650455e-08,0.032114021480083466|-3.538351478482582e-08,1,5.704010597185061e-09|Freefall
4170.6865234375,1194.409912109375,3644.392578125|-0.9994842410087585,-3.359433975447246e-08,0.03211398050189018|-3.345492771700265e-08,1,4.8785966377806744e-09|Freefall
4170.21728515625,1194.2431640625,3644.408203125|-0.9994842410087585,-3.164107198472266e-08,0.0321139395236969|-3.15271577733256e-08,1,4.0535339529412795e-09|Freefall
4169.73828125,1194.062744140625,3644.423828125|-0.9994842410087585,-2.9688635549973696e-08,0.03211401775479317|-2.960021205922203e-08,1,3.22882542924674e-09|Freefall
4169.25048828125,1193.86865234375,3644.439453125|-0.9994842410087585,-2.7737032226582414e-08,0.032113976776599884|-2.7674088798335106e-08,1,2.404464849448118e-09|Freefall
4168.759765625,1193.6610107421875,3644.455078125|-0.9994842410087585,-2.578626201454881e-08,0.0321139357984066|-2.5748787990664823e-08,1,1.5804563213706047e-09|Freefall
4168.2685546875,1193.4398193359375,3644.470703125|-0.9994842410087585,-2.3836323137516047e-08,0.03211401402950287|-2.3824307859854343e-08,1,7.568021764825517e-10|Freefall
4167.77734375,1193.2049560546875,3644.486328125|-0.9994842410087585,-2.188721737184096e-08,0.032113973051309586|-2.1900648405903667e-08,1,-6.650385797613012e-11|Freefall
4167.2861328125,1192.9564208984375,3644.501953125|-0.9996153116226196,-1.9734725853481905e-08,0.027734100818634033|-1.976995989139141e-08,1,-9.962430880250395e-10|Freefall
4166.794921875,1192.6942138671875,3644.515869140625|-0.9996172785758972,-1.7154606624103508e-08,0.027663515880703926|-1.7212201441907382e-08,1,-1.8438734983305949e-09|Freefall
4166.3037109375,1192.4183349609375,3644.529541015625|-0.9996189475059509,-1.4498129807805071e-08,0.027602756395936012|-1.4578000140375025e-08,1,-2.692342571108952e-09|Freefall
4165.8125,1192.1290283203125,3644.543212890625|-0.9996195435523987,-1.1833779289815993e-08,0.02758212201297283|-1.1935950894326197e-08,1,-3.5396321429459476e-09|Freefall
4165.3212890625,1191.8260498046875,3644.556884765625|-0.999619722366333,-9.169510484241528e-09,0.027575084939599037|-9.293996683368277e-09,1,-4.386278895651685e-09|Freefall
4164.830078125,1191.5093994140625,3644.570556640625|-0.9996197819709778,-6.5062528697978905e-09,0.027572691440582275|-6.6530558839872356e-09,1,-5.232475341898635e-09|Freefall
4164.3388671875,1191.1790771484375,3644.584228515625|-0.9996198415756226,-3.8441174687875446e-09,0.027571989223361015|-4.013233301236596e-09,1,-6.078284542354595e-09|Freefall
4163.84765625,1190.8350830078125,3644.597900390625|-0.9997307062149048,-9.777453291448523e-10,0.023205813020467758|-1.1392909948781949e-09,1,-6.948212227797512e-09|Freefall
4163.3564453125,1190.4776611328125,3644.60986328125|-0.9997323751449585,2.3148227779046238e-09,0.023134885355830193|2.1346437950597874e-09,1,-7.812891666958421e-09|Freefall
