paralel|true|1828
4564.625,-132.13595581054688,81.3991470336914|0.9987910389900208,7.693466841374175e-08,-0.04915764555335045|-7.678062985405631e-08,1,5.0218100788868014e-09|Running
4565.08154296875,-132.17987060546875,81.37940216064453|0.9988409280776978,9.351752083830434e-08,-0.048133485019207|-9.333182049431343e-08,1,6.10554851121492e-09|Running
4565.35546875,-132.20616149902344,81.36808776855469|0.9988733530044556,1.1314764947201184e-07,-0.04745510220527649|-1.1292615198499334e-07,1,7.348468500367744e-09|Running
4565.720703125,-132.24215698242188,81.3531723022461|0.9989155530929565,9.705603787324435e-08,-0.046558938920497894|-9.687092727972413e-08,1,6.2322835781003505e-09|Running
4566.17724609375,-132.28724670410156,81.33549499511719|0.998974621295929,7.75156934196275e-08,-0.04527433216571808|-7.73791271058144e-08,1,4.768915928821116e-09|Running
4566.54248046875,-132.3233184814453,81.32146453857422|0.9990174770355225,8.311292987173147e-08,-0.04431861266493797|-8.29797954793321e-08,1,4.843775602836331e-09|Running
4566.90771484375,-132.35833740234375,81.30816650390625|0.99906325340271,1.0651503856706768e-07,-0.043273475021123886|-1.0635768177280625e-07,1,5.938622926748849e-09|Running
4567.27294921875,-132.3931884765625,81.29499816894531|0.9991059303283691,9.537449585650393e-08,-0.042276978492736816|-9.523978405923117e-08,1,5.200540886818317e-09|Running
4567.7294921875,-132.4345703125,81.27950286865234|0.9991632699966431,8.686616581599083e-08,-0.040899671614170074|-8.675028340121571e-08,1,4.608032622144265e-09|Running
4568.0947265625,-132.46575927734375,81.26795196533203|0.9992132186889648,1.0815688966658854e-07,-0.03966100141406059|-1.0801765881751635e-07,1,5.653416401685263e-09|Running
4568.4599609375,-132.49603271484375,81.25652313232422|0.9992587566375732,1.0036908548727297e-07,-0.03849545121192932|-1.002428220431284e-07,1,5.2101229996992515e-09|Running
4568.8251953125,-132.5244903564453,81.245849609375|0.999305784702301,9.977788550941113e-08,-0.03725511208176613|-9.96556224208689e-08,1,5.138828473860713e-09|Running
4569.1904296875,-132.55335998535156,81.23530578613281|0.9993486404418945,1.0870532918261233e-07,-0.03608796373009682|-1.0857593224500306e-07,1,5.545323311650918e-09|Running
4569.5556640625,-132.58367919921875,81.22476196289062|0.999384880065918,8.65716742737277e-08,-0.035068683326244354|-8.6472212501576e-08,1,4.352814553243434e-09|Running
4570.2861328125,-132.6438751220703,81.20366668701172|0.9994435906410217,8.864616063419817e-08,-0.0333547480404377|-8.855519695316616e-08,1,4.204459447265663e-09|Running
4570.6513671875,-132.67481994628906,81.19427490234375|0.9994767308235168,1.1154295265214387e-07,-0.03234686329960823|-1.1143481515318854e-07,1,5.145835757502937e-09|Running
4571.10791015625,-132.71641540527344,81.18276977539062|0.9995155930519104,9.235786535555235e-08,-0.031122319400310516|-9.227300523662052e-08,1,4.162738598267879e-09|Running
4572.56884765625,-132.81007385253906,81.14595031738281|0.9996105432510376,1.1239129804607728e-07,-0.027906324714422226|-1.1230942220663565e-07,1,4.501256700706335e-09|Running
4573.9384765625,-132.76980590820312,81.11141204833984|0.9996513724327087,-4.517846541318704e-09,-0.02640434540808201|4.511504947402045e-09,1,-2.99756552912811e-10|Running
4574.94775390625,-132.758544921875,81.08358764648438|0.9996432065963745,-8.875874613067936e-08,-0.02671074867248535|8.86903137597983e-08,1,-3.7466230118354815e-09|Running
4575.47705078125,-132.8769073486328,81.06793975830078|0.9996287226676941,-1.1332232219274374e-07,-0.027246413752436638|1.132352522859037e-07,1,-4.7385668722199625e-09|Running
4576.01171875,-133.1190643310547,81.0520248413086|0.9996142387390137,-4.2464435523470456e-08,-0.027773236855864525|4.243235451895089e-08,1,-1.7444423683343757e-09|Running
4577.4716796875,-133.2484893798828,81.00847625732422|0.9995832443237305,8.824754615943675e-08,-0.02886679582297802|-8.817486474299585e-08,1,3.790654456992115e-09|Running
4578.0166015625,-133.1760711669922,80.99437713623047|0.9995959401130676,5.742759157101318e-08,-0.02842504344880581|-5.7381313922633126e-08,1,2.443709457011778e-09|Running
4579.4697265625,-132.9647216796875,80.95741271972656|0.999640166759491,6.92342805308499e-09,-0.026823576539754868|-6.9222596543738746e-09,1,1.364278551241327e-10|Running
4580.38671875,-132.96188354492188,80.93726348876953|0.9996815323829651,1.151509732011391e-08,-0.02523442544043064|-1.1515486342261738e-08,1,1.2991174802579053e-10|Running
4580.75390625,-132.96836853027344,80.93082427978516|0.9997058510780334,3.142464422012381e-08,-0.02425365522503853|-3.141394344652326e-08,1,8.222380554201436e-10|Running
4581.12109375,-132.96893310546875,80.92464447021484|0.9997298717498779,7.04622991065662e-08,-0.023241249844431877|-7.042953598102031e-08,1,2.2285195910853872e-09|Running
4581.48828125,-132.9647979736328,80.91846466064453|0.9997503757476807,9.118316057765696e-08,-0.022343669086694717|-9.113770715885039e-08,1,3.0525804106673604e-09|Running
4581.947265625,-132.95619201660156,80.91073608398438|0.9997713565826416,9.08716302205903e-08,-0.02138245850801468|-9.082359753165292e-08,1,3.217380584175089e-09|Running
4582.498046875,-132.9439239501953,80.9017105102539|0.9997928142547607,1.1017601053708859e-07,-0.020354166626930237|-1.1011558598283955e-07,1,4.089600658119252e-09|Running
4582.865234375,-132.9358367919922,80.89570617675781|0.9998043775558472,1.1467617611060632e-07,-0.019778866320848465|-1.1461334992191041e-07,1,4.31002700196359e-09|Running
4583.32421875,-132.9271697998047,80.88793182373047|0.9998144507408142,5.971222805101206e-08,-0.019261620938777924|-5.967967098285953e-08,1,2.2651562847642026e-09|Running
4583.69140625,-132.92189025878906,80.88167572021484|0.9998206496238708,1.8579262572870903e-08,-0.018939081579446793|-1.8568883319858287e-08,1,7.239236987643949e-10|Running
4584.150390625,-132.91763305664062,80.87386322021484|0.9998269081115723,-3.058348241324893e-08,-0.01860395073890686|3.056777941878863e-08,1,-1.1284708723025005e-09|Running
4584.609375,-132.91607666015625,80.86605072021484|0.9998320937156677,-7.796595724585131e-08,-0.01832599937915802|7.792548473162242e-08,1,-2.9224336284272567e-09|Running
4584.9765625,-132.9166259765625,80.85979461669922|0.9998354315757751,-1.1496606333594173e-07,-0.01814078539609909|1.1490645590583881e-07,1,-4.328380320828273e-09|Running
4585.34375,-132.91770935058594,80.8535385131836|0.9998382925987244,-8.02493360652079e-08,-0.017983639612793922|8.020776931516593e-08,1,-3.0326612332487457e-09|Running
4585.802734375,-132.91908264160156,80.84571838378906|0.9998412728309631,-3.63586778462377e-08,-0.017816800624132156|3.6339489639658495e-08,1,-1.400675242457794e-09|Running
4586.078125,-132.91990661621094,80.84103393554688|0.9998427629470825,-9.830471547900288e-09,-0.017731444910168648|9.824624669363402e-09,1,-4.168232148327178e-10|Running
4586.4453125,-132.92100524902344,80.83477783203125|0.9998445510864258,2.5691289096130276e-08,-0.017632953822612762|-2.5679442572368316e-08,1,8.983173649390608e-10|Running
4586.720703125,-132.9218292236328,80.83008575439453|0.9998456835746765,5.2416339713090565e-08,-0.01756846159696579|-5.239128952894134e-08,1,1.8861463502162223e-09|Running
4587.1796875,-132.92333984375,80.82128143310547|0.9998419284820557,9.730003114327701e-08,-0.017780419439077377|-9.725236793656222e-08,1,3.5451348523451998e-09|Running
4587.546875,-132.92478942871094,80.81295776367188|0.9998315572738647,1.0001796368896976e-07,-0.018354034051299095|-9.996777805554302e-08,1,3.6516942802933272e-09|Running
4587.822265625,-132.92588806152344,80.80657958984375|0.9998223781585693,7.977310900741941e-08,-0.018845925107598305|-7.973265070404523e-08,1,2.898127515749138e-09|Running
4588.189453125,-132.9274444580078,80.79767608642578|0.9998086094856262,6.033501875890579e-08,-0.01956377737224102|-6.03046004243879e-08,1,2.1446819875592382e-09|Running
4588.6484375,-132.9295654296875,80.78547668457031|0.9997855424880981,5.350032949991146e-08,-0.02070876583456993|-5.347455811488544e-08,1,1.798145632392334e-09|Running
4589.015625,-132.9312744140625,80.77560424804688|0.9997671842575073,6.52884040164281e-08,-0.021577728912234306|-6.525770146481591e-08,1,2.1271939765199477e-09|Running
4589.3828125,-132.93307495117188,80.76531219482422|0.9997478127479553,9.0758426551929e-08,-0.02245648205280304|-9.071489870393634e-08,1,2.957000866388171e-09|Running
4589.75,-132.93507385253906,80.7538833618164|0.9997219443321228,9.865446770618291e-08,-0.023579875007271767|-9.860453786814105e-08,1,3.2799414295681117e-09|Running
4590.1171875,-132.93719482421875,80.74169921875|0.9996908903121948,9.792494637395066e-08,-0.024861356243491173|-9.78694529862878e-08,1,3.448842322839596e-09|Running
4591.03515625,-132.9428253173828,80.70941162109375|0.999599039554596,1.1265829868989385e-07,-0.02831590548157692|-1.1257085219540386e-07,1,4.682353171858722e-09|Running
4591.494140625,-132.94590759277344,80.69175720214844|0.9995474815368652,1.0178801090887646e-07,-0.030079882591962814|-1.0169894437694893e-07,1,4.4909462815212464e-09|Running
4591.953125,-132.94935607910156,80.67203521728516|0.9994812607765198,1.049285103249531e-07,-0.032205600291490555|-1.0482652612608945e-07,1,4.855145618876122e-09|Running
4592.3203125,-132.9522705078125,80.65530395507812|0.9994210600852966,1.1094782337295328e-07,-0.03402312844991684|-1.1083309914283745e-07,1,5.2579123277496365e-09|Running
4592.6875,-132.9553680419922,80.63758087158203|0.99935382604599,1.25537567896572e-07,-0.035943109542131424|-1.2539942417788552e-07,1,6.097652160974576e-09|Running
4593.052734375,-132.95870971679688,80.61851501464844|0.999274730682373,1.1567613711349622e-07,-0.03807845339179039|-1.1554001844160666e-07,1,5.775113720574154e-09|Running
4593.50927734375,-132.96304321289062,80.59369659423828|0.999167263507843,1.1780860376120472e-07,-0.04080216959118843|-1.1765312990519305e-07,1,6.211744008055575e-09|Running
4593.9658203125,-132.96766662597656,80.56721496582031|0.9990464448928833,1.1201788652215328e-07,-0.043659891933202744|-1.1185166925997692e-07,1,6.249956552295544e-09|Running
4594.513671875,-132.9735107421875,80.5335693359375|0.9988850355148315,1.1370821795253505e-07,-0.04720856994390488|-1.1351489348498944e-07,1,6.776171623812388e-09|Running
4595.0615234375,-132.97999572753906,80.49638366699219|0.9986845254898071,1.2607203814241075e-07,-0.051275815814733505|-1.258290325267808e-07,1,7.96717714024453e-09|Running
4595.51806640625,-132.98548889160156,80.46485900878906|0.9985217452049255,1.2290976769691042e-07,-0.054354146122932434|-1.2264710846920934e-07,1,8.168075993353341e-09|Running
4596.79638671875,-133.02870178222656,80.36952209472656|0.9979708790779114,1.230784789640893e-07,-0.06367214024066925|-1.2273370941784378e-07,1,9.32612476134409e-09|Running
4597.2509765625,-133.07920837402344,80.33453369140625|0.9978068470954895,1.1785224529603511e-07,-0.06619282066822052|-1.1749319384080081e-07,1,9.317139060271984e-09|Running
4598.25,-133.2536163330078,80.25311279296875|0.9974215030670166,1.1525865772910038e-07,-0.07176557183265686|-1.1485420969847837e-07,1,9.76234115768193e-09|Running
4598.8857421875,-133.33518981933594,80.20002746582031|0.9972076416015625,1.0822238039054355e-07,-0.07467910647392273|-1.0781403858572958e-07,1,9.499298236903542e-09|Running
4599.2490234375,-133.38026428222656,80.16902923583984|0.9970953464508057,1.0866418875821182e-07,-0.07616309076547623|-1.0823779206248219e-07,1,9.726286442912624e-09|Running
4599.7021484375,-133.4389190673828,80.13017272949219|0.9969701170921326,1.1203641037127454e-07,-0.07778586447238922|-1.1157516155435587e-07,1,1.027577756218534e-08|Running
4600.1533203125,-133.50045776367188,80.09001922607422|0.9968307018280029,9.6756018308497e-08,-0.07955184578895569|-9.634190689666866e-08,1,9.043700011091005e-09|Running
4600.60498046875,-133.56446838378906,80.05072784423828|0.9967257380485535,1.111258782771074e-07,-0.08085665851831436|-1.1063144000900138e-07,1,1.0594958688159295e-08|Running
4601.056640625,-133.63247680664062,80.01010131835938|0.996607780456543,1.0160415087057117e-07,-0.08229807019233704|-1.0114040804864999e-07,1,9.803875045122368e-09|Running
4602.14111328125,-133.78683471679688,79.946044921875|0.9972665905952454,1.2696065709860704e-07,-0.07388754934072495|-1.2645453750792512e-07,1,1.1527990118054277e-08|Running
4602.59521484375,-133.8385467529297,79.95821380615234|0.998359203338623,0.000001021265120471071,-0.05726136639714241|-0.0000010183294989474234,1,8.044555244168805e-08|Running
4603.68505859375,-133.95068359375,80.04551696777344|0.9999963045120239,0.0000025935778467101045,-0.0027268577832728624|-0.000002593357976365951,1,8.411399932128916e-08|Running
4604.22802734375,-133.9900665283203,80.11965942382812|0.9996638894081116,0.0000026975969831255497,0.025925369933247566|-0.0000026987152068613796,1,8.148390406859107e-09|Running
4604.681640625,-134.01556396484375,80.18497467041016|0.9989107847213745,0.0000022502822503156494,0.04666155204176903|-0.000002250777470180765,1,-4.192543201497756e-08|Running
4605.771484375,-134.04254150390625,80.34611511230469|0.9961502552032471,0.0000013094269206703757,0.08766237646341324|-0.0000013070750810584286,1,-8.4230194374868e-08|Running
4606.2255859375,-134.05470275878906,80.40998840332031|0.9951575398445129,7.566557087557158e-07,0.09829278290271759|-7.546216806986195e-07,1,-5.787024903725069e-08|Running
4606.5888671875,-134.06472778320312,80.46043395996094|0.9945624470710754,3.3174080726894317e-07,0.10414208471775055|-3.3045878922166594e-07,1,-2.9564590775521538e-08|Running
4607.04296875,-134.0773162841797,80.52342224121094|0.9939279556274414,1.8436008986100205e-07,0.11003301292657852|-1.8339846974413376e-07,1,-1.8860133010889513e-08|Running
4607.587890625,-134.08282470703125,80.60011291503906|0.9932312965393066,1.5074888892741e-07,0.11615321785211563|-1.500208668403502e-07,1,-1.5010064302600767e-08|Running
4608.1328125,-134.0974884033203,80.6769027709961|0.9926354289054871,1.3318913261173293e-07,0.12114015966653824|-1.3248299524093454e-07,1,-1.3883246552381934e-08|Running
4609.578125,-134.21165466308594,80.88116455078125|0.9913473725318909,1.1771167152119233e-07,0.13126476109027863|-1.1693211376950785e-07,1,-1.3646680230294805e-08|Running
4611.01611328125,-134.45425415039062,81.08426666259766|0.9906792044639587,1.0549162965389769e-07,0.13621561229228973|-1.0467424260696134e-07,1,-1.3163186096676327e-08|Running
4611.923828125,-134.42669677734375,81.21712493896484|0.9902604222297668,1.196756187482606e-07,0.139227494597435|-1.187237046451628e-07,1,-1.514239045263821e-08|Running
4613.30859375,-134.3614959716797,81.67274475097656|0.9710284471511841,0.00000586264104640577,0.23896391689777374|-0.0000057459797062620055,1,-0.0000011848281928905635|Running
4614.3173828125,-134.2995147705078,82.0981216430664|0.9530917406082153,0.0000033020885439327685,0.302681565284729|-0.0000031758002023707377,1,-9.094031838685623e-07|Running
4615.64599609375,-134.11282348632812,82.66996765136719|0.9348057508468628,0.0000012549148777907249,0.35515934228897095|-0.0000011833458302135114,1,-4.1873153122651274e-07|Running
4616.93701171875,-133.7183837890625,83.23146057128906|0.9247921705245972,2.6653418672140106e-07,0.38047271966934204|-2.482225909261615e-07,1,-9.719462923385436e-08|Running
4618.2197265625,-133.31101989746094,83.80387115478516|0.9184495210647583,1.3904602269576571e-07,0.39553818106651306|-1.2861168841027393e-07,1,-5.289673410402429e-08|Running
4619.47998046875,-132.8953094482422,84.4183349609375|0.9084560871124268,3.052622048471676e-07,0.41798025369644165|-2.797686704525404e-07,1,-1.2226570333950804e-07|Running
4620.423828125,-132.57981872558594,84.70564270019531|0.8509361743927002,0.012383743189275265,0.525123119354248|-0.003891664557158947,0.9998432397842407,-0.017272604629397392|Running
4621.69677734375,-132.34674072265625,84.91886901855469|0.8498348593711853,-0.0009304030681960285,0.5270482301712036|0.00021166724036447704,0.9999989867210388,0.001424006070010364|Running
4622.99560546875,-132.2337646484375,85.10009765625|0.8827371597290039,-0.0007905050879344344,0.46986642479896545|0.00009722592949401587,0.9999988675117493,0.001499743782915175|Running
4624.2978515625,-132.0977020263672,85.28363037109375|0.9038844108581543,-0.000681193545460701,0.42777618765830994|0.00006871101504657418,0.999998927116394,0.0014472195180132985|Running
4625.55126953125,-131.97232055664062,85.48624420166016|0.9006039500236511,-0.00025508477119728923,0.4346405565738678|0.00002939220030384604,0.9999998807907104,0.0005259840399958193|Running
